date_obj,Bronze%20platelegs%20(t) price
2015-09-07,9364
2015-09-08,9364
2015-09-09,9364
2015-09-10,9225
2015-09-11,9225
2015-09-12,9225
2015-09-13,9022
2015-09-14,9022
2015-09-15,9022
2015-09-16,9022
2015-09-17,8897
2015-09-18,8897
2015-09-19,8897
2015-09-20,8640
2015-09-21,8640
2015-09-22,8640
2015-09-23,8733
2015-09-24,8733
2015-09-25,8733
2015-09-27,8608
2015-09-28,8608
2015-09-29,8608
2015-09-30,8651
2015-10-05,8938
2015-10-06,8938
2015-10-07,8938
2015-10-08,9268
2015-10-09,9268
2015-10-10,9268
2015-10-11,9268
2015-10-12,9666
2015-10-13,9666
2015-10-14,9666
2015-10-15,9666
2015-10-16,10088
2015-10-17,10088
2015-10-18,10088
2015-10-19,10088
2015-10-20,10288
2015-10-22,10288
2015-10-23,10288
2015-10-24,10288
2015-10-25,10527
2015-10-26,10527
2015-10-27,10527
2015-10-29,10527
2015-10-30,10876
2015-10-31,10876
2015-11-01,10876
2015-11-02,10876
2015-11-03,11150
2015-11-04,11150
2015-11-05,11150
2015-11-06,11150
2015-11-07,10716
2015-11-08,10716
2015-11-09,10716
2015-11-10,10716
2015-11-11,10326
2015-11-12,10326
2015-11-13,10326
2015-11-14,10326
2015-11-15,10122
2015-11-16,10122
2015-11-17,10122
2015-11-18,10122
2015-11-19,9714
2015-11-20,9714
2015-11-21,9714
2015-11-22,9275
2015-11-23,9275
2015-11-24,9275
2015-11-25,9011
2015-11-26,9011
2015-11-27,9011
2015-11-28,8734
2015-11-29,8734
2015-11-30,8734
2015-12-01,8431
2015-12-02,8431
2015-12-03,8431
2015-12-04,8431
2015-12-05,8287
2015-12-06,8287
2015-12-07,8287
2015-12-08,8287
2015-12-09,8108
2015-12-10,8108
2015-12-11,8108
2015-12-12,7816
2015-12-13,7816
2015-12-14,7816
2015-12-15,7755
2015-12-16,7755
2015-12-17,7755
2015-12-18,7570
2015-12-19,7570
2015-12-20,7570
2015-12-21,7453
2015-12-22,7453
2015-12-23,7453
2015-12-24,7470
2015-12-25,7470
2015-12-26,7470
2015-12-27,7764
2015-12-28,7764
2015-12-29,7764
2015-12-30,7958
2015-12-31,7958
2016-01-01,7958
2016-01-02,7958
2016-01-03,8047
2016-01-04,8047
2016-01-05,8047
2016-01-06,8031
2016-01-07,8031
2016-01-08,8031
2016-01-09,8052
2016-01-10,8052
2016-01-11,8052
2016-01-12,8220
2016-01-13,8220
2016-01-14,8220
2016-01-15,8325
2016-01-16,8325
2016-01-17,8325
2016-01-18,8302
2016-01-19,8302
2016-01-20,8302
2016-01-21,8302
2016-01-22,8436
2016-01-23,8436
2016-01-24,8436
2016-01-25,8172
2016-01-26,8172
2016-01-27,8172
2016-01-28,8172
2016-01-29,8080
2016-01-30,8080
2016-01-31,8080
2016-02-01,8124
2016-02-02,8124
2016-02-03,8124
2016-02-04,8306
2016-02-05,8306
2016-02-06,8306
2016-02-07,8055
2016-02-08,8055
2016-02-09,8055
2016-02-10,8045
2016-02-11,8045
2016-02-12,8045
2016-02-13,8386
2016-02-14,8386
2016-02-15,8386
2016-02-16,8386
2016-02-17,8776
2016-02-18,8776
2016-02-19,8776
2016-02-20,8844
2016-02-21,8844
2016-02-22,8844
2016-02-23,9021
2016-02-24,9021
2016-02-25,9021
2016-02-26,9204
2016-02-27,9204
2016-02-28,9204
2016-02-29,9300
2016-03-01,9300
2016-03-02,9300
2016-03-03,9460
2016-03-04,9460
2016-03-05,9460
2016-03-06,9426
2016-03-07,9426
2016-03-08,9426
2016-03-09,9426
2016-03-10,9853
2016-03-11,9853
2016-03-12,9853
2016-03-13,9853
2016-03-14,10297
2016-03-15,10297
2016-03-16,10297
2016-03-17,10297
2016-03-18,10708
2016-03-19,10708
2016-03-20,10708
2016-03-21,10648
2016-03-22,10648
2016-03-23,10648
2016-03-24,10476
2016-03-25,10476
2016-03-26,10476
2016-03-27,9981
2016-03-28,9981
2016-03-29,9827
2016-03-30,9827
2016-03-31,9827
2016-04-01,9827
2016-04-02,9462
2016-04-03,9462
2016-04-04,9022
2016-04-05,9022
2016-04-06,9022
2016-04-07,8807
2016-04-08,8807
2016-04-09,8501
2016-04-10,8501
2016-04-11,8501
2016-04-12,8175
2016-04-13,8175
2016-04-14,8175
2016-04-15,7837
2016-04-16,7837
2016-04-17,7837
2016-04-18,7786
2016-04-19,7786
2016-04-20,7786
2016-04-21,7773
2016-04-22,7773
2016-04-23,7773
2016-04-24,8075
2016-04-25,8075
2016-04-26,8075
2016-04-27,8206
2016-04-28,8206
2016-04-29,8206
2016-04-30,8456
2016-05-01,8456
2016-05-02,8456
2016-05-03,8330
2016-05-04,8330
2016-05-05,8330
2016-05-06,8048
2016-05-07,8048
2016-05-08,8048
2016-05-09,7710
2016-05-10,7710
2016-05-11,7710
2016-05-12,7581
2016-05-13,7581
2016-05-14,7581
2016-05-15,7396
2016-05-16,7396
2016-05-17,7396
2016-05-18,7357
2016-05-19,7357
2016-05-22,7622
2016-05-23,7622
2016-05-24,7945
2016-05-25,7945
2016-05-26,7945
2016-05-27,8058
2016-05-28,8058
2016-05-29,8058
2016-05-30,8323
2016-05-31,8323
2016-06-01,8323
2016-06-02,8385
2016-06-03,8385
2016-06-04,8385
2016-06-05,8035
2016-06-06,8035
2016-06-07,7781
2016-06-08,7781
2016-06-09,7644
2016-06-10,7644
2016-06-11,7657
2016-06-12,7657
2016-06-13,7657
2016-06-14,7608
2016-06-15,7608
2016-06-16,7608
2016-06-17,7604
2016-06-18,7604
2016-06-19,7604
2016-06-20,7511
2016-06-21,7511
2016-06-22,7511
2016-06-23,7345
2016-06-24,7345
2016-06-25,7345
2016-06-26,7345
2016-06-27,7109
2016-06-28,7109
2016-06-29,6975
2016-06-30,6975
2016-07-01,7195
2016-07-02,7195
2016-07-03,7195
2016-07-04,7267
2016-07-05,7267
2016-07-06,6960
2016-07-07,6674
2016-07-08,6674
2016-07-09,6465
2016-07-10,6465
2016-07-11,6160
2016-07-12,6160
2016-07-13,5885
2016-07-14,5885
2016-07-15,5707
2016-07-16,5707
2016-07-17,5707
2016-07-18,5421
2016-07-23,5173
2016-07-24,4933
2016-07-25,4933
2016-07-26,4933
2016-07-27,4686
2016-07-28,4686
2016-07-29,4565
2016-07-30,4565
2016-07-31,4565
2016-08-01,4349
2016-08-02,4349
2016-08-03,4322
2016-08-04,4322
2016-08-05,4322
2016-08-06,4338
2016-08-07,4338
2016-08-08,4338
2016-08-09,4361
2016-08-10,4361
2016-08-11,4361
2016-08-12,4262
2016-08-13,4262
2016-08-14,4262
2016-08-15,4283
2016-08-16,4283
2016-08-17,4283
2016-08-18,4285
2016-08-19,4285
2016-08-20,4285
2016-08-21,4318
2016-08-22,4318
2016-08-23,4318
2016-08-24,4448
2016-08-25,4448
2016-08-26,4448
2016-08-28,4422
2016-08-31,4366
2016-09-01,4366
2016-09-02,4366
2016-09-03,4410
2016-09-04,4410
2016-09-05,4410
2016-09-06,4475
2016-09-07,4475
2016-09-08,4475
2016-09-09,4475
2016-09-10,4525
2016-09-11,4525
2016-09-12,4525
2016-09-13,4525
2016-09-14,4659
2016-09-15,4659
2016-09-16,4659
2016-09-17,4779
2016-09-18,4779
2016-09-19,4779
2016-09-20,4779
2016-09-21,4828
2016-09-22,4828
2016-09-23,4828
2016-09-24,4828
2016-09-25,4825
2016-09-26,4825
2016-09-27,4825
2016-09-28,4825
2016-09-29,5044
2016-09-30,5044
2016-10-01,5044
2016-10-02,5059
2016-10-03,5059
2016-10-04,5059
2016-10-05,5100
2016-10-06,5100
2016-10-07,5100
2016-10-08,5100
2016-10-09,5088
2016-10-10,5088
2016-10-11,5088
2016-10-12,5088
2016-10-13,5196
2016-10-14,5196
2016-10-15,5196
2016-10-16,5196
2016-10-17,5344
2016-10-18,5344
2016-10-19,5344
2016-10-20,5344
2016-10-21,5344
2016-10-22,5507
2016-10-23,5507
2016-10-24,5507
2016-10-25,5507
2016-10-26,5645
2016-10-27,5645
2016-10-28,5645
2016-10-29,5645
2016-10-30,5674
2016-10-31,5674
2016-11-01,5674
2016-11-02,5674
2016-11-03,5685
2016-11-04,5685
2016-11-05,5685
2016-11-06,5747
2016-11-07,5747
2016-11-08,5747
2016-11-09,5747
2016-11-10,5805
2016-11-11,5805
2016-11-12,5805
2016-11-13,5805
2016-11-14,5852
2016-11-15,5852
2016-12-07,5626
2016-12-08,5626
2016-12-09,5626
2016-12-10,5746
2016-12-11,5746
2016-12-12,5746
2016-12-13,5746
2016-12-14,5501
2016-12-15,5501
2016-12-16,5501
2016-12-17,5501
2016-12-18,5332
2016-12-19,5332
2016-12-20,5332
2016-12-21,5171
2016-12-22,5171
2016-12-23,5171
2016-12-24,5171
2016-12-25,5174
2016-12-26,5174
2016-12-27,5174
2016-12-28,5030
2016-12-29,5030
2016-12-30,5030
2016-12-31,5017
2017-01-01,5017
2017-01-02,5017
2017-01-03,5021
2017-01-04,5021
2017-01-05,5021
2017-01-06,5006
2017-01-07,5006
2017-01-08,5006
2017-01-09,4811
2017-01-10,4811
2017-01-11,4811
2017-01-12,4846
2017-01-13,4846
2017-01-14,4846
2017-01-15,4932
2017-01-16,4932
2017-01-17,4932
2017-01-18,4950
2017-01-19,4950
2017-01-20,4950
2017-01-21,4950
2017-01-22,5119
2017-01-23,5119
2017-01-27,5024
2017-01-28,5068
2017-01-29,5068
2017-01-30,5068
2017-01-31,5253
2017-02-01,5253
2017-02-02,5253
2017-02-03,5279
2017-02-04,5279
2017-02-05,5279
2017-02-06,5279
2017-02-07,5312
2017-02-08,5312
2017-02-09,5312
2017-02-10,5283
2017-02-11,5283
2017-02-12,5283
2017-02-13,5383
2017-02-14,5383
2017-02-15,5383
2017-02-16,5471
2017-02-18,5471
2017-02-19,5471
2017-02-20,5430
2017-02-21,5430
2017-02-22,5430
2017-02-23,5430
2017-02-24,5519
2017-02-25,5519
2017-02-26,5519
2017-02-27,5519
2017-02-28,5373
2017-03-01,5373
2017-03-02,5373
2017-03-03,5373
2017-03-04,5347
2017-03-05,5347
2017-03-06,5347
2017-03-07,5425
2017-03-08,5425
2017-03-09,5425
2017-03-10,5425
2017-03-11,5563
2017-03-12,5563
2017-03-13,5563
2017-03-14,5630
2017-03-15,5630
2017-03-16,5630
2017-03-17,5630
2017-03-18,5733
2017-03-19,5733
2017-03-20,5892
2017-03-21,5892
2017-03-22,5892
2017-03-23,6058
2017-03-24,6058
2017-03-25,6058
2017-03-26,6058
2017-03-27,6291
2017-03-28,6291
2017-03-29,6291
2017-03-30,6291
2017-03-31,6550
2017-04-01,6550
2017-04-02,6550
2017-04-03,6462
2017-04-04,6462
2017-04-12,6135
2017-04-13,5899
2017-04-14,5899
2017-04-15,5899
2017-04-16,5630
2017-04-17,5630
2017-04-18,5630
2017-04-19,5351
2017-04-20,5351
2017-04-21,5113
2017-04-22,5113
2017-04-23,4876
2017-04-24,4876
2017-04-25,4652
2017-04-26,4652
2017-04-27,4652
2017-04-28,4450
2017-04-29,4252
2017-04-30,4252
2017-05-01,4057
2017-05-02,4057
2017-05-03,4057
2017-05-04,3881
2017-05-05,3881
2017-05-06,3881
2017-05-07,3706
2017-05-08,3706
2017-05-09,3533
2017-05-10,3533
2017-05-11,3533
2017-05-12,3369
2017-05-13,3369
2017-05-14,3369
2017-05-15,3249
2017-05-16,3249
2017-05-17,3249
2017-05-18,3158
2017-05-19,3158
2017-05-20,3158
2017-05-21,3108
2017-05-22,3108
2017-05-23,3108
2017-05-24,3058
2017-05-25,3058
2017-05-26,3058
2017-05-27,3136
2017-05-28,3136
2017-05-29,3136
2017-05-30,3136
2017-05-31,3214
2017-06-01,3214
2017-06-02,3214
2017-06-03,3214
2017-06-04,3108
2017-06-05,3108
2017-06-06,3108
2017-06-07,3006
2017-06-08,3006
2017-06-09,3006
2017-06-10,2925
2017-06-11,2925
2017-06-12,2925
2017-06-13,2920
2017-06-14,2920
2017-06-15,2920
2017-06-16,2925
2017-06-17,2925
2017-06-18,2925
2017-06-19,2925
2017-06-20,3033
2017-06-21,3033
2017-06-22,3033
2017-06-23,3033
2017-06-24,3033
2017-06-25,2996
2017-06-26,2996
2017-06-27,2996
2017-06-28,2996
2017-06-29,3092
2017-06-30,3092
2017-07-01,3092
2017-07-02,3092
2017-07-03,3193
2017-07-04,3193
2017-07-05,3193
2017-07-06,3340
2017-07-07,3340
2017-07-08,3340
2017-07-13,3475
2017-07-14,3625
2017-07-15,3625
2017-07-16,3625
2017-07-17,3625
2017-07-18,3789
2017-07-19,3789
2017-07-20,3789
2017-07-21,3789
2017-07-22,3979
2017-07-23,3979
2017-07-24,3979
2017-07-25,4084
2017-07-26,4084
2017-07-27,4084
2017-07-28,4084
2017-07-29,4153
2017-07-30,4153
2017-07-31,4153
2017-08-01,4281
2017-08-02,4281
2017-08-03,4281
2017-08-04,4281
2017-08-05,4451
2017-08-06,4451
2017-08-09,4584
2017-08-10,4584
2017-08-11,4584
2017-08-12,4647
2017-08-13,4647
2017-08-14,4647
2017-08-15,4647
2017-08-16,4607
2017-08-17,4607
2017-08-18,4607
2017-08-19,4607
2017-08-20,4825
2017-08-21,4825
2017-08-22,4825
2017-08-23,4825
2017-08-24,4984
2017-08-25,4984
2017-08-26,4984
2017-08-27,4984
2017-08-28,5131
2017-08-29,5131
2017-08-30,5131
2017-08-31,5131
2017-09-01,5131
2017-09-02,4960
2017-09-03,4960
2017-09-04,4960
2017-09-05,4960
2017-09-06,5014
2017-09-07,5014
2017-09-08,5014
2017-09-09,5014
2017-09-10,5185
2017-09-11,5185
2017-09-12,5185
2017-09-13,5287
2017-09-14,5287
2017-09-15,5287
2017-09-16,5287
2017-09-17,5176
2017-09-18,5176
2017-09-19,5176
2017-09-20,5040
2017-09-21,5040
2017-09-22,5040
2017-09-23,4914
2017-09-24,4914
2017-09-25,4914
2017-09-26,4914
2017-09-27,4778
2017-09-28,4778
2017-09-29,4778
2017-09-30,4905
2017-10-01,4905
2017-10-02,4905
2017-10-03,5120
2017-10-04,5120
2017-10-05,5120
2017-10-06,5260
2017-10-07,5260
2017-10-08,5260
2017-10-09,5260
2017-10-10,5140
2017-10-11,5140
2017-10-12,5140
2017-10-13,5140
2017-10-14,5064
2017-10-15,5064
2017-10-16,5064
2017-10-17,5064
2017-10-18,5016
2017-10-19,5016
2017-10-20,5016
2017-10-21,5016
2017-10-22,5173
2017-10-23,5173
2017-10-24,5173
2017-10-25,5341
2017-10-26,5341
2017-10-27,5341
2017-10-28,5341
2017-10-29,5341
2017-10-30,5609
2017-10-31,5609
2017-11-01,5609
2017-11-02,5609
2017-11-03,5609
2017-11-04,5786
2017-11-05,5786
2017-11-06,5786
2017-11-07,5786
2017-11-08,5786
2017-11-09,5541
2017-11-10,5541
2017-11-11,5541
2017-11-12,5541
2017-11-13,5301
2017-11-14,5301
2017-11-15,5301
2017-11-16,5301
2017-11-17,5059
2017-11-18,5059
2017-11-19,5059
2017-11-20,4847
2017-11-21,4847
2017-11-22,4847
2017-11-23,4632
2017-11-24,4632
2017-11-25,4632
2017-11-26,4632
2017-11-27,4434
2017-11-28,4434
2017-11-29,4434
2017-11-30,4257
2017-12-01,4257
2017-12-02,4257
2017-12-03,4257
2017-12-04,4125
2017-12-05,4125
2017-12-06,4125
2017-12-07,4027
2017-12-08,4027
2017-12-09,4027
2017-12-10,4027
2017-12-11,4027
2017-12-12,4027
2017-12-13,4027
2017-12-14,4037
2017-12-15,4037
2017-12-16,4037
2017-12-17,4037
2017-12-18,3954
2017-12-19,3954
2017-12-20,3954
2017-12-21,3954
2017-12-22,3936
2017-12-23,3936
2017-12-24,3936
2017-12-25,3936
2017-12-26,3876
2017-12-27,3876
2017-12-28,3876
2017-12-29,3876
2017-12-30,3740
2017-12-31,3740
2018-01-01,3740
2018-01-02,3584
2018-01-03,3584
2018-01-04,3584
2018-01-05,3513
2018-01-06,3513
2018-01-07,3513
2018-01-08,3513
2018-01-09,3436
2018-01-10,3436
2018-01-11,3436
2018-01-12,3436
2018-01-13,3364
2018-01-14,3364
2018-01-15,3364
2018-01-16,3270
2018-01-17,3270
2018-01-18,3270
2018-01-19,3270
2018-01-20,3240
2018-01-21,3240
2018-01-22,3240
2018-01-23,3266
2018-01-24,3266
2018-01-25,3266
2018-01-26,3266
2018-01-27,3329
2018-01-28,3329
2018-01-29,3329
2018-01-30,3456
2018-01-31,3456
2018-02-01,3456
2018-02-02,3456
2018-02-03,3576
2018-02-04,3576
2018-02-05,3576
2018-02-06,3576
2018-02-07,3621
2018-02-08,3621
2018-02-09,3621
2018-02-10,3621
2018-02-11,3803
2018-02-12,3803
2018-02-13,3803
2018-02-14,3803
2018-02-15,3803
2018-02-16,3923
2018-02-17,3923
2018-02-18,3923
2018-02-19,3989
2018-02-20,3989
2018-02-21,3989
2018-02-22,3989
2018-02-23,4092
2018-02-24,4092
2018-02-25,4092
2018-02-26,4247
2018-02-27,4247
2018-02-28,4247
2018-03-01,4247
2018-03-02,4426
2018-03-03,4426
2018-03-04,4426
2018-03-05,4426
2018-03-06,4386
2018-03-07,4386
2018-03-08,4386
2018-03-09,4461
2018-03-10,4461
2018-03-11,4461
2018-03-12,4461
2018-03-13,4494
2018-03-14,4494
2018-03-15,4494
2018-03-16,4494
2018-03-17,4420
2018-03-18,4420
2018-03-19,4420
2018-03-20,4420
2018-03-21,4223
2018-03-23,4223
2018-03-24,4223
2018-03-25,4088
2018-03-26,4088
2018-03-27,4088
2018-03-28,4088
2018-03-29,4014
2018-03-30,4014
2018-03-31,4014
2018-04-01,4014
2018-04-02,3890
2018-04-03,3890
2018-04-04,3890
2018-04-05,3890
2018-04-06,3901
2018-04-07,3901
2018-04-08,3901
2018-04-09,3901
2018-04-10,3901
2018-04-11,3993
2018-04-12,3993
2018-04-13,3993
2018-04-14,3993
2018-04-15,3993
2018-04-16,3897
2018-04-17,3897
2018-04-18,3897
2018-04-19,3897
2018-04-20,3897
2018-04-21,4054
2018-04-22,4054
2018-04-23,4054
2018-04-24,4054
2018-04-25,4054
2018-04-26,4082
2018-04-27,4082
2018-04-28,4082
2018-04-29,3989
2018-04-30,3989
2018-05-01,3989
2018-05-02,3927
2018-05-03,3927
2018-05-04,3927
2018-05-05,3943
2018-05-06,3943
2018-05-07,3943
2018-05-08,3943
2018-05-09,3958
2018-05-10,3958
2018-05-11,3958
2018-05-12,3787
2018-05-13,3787
2018-05-14,3787
2018-05-15,3787
2018-05-16,3610
2018-05-17,3610
2018-05-18,3610
2018-05-19,3486
2018-05-20,3486
2018-05-21,3486
2018-05-22,3339
2018-05-23,3339
2018-05-24,3339
2018-05-25,3346
2018-05-26,3346
2018-05-27,3346
2018-05-28,3354
2018-05-29,3354
2018-05-30,3354
2018-05-31,3354
2018-06-01,3332
2018-06-02,3332
2018-06-03,3332
2018-06-04,3235
2018-06-05,3235
2018-06-06,3235
2018-06-07,3088
2018-06-08,3088
2018-06-09,3088
2018-06-10,3150
2018-06-11,3150
2018-06-12,3150
2018-06-13,3296
2018-06-14,3296
2018-06-15,3296
2018-06-16,3296
2018-06-17,3456
2018-06-18,3456
2018-06-19,3456
2018-06-20,3456
2018-06-21,3606
2018-06-22,3606
2018-06-23,3606
2018-06-24,3606
2018-06-25,3707
2018-06-26,3707
2018-06-27,3707
2018-06-28,3707
2018-06-29,3663
2018-06-30,3663
2018-07-01,3663
2018-07-02,3663
2018-07-03,3767
2018-07-04,3767
2018-07-05,3767
2018-07-06,3767
2018-07-07,3938
2018-07-08,3938
2018-07-09,3938
2018-07-10,3919
2018-07-11,3919
2018-07-12,3919
2018-07-13,3919
2018-07-14,3791
2018-07-15,3791
2018-07-16,3791
2018-07-17,3790
2018-07-18,3790
2018-07-19,3790
2018-07-20,3790
2018-07-21,3957
2018-07-22,3957
2018-07-23,3957
2018-07-24,4059
2018-07-25,4059
2018-07-26,4059
2018-07-27,4078
2018-07-28,4078
2018-07-29,4078
2018-07-30,4157
2018-07-31,4157
2018-08-01,4157
2018-08-02,4257
2018-08-03,4257
2018-08-04,4257
2018-08-05,4303
2018-08-06,4303
2018-08-07,4303
2018-08-08,4256
2018-08-09,4256
2018-08-10,4256
2018-08-11,4256
2018-08-12,4108
2018-08-14,4108
2018-08-16,4130
2018-08-17,4130
2018-08-18,4130
2018-08-19,4177
2018-08-20,4177
2018-08-21,4177
2018-08-22,4240
2018-08-23,4240
2018-08-24,4240
2018-08-25,4243
2018-08-26,4243
2018-08-27,4243
2018-08-28,4410
2018-08-29,4410
2018-08-30,4410
2018-08-31,4438
2018-09-01,4438
2018-09-02,4438
2018-09-03,4471
2018-09-04,4471
2018-09-05,4471
2018-09-06,4591
2018-09-07,4591
2018-09-08,4675
2018-09-09,4675
2018-09-10,4675
2018-09-11,4675
2018-09-12,4759
2018-09-13,4759
2018-09-14,4759
2018-09-15,4760
2018-09-16,4760
2018-09-17,4760
2018-09-18,4954
2018-09-19,4954
2018-09-20,4954
2018-09-21,4926
2018-09-22,4926
2018-09-23,4926
2018-09-24,5050
2018-09-25,5050
2018-09-26,5050
2018-09-27,5050
2018-09-28,4995
2018-09-29,4995
2018-09-30,4995
2018-10-01,5003
2018-10-02,5003
2018-10-03,5003
2018-10-04,5003
2018-10-05,5180
2018-10-06,5180
2018-10-07,5180
2018-10-08,5310
2018-10-09,5310
2018-10-10,5310
2018-10-11,5171
2018-10-12,5171
2018-10-13,5171
2018-10-14,5163
2018-10-15,5163
2018-10-16,5163
2018-10-17,5368
2018-10-18,5368
2018-10-19,5533
2018-10-20,5533
2018-10-21,5533
2018-10-22,5440
2018-10-23,5440
2018-10-24,5440
2018-10-25,5440
2018-10-26,5690
2018-10-27,5690
2018-10-28,5690
2018-10-29,5758
2018-10-30,5758
2018-10-31,5963
2018-11-01,6060
2018-11-03,6107
2018-11-04,6107
2018-11-05,6196
2018-11-06,6196
2018-11-07,6381
2018-11-08,6381
2018-11-09,6418
2018-11-10,6552
2018-11-11,6552
2018-11-12,6843
2018-11-13,7093
2018-11-15,7408
2018-11-16,7632
2018-11-17,7632
2018-11-18,7848
2018-11-19,7848
2018-11-20,8098
2018-11-21,8098
2018-11-22,8120
2018-11-23,8120
2018-11-24,7993
2018-11-25,8109
2018-11-26,8109
2018-11-27,8166
2018-11-28,8464
2018-11-29,8464
2018-12-01,8877
2018-12-02,8877
2018-12-03,8813
2018-12-04,8813
2018-12-05,8781
2018-12-07,8730
2018-12-09,8650
2018-12-10,8487
2018-12-11,8487
2018-12-12,8205
2018-12-13,8347
2018-12-14,8347
2018-12-15,8540
2018-12-16,8344
2018-12-17,8344
2018-12-18,8008
2018-12-19,8008
2018-12-20,7695
2018-12-21,7695
2018-12-22,7414
2018-12-23,7189
2018-12-24,7189
2018-12-25,6918
2018-12-26,6918
2018-12-27,6830
2018-12-28,6830
2018-12-29,6872
2018-12-30,6872
2018-12-31,6555
2019-01-01,6555
2019-01-02,6289
2019-01-03,6289
2019-01-04,6170
2019-01-05,5963
2019-01-06,5806
2019-01-08,5675
2019-01-10,5667
2019-01-11,5667
2019-01-12,5618
2019-01-13,5618
2019-01-14,5563
2019-01-15,5563
2019-01-16,5646
2019-01-17,5646
2019-01-18,5653
2019-01-19,5653
2019-01-20,5448
2019-01-21,5448
2019-01-22,5220
2019-01-23,5220
2019-01-24,5163
2019-01-25,5163
2019-01-26,5012
2019-01-27,5012
2019-01-28,4912
2019-01-29,4912
2019-01-30,4806
2019-01-31,4806
2019-02-01,4748
2019-02-02,4748
2019-02-03,4657
2019-02-04,4657
2019-02-05,4715
2019-02-06,4715
2019-02-07,4629
2019-02-08,4629
2019-02-09,4714
2019-02-10,4714
2019-02-11,4628
2019-02-12,4628
2019-02-13,4522
2019-02-14,4522
2019-02-15,4432
2019-02-16,4432
2019-02-17,4432
2019-02-18,4261
2019-02-19,4261
2019-02-20,4111
2019-02-21,4111
2019-02-22,3960
2019-02-23,3960
2019-02-24,3926
2019-02-25,3926
2019-02-26,4000
2019-02-27,4000
2019-02-28,4000
2019-03-01,4003
2019-03-02,4003
2019-03-03,3940
2019-03-04,3940
2019-03-05,3932
2019-03-06,3932
2019-03-07,3911
2019-03-08,3911
2019-03-09,3911
2019-03-10,3924
2019-03-11,3924
2019-03-12,3775
2019-03-13,3775
2019-03-14,3775
2019-03-15,3675
2019-03-16,3675
2019-03-17,3626
2019-03-18,3626
2019-03-19,3626
2019-03-20,3498
2019-03-21,3498
2019-03-22,3425
2019-03-23,3425
