date_obj,Armadyl%20chestplate price
2016-01-24,18025521
2016-01-25,18035866
2016-01-26,17998489
2016-01-27,17937578
2016-01-28,17937578
2016-01-29,17864915
2016-01-30,17864915
2016-01-31,17901959
2016-02-01,17852688
2016-02-02,17774826
2016-02-03,17758856
2016-02-04,17723645
2016-02-05,17703404
2016-02-06,17696581
2016-02-07,17675308
2016-02-08,17645188
2016-02-09,17651143
2016-02-10,17713552
2016-02-11,17645290
2016-02-12,17712041
2016-02-13,17812888
2016-02-14,17812888
2016-02-15,17846341
2016-02-16,17791873
2016-02-17,17738144
2016-02-18,17627242
2016-02-19,17594810
2016-02-20,17915091
2016-02-21,17863730
2016-02-22,17863730
2016-02-23,17697125
2016-02-24,17530359
2016-02-25,17696606
2016-02-26,17696606
2016-02-27,18202690
2016-02-28,17863721
2016-02-29,18168970
2016-03-01,18452418
2016-03-02,18761856
2016-03-03,18784680
2016-03-04,18671584
2016-03-05,18669372
2016-03-06,18559314
2016-03-07,18559314
2016-03-08,18711224
2016-03-09,18681669
2016-03-10,18524634
2016-03-11,18398926
2016-03-12,18308809
2016-03-13,18366527
2016-03-14,18414883
2016-03-15,18371294
2016-03-16,18357285
2016-03-17,18216939
2016-03-18,18246987
2016-03-19,18261654
2016-03-20,18084299
2016-03-21,17946500
2016-03-22,17737428
2016-03-23,17604926
2016-03-24,17461277
2016-03-25,17369044
2016-03-26,17287396
2016-03-27,17161547
2016-03-28,17079360
2016-03-29,16856038
2016-03-30,16856038
2016-03-31,16347373
2016-04-01,15742201
2016-04-02,16195610
2016-04-03,16902908
2016-04-04,17182501
2016-04-05,17195990
2016-04-06,17357201
2016-04-07,17403587
2016-04-08,17569897
2016-04-09,17831712
2016-04-10,18010628
2016-04-11,18010628
2016-04-12,17730342
2016-04-13,17622250
2016-04-14,17845267
2016-04-15,17811365
2016-04-16,18323041
2016-04-17,18462765
2016-04-18,18203063
2016-04-19,18414227
2016-04-20,18199110
2016-04-21,17820662
2016-04-22,17820662
2016-04-23,17937216
2016-04-24,17979146
2016-04-25,17893772
2016-04-26,17782803
2016-04-27,17901273
2016-04-28,17867497
2016-04-29,17916439
2016-04-30,17969262
2016-05-01,17943523
2016-05-02,17982567
2016-05-03,18073975
2016-05-04,18078115
2016-05-05,18094207
2016-05-06,18094207
2016-05-07,18035448
2016-05-08,18012432
2016-05-09,17975146
2016-05-10,18075891
2016-05-11,18178562
2016-05-12,18807187
2016-05-13,18912854
2016-05-14,18928185
2016-05-15,19218631
2016-05-16,19053183
2016-05-17,18983123
2016-05-18,18920275
2016-05-19,18944823
2016-05-22,19116423
2016-05-23,18973096
2016-05-24,19073321
2016-05-25,19185148
2016-05-26,19026068
2016-05-27,19071769
2016-05-28,19071769
2016-05-29,19246235
2016-05-30,19603818
2016-05-31,19451031
2016-06-01,19498248
2016-06-02,19524912
2016-06-03,19494998
2016-06-04,19520974
2016-06-05,19629065
2016-06-06,19538342
2016-06-07,19538342
2016-06-08,19647480
2016-06-09,19781117
2016-06-10,20057146
2016-06-11,20345704
2016-06-12,20485763
2016-06-13,20245675
2016-06-14,20214876
2016-06-15,20159265
2016-06-16,20197598
2016-06-17,20052174
2016-06-18,19849040
2016-06-19,19765158
2016-06-20,19670086
2016-06-21,19617370
2016-06-22,19536668
2016-06-23,19268998
2016-06-24,18933136
2016-06-25,19020797
2016-06-26,19136835
2016-06-27,19154581
2016-06-28,19064261
2016-06-29,19067745
2016-06-30,18568320
2016-07-01,18611085
2016-07-02,18869395
2016-07-03,18989428
2016-07-04,19157059
2016-07-05,19073264
2016-07-06,18924393
2016-07-07,18868647
2016-07-08,18994645
2016-07-09,18971639
2016-07-10,18933958
2016-07-11,19009768
2016-07-12,19002808
2016-07-13,18864807
2016-07-14,18850444
2016-07-15,18855711
2016-07-16,19115733
2016-07-17,19459097
2016-07-18,19417456
2016-07-23,20163819
2016-07-24,20103296
2016-07-25,20054030
2016-07-26,20054030
2016-07-27,19961243
2016-07-28,19867048
2016-07-29,19785982
2016-07-30,19703435
2016-07-31,19703435
2016-08-01,19648895
2016-08-02,19775503
2016-08-03,19652903
2016-08-04,20237853
2016-08-05,20924981
2016-08-06,21840021
2016-08-07,21396664
2016-08-08,20815538
2016-08-09,20635593
2016-08-10,20325938
2016-08-11,19924354
2016-08-12,19735294
2016-08-13,19961876
2016-08-14,20187507
2016-08-15,20970533
2016-08-16,20914795
2016-08-17,20960879
2016-08-18,19991080
2016-08-19,19364682
2016-08-20,19568035
2016-08-21,19491197
2016-08-22,19379988
2016-08-23,18707356
2016-08-24,17917101
2016-08-25,17021245
2016-08-26,17021245
2016-08-28,17338068
2016-08-31,17291485
2016-09-01,17520981
2016-09-02,17520981
2016-09-03,17393150
2016-09-04,17480033
2016-09-05,17511857
2016-09-06,17654674
2016-09-07,18008787
2016-09-08,18008787
2016-09-09,17843627
2016-09-10,17780563
2016-09-11,17780563
2016-09-12,17198211
2016-09-13,16646555
2016-09-14,17297628
2016-09-15,17558793
2016-09-16,18384080
2016-09-17,19138717
2016-09-18,19329570
2016-09-19,18748661
2016-09-20,18689809
2016-09-21,18683830
2016-09-22,18890865
2016-09-23,18926163
2016-09-24,18926163
2016-09-25,18837138
2016-09-26,18890280
2016-09-27,18844766
2016-09-28,18861868
2016-09-29,19028527
2016-09-30,19114651
2016-10-01,19181172
2016-10-02,19181172
2016-10-03,19290337
2016-10-04,19260675
2016-10-05,19277313
2016-10-06,19318685
2016-10-07,19278283
2016-10-08,19390782
2016-10-09,19390782
2016-10-10,19441265
2016-10-11,19862388
2016-10-12,20363705
2016-10-13,20570340
2016-10-14,20931896
2016-10-15,21444307
2016-10-16,21265685
2016-10-17,20989537
2016-10-18,20817978
2016-10-19,20753011
2016-10-20,20905870
2016-10-21,21488322
2016-10-22,21488322
2016-10-23,21651336
2016-10-24,21296154
2016-10-25,21296154
2016-10-26,21544597
2016-10-27,22318341
2016-10-28,21907524
2016-10-29,22195998
2016-10-30,22266051
2016-10-31,21939543
2016-11-01,21939543
2016-11-02,21828043
2016-11-03,22541908
2016-11-04,22613653
2016-11-05,22613653
2016-11-06,22571970
2016-11-07,22423959
2016-11-08,21956373
2016-11-09,21409349
2016-11-10,20973085
2016-11-11,21226069
2016-11-12,21510648
2016-11-13,21708048
2016-11-14,21597301
2016-11-15,21520353
2016-12-07,22157637
2016-12-08,22453569
2016-12-09,22371763
2016-12-10,22704458
2016-12-11,22797094
2016-12-12,22975099
2016-12-13,22863794
2016-12-14,23043303
2016-12-15,23043303
2016-12-16,23378782
2016-12-17,23189700
2016-12-18,23258955
2016-12-19,23408711
2016-12-20,23500574
2016-12-21,23478617
2016-12-22,23518910
2016-12-23,23966909
2016-12-24,24131922
2016-12-25,25023275
2016-12-26,25614412
2016-12-27,26308598
2016-12-28,26075169
2016-12-29,25037346
2016-12-30,23799213
2016-12-31,23745877
2017-01-01,24753660
2017-01-02,25480635
2017-01-03,25688919
2017-01-04,25353172
2017-01-05,24085513
2017-01-06,22885640
2017-01-07,23506344
2017-01-08,24681662
2017-01-09,25011084
2017-01-10,24734311
2017-01-11,24876468
2017-01-12,25253239
2017-01-13,25295287
2017-01-14,25611289
2017-01-15,25371292
2017-01-16,24720729
2017-01-17,24061111
2017-01-18,24012804
2017-01-19,23549740
2017-01-20,23344005
2017-01-21,23693088
2017-01-22,23854402
2017-01-23,23655289
2017-01-27,21620092
2017-01-28,21198829
2017-01-29,21493501
2017-01-30,21903710
2017-01-31,22455858
2017-02-01,22132054
2017-02-02,21827433
2017-02-03,21877891
2017-02-04,21889738
2017-02-05,22308749
2017-02-06,22415432
2017-02-07,23405273
2017-02-08,23346297
2017-02-09,23378811
2017-02-10,23130000
2017-02-11,22730127
2017-02-12,22819822
2017-02-13,22678659
2017-02-14,22686011
2017-02-15,22635553
2017-02-16,22658515
2017-02-18,22806937
2017-02-19,22481519
2017-02-20,22086845
2017-02-21,21878395
2017-02-22,21185648
2017-02-23,20357512
2017-02-24,20622066
2017-02-25,21246339
2017-02-26,21051343
2017-02-27,20910561
2017-02-28,20819975
2017-03-01,20519218
2017-03-02,20881887
2017-03-03,21153443
2017-03-04,21395527
2017-03-05,21369815
2017-03-06,21531268
2017-03-07,21593348
2017-03-08,21549015
2017-03-09,21508207
2017-03-10,21198203
2017-03-11,21116864
2017-03-12,21015569
2017-03-13,20632886
2017-03-14,21005706
2017-03-15,21035970
2017-03-16,21002992
2017-03-17,20739670
2017-03-18,20580785
2017-03-19,20176423
2017-03-20,19411713
2017-03-21,19290916
2017-03-22,19880076
2017-03-23,20718685
2017-03-24,21296720
2017-03-25,21260295
2017-03-26,21357296
2017-03-27,22189144
2017-03-28,22081896
2017-03-29,21971028
2017-03-30,22130205
2017-03-31,22120080
2017-04-01,22253293
2017-04-02,23056058
2017-04-03,23009362
2017-04-04,22997075
2017-04-05,23033240
2017-04-12,23207132
2017-04-13,23688225
2017-04-14,24084730
2017-04-15,24273563
2017-04-16,24274359
2017-04-17,24253380
2017-04-18,24722293
2017-04-19,24505087
2017-04-20,24678847
2017-04-21,25366491
2017-04-22,25457384
2017-04-23,25373632
2017-04-24,24950502
2017-04-25,24552253
2017-04-26,24522301
2017-04-27,24896005
2017-04-28,24898765
2017-04-29,25038808
2017-04-30,25177366
2017-05-01,25140170
2017-05-02,25045397
2017-05-03,24996940
2017-05-04,25278967
2017-05-05,25836973
2017-05-06,26093816
2017-05-07,26491243
2017-05-08,26455780
2017-05-09,26343113
2017-05-10,26559981
2017-05-11,26608162
2017-05-12,26348785
2017-05-13,26239342
2017-05-14,26082805
2017-05-15,25890581
2017-05-16,25855582
2017-05-17,26001577
2017-05-18,26712113
2017-05-19,26287236
2017-05-20,26777370
2017-05-21,27818045
2017-05-22,27042453
2017-05-23,26641762
2017-05-24,26603417
2017-05-25,27933588
2017-05-26,29055875
2017-05-27,30180419
2017-05-28,31687395
2017-05-29,33190852
2017-05-30,33790742
2017-05-31,33785609
2017-06-01,32593021
2017-06-02,31144262
2017-06-03,31518257
2017-06-04,31369300
2017-06-05,31591299
2017-06-06,31383518
2017-06-07,31434530
2017-06-08,31389417
2017-06-09,31209732
2017-06-10,30536606
2017-06-11,29009775
2017-06-12,27559286
2017-06-13,28610136
2017-06-14,29321547
2017-06-15,29982294
2017-06-16,30965868
2017-06-17,30944663
2017-06-18,30429120
2017-06-19,30429120
2017-06-20,29724299
2017-06-21,30122514
2017-06-22,29877279
2017-06-23,29861380
2017-06-24,30099223
2017-06-25,30179647
2017-06-26,29775127
2017-06-27,30037687
2017-06-28,30397433
2017-06-29,29943786
2017-06-30,29243752
2017-07-01,29243752
2017-07-02,29517332
2017-07-03,29406818
2017-07-04,29687156
2017-07-05,29687156
2017-07-06,28977952
2017-07-07,28977952
2017-07-08,28789012
2017-07-09,29207632
2017-07-13,28951086
2017-07-14,28774047
2017-07-15,28922843
2017-07-16,29343301
2017-07-17,29394071
2017-07-18,29439987
2017-07-19,29097008
2017-07-20,29295515
2017-07-21,30383910
2017-07-22,30405682
2017-07-23,30115869
2017-07-24,30025289
2017-07-25,30894695
2017-07-26,30342237
2017-07-27,30067257
2017-07-28,30322532
2017-07-29,30459839
2017-07-30,30262192
2017-07-31,30534557
2017-08-01,30633562
2017-08-02,31040328
2017-08-03,31052661
2017-08-04,31477848
2017-08-05,31779116
2017-08-06,31809039
2017-08-07,31493542
2017-08-08,31040069
2017-08-09,30647025
2017-08-10,30361678
2017-08-11,30523582
2017-08-12,30859724
2017-08-13,31594540
2017-08-14,31391438
2017-08-15,31290002
2017-08-16,31173807
2017-08-17,31050594
2017-08-18,31251356
2017-08-19,31252225
2017-08-20,31544829
2017-08-21,31395765
2017-08-22,31215973
2017-08-23,31178292
2017-08-24,31140850
2017-08-25,31331354
2017-08-26,31722911
2017-08-27,31400292
2017-08-28,31215196
2017-08-29,31214796
2017-08-30,31151527
2017-08-31,31230842
2017-09-01,31680897
2017-09-02,32023516
2017-09-03,32162879
2017-09-04,32686464
2017-09-05,33080220
2017-09-06,32850027
2017-09-07,32374921
2017-09-08,31334176
2017-09-09,31544969
2017-09-10,31523034
2017-09-11,31546322
2017-09-12,31683838
2017-09-13,31719716
2017-09-14,31509987
2017-09-15,31509987
2017-09-16,31425503
2017-09-17,31296347
2017-09-18,31320601
2017-09-19,31245029
2017-09-20,31085449
2017-09-22,30868186
2017-09-23,30801955
2017-09-24,30865237
2017-09-25,30909161
2017-09-26,30873718
2017-09-27,30366110
2017-09-28,29683960
2017-09-29,29384408
2017-09-30,29738240
2017-10-01,29730028
2017-10-02,29663327
2017-10-03,29845238
2017-10-04,29968568
2017-10-05,30087561
2017-10-06,30139867
2017-10-07,30195866
2017-10-08,30272590
2017-10-09,30136244
2017-10-10,30125206
2017-10-11,30125206
2017-10-12,30213157
2017-10-13,30420083
2017-10-14,30651723
2017-10-15,30560740
2017-10-16,30421180
2017-10-17,30345042
2017-10-18,30235621
2017-10-19,30144173
2017-10-20,30260158
2017-10-21,30390425
2017-10-22,30310500
2017-10-23,30115290
2017-10-24,30203415
2017-10-25,30320373
2017-10-26,31115306
2017-10-27,32237450
2017-10-28,32237450
2017-10-29,33020926
2017-10-30,32451982
2017-10-31,33043887
2017-11-01,33493937
2017-11-02,33438658
2017-11-03,33489955
2017-11-04,33629560
2017-11-05,33557267
2017-11-06,33435106
2017-11-07,33335800
2017-11-08,32970927
2017-11-09,32271862
2017-11-10,32193399
2017-11-11,32640536
2017-11-12,32618444
2017-11-13,32968090
2017-11-14,33272264
2017-11-15,32985930
2017-11-16,33592826
2017-11-17,33797566
2017-11-18,33770330
2017-11-19,34395368
2017-11-20,34108877
2017-11-21,33888122
2017-11-22,33720396
2017-11-23,33300428
2017-11-24,33067659
2017-11-25,33032284
2017-11-26,32920756
2017-11-27,32920756
2017-11-28,32511477
2017-11-29,31963610
2017-11-30,31594021
2017-12-01,31775361
2017-12-02,32034961
2017-12-03,32453975
2017-12-04,32143765
2017-12-05,31785221
2017-12-06,31635546
2017-12-07,31895072
2017-12-08,32346671
2017-12-09,32971727
2017-12-10,32932432
2017-12-11,33324438
2017-12-12,33321490
2017-12-13,33060005
2017-12-14,32994104
2017-12-15,32965990
2017-12-16,33074946
2017-12-17,33927175
2017-12-18,34288869
2017-12-19,34117538
2017-12-20,34229678
2017-12-21,34956472
2017-12-22,35143850
2017-12-23,35635176
2017-12-24,35505821
2017-12-25,36305955
2017-12-26,36111602
2017-12-27,35595793
2017-12-28,34976645
2017-12-29,35617640
2017-12-30,36531442
2017-12-31,36301452
2018-01-01,35831820
2018-01-02,34924778
2018-01-03,35612376
2018-01-04,36589154
2018-01-05,37238166
2018-01-06,37309449
2018-01-07,37271903
2018-01-08,36664186
2018-01-09,34886643
2018-01-10,33143611
2018-01-11,32691823
2018-01-12,33229408
2018-01-13,34454670
2018-01-14,34186304
2018-01-15,33737839
2018-01-16,33473582
2018-01-17,33306779
2018-01-18,33113376
2018-01-19,33561141
2018-01-20,33982501
2018-01-21,34265910
2018-01-22,34336070
2018-01-23,33884234
2018-01-24,34422425
2018-01-25,35172477
2018-01-26,35328927
2018-01-27,35385431
2018-01-29,35131350
2018-01-30,34808166
2018-01-31,34422025
2018-02-01,34163114
2018-02-02,34773915
2018-02-03,34552430
2018-02-04,34346766
2018-02-05,33964760
2018-02-06,34158939
2018-02-07,35036081
2018-02-08,35153238
2018-02-09,35159592
2018-02-10,34489364
2018-02-11,33848353
2018-02-12,33117887
2018-02-13,32966805
2018-02-14,33349009
2018-02-15,33768674
2018-02-16,33915252
2018-02-17,34350391
2018-02-18,34419411
2018-02-19,34780795
2018-02-20,35078332
2018-02-21,35613122
2018-02-22,35943884
2018-02-23,36498723
2018-02-24,37061086
2018-02-25,37429334
2018-02-26,37773768
2018-02-27,37641106
2018-02-28,37368625
2018-03-01,37022155
2018-03-02,36743320
2018-03-03,37084640
2018-03-04,37069677
2018-03-05,36774404
2018-03-06,36623714
2018-03-07,37051852
2018-03-08,37848893
2018-03-09,38578237
2018-03-10,39627242
2018-03-11,39402820
2018-03-12,38715100
2018-03-13,38371571
2018-03-14,38171692
2018-03-15,38145780
2018-03-16,38549220
2018-03-17,38472337
2018-03-18,38573127
2018-03-20,38762775
2018-03-22,39535301
2018-03-23,39399539
2018-03-24,39887130
2018-03-25,40540733
2018-03-26,39714190
2018-03-27,38611277
2018-03-28,38146647
2018-03-29,39040740
2018-03-30,38881521
2018-03-31,39060864
2018-04-01,39028865
2018-04-02,38949581
2018-04-03,39172720
2018-04-04,39536009
2018-04-05,39493720
2018-04-06,39335667
2018-04-07,39356394
2018-04-08,39458671
2018-04-09,39575580
2018-04-10,39291054
2018-04-11,39045511
2018-04-12,39129238
2018-04-13,39750926
2018-04-14,40594671
2018-04-15,41793678
2018-04-16,41687914
2018-04-17,41525849
2018-04-18,41234556
2018-04-19,40952207
2018-04-20,40996469
2018-04-21,41420651
2018-04-22,42530492
2018-04-23,43881080
2018-04-24,43379005
2018-04-25,43022713
2018-04-26,43577625
2018-04-27,43409479
2018-04-28,44066899
2018-04-29,44082147
2018-04-30,44251313
2018-05-01,44146661
2018-05-02,43872441
2018-05-03,44061613
2018-05-04,44267176
2018-05-05,45665924
2018-05-06,47198659
2018-05-07,46788726
2018-05-08,45979182
2018-05-09,43869593
2018-05-10,41676113
2018-05-11,41510067
2018-05-12,42989180
2018-05-13,42876508
2018-05-14,42808079
2018-05-15,42540375
2018-05-16,41900148
2018-05-17,41799845
2018-05-18,42554842
2018-05-19,43036808
2018-05-20,44562756
2018-05-21,44707879
2018-05-22,44026604
2018-05-23,43924957
2018-05-24,44226061
2018-05-25,44860480
2018-05-26,45435795
2018-05-27,45739496
2018-05-28,45693991
2018-05-29,45632860
2018-05-30,45378571
2018-05-31,44401055
2018-06-01,43334804
2018-06-02,43445596
2018-06-03,43329460
2018-06-04,43274963
2018-06-05,43267841
2018-06-06,42827680
2018-06-07,40686296
2018-06-08,42241840
2018-06-09,43266204
2018-06-10,42939365
2018-06-11,42890946
2018-06-12,42827974
2018-06-13,41619588
2018-06-14,41681652
2018-06-15,42645222
2018-06-16,43108382
2018-06-17,43539405
2018-06-18,42856114
2018-06-19,42924269
2018-06-20,42947834
2018-06-21,43368154
2018-06-22,43386631
2018-06-23,43458343
2018-06-24,43847706
2018-06-25,43525931
2018-06-26,43495668
2018-06-27,43545338
2018-06-28,42341702
2018-06-29,42664723
2018-06-30,42788397
2018-07-01,42817082
2018-07-02,42434935
2018-07-03,41912280
2018-07-04,41491566
2018-07-05,41389356
2018-07-06,41543409
2018-07-07,42392945
2018-07-08,42810536
2018-07-09,42628421
2018-07-10,43495555
2018-07-11,43290899
2018-07-12,43058712
2018-07-13,42565561
2018-07-14,42784534
2018-07-15,42698067
2018-07-16,42785194
2018-07-17,43309088
2018-07-18,43555506
2018-07-19,43606734
2018-07-20,45124824
2018-07-21,45537960
2018-07-22,46447406
2018-07-23,44762436
2018-07-24,44616898
2018-07-25,44311459
2018-07-26,43920415
2018-07-27,42913566
2018-07-28,43376052
2018-07-29,43227336
2018-07-30,42655111
2018-07-31,42580828
2018-08-01,42310841
2018-08-02,42624362
2018-08-03,42516128
2018-08-04,42567389
2018-08-05,42050123
2018-08-06,41627769
2018-08-07,40799623
2018-08-08,39052500
2018-08-09,39697321
2018-08-10,40498414
2018-08-11,40807928
2018-08-12,40525754
2018-08-14,39531246
2018-08-16,37418996
2018-08-17,38260218
2018-08-18,39475958
2018-08-19,40511474
2018-08-20,40426741
2018-08-21,40619686
2018-08-22,40611757
2018-08-23,40710733
2018-08-24,40888089
2018-08-25,41303341
2018-08-26,41266179
2018-08-27,41124040
2018-08-28,40983761
2018-08-29,40801212
2018-08-30,40647262
2018-08-31,40696906
2018-09-01,40989134
2018-09-02,40891836
2018-09-03,40575697
2018-09-04,40550915
2018-09-05,39929281
2018-09-06,39694291
2018-09-07,39611986
2018-09-08,39533546
2018-09-09,39594992
2018-09-10,39016571
2018-09-11,38874262
2018-09-12,38774390
2018-09-13,38904402
2018-09-14,39635024
2018-09-15,39983583
2018-09-16,40095171
2018-09-17,40063281
2018-09-18,39862989
2018-09-19,39833639
2018-09-20,39870360
2018-09-21,39881196
2018-09-22,40229629
2018-09-23,40304066
2018-09-24,40514502
2018-09-25,40751777
2018-09-26,40827621
2018-09-27,41437422
2018-09-28,41517551
2018-09-29,42197358
2018-09-30,42662737
2018-10-01,42623045
2018-10-02,42381396
2018-10-03,42199386
2018-10-04,42262880
2018-10-05,42217449
2018-10-06,42297440
2018-10-07,42320909
2018-10-08,42379349
2018-10-09,42369736
2018-10-10,42360711
2018-10-11,42335217
2018-10-12,42471615
2018-10-13,42860054
2018-10-14,43172589
2018-10-15,43125117
2018-10-16,43151424
2018-10-17,42993700
2018-10-18,42622203
2018-10-19,42296874
2018-10-20,42072737
2018-10-21,42189075
2018-10-22,41895010
2018-10-23,41970454
2018-10-24,41943170
2018-10-25,42575198
2018-10-26,42428627
2018-10-27,42460463
2018-10-28,42458237
2018-10-29,42142210
2018-10-30,41766541
2018-10-31,41658171
2018-11-01,41404674
2018-11-03,41243782
2018-11-04,41947804
2018-11-05,41685107
2018-11-06,41557397
2018-11-07,41416511
2018-11-08,41259541
2018-11-09,40690585
