date_obj,Bottle%20of%20wine price
2019-08-25,241
2019-08-26,241
2019-08-27,241
2019-08-27,241
2019-08-28,241
2019-08-29,242
2019-08-30,242
2019-08-31,242
2019-09-01,241
2019-09-02,241
2019-09-03,241
2019-09-04,242
2019-09-05,242
2019-09-06,242
2019-09-07,241
2019-09-08,241
2019-09-09,241
2019-09-10,241
2019-09-11,245
2019-09-12,245
2019-09-13,245
2019-09-14,242
2019-09-15,242
2019-09-16,242
2019-09-17,251
2019-09-18,251
2019-09-19,251
2019-09-20,251
2019-09-21,245
2019-09-22,245
2019-09-23,245
2019-09-24,242
2019-09-25,242
2019-09-26,242
2019-09-27,244
2019-09-28,244
2019-09-29,244
2019-09-30,244
2019-10-01,244
2019-10-02,244
2019-10-03,244
2019-10-04,244
2019-10-05,242
2019-10-06,242
2019-10-07,242
2019-10-08,241
2019-10-09,241
2019-10-10,241
2019-10-11,241
2019-10-12,241
2019-10-13,241
2019-10-14,241
2019-10-15,240
2019-10-16,240
2019-10-17,240
2019-10-18,240
2019-10-19,233
2019-10-20,233
2019-10-21,233
2019-10-22,235
2019-10-23,235
2019-10-24,235
2019-10-25,235
2019-10-26,233
2019-10-27,233
2019-10-28,233
2019-10-29,236
2019-10-30,236
2019-10-31,236
2019-11-01,236
2019-11-02,233
2019-11-03,233
2019-11-04,233
2019-11-05,233
2019-11-06,233
2019-11-07,233
2019-11-08,233
2019-11-09,233
2019-11-10,233
2019-11-11,233
2019-11-12,233
2019-11-13,223
2019-11-14,223
2019-11-15,222
2019-11-16,222
2019-11-17,222
2019-11-18,222
2019-11-19,233
2019-11-20,233
2019-11-21,233
2019-11-22,233
2019-11-23,233
2019-11-24,233
2019-11-25,233
2019-11-26,231
2019-11-27,231
2019-11-28,231
2019-11-29,231
2019-11-30,226
2019-12-01,226
2019-12-02,226
2019-12-03,226
2019-12-04,233
2019-12-05,233
2019-12-06,233
2019-12-07,233
2019-12-08,233
2019-12-09,233
2019-12-10,233
2019-12-11,233
2019-12-12,233
2019-12-13,236
2019-12-14,236
2019-12-15,236
2019-12-16,236
2019-12-17,234
2019-12-18,234
2019-12-19,234
2019-12-20,234
2019-12-21,235
2019-12-22,235
2019-12-23,235
2019-12-24,235
2019-12-25,247
2019-12-26,247
2019-12-27,247
2019-12-28,259
2019-12-29,259
2019-12-30,259
2019-12-31,259
2020-01-01,260
2020-01-02,260
2020-01-03,260
2020-01-04,262
2020-01-05,262
2020-01-06,262
2020-01-07,259
2020-01-08,259
2020-01-09,259
2020-01-10,259
2020-01-11,261
2020-01-12,261
2020-01-13,261
2020-01-14,261
2020-01-15,268
2020-01-16,268
2020-01-17,268
2020-01-18,268
2020-01-19,262
2020-01-20,262
2020-01-21,262
2020-01-22,262
2020-01-23,261
2020-01-24,261
2020-01-25,261
2020-01-26,261
2020-01-27,261
2020-01-28,261
2020-01-29,262
2020-01-30,262
2020-01-31,262
2020-02-01,261
2020-02-02,261
2020-02-03,261
2020-02-04,261
2020-02-05,261
2020-02-06,261
2020-02-07,261
2020-02-08,261
2020-02-09,261
2020-02-10,261
2020-02-11,261
2020-02-12,261
2020-02-13,261
2020-02-14,263
2020-02-15,263
2020-02-16,263
2020-02-17,263
2020-02-18,263
2020-02-19,263
2020-02-20,268
2020-02-21,268
2020-02-22,268
2020-02-23,271
2020-02-24,271
2020-02-25,271
2020-02-26,267
2020-02-27,267
2020-02-28,267
2020-02-29,267
2020-03-01,271
2020-03-02,271
2020-03-03,271
2020-03-04,271
2020-03-05,271
2020-03-06,271
2020-03-07,273
2020-03-08,273
2020-03-09,273
2020-03-10,278
2020-03-11,278
2020-03-12,278
2020-03-13,291
2020-03-14,291
2020-03-15,291
2020-03-16,306
2020-03-17,306
2020-03-18,306
2020-03-19,322
2020-03-20,322
2020-03-21,338
2020-03-22,338
2020-03-23,338
2020-03-24,338
2020-03-25,338
2020-03-26,338
2020-03-27,338
2020-03-28,352
2020-03-29,352
2020-03-30,340
2020-03-31,340
2020-04-01,344
2020-04-02,344
2020-04-03,344
2020-04-04,342
2020-04-05,342
2020-04-06,347
2020-04-07,347
2020-04-08,348
2020-04-09,348
2020-04-10,348
2020-04-11,347
2020-04-12,347
2020-04-13,361
2020-04-14,361
2020-04-15,356
2020-04-16,356
2020-04-17,356
2020-04-18,356
2020-04-19,354
2020-04-20,354
2020-04-21,354
2020-04-22,354
2020-04-23,354
2020-04-24,354
2020-04-25,366
2020-04-26,366
2020-04-27,382
2020-04-28,382
2020-04-29,400
2020-04-30,410
2020-05-01,410
2020-05-02,431
2020-05-03,431
2020-05-04,453
2020-05-05,453
2020-05-06,476
2020-05-07,476
2020-05-08,500
2020-05-09,505
2020-05-10,505
2020-05-11,503
2020-05-12,503
2020-05-13,504
