date_obj,Harpoon price
2015-03-26,96
2015-03-27,96
2015-03-28,96
2015-03-29,100
2015-03-30,100
2015-03-31,100
2015-04-01,104
2015-04-02,104
2015-04-03,104
2015-04-04,109
2015-04-05,109
2015-04-06,109
2015-04-07,114
2015-04-08,114
2015-04-09,114
2015-04-10,114
2015-04-11,115
2015-04-12,115
2015-04-13,115
2015-04-14,121
2015-04-15,121
2015-04-16,121
2015-04-17,127
2015-04-18,127
2015-04-19,127
2015-04-20,124
2015-04-21,124
2015-04-22,124
2015-04-23,122
2015-04-24,122
2015-04-25,122
2015-04-26,121
2015-04-27,121
2015-04-28,121
2015-04-29,123
2015-04-30,123
2015-05-01,123
2015-05-02,120
2015-05-03,120
2015-05-04,120
2015-05-05,120
2015-05-06,123
2015-05-07,123
2015-05-08,123
2015-05-09,122
2015-05-10,122
2015-05-11,122
2015-05-12,127
2015-05-13,127
2015-05-14,127
2015-05-15,133
2015-05-16,133
2015-05-17,133
2015-05-18,139
2015-05-19,139
2015-05-20,139
2015-05-21,139
2015-05-22,143
2015-05-23,143
2015-05-24,143
2015-05-25,141
2015-05-26,141
2015-05-27,141
2015-05-28,145
2015-05-29,145
2015-05-30,137
2015-05-31,137
2015-06-01,130
2015-06-02,130
2015-06-03,130
2015-06-04,123
2015-06-05,123
2015-06-06,120
2015-06-07,120
2015-06-08,120
2015-06-09,123
2015-06-10,123
2015-06-11,123
2015-06-12,129
2015-06-13,129
2015-06-14,135
2015-06-15,135
2015-06-16,135
2015-06-17,141
2015-06-18,141
2015-06-19,141
2015-06-20,144
2015-06-21,144
2015-06-22,144
2015-06-23,151
2015-06-24,151
2015-06-25,151
2015-06-26,155
2015-06-27,155
2015-06-28,155
2015-06-29,149
2015-06-30,149
2015-07-01,149
2015-07-02,151
2015-07-03,151
2015-07-04,149
2015-07-05,149
2015-07-06,149
2015-07-07,149
2015-07-08,149
2015-07-09,149
2015-07-10,148
2015-07-11,148
2015-07-12,148
2015-07-13,147
2015-07-14,147
2015-07-15,146
2015-07-16,146
2015-07-17,145
2015-07-18,145
2015-07-19,145
2015-07-20,143
2015-07-21,143
2015-07-22,140
2015-07-23,140
2015-07-24,140
2015-07-25,140
2015-07-26,140
2015-07-27,147
2015-07-28,147
2015-07-29,148
2015-07-30,148
2015-07-31,148
2015-08-01,146
2015-08-02,146
2015-08-03,145
2015-08-04,145
2015-08-05,148
2015-08-06,148
2015-08-07,148
2015-08-08,147
2015-08-09,147
2015-08-10,144
2015-08-11,144
2015-08-12,144
2015-08-13,146
2015-08-14,146
2015-08-15,147
2015-08-16,147
2015-08-17,144
2015-08-18,144
2015-08-19,146
2015-08-20,146
2015-08-21,144
2015-08-22,144
2015-08-23,144
2015-08-24,145
2015-08-25,145
2015-08-26,145
2015-08-27,144
2015-08-28,144
2015-08-29,147
2015-08-30,147
2015-08-31,145
2015-09-01,145
2015-09-02,145
2015-09-03,142
2015-09-04,142
2015-09-05,143
2015-09-06,143
2015-09-07,141
2015-09-08,141
2015-09-09,139
2015-09-10,139
2015-09-11,139
2015-09-12,139
2015-09-13,139
2015-09-14,137
2015-09-15,137
2015-09-16,140
2015-09-17,140
2015-09-18,138
2015-09-19,138
2015-09-20,139
2015-09-21,139
2015-09-22,140
2015-09-23,140
2015-09-24,140
2015-09-25,143
2015-09-27,143
2015-09-28,139
2015-09-29,139
2015-09-30,139
2015-10-05,143
2015-10-06,142
2015-10-07,142
2015-10-08,142
2015-10-09,140
2015-10-10,140
2015-10-11,140
2015-10-12,139
2015-10-13,139
2015-10-14,139
2015-10-15,138
2015-10-16,138
2015-10-17,138
2015-10-18,139
2015-10-19,139
2015-10-20,139
2015-10-22,139
2015-10-23,143
2015-10-24,143
2015-10-25,144
2015-10-26,144
2015-10-27,144
2015-10-29,142
2015-10-30,142
2015-10-31,143
2015-11-01,143
2015-11-02,143
2015-11-03,143
2015-11-04,143
2015-11-05,143
2015-11-06,142
2015-11-07,142
2015-11-08,142
2015-11-09,141
2015-11-10,141
2015-11-11,141
2015-11-12,140
2015-11-13,140
2015-11-14,140
2015-11-15,138
2015-11-16,138
2015-11-17,138
2015-11-18,137
2015-11-19,137
2015-11-20,135
2015-11-21,135
2015-11-22,135
2015-11-23,135
2015-11-24,135
2015-11-25,134
2015-11-26,134
2015-11-27,134
2015-11-28,134
2015-11-29,134
2015-11-30,132
2015-12-01,132
2015-12-02,132
2015-12-03,135
2015-12-04,135
2015-12-05,135
2015-12-06,138
2015-12-07,138
2015-12-08,138
2015-12-09,139
2015-12-10,139
2015-12-11,146
2015-12-12,146
2015-12-13,154
2015-12-14,154
2015-12-15,162
2015-12-16,162
2015-12-17,171
2015-12-18,171
2015-12-19,180
2015-12-20,180
2015-12-21,189
2015-12-22,189
2015-12-23,199
2015-12-24,199
2015-12-25,199
2015-12-26,194
2015-12-27,194
2015-12-28,184
2015-12-29,184
2015-12-30,177
2015-12-31,177
2016-01-01,182
2016-01-02,182
2016-01-03,181
2016-01-04,181
2016-01-05,179
2016-01-06,179
2016-01-07,178
2016-01-08,178
2016-01-09,175
2016-01-10,175
2016-01-11,177
2016-01-12,177
2016-01-13,174
2016-01-14,174
2016-01-15,171
2016-01-16,171
2016-01-17,168
2016-01-18,168
2016-01-19,171
2016-01-20,171
2016-01-21,173
2016-01-22,173
2016-01-23,175
2016-01-24,175
2016-01-25,184
2016-01-26,184
2016-01-27,194
2016-01-28,194
2016-01-29,204
2016-01-30,204
2016-01-31,214
2016-02-01,214
2016-02-02,225
2016-02-03,225
2016-02-04,237
2016-02-05,237
2016-02-06,248
2016-02-07,248
2016-02-08,248
2016-02-09,261
2016-02-10,261
2016-02-11,269
2016-02-12,269
2016-02-13,282
2016-02-14,282
2016-02-15,294
2016-02-16,294
2016-02-17,303
2016-02-18,303
2016-02-19,303
2016-02-20,315
2016-02-21,318
2016-02-22,318
2016-02-23,318
2016-02-24,331
2016-02-25,331
2016-02-26,335
2016-02-27,350
2016-02-28,350
2016-02-29,363
2016-03-01,363
2016-03-02,377
2016-03-03,377
2016-03-04,375
2016-03-05,375
2016-03-06,382
2016-03-07,382
2016-03-08,393
2016-03-09,393
2016-03-10,380
2016-03-11,380
2016-03-12,374
2016-03-13,374
2016-03-14,374
2016-03-15,371
2016-03-16,371
2016-03-17,368
2016-03-18,368
2016-03-19,365
2016-03-20,365
2016-03-21,362
2016-03-22,362
2016-03-23,363
2016-03-24,363
2016-03-25,363
2016-03-26,363
2016-03-27,357
2016-03-28,358
2016-03-29,358
2016-03-30,352
2016-03-31,352
2016-04-01,348
2016-04-02,348
2016-04-03,345
2016-04-04,345
2016-04-05,342
2016-04-06,342
2016-04-07,339
2016-04-08,339
2016-04-09,335
2016-04-10,335
2016-04-11,335
2016-04-12,335
2016-04-13,331
2016-04-14,331
2016-04-15,328
2016-04-16,328
2016-04-17,319
2016-04-18,319
2016-04-19,328
2016-04-20,328
2016-04-21,327
2016-04-22,327
2016-04-23,330
2016-04-24,330
2016-04-25,316
2016-04-26,316
2016-04-27,309
2016-04-28,309
2016-04-29,310
2016-04-30,310
2016-05-01,317
2016-05-02,317
2016-05-03,318
2016-05-04,318
2016-05-05,319
2016-05-06,319
2016-05-07,323
2016-05-08,323
2016-05-09,323
2016-05-10,323
2016-05-11,329
2016-05-12,329
2016-05-13,321
2016-05-14,321
2016-05-15,323
2016-05-16,323
2016-05-17,326
2016-05-18,326
2016-05-19,328
2016-05-22,326
2016-05-23,321
2016-05-24,321
2016-05-25,310
2016-05-26,310
2016-05-27,312
2016-05-28,312
2016-05-29,318
2016-05-30,318
2016-05-31,309
2016-06-01,309
2016-06-02,312
2016-06-03,312
2016-06-04,312
2016-06-05,312
2016-06-06,316
2016-06-07,316
2016-06-08,316
2016-06-09,301
2016-06-10,301
2016-06-11,285
2016-06-12,285
2016-06-13,278
2016-06-14,278
2016-06-15,272
2016-06-16,272
2016-06-17,271
2016-06-18,271
2016-06-19,266
2016-06-20,266
2016-06-21,266
2016-06-22,266
2016-06-23,263
2016-06-24,263
2016-06-25,253
2016-06-26,253
2016-06-27,240
2016-06-28,240
2016-06-29,228
2016-06-30,228
2016-07-01,222
2016-07-02,222
2016-07-03,219
2016-07-04,226
2016-07-05,226
2016-07-06,236
2016-07-07,236
2016-07-08,246
2016-07-09,259
2016-07-10,259
2016-07-11,271
2016-07-12,271
2016-07-13,285
2016-07-14,285
2016-07-15,291
2016-07-16,291
2016-07-17,290
2016-07-18,290
2016-07-23,266
2016-07-24,266
2016-07-25,252
2016-07-26,252
2016-07-27,252
2016-07-28,239
2016-07-29,239
2016-07-30,235
2016-07-31,235
2016-08-01,235
2016-08-02,244
2016-08-03,244
2016-08-04,250
2016-08-05,250
2016-08-06,250
2016-08-07,240
2016-08-08,240
2016-08-09,237
2016-08-10,237
2016-08-11,237
2016-08-12,242
2016-08-13,242
2016-08-14,242
2016-08-15,244
2016-08-16,244
2016-08-17,244
2016-08-18,246
2016-08-19,246
2016-08-20,246
2016-08-21,246
2016-08-22,246
2016-08-23,246
2016-08-24,246
2016-08-25,246
2016-08-26,246
2016-08-28,258
2016-08-31,270
2016-09-01,281
2016-09-02,281
2016-09-03,281
2016-09-04,281
2016-09-05,281
2016-09-06,276
2016-09-07,276
2016-09-08,276
2016-09-09,276
2016-09-10,280
2016-09-11,280
2016-09-12,280
2016-09-13,275
2016-09-14,275
2016-09-15,275
2016-09-16,273
2016-09-17,273
2016-09-18,271
2016-09-19,271
2016-09-20,271
2016-09-21,262
2016-09-22,262
2016-09-23,248
2016-09-24,248
2016-09-25,248
2016-09-26,239
2016-09-27,239
2016-09-28,239
2016-09-29,246
2016-09-30,246
2016-10-01,258
2016-10-02,258
2016-10-03,258
2016-10-04,271
2016-10-05,271
2016-10-06,271
2016-10-07,277
2016-10-08,277
2016-10-09,290
2016-10-10,290
2016-10-11,290
2016-10-12,304
2016-10-13,304
2016-10-14,307
2016-10-15,307
2016-10-16,307
2016-10-17,311
2016-10-18,311
2016-10-19,311
2016-10-20,319
2016-10-21,319
2016-10-22,319
2016-10-23,321
2016-10-24,321
2016-10-25,321
