date_obj,Pirate%20leggings%20(red) price
2015-11-18,21101
2015-11-19,21101
2015-11-20,21101
2015-11-21,21101
2015-11-22,21101
2015-11-23,20075
2015-11-24,20075
2015-11-25,20075
2015-11-26,20075
2015-11-27,20075
2015-11-28,20075
2015-11-29,20075
2015-11-30,20075
2015-12-01,20075
2015-12-02,20075
2015-12-03,20075
2015-12-04,20075
2015-12-05,20075
2015-12-06,20075
2015-12-07,20075
2015-12-08,20075
2015-12-09,20075
2015-12-10,19100
2015-12-11,19100
2015-12-12,19100
2015-12-13,19100
2015-12-14,19100
2015-12-15,19100
2015-12-16,19100
2015-12-17,19100
2015-12-18,19100
2015-12-19,19100
2015-12-20,19100
2015-12-21,19100
2015-12-22,19100
2015-12-23,18173
2015-12-24,18173
2015-12-25,18173
2015-12-26,18173
2015-12-27,18173
2015-12-28,18173
2015-12-29,18173
2015-12-30,18173
2015-12-31,18173
2016-01-01,18173
2016-01-02,18173
2016-01-03,18173
2016-01-04,18173
2016-01-05,18173
2016-01-06,18173
2016-01-07,17302
2016-01-08,17302
2016-01-09,17302
2016-01-10,17302
2016-01-11,17302
2016-01-12,17302
2016-01-13,17302
2016-01-14,17302
2016-01-15,17302
2016-01-16,17302
2016-01-17,17302
2016-01-18,17302
2016-01-19,17302
2016-01-20,17302
2016-01-21,17302
2016-01-22,16447
2016-01-23,16447
2016-01-24,16447
2016-01-25,16447
2016-01-26,16447
2016-01-27,16447
2016-01-28,16447
2016-01-29,16447
2016-01-30,16447
2016-01-31,16447
2016-02-01,16447
2016-02-02,16447
2016-02-03,16447
2016-02-04,16447
2016-02-05,15661
2016-02-06,15661
2016-02-07,15661
2016-02-08,15661
2016-02-09,15661
2016-02-10,15661
2016-02-11,15661
2016-02-12,15661
2016-02-13,15661
2016-02-14,15661
2016-02-15,15661
2016-02-16,15661
2016-02-17,15661
2016-02-18,15661
2016-02-19,14890
2016-02-20,14890
2016-02-21,14890
2016-02-22,14890
2016-02-23,14890
2016-02-24,14890
2016-02-25,14890
2016-02-26,14890
2016-02-27,14890
2016-02-28,14890
2016-02-29,14890
2016-03-01,14154
2016-03-02,14154
2016-03-03,14154
2016-03-04,14154
2016-03-05,14154
2016-03-06,14154
2016-03-07,14154
2016-03-08,14154
2016-03-09,14154
2016-03-10,14154
2016-03-11,14154
2016-03-12,14154
2016-03-13,14154
2016-03-14,14154
2016-03-15,13455
2016-03-16,13455
2016-03-17,13455
2016-03-18,13455
2016-03-19,13455
2016-03-20,13455
2016-03-21,13455
2016-03-22,13455
2016-03-23,13455
2016-03-24,13455
2016-03-25,13455
2016-03-26,13455
2016-03-27,13455
2016-03-28,12796
2016-03-29,12796
2016-03-30,12796
2016-03-31,12796
2016-04-01,12796
2016-04-02,12796
2016-04-03,12796
2016-04-04,12796
2016-04-05,12796
2016-04-06,12796
2016-04-07,12796
2016-04-08,12796
2016-04-09,12796
2016-04-10,12796
2016-04-11,12252
2016-04-12,12252
2016-04-13,12252
2016-04-14,12252
2016-04-15,12252
2016-04-16,12252
2016-04-17,12252
2016-04-18,12252
2016-04-19,12252
2016-04-20,12252
2016-04-21,12252
2016-04-22,12252
2016-04-23,11719
2016-04-24,11719
2016-04-25,11719
2016-04-26,11719
2016-04-27,11719
2016-04-28,11719
2016-04-29,11719
2016-04-30,11719
2016-05-01,11719
2016-05-02,11719
2016-05-03,11719
2016-05-04,11719
2016-05-05,11180
2016-05-06,11180
2016-05-07,11180
2016-05-08,11180
2016-05-09,11180
2016-05-10,11180
2016-05-11,11180
2016-05-12,11180
2016-05-13,11180
2016-05-14,11180
2016-05-15,11180
2016-05-16,11180
2016-05-17,11180
2016-05-18,11180
2016-05-19,10646
2016-05-20,10646
2016-05-21,10646
2016-05-22,10646
2016-05-23,10646
2016-05-24,10646
2016-05-25,10646
2016-05-26,10646
2016-05-27,10646
2016-05-28,10646
2016-05-29,10646
2016-05-30,10646
2016-05-31,10646
2016-06-01,10646
2016-06-02,10124
2016-06-03,10124
2016-06-04,10124
2016-06-05,10124
2016-06-06,10124
2016-06-07,10124
2016-06-08,10124
2016-06-09,10124
2016-06-10,10124
2016-06-11,10124
2016-06-12,10124
2016-06-13,10124
2016-06-14,9633
2016-06-15,9633
2016-06-16,9633
2016-06-17,9633
2016-06-18,9633
2016-06-19,9633
2016-06-20,9633
2016-06-21,9633
2016-06-22,9633
2016-06-23,9633
2016-06-24,9633
2016-06-25,9160
2016-06-26,9160
2016-06-27,9160
2016-06-28,9160
2016-06-29,9160
2016-06-30,9160
2016-07-01,9160
2016-07-02,9160
2016-07-03,9160
2016-07-04,9160
2016-07-05,9160
2016-07-06,8707
2016-07-07,8707
2016-07-08,8707
2016-07-09,8707
2016-07-10,8707
2016-07-11,8707
2016-07-12,8707
2016-07-13,8707
2016-07-14,8707
2016-07-15,8707
2016-07-16,8707
2016-07-17,8707
2016-07-18,8707
2016-07-19,8291
2016-07-20,8291
2016-07-21,8291
2016-07-22,8291
2016-07-23,8291
2016-07-24,8291
2016-07-25,8291
2016-07-26,8291
2016-07-27,8291
2016-07-28,8291
2016-07-29,8291
2016-07-30,8291
2016-07-31,8291
2016-08-01,8291
2016-08-02,8291
2016-08-03,8291
2016-08-04,8291
2016-08-05,7884
2016-08-06,7884
2016-08-07,7884
2016-08-08,7884
2016-08-09,7884
2016-08-10,7884
2016-08-11,7884
2016-08-12,7884
2016-08-13,7884
2016-08-14,7884
2016-08-15,7884
2016-08-16,7884
2016-08-17,7884
2016-08-18,7884
2016-08-19,7884
2016-08-20,7884
2016-08-21,7884
2016-08-22,7494
2016-08-23,7494
2016-08-24,7494
2016-08-25,7494
2016-08-26,7494
2016-08-27,7494
2016-08-28,7494
2016-08-29,7494
2016-08-30,7494
2016-08-31,7494
2016-09-01,7494
2016-09-02,7494
2016-09-03,7494
2016-09-04,7494
2016-09-05,7494
2016-09-06,7127
2016-09-07,7127
2016-09-08,7127
2016-09-09,7127
2016-09-10,7127
2016-09-11,7127
2016-09-12,7127
2016-09-13,7127
2016-09-14,7127
2016-09-15,7127
2016-09-16,7127
2016-09-17,7127
2016-09-18,7127
2016-09-19,7127
2016-09-20,7127
2016-09-21,7127
2016-09-22,7127
2016-09-23,6776
2016-09-24,6776
2016-09-25,6776
2016-09-26,6776
2016-09-27,6776
2016-09-28,6776
2016-09-29,6776
2016-09-30,6776
2016-10-01,6776
2016-10-02,6776
2016-10-03,6776
2016-10-04,6776
2016-10-05,6776
2016-10-06,6776
2016-10-07,6776
2016-10-08,6776
2016-10-09,6776
2016-10-10,6776
2016-10-11,6776
2016-10-12,6450
2016-10-13,6450
2016-10-14,6450
2016-10-15,6450
2016-10-16,6450
2016-10-17,6450
2016-10-18,6450
2016-10-19,6450
2016-10-20,6450
2016-10-21,6450
2016-10-22,6450
2016-10-23,6450
2016-10-24,6450
2016-10-25,6450
2016-10-26,6450
2016-10-27,6450
2016-10-28,6450
2016-10-29,6129
2016-10-30,6129
2016-10-31,6129
2016-11-01,6129
2016-11-02,6129
2016-11-03,6129
2016-11-04,6129
2016-11-05,6129
2016-11-06,6129
2016-11-07,6129
2016-11-08,6129
2016-11-09,6129
2016-11-10,6129
2016-11-11,6129
2016-11-12,6129
2016-11-13,6129
2016-11-14,6129
2016-11-15,6129
2016-11-16,6129
2016-11-17,5823
2016-11-18,5823
2016-11-19,5823
2016-11-20,5823
2016-11-21,5823
2016-11-22,5823
2016-11-23,5823
2016-11-24,5823
2016-11-25,5823
2016-11-26,5823
2016-11-27,5823
2016-11-28,5823
2016-11-29,5823
2016-11-30,5823
2016-12-01,5823
2016-12-02,5668
2016-12-03,5668
2016-12-04,5668
2016-12-05,5668
2016-12-06,5668
2016-12-07,5668
2016-12-08,5668
2016-12-09,5668
2016-12-10,5668
2016-12-11,5668
2016-12-12,5668
2016-12-13,5668
2016-12-14,5668
2016-12-15,5668
2016-12-16,5668
2016-12-17,5668
2016-12-18,5386
2016-12-19,5386
2016-12-20,5386
2016-12-21,5386
2016-12-22,5386
2016-12-23,5386
2016-12-24,5386
2016-12-25,5386
2016-12-26,5386
2016-12-27,5386
2016-12-28,5386
2016-12-29,5386
2016-12-30,5386
2016-12-31,5386
2017-01-01,5386
2017-01-02,5117
2017-01-03,5117
2017-01-04,5117
2017-01-05,5117
2017-01-06,5117
2017-01-07,5117
2017-01-08,5117
2017-01-09,5117
2017-01-10,5117
2017-01-11,5117
2017-01-12,5117
2017-01-13,5117
2017-01-14,5117
2017-01-15,5117
2017-01-16,5117
2017-01-17,4872
2017-01-18,4872
2017-01-19,4872
2017-01-20,4872
2017-01-21,4872
2017-01-22,4872
2017-01-23,4872
2017-01-24,4872
2017-01-25,4872
2017-01-26,4872
2017-01-27,4872
2017-01-28,4872
2017-01-29,4642
2017-01-30,4642
2017-01-31,4642
2017-02-01,4642
2017-02-02,4642
2017-02-03,4642
2017-02-04,4642
2017-02-05,4642
2017-02-06,4642
2017-02-07,4642
2017-02-08,4642
2017-02-09,4642
2017-02-10,4642
2017-02-11,4451
2017-02-12,4451
2017-02-13,4451
2017-02-14,4451
2017-02-15,4451
2017-02-16,4451
2017-02-17,4451
2017-02-18,4451
2017-02-19,4451
2017-02-20,4451
2017-02-21,4451
2017-02-22,4451
2017-02-23,4451
2017-02-24,4451
2017-02-25,4261
2017-02-26,4261
2017-02-27,4261
2017-02-28,4261
2017-03-01,4261
2017-03-02,4261
2017-03-03,4261
2017-03-04,4261
2017-03-05,4261
2017-03-06,4261
2017-03-07,4261
2017-03-08,4261
2017-03-09,4261
2017-03-10,4062
2017-03-11,4062
2017-03-12,4062
2017-03-13,4062
2017-03-14,4062
2017-03-15,4062
2017-03-16,4062
2017-03-17,4062
2017-03-18,4062
2017-03-19,3880
2017-03-20,3880
2017-03-21,3880
2017-03-22,3880
2017-03-23,3880
2017-03-24,3880
2017-03-25,3880
2017-03-26,3880
2017-03-27,3880
2017-03-28,3880
2017-03-29,3880
2017-03-30,3880
2017-03-31,3718
2017-04-01,3718
2017-04-02,3718
2017-04-03,3718
2017-04-04,3718
2017-04-05,3718
2017-04-06,3718
2017-04-07,3718
2017-04-08,3718
2017-04-09,3718
2017-04-10,3718
2017-04-11,3718
2017-04-12,3718
2017-04-13,3718
2017-04-14,3573
2017-04-15,3573
2017-04-16,3573
2017-04-17,3573
2017-04-18,3573
2017-04-19,3573
2017-04-20,3573
2017-04-21,3573
2017-04-22,3573
2017-04-23,3573
2017-04-24,3573
2017-04-25,3573
2017-04-26,3573
2017-04-27,3396
2017-04-28,3396
2017-04-29,3396
2017-04-30,3396
2017-05-01,3396
2017-05-02,3396
2017-05-03,3396
2017-05-04,3396
2017-05-05,3396
2017-05-06,3396
2017-05-07,3396
2017-05-08,3396
2017-05-09,3261
2017-05-10,3261
2017-05-11,3261
2017-05-12,3261
2017-05-13,3261
2017-05-14,3261
2017-05-15,3261
2017-05-16,3261
2017-05-17,3261
2017-05-18,3261
2017-05-19,3261
2017-05-20,3261
2017-05-21,3261
2017-05-22,3261
2017-05-23,3105
2017-05-24,3105
2017-05-25,3105
2017-05-26,3105
2017-05-27,3105
2017-05-28,3105
2017-05-29,3105
2017-05-30,3105
2017-05-31,3105
2017-06-01,3105
2017-06-02,3105
2017-06-03,3105
2017-06-04,3105
2017-06-05,3105
2017-06-06,2952
2017-06-07,2952
2017-06-08,2952
2017-06-09,2952
2017-06-10,2952
2017-06-11,2952
2017-06-12,2952
2017-06-13,2952
2017-06-14,2952
2017-06-15,2952
2017-06-16,2952
2017-06-17,2952
2017-06-18,2809
2017-06-19,2809
2017-06-20,2809
2017-06-21,2809
2017-06-22,2809
2017-06-23,2809
2017-06-24,2809
2017-06-25,2809
2017-06-26,2809
2017-06-27,2809
2017-06-28,2809
2017-06-29,2809
2017-06-30,2809
2017-07-01,2809
2017-07-02,2809
2017-07-03,2795
2017-07-04,2795
2017-07-05,2795
2017-07-06,2795
2017-07-07,2795
2017-07-08,2795
2017-07-09,2795
2017-07-10,2795
2017-07-11,2795
2017-07-12,2795
2017-07-13,2795
2017-07-14,2795
2017-07-15,2795
2017-07-16,2795
2017-07-17,2795
2017-07-18,2795
2017-07-19,2795
2017-07-20,2795
2017-07-21,2661
2017-07-22,2661
2017-07-23,2661
2017-07-24,2661
2017-07-25,2661
2017-07-26,2661
2017-07-27,2661
2017-07-28,2661
2017-07-29,2661
2017-07-30,2661
2017-07-31,2661
2017-08-01,2661
2017-08-02,2661
2017-08-03,2576
2017-08-04,2576
2017-08-05,2576
2017-08-06,2576
2017-08-07,2576
2017-08-08,2576
2017-08-09,2576
2017-08-10,2576
2017-08-11,2576
2017-08-12,2576
2017-08-13,2576
2017-08-14,2576
2017-08-15,2576
2017-08-16,2576
2017-08-17,2576
2017-08-18,2576
2017-08-19,2473
2017-08-20,2473
2017-08-21,2473
2017-08-22,2473
2017-08-23,2473
2017-08-24,2473
2017-08-25,2473
2017-08-26,2473
2017-08-27,2473
2017-08-28,2473
2017-08-29,2473
2017-08-30,2473
2017-08-31,2473
2017-09-01,2473
2017-09-02,2473
2017-09-03,2473
2017-09-04,2473
2017-09-05,2400
2017-09-06,2400
2017-09-07,2400
2017-09-08,2400
2017-09-09,2400
2017-09-10,2400
2017-09-11,2400
2017-09-12,2400
2017-09-13,2400
2017-09-14,2400
2017-09-15,2400
2017-09-16,2400
2017-09-17,2400
2017-09-18,2400
2017-09-19,2400
2017-09-20,2400
2017-09-21,2353
2017-09-22,2353
2017-09-23,2353
2017-09-24,2353
2017-09-25,2353
2017-09-26,2353
2017-09-27,2353
2017-09-28,2353
2017-09-29,2353
2017-09-30,2353
2017-10-01,2353
2017-10-02,2353
2017-10-03,2353
2017-10-04,2353
2017-10-05,2353
2017-10-06,2353
2017-10-07,2286
2017-10-08,2286
2017-10-09,2286
2017-10-10,2286
2017-10-11,2286
2017-10-12,2286
2017-10-13,2286
2017-10-14,2286
2017-10-15,2286
2017-10-16,2286
2017-10-17,2286
2017-10-18,2286
2017-10-19,2286
2017-10-20,2286
2017-10-21,2286
2017-10-22,2286
2017-10-23,2286
2017-10-24,2286
2017-10-25,2173
2017-10-26,2173
2017-10-27,2173
2017-10-28,2173
2017-10-29,2173
2017-10-30,2173
2017-10-31,2173
2017-11-01,2173
2017-11-02,2173
2017-11-03,2173
2017-11-04,2173
2017-11-05,2173
2017-11-06,2173
2017-11-07,2173
2017-11-08,2173
2017-11-09,2173
2017-11-10,2173
2017-11-11,2173
2017-11-12,2065
2017-11-13,2065
2017-11-14,2065
2017-11-15,2065
2017-11-16,2065
2017-11-17,2065
2017-11-18,2065
2017-11-19,2065
2017-11-20,2065
2017-11-21,2065
2017-11-22,2065
2017-11-23,2065
2017-11-24,2065
2017-11-25,2065
2017-11-26,2065
2017-11-27,2065
2017-11-28,2065
2017-11-29,2065
2017-11-30,2065
2017-12-01,1973
2017-12-02,1973
2017-12-03,1973
2017-12-04,1973
2017-12-05,1973
2017-12-06,1973
2017-12-07,1973
2017-12-08,1973
2017-12-09,1973
2017-12-10,1973
2017-12-11,1973
2017-12-12,1973
2017-12-13,1973
2017-12-14,1973
2017-12-15,1973
2017-12-16,1973
2017-12-17,1919
2017-12-18,1919
2017-12-19,1919
2017-12-20,1919
2017-12-21,1919
2017-12-22,1919
2017-12-23,1919
2017-12-24,1919
2017-12-25,1919
2017-12-26,1919
2017-12-27,1919
2017-12-28,1919
2017-12-29,1919
2017-12-30,1919
2017-12-31,1831
2018-01-01,1831
2018-01-02,1831
2018-01-03,1831
2018-01-04,1831
2018-01-05,1831
2018-01-06,1831
2018-01-07,1831
2018-01-08,1831
2018-01-09,1831
2018-01-10,1831
2018-01-11,1831
2018-01-12,1831
2018-01-13,1831
2018-01-14,1831
2018-01-15,1831
2018-01-16,1831
2018-01-17,1831
2018-01-18,1767
2018-01-19,1767
2018-01-20,1767
2018-01-21,1767
2018-01-22,1767
2018-01-23,1767
2018-01-24,1694
2018-01-25,1694
2018-01-26,1694
2018-01-27,1694
2018-01-28,1694
2018-01-29,1694
2018-01-31,1694
2018-02-01,1643
2018-02-02,1643
2018-02-03,1643
2018-02-04,1643
2018-02-05,1643
2018-02-06,1643
2018-02-07,1643
2018-02-08,1643
2018-02-09,1566
2018-02-10,1566
2018-02-11,1566
2018-02-12,1566
2018-02-13,1566
2018-02-14,1566
2018-02-15,1493
2018-02-16,1493
2018-02-17,1493
2018-02-18,1493
2018-02-19,1493
2018-02-20,1493
2018-02-21,1419
2018-02-22,1419
2018-02-23,1419
2018-02-24,1419
2018-02-25,1419
2018-02-26,1419
2018-02-27,1366
2018-03-01,1366
2018-03-02,1366
2018-03-03,1366
2018-03-04,1366
2018-03-05,1366
2018-03-06,1350
2018-03-07,1350
2018-03-08,1350
2018-03-09,1350
2018-03-10,1350
2018-03-11,1350
2018-03-12,1350
2018-03-13,1350
2018-03-14,1350
2018-03-15,1302
2018-03-16,1302
2018-03-17,1302
2018-03-18,1302
2018-03-19,1302
2018-03-20,1302
2018-03-21,1302
2018-03-23,1302
2018-03-24,1265
2018-03-26,1265
2018-03-27,1265
2018-03-28,1265
2018-03-29,1265
2018-03-30,1265
2018-03-31,1265
2018-04-01,1264
2018-04-02,1264
2018-04-03,1264
2018-04-04,1264
2018-04-05,1264
2018-04-06,1264
2018-04-08,1264
2018-04-09,1227
2018-04-10,1227
2018-04-11,1227
2018-04-12,1227
2018-04-13,1227
2018-04-14,1227
2018-04-15,1227
2018-04-16,1227
2018-04-17,1227
2018-04-18,1187
2018-04-19,1187
2018-04-20,1187
2018-04-21,1187
2018-04-22,1187
2018-04-23,1187
2018-04-24,1187
2018-04-25,1187
2018-04-26,1187
2018-04-27,1159
2018-04-28,1159
2018-04-29,1159
2018-04-30,1159
2018-05-01,1159
2018-05-02,1159
2018-05-03,1159
2018-05-04,1159
2018-05-05,1159
2018-05-06,1116
2018-05-07,1116
2018-05-08,1116
2018-05-09,1116
2018-05-10,1116
2018-05-11,1116
2018-05-12,1116
2018-05-13,1116
2018-05-14,1113
2018-05-15,1113
2018-05-16,1113
2018-05-17,1113
2018-05-18,1113
2018-05-19,1113
2018-05-20,1113
2018-05-21,1113
2018-05-22,1113
2018-05-23,1075
2018-05-24,1075
2018-05-25,1075
2018-05-26,1075
2018-05-27,1075
2018-05-28,1075
2018-05-29,1075
2018-05-30,1075
2018-05-31,1049
2018-06-01,1049
2018-06-02,1049
2018-06-03,1049
2018-06-04,1049
2018-06-05,1049
2018-06-06,1049
2018-06-07,1049
2018-06-08,1021
2018-06-09,1021
2018-06-10,1021
2018-06-11,1021
2018-06-12,1021
2018-06-13,1021
2018-06-14,1021
2018-06-15,1021
2018-06-16,1021
2018-06-17,1021
2018-06-18,971
2018-06-19,971
2018-06-20,971
2018-06-21,971
2018-06-22,971
2018-06-23,971
2018-06-24,971
2018-06-25,971
2018-06-26,924
2018-06-27,924
2018-06-28,924
2018-06-29,924
2018-06-30,924
2018-07-01,924
2018-07-02,924
2018-07-03,890
2018-07-04,890
2018-07-05,890
2018-07-06,890
2018-07-07,890
2018-07-08,890
2018-07-09,890
2018-07-10,890
2018-07-11,890
2018-07-12,890
2018-07-13,890
2018-07-14,890
2018-07-15,890
2018-07-16,890
2018-07-17,890
2018-07-18,890
2018-07-19,890
2018-07-20,890
2018-07-21,890
2018-07-22,890
2018-07-23,890
2018-07-24,890
2018-07-25,898
2018-07-26,898
2018-07-27,898
2018-07-28,898
2018-07-29,898
2018-07-30,898
2018-07-31,898
2018-08-01,867
2018-08-02,867
2018-08-03,867
2018-08-04,867
2018-08-05,867
2018-08-06,867
2018-08-07,826
2018-08-08,826
2018-08-09,826
2018-08-10,826
2018-08-11,826
2018-08-12,826
2018-08-14,815
2018-08-16,815
2018-08-17,815
2018-08-18,815
2018-08-19,815
2018-08-20,809
2018-08-21,809
2018-08-22,809
2018-08-23,809
2018-08-24,809
2018-08-25,809
2018-08-26,809
2018-08-27,833
2018-08-28,833
2018-08-29,833
2018-08-30,833
2018-08-31,833
2018-09-01,833
2018-09-02,833
2018-09-03,854
2018-09-04,854
2018-09-05,854
2018-09-06,854
2018-09-07,854
2018-09-08,854
2018-09-09,854
2018-09-10,820
2018-09-11,820
2018-09-12,820
2018-09-13,820
2018-09-14,820
2018-09-15,820
2018-09-16,820
2018-09-17,820
2018-09-18,799
2018-09-19,799
2018-09-20,799
2018-09-21,799
2018-09-22,799
2018-09-23,799
2018-09-24,799
2018-09-25,799
2018-09-26,819
2018-09-27,819
2018-09-28,819
2018-09-29,819
2018-09-30,819
2018-10-02,819
2018-10-03,819
2018-10-04,819
2018-10-05,844
2018-10-06,844
2018-10-07,844
2018-10-08,844
2018-10-09,844
2018-10-10,844
2018-10-11,844
2018-10-12,845
2018-10-13,845
2018-10-14,845
2018-10-15,845
2018-10-16,845
2018-10-17,845
2018-10-18,845
2018-10-19,858
2018-10-20,858
2018-10-21,858
2018-10-22,858
2018-10-23,858
2018-10-24,858
2018-10-25,858
2018-10-26,858
2018-10-27,851
2018-10-28,851
2018-10-29,851
2018-10-30,851
2018-10-31,851
2018-11-01,851
2018-11-03,886
2018-11-04,886
2018-11-05,886
2018-11-06,886
2018-11-07,883
2018-11-08,883
2018-11-09,883
2018-11-10,883
2018-11-11,883
2018-11-12,897
2018-11-13,897
2018-11-15,897
2018-11-16,866
2018-11-17,866
2018-11-18,866
2018-11-19,866
2018-11-20,866
2018-11-21,855
2018-11-22,855
2018-11-23,855
2018-11-24,855
2018-11-25,846
2018-11-26,846
2018-11-27,846
2018-11-28,846
2018-11-29,809
2018-12-01,809
2018-12-02,809
2018-12-03,809
2018-12-04,777
2018-12-05,777
2018-12-07,777
2018-12-09,810
2018-12-10,810
2018-12-11,810
2018-12-12,796
2018-12-13,796
2018-12-14,796
2018-12-15,796
2018-12-16,796
2018-12-17,810
2018-12-18,810
2018-12-19,810
2018-12-20,810
2018-12-21,810
2018-12-22,810
2018-12-23,796
2018-12-24,796
2018-12-25,796
2018-12-26,796
2018-12-27,796
2018-12-28,796
2018-12-29,819
2018-12-30,819
2018-12-31,819
2019-01-01,819
2019-01-02,819
2019-01-03,819
2019-01-04,819
2019-01-05,829
2019-01-06,829
2019-01-08,829
2019-01-10,809
2019-01-11,809
2019-01-12,809
2019-01-13,809
2019-01-14,809
2019-01-15,809
2019-01-16,818
2019-01-17,818
2019-01-18,818
2019-01-19,818
2019-01-20,779
2019-01-21,779
2019-01-22,779
2019-01-23,779
2019-01-24,779
2019-01-25,802
2019-01-26,802
