date_obj,Toadflax%20seed price
2015-03-05,817
2015-03-06,776
2015-03-07,737
2015-03-08,700
2015-03-09,665
2015-03-10,631
2015-03-11,599
2015-03-12,569
2015-03-13,540
2015-03-14,513
2015-03-15,487
2015-03-16,462
2015-03-17,438
2015-03-18,417
2015-03-19,396
2015-03-20,376
2015-03-21,357
2015-03-22,339
2015-03-23,322
2015-03-24,306
2015-03-25,290
2015-03-26,275
2015-03-27,275
2015-03-28,261
2015-03-29,247
2015-03-30,234
2015-03-31,222
2015-04-01,210
2015-04-02,199
2015-04-03,189
2015-04-04,179
2015-04-05,170
2015-04-06,161
2015-04-07,152
2015-04-08,145
2015-04-09,138
2015-04-10,131
2015-04-11,124
2015-04-12,118
2015-04-13,113
2015-04-14,114
2015-04-15,117
2015-04-16,120
2015-04-17,125
2015-04-18,130
2015-04-19,136
2015-04-20,141
2015-04-21,147
2015-04-22,154
2015-04-23,160
2015-04-24,164
2015-04-25,164
2015-04-26,164
2015-04-27,164
2015-04-28,160
2015-04-29,160
2015-04-30,162
2015-05-01,166
2015-05-02,172
2015-05-03,172
2015-05-04,171
2015-05-05,174
2015-05-06,177
2015-05-07,171
2015-05-08,170
2015-05-09,173
2015-05-10,178
2015-05-11,178
2015-05-12,186
2015-05-13,192
2015-05-14,198
2015-05-15,200
2015-05-16,201
2015-05-17,202
2015-05-18,205
2015-05-19,201
2015-05-20,201
2015-05-21,195
2015-05-22,192
2015-05-23,192
2015-05-24,182
2015-05-25,174
2015-05-26,168
2015-05-27,162
2015-05-28,155
2015-05-29,152
2015-05-30,149
2015-05-31,142
2015-06-01,136
2015-06-02,130
2015-06-03,126
2015-06-04,122
2015-06-05,118
2015-06-06,115
2015-06-07,109
2015-06-08,103
2015-06-09,101
2015-06-10,101
2015-06-11,102
2015-06-12,102
2015-06-13,103
2015-06-14,99
2015-06-15,98
2015-06-16,100
2015-06-17,101
2015-06-18,103
2015-06-19,101
2015-06-20,106
2015-06-21,108
2015-06-22,110
2015-06-23,112
2015-06-24,116
2015-06-25,118
2015-06-26,120
2015-06-27,122
2015-06-28,120
2015-06-29,122
2015-06-30,119
2015-07-01,113
2015-07-02,107
2015-07-03,101
2015-07-04,97
2015-07-05,98
2015-07-06,98
2015-07-07,99
2015-07-08,100
2015-07-09,99
2015-07-10,101
2015-07-11,105
2015-07-12,100
2015-07-13,97
2015-07-14,95
2015-07-15,92
2015-07-16,90
2015-07-17,93
2015-07-18,92
2015-07-19,92
2015-07-20,91
2015-07-21,92
2015-07-22,94
2015-07-23,94
2015-07-24,97
2015-07-25,101
2015-07-26,105
2015-07-27,108
2015-07-28,108
2015-07-29,110
2015-07-30,112
2015-07-31,112
2015-08-01,117
2015-08-02,118
2015-08-03,119
2015-08-04,121
2015-08-05,127
2015-08-06,131
2015-08-07,131
2015-08-08,131
2015-08-09,135
2015-08-10,138
2015-08-11,132
2015-08-12,127
2015-08-13,120
2015-08-14,117
2015-08-15,112
2015-08-16,110
2015-08-17,104
2015-08-18,100
2015-08-19,99
2015-08-20,94
2015-08-21,89
2015-08-22,91
2015-08-23,96
2015-08-24,100
2015-08-25,100
2015-08-26,104
2015-08-27,109
2015-08-28,112
2015-08-29,115
2015-08-30,121
2015-08-31,121
2015-09-02,139
2015-09-07,144
2015-09-08,147
2015-09-10,145
2015-09-14,137
2015-09-16,137
2015-09-22,180
2015-09-23,188
2015-09-24,197
2015-09-25,206
2015-09-27,220
2015-09-28,229
2015-09-29,240
2015-09-30,251
2015-10-05,237
2015-10-06,227
2015-10-07,223
2015-10-08,226
2015-10-09,230
2015-10-10,230
2015-10-11,237
2015-10-12,234
2015-10-13,231
2015-10-14,228
2015-10-15,224
2015-10-16,219
2015-10-17,220
2015-10-18,228
2015-10-19,233
2015-10-20,242
2015-10-22,252
2015-10-23,260
2015-10-24,260
2015-10-25,255
2015-10-26,258
2015-10-27,257
2015-10-29,266
2015-10-30,278
2015-10-31,276
2015-11-01,282
2015-11-02,277
2015-11-03,265
2015-11-04,255
2015-11-05,260
2015-11-06,266
2015-11-07,271
2015-11-08,262
2015-11-09,258
2015-11-10,245
2015-11-11,237
2015-11-12,231
2015-11-13,229
2015-11-14,221
2015-11-15,221
2015-11-16,225
2015-11-17,230
2015-11-18,225
2015-11-19,221
2015-11-20,211
2015-11-21,211
2015-11-22,207
2015-11-23,200
2015-11-24,197
2015-11-25,194
2015-11-26,194
2015-11-27,195
2015-11-28,189
2015-11-29,186
2015-11-30,192
2015-12-01,196
2015-12-02,196
2015-12-03,198
2015-12-04,194
2015-12-05,193
2015-12-06,193
2015-12-07,192
2015-12-08,196
2015-12-09,201
2015-12-10,206
2015-12-11,215
2015-12-13,209
2015-12-14,210
2015-12-15,214
2015-12-16,218
2015-12-17,212
2015-12-18,208
2015-12-19,214
2015-12-20,212
2015-12-21,209
2015-12-22,209
2015-12-23,211
2015-12-24,212
2015-12-25,205
2015-12-26,204
2015-12-27,208
2015-12-28,206
2015-12-29,209
2015-12-30,213
2015-12-31,218
2016-01-01,218
2016-01-02,219
2016-01-03,223
2016-01-04,224
2016-01-05,234
2016-01-06,238
2016-01-07,243
2016-01-08,248
2016-01-09,251
2016-01-10,254
2016-01-11,258
2016-01-12,265
2016-01-13,270
2016-01-14,275
2016-01-15,287
2016-01-16,297
2016-01-17,312
2016-01-18,328
2016-01-19,345
2016-01-20,363
2016-01-21,381
2016-01-22,399
2016-01-23,413
2016-01-24,417
2016-01-25,415
2016-01-26,422
2016-01-27,410
2016-01-28,395
2016-01-29,390
2016-01-30,374
2016-01-31,366
2016-02-01,358
2016-02-02,366
2016-02-03,380
2016-02-04,387
2016-02-05,401
2016-02-06,397
2016-02-07,390
2016-02-08,390
2016-02-09,390
2016-02-10,393
2016-02-11,392
2016-02-12,401
2016-02-13,397
2016-02-14,400
2016-02-15,405
2016-02-16,415
2016-02-17,419
2016-02-18,407
2016-02-19,416
2016-02-20,408
2016-02-21,394
2016-02-22,386
2016-02-23,380
2016-02-24,372
2016-02-25,353
2016-02-26,336
2016-02-27,328
2016-02-28,330
2016-02-29,322
2016-03-01,314
2016-03-02,312
2016-03-03,309
2016-03-04,313
2016-03-05,315
2016-03-06,315
2016-03-07,300
2016-03-08,290
2016-03-09,296
2016-03-10,300
2016-03-11,297
2016-03-12,291
2016-03-13,281
2016-03-14,278
2016-03-15,277
2016-03-16,281
2016-03-17,273
2016-03-18,266
2016-03-19,268
2016-03-20,276
2016-03-21,267
2016-03-22,264
2016-03-23,270
2016-03-24,281
2016-03-25,292
2016-03-26,307
2016-03-27,310
2016-03-28,315
2016-03-29,301
2016-03-30,285
2016-03-31,278
2016-04-01,282
2016-04-02,284
2016-04-03,272
2016-04-04,263
2016-04-05,259
2016-04-06,261
2016-04-07,266
2016-04-08,275
2016-04-09,284
2016-04-10,286
2016-04-11,286
2016-04-12,295
2016-04-13,293
2016-04-14,292
2016-04-15,291
2016-04-16,295
2016-04-17,300
2016-04-18,299
2016-04-19,303
2016-04-20,306
2016-04-21,308
2016-04-22,307
2016-04-23,298
2016-04-24,287
2016-04-25,288
2016-04-26,283
2016-04-27,277
2016-04-28,270
2016-04-29,268
2016-04-30,270
2016-05-01,265
2016-05-02,269
2016-05-03,278
2016-05-04,275
2016-05-05,281
2016-05-06,284
2016-05-07,281
2016-05-08,279
2016-05-09,277
2016-05-10,263
2016-05-11,257
2016-05-12,252
2016-05-13,252
2016-05-14,257
2016-05-15,246
2016-05-16,241
2016-05-17,238
2016-05-18,238
2016-05-19,237
2016-05-22,237
2016-05-23,237
2016-05-24,239
2016-05-25,244
2016-05-26,249
2016-05-27,260
2016-05-28,271
2016-05-29,276
2016-05-30,276
2016-05-31,284
2016-06-01,288
2016-06-02,280
2016-06-03,283
2016-06-04,291
2016-06-05,296
2016-06-06,304
2016-06-07,315
2016-06-08,330
2016-06-09,347
2016-06-10,365
2016-06-11,384
2016-06-12,403
2016-06-13,405
2016-06-14,407
2016-06-15,424
2016-06-16,436
2016-06-17,445
2016-06-18,446
2016-06-19,469
2016-06-20,493
2016-06-21,518
2016-06-22,544
2016-06-23,572
2016-06-24,601
2016-06-25,627
2016-06-26,653
2016-06-27,676
2016-06-28,705
2016-06-29,736
2016-06-30,717
2016-07-01,724
2016-07-02,727
2016-07-03,726
2016-07-04,737
2016-07-05,743
2016-07-06,769
2016-07-07,763
2016-07-08,768
2016-07-09,753
2016-07-10,725
2016-07-11,699
2016-07-12,672
2016-07-13,643
2016-07-14,624
2016-07-15,610
2016-07-16,591
2016-07-17,575
2016-07-18,558
2016-07-24,484
2016-07-25,476
2016-07-26,471
2016-07-27,479
2016-07-28,474
2016-07-29,478
2016-07-30,481
2016-07-31,491
2016-08-01,486
2016-08-02,481
2016-08-03,482
2016-08-04,486
2016-08-05,498
2016-08-06,501
2016-08-07,505
2016-08-08,482
2016-08-09,471
2016-08-10,461
2016-08-11,453
2016-08-12,445
2016-08-13,448
2016-08-14,446
2016-08-15,444
2016-08-16,453
2016-08-17,455
2016-08-18,467
2016-08-19,476
2016-08-20,476
2016-08-21,477
2016-08-22,490
2016-08-23,490
2016-08-24,480
2016-08-25,477
2016-08-26,478
2016-08-28,477
2016-08-31,516
2016-09-01,532
2016-09-02,517
2016-09-03,491
2016-09-04,466
2016-09-05,442
2016-09-06,419
2016-09-07,398
2016-09-08,378
2016-09-09,360
2016-09-10,350
2016-09-11,360
2016-09-12,345
2016-09-13,333
2016-09-14,337
2016-09-15,339
2016-09-16,352
2016-09-17,355
2016-09-18,338
2016-09-19,330
2016-09-20,316
2016-09-21,309
2016-09-22,297
2016-09-23,298
2016-09-24,298
2016-09-25,295
2016-09-26,292
2016-09-27,287
2016-09-28,293
2016-09-29,296
2016-09-30,301
2016-10-01,303
2016-10-02,306
2016-10-03,309
2016-10-04,306
2016-10-05,310
2016-10-06,316
2016-10-07,309
2016-10-08,303
2016-10-09,295
2016-10-10,300
2016-10-11,302
2016-10-12,308
2016-10-13,311
2016-10-14,304
2016-10-15,312
2016-10-16,318
2016-10-17,319
2016-10-18,330
2016-10-19,341
2016-10-20,358
2016-10-21,370
2016-10-22,376
2016-10-23,378
2016-10-24,383
2016-10-25,384
2016-10-26,388
2016-10-27,390
2016-10-28,388
2016-10-29,387
2016-10-30,396
2016-10-31,400
2016-11-01,402
2016-11-02,407
2016-11-03,414
2016-11-04,402
2016-11-05,384
2016-11-06,364
2016-11-07,349
2016-11-08,336
2016-11-09,339
2016-11-10,354
2016-11-11,367
2016-11-12,372
2016-11-13,382
2016-11-14,402
2016-12-08,570
2016-12-09,549
2016-12-10,521
2016-12-11,496
2016-12-12,493
2016-12-13,480
2016-12-14,493
2016-12-15,489
2016-12-16,494
2016-12-17,505
2016-12-18,526
2016-12-19,547
2016-12-20,554
2016-12-21,538
2016-12-22,511
2016-12-23,488
2016-12-24,486
2016-12-25,488
2016-12-26,497
2016-12-27,497
2016-12-28,517
2016-12-29,535
2016-12-30,552
2016-12-31,562
2017-01-01,574
2017-01-02,581
2017-01-03,590
2017-01-04,591
2017-01-05,573
2017-01-06,569
2017-01-07,570
2017-01-08,575
2017-01-09,561
2017-01-10,533
2017-01-11,506
2017-01-12,487
2017-01-13,469
2017-01-14,452
2017-01-15,433
2017-01-16,427
2017-01-17,408
2017-01-18,411
2017-01-19,408
2017-01-20,404
2017-01-21,389
2017-01-22,373
2017-01-27,299
2017-01-28,293
2017-01-29,298
2017-01-30,300
2017-01-31,295
2017-02-01,290
2017-02-02,286
2017-02-03,278
2017-02-04,273
2017-02-05,268
2017-02-06,272
2017-02-07,281
2017-02-08,287
2017-02-09,290
2017-02-10,291
2017-02-11,299
2017-02-12,306
2017-02-13,309
2017-02-14,308
2017-02-15,307
2017-02-16,309
2017-02-18,301
2017-02-19,307
2017-02-20,318
2017-02-21,323
2017-02-22,331
2017-02-23,324
2017-02-24,322
2017-02-25,320
2017-02-26,319
2017-02-27,315
2017-02-28,307
2017-03-01,315
2017-03-02,302
2017-03-03,293
2017-03-04,287
2017-03-05,274
2017-03-06,270
2017-03-07,260
2017-03-08,265
2017-03-09,258
2017-03-10,252
2017-03-11,258
2017-03-12,268
2017-03-13,278
2017-03-14,284
2017-03-15,275
2017-03-16,264
2017-03-17,261
2017-03-18,254
2017-03-19,258
2017-03-20,267
2017-03-21,271
2017-03-22,279
2017-03-23,278
2017-03-24,272
2017-03-25,276
2017-03-26,281
2017-03-27,277
2017-03-28,275
2017-03-29,279
2017-03-30,274
2017-03-31,270
2017-04-01,272
2017-04-02,276
2017-04-03,265
2017-04-04,269
2017-04-12,274
2017-04-13,279
2017-04-14,282
2017-04-15,283
2017-04-16,286
2017-04-17,283
2017-04-18,289
2017-04-19,295
2017-04-20,306
2017-04-21,303
2017-04-22,297
2017-04-23,295
2017-04-24,303
2017-04-25,312
2017-04-26,325
2017-04-27,335
2017-04-28,345
2017-04-29,354
2017-04-30,364
2017-05-01,367
2017-05-02,378
2017-05-03,379
2017-05-04,391
2017-05-05,380
2017-05-06,365
2017-05-07,353
2017-05-08,337
2017-05-09,320
2017-05-10,304
2017-05-11,293
2017-05-12,291
2017-05-13,282
2017-05-14,278
2017-05-15,273
2017-05-16,264
2017-05-17,251
2017-05-18,242
2017-05-19,236
2017-05-20,233
2017-05-21,227
2017-05-22,232
2017-05-23,237
2017-05-24,237
2017-05-25,244
2017-05-26,248
2017-05-27,248
2017-05-28,260
2017-05-29,273
2017-05-30,287
2017-05-31,302
2017-06-01,318
2017-06-02,333
2017-06-03,347
2017-06-06,394
2017-06-07,410
2017-06-08,403
2017-06-09,407
2017-06-10,407
2017-06-11,393
2017-06-12,375
2017-06-13,386
2017-06-14,406
2017-06-15,427
2017-06-16,449
2017-06-17,472
2017-06-18,493
2017-06-19,518
2017-06-20,544
2017-06-21,572
2017-06-22,601
2017-06-23,632
2017-06-24,663
2017-06-25,696
2017-06-26,730
2017-06-27,763
2017-06-28,777
2017-06-29,815
2017-06-30,856
2017-07-01,895
2017-07-02,930
2017-07-03,951
2017-07-04,949
2017-07-05,949
2017-07-06,946
2017-07-07,944
2017-07-08,941
2017-07-13,941
2017-07-14,930
2017-07-15,933
2017-07-16,924
2017-07-17,914
2017-07-18,921
2017-07-19,926
2017-07-20,932
2017-07-21,945
2017-07-22,919
2017-07-23,900
2017-07-24,913
2017-07-25,924
2017-07-26,920
2017-07-27,923
2017-07-28,914
2017-07-29,911
2017-07-30,921
2017-07-31,902
2017-08-01,905
2017-08-02,908
2017-08-03,938
2017-08-04,935
2017-08-05,927
2017-08-06,912
2017-08-09,889
2017-08-10,894
2017-08-11,867
2017-08-12,835
2017-08-13,802
2017-08-14,798
2017-08-15,800
2017-08-16,806
2017-08-17,811
2017-08-18,841
2017-08-19,866
2017-08-20,887
2017-08-21,906
2017-08-22,925
2017-08-23,943
2017-08-24,937
2017-08-25,942
2017-08-26,948
2017-08-27,939
2017-08-28,903
2017-08-29,878
2017-08-30,882
2017-08-31,881
2017-09-01,884
2017-09-02,895
2017-09-03,920
2017-09-04,919
2017-09-05,918
2017-09-06,927
2017-09-07,928
2017-09-08,908
2017-09-09,919
2017-09-10,932
2017-09-11,934
2017-09-12,914
2017-09-13,919
2017-09-14,945
2017-09-15,989
2017-09-16,969
2017-09-17,980
2017-09-19,987
2017-09-20,1013
2017-09-21,1032
2017-09-22,1046
2017-09-23,1028
2017-09-24,1045
2017-09-25,1049
2017-09-26,1026
2017-09-27,1023
2017-09-28,1030
2017-09-29,1011
2017-09-30,1010
2017-10-01,1019
2017-10-02,1053
2017-10-03,1094
2017-10-04,1086
2017-10-05,1117
2017-10-06,1127
2017-10-07,1131
2017-10-08,1088
2017-10-09,1055
2017-10-10,1034
2017-10-11,1048
2017-10-12,1033
2017-10-13,1010
2017-10-14,988
2017-10-15,964
2017-10-16,956
2017-10-17,928
2017-10-18,913
2017-10-19,923
2017-10-20,922
2017-10-21,922
2017-10-22,902
2017-10-23,877
2017-10-24,836
2017-10-25,822
2017-10-26,782
2017-10-27,757
2017-10-28,723
2017-10-29,708
2017-10-30,716
2017-10-31,687
2017-11-01,661
