date_obj,Mithril%20med%20helm price
2016-06-16,306
2016-06-17,309
2016-06-18,309
2016-06-19,320
2016-06-20,320
2016-06-21,317
2016-06-22,317
2016-06-23,313
2016-06-24,313
2016-06-25,314
2016-06-26,314
2016-06-27,314
2016-06-28,312
2016-06-29,312
2016-06-30,321
2016-07-01,321
2016-07-02,331
2016-07-03,331
2016-07-04,330
2016-07-05,330
2016-07-06,342
2016-07-07,342
2016-07-08,338
2016-07-09,338
2016-07-10,347
2016-07-11,347
2016-07-12,358
2016-07-13,358
2016-07-14,360
2016-07-15,360
2016-07-16,359
2016-07-17,359
2016-07-18,359
2016-07-23,375
2016-07-24,368
2016-07-25,368
2016-07-26,357
2016-07-27,357
2016-07-28,356
2016-07-29,356
2016-07-30,343
2016-07-31,343
2016-08-01,343
2016-08-02,344
2016-08-03,344
2016-08-04,344
2016-08-05,338
2016-08-06,338
2016-08-07,341
2016-08-08,341
2016-08-09,343
2016-08-10,343
2016-08-11,343
2016-08-12,335
2016-08-13,335
2016-08-14,335
2016-08-15,327
2016-08-16,327
2016-08-17,327
2016-08-18,325
2016-08-19,325
2016-08-20,318
2016-08-21,318
2016-08-22,318
2016-08-23,308
2016-08-24,308
2016-08-25,308
2016-08-26,305
2016-08-28,305
2016-08-31,300
2016-09-01,297
2016-09-02,297
2016-09-03,297
2016-09-04,298
2016-09-05,298
2016-09-06,298
2016-09-07,301
2016-09-08,301
2016-09-09,301
2016-09-10,301
2016-09-11,301
2016-09-12,301
2016-09-13,295
2016-09-14,295
2016-09-15,295
2016-09-16,295
2016-09-17,294
2016-09-18,294
2016-09-19,294
2016-09-20,284
2016-09-21,284
2016-09-22,284
2016-09-23,285
2016-09-24,285
2016-09-25,285
2016-09-26,285
2016-09-27,285
2016-09-28,285
2016-09-29,285
2016-09-30,287
2016-10-01,287
2016-10-02,287
2016-10-03,291
2016-10-04,291
2016-10-05,291
2016-10-06,292
2016-10-07,292
2016-10-08,292
2016-10-09,292
2016-10-10,292
2016-10-11,292
2016-10-12,298
2016-10-13,298
2016-10-14,298
2016-10-15,299
2016-10-16,299
2016-10-17,299
2016-10-18,303
2016-10-19,303
2016-10-20,303
2016-10-21,303
2016-10-22,303
2016-10-23,303
2016-10-24,310
2016-10-25,310
2016-10-26,310
2016-10-27,319
2016-10-28,319
2016-10-29,319
2016-10-30,322
2016-10-31,322
2016-11-01,322
2016-11-02,322
2016-11-03,322
2016-11-04,322
2016-11-05,326
2016-11-06,326
2016-11-07,326
2016-11-08,321
2016-11-09,321
2016-11-10,321
2016-11-11,315
2016-11-12,315
2016-11-13,315
2016-11-14,317
2016-12-07,323
2016-12-08,317
2016-12-09,317
2016-12-10,317
2016-12-11,317
2016-12-12,317
2016-12-13,321
2016-12-14,321
2016-12-15,322
2016-12-16,322
2016-12-17,325
2016-12-18,325
2016-12-19,325
2016-12-20,320
2016-12-21,320
2016-12-22,320
2016-12-23,319
2016-12-24,319
2016-12-25,319
2016-12-26,320
2016-12-27,320
2016-12-28,319
2016-12-29,319
2016-12-30,324
2016-12-31,324
2017-01-01,323
2017-01-02,323
2017-01-03,322
2017-01-04,322
2017-01-05,316
2017-01-06,316
2017-01-07,317
2017-01-08,317
2017-01-09,318
2017-01-10,318
2017-01-11,321
2017-01-12,321
2017-01-13,320
2017-01-14,320
2017-01-15,320
2017-01-16,320
2017-01-17,316
2017-01-18,316
2017-01-19,316
2017-01-20,313
2017-01-21,313
2017-01-22,315
2017-01-27,315
2017-01-28,309
2017-01-29,309
2017-01-30,309
2017-01-31,309
2017-02-01,299
2017-02-02,299
2017-02-03,299
2017-02-04,294
2017-02-05,294
2017-02-06,294
2017-02-07,298
2017-02-08,298
2017-02-09,298
2017-02-10,296
2017-02-11,296
2017-02-12,296
2017-02-13,293
2017-02-14,293
2017-02-15,286
2017-02-16,286
2017-02-18,286
2017-02-19,281
2017-02-20,281
2017-02-21,276
2017-02-22,276
2017-02-23,276
2017-02-24,279
2017-02-25,279
2017-02-26,277
2017-02-27,277
2017-02-28,286
2017-03-01,286
2017-03-02,286
2017-03-03,300
2017-03-04,300
2017-03-05,296
2017-03-06,296
2017-03-07,306
2017-03-08,306
2017-03-09,306
2017-03-10,314
2017-03-11,314
2017-03-12,311
2017-03-13,311
2017-03-14,304
2017-03-15,304
2017-03-16,303
2017-03-17,303
2017-03-18,304
2017-03-19,304
2017-03-20,302
2017-03-21,302
2017-03-22,317
2017-03-23,317
2017-03-24,314
2017-03-25,314
2017-03-26,314
2017-03-27,310
2017-03-28,310
2017-03-29,309
2017-03-30,309
2017-03-31,305
2017-04-01,305
2017-04-02,305
2017-04-03,298
2017-04-04,298
2017-04-12,297
2017-04-13,299
2017-04-14,299
2017-04-15,305
2017-04-16,305
2017-04-17,311
2017-04-18,311
2017-04-19,312
2017-04-20,312
2017-04-21,307
2017-04-22,307
2017-04-23,310
2017-04-24,310
2017-04-25,312
2017-04-26,312
2017-04-27,312
2017-04-28,312
2017-04-29,312
2017-04-30,316
2017-05-01,316
2017-05-02,318
2017-05-03,318
2017-05-04,321
2017-05-05,321
2017-05-06,319
2017-05-07,319
2017-05-08,319
2017-05-09,319
2017-05-10,320
2017-05-11,320
2017-05-12,324
2017-05-13,324
2017-05-14,325
2017-05-15,325
2017-05-16,324
2017-05-17,324
2017-05-18,329
2017-05-19,329
2017-05-20,327
2017-05-21,327
2017-05-22,332
2017-05-23,332
2017-05-24,333
2017-05-25,333
2017-05-26,333
2017-05-27,333
2017-05-28,333
2017-05-29,333
2017-05-30,323
2017-05-31,323
2017-06-01,314
2017-06-02,314
2017-06-03,309
2017-06-06,305
2017-06-07,303
2017-06-08,303
2017-06-09,303
2017-06-10,300
2017-06-11,300
2017-06-12,301
2017-06-13,301
2017-06-14,308
2017-06-15,308
2017-06-16,301
2017-06-17,301
2017-06-18,292
2017-06-19,292
2017-06-20,287
2017-06-21,287
2017-06-22,287
2017-06-23,294
2017-06-24,294
2017-06-25,299
2017-06-26,299
2017-06-27,302
2017-06-28,302
2017-06-29,302
2017-06-30,304
2017-07-01,304
2017-07-02,304
2017-07-03,303
2017-07-04,303
2017-07-05,303
2017-07-06,306
2017-07-07,306
2017-07-08,306
2017-07-13,306
2017-07-14,308
2017-07-15,308
2017-07-16,308
2017-07-17,307
2017-07-18,307
2017-07-19,303
2017-07-20,303
2017-07-21,308
2017-07-22,308
2017-07-23,313
2017-07-24,313
2017-07-25,315
2017-07-26,315
2017-07-27,312
2017-07-28,312
2017-07-29,312
2017-07-30,313
2017-07-31,313
2017-08-01,313
2017-08-02,310
2017-08-03,310
2017-08-04,310
2017-08-05,308
2017-08-06,308
2017-08-09,300
2017-08-10,297
2017-08-11,297
2017-08-12,297
2017-08-13,292
2017-08-14,292
2017-08-15,295
2017-08-16,295
2017-08-17,303
2017-08-18,303
2017-08-19,303
2017-08-20,300
2017-08-21,300
2017-08-22,296
2017-08-23,296
2017-08-24,296
2017-08-25,296
2017-08-26,296
2017-08-27,295
2017-08-28,295
2017-08-29,295
2017-08-30,291
2017-08-31,291
2017-09-01,291
2017-09-02,294
2017-09-03,294
2017-09-04,294
2017-09-05,293
2017-09-06,293
2017-09-07,290
2017-09-08,290
2017-09-09,290
2017-09-10,292
2017-09-11,292
2017-09-12,292
2017-09-13,299
2017-09-14,299
2017-09-15,299
2017-09-16,297
2017-09-17,297
2017-09-19,301
2017-09-20,309
2017-09-21,309
2017-09-22,314
2017-09-23,314
2017-09-24,314
2017-09-25,309
2017-09-26,309
2017-09-27,309
2017-09-28,320
2017-09-29,320
2017-09-30,320
2017-10-01,336
2017-10-02,336
2017-10-03,336
2017-10-04,349
2017-10-05,349
2017-10-06,343
2017-10-07,343
2017-10-08,331
2017-10-09,331
2017-10-10,323
2017-10-11,323
2017-10-12,323
2017-10-13,315
2017-10-14,315
2017-10-15,315
2017-10-16,313
2017-10-17,313
2017-10-18,313
2017-10-19,317
2017-10-20,317
2017-10-21,317
2017-10-22,315
2017-10-23,315
2017-10-24,315
2017-10-25,305
2017-10-26,305
2017-10-27,305
2017-10-28,294
2017-10-29,294
2017-10-30,297
2017-10-31,297
2017-11-01,297
2017-11-02,298
2017-11-03,298
2017-11-04,291
2017-11-05,291
2017-11-06,291
2017-11-07,293
2017-11-08,293
2017-11-09,284
2017-11-10,284
2017-11-11,284
2017-11-12,280
2017-11-13,280
2017-11-14,280
2017-11-15,283
2017-11-16,283
2017-11-17,286
2017-11-18,286
2017-11-19,286
2017-11-20,286
2017-11-21,286
2017-11-22,286
2017-11-23,301
2017-11-24,301
2017-11-25,301
2017-11-26,313
2017-11-27,313
2017-11-28,313
2017-11-29,309
2017-11-30,309
2017-12-01,320
2017-12-02,320
2017-12-03,320
2017-12-04,332
2017-12-05,332
2017-12-06,349
2017-12-07,349
2017-12-08,349
2017-12-09,361
2017-12-10,361
2017-12-11,380
2017-12-12,380
2017-12-14,386
2017-12-15,386
2017-12-17,392
2017-12-18,381
2017-12-19,381
2017-12-20,381
2017-12-21,370
2017-12-22,370
2017-12-23,370
2017-12-24,385
2017-12-25,385
2017-12-26,385
2017-12-27,367
2017-12-28,367
2017-12-29,367
2017-12-30,356
2017-12-31,356
2018-01-01,350
2018-01-02,350
2018-01-03,341
2018-01-04,341
2018-01-05,341
2018-01-06,341
2018-01-07,337
2018-01-08,337
2018-01-09,333
2018-01-10,333
2018-01-11,336
2018-01-12,336
2018-01-13,335
2018-01-14,335
2018-01-15,322
2018-01-16,322
2018-01-17,328
2018-01-18,328
2018-01-19,328
2018-01-20,327
2018-01-21,327
2018-01-22,320
2018-01-23,320
2018-01-25,323
2018-01-26,328
2018-01-27,332
2018-01-28,331
2018-01-29,331
2018-01-31,348
2018-02-01,348
2018-02-02,352
2018-02-03,357
2018-02-04,351
2018-02-05,351
2018-02-06,352
2018-02-07,352
2018-02-08,352
2018-02-09,353
2018-02-10,353
2018-02-11,353
2018-02-12,356
2018-02-13,356
2018-02-14,347
2018-02-15,347
2018-02-16,336
2018-02-17,342
2018-02-18,342
2018-02-19,343
2018-02-20,343
2018-02-21,345
2018-02-22,345
2018-02-23,339
2018-02-24,339
2018-02-25,341
2018-02-26,348
2018-02-27,366
2018-03-01,375
2018-03-02,362
2018-03-03,351
2018-03-04,351
2018-03-05,369
2018-03-06,357
2018-03-07,361
2018-03-08,361
2018-03-09,358
2018-03-10,358
2018-03-11,344
2018-03-12,345
2018-03-13,345
2018-03-14,342
2018-03-15,342
2018-03-16,333
2018-03-17,319
2018-03-18,319
2018-03-19,318
2018-03-20,314
2018-03-21,314
2018-03-23,308
2018-03-24,308
2018-03-26,303
2018-03-27,297
2018-03-28,297
2018-03-29,290
2018-03-30,290
2018-03-31,303
2018-04-01,303
2018-04-02,303
2018-04-03,293
2018-04-04,302
2018-04-05,302
2018-04-06,312
2018-04-07,312
2018-04-08,303
2018-04-09,298
2018-04-10,298
2018-04-11,294
2018-04-12,295
2018-04-13,295
2018-04-14,309
2018-04-15,322
2018-04-16,322
2018-04-17,327
2018-04-18,327
2018-04-19,322
2018-04-20,322
2018-04-21,313
2018-04-22,313
2018-04-23,314
2018-04-24,314
2018-04-25,306
2018-04-26,306
2018-04-27,302
2018-04-28,298
2018-04-29,312
2018-04-30,321
2018-05-01,312
2018-05-04,309
2018-05-05,304
2018-05-06,304
2018-05-07,307
2018-05-08,307
2018-05-09,311
2018-05-10,315
2018-05-11,315
2018-05-12,312
2018-05-13,312
2018-05-14,309
2018-05-15,309
2018-05-16,306
2018-05-17,306
2018-05-18,307
2018-05-19,297
2018-05-20,297
2018-05-21,301
2018-05-22,301
2018-05-23,313
2018-05-24,313
2018-05-25,309
2018-05-26,302
2018-05-27,302
2018-05-28,312
2018-05-29,317
2018-05-30,328
2018-05-31,327
2018-06-01,316
2018-06-02,307
2018-06-03,307
2018-06-04,299
2018-06-05,302
2018-06-06,312
2018-06-07,312
2018-06-08,311
2018-06-09,311
2018-06-10,311
2018-06-11,311
2018-06-12,311
2018-06-13,315
2018-06-14,320
2018-06-15,320
2018-06-16,322
2018-06-17,320
2018-06-18,321
2018-06-19,330
2018-06-20,330
2018-06-21,328
2018-06-22,330
2018-06-23,330
2018-06-24,330
2018-06-25,328
2018-06-26,328
2018-06-27,336
2018-06-28,334
2018-06-29,328
2018-06-30,333
2018-07-01,340
2018-07-02,340
2018-07-03,341
2018-07-04,341
2018-07-05,333
2018-07-06,339
2018-07-07,339
2018-07-08,347
2018-07-09,357
2018-07-10,357
2018-07-11,359
2018-07-12,359
2018-07-13,348
2018-07-14,353
2018-07-15,353
2018-07-16,355
2018-07-17,347
2018-07-18,347
2018-07-19,344
2018-07-20,353
2018-07-21,352
2018-07-22,336
2018-07-23,334
2018-07-24,334
2018-07-25,340
2018-07-26,349
2018-07-27,346
2018-07-28,346
2018-07-29,336
2018-07-30,325
2018-07-31,324
2018-08-01,324
2018-08-02,325
2018-08-03,324
2018-08-04,314
2018-08-05,320
2018-08-06,314
2018-08-07,325
2018-08-08,323
2018-08-09,323
2018-08-10,315
2018-08-11,313
2018-08-12,313
2018-08-14,319
2018-08-16,316
2018-08-17,313
2018-08-18,313
2018-08-19,310
2018-08-20,311
2018-08-21,311
2018-08-22,316
2018-08-23,316
2018-08-24,320
2018-08-25,311
2018-08-26,311
2018-08-27,310
2018-08-28,315
2018-08-29,311
2018-08-30,309
2018-08-31,299
2018-09-01,294
2018-09-02,287
2018-09-03,287
2018-09-04,291
2018-09-05,285
2018-09-06,285
2018-09-07,283
2018-09-08,284
2018-09-09,284
2018-09-10,280
2018-09-11,280
2018-09-12,276
2018-09-13,282
2018-09-14,283
2018-09-15,288
2018-09-16,288
2018-09-17,291
2018-09-18,286
2018-09-19,286
2018-09-20,291
2018-09-21,291
2018-09-22,290
2018-09-23,276
2018-09-24,284
2018-09-25,284
2018-09-26,293
2018-09-27,293
2018-09-28,301
2018-09-29,301
2018-09-30,306
2018-10-02,310
2018-10-03,315
2018-10-04,315
2018-10-05,316
2018-10-06,319
2018-10-07,319
2018-10-08,319
2018-10-09,319
2018-10-10,316
2018-10-11,325
2018-10-12,325
2018-10-13,322
2018-10-14,326
2018-10-15,329
2018-10-16,324
2018-10-17,327
2018-10-18,320
2018-10-19,312
2018-10-20,312
2018-10-21,311
2018-10-22,321
2018-10-23,321
2018-10-24,326
2018-10-25,330
2018-10-26,337
2018-10-27,336
2018-10-28,342
2018-10-29,342
2018-10-30,327
2018-10-31,322
2018-11-01,331
2018-11-03,335
2018-11-04,337
2018-11-05,328
2018-11-06,326
2018-11-07,329
2018-11-08,328
2018-11-09,322
2018-11-10,322
2018-11-11,322
2018-11-12,327
2018-11-13,328
2018-11-14,325
2018-11-15,330
2018-11-16,331
2018-11-17,330
2018-11-18,327
2018-11-19,324
2018-11-20,322
2018-11-21,325
2018-11-22,322
2018-11-23,320
2018-11-24,317
2018-11-25,312
2018-11-26,304
2018-11-27,296
2018-11-28,283
2018-11-29,277
2018-12-01,277
2018-12-02,281
2018-12-03,281
2018-12-04,282
2018-12-05,293
2018-12-07,294
2018-12-09,297
2018-12-10,304
2018-12-11,304
2018-12-12,302
2018-12-13,306
2018-12-14,302
2018-12-15,298
2018-12-16,297
2018-12-17,307
2018-12-18,305
2018-12-19,311
2018-12-20,323
2018-12-21,316
2018-12-22,320
2018-12-23,308
2018-12-24,302
2018-12-25,295
2018-12-26,297
2018-12-27,299
2018-12-28,292
2018-12-29,289
2018-12-30,283
2018-12-31,283
2019-01-01,284
2019-01-02,281
2019-01-03,294
2019-01-04,286
2019-01-05,293
2019-01-06,298
2019-01-08,311
2019-01-10,320
2019-01-11,316
2019-01-12,308
2019-01-13,310
2019-01-14,310
2019-01-15,324
2019-01-16,316
2019-01-17,329
2019-01-18,336
2019-01-19,329
2019-01-20,328
2019-01-21,321
2019-01-22,312
2019-01-23,315
2019-01-24,313
2019-01-25,313
2019-01-26,318
2019-01-27,310
2019-01-28,305
2019-01-29,297
2019-01-30,296
2019-01-31,301
2019-02-01,299
2019-02-02,294
2019-02-03,293
2019-02-04,294
2019-02-05,295
2019-02-06,294
2019-02-07,301
2019-02-08,299
2019-02-09,295
2019-02-10,292
2019-02-11,300
2019-02-12,299
2019-02-13,297
2019-02-14,294
2019-02-15,294
2019-02-16,300
2019-02-17,297
2019-02-18,293
2019-02-19,304
2019-02-20,309
2019-02-21,310
2019-02-22,305
2019-02-23,303
2019-02-24,300
2019-02-25,300
2019-02-26,295
2019-02-27,299
2019-02-28,303
2019-03-01,302
2019-03-02,302
2019-03-03,299
2019-03-04,294
2019-03-05,298
2019-03-06,299
2019-03-07,296
2019-03-08,296
2019-03-09,292
2019-03-10,285
2019-03-11,287
2019-03-12,290
2019-03-13,290
2019-03-14,301
2019-03-15,293
2019-03-16,293
2019-03-17,295
2019-03-18,294
2019-03-19,299
2019-03-20,305
2019-03-21,298
2019-03-22,294
2019-03-23,292
2019-03-24,298
2019-03-25,304
2019-03-26,299
2019-03-27,299
2019-03-28,292
2019-03-29,300
2019-03-30,300
2019-03-31,294
2019-04-01,298
2019-04-02,308
2019-04-03,312
2019-04-04,308
2019-04-05,310
2019-04-06,301
2019-04-07,294
2019-04-08,291
2019-04-09,288
2019-04-10,295
2019-04-11,290
2019-04-12,283
2019-04-13,279
2019-04-14,286
2019-04-15,290
2019-04-16,288
2019-04-17,279
2019-04-18,275
2019-04-19,279
2019-04-20,282
2019-04-21,294
2019-04-22,296
2019-04-23,298
2019-04-24,298
2019-04-25,303
2019-04-26,304
2019-04-27,291
2019-04-28,283
2019-04-29,278
2019-04-30,270
2019-05-01,279
2019-05-02,290
2019-05-03,291
2019-05-04,288
2019-05-05,279
2019-05-06,283
2019-05-07,297
2019-05-08,302
2019-05-09,307
2019-05-10,308
2019-05-11,311
2019-05-12,305
2019-05-13,299
2019-05-14,301
2019-05-15,298
2019-05-16,300
2019-05-17,300
2019-05-18,294
2019-05-19,294
2019-05-20,295
2019-05-21,295
2019-05-22,291
2019-05-23,278
2019-05-24,276
2019-05-25,279
2019-05-26,279
2019-05-27,288
2019-05-28,292
2019-05-29,297
2019-05-30,294
2019-05-31,294
2019-06-01,291
2019-06-02,280
2019-06-03,281
2019-06-04,287
2019-06-05,293
2019-06-06,298
2019-06-07,309
2019-06-08,306
2019-06-09,301
2019-06-10,301
2019-06-11,299
2019-06-12,301
2019-06-13,290
2019-06-14,291
2019-06-15,280
2019-06-16,278
2019-06-17,272
2019-06-18,272
2019-06-19,274
2019-06-20,279
2019-06-21,275
2019-06-22,263
2019-06-23,257
2019-06-24,264
2019-06-25,260
2019-06-26,261
2019-06-27,261
2019-06-28,261
2019-06-29,267
2019-06-30,278
2019-07-01,278
2019-07-02,288
2019-07-03,301
2019-07-04,301
2019-07-05,310
2019-07-06,304
2019-07-07,301
2019-07-08,298
2019-07-09,305
2019-07-10,301
2019-07-11,306
2019-07-12,298
2019-07-13,298
2019-07-14,305
2019-07-15,305
2019-07-16,297
2019-07-17,295
2019-07-18,295
2019-07-19,291
2019-07-20,296
2019-07-21,288
2019-07-22,278
2019-07-23,275
2019-07-24,275
2019-07-25,273
2019-07-26,276
2019-07-27,275
2019-07-28,270
2019-07-29,265
2019-07-30,262
2019-07-31,257
2019-08-01,257
2019-08-02,255
2019-08-03,252
2019-08-04,258
2019-08-05,254
2019-08-06,249
2019-08-07,247
2019-08-08,243
2019-08-09,241
2019-08-10,245
2019-08-11,253
2019-08-12,256
2019-08-13,260
2019-08-14,260
2019-08-15,260
2019-08-16,261
2019-08-17,261
2019-08-18,260
2019-08-19,254
2019-08-20,254
2019-08-21,259
2019-08-22,260
2019-08-23,261
2019-08-24,265
2019-08-24,265
2019-08-25,265
2019-08-25,265
2019-08-26,266
2019-08-26,266
2019-08-27,260
