date_obj,Dragon%20metal%20slice price
2018-01-03,1000000
2018-01-04,1000000
2018-01-05,1000000
2018-01-06,1000000
2018-01-07,1041376
2018-01-08,1041376
2018-01-09,1041376
2018-01-10,1041376
2018-01-11,1041376
2018-01-12,1041376
2018-01-13,1041376
2018-01-14,1041376
2018-01-15,1041376
2018-01-16,1041376
2018-01-17,1041376
2018-01-18,1041376
2018-01-19,1041376
2018-01-20,1041376
2018-01-21,1041376
2018-01-22,1041376
2018-01-23,1041376
2018-01-25,1084113
2018-01-26,1084113
2018-01-27,1084113
2018-01-28,1084113
2018-01-29,1084113
2018-01-30,1084113
2018-01-31,1084113
2018-02-01,1084113
2018-02-02,1084113
2018-02-03,1084113
2018-02-04,1084113
2018-02-05,1084113
2018-02-06,1084113
2018-02-07,1084113
2018-02-08,1084113
2018-02-09,1131941
2018-02-10,1131941
2018-02-11,1131941
2018-02-12,1131941
2018-02-13,1131941
2018-02-14,1131941
2018-02-15,1131941
2018-02-16,1131941
2018-02-17,1131941
2018-02-18,1131941
2018-02-19,1131941
2018-02-20,1131941
2018-02-21,1131941
2018-02-22,1131941
2018-02-23,1131941
2018-02-24,1131941
2018-02-25,1131941
2018-02-26,1183189
2018-02-27,1183189
2018-02-28,1183189
2018-03-01,1183189
2018-03-02,1183189
2018-03-03,1183189
2018-03-04,1183189
2018-03-05,1183189
2018-03-06,1183189
2018-03-07,1183189
2018-03-08,1183189
2018-03-09,1183189
2018-03-10,1183189
2018-03-11,1183189
2018-03-12,1183189
2018-03-13,1183189
2018-03-14,1183189
2018-03-15,1183189
2018-03-16,1183189
2018-03-17,1183189
2018-03-18,1183189
2018-03-20,1183189
2018-03-21,1183189
2018-03-23,1183189
2018-03-24,1183189
2018-03-25,1183189
2018-03-26,1183189
2018-03-27,1183189
2018-03-28,1183189
2018-03-29,1183189
2018-03-30,1183189
2018-03-31,1237668
2018-04-01,1237668
2018-04-02,1237668
2018-04-03,1237668
2018-04-04,1237668
2018-04-05,1237668
2018-04-06,1237668
2018-04-07,1237668
2018-04-08,1237668
2018-04-09,1237668
2018-04-10,1237668
2018-04-11,1237668
2018-04-12,1237668
2018-04-13,1237668
2018-04-14,1237668
2018-04-15,1237668
2018-04-16,1237668
2018-04-17,1237668
2018-04-18,1237668
2018-04-19,1237668
2018-04-20,1237668
2018-04-21,1237668
2018-04-22,1237668
2018-04-23,1237668
2018-04-24,1237668
2018-04-25,1237668
2018-04-26,1237668
2018-04-27,1237668
2018-04-28,1237668
2018-04-29,1237668
2018-04-30,1237668
2018-05-01,1237668
2018-05-03,1237668
2018-05-04,1237668
2018-05-05,1237668
2018-05-07,1237668
2018-05-08,1237668
2018-05-09,1237668
2018-05-10,1237668
2018-05-11,1237668
2018-05-12,1237668
2018-05-13,1237668
2018-05-14,1237668
2018-05-15,1292780
2018-05-16,1292780
2018-05-17,1292780
2018-05-18,1292780
2018-05-19,1292780
2018-05-20,1292780
2018-05-21,1292780
2018-05-22,1292780
2018-05-23,1292780
2018-05-24,1292780
2018-05-25,1292780
2018-05-26,1292780
2018-05-27,1292780
2018-05-28,1292780
2018-05-29,1292780
2018-05-30,1292780
2018-05-31,1292780
2018-06-01,1292780
2018-06-02,1292780
2018-06-03,1292780
2018-06-04,1292780
2018-06-05,1292780
2018-06-06,1292780
2018-06-07,1292780
2018-06-08,1292780
2018-06-09,1292780
2018-06-10,1292780
2018-06-11,1292780
2018-06-12,1292780
2018-06-13,1292780
2018-06-14,1292780
2018-06-15,1292780
2018-06-16,1292780
2018-06-17,1292780
2018-06-18,1292780
2018-06-19,1352507
2018-06-20,1352507
2018-06-21,1352507
2018-06-22,1352507
2018-06-23,1352507
2018-06-24,1352507
2018-06-25,1352507
2018-06-26,1352507
2018-06-27,1352507
2018-06-28,1352507
2018-06-29,1352507
2018-06-30,1352507
2018-07-01,1352507
2018-07-02,1352507
2018-07-03,1352507
2018-07-04,1352507
2018-07-05,1352507
2018-07-06,1352507
2018-07-07,1352507
2018-07-08,1352507
2018-07-09,1352507
2018-07-10,1352507
2018-07-11,1352507
2018-07-12,1352507
2018-07-13,1352507
2018-07-14,1352507
2018-07-15,1352507
2018-07-16,1352507
2018-07-17,1352507
2018-07-18,1352507
2018-07-19,1352507
2018-07-20,1352507
2018-07-21,1352507
2018-07-22,1352507
2018-07-23,1352507
2018-07-24,1352507
2018-07-25,1352507
2018-07-26,1352507
2018-07-27,1352507
2018-07-28,1352507
2018-07-29,1352507
2018-07-30,1352507
2018-07-31,1352507
2018-08-01,1352507
2018-08-02,1352507
2018-08-03,1352507
2018-08-04,1352507
2018-08-05,1352507
2018-08-06,1352507
2018-08-07,1416631
2018-08-08,1416631
2018-08-09,1416631
2018-08-10,1416631
2018-08-11,1416631
2018-08-12,1416631
2018-08-14,1416631
2018-08-16,1416631
2018-08-17,1416631
2018-08-18,1416631
2018-08-19,1416631
2018-08-20,1416631
2018-08-21,1416631
2018-08-22,1416631
2018-08-23,1416631
2018-08-24,1416631
2018-08-25,1416631
2018-08-26,1416631
2018-08-27,1416631
2018-08-28,1416631
2018-08-29,1416631
2018-08-30,1416631
2018-08-31,1416631
2018-09-01,1416631
2018-09-02,1416631
2018-09-03,1416631
2018-09-04,1416631
2018-09-05,1480671
2018-09-06,1480671
2018-09-07,1480671
2018-09-08,1480671
2018-09-09,1480671
2018-09-10,1480671
2018-09-11,1480671
2018-09-12,1480671
2018-09-13,1480671
2018-09-14,1480671
2018-09-15,1480671
2018-09-16,1480671
2018-09-17,1480671
2018-09-18,1480671
2018-09-19,1480671
2018-09-20,1480671
2018-09-21,1480671
2018-09-22,1480671
2018-09-23,1480671
2018-09-24,1480671
2018-09-25,1480671
2018-09-26,1480671
2018-09-27,1480671
2018-09-28,1480671
2018-09-29,1480671
2018-09-30,1480671
2018-10-02,1548369
2018-10-03,1548369
2018-10-04,1548369
2018-10-05,1548369
2018-10-06,1548369
2018-10-07,1548369
2018-10-08,1548369
2018-10-09,1548369
2018-10-10,1548369
2018-10-11,1548369
2018-10-12,1548369
2018-10-13,1548369
2018-10-14,1548369
2018-10-15,1548369
2018-10-16,1548369
2018-10-17,1548369
2018-10-18,1548369
2018-10-19,1548369
2018-10-20,1548369
2018-10-21,1548369
2018-10-22,1548369
2018-10-23,1548369
2018-10-24,1548369
2018-10-25,1548369
2018-10-26,1548369
2018-10-27,1620541
2018-10-28,1620541
2018-10-29,1620541
2018-10-30,1620541
2018-10-31,1620541
2018-11-01,1620541
2018-11-03,1620541
2018-11-04,1620541
2018-11-05,1620541
2018-11-06,1620541
2018-11-07,1620541
2018-11-08,1620541
2018-11-09,1620541
2018-11-10,1620541
2018-11-11,1620541
2018-11-12,1620541
2018-11-13,1620541
2018-11-14,1620541
2018-11-15,1620541
2018-11-16,1620541
2018-11-17,1620541
2018-11-18,1620541
2018-11-19,1620541
2018-11-20,1620541
2018-11-21,1698785
2018-11-22,1698785
2018-11-23,1698785
2018-11-24,1698785
2018-11-25,1698785
2018-11-26,1698785
2018-11-27,1698785
2018-11-28,1698785
2018-11-29,1698785
2018-12-01,1698785
2018-12-02,1698785
2018-12-03,1698785
2018-12-04,1698785
2018-12-05,1698785
2018-12-07,1698785
2018-12-09,1777063
2018-12-10,1777063
2018-12-11,1777063
2018-12-12,1777063
2018-12-13,1777063
2018-12-14,1777063
2018-12-15,1777063
2018-12-16,1777063
2018-12-17,1777063
2018-12-18,1777063
2018-12-19,1777063
2018-12-20,1777063
2018-12-21,1777063
2018-12-22,1777063
2018-12-23,1777063
2018-12-24,1777063
2018-12-25,1777063
2018-12-26,1777063
2018-12-27,1862316
2018-12-28,1862316
2018-12-29,1862316
2018-12-30,1862316
2018-12-31,1862316
2019-01-01,1862316
2019-01-02,1862316
2019-01-03,1862316
2019-01-04,1862316
2019-01-05,1862316
2019-01-06,1862316
2019-01-08,1862316
2019-01-10,1862316
2019-01-11,1948703
2019-01-12,1948703
2019-01-13,1948703
2019-01-14,1948703
2019-01-15,1948703
2019-01-16,1948703
2019-01-17,1948703
2019-01-18,1948703
2019-01-19,1948703
2019-01-20,1948703
2019-01-21,1948703
2019-01-22,1948703
2019-01-23,1948703
2019-01-24,1948703
2019-01-25,2036211
2019-01-26,2036211
2019-01-27,2036211
2019-01-28,2036211
2019-01-29,2036211
2019-01-30,2036211
2019-01-31,2036211
2019-02-01,2036211
2019-02-02,2036211
2019-02-03,2036211
2019-02-04,2036211
2019-02-05,2036211
2019-02-06,2036211
2019-02-07,2036211
2019-02-08,2128285
2019-02-09,2128285
2019-02-10,2128285
2019-02-11,2128285
2019-02-12,2128285
2019-02-13,2128285
2019-02-14,2128285
2019-02-15,2128285
2019-02-16,2128285
2019-02-17,2128285
2019-02-18,2128285
2019-02-19,2128285
2019-02-20,2128285
2019-02-21,2128285
2019-02-22,2128285
2019-02-23,2128285
2019-02-24,2128285
2019-02-25,2128285
2019-02-26,2128285
2019-02-27,2128285
2019-02-28,2128285
2019-03-01,2128285
2019-03-02,2128285
2019-03-03,2128285
2019-03-04,2128285
2019-03-05,2128285
2019-03-06,2128285
2019-03-07,2128285
2019-03-08,2128285
2019-03-09,2128285
2019-03-10,2128285
2019-03-11,2128285
2019-03-12,2128285
2019-03-13,2128285
2019-03-14,2224585
2019-03-15,2224585
2019-03-16,2224585
2019-03-17,2224585
2019-03-18,2224585
2019-03-19,2224585
2019-03-20,2224585
2019-03-21,2224585
2019-03-22,2224585
2019-03-23,2224585
2019-03-24,2224585
2019-03-25,2224585
2019-03-26,2224585
2019-03-27,2224585
2019-03-28,2224585
2019-03-29,2224585
2019-03-30,2224585
2019-03-31,2224585
2019-04-01,2224585
2019-04-02,2325310
2019-04-03,2325310
2019-04-04,2325310
2019-04-05,2325310
2019-04-06,2325310
2019-04-07,2325310
2019-04-08,2325310
2019-04-09,2325310
2019-04-10,2325310
2019-04-11,2325310
2019-04-12,2325310
2019-04-13,2325310
2019-04-14,2325310
2019-04-15,2325310
2019-04-16,2325310
2019-04-17,2325310
2019-04-18,2325310
2019-04-19,2325310
2019-04-20,2325310
2019-04-21,2427022
2019-04-22,2427022
2019-04-23,2427022
2019-04-24,2427022
2019-04-25,2427022
2019-04-26,2427022
2019-04-27,2427022
2019-04-28,2427022
2019-04-29,2427022
2019-04-30,2427022
2019-05-01,2427022
2019-05-02,2427022
2019-05-03,2427022
2019-05-04,2427022
2019-05-05,2427022
2019-05-06,2539550
2019-05-07,2539550
2019-05-08,2539550
2019-05-09,2539550
2019-05-10,2539550
2019-05-11,2539550
2019-05-12,2539550
2019-05-13,2539550
2019-05-14,2539550
2019-05-15,2539550
2019-05-16,2539550
2019-05-17,2539550
2019-05-18,2539550
2019-05-19,2539550
2019-05-20,2539550
2019-05-21,2539550
2019-05-22,2636541
2019-05-23,2636541
2019-05-24,2636541
2019-05-25,2636541
2019-05-26,2636541
2019-05-27,2636541
2019-05-28,2636541
2019-05-29,2636541
2019-05-30,2636541
2019-05-31,2636541
2019-06-01,2636541
2019-06-02,2636541
2019-06-03,2636541
2019-06-04,2636541
2019-06-05,2636541
2019-06-06,2636541
2019-06-07,2636541
2019-06-08,2759971
2019-06-09,2759971
2019-06-10,2759971
2019-06-11,2759971
2019-06-12,2759971
2019-06-13,2759971
2019-06-14,2759971
2019-06-15,2759971
2019-06-16,2759971
2019-06-17,2759971
2019-06-18,2759971
2019-06-19,2759971
2019-06-20,2759971
2019-06-21,2889435
2019-06-22,2889435
2019-06-23,2889435
2019-06-24,2889435
2019-06-25,2889435
2019-06-26,2889435
2019-06-27,2889435
2019-06-28,2889435
2019-06-29,2889435
2019-06-30,2889435
2019-07-01,2889435
2019-07-02,2889435
2019-07-03,3016209
2019-07-04,3016209
2019-07-05,3016209
2019-07-06,3016209
2019-07-07,3016209
2019-07-08,3016209
2019-07-09,3016209
2019-07-10,3016209
2019-07-11,3016209
2019-07-12,3016209
2019-07-13,3016209
2019-07-14,3016209
2019-07-15,3016209
2019-07-16,3150269
2019-07-17,3150269
2019-07-18,3150269
2019-07-19,3150269
2019-07-20,3150269
2019-07-21,3150269
2019-07-22,3150269
2019-07-23,3150269
2019-07-24,3150269
2019-07-25,3150269
2019-07-26,3150269
2019-07-27,3150269
2019-07-28,3150269
2019-07-29,3150269
2019-07-30,3299935
2019-07-31,3299935
2019-08-01,3299935
2019-08-02,3299935
2019-08-03,3299935
2019-08-04,3299935
2019-08-05,3299935
2019-08-06,3299935
2019-08-07,3299935
2019-08-08,3299935
2019-08-09,3299935
2019-08-10,3299935
2019-08-11,3299935
2019-08-12,3299935
2019-08-13,3444539
2019-08-14,3444539
2019-08-15,3444539
2019-08-16,3444539
2019-08-17,3444539
2019-08-18,3444539
2019-08-19,3444539
2019-08-20,3444539
2019-08-21,3444539
2019-08-22,3444539
2019-08-23,3444539
2019-08-24,3601824
2019-08-24,3601824
2019-08-25,3601824
2019-08-25,3601824
2019-08-26,3601824
2019-08-27,3601824
2019-08-27,3601824
2019-08-28,3601824
2019-08-29,3601824
2019-08-30,3601824
2019-08-31,3601824
2019-09-01,3601824
2019-09-02,3601824
2019-09-03,3771573
2019-09-04,3771573
2019-09-05,3771573
2019-09-06,3771573
2019-09-07,3771573
2019-09-08,3771573
2019-09-09,3771573
2019-09-10,3771573
2019-09-11,3771573
2019-09-12,3771573
2019-09-13,3771573
2019-09-14,3771573
2019-09-15,3947016
2019-09-16,3947016
2019-09-17,3947016
2019-09-18,3947016
2019-09-19,3947016
2019-09-20,3947016
2019-09-21,3947016
2019-09-22,3947016
2019-09-23,3947016
2019-09-24,3947016
2019-09-25,3947016
2019-09-26,3947016
2019-09-27,3947016
2019-09-28,4116407
2019-09-29,4116407
2019-09-30,4116407
2019-10-01,4116407
2019-10-02,4116407
2019-10-03,4116407
2019-10-04,4116407
2019-10-05,4116407
2019-10-06,4116407
2019-10-07,4116407
2019-10-08,4116407
2019-10-09,4116407
2019-10-10,4116407
2019-10-11,4116407
2019-10-12,4116407
2019-10-13,4116407
2019-10-14,4116407
2019-10-15,4298613
2019-10-16,4298613
2019-10-17,4298613
2019-10-18,4298613
2019-10-19,4298613
2019-10-20,4298613
2019-10-21,4298613
2019-10-22,4298613
2019-10-23,4298613
2019-10-24,4298613
2019-10-25,4298613
2019-10-26,4298613
2019-10-27,4298613
2019-10-28,4298613
2019-10-29,4298613
2019-10-30,4298613
2019-10-31,4298613
2019-11-01,4298613
2019-11-02,4492338
2019-11-03,4492338
2019-11-04,4492338
2019-11-05,4492338
2019-11-06,4492338
2019-11-07,4492338
2019-11-08,4492338
2019-11-09,4492338
2019-11-10,4492338
2019-11-11,4492338
2019-11-12,4492338
2019-11-13,4492338
2019-11-14,4492338
2019-11-15,4492338
2019-11-16,4703802
2019-11-17,4703802
2019-11-18,4703802
2019-11-19,4703802
2019-11-20,4703802
2019-11-21,4703802
2019-11-22,4703802
2019-11-23,4703802
2019-11-24,4703802
2019-11-25,4703802
2019-11-26,4703802
2019-11-27,4703802
2019-11-28,4703802
2019-11-29,4703802
2019-11-30,4703802
2019-12-01,4703802
2019-12-02,4703802
2019-12-03,4924492
2019-12-04,4924492
2019-12-05,4924492
2019-12-06,4924492
2019-12-07,4924492
2019-12-08,4924492
2019-12-09,4924492
2019-12-10,4924492
2019-12-11,4924492
2019-12-12,4924492
2019-12-13,4924492
2019-12-14,4924492
2019-12-15,4924492
2019-12-16,4924492
2019-12-17,4924492
2019-12-18,5148293
2019-12-19,5148293
2019-12-20,5148293
2019-12-21,5148293
2019-12-22,5148293
2019-12-23,5148293
2019-12-24,5148293
2019-12-25,5148293
2019-12-26,5148293
2019-12-27,5389671
2019-12-28,5389671
2019-12-29,5389671
2019-12-30,5389671
2019-12-31,5389671
2020-01-01,5389671
2020-01-02,5389671
2020-01-03,5389671
2020-01-04,5389671
2020-01-05,5624820
2020-01-06,5624820
2020-01-07,5624820
2020-01-08,5624820
2020-01-09,5624820
2020-01-10,5624820
2020-01-11,5624820
2020-01-12,5863913
2020-01-13,5863913
2020-01-14,5863913
2020-01-15,6117297
2020-01-16,6117297
2020-01-17,6117297
2020-01-18,6117297
2020-01-19,6406413
2020-01-20,6406413
2020-01-21,6406413
2020-01-22,6406413
2020-01-23,6682584
2020-01-24,6682584
2020-01-25,6682584
2020-01-26,6682584
2020-01-27,6682584
2020-01-28,6998309
2020-01-29,6998309
2020-01-30,6998309
2020-01-31,6998309
2020-02-01,6998309
2020-02-02,7291901
2020-02-03,7291901
2020-02-04,7291901
2020-02-05,7291901
2020-02-06,7291901
2020-02-07,7291901
2020-02-08,7291901
2020-02-09,7291901
2020-02-10,7625973
2020-02-11,7625973
2020-02-12,7625973
2020-02-13,7625973
2020-02-14,7625973
2020-02-15,7966438
2020-02-16,7966438
2020-02-17,7966438
2020-02-18,7966438
2020-02-19,7966438
2020-02-20,7966438
2020-02-21,8311452
2020-02-22,8311452
2020-02-23,8311452
2020-02-24,8311452
2020-02-25,8311452
2020-02-26,8311452
2020-02-27,8311452
2020-02-28,8669852
2020-02-29,8669852
2020-03-01,8669852
2020-03-02,8669852
2020-03-03,8669852
2020-03-04,8669852
2020-03-05,8669852
2020-03-06,8669852
2020-03-07,9031212
2020-03-08,9031212
2020-03-09,9031212
2020-03-10,9031212
2020-03-11,9031212
2020-03-12,9031212
2020-03-13,9440257
2020-03-14,9440257
2020-03-15,9440257
2020-03-16,9440257
2020-03-17,9440257
2020-03-18,9440257
2020-03-19,9440257
2020-03-20,9854848
2020-03-21,9854848
2020-03-22,9854848
2020-03-23,9854848
2020-03-24,9854848
2020-03-25,9854848
2020-03-26,10295245
2020-03-27,10295245
2020-03-28,10295245
2020-03-29,10295245
2020-03-30,10295245
2020-03-31,10295245
2020-04-01,10749745
2020-04-02,10749745
2020-04-03,10749745
2020-04-04,10749745
2020-04-05,10749745
2020-04-06,10749745
2020-04-07,11231051
2020-04-08,11231051
2020-04-09,11231051
2020-04-10,11231051
2020-04-11,11728705
2020-04-12,11728705
2020-04-13,11728705
2020-04-14,11728705
2020-04-15,12229161
2020-04-16,12229161
2020-04-17,12229161
2020-04-18,12229161
2020-04-19,12229161
2020-04-20,12764589
2020-04-21,12764589
2020-04-22,12764589
2020-04-23,12764589
2020-04-24,12764589
2020-04-25,12764589
2020-04-26,13318141
2020-04-27,13318141
2020-04-28,13318141
2020-04-29,13318141
2020-04-30,13318141
2020-05-01,13918349
2020-05-02,13918349
2020-05-03,13918349
2020-05-04,13918349
2020-05-05,13918349
2020-05-06,14535361
2020-05-07,14535361
2020-05-08,14535361
2020-05-09,14535361
2020-05-10,14535361
2020-05-11,14535361
2020-05-12,14535361
2020-05-13,15177785
