date_obj,Tuna%20potato price
2019-04-16,1059
2019-04-17,1059
2019-04-18,1047
2019-04-19,1074
2019-04-20,1054
2019-04-21,1048
2019-04-22,1069
2019-04-23,1102
2019-04-24,1135
2019-04-25,1121
2019-04-26,1110
2019-04-27,1107
2019-04-28,1103
2019-04-29,1103
2019-04-30,1099
2019-05-01,1094
2019-05-02,1093
2019-05-03,1100
2019-05-04,1077
2019-05-05,1088
2019-05-06,1107
2019-05-07,1093
2019-05-08,1093
2019-05-09,1093
2019-05-10,1087
2019-05-11,1085
2019-05-12,1096
2019-05-13,1132
2019-05-14,1166
2019-05-15,1225
2019-05-16,1199
2019-05-17,1186
2019-05-18,1205
2019-05-19,1201
2019-05-20,1194
2019-05-21,1218
2019-05-22,1195
2019-05-23,1201
2019-05-24,1188
2019-05-25,1194
2019-05-26,1182
2019-05-27,1199
2019-05-28,1169
2019-05-29,1183
2019-05-30,1180
2019-05-31,1230
2019-06-01,1227
2019-06-02,1214
2019-06-03,1211
2019-06-04,1254
2019-06-05,1234
2019-06-06,1230
2019-06-07,1220
2019-06-08,1214
2019-06-09,1248
2019-06-10,1259
2019-06-11,1242
2019-06-12,1244
2019-06-13,1283
2019-06-14,1264
2019-06-15,1255
2019-06-16,1235
2019-06-17,1224
2019-06-18,1220
2019-06-19,1215
2019-06-20,1202
2019-06-21,1196
2019-06-22,1189
2019-06-23,1168
2019-06-24,1149
2019-06-25,1143
2019-06-26,1123
2019-06-27,1109
2019-06-28,1109
2019-06-29,1089
2019-06-30,1074
2019-07-01,1048
2019-07-02,1029
2019-07-03,1034
2019-07-04,1023
2019-07-05,1035
2019-07-06,1034
2019-07-07,1066
2019-07-08,1078
2019-07-09,1091
2019-07-10,1130
2019-07-11,1125
2019-07-12,1104
2019-07-13,1111
2019-07-14,1147
2019-07-15,1131
2019-07-16,1129
2019-07-17,1137
2019-07-18,1121
2019-07-19,1111
2019-07-20,1082
2019-07-21,1054
2019-07-22,1027
2019-07-23,1014
2019-07-24,995
2019-07-25,970
2019-07-26,974
2019-07-27,1006
2019-07-28,1031
2019-07-29,991
2019-07-30,1010
2019-07-31,1012
2019-08-01,1035
2019-08-02,1030
2019-08-03,1011
2019-08-04,1019
2019-08-05,1018
2019-08-06,1023
2019-08-07,1059
2019-08-08,1044
2019-08-09,1035
2019-08-10,1026
2019-08-11,1028
2019-08-12,1011
2019-08-13,1013
2019-08-14,997
2019-08-15,982
2019-08-16,996
2019-08-17,1000
2019-08-18,1010
2019-08-19,1016
2019-08-20,1007
2019-08-21,1002
2019-08-22,1001
2019-08-23,1004
2019-08-24,1024
2019-08-24,1024
2019-08-25,1039
2019-08-25,1039
2019-08-26,1070
2019-08-26,1070
2019-08-27,1103
2019-08-27,1103
2019-08-28,1099
2019-08-29,1121
2019-08-30,1131
2019-08-31,1090
2019-09-01,1074
2019-09-02,1054
2019-09-03,1045
2019-09-04,1017
2019-09-05,1048
2019-09-06,1042
2019-09-07,1035
2019-09-08,1087
2019-09-09,1115
2019-09-10,1067
2019-09-11,1045
2019-09-12,1029
2019-09-13,1060
2019-09-14,1036
2019-09-15,1040
2019-09-16,1016
2019-09-17,999
2019-09-18,969
2019-09-19,989
2019-09-20,974
2019-09-21,976
2019-09-22,1015
2019-09-23,1003
2019-09-24,1041
2019-09-25,1065
2019-09-26,1096
2019-09-27,1104
2019-09-28,1106
2019-09-29,1107
2019-09-30,1073
2019-10-01,1119
2019-10-02,1125
2019-10-03,1174
2019-10-04,1152
2019-10-05,1206
2019-10-06,1222
2019-10-07,1203
2019-10-08,1198
2019-10-09,1191
2019-10-10,1192
2019-10-11,1242
2019-10-12,1188
2019-10-13,1151
2019-10-14,1093
2019-10-15,1065
2019-10-16,1033
2019-10-17,1029
2019-10-18,1059
2019-10-19,1087
2019-10-20,1094
2019-10-21,1126
2019-10-22,1109
2019-10-23,1082
2019-10-24,1101
2019-10-25,1139
2019-10-26,1150
2019-10-27,1104
2019-10-28,1069
2019-10-29,1040
2019-10-30,1043
2019-10-31,1065
2019-11-01,1067
2019-11-02,1059
2019-11-03,1105
2019-11-04,1125
2019-11-05,1095
2019-11-06,1116
2019-11-07,1101
2019-11-08,1103
2019-11-09,1150
2019-11-10,1208
2019-11-11,1263
2019-11-12,1325
2019-11-13,1392
2019-11-14,1400
2019-11-15,1450
2019-11-16,1499
2019-11-17,1498
2019-11-18,1430
2019-11-19,1424
2019-11-20,1442
2019-11-21,1418
2019-11-22,1424
2019-11-23,1382
2019-11-24,1397
2019-11-25,1405
2019-11-26,1445
2019-11-27,1426
2019-11-28,1436
2019-11-29,1458
2019-11-30,1426
2019-12-01,1432
2019-12-02,1385
2019-12-03,1436
2019-12-04,1483
2019-12-05,1434
2019-12-06,1415
2019-12-07,1384
2019-12-08,1391
2019-12-09,1355
2019-12-10,1371
2019-12-11,1344
2019-12-12,1325
2019-12-13,1355
2019-12-14,1387
2019-12-15,1341
2019-12-16,1343
2019-12-17,1342
2019-12-18,1348
2019-12-19,1368
2019-12-20,1427
2019-12-21,1442
2019-12-22,1426
2019-12-23,1399
2019-12-24,1386
2019-12-25,1393
2019-12-26,1411
2019-12-27,1457
2019-12-28,1499
2019-12-29,1574
2019-12-30,1600
2019-12-31,1531
2020-01-01,1509
2020-01-02,1556
2020-01-03,1523
2020-01-04,1453
2020-01-05,1404
2020-01-06,1391
2020-01-07,1398
2020-01-08,1419
2020-01-09,1403
2020-01-10,1431
2020-01-11,1481
2020-01-12,1508
2020-01-13,1480
2020-01-14,1447
2020-01-15,1449
2020-01-16,1438
2020-01-17,1481
2020-01-18,1487
2020-01-19,1460
2020-01-20,1432
2020-01-21,1429
2020-01-22,1445
2020-01-23,1465
2020-01-24,1467
2020-01-25,1473
2020-01-26,1470
2020-01-27,1490
2020-01-28,1435
2020-01-29,1428
2020-01-30,1433
2020-01-31,1436
2020-02-01,1456
2020-02-02,1398
2020-02-03,1431
2020-02-04,1440
2020-02-05,1433
2020-02-06,1413
2020-02-07,1384
2020-02-08,1352
2020-02-09,1348
2020-02-10,1363
2020-02-11,1340
2020-02-12,1373
2020-02-13,1401
2020-02-14,1404
2020-02-15,1410
2020-02-16,1429
2020-02-17,1416
2020-02-18,1407
2020-02-19,1409
2020-02-20,1418
2020-02-21,1460
2020-02-22,1458
2020-02-23,1438
2020-02-24,1424
2020-02-25,1420
2020-02-26,1426
2020-02-27,1413
2020-02-28,1453
2020-02-29,1423
2020-03-01,1488
2020-03-02,1492
2020-03-03,1491
2020-03-04,1470
2020-03-05,1488
2020-03-06,1448
2020-03-07,1401
2020-03-08,1441
2020-03-09,1480
2020-03-10,1454
2020-03-11,1429
2020-03-12,1396
2020-03-13,1357
2020-03-14,1379
2020-03-15,1399
2020-03-16,1395
2020-03-17,1414
2020-03-18,1453
2020-03-19,1447
2020-03-20,1413
2020-03-21,1463
2020-03-22,1520
2020-03-23,1519
2020-03-24,1530
2020-03-25,1543
2020-03-26,1560
2020-03-27,1527
2020-03-28,1517
2020-03-29,1514
2020-03-30,1546
2020-03-31,1588
2020-04-01,1587
2020-04-02,1583
2020-04-03,1583
2020-04-04,1562
2020-04-05,1539
2020-04-06,1489
2020-04-07,1474
2020-04-08,1454
2020-04-09,1456
2020-04-10,1443
2020-04-11,1476
2020-04-12,1541
2020-04-13,1516
2020-04-14,1478
2020-04-15,1465
2020-04-16,1447
2020-04-17,1441
2020-04-18,1411
2020-04-19,1369
2020-04-20,1354
2020-04-21,1340
2020-04-22,1349
2020-04-23,1385
2020-04-24,1399
2020-04-25,1415
2020-04-26,1460
2020-04-27,1455
2020-04-28,1438
2020-04-29,1400
2020-04-30,1396
2020-05-01,1440
2020-05-02,1450
2020-05-03,1414
2020-05-04,1397
2020-05-05,1370
2020-05-06,1356
2020-05-07,1347
2020-05-08,1323
2020-05-09,1280
2020-05-10,1259
2020-05-11,1208
2020-05-12,1240
2020-05-13,1282
