date_obj,Bucket%20of%20wax price
2019-08-22,701
2019-08-23,701
2019-08-24,709
2019-08-24,709
2019-08-25,709
2019-08-25,709
2019-08-26,720
2019-08-26,720
2019-08-27,720
2019-08-27,720
2019-08-28,690
2019-08-29,690
2019-08-30,659
2019-08-31,659
2019-09-01,626
2019-09-02,626
2019-09-03,625
2019-09-04,625
2019-09-05,647
2019-09-06,647
2019-09-07,665
2019-09-08,665
2019-09-09,631
2019-09-10,631
2019-09-11,608
2019-09-12,608
2019-09-13,608
2019-09-14,632
2019-09-15,632
2019-09-16,625
2019-09-17,625
2019-09-18,594
2019-09-19,594
2019-09-20,594
2019-09-21,566
2019-09-22,566
2019-09-23,573
2019-09-24,573
2019-09-25,573
2019-09-26,599
2019-09-27,599
2019-09-28,623
2019-09-29,623
2019-09-30,623
2019-10-01,637
2019-10-02,637
2019-10-03,637
2019-10-04,661
2019-10-05,661
2019-10-06,684
2019-10-07,684
2019-10-08,706
2019-10-09,706
2019-10-10,706
2019-10-11,738
2019-10-12,738
2019-10-13,770
2019-10-14,770
2019-10-15,779
2019-10-16,779
2019-10-17,779
2019-10-18,750
2019-10-19,750
2019-10-20,761
2019-10-21,761
2019-10-22,761
2019-10-23,747
2019-10-24,747
2019-10-25,747
2019-10-26,718
2019-10-27,718
2019-10-28,745
2019-10-29,745
2019-10-30,745
2019-10-31,767
2019-11-01,767
2019-11-02,795
2019-11-03,795
2019-11-04,795
2019-11-05,795
2019-11-06,795
2019-11-07,800
2019-11-08,800
2019-11-09,775
2019-11-10,775
2019-11-11,778
2019-11-12,778
2019-11-13,778
2019-11-14,754
2019-11-15,754
2019-11-16,716
2019-11-17,716
2019-11-18,716
2019-11-19,681
2019-11-20,681
2019-11-21,681
2019-11-22,653
2019-11-23,653
2019-11-24,655
2019-11-25,655
2019-11-26,672
2019-11-27,672
2019-11-28,672
2019-11-29,678
2019-11-30,678
2019-12-01,677
2019-12-02,677
2019-12-03,669
2019-12-04,669
2019-12-05,669
2019-12-06,667
2019-12-07,667
2019-12-08,692
2019-12-09,692
2019-12-10,683
2019-12-11,683
2019-12-12,683
2019-12-13,698
2019-12-14,698
2019-12-15,709
2019-12-16,709
2019-12-17,698
2019-12-18,698
2019-12-19,698
2019-12-20,691
2019-12-21,691
2019-12-22,663
2019-12-23,663
2019-12-24,663
2019-12-25,688
2019-12-26,688
2019-12-27,716
2019-12-28,716
2019-12-29,737
2019-12-30,737
2019-12-31,756
2020-01-01,756
2020-01-02,765
2020-01-03,765
2020-01-04,765
2020-01-05,788
2020-01-06,788
2020-01-07,802
2020-01-08,802
2020-01-09,802
2020-01-10,822
2020-01-11,822
2020-01-12,843
2020-01-13,843
2020-01-14,843
2020-01-15,807
2020-01-16,807
2020-01-17,808
2020-01-18,808
2020-01-19,806
2020-01-20,806
2020-01-21,806
2020-01-22,804
2020-01-23,804
2020-01-24,813
2020-01-25,813
2020-01-26,812
2020-01-27,812
2020-01-28,834
2020-01-29,834
2020-01-30,845
2020-01-31,845
2020-02-01,814
2020-02-02,814
2020-02-03,779
2020-02-04,779
2020-02-05,740
2020-02-06,740
2020-02-07,703
2020-02-08,703
2020-02-09,683
2020-02-10,695
2020-02-11,695
2020-02-12,728
2020-02-13,728
2020-02-14,709
2020-02-15,709
2020-02-16,707
2020-02-17,707
2020-02-18,704
2020-02-19,704
2020-02-20,711
2020-02-21,711
2020-02-22,704
2020-02-23,704
2020-02-24,717
2020-02-25,717
2020-02-26,745
2020-02-27,745
2020-02-28,736
2020-02-29,736
2020-03-01,724
2020-03-02,724
2020-03-03,733
2020-03-04,733
2020-03-05,757
2020-03-06,757
2020-03-07,763
2020-03-08,763
2020-03-09,747
2020-03-10,747
2020-03-11,753
2020-03-12,753
2020-03-13,783
2020-03-14,807
2020-03-15,807
2020-03-16,839
2020-03-17,839
2020-03-18,847
2020-03-19,847
2020-03-20,846
2020-03-21,846
2020-03-22,859
2020-03-23,859
2020-03-24,816
2020-03-25,805
2020-03-26,789
2020-03-27,799
2020-03-28,819
2020-03-29,788
2020-03-30,775
2020-03-31,789
2020-04-01,806
2020-04-02,779
2020-04-03,779
2020-04-04,761
2020-04-05,738
2020-04-06,731
2020-04-07,717
2020-04-08,725
2020-04-09,736
2020-04-10,736
2020-04-11,720
2020-04-12,750
2020-04-13,723
2020-04-14,754
2020-04-15,734
2020-04-16,734
2020-04-17,753
2020-04-18,720
2020-04-19,710
2020-04-20,716
2020-04-21,713
2020-04-22,714
2020-04-23,723
2020-04-24,695
2020-04-25,695
2020-04-26,706
2020-04-27,691
2020-04-28,679
2020-04-29,688
2020-04-30,694
2020-05-01,694
2020-05-02,683
2020-05-03,711
2020-05-04,709
2020-05-05,681
2020-05-06,664
2020-05-07,657
2020-05-08,657
2020-05-09,639
2020-05-10,613
2020-05-11,613
2020-05-12,619
2020-05-13,631
