date_obj,Cadantine%20blood%20potion%20(unf) price
2018-10-13,2924
2018-10-14,2924
2018-10-15,2924
2018-10-16,2924
2018-10-17,2924
2018-10-18,2924
2018-10-19,2924
2018-10-20,2924
2018-10-21,2924
2018-10-22,3031
2018-10-23,3031
2018-10-24,3031
2018-10-25,3031
2018-10-26,3031
2018-10-27,3031
2018-10-28,3031
2018-10-29,3031
2018-10-30,3031
2018-10-31,3031
2018-11-01,3031
2018-11-03,3115
2018-11-04,3115
2018-11-05,3115
2018-11-06,3115
2018-11-07,3115
2018-11-08,3115
2018-11-09,3115
2018-11-10,3115
2018-11-11,3115
2018-11-12,3115
2018-11-13,3203
2018-11-14,3203
2018-11-15,3203
2018-11-16,3203
2018-11-17,3203
2018-11-18,3203
2018-11-19,3203
2018-11-20,3203
2018-11-21,3203
2018-11-22,3203
2018-11-23,3133
2018-11-24,3133
2018-11-25,3133
2018-11-26,3133
2018-11-27,3133
2018-11-28,3133
2018-11-29,3133
2018-12-01,3133
2018-12-02,3091
2018-12-03,3091
2018-12-04,3091
2018-12-05,3091
2018-12-07,3091
2018-12-09,3091
2018-12-10,3091
2018-12-11,3091
2018-12-12,3118
2018-12-13,3118
2018-12-14,3118
2018-12-15,3118
2018-12-16,3118
2018-12-17,3118
2018-12-18,3118
2018-12-19,3118
2018-12-20,3118
2018-12-21,3118
2018-12-22,3156
2018-12-23,3156
2018-12-24,3156
2018-12-25,3156
2018-12-26,3156
2018-12-27,3156
2018-12-28,3156
2018-12-29,3156
2018-12-30,3156
2018-12-31,3247
2019-01-01,3247
2019-01-02,3247
2019-01-03,3247
2019-01-04,3247
2019-01-05,3247
2019-01-06,3247
2019-01-08,3401
2019-01-10,3401
2019-01-11,3401
2019-01-12,3401
2019-01-13,3545
2019-01-14,3545
2019-01-15,3545
2019-01-16,3545
2019-01-17,3545
2019-01-18,3545
2019-01-19,3711
2019-01-20,3711
2019-01-21,3711
2019-01-22,3711
2019-01-23,3711
2019-01-24,3711
2019-01-25,3887
2019-01-26,3887
2019-01-27,3887
2019-01-28,3887
2019-01-29,3887
2019-01-30,4052
2019-01-31,4052
2019-02-01,4052
2019-02-02,4052
2019-02-03,4052
2019-02-04,4052
2019-02-05,4242
2019-02-06,4242
2019-02-07,4242
2019-02-08,4242
2019-02-09,4242
2019-02-10,4242
2019-02-11,4242
2019-02-12,4242
2019-02-13,4388
2019-02-14,4388
2019-02-15,4388
2019-02-16,4388
2019-02-17,4388
2019-02-18,4388
2019-02-19,4562
2019-02-20,4562
2019-02-21,4562
2019-02-22,4562
2019-02-23,4562
2019-02-24,4761
2019-02-25,4761
2019-02-26,4761
2019-02-27,4761
2019-02-28,4761
2019-03-01,4761
2019-03-02,4761
2019-03-03,4761
2019-03-04,4948
2019-03-05,4948
2019-03-06,4948
2019-03-07,4948
2019-03-08,4948
2019-03-09,4948
2019-03-10,5144
2019-03-11,5144
2019-03-12,5144
2019-03-13,5144
2019-03-14,5144
2019-03-15,5144
2019-03-16,5144
2019-03-17,5322
2019-03-18,5322
2019-03-19,5322
2019-03-20,5322
2019-03-21,5322
2019-03-22,5322
2019-03-23,5322
2019-03-24,5322
2019-03-25,5322
2019-03-26,5321
2019-03-27,5321
2019-03-28,5321
2019-03-29,5321
2019-03-30,5321
2019-03-31,5321
2019-04-01,5321
2019-04-02,5321
2019-04-03,5321
2019-04-04,5321
2019-04-05,5368
2019-04-06,5368
2019-04-07,5368
2019-04-08,5368
2019-04-09,5368
2019-04-10,5368
2019-04-11,5368
2019-04-12,5368
2019-04-13,5368
2019-04-14,5368
2019-04-15,5379
2019-04-16,5379
2019-04-17,5379
2019-04-18,5379
2019-04-19,5379
2019-04-20,5379
2019-04-21,5379
2019-04-22,5379
2019-04-23,5379
2019-04-24,5149
2019-04-25,5149
2019-04-26,5149
2019-04-27,5149
2019-04-28,5149
2019-04-29,5149
2019-04-30,5149
2019-05-01,5149
2019-05-02,5149
2019-05-03,4935
2019-05-04,4935
2019-05-05,4935
2019-05-06,4935
2019-05-07,4935
2019-05-08,4935
2019-05-09,4935
2019-05-10,4991
2019-05-11,4991
2019-05-12,4991
2019-05-13,4991
2019-05-14,4991
2019-05-15,4991
2019-05-16,4991
2019-05-17,4991
2019-05-18,4991
2019-05-19,4930
2019-05-20,4930
2019-05-21,4930
2019-05-22,4930
2019-05-23,4930
2019-05-24,4930
2019-05-25,4930
2019-05-26,4930
2019-05-27,4890
2019-05-28,4890
2019-05-29,4890
2019-05-30,4890
2019-05-31,4890
2019-06-01,4890
2019-06-02,4890
2019-06-03,4890
2019-06-04,4798
2019-06-05,4798
2019-06-06,4798
2019-06-07,4798
2019-06-08,4798
2019-06-09,4798
2019-06-10,4798
2019-06-11,4798
2019-06-12,4798
2019-06-13,4662
2019-06-14,4662
2019-06-15,4662
2019-06-16,4662
2019-06-17,4662
2019-06-18,4662
2019-06-19,4662
2019-06-20,4442
2019-06-21,4442
2019-06-22,4442
2019-06-23,4442
2019-06-24,4442
2019-06-25,4442
2019-06-26,4442
2019-06-27,4222
2019-06-28,4222
2019-06-29,4222
2019-06-30,4222
2019-07-01,4222
2019-07-02,4222
2019-07-03,4222
2019-07-04,4222
2019-07-05,4115
2019-07-06,4115
2019-07-07,4115
2019-07-08,4115
2019-07-09,4115
2019-07-10,4115
2019-07-11,4115
2019-07-12,3972
2019-07-13,3972
2019-07-14,3972
2019-07-15,3972
2019-07-16,3972
2019-07-17,3972
2019-07-18,3972
2019-07-19,3992
2019-07-20,3992
2019-07-21,3992
2019-07-22,3992
2019-07-23,3992
2019-07-24,3992
2019-07-25,3992
2019-07-26,4090
2019-07-27,4090
2019-07-28,4090
2019-07-29,4090
2019-07-30,4090
2019-07-31,4090
2019-08-01,4090
2019-08-02,4150
2019-08-03,4150
2019-08-04,4150
2019-08-05,4150
2019-08-06,4150
2019-08-07,4150
2019-08-08,4150
2019-08-09,4150
2019-08-10,4150
2019-08-11,4000
2019-08-12,4000
2019-08-13,4000
2019-08-14,4000
2019-08-15,4000
2019-08-16,4000
2019-08-17,4000
2019-08-18,4000
2019-08-19,3831
2019-08-20,3831
2019-08-21,3831
2019-08-22,3831
2019-08-23,3831
2019-08-24,3831
2019-08-24,3831
2019-08-25,3831
2019-08-25,3831
2019-08-26,3755
2019-08-27,3755
2019-08-27,3755
2019-08-28,3755
2019-08-29,3755
2019-08-30,3755
2019-08-31,3755
2019-09-01,3755
2019-09-02,3755
2019-09-03,3616
2019-09-04,3616
2019-09-05,3616
2019-09-06,3616
2019-09-07,3616
2019-09-08,3616
2019-09-09,3616
2019-09-10,3616
2019-09-11,3616
2019-09-12,3469
2019-09-13,3469
2019-09-14,3469
2019-09-15,3469
2019-09-16,3469
2019-09-17,3469
2019-09-18,3469
2019-09-19,3469
2019-09-20,3480
2019-09-21,3480
2019-09-22,3480
2019-09-23,3480
2019-09-24,3480
2019-09-25,3480
2019-09-26,3480
2019-09-27,3480
2019-09-28,3577
2019-09-29,3577
2019-09-30,3577
2019-10-01,3577
2019-10-02,3577
2019-10-03,3577
2019-10-04,3577
2019-10-05,3577
2019-10-06,3577
2019-10-07,3554
2019-10-08,3554
2019-10-09,3554
2019-10-10,3554
2019-10-11,3554
2019-10-12,3554
2019-10-13,3554
2019-10-14,3650
2019-10-15,3650
2019-10-16,3650
2019-10-17,3650
2019-10-18,3650
2019-10-19,3650
2019-10-20,3650
2019-10-21,3756
2019-10-22,3756
2019-10-23,3756
2019-10-24,3756
2019-10-25,3756
2019-10-26,3756
2019-10-27,3756
2019-10-28,3892
2019-10-29,3892
2019-10-30,3892
2019-10-31,3892
2019-11-01,3892
2019-11-02,3892
2019-11-03,3892
2019-11-04,3892
2019-11-05,3892
2019-11-06,3812
2019-11-07,3812
2019-11-08,3812
2019-11-09,3812
2019-11-10,3812
2019-11-11,3812
2019-11-12,3812
2019-11-13,3812
2019-11-14,3812
2019-11-15,3698
2019-11-16,3698
2019-11-17,3698
2019-11-18,3698
2019-11-19,3698
2019-11-20,3698
2019-11-21,3698
2019-11-22,3698
2019-11-23,3698
2019-11-24,3785
2019-11-25,3785
2019-11-26,3785
2019-11-27,3785
2019-11-28,3785
2019-11-29,3785
2019-11-30,3785
2019-12-01,3785
2019-12-02,3785
2019-12-03,3785
2019-12-04,3785
2019-12-05,3820
2019-12-06,3820
2019-12-07,3820
2019-12-08,3820
2019-12-09,3820
2019-12-10,3820
2019-12-11,3993
2019-12-12,3993
2019-12-13,3993
2019-12-14,3993
2019-12-15,3993
2019-12-16,4061
2019-12-17,4061
2019-12-18,4061
2019-12-19,4061
2019-12-20,4061
2019-12-21,4061
2019-12-22,4061
2019-12-23,4061
2019-12-24,4061
2019-12-25,4069
2019-12-26,4069
2019-12-27,4069
2019-12-28,4069
2019-12-29,4069
2019-12-30,4069
2019-12-31,4069
2020-01-01,4227
2020-01-02,4227
2020-01-03,4227
2020-01-04,4227
2020-01-05,4227
2020-01-06,4227
2020-01-07,4227
2020-01-08,4227
2020-01-09,4227
2020-01-10,4329
2020-01-11,4329
2020-01-12,4329
2020-01-13,4329
2020-01-14,4329
2020-01-15,4329
2020-01-16,4329
2020-01-17,4220
2020-01-18,4220
2020-01-19,4220
2020-01-20,4220
2020-01-21,4220
2020-01-22,4220
2020-01-23,4220
2020-01-24,4220
2020-01-25,4247
2020-01-26,4247
2020-01-27,4247
2020-01-28,4247
2020-01-29,4247
2020-01-30,4247
2020-01-31,4247
2020-02-01,4393
2020-02-02,4393
2020-02-03,4393
2020-02-04,4393
2020-02-05,4393
2020-02-06,4393
2020-02-07,4393
2020-02-08,4549
2020-02-09,4549
2020-02-10,4549
2020-02-11,4549
2020-02-12,4549
2020-02-13,4549
2020-02-14,4406
2020-02-15,4406
2020-02-16,4406
2020-02-17,4406
2020-02-18,4406
2020-02-19,4406
2020-02-20,4325
2020-02-21,4325
2020-02-22,4325
2020-02-23,4325
2020-02-24,4325
2020-02-25,4325
2020-02-26,4325
2020-02-27,4314
2020-02-28,4314
2020-02-29,4314
2020-03-01,4314
2020-03-02,4314
2020-03-03,4314
2020-03-04,4309
2020-03-05,4309
2020-03-06,4309
2020-03-07,4309
2020-03-08,4309
2020-03-09,4309
2020-03-10,4309
2020-03-11,4473
2020-03-12,4473
2020-03-13,4473
2020-03-14,4473
2020-03-15,4473
2020-03-16,4473
2020-03-17,4374
2020-03-18,4374
2020-03-19,4374
2020-03-20,4374
2020-03-21,4374
2020-03-22,4486
2020-03-23,4486
2020-03-24,4486
2020-03-25,4486
2020-03-26,4673
2020-03-27,4673
2020-03-28,4673
2020-03-29,4875
2020-03-30,4875
2020-03-31,4875
2020-04-01,4875
2020-04-02,5090
2020-04-03,5090
2020-04-04,5090
2020-04-05,5090
2020-04-06,5336
2020-04-07,5336
2020-04-08,5336
2020-04-09,5336
2020-04-10,5585
2020-04-11,5585
2020-04-12,5585
2020-04-13,5838
2020-04-14,5838
2020-04-15,5838
2020-04-16,5838
2020-04-17,6087
2020-04-18,6087
2020-04-19,6319
2020-04-20,6319
2020-04-21,6319
2020-04-22,6319
2020-04-23,6319
2020-04-24,6222
2020-04-25,6222
2020-04-26,6222
2020-04-27,6222
2020-04-28,5990
2020-04-29,5990
2020-04-30,6210
2020-05-01,6210
2020-05-02,6210
2020-05-03,6210
2020-05-04,5943
2020-05-05,5943
2020-05-06,5943
2020-05-07,5658
2020-05-08,5658
2020-05-09,5658
2020-05-10,5658
2020-05-11,5717
2020-05-12,5717
2020-05-13,5717
