date_obj,Mystic%20robe%20top price
2019-04-12,71639
2019-04-13,71651
2019-04-14,71636
2019-04-15,71693
2019-04-16,71582
2019-04-17,71645
2019-04-18,71618
2019-04-19,71530
2019-04-20,71571
2019-04-21,71526
2019-04-22,71568
2019-04-23,71541
2019-04-24,71667
2019-04-25,71919
2019-04-26,71690
2019-04-27,71658
2019-04-28,71580
2019-04-29,71588
2019-04-30,71622
2019-05-01,71496
2019-05-02,71608
2019-05-03,71582
2019-05-04,71553
2019-05-05,71578
2019-05-06,71591
2019-05-07,71589
2019-05-08,71587
2019-05-09,71524
2019-05-10,71537
2019-05-11,71544
2019-05-12,71516
2019-05-13,71505
2019-05-14,71537
2019-05-15,71568
2019-05-16,71640
2019-05-17,71587
2019-05-18,72097
2019-05-19,71997
2019-05-20,72222
2019-05-21,72044
2019-05-22,71845
2019-05-23,71625
2019-05-24,71649
2019-05-25,71625
2019-05-26,71599
2019-05-27,71566
2019-05-28,71490
2019-05-29,71533
2019-05-30,71603
2019-05-31,71610
2019-06-01,71812
2019-06-02,71794
2019-06-03,71668
2019-06-04,71693
2019-06-05,72221
2019-06-06,72080
2019-06-07,71678
2019-06-08,71628
2019-06-09,71645
2019-06-10,71495
2019-06-11,71775
2019-06-12,71790
2019-06-13,71819
2019-06-14,71744
2019-06-15,71724
2019-06-16,71612
2019-06-17,71657
2019-06-18,71605
2019-06-19,71584
2019-06-20,71605
2019-06-21,71591
2019-06-22,71550
2019-06-23,71528
2019-06-24,71469
2019-06-25,71548
2019-06-26,71554
2019-06-27,71542
2019-06-28,71554
2019-06-29,71597
2019-06-30,71508
2019-07-01,71550
2019-07-02,71461
2019-07-03,72185
2019-07-04,71535
2019-07-05,71535
2019-07-06,72079
2019-07-07,71615
2019-07-08,71906
2019-07-09,71897
2019-07-10,72700
2019-07-11,71986
2019-07-12,71665
2019-07-13,71842
2019-07-14,71720
2019-07-15,71600
2019-07-16,71647
2019-07-17,71651
2019-07-18,71674
2019-07-19,71909
2019-07-20,71994
2019-07-21,72040
2019-07-22,71383
2019-07-23,72008
2019-07-24,71493
2019-07-25,71107
2019-07-26,71417
2019-07-27,71604
2019-07-28,71464
2019-07-29,71550
2019-07-30,71546
2019-07-31,71448
2019-08-01,71331
2019-08-02,71547
2019-08-03,71529
2019-08-04,71313
2019-08-05,71506
2019-08-06,71493
2019-08-07,71488
2019-08-08,72085
2019-08-09,71878
2019-08-10,71629
2019-08-11,71602
2019-08-12,71630
2019-08-13,71636
2019-08-14,71554
2019-08-15,71577
2019-08-16,71438
2019-08-17,71566
2019-08-18,71529
2019-08-19,71537
2019-08-20,71520
2019-08-21,71525
2019-08-22,71516
2019-08-23,71449
2019-08-24,71475
2019-08-24,71475
2019-08-25,71477
2019-08-25,71477
2019-08-26,71487
2019-08-26,71487
2019-08-27,71493
2019-08-27,71493
2019-08-28,71497
2019-08-29,71504
2019-08-30,71497
2019-08-31,71546
2019-09-01,71563
2019-09-02,71556
2019-09-03,71985
2019-09-04,72245
2019-09-05,72052
2019-09-06,71642
2019-09-07,71483
2019-09-08,71799
2019-09-09,71703
2019-09-10,71531
2019-09-11,71706
2019-09-12,71569
2019-09-13,71559
2019-09-14,71520
2019-09-15,71542
2019-09-16,71575
2019-09-17,71527
2019-09-18,71588
2019-09-19,71525
2019-09-20,71528
2019-09-21,71506
2019-09-22,71498
2019-09-23,71602
2019-09-24,71545
2019-09-25,71505
2019-09-26,71717
2019-09-27,71592
2019-09-28,71492
2019-09-29,71364
2019-09-30,71865
2019-10-01,71640
2019-10-02,71493
2019-10-03,71548
2019-10-04,71550
2019-10-05,71546
2019-10-06,71472
2019-10-07,71473
2019-10-08,71470
2019-10-09,71161
2019-10-10,71549
2019-10-11,71521
2019-10-12,71378
2019-10-13,71457
2019-10-14,71387
2019-10-15,71476
2019-10-16,71442
2019-10-17,71493
2019-10-18,71521
2019-10-19,71409
2019-10-20,71438
2019-10-21,71486
2019-10-22,71452
2019-10-23,71483
2019-10-24,71456
2019-10-25,71492
2019-10-26,71416
2019-10-27,71440
2019-10-28,71504
2019-10-29,71568
2019-10-30,71947
2019-10-31,71540
2019-11-01,71486
2019-11-02,71484
2019-11-03,71535
2019-11-04,71533
2019-11-05,71442
2019-11-06,71484
2019-11-07,71502
2019-11-08,71511
2019-11-09,71473
2019-11-10,71509
2019-11-11,71506
2019-11-12,71438
2019-11-13,71485
2019-11-14,71447
2019-11-15,71464
2019-11-16,71458
2019-11-17,71456
2019-11-18,71438
2019-11-19,71443
2019-11-20,71937
2019-11-21,71597
2019-11-22,71488
2019-11-23,71649
2019-11-24,71797
2019-11-25,71994
2019-11-26,72750
2019-11-27,72719
2019-11-28,72513
2019-11-29,72364
2019-11-30,71782
2019-12-01,71543
2019-12-02,71588
2019-12-03,71576
2019-12-04,71448
2019-12-05,71400
2019-12-06,71484
2019-12-07,71300
2019-12-08,71424
2019-12-09,71394
2019-12-10,71317
2019-12-11,71462
2019-12-12,71462
2019-12-13,71527
2019-12-14,71494
2019-12-15,71469
2019-12-16,71923
2019-12-17,71808
2019-12-18,71493
2019-12-19,71656
2019-12-20,71274
2019-12-21,71627
2019-12-22,71495
2019-12-23,72314
2019-12-24,72244
2019-12-25,71560
2019-12-26,71476
2019-12-27,71564
2019-12-28,71782
2019-12-29,71494
2019-12-30,71527
2019-12-31,71573
2020-01-01,71507
2020-01-02,71301
2020-01-03,71445
2020-01-04,71482
2020-01-05,71821
2020-01-06,71502
2020-01-07,71603
2020-01-08,71620
2020-01-09,71681
2020-01-10,71693
2020-01-11,71497
2020-01-12,71524
2020-01-13,71581
2020-01-14,71880
2020-01-15,72104
2020-01-16,72106
2020-01-17,71788
2020-01-18,71543
2020-01-19,71503
2020-01-20,71532
2020-01-21,71504
2020-01-22,71499
2020-01-23,71536
2020-01-24,71457
2020-01-25,71520
2020-01-26,71581
2020-01-27,71535
2020-01-28,71524
2020-01-29,71556
2020-01-30,71500
2020-01-31,71504
2020-02-01,71495
2020-02-02,71405
2020-02-03,71427
2020-02-04,71497
2020-02-05,71803
2020-02-06,71682
2020-02-07,69489
2020-02-08,71302
2020-02-09,71793
2020-02-10,71822
2020-02-11,71498
2020-02-12,71531
2020-02-13,71814
2020-02-14,71994
2020-02-15,71630
2020-02-16,72255
2020-02-17,71565
2020-02-18,71425
2020-02-19,71591
2020-02-20,71434
2020-02-21,71676
2020-02-22,71907
2020-02-23,71927
2020-02-24,71748
2020-02-25,71710
2020-02-26,71765
2020-02-27,71666
2020-02-28,71778
2020-02-29,71790
2020-03-01,71571
2020-03-02,71545
2020-03-03,71656
2020-03-04,71591
2020-03-05,71828
2020-03-06,71716
2020-03-07,71315
2020-03-08,71832
2020-03-09,71662
2020-03-10,71543
2020-03-11,71808
2020-03-12,71575
2020-03-13,71607
2020-03-14,71486
2020-03-15,71483
2020-03-16,71557
2020-03-17,71569
2020-03-18,71535
2020-03-19,71689
2020-03-20,71763
2020-03-21,71780
2020-03-22,71680
2020-03-23,71486
2020-03-24,71512
2020-03-25,71535
2020-03-26,71564
2020-03-27,71628
2020-03-28,71777
2020-03-29,71597
2020-03-30,71533
2020-03-31,71479
2020-04-01,71615
2020-04-02,71951
2020-04-03,72126
2020-04-04,71688
2020-04-05,71734
2020-04-06,71915
2020-04-07,71578
2020-04-08,71499
2020-04-09,71544
2020-04-10,71556
2020-04-11,71664
2020-04-12,71539
2020-04-13,71723
2020-04-14,71893
2020-04-15,71889
2020-04-16,71699
2020-04-17,71980
2020-04-18,71881
2020-04-19,71718
2020-04-20,71546
2020-04-21,71596
2020-04-22,71623
2020-04-23,71658
2020-04-24,71620
2020-04-25,71598
2020-04-26,71535
2020-04-27,71539
2020-04-28,71558
2020-04-29,71619
2020-04-30,71577
2020-05-01,71577
2020-05-02,71841
2020-05-03,71692
2020-05-04,71878
2020-05-05,71695
2020-05-06,71596
2020-05-07,71607
2020-05-08,71569
2020-05-09,71594
2020-05-10,71577
2020-05-11,71592
2020-05-12,71559
2020-05-13,71735
