date_obj,Blue%20dragon%20scale price
2017-11-28,509
2017-11-29,509
2017-11-30,509
2017-12-01,531
2017-12-02,531
2017-12-03,531
2017-12-04,531
2017-12-05,531
2017-12-06,541
2017-12-07,541
2017-12-08,541
2017-12-09,541
2017-12-10,557
2017-12-11,557
2017-12-12,557
2017-12-13,557
2017-12-14,557
2017-12-15,560
2017-12-16,560
2017-12-17,560
2017-12-18,559
2017-12-19,559
2017-12-20,559
2017-12-21,559
2017-12-22,559
2017-12-23,555
2017-12-24,555
2017-12-25,555
2017-12-26,555
2017-12-27,529
2017-12-28,529
2017-12-29,529
2017-12-30,529
2017-12-31,529
2018-01-01,529
2018-01-02,529
2018-01-03,555
2018-01-04,555
2018-01-05,531
2018-01-06,504
2018-01-07,478
2018-01-08,454
2018-01-09,454
2018-01-10,431
2018-01-11,431
2018-01-12,431
2018-01-13,409
2018-01-14,409
2018-01-15,409
2018-01-16,388
2018-01-17,388
2018-01-18,388
2018-01-19,388
2018-01-20,368
2018-01-21,368
2018-01-22,368
2018-01-23,349
2018-01-24,349
2018-01-25,349
2018-01-26,332
2018-01-27,332
2018-01-28,332
2018-01-29,317
2018-01-30,317
2018-01-31,317
2018-02-01,308
2018-02-02,308
2018-02-03,308
2018-02-04,309
2018-02-05,309
2018-02-06,309
2018-02-07,309
2018-02-08,306
2018-02-09,306
2018-02-10,306
2018-02-11,303
2018-02-12,303
2018-02-13,303
2018-02-14,303
2018-02-15,293
2018-02-16,293
2018-02-17,293
2018-02-18,293
2018-02-19,279
2018-02-20,279
2018-02-21,279
2018-02-22,279
2018-02-23,267
2018-02-24,267
2018-02-25,267
2018-02-26,267
2018-02-27,260
2018-02-28,260
2018-03-01,260
2018-03-02,260
2018-03-03,256
2018-03-04,256
2018-03-05,256
2018-03-06,256
2018-03-07,249
2018-03-08,249
2018-03-09,249
2018-03-10,249
2018-03-11,251
2018-03-12,251
2018-03-13,251
2018-03-14,251
2018-03-15,257
2018-03-16,257
2018-03-17,257
2018-03-18,257
2018-03-20,255
2018-03-21,255
2018-03-22,255
2018-03-23,255
2018-03-24,259
2018-03-25,259
2018-03-26,259
2018-03-27,259
2018-03-28,263
2018-03-29,263
2018-03-30,263
2018-03-31,263
2018-04-01,263
2018-04-02,268
2018-04-03,268
2018-04-04,268
2018-04-05,268
2018-04-06,269
2018-04-07,269
2018-04-08,269
2018-04-09,269
2018-04-10,269
2018-04-11,274
2018-04-12,274
2018-04-13,274
2018-04-14,274
2018-04-15,274
2018-04-16,275
2018-04-17,275
2018-04-18,275
2018-04-19,275
2018-04-20,275
2018-04-21,281
2018-04-22,281
2018-04-23,281
2018-04-24,281
2018-04-25,281
2018-04-26,281
2018-04-27,296
2018-04-28,296
2018-04-29,296
2018-04-30,296
2018-05-01,310
2018-05-02,310
2018-05-03,310
2018-05-04,310
2018-05-05,310
2018-05-06,315
2018-05-07,315
2018-05-08,315
2018-05-09,315
2018-05-10,315
2018-05-11,318
2018-05-12,318
2018-05-13,318
2018-05-14,318
2018-05-15,318
2018-05-16,302
2018-05-17,302
2018-05-18,302
2018-05-19,302
2018-05-20,288
2018-05-21,288
2018-05-22,288
2018-05-23,288
2018-05-24,274
2018-05-25,274
2018-05-26,274
2018-05-27,274
2018-05-28,273
2018-05-29,273
2018-05-30,273
2018-05-31,273
2018-06-01,273
2018-06-02,264
2018-06-03,264
2018-06-04,264
2018-06-05,264
2018-06-06,262
2018-06-07,262
2018-06-08,262
2018-06-09,262
2018-06-10,262
2018-06-11,266
2018-06-12,266
2018-06-13,266
2018-06-14,266
2018-06-15,263
2018-06-16,263
2018-06-17,263
2018-06-18,263
2018-06-19,268
2018-06-20,268
2018-06-21,268
2018-06-22,268
2018-06-23,268
2018-06-24,277
2018-06-25,277
2018-06-26,277
2018-06-27,277
2018-06-28,277
2018-06-29,283
2018-06-30,283
2018-07-01,283
2018-07-02,283
2018-07-03,283
2018-07-04,294
2018-07-05,294
2018-07-06,294
2018-07-07,294
2018-07-08,294
2018-07-09,302
2018-07-10,302
2018-07-11,302
2018-07-12,302
2018-07-13,302
2018-07-14,302
2018-07-15,302
2018-07-16,297
2018-07-17,297
2018-07-18,297
2018-07-19,297
2018-07-20,297
2018-07-21,310
2018-07-22,310
2018-07-23,310
2018-07-24,310
2018-07-25,318
2018-07-26,318
2018-07-27,318
2018-07-28,318
2018-07-29,333
2018-07-30,333
2018-07-31,333
2018-08-01,333
2018-08-02,350
2018-08-03,350
2018-08-04,350
2018-08-05,350
2018-08-06,366
2018-08-07,366
2018-08-08,366
2018-08-09,366
2018-08-10,371
2018-08-11,371
2018-08-12,371
2018-08-14,390
2018-08-16,390
2018-08-17,410
2018-08-18,410
2018-08-19,410
2018-08-20,427
2018-08-21,427
2018-08-22,427
2018-08-23,427
2018-08-24,442
2018-08-25,442
2018-08-26,442
2018-08-27,447
2018-08-28,447
2018-08-29,447
2018-08-30,447
2018-08-31,462
2018-09-01,462
2018-09-02,462
2018-09-03,480
2018-09-04,480
2018-09-05,480
2018-09-06,480
2018-09-07,500
2018-09-08,500
2018-09-09,500
2018-09-10,519
2018-09-11,519
2018-09-12,519
2018-09-13,519
2018-09-14,528
2018-09-15,528
2018-09-16,528
2018-09-17,528
2018-09-18,551
2018-09-19,551
2018-09-20,551
2018-09-21,551
2018-09-22,538
2018-09-23,538
2018-09-24,538
2018-09-25,538
2018-09-26,535
2018-09-27,535
2018-09-28,535
2018-09-29,535
2018-09-30,559
2018-10-01,559
2018-10-02,559
2018-10-03,585
2018-10-04,585
2018-10-05,585
2018-10-06,604
2018-10-07,604
2018-10-08,604
2018-10-09,630
2018-10-10,630
2018-10-11,630
2018-10-12,630
2018-10-13,652
2018-10-14,652
2018-10-15,652
2018-10-16,675
2018-10-17,675
2018-10-18,675
2018-10-19,708
2018-10-20,708
2018-10-21,708
2018-10-22,716
2018-10-23,716
2018-10-24,716
2018-10-25,716
2018-10-26,732
2018-10-27,732
2018-10-28,732
2018-10-29,727
2018-10-30,727
2018-10-31,727
2018-11-01,736
2018-11-03,736
2018-11-04,718
2018-11-05,718
2018-11-06,709
2018-11-07,709
2018-11-08,709
2018-11-09,686
2018-11-10,686
2018-11-11,689
2018-11-12,689
2018-11-13,690
2018-11-15,690
2018-11-16,669
2018-11-17,669
2018-11-18,669
2018-11-19,673
2018-11-20,673
2018-11-21,678
2018-11-22,678
2018-11-23,693
2018-11-24,693
2018-11-25,728
2018-11-26,728
2018-11-27,765
2018-11-28,765
2018-11-29,799
2018-12-01,828
2018-12-02,828
2018-12-03,816
2018-12-04,816
2018-12-05,788
2018-12-07,781
2018-12-09,818
2018-12-10,817
2018-12-11,817
2018-12-12,779
2018-12-13,744
2018-12-14,744
2018-12-15,745
2018-12-16,745
2018-12-17,717
2018-12-18,717
2018-12-19,690
2018-12-20,690
2018-12-21,658
2018-12-22,658
2018-12-23,639
2018-12-24,639
2018-12-25,652
2018-12-26,652
2018-12-27,678
2018-12-28,678
2018-12-29,684
2018-12-30,684
2018-12-31,667
2019-01-01,667
2019-01-02,699
2019-01-03,699
2019-01-04,678
2019-01-05,655
2019-01-06,633
2019-01-08,612
2019-01-10,610
2019-01-11,610
2019-01-12,587
2019-01-13,599
2019-01-14,599
2019-01-15,613
2019-01-16,613
2019-01-17,606
2019-01-18,606
2019-01-19,586
2019-01-20,613
2019-01-21,613
2019-01-22,644
2019-01-23,644
2019-01-24,669
2019-01-25,669
2019-01-26,654
2019-01-27,654
2019-01-28,650
2019-01-29,653
2019-01-30,653
2019-01-31,657
2019-02-01,639
2019-02-02,639
2019-02-03,641
2019-02-04,641
2019-02-05,627
2019-02-06,627
2019-02-07,613
2019-02-08,613
2019-02-09,601
2019-02-10,601
2019-02-11,613
2019-02-12,613
2019-02-13,616
2019-02-14,616
2019-02-15,614
2019-02-16,614
2019-02-17,613
2019-02-18,613
2019-02-19,592
2019-02-20,592
2019-02-21,575
2019-02-22,575
2019-02-23,586
2019-02-24,586
2019-02-25,609
2019-02-26,609
2019-02-27,626
2019-02-28,626
2019-03-01,612
2019-03-02,612
2019-03-03,611
2019-03-04,611
2019-03-05,583
2019-03-06,583
2019-03-07,558
2019-03-08,558
2019-03-09,558
2019-03-10,560
2019-03-11,560
2019-03-12,583
2019-03-13,583
2019-03-14,604
2019-03-15,604
2019-03-16,604
2019-03-17,594
2019-03-18,594
2019-03-19,594
2019-03-20,602
2019-03-21,602
2019-03-22,602
2019-03-23,611
2019-03-24,611
2019-03-25,611
2019-03-26,636
2019-03-27,636
2019-03-28,636
2019-03-29,654
2019-03-30,654
2019-03-31,654
2019-04-01,654
2019-04-02,654
2019-04-03,669
2019-04-04,669
2019-04-05,654
2019-04-06,654
2019-04-07,654
2019-04-08,663
2019-04-09,663
2019-04-10,663
2019-04-11,697
2019-04-12,697
2019-04-13,721
2019-04-14,721
2019-04-15,738
2019-04-16,738
2019-04-17,738
2019-04-18,737
2019-04-19,737
2019-04-20,716
2019-04-21,716
2019-04-22,716
2019-04-23,689
2019-04-24,689
2019-04-25,689
2019-04-26,676
2019-04-27,676
2019-04-28,676
2019-04-29,669
2019-04-30,669
2019-05-01,669
2019-05-02,699
2019-05-03,699
2019-05-04,695
2019-05-05,695
2019-05-06,695
2019-05-07,729
2019-05-08,729
2019-05-09,729
2019-05-10,740
2019-05-11,740
2019-05-12,708
2019-05-13,708
2019-05-14,731
2019-05-15,731
2019-05-16,731
2019-05-17,762
2019-05-18,762
2019-05-19,743
2019-05-20,743
2019-05-21,743
2019-05-22,720
2019-05-23,720
2019-05-24,691
2019-05-25,691
2019-05-26,691
2019-05-27,673
2019-05-28,673
2019-05-29,692
2019-05-30,692
2019-05-31,692
2019-06-01,690
2019-06-02,690
2019-06-03,690
2019-06-04,721
2019-06-05,721
2019-06-06,721
2019-06-07,752
2019-06-08,752
2019-06-09,758
2019-06-10,758
2019-06-11,758
2019-06-12,739
2019-06-13,739
2019-06-14,729
2019-06-15,729
2019-06-16,696
2019-06-17,696
2019-06-18,696
2019-06-19,687
2019-06-20,687
2019-06-21,687
2019-06-22,719
2019-06-23,719
2019-06-24,719
2019-06-25,707
2019-06-26,707
2019-06-27,705
2019-06-28,705
2019-06-29,705
2019-06-30,735
2019-07-01,735
2019-07-02,735
2019-07-03,772
2019-07-04,772
2019-07-05,772
2019-07-06,774
2019-07-07,774
2019-07-08,774
2019-07-09,761
2019-07-10,761
2019-07-11,761
2019-07-12,738
2019-07-13,738
2019-07-14,725
2019-07-15,725
2019-07-16,725
2019-07-17,697
2019-07-18,697
2019-07-19,697
2019-07-20,684
2019-07-21,684
2019-07-22,653
2019-07-23,653
2019-07-24,653
2019-07-25,632
2019-07-26,632
2019-07-27,632
2019-07-28,623
2019-07-29,623
2019-07-30,623
2019-07-31,616
2019-08-01,616
2019-08-02,616
2019-08-03,639
2019-08-04,639
2019-08-05,639
2019-08-06,659
2019-08-07,659
2019-08-08,659
2019-08-09,683
2019-08-10,683
2019-08-11,683
2019-08-12,712
2019-08-13,712
2019-08-14,712
2019-08-15,731
2019-08-16,731
2019-08-17,731
2019-08-18,743
2019-08-19,743
2019-08-20,743
2019-08-21,748
2019-08-22,748
2019-08-23,748
2019-08-24,746
2019-08-24,746
2019-08-25,746
2019-08-25,746
