date_obj,Wyvern%20bones price
2015-10-07,2948
2015-10-08,2953
2015-10-09,2961
2015-10-10,2949
2015-10-11,2941
2015-10-12,2955
2015-10-13,2969
2015-10-14,2998
2015-10-15,3028
2015-10-16,3034
2015-10-17,3063
2015-10-18,3058
2015-10-19,2985
2015-10-20,2963
2015-10-22,3029
2015-10-23,3030
2015-10-24,3045
2015-10-25,3057
2015-10-26,3090
2015-10-27,3157
2015-10-29,3138
2015-10-30,3177
2015-10-31,3152
2015-11-01,3135
2015-11-02,3191
2015-11-03,3164
2015-11-05,3219
2015-11-06,3243
2015-11-07,3193
2015-11-08,3211
2015-11-09,3165
2015-11-10,3058
2015-11-11,3072
2015-11-12,3122
2015-11-13,3244
2015-11-14,3291
2015-11-15,3297
2015-11-16,3232
2015-11-17,3218
2015-11-18,3274
2015-11-19,3344
2015-11-20,3437
2015-11-21,3451
2015-11-22,3385
2015-11-23,3433
2015-11-24,3413
2015-11-25,3399
2015-11-26,3491
2015-11-27,3579
2015-11-28,3569
2015-11-29,3555
2015-11-30,3459
2015-12-01,3503
2015-12-02,3605
2015-12-03,3680
2015-12-04,3656
2015-12-05,3664
2015-12-06,3636
2015-12-07,3589
2015-12-08,3648
2015-12-09,3690
2015-12-10,3749
2015-12-11,3886
2015-12-13,3765
2015-12-14,3769
2015-12-15,3759
2015-12-16,3758
2015-12-17,3684
2015-12-18,3685
2015-12-19,3667
2015-12-20,3549
2015-12-21,3536
2015-12-22,3520
2015-12-23,3471
2015-12-24,3530
2015-12-25,3504
2015-12-26,3462
2015-12-27,3375
2015-12-28,3334
2015-12-29,3382
2015-12-30,3429
2015-12-31,3409
2016-01-01,3369
2016-01-02,3310
2016-01-03,3264
2016-01-04,3320
2016-01-05,3397
2016-01-06,3421
2016-01-07,3277
2016-01-08,3251
2016-01-09,3326
2016-01-10,3308
2016-01-11,3282
2016-01-12,3294
2016-01-13,3385
2016-01-14,3399
2016-01-15,3373
2016-01-16,3310
2016-01-17,3262
2016-01-18,3275
2016-01-19,3285
2016-01-20,3321
2016-01-21,3294
2016-01-22,3231
2016-01-23,3133
2016-01-24,3113
2016-01-25,3104
2016-01-26,3133
2016-01-27,3177
2016-01-28,3206
2016-01-29,3274
2016-01-30,3300
2016-01-31,3338
2016-02-01,3297
2016-02-02,3337
2016-02-03,3320
2016-02-04,3318
2016-02-05,3329
2016-02-06,3319
2016-02-07,3300
2016-02-08,3322
2016-02-09,3363
2016-02-10,3370
2016-02-11,3377
2016-02-12,3409
2016-02-13,3418
2016-02-14,3446
2016-02-15,3367
2016-02-16,3399
2016-02-17,3449
2016-02-18,3468
2016-02-19,3436
2016-02-20,3416
2016-02-21,3357
2016-02-22,3313
2016-02-23,3287
2016-02-24,3270
2016-02-25,3268
2016-02-26,3290
2016-02-27,3276
2016-02-28,3229
2016-02-29,3242
2016-03-01,3276
2016-03-02,3325
2016-03-03,3374
2016-03-04,3366
2016-03-05,3387
2016-03-06,3391
2016-03-07,3329
2016-03-08,3308
2016-03-09,3318
2016-03-10,3299
2016-03-11,3311
2016-03-12,3298
2016-03-13,3306
2016-03-14,3276
2016-03-15,3236
2016-03-16,3231
2016-03-17,3278
2016-03-18,3274
2016-03-19,3279
2016-03-20,3288
2016-03-21,3283
2016-03-22,3311
2016-03-23,3325
2016-03-24,3327
2016-03-25,3346
2016-03-26,3320
2016-03-27,3293
2016-03-28,3301
2016-03-29,3307
2016-03-30,3292
2016-03-31,3255
2016-04-01,3273
2016-04-02,3233
2016-04-03,3224
2016-04-04,3224
2016-04-05,3243
2016-04-06,3254
2016-04-07,3265
2016-04-08,3260
2016-04-09,3250
2016-04-10,3255
2016-04-11,3266
2016-04-12,3263
2016-04-13,3284
2016-04-14,3305
2016-04-15,3421
2016-04-16,3422
2016-04-17,3426
2016-04-18,3406
2016-04-19,3381
2016-04-20,3386
2016-04-21,3392
2016-04-22,3299
2016-04-23,3306
2016-04-24,3289
2016-04-25,3246
2016-04-26,3211
2016-04-27,3160
2016-04-28,3133
2016-04-29,3150
2016-04-30,3187
2016-05-01,3206
2016-05-02,3236
2016-05-03,3222
2016-05-04,3204
2016-05-05,3149
2016-05-06,3119
2016-05-07,3049
2016-05-08,3097
2016-05-09,3063
2016-05-10,3060
2016-05-11,3040
2016-05-12,3025
2016-05-13,3002
2016-05-14,3003
2016-05-15,3062
2016-05-16,3074
2016-05-17,3111
2016-05-18,3156
2016-05-19,3120
2016-05-22,3137
2016-05-23,3117
2016-05-24,3141
2016-05-25,3136
2016-05-26,3150
2016-05-27,3169
2016-05-28,3149
2016-05-29,3142
2016-05-30,3163
2016-05-31,3156
2016-06-01,3193
2016-06-02,3248
2016-06-03,3258
2016-06-04,3273
2016-06-05,3282
2016-06-06,3250
2016-06-07,3263
2016-06-08,3315
2016-06-09,3297
2016-06-10,3360
2016-06-11,3376
2016-06-12,3328
2016-06-13,3237
2016-06-14,3259
2016-06-15,3266
2016-06-16,3249
2016-06-17,3243
2016-06-18,3251
2016-06-19,3258
2016-06-20,3275
2016-06-21,3326
2016-06-22,3338
2016-06-23,3369
2016-06-24,3394
2016-06-25,3489
2016-06-26,3644
2016-06-27,3731
2016-06-28,3783
2016-06-29,3797
2016-06-30,3619
2016-07-01,3460
2016-07-02,3406
2016-07-03,3352
2016-07-04,3362
2016-07-05,3390
2016-07-06,3383
2016-07-07,3396
2016-07-08,3372
2016-07-09,3411
2016-07-10,3420
2016-07-11,3392
2016-07-12,3401
2016-07-13,3436
2016-07-14,3495
2016-07-15,3477
2016-07-16,3486
2016-07-17,3469
2016-07-18,3409
2016-07-24,3441
2016-07-25,3414
2016-07-26,3401
2016-07-27,3381
2016-07-28,3411
2016-07-29,3418
2016-07-30,3382
2016-07-31,3345
2016-08-01,3320
2016-08-02,3274
2016-08-03,3297
2016-08-04,3305
2016-08-05,3317
2016-08-06,3298
2016-08-07,3293
2016-08-08,3225
2016-08-09,3231
2016-08-10,3200
2016-08-11,3223
2016-08-12,3157
2016-08-13,3126
2016-08-14,3146
2016-08-15,3165
2016-08-16,3208
2016-08-17,3221
2016-08-18,3250
2016-08-19,3236
2016-08-20,3215
2016-08-21,3205
2016-08-22,3197
2016-08-23,3202
2016-08-24,3117
2016-08-25,3089
2016-08-26,3118
2016-08-28,3088
2016-08-31,3037
2016-09-01,3083
2016-09-02,3090
2016-09-03,3087
2016-09-04,3044
2016-09-05,3017
2016-09-06,3023
2016-09-07,3007
2016-09-08,3010
2016-09-09,3007
2016-09-10,2994
2016-09-11,2994
2016-09-12,3041
2016-09-13,3076
2016-09-14,3097
2016-09-15,3093
2016-09-16,3107
2016-09-17,3114
2016-09-18,3085
2016-09-19,3075
2016-09-20,3082
2016-09-21,3074
2016-09-22,3095
2016-09-23,3106
2016-09-24,3100
2016-09-25,3108
2016-09-26,3063
2016-09-27,3049
2016-09-28,3026
2016-09-29,2946
2016-09-30,2976
2016-10-01,2927
2016-10-02,2946
2016-10-03,3014
2016-10-04,3028
2016-10-05,3040
2016-10-06,3027
2016-10-07,2997
2016-10-08,3033
2016-10-09,3032
2016-10-10,3033
2016-10-11,3071
2016-10-12,3065
2016-10-13,3109
2016-10-14,3119
2016-10-15,3098
2016-10-16,3100
2016-10-17,3132
2016-10-18,3195
2016-10-19,3217
2016-10-20,3202
2016-10-21,3132
2016-10-22,3170
2016-10-23,3123
2016-10-24,3170
2016-10-25,3167
2016-10-26,3166
2016-10-27,3142
2016-10-28,3140
2016-10-29,3131
2016-10-30,3158
2016-10-31,3187
2016-11-01,3179
2016-11-02,3178
2016-11-03,3234
2016-11-04,3228
2016-11-05,3218
2016-11-06,3208
2016-11-07,3173
2016-11-08,3139
2016-11-09,3102
2016-11-10,3086
2016-11-11,3073
2016-11-12,3058
2016-11-13,3099
2016-11-14,3118
2016-12-08,3179
2016-12-09,3182
2016-12-10,3143
2016-12-11,3131
2016-12-12,3161
2016-12-13,3162
2016-12-14,3140
2016-12-15,3163
2016-12-16,3148
2016-12-17,3095
2016-12-18,3157
2016-12-19,3127
2016-12-20,3132
2016-12-21,3145
2016-12-22,3182
2016-12-23,3216
2016-12-24,3242
2016-12-25,3149
2016-12-26,3128
2016-12-27,3141
2016-12-28,3142
2016-12-29,3137
2016-12-30,3123
2016-12-31,3106
2017-01-01,3087
2017-01-02,3077
2017-01-03,3068
2017-01-04,3125
2017-01-05,3075
2017-01-06,3086
2017-01-07,3076
2017-01-08,3064
2017-01-09,3046
2017-01-10,3037
2017-01-11,3074
2017-01-12,3084
2017-01-13,3087
2017-01-14,3069
2017-01-15,3063
2017-01-16,3079
2017-01-17,3105
2017-01-18,3136
2017-01-19,3125
2017-01-20,3124
2017-01-21,3121
2017-01-22,3143
2017-01-27,3199
2017-01-28,3276
2017-01-29,3284
2017-01-30,3305
2017-01-31,3282
2017-02-01,3291
2017-02-02,3301
2017-02-03,3297
2017-02-04,3300
2017-02-05,3257
2017-02-06,3279
2017-02-07,3251
2017-02-08,3228
2017-02-09,3260
2017-02-10,3254
2017-02-11,3213
2017-02-12,3182
2017-02-13,3194
2017-02-14,3150
2017-02-15,3045
2017-02-16,3119
2017-02-18,3130
2017-02-19,3130
2017-02-20,3097
2017-02-21,3073
2017-02-22,3152
2017-02-23,3181
2017-02-24,3185
2017-02-25,3177
2017-02-26,3154
2017-02-27,3150
2017-02-28,3146
2017-03-01,3123
2017-03-02,3103
2017-03-03,3045
2017-03-04,3039
2017-03-05,3069
2017-03-06,3081
2017-03-07,3087
2017-03-08,3082
2017-03-09,3039
2017-03-10,3027
2017-03-11,3003
2017-03-12,2919
2017-03-13,2929
2017-03-14,2941
2017-03-15,2938
2017-03-16,2935
2017-03-17,2950
2017-03-18,2947
2017-03-19,2961
2017-03-20,2938
2017-03-21,2933
2017-03-22,2955
2017-03-23,2970
2017-03-24,2977
2017-03-25,2952
2017-03-26,2955
2017-03-27,2957
2017-03-28,2944
2017-03-29,2951
2017-03-30,2942
2017-03-31,2936
2017-04-01,2931
2017-04-02,2934
2017-04-03,2925
2017-04-04,2924
2017-04-12,2820
2017-04-13,2820
2017-04-14,2813
2017-04-15,2822
2017-04-16,2824
2017-04-17,2819
2017-04-18,2811
2017-04-19,2816
2017-04-20,2812
2017-04-21,2810
2017-04-22,2828
2017-04-23,2853
2017-04-24,2849
2017-04-25,2827
2017-04-26,2733
2017-04-27,2618
2017-04-28,2711
2017-04-29,2768
2017-04-30,2816
2017-05-01,2872
2017-05-02,2893
2017-05-03,2857
2017-05-04,2835
2017-05-05,2841
2017-05-06,2866
2017-05-07,2852
2017-05-08,2869
2017-05-09,2870
2017-05-10,2841
2017-05-11,2857
2017-05-12,2830
2017-05-13,2813
2017-05-14,2823
2017-05-15,2832
2017-05-16,2822
2017-05-17,2833
2017-05-18,2827
2017-05-19,2803
2017-05-20,2783
2017-05-21,2775
2017-05-22,2775
2017-05-23,2791
2017-05-24,2780
2017-05-25,2865
2017-05-26,2921
2017-05-27,2904
2017-05-28,2913
2017-05-29,2891
2017-05-30,2932
2017-05-31,2848
2017-06-01,2855
2017-06-02,2876
2017-06-03,2903
2017-06-06,2980
2017-06-07,2972
2017-06-08,3016
2017-06-09,2966
2017-06-10,2931
2017-06-11,2905
2017-06-12,2898
2017-06-13,2874
2017-06-14,2862
2017-06-15,2834
2017-06-16,2809
2017-06-17,2787
2017-06-18,2774
2017-06-19,2789
2017-06-20,2717
2017-06-21,2677
2017-06-22,2677
2017-06-23,2654
2017-06-24,2662
2017-06-25,2684
2017-06-26,2701
2017-06-27,2700
2017-06-28,2677
2017-06-29,2622
2017-06-30,2584
2017-07-01,2601
2017-07-02,2577
2017-07-03,2593
2017-07-04,2591
2017-07-05,2628
2017-07-06,2655
2017-07-07,2646
2017-07-08,2649
2017-07-13,2718
2017-07-14,2736
2017-07-15,2767
2017-07-16,2749
2017-07-17,2750
2017-07-18,2741
2017-07-19,2746
2017-07-20,2758
2017-07-21,2720
2017-07-22,2627
2017-07-23,2677
2017-07-24,2703
2017-07-25,2701
2017-07-26,2676
2017-07-27,2609
2017-07-28,2650
2017-07-29,2652
2017-07-30,2632
2017-07-31,2601
2017-08-01,2623
2017-08-02,2648
2017-08-03,2703
2017-08-04,2677
2017-08-05,2636
2017-08-06,2607
2017-08-09,2605
2017-08-10,2544
2017-08-11,2539
2017-08-12,2527
2017-08-13,2498
2017-08-14,2491
2017-08-15,2505
2017-08-16,2510
2017-08-17,2516
2017-08-18,2476
2017-08-19,2485
2017-08-20,2470
2017-08-21,2490
2017-08-22,2490
2017-08-23,2431
2017-08-24,2463
2017-08-25,2490
2017-08-26,2440
2017-08-27,2402
2017-08-28,2360
2017-08-29,2348
2017-08-30,2376
2017-08-31,2356
2017-09-01,2384
2017-09-02,2423
2017-09-03,2488
2017-09-04,2522
2017-09-05,2472
2017-09-06,2436
2017-09-07,2435
2017-09-08,2406
2017-09-09,2395
2017-09-10,2411
2017-09-11,2413
2017-09-12,2449
2017-09-13,2476
2017-09-14,2479
2017-09-15,2452
2017-09-16,2428
2017-09-17,2424
2017-09-18,2426
2017-09-19,2425
2017-09-20,2443
2017-09-21,2478
2017-09-22,2479
2017-09-23,2516
2017-09-24,2498
2017-09-25,2543
2017-09-26,2574
2017-09-27,2564
2017-09-28,2500
2017-09-29,2463
2017-09-30,2468
2017-10-01,2434
2017-10-02,2428
2017-10-03,2456
2017-10-04,2446
2017-10-05,2421
2017-10-06,2403
2017-10-07,2422
2017-10-08,2446
2017-10-09,2489
2017-10-10,2537
2017-10-11,2502
2017-10-12,2523
2017-10-13,2525
2017-10-14,2528
2017-10-15,2528
2017-10-16,2514
2017-10-17,2558
2017-10-18,2504
2017-10-19,2478
2017-10-20,2440
2017-10-21,2441
2017-10-22,2439
2017-10-23,2447
2017-10-24,2447
2017-10-25,2443
2017-10-26,2436
2017-10-27,2424
2017-10-28,2416
2017-10-29,2421
2017-10-30,2400
2017-10-31,2384
2017-11-01,2367
2017-11-02,2368
2017-11-03,2398
2017-11-04,2393
2017-11-05,2390
2017-11-06,2382
2017-11-07,2390
2017-11-08,2378
2017-11-09,2378
2017-11-10,2380
2017-11-11,2376
2017-11-12,2375
2017-11-13,2388
2017-11-14,2382
2017-11-15,2385
2017-11-16,2420
2017-11-17,2405
2017-11-18,2408
2017-11-19,2422
2017-11-20,2406
2017-11-21,2384
2017-11-22,2415
2017-11-23,2416
2017-11-24,2391
2017-11-25,2366
2017-11-26,2374
2017-11-27,2384
2017-11-28,2333
2017-11-29,2227
2017-11-30,2227
2017-12-01,2246
2017-12-02,2232
2017-12-03,2267
2017-12-04,2309
2017-12-05,2348
2017-12-06,2355
2017-12-07,2350
2017-12-08,2326
2017-12-09,2332
2017-12-10,2322
2017-12-11,2344
2017-12-12,2327
2017-12-13,2315
2017-12-14,2317
2017-12-15,2297
2017-12-16,2269
2017-12-17,2230
2017-12-18,2217
2017-12-19,2208
2017-12-20,2196
2017-12-21,2208
2017-12-22,2212
2017-12-23,2217
2017-12-24,2179
2017-12-25,2211
2017-12-26,2241
2017-12-27,2253
2017-12-28,2253
2017-12-29,2287
2017-12-30,2260
2017-12-31,2239
2018-01-01,2212
2018-01-02,2181
2018-01-03,2211
2018-01-04,2218
2018-01-05,2224
2018-01-06,2223
2018-01-07,2209
2018-01-08,2176
2018-01-09,2112
2018-01-10,2133
2018-01-11,2177
2018-01-12,2194
2018-01-13,2206
2018-01-14,2210
2018-01-15,2212
2018-01-16,2192
2018-01-17,2212
2018-01-18,2214
2018-01-19,2216
2018-01-20,2221
2018-01-21,2233
2018-01-22,2259
2018-01-23,2304
2018-01-24,2333
2018-01-25,2323
2018-01-26,2307
2018-01-27,2297
2018-01-28,2303
2018-01-29,2306
2018-01-30,2307
2018-02-01,2331
2018-02-02,2278
2018-02-03,2271
2018-02-04,2267
2018-02-05,2261
2018-02-06,2240
2018-02-07,2243
2018-02-08,2229
2018-02-09,2195
2018-02-10,2175
2018-02-11,2202
2018-02-12,2236
2018-02-13,2310
2018-02-14,2365
2018-02-15,2392
2018-02-16,2409
2018-02-17,2417
2018-02-18,2410
2018-02-19,2412
2018-02-20,2424
2018-02-21,2433
2018-02-22,2477
2018-02-23,2449
2018-02-24,2451
2018-02-25,2434
2018-02-26,2418
2018-02-27,2415
2018-02-28,2357
2018-03-01,2364
2018-03-02,2399
2018-03-03,2383
2018-03-04,2411
2018-03-05,2420
2018-03-06,2417
2018-03-07,2436
2018-03-08,2469
2018-03-09,2470
2018-03-10,2468
2018-03-11,2480
2018-03-12,2501
2018-03-13,2485
2018-03-14,2471
2018-03-15,2462
2018-03-16,2469
2018-03-17,2579
2018-03-18,2688
2018-03-20,2678
2018-03-21,2621
2018-03-23,2607
2018-03-24,2553
2018-03-26,2458
2018-03-27,2448
2018-03-28,2450
2018-03-29,2404
2018-03-30,2398
2018-03-31,2423
2018-04-01,2400
2018-04-02,2400
2018-04-03,2426
2018-04-04,2400
2018-04-05,2397
2018-04-06,2374
2018-04-08,2383
2018-04-09,2334
2018-04-10,2362
2018-04-11,2416
2018-04-12,2497
2018-04-13,2523
2018-04-14,2494
2018-04-16,2510
2018-04-17,2485
2018-04-18,2486
2018-04-19,2504
2018-04-20,2493
2018-04-21,2515
2018-04-22,2533
2018-04-23,2604
2018-04-24,2609
2018-04-25,2604
2018-04-26,2608
2018-04-27,2639
2018-04-28,2641
2018-04-29,2583
2018-04-30,2464
2018-05-02,2469
2018-05-03,2465
2018-05-04,2471
2018-05-05,2488
2018-05-06,2511
2018-05-07,2534
2018-05-08,2541
2018-05-09,2584
2018-05-10,2598
2018-05-11,2600
2018-05-12,2576
2018-05-13,2589
2018-05-14,2607
2018-05-15,2620
2018-05-16,2634
2018-05-17,2580
2018-05-18,2584
2018-05-19,2617
2018-05-20,2591
2018-05-21,2601
2018-05-22,2609
2018-05-23,2620
2018-05-24,2640
2018-05-25,2669
2018-05-26,2651
2018-05-27,2657
2018-05-28,2737
2018-05-29,2678
2018-05-30,2699
2018-05-31,2728
2018-06-01,2724
2018-06-02,2694
2018-06-03,2696
2018-06-04,2684
2018-06-05,2699
2018-06-06,2631
2018-06-07,2537
2018-06-08,2515
2018-06-09,2522
2018-06-10,2543
2018-06-11,2531
2018-06-12,2533
2018-06-13,2533
2018-06-14,2567
2018-06-15,2538
2018-06-16,2533
2018-06-17,2551
2018-06-18,2577
2018-06-19,2625
2018-06-20,2645
2018-06-21,2675
2018-06-22,2633
2018-06-23,2605
2018-06-24,2596
2018-06-25,2602
2018-06-26,2580
2018-06-27,2559
2018-06-28,2586
2018-06-29,2564
2018-06-30,2573
2018-07-01,2608
2018-07-02,2598
2018-07-03,2619
2018-07-04,2618
2018-07-05,2677
2018-07-06,2672
2018-07-07,2635
2018-07-08,2622
2018-07-09,2633
2018-07-10,2588
2018-07-11,2599
2018-07-12,2605
2018-07-13,2601
2018-07-14,2624
2018-07-15,2622
2018-07-16,2594
2018-07-17,2607
2018-07-18,2618
2018-07-19,2607
2018-07-20,2576
2018-07-21,2595
2018-07-22,2613
2018-07-23,2588
2018-07-24,2593
2018-07-25,2619
2018-07-26,2680
2018-07-27,2662
2018-07-28,2652
2018-07-29,2665
2018-07-30,2686
2018-07-31,2667
2018-08-01,2700
2018-08-02,2728
2018-08-03,2715
2018-08-04,2673
2018-08-05,2679
2018-08-06,2709
2018-08-07,2714
2018-08-08,2746
2018-08-09,2835
2018-08-10,2820
2018-08-11,2819
2018-08-12,2839
2018-08-14,2865
2018-08-16,2870
2018-08-17,2817
2018-08-18,2748
2018-08-19,2774
2018-08-20,2720
2018-08-21,2700
2018-08-22,2686
2018-08-23,2653
2018-08-24,2647
2018-08-25,2611
2018-08-26,2573
2018-08-27,2614
2018-08-28,2659
2018-08-29,2686
2018-08-30,2702
2018-08-31,2735
2018-09-01,2714
2018-09-02,2736
2018-09-03,2788
2018-09-04,2790
2018-09-05,2835
2018-09-06,2861
2018-09-07,2783
2018-09-08,2773
2018-09-09,2771
2018-09-10,2825
2018-09-11,2852
2018-09-12,2784
2018-09-13,2728
2018-09-14,2711
2018-09-15,2714
2018-09-16,2740
2018-09-17,2715
2018-09-18,2747
2018-09-20,2759
2018-09-21,2737
2018-09-22,2724
2018-09-23,2780
2018-09-24,2789
2018-09-25,2763
2018-09-26,2771
2018-09-27,2757
2018-09-28,2758
2018-09-29,2695
2018-09-30,2683
2018-10-02,2680
2018-10-03,2694
2018-10-04,2671
2018-10-05,2669
2018-10-06,2668
2018-10-07,2650
2018-10-08,2670
2018-10-09,2676
2018-10-10,2745
2018-10-11,2748
2018-10-12,2725
2018-10-13,2754
2018-10-14,2739
2018-10-15,2750
2018-10-16,2742
2018-10-17,2753
2018-10-18,2745
2018-10-19,2749
2018-10-20,2742
2018-10-21,2711
2018-10-22,2712
2018-10-23,2699
2018-10-24,2656
2018-10-25,2678
2018-10-26,2680
2018-10-27,2672
2018-10-28,2718
2018-10-29,2714
2018-10-30,2694
2018-10-31,2662
2018-11-01,2685
2018-11-03,2741
2018-11-04,2728
2018-11-05,2806
2018-11-06,2821
2018-11-07,2878
2018-11-08,2897
2018-11-09,2956
2018-11-10,3047
2018-11-11,3063
2018-11-12,3106
2018-11-13,3056
2018-11-14,2958
2018-11-15,2965
2018-11-16,3001
2018-11-17,2956
2018-11-18,2941
2018-11-19,2928
2018-11-20,2931
2018-11-21,2877
2018-11-22,2854
2018-11-23,2843
2018-11-24,2908
2018-11-25,2944
2018-11-26,2947
2018-11-27,2960
2018-11-28,3010
2018-11-29,3020
2018-12-01,2983
2018-12-02,2996
2018-12-03,3015
2018-12-04,2958
2018-12-05,2974
2018-12-07,2997
2018-12-09,3011
2018-12-10,3007
2018-12-11,2988
2018-12-12,2951
2018-12-13,2916
2018-12-14,2905
2018-12-15,2921
2018-12-16,2885
2018-12-17,2867
2018-12-18,2858
2018-12-19,2838
2018-12-20,2816
2018-12-21,2771
2018-12-22,2768
2018-12-23,2799
2018-12-24,2798
2018-12-25,2820
2018-12-26,2826
2018-12-27,2843
2018-12-28,2824
2018-12-29,2812
2018-12-30,2819
2018-12-31,2860
2019-01-01,2893
2019-01-02,2885
2019-01-03,2899
2019-01-04,2905
2019-01-05,2903
2019-01-06,2882
2019-01-08,2872
2019-01-10,2795
2019-01-11,2655
2019-01-12,2546
2019-01-13,2524
2019-01-14,2547
2019-01-15,2544
2019-01-16,2515
2019-01-17,2450
2019-01-18,2422
2019-01-19,2390
2019-01-20,2344
2019-01-21,2358
2019-01-22,2409
2019-01-23,2450
2019-01-24,2462
2019-01-25,2502
2019-01-26,2554
2019-01-27,2542
2019-01-28,2555
2019-01-29,2578
2019-01-30,2535
2019-01-31,2490
2019-02-01,2489
2019-02-02,2429
2019-02-03,2405
2019-02-04,2373
2019-02-05,2369
2019-02-06,2361
2019-02-07,2356
2019-02-08,2360
2019-02-09,2350
2019-02-10,2321
2019-02-11,2285
2019-02-12,2269
2019-02-13,2309
2019-02-14,2312
2019-02-15,2265
2019-02-16,2185
2019-02-17,2164
2019-02-18,2213
2019-02-19,2217
2019-02-20,2243
2019-02-21,2248
2019-02-22,2243
2019-02-23,2249
2019-02-24,2232
2019-02-25,2201
2019-02-26,2205
2019-02-27,2216
2019-02-28,2223
2019-03-01,2206
2019-03-02,2228
2019-03-03,2221
2019-03-04,2187
2019-03-05,2163
2019-03-06,2193
2019-03-07,2208
2019-03-08,2266
2019-03-09,2337
2019-03-10,2408
2019-03-11,2399
2019-03-12,2406
2019-03-13,2371
2019-03-14,2304
2019-03-15,2242
2019-03-16,2242
2019-03-17,2226
2019-03-18,2168
2019-03-19,2181
2019-03-20,2192
2019-03-21,2204
2019-03-22,2226
2019-03-23,2257
2019-03-24,2226
2019-03-25,2213
2019-03-26,2257
2019-03-27,2323
2019-03-28,2337
2019-03-29,2260
2019-03-30,2229
2019-03-31,2270
2019-04-01,2300
2019-04-02,2234
2019-04-03,2232
2019-04-04,2276
2019-04-05,2286
2019-04-06,2282
2019-04-07,2288
2019-04-08,2296
