date_obj,Bandos%20chestplate price
2016-01-02,12711166
2016-01-03,12703261
2016-01-04,12824169
2016-01-05,12923500
2016-01-06,12971809
2016-01-07,13056619
2016-01-08,13119588
2016-01-09,13190197
2016-01-10,13253507
2016-01-11,13255886
2016-01-12,13212520
2016-01-13,13187135
2016-01-14,13153007
2016-01-15,13146700
2016-01-16,13245370
2016-01-17,13330126
2016-01-18,13456751
2016-01-19,13543807
2016-01-20,13507680
2016-01-21,13630609
2016-01-22,13619413
2016-01-23,13641495
2016-01-24,13641579
2016-01-25,13712286
2016-01-26,13786836
2016-01-27,13753455
2016-01-28,13755529
2016-01-29,13683833
2016-01-30,13619042
2016-01-31,13555397
2016-02-01,13507225
2016-02-02,13472433
2016-02-03,13447707
2016-02-04,13374897
2016-02-05,13259402
2016-02-06,13200010
2016-02-07,13216148
2016-02-08,13269537
2016-02-09,13279989
2016-02-10,13322771
2016-02-11,13279781
2016-02-12,13246022
2016-02-13,13273686
2016-02-14,13295494
2016-02-15,13308355
2016-02-16,13295863
2016-02-17,13246332
2016-02-18,13191467
2016-02-19,13126413
2016-02-20,13039389
2016-02-21,12793942
2016-02-22,12670950
2016-02-23,12262049
2016-02-24,11912070
2016-02-25,12481693
2016-02-26,12756417
2016-02-27,12836526
2016-02-28,12867612
2016-02-29,12858863
2016-03-01,12938667
2016-03-02,12984771
2016-03-03,13004750
2016-03-04,13134047
2016-03-05,13330040
2016-03-06,13217763
2016-03-07,13240093
2016-03-08,13195541
2016-03-09,13180096
2016-03-10,13123123
2016-03-11,13058410
2016-03-12,12974951
2016-03-13,12950226
2016-03-14,12883043
2016-03-15,12781902
2016-03-16,12600284
2016-03-17,12416952
2016-03-18,12290513
2016-03-19,12278358
2016-03-20,12310433
2016-03-21,12284424
2016-03-22,12248521
2016-03-23,12203995
2016-03-24,12178370
2016-03-25,12180561
2016-03-26,12228496
2016-03-27,12276271
2016-03-28,12218875
2016-03-29,12138801
2016-03-30,12004524
2016-03-31,11682224
2016-04-01,11548876
2016-04-02,11593655
2016-04-03,11978970
2016-04-04,11954113
2016-04-05,11990322
2016-04-06,11974311
2016-04-07,11973913
2016-04-08,12042876
2016-04-09,12088747
2016-04-10,12195682
2016-04-11,12165603
2016-04-12,12132022
2016-04-13,12127742
2016-04-14,12354318
2016-04-15,12418611
2016-04-16,12625951
2016-04-17,12767473
2016-04-18,12877017
2016-04-19,12892766
2016-04-20,12888158
2016-04-21,12914912
2016-04-22,12996126
2016-04-23,12984374
2016-04-24,12981060
2016-04-25,12837719
2016-04-26,12760587
2016-04-27,12711593
2016-04-28,12687582
2016-04-29,12710704
2016-04-30,12759523
2016-05-01,12795143
2016-05-02,12766964
2016-05-03,12745110
2016-05-04,12722790
2016-05-05,12701538
2016-05-06,12711308
2016-05-07,12699196
2016-05-08,12544316
2016-05-09,12349254
2016-05-10,12194825
2016-05-11,12172218
2016-05-12,12190973
2016-05-13,12286723
2016-05-14,12490684
2016-05-15,12527046
2016-05-16,12599711
2016-05-17,12764737
2016-05-18,12777629
2016-05-19,12722300
2016-05-22,12654608
2016-05-23,12644222
2016-05-24,12655390
2016-05-25,12620250
2016-05-26,12677905
2016-05-27,12864524
2016-05-28,12869902
2016-05-29,13005110
2016-05-30,13035923
2016-05-31,13179689
2016-06-01,13149937
2016-06-02,13138470
2016-06-03,13167402
2016-06-04,13204979
2016-06-05,13226458
2016-06-06,13392498
2016-06-07,13309519
2016-06-08,13277270
2016-06-09,13352459
2016-06-10,13369566
2016-06-11,13376511
2016-06-12,13439575
2016-06-13,13459977
2016-06-14,13401402
2016-06-15,13404531
2016-06-16,13408059
2016-06-17,13396764
2016-06-18,13439845
2016-06-19,13550693
2016-06-20,13447846
2016-06-21,13454184
2016-06-22,13472897
2016-06-23,13651916
2016-06-24,13722750
2016-06-25,14034823
2016-06-26,14124673
2016-06-27,14144901
2016-06-28,14065289
2016-06-29,13892156
2016-06-30,13738416
2016-07-01,13660185
2016-07-02,13678477
2016-07-03,13683560
2016-07-04,13688337
2016-07-05,13717923
2016-07-06,13668028
2016-07-07,13656776
2016-07-08,13649304
2016-07-09,13709689
2016-07-10,13651220
2016-07-11,13635536
2016-07-12,13638368
2016-07-13,13617887
2016-07-14,13572460
2016-07-15,13567758
2016-07-16,13554632
2016-07-17,13551907
2016-07-18,13450684
2016-07-23,13195462
2016-07-24,12915735
2016-07-25,12832587
2016-07-26,12685865
2016-07-27,12204827
2016-07-28,12082837
2016-07-29,12098566
2016-07-30,12212850
2016-07-31,12210028
2016-08-01,12317840
2016-08-02,12417494
2016-08-03,12373816
2016-08-04,12348427
2016-08-05,12280711
2016-08-06,12280881
2016-08-07,12254371
2016-08-08,12149748
2016-08-09,11977354
2016-08-10,11986850
2016-08-11,11974857
2016-08-12,12023728
2016-08-13,12174491
2016-08-14,12176766
2016-08-15,12132133
2016-08-16,12038077
2016-08-17,11748866
2016-08-18,11228076
2016-08-19,10798368
2016-08-20,11330622
2016-08-21,11405037
2016-08-22,11686478
2016-08-23,11374350
2016-08-24,10961172
2016-08-25,10636624
2016-08-26,11057314
2016-08-28,11142128
2016-08-31,10862125
2016-09-01,10895148
2016-09-02,10878505
2016-09-03,10873483
2016-09-04,10914495
2016-09-05,10936434
2016-09-06,10962834
2016-09-07,10960657
2016-09-08,10847531
2016-09-09,10798636
2016-09-10,10758225
2016-09-11,10704851
2016-09-12,10595521
2016-09-13,10554339
2016-09-14,10538169
2016-09-15,10979878
2016-09-16,11489453
2016-09-17,11992595
2016-09-18,12549680
2016-09-19,12576954
2016-09-20,13047693
2016-09-21,12867863
2016-09-22,12901862
2016-09-23,12833219
2016-09-24,12817010
2016-09-25,12759797
2016-09-26,12583755
2016-09-27,12476336
2016-09-28,12223814
2016-09-29,12178926
2016-09-30,12149103
2016-10-01,12275121
2016-10-02,12329046
2016-10-03,12280231
2016-10-04,12275418
2016-10-05,12210562
2016-10-06,12170675
2016-10-07,12267742
2016-10-08,12244113
2016-10-09,12276618
2016-10-10,12291637
2016-10-11,12273959
2016-10-12,12357920
2016-10-13,12355467
2016-10-14,12445767
2016-10-15,12528704
2016-10-16,12639938
2016-10-17,12641755
2016-10-18,12601185
2016-10-19,12574638
2016-10-20,12545567
2016-10-21,12656157
2016-10-22,12731873
2016-10-23,12776236
2016-10-24,12809324
2016-10-25,12885157
2016-10-26,12934082
2016-10-27,12965520
2016-10-28,13055127
2016-10-29,13263580
2016-10-30,13200802
2016-10-31,13133776
2016-11-01,13110612
2016-11-02,13094028
2016-11-03,13061048
2016-11-04,13085168
2016-11-05,13009952
2016-11-06,12949220
2016-11-07,12847389
2016-11-08,12696368
2016-11-09,12215203
2016-11-10,11682283
2016-11-11,11772011
2016-11-12,11926668
2016-11-13,12101663
2016-11-14,12147613
2016-11-15,12121961
2016-12-07,12067872
2016-12-08,12052861
2016-12-09,12049940
2016-12-10,12137342
2016-12-11,12215637
2016-12-12,12279388
2016-12-13,12337629
2016-12-14,12527569
2016-12-15,12561949
2016-12-16,12711688
2016-12-17,13067373
2016-12-18,13626663
2016-12-19,13999118
2016-12-20,14172250
2016-12-21,14137133
2016-12-22,14031258
2016-12-23,13995461
2016-12-24,14030471
2016-12-25,14222656
2016-12-26,14754471
2016-12-27,14614728
2016-12-28,14474736
2016-12-29,14074952
2016-12-30,13919358
2016-12-31,13972309
2017-01-01,14246804
2017-01-02,14254731
2017-01-03,14216411
2017-01-04,13685053
2017-01-05,13000800
2017-01-06,12371220
2017-01-07,12169994
2017-01-08,11687999
2017-01-09,11448055
2017-01-10,11516749
2017-01-11,11915113
2017-01-12,12237989
2017-01-13,12398545
2017-01-14,12477860
2017-01-15,12377046
2017-01-16,12330936
2017-01-17,12386428
2017-01-18,12340134
2017-01-19,12337830
2017-01-20,12340502
2017-01-21,12397400
2017-01-22,12396558
2017-01-23,12428907
2017-01-27,12028927
2017-01-28,11944806
2017-01-29,11970161
2017-01-30,12017485
2017-01-31,12092690
2017-02-01,12154753
2017-02-02,12266509
2017-02-03,12390741
2017-02-04,12526994
2017-02-05,12502054
2017-02-06,12621324
2017-02-07,12778890
2017-02-08,12729471
2017-02-09,12705719
2017-02-10,12670689
2017-02-11,12630031
2017-02-12,12614533
2017-02-13,12631549
2017-02-14,12641177
2017-02-15,12573277
2017-02-16,12551271
2017-02-18,12585360
2017-02-19,12576891
2017-02-20,12533397
2017-02-21,12528804
2017-02-22,12480676
2017-02-23,12121684
2017-02-24,12005962
2017-02-25,12142332
2017-02-26,12053151
2017-02-27,12040774
2017-02-28,12047127
2017-03-01,12140627
2017-03-02,12235843
2017-03-03,12325240
2017-03-04,12504712
2017-03-05,12469171
2017-03-06,12483418
2017-03-07,12459971
2017-03-08,12427109
2017-03-09,12424460
2017-03-10,12376898
2017-03-11,12281175
2017-03-12,12258237
2017-03-13,12155417
2017-03-14,12084799
2017-03-15,11955477
2017-03-16,11797997
2017-03-17,11707090
2017-03-18,11734688
2017-03-19,11619886
2017-03-20,11589057
2017-03-21,11772274
2017-03-22,11952336
2017-03-23,12391070
2017-03-24,12341397
2017-03-25,12357882
2017-03-26,12372869
2017-03-27,12397196
2017-03-28,12415544
2017-03-29,12382051
2017-03-30,12511766
2017-03-31,12756133
2017-04-01,13022730
2017-04-02,13162229
2017-04-03,13199231
2017-04-04,13317045
2017-04-05,13366903
2017-04-12,13626177
2017-04-13,13717984
2017-04-14,14056526
2017-04-15,14043552
2017-04-16,13984905
2017-04-17,13879055
2017-04-18,13763099
2017-04-19,13695773
2017-04-20,13688941
2017-04-21,13671409
2017-04-22,13653547
2017-04-23,13635050
2017-04-24,13600642
2017-04-25,13534769
2017-04-26,13547460
2017-04-27,13652338
2017-04-28,13733925
2017-04-29,13727775
2017-04-30,13886516
2017-05-01,13905949
2017-05-02,13826144
2017-05-03,13820543
2017-05-04,14026365
2017-05-05,13974836
2017-05-06,13953218
2017-05-07,13945491
2017-05-08,13870410
2017-05-09,13795006
2017-05-10,13601743
2017-05-11,13465473
2017-05-12,13404137
2017-05-13,13397819
2017-05-14,13386522
2017-05-15,13400547
2017-05-16,13326159
2017-05-18,13616566
2017-05-19,13575881
2017-05-20,13553275
2017-05-21,13528275
2017-05-22,13465357
2017-05-23,13418457
2017-05-24,13402034
2017-05-25,13748386
2017-05-26,14078361
2017-05-27,14194461
2017-05-28,14762382
2017-05-29,14814540
2017-05-30,14832159
2017-05-31,14637344
2017-06-01,13950960
2017-06-02,13253412
2017-06-03,13085672
2017-06-04,13147112
2017-06-05,13145743
2017-06-06,13212748
2017-06-07,13182256
2017-06-08,13188256
2017-06-09,13095431
2017-06-10,12914497
2017-06-11,12378446
2017-06-12,11776651
2017-06-13,12172438
2017-06-14,12640073
2017-06-15,12947239
2017-06-16,13024470
2017-06-17,13076457
2017-06-18,12855274
2017-06-19,12764619
2017-06-20,12727158
2017-06-21,12525443
2017-06-22,12476870
2017-06-23,12407103
2017-06-24,12437538
2017-06-25,12362171
2017-06-26,12337702
2017-06-27,12408758
2017-06-28,12617981
2017-06-29,12714869
2017-06-30,12645966
2017-07-01,12706727
2017-07-02,12767289
2017-07-03,12849541
2017-07-04,12970323
2017-07-05,12792841
2017-07-06,12686311
2017-07-07,12633244
2017-07-08,12656258
2017-07-09,12612468
2017-07-13,11983679
2017-07-14,12006053
2017-07-15,12029449
2017-07-16,12200835
2017-07-17,12273836
2017-07-18,12439761
2017-07-19,12407868
2017-07-20,12648915
2017-07-21,12784509
2017-07-22,13053234
2017-07-23,13393897
2017-07-24,13359990
2017-07-25,13387415
2017-07-26,13449293
2017-07-27,13457246
2017-07-28,13422939
2017-07-29,13469783
2017-07-30,13683210
2017-07-31,13270543
2017-08-01,13138345
2017-08-02,13048494
2017-08-03,13070487
2017-08-04,13117837
2017-08-05,13205949
2017-08-06,13152870
2017-08-07,13115629
2017-08-08,13047500
2017-08-09,13036882
2017-08-10,13016878
2017-08-11,13127942
2017-08-12,13227312
2017-08-13,13382284
2017-08-14,13307097
2017-08-15,13255260
2017-08-16,13157644
2017-08-17,13056152
2017-08-18,13071376
2017-08-19,13045619
2017-08-20,13098775
2017-08-21,13045214
2017-08-22,12994764
2017-08-23,12974171
2017-08-24,12991195
2017-08-25,13055961
2017-08-26,13036745
2017-08-27,13027443
2017-08-28,12976844
2017-08-29,12947731
2017-08-30,13017218
2017-08-31,13127784
2017-09-01,13116882
2017-09-02,13517588
2017-09-03,13601009
2017-09-04,13556015
2017-09-05,13513861
2017-09-06,13486455
2017-09-07,14058856
2017-09-08,14157891
2017-09-09,14262446
2017-09-10,14189970
2017-09-11,14006072
2017-09-12,13906670
2017-09-13,13750952
2017-09-14,13814847
2017-09-15,13900932
2017-09-16,13914843
2017-09-17,13798660
2017-09-18,13761820
2017-09-19,13667102
2017-09-20,13609157
2017-09-22,13533933
2017-09-23,13516714
2017-09-24,13551738
2017-09-25,13489503
2017-09-26,13458812
2017-09-27,13427630
2017-09-28,13233377
2017-09-29,13296352
2017-09-30,13566990
2017-10-01,13740525
2017-10-02,13902133
2017-10-03,13730438
2017-10-04,13671596
2017-10-05,13651721
2017-10-06,13634630
2017-10-07,13793238
2017-10-08,13738907
2017-10-09,13695998
2017-10-10,13710674
2017-10-11,13692973
2017-10-12,13715624
2017-10-13,13765372
2017-10-14,13738066
2017-10-15,13694471
2017-10-16,13612627
2017-10-17,13578589
2017-10-18,13518327
2017-10-19,13547702
2017-10-20,13575561
2017-10-21,13609086
2017-10-22,13682163
2017-10-23,13581345
2017-10-24,13562992
2017-10-25,13728076
2017-10-26,13938470
2017-10-27,14154348
2017-10-28,14174185
2017-10-29,14344913
2017-10-30,14267498
2017-10-31,14241710
2017-11-01,14287342
2017-11-02,14321620
2017-11-03,14250698
2017-11-04,14180959
2017-11-05,14065593
2017-11-06,13988879
2017-11-07,13884942
2017-11-08,13818137
2017-11-09,13664614
2017-11-10,13729657
2017-11-11,13747503
2017-11-12,13708775
2017-11-13,13607574
2017-11-14,13460273
2017-11-15,13323494
2017-11-16,13210653
2017-11-17,13146171
2017-11-18,13071298
2017-11-19,13024947
2017-11-20,12914654
2017-11-21,12777016
2017-11-22,12482580
2017-11-23,12242507
2017-11-24,12399948
2017-11-25,12640213
2017-11-26,12654848
2017-11-27,12721122
2017-11-28,12671119
2017-11-29,12623368
2017-11-30,12583026
2017-12-01,12609651
2017-12-02,12654951
2017-12-03,12659379
2017-12-04,12703319
2017-12-05,12735480
2017-12-06,12737484
2017-12-07,12735670
2017-12-08,12726024
2017-12-09,12874103
2017-12-10,12902206
2017-12-11,12894958
2017-12-12,12878750
2017-12-13,12866952
2017-12-14,12866061
2017-12-15,12919257
2017-12-16,12965717
2017-12-17,12949758
2017-12-18,13017847
2017-12-19,13033829
2017-12-20,13103369
2017-12-21,13293171
2017-12-22,13643877
2017-12-23,13703906
2017-12-24,13794689
2017-12-25,13856589
2017-12-26,14002687
2017-12-27,13948185
2017-12-28,13819189
2017-12-29,13684044
2017-12-30,13657139
2017-12-31,13682992
2018-01-01,13685881
2018-01-02,13709153
2018-01-03,13746268
2018-01-04,13569935
2018-01-05,13714802
2018-01-06,14150135
2018-01-07,14291112
2018-01-08,14301031
2018-01-09,14131820
2018-01-10,14065035
2018-01-11,14119912
2018-01-12,14438171
2018-01-13,14554277
2018-01-14,14671719
2018-01-15,14719186
2018-01-16,14756215
2018-01-17,14624996
2018-01-18,14641501
2018-01-19,14577187
2018-01-20,14546306
2018-01-21,14593375
2018-01-22,14526120
2018-01-23,14541758
2018-01-24,14598644
2018-01-25,14611529
2018-01-26,14589485
2018-01-27,14482907
2018-01-28,14499196
2018-01-29,14281251
2018-01-30,14103039
2018-01-31,13959224
2018-02-01,13807575
2018-02-02,13712655
2018-02-03,13813511
2018-02-04,13940980
2018-02-05,14070333
2018-02-06,13987165
2018-02-07,13948410
2018-02-08,13914915
2018-02-09,13860781
2018-02-10,13792202
2018-02-11,13711329
2018-02-12,13552822
2018-02-13,13478783
2018-02-14,13595958
2018-02-15,13761422
2018-02-16,13779361
2018-02-17,13896676
2018-02-18,14157363
2018-02-19,14102123
2018-02-20,14160415
2018-02-21,14450131
2018-02-22,14577863
2018-02-23,15029962
2018-02-24,15293589
2018-02-25,15450074
2018-02-26,15094849
2018-02-27,14868382
2018-02-28,14712047
2018-03-01,14703196
2018-03-02,14957799
2018-03-03,15347586
2018-03-04,15205668
2018-03-05,15028843
2018-03-06,14962498
2018-03-07,14972068
2018-03-08,14972744
2018-03-09,15096388
2018-03-10,15144010
2018-03-11,15074737
2018-03-12,15141318
2018-03-13,15161822
2018-03-14,15201771
2018-03-15,15486092
2018-03-16,15878324
2018-03-17,15957093
2018-03-18,16090826
2018-03-20,15941076
2018-03-22,15851727
2018-03-23,15932184
2018-03-24,16092376
2018-03-25,16025820
2018-03-26,15949571
2018-03-27,15774883
2018-03-28,15701391
2018-03-29,15880701
2018-03-30,15846022
2018-03-31,15830360
2018-04-01,15943126
2018-04-02,16052862
2018-04-03,16151216
2018-04-04,16202961
2018-04-05,16375350
2018-04-06,16501557
2018-04-07,16576844
2018-04-08,16705108
2018-04-09,16780318
2018-04-10,16795173
2018-04-11,16825259
2018-04-12,16938849
2018-04-13,17458713
2018-04-14,17572369
2018-04-15,17769622
2018-04-16,17652100
2018-04-17,17588350
2018-04-18,17711546
2018-04-19,17789483
2018-04-20,18249209
2018-04-21,18757854
2018-04-22,18785571
2018-04-23,18689825
2018-04-24,18491799
2018-04-25,18359816
2018-04-26,18363198
2018-04-27,18214283
2018-04-28,18161519
2018-04-29,18209111
2018-04-30,18240750
2018-05-01,18194710
2018-05-02,18261235
2018-05-03,18598582
2018-05-04,18617138
2018-05-05,18567365
2018-05-06,18485353
2018-05-07,18286516
2018-05-08,17541409
2018-05-09,16752743
2018-05-10,15931837
2018-05-11,16374258
2018-05-12,17069948
2018-05-13,17115914
2018-05-14,17283821
2018-05-15,17409003
2018-05-16,17400451
2018-05-17,17432471
2018-05-18,17318671
2018-05-19,17254089
2018-05-20,17218497
2018-05-21,17178951
2018-05-22,17160400
2018-05-23,17118459
2018-05-24,17174561
2018-05-25,17299160
2018-05-26,17363105
2018-05-27,17550255
2018-05-28,17630116
2018-05-29,17651116
2018-05-30,17650015
2018-05-31,17414688
2018-06-01,17093064
2018-06-02,17026091
2018-06-03,16869268
2018-06-04,16816716
2018-06-05,16434066
2018-06-06,15900116
2018-06-07,15204610
2018-06-08,15258888
2018-06-09,15780688
2018-06-10,15893169
2018-06-11,15875032
2018-06-12,15670069
2018-06-13,15781790
2018-06-14,15895615
2018-06-15,16290700
2018-06-16,16913438
2018-06-17,16688864
2018-06-18,16741704
2018-06-19,16707812
2018-06-20,16730665
2018-06-21,16877453
2018-06-22,16867881
2018-06-23,16941428
2018-06-24,17164674
2018-06-25,17108882
2018-06-26,17144011
2018-06-27,17082383
2018-06-28,16783909
2018-06-29,16733568
2018-06-30,16871028
2018-07-01,16923301
2018-07-02,16965131
2018-07-03,16931038
2018-07-04,16925043
2018-07-05,17083869
2018-07-06,17170739
2018-07-07,17357575
2018-07-08,17336823
2018-07-09,17324144
2018-07-10,17348533
2018-07-11,17311234
2018-07-12,17389015
2018-07-13,17608671
2018-07-14,17993350
2018-07-15,18013555
2018-07-16,17944609
2018-07-17,17927301
2018-07-18,17833940
2018-07-19,17758462
2018-07-20,17695810
2018-07-21,17728954
2018-07-22,17717382
2018-07-23,17799396
2018-07-24,17802008
2018-07-25,17896232
2018-07-26,17842049
2018-07-27,17595097
2018-07-28,17675048
2018-07-29,17629106
2018-07-30,17587790
2018-07-31,17510797
2018-08-01,17573789
2018-08-02,17654097
2018-08-03,17558422
2018-08-04,17540665
2018-08-05,17607712
2018-08-06,17591187
2018-08-07,17580924
2018-08-08,17442942
2018-08-09,17358962
2018-08-10,17326427
2018-08-11,17470472
2018-08-12,17425818
2018-08-14,17218770
2018-08-16,16117777
2018-08-17,16237639
2018-08-18,16882096
2018-08-19,17542080
2018-08-20,17764084
2018-08-21,17619991
2018-08-22,17558771
2018-08-23,17565054
2018-08-24,17566667
2018-08-25,17564150
2018-08-26,17512419
2018-08-27,17499483
2018-08-28,17457379
2018-08-29,17426946
2018-08-30,17383421
2018-08-31,17434907
2018-09-01,17443013
2018-09-02,17487593
2018-09-03,17497276
2018-09-04,17581339
2018-09-05,17619307
2018-09-06,17585247
2018-09-07,17490281
2018-09-08,17385313
2018-09-09,17261474
2018-09-10,17184058
2018-09-11,17148767
2018-09-12,16877048
2018-09-13,16922406
2018-09-14,17189164
2018-09-15,17521731
2018-09-16,17557845
2018-09-17,17863973
2018-09-18,17728868
2018-09-19,17828444
2018-09-20,17898213
2018-09-21,18210650
2018-09-22,18442346
2018-09-23,18626469
2018-09-24,18731347
2018-09-25,18924793
2018-09-26,18882065
2018-09-27,18908619
2018-09-28,18989330
2018-09-29,19021982
2018-09-30,19141773
2018-10-01,19071130
2018-10-02,18999702
2018-10-03,18947803
2018-10-04,18921938
2018-10-05,18968940
2018-10-06,18976137
2018-10-07,19053469
2018-10-08,19125627
2018-10-09,19333137
2018-10-10,19239897
2018-10-11,19250453
2018-10-12,19249353
2018-10-13,19327614
2018-10-14,19293028
2018-10-15,19196018
2018-10-16,19202669
2018-10-17,19089690
2018-10-18,18988006
2018-10-19,18870395
2018-10-20,18903844
2018-10-21,18981757
2018-10-22,19049526
2018-10-23,19097001
2018-10-24,19117225
2018-10-25,19194079
2018-10-26,19554868
2018-10-27,19691558
2018-10-28,19632590
2018-10-29,19534191
2018-10-30,19539402
2018-10-31,19677260
2018-11-01,20004264
2018-11-03,20244518
2018-11-04,20393799
2018-11-05,20414079
2018-11-06,20401344
2018-11-07,20424136
2018-11-08,20329611
2018-11-09,20287998
