date_obj,Sleeping%20cap price
2016-07-06,23810
2016-07-07,23810
2016-07-08,23897
2016-07-09,23897
2016-07-10,23077
2016-07-11,23077
2016-07-12,21977
2016-07-13,21977
2016-07-14,20956
2016-07-15,20956
2016-07-16,21265
2016-07-17,21265
2016-07-18,22242
2016-07-24,23861
2016-07-25,23861
2016-07-26,23861
2016-07-27,24860
2016-07-28,24860
2016-07-29,24860
2016-07-30,25728
2016-07-31,25728
2016-08-01,25728
2016-08-02,25728
2016-08-03,26933
2016-08-04,26933
2016-08-05,26933
2016-08-06,26966
2016-08-07,26966
2016-08-08,26966
2016-08-09,27436
2016-08-10,27436
2016-08-11,27436
2016-08-12,27436
2016-08-13,27016
2016-08-14,27016
2016-08-15,27016
2016-08-16,27016
2016-08-17,26930
2016-08-18,26930
2016-08-19,26930
2016-08-20,26930
2016-08-21,26955
2016-08-22,26955
2016-08-23,26955
2016-08-24,26955
2016-08-25,26618
2016-08-26,26618
2016-08-28,26618
2016-08-31,26708
2016-09-01,26708
2016-09-02,26708
2016-09-03,26708
2016-09-04,27862
2016-09-05,27862
2016-09-06,27862
2016-09-07,27862
2016-09-08,27862
2016-09-09,27425
2016-09-10,27425
2016-09-11,27425
2016-09-12,27425
2016-09-13,27557
2016-09-14,27557
2016-09-15,27557
2016-09-16,27557
2016-09-17,27557
2016-09-18,28468
2016-09-19,28468
2016-09-20,28468
2016-09-21,28468
2016-09-22,28468
2016-09-23,28535
2016-09-24,28535
2016-09-25,28535
2016-09-26,28535
2016-09-27,28535
2016-09-28,28535
2016-09-29,28821
2016-09-30,28821
2016-10-01,28821
2016-10-02,28821
2016-10-03,28821
2016-10-04,27582
2016-10-05,27582
2016-10-06,27582
2016-10-07,27582
2016-10-08,27582
2016-10-09,27582
2016-10-11,26248
2016-10-12,26248
2016-10-13,26248
2016-10-14,24970
2016-10-15,24970
2016-10-16,24970
2016-10-17,25016
2016-10-18,25016
2016-10-19,25016
2016-10-20,25016
2016-10-21,25630
2016-10-22,25630
2016-10-23,25630
2016-10-24,25630
2016-10-25,25630
2016-10-26,26843
2016-10-27,26843
2016-10-28,26843
2016-10-29,26843
2016-10-30,26843
2016-10-31,27378
2016-11-01,27378
2016-11-02,27378
2016-11-03,27378
2016-11-04,27378
2016-11-05,27815
2016-11-06,27815
2016-11-07,27815
2016-11-08,27815
2016-11-09,27815
2016-11-10,28117
2016-11-11,28117
2016-11-12,28117
2016-11-13,28117
2016-11-14,28117
2016-12-08,28949
2016-12-09,28477
2016-12-10,28477
2016-12-11,28477
2016-12-12,28477
2016-12-13,28955
2016-12-14,28955
2016-12-15,28955
2016-12-16,28955
2016-12-17,28008
2016-12-18,28008
2016-12-19,28008
2016-12-20,28008
2016-12-21,28008
2016-12-22,28239
2016-12-23,28239
2016-12-24,28239
2016-12-25,28239
2016-12-26,27459
2016-12-27,27459
2016-12-28,27459
2016-12-29,27459
2016-12-30,27459
2016-12-31,27459
2017-01-01,26196
2017-01-02,26196
2017-01-03,26196
2017-01-04,24940
2017-01-05,24940
2017-01-06,24940
2017-01-07,24940
2017-01-08,23818
2017-01-09,23818
2017-01-10,23818
2017-01-11,23818
2017-01-12,22627
2017-01-13,22627
2017-01-14,22627
2017-01-15,21639
2017-01-16,21639
2017-01-17,21639
2017-01-18,20741
2017-01-19,20741
2017-01-20,20741
2017-01-21,20741
2017-01-22,20033
2017-01-27,19523
2017-01-28,19523
2017-01-29,18825
2017-01-30,18825
2017-01-31,18825
2017-02-01,18825
2017-02-02,17926
2017-02-03,17926
2017-02-04,17926
2017-02-05,17180
2017-02-06,17180
2017-02-07,17180
2017-02-08,17180
2017-02-09,16568
2017-02-10,16568
2017-02-11,16164
2017-02-12,16164
2017-02-13,16164
2017-02-14,16164
2017-02-15,16830
2017-02-16,16830
2017-02-18,16830
2017-02-19,16805
2017-02-20,16805
2017-02-21,16805
2017-02-22,16805
2017-02-23,16805
2017-02-24,16459
2017-02-25,16459
2017-02-26,16459
2017-02-27,16459
2017-02-28,16146
2017-03-01,16146
2017-03-02,16146
2017-03-03,16146
2017-03-04,15960
2017-03-05,15960
2017-03-06,15960
2017-03-07,16574
2017-03-08,16574
2017-03-09,16574
2017-03-10,16574
2017-03-11,16506
2017-03-12,16506
2017-03-13,16506
2017-03-14,16506
2017-03-15,16069
2017-03-16,16069
2017-03-17,16069
2017-03-18,16069
2017-03-19,16020
2017-03-20,16020
2017-03-21,16020
2017-03-22,16020
2017-03-23,16200
2017-03-24,16200
2017-03-25,16200
2017-03-26,16200
2017-03-27,16200
2017-03-28,16178
2017-03-29,16178
2017-03-30,16178
2017-03-31,16067
2017-04-01,16067
2017-04-02,16067
2017-04-03,15716
2017-04-04,15716
2017-04-12,15119
2017-04-13,15119
2017-04-14,15119
2017-04-15,15119
2017-04-16,15685
2017-04-17,15685
2017-04-18,15685
2017-04-19,15685
2017-04-20,15924
2017-04-21,15924
2017-04-22,15924
2017-04-23,15924
2017-04-24,15329
2017-04-25,15329
2017-04-26,15329
2017-04-27,15329
2017-04-28,15179
2017-04-29,15179
2017-04-30,15179
2017-05-01,15179
2017-05-02,15002
2017-05-03,15002
2017-05-04,15002
2017-05-05,15002
2017-05-06,14569
2017-05-07,14569
2017-05-08,14569
2017-05-09,14569
2017-05-10,14289
2017-05-11,14289
2017-05-12,14289
2017-05-13,14289
2017-05-14,14289
2017-05-15,14623
2017-05-16,14623
2017-05-17,14623
2017-05-18,14623
2017-05-19,15098
2017-05-20,15098
2017-05-21,15098
2017-05-22,15098
2017-05-23,14716
2017-05-24,14716
2017-05-25,14716
2017-05-26,14716
2017-05-27,14716
2017-05-28,14206
2017-05-29,14206
2017-05-30,14206
2017-05-31,14206
2017-06-01,14056
2017-06-02,14056
2017-06-03,14056
2017-06-06,13495
2017-06-07,13495
2017-06-08,13495
2017-06-09,12915
2017-06-10,12915
2017-06-11,13359
2017-06-12,13359
2017-06-13,13359
2017-06-14,13359
2017-06-15,13359
2017-06-16,13765
2017-06-17,13765
2017-06-18,13765
2017-06-19,13765
2017-06-20,14026
2017-06-21,14026
2017-06-22,14026
2017-06-23,14026
2017-06-24,14026
2017-06-25,14026
2017-06-26,14428
2017-06-27,14428
2017-06-28,14428
2017-06-29,14428
2017-06-30,14428
2017-07-01,14550
2017-07-02,14550
2017-07-03,14550
2017-07-04,14550
2017-07-05,14550
2017-07-06,14207
2017-07-07,14207
2017-07-08,14207
2017-07-13,13863
2017-07-14,13373
2017-07-15,13373
2017-07-16,13373
2017-07-17,13373
2017-07-18,13302
2017-07-19,13302
2017-07-20,13302
2017-07-21,13302
2017-07-22,13045
2017-07-23,13045
2017-07-24,13045
2017-07-25,13045
2017-07-26,12516
2017-07-27,12516
2017-07-28,12516
2017-07-29,12516
2017-07-30,12156
2017-07-31,12156
2017-08-01,12156
2017-08-02,12156
2017-08-03,12105
2017-08-04,12105
2017-08-05,12105
2017-08-06,12105
2017-08-09,11667
2017-08-10,11361
2017-08-11,11361
2017-08-12,11361
2017-08-13,11361
2017-08-14,11361
2017-08-15,11164
2017-08-17,11164
2017-08-18,11164
2017-08-19,11017
2017-08-20,11017
2017-08-21,11017
2017-08-22,11017
2017-08-23,11120
2017-08-24,11120
2017-08-25,11120
2017-08-26,11120
2017-08-27,11524
2017-08-28,11524
2017-08-29,11524
2017-08-30,11524
2017-08-31,11702
2017-09-01,11702
2017-09-02,11702
2017-09-03,11702
2017-09-04,11425
2017-09-05,11425
2017-09-06,11425
2017-09-07,11425
2017-09-08,10868
2017-09-09,10868
2017-09-10,10868
2017-09-11,10868
2017-09-12,10750
2017-09-13,10750
2017-09-14,10750
2017-09-15,10750
2017-09-16,10449
2017-09-17,10449
2017-09-19,10449
2017-09-20,10449
2017-09-21,10237
2017-09-22,10237
2017-09-23,10237
2017-09-24,10237
2017-09-25,10148
2017-09-26,10148
2017-09-27,10148
2017-09-28,10148
2017-09-29,10573
2017-09-30,10573
2017-10-01,10573
2017-10-02,10573
2017-10-03,10573
2017-10-04,10275
2017-10-05,10275
2017-10-06,10275
2017-10-07,10275
2017-10-08,10180
2017-10-09,10180
2017-10-10,10180
2017-10-11,10180
2017-10-12,10023
2017-10-13,10023
2017-10-14,10023
2017-10-15,10023
2017-10-16,9658
2017-10-17,9658
2017-10-18,9658
2017-10-19,9658
2017-10-20,9658
2017-10-21,9175
2017-10-22,9175
2017-10-23,9175
2017-10-24,9175
2017-10-25,8862
2017-10-26,8862
2017-10-27,8862
2017-10-28,8862
2017-10-29,8862
2017-10-30,8719
2017-10-31,8719
2017-11-01,8719
2017-11-02,8719
2017-11-03,8719
2017-11-04,8593
2017-11-05,8593
2017-11-06,8593
2017-11-07,8593
2017-11-08,8593
2017-11-09,8284
2017-11-10,8284
2017-11-11,8284
2017-11-12,8284
2017-11-13,8284
2017-11-14,8364
2017-11-15,8364
2017-11-16,8364
2017-11-17,8364
2017-11-18,8364
2017-11-19,8219
2017-11-20,8219
2017-11-21,8219
2017-11-22,8219
2017-11-23,8222
2017-11-24,8222
2017-11-25,8222
2017-11-26,8222
2017-11-27,8222
2017-11-28,8063
2017-11-29,8063
2017-11-30,8063
2017-12-01,8063
2017-12-02,8198
2017-12-03,8198
2017-12-04,8198
2017-12-05,8198
2017-12-06,8253
2017-12-07,8253
2017-12-08,8253
2017-12-09,8253
2017-12-10,8412
2017-12-11,8412
2017-12-12,8412
2017-12-13,8412
2017-12-14,8412
2017-12-15,8509
2017-12-16,8509
2017-12-17,8509
2017-12-18,8509
2017-12-19,8725
2017-12-20,8725
2017-12-21,8725
2017-12-22,8725
2017-12-23,9034
2017-12-24,9034
2017-12-25,9034
2017-12-26,9034
2017-12-27,9034
2017-12-28,9139
2017-12-29,9139
2017-12-30,9139
2017-12-31,9139
2018-01-01,9504
2018-01-02,9504
2018-01-03,9504
2018-01-04,9744
2018-01-05,9744
2018-01-06,9744
2018-01-07,10171
2018-01-08,10171
2018-01-09,10171
2018-01-10,10171
2018-01-11,10171
2018-01-12,10413
2018-01-13,10413
2018-01-14,10413
2018-01-15,10413
2018-01-16,10423
2018-01-17,10423
2018-01-18,10423
2018-01-19,10423
2018-01-20,10772
2018-01-21,10772
2018-01-22,10772
2018-01-23,10772
2018-01-24,11102
2018-01-25,11102
2018-01-26,11102
2018-01-27,11102
2018-01-28,11052
2018-01-29,11052
2018-01-30,11052
2018-01-31,11199
2018-02-01,11199
2018-02-02,11199
2018-02-04,11083
2018-02-05,11083
2018-02-06,11083
2018-02-07,11083
2018-02-08,11377
2018-02-09,11377
2018-02-10,11377
2018-02-11,11086
2018-02-12,11086
2018-02-13,11086
2018-02-14,11086
2018-02-15,11323
2018-02-16,11323
2018-02-17,11323
2018-02-18,11323
2018-02-19,11762
2018-02-20,11762
2018-02-21,11762
2018-02-22,11762
2018-02-23,11513
2018-02-24,11513
2018-02-25,11513
2018-02-26,11513
2018-02-27,11175
2018-02-28,11175
2018-03-01,11175
2018-03-02,11175
2018-03-03,11085
2018-03-04,11085
2018-03-05,11085
2018-03-06,11389
2018-03-07,11389
2018-03-08,11389
2018-03-09,11389
2018-03-10,11282
2018-03-11,11282
2018-03-12,11282
2018-03-13,10859
2018-03-14,10859
2018-03-15,10859
2018-03-16,10859
2018-03-17,10561
2018-03-18,10561
2018-03-19,10561
2018-03-20,10561
2018-03-21,10139
2018-03-23,10139
2018-03-24,10139
2018-03-26,10229
2018-03-27,10229
2018-03-28,10229
2018-03-29,10229
2018-03-30,10441
2018-03-31,10441
2018-04-01,10441
2018-04-02,10441
2018-04-03,10917
2018-04-04,10917
2018-04-05,10917
2018-04-06,11439
2018-04-08,11439
2018-04-09,11439
2018-04-10,11969
2018-04-11,11969
2018-04-12,11969
2018-04-13,11969
2018-04-14,11969
2018-04-16,12204
2018-04-17,12204
2018-04-18,12204
2018-04-19,12204
2018-04-20,12279
2018-04-21,12279
2018-04-22,12279
2018-04-23,12279
2018-04-24,12279
2018-04-25,12502
2018-04-26,12502
2018-04-27,12502
2018-04-28,12502
2018-04-29,12502
2018-04-30,13120
2018-05-01,13120
2018-05-02,13120
2018-05-03,13120
2018-05-04,13120
2018-05-05,13745
2018-05-06,13745
2018-05-07,13745
2018-05-08,13745
2018-05-09,13745
2018-05-10,14365
2018-05-11,14365
2018-05-12,14365
2018-05-13,14365
2018-05-14,15061
2018-05-15,15061
2018-05-16,15061
2018-05-17,15061
2018-05-18,15801
2018-05-19,15801
2018-05-20,15801
2018-05-21,15801
2018-05-22,15801
2018-05-23,16411
2018-05-24,16411
2018-05-25,16411
2018-05-26,16411
2018-05-27,16411
2018-05-28,15767
2018-05-29,15767
2018-05-30,15767
2018-05-31,15767
2018-06-01,16494
2018-06-02,16494
2018-06-03,16494
2018-06-04,16494
2018-06-05,17003
2018-06-06,17003
2018-06-07,17003
2018-06-08,17003
2018-06-09,16432
2018-06-10,16432
2018-06-11,16432
2018-06-12,16432
2018-06-13,15803
2018-06-14,15803
2018-06-15,15803
2018-06-16,15803
2018-06-17,15535
2018-06-18,15535
2018-06-19,15535
2018-06-20,15535
2018-06-21,16040
2018-06-22,16040
2018-06-23,16040
2018-06-24,16040
2018-06-25,16256
2018-06-26,16256
2018-06-27,16256
2018-06-28,16256
2018-06-29,16513
2018-06-30,16513
2018-07-01,16513
2018-07-02,16513
2018-07-03,16513
2018-07-04,17268
2018-07-05,17268
2018-07-06,17268
2018-07-07,17268
2018-07-08,17268
2018-07-09,17147
2018-07-10,17147
2018-07-11,17147
2018-07-12,17147
2018-07-13,17147
2018-07-14,16727
2018-07-15,16727
2018-07-16,16727
2018-07-17,16727
2018-07-18,16546
2018-07-19,16546
2018-07-20,16546
2018-07-21,16546
2018-07-22,16396
2018-07-23,16396
2018-07-24,16396
2018-07-25,15843
2018-07-26,15843
2018-07-27,15843
2018-07-28,15685
2018-07-29,15685
2018-07-30,15685
2018-07-31,16213
2018-08-01,16213
2018-08-02,16213
2018-08-03,16213
2018-08-04,16617
2018-08-05,16617
2018-08-06,16617
2018-08-07,16617
2018-08-08,16659
2018-08-09,16659
2018-08-10,16659
2018-08-11,16659
2018-08-12,16342
2018-08-14,16342
2018-08-16,16193
2018-08-17,16193
2018-08-18,16193
2018-08-19,15772
2018-08-20,15772
2018-08-21,15772
2018-08-22,15312
2018-08-23,15312
2018-08-24,15312
2018-08-25,15351
2018-08-26,15351
2018-08-27,15351
2018-08-28,15351
2018-08-29,15436
2018-08-30,15436
2018-08-31,15436
2018-09-01,15436
2018-09-02,15340
2018-09-03,15340
2018-09-04,15340
2018-09-05,15351
2018-09-06,15351
2018-09-07,15351
2018-09-08,15351
2018-09-09,15367
2018-09-10,15367
2018-09-11,15367
2018-09-12,15367
2018-09-13,15351
2018-09-14,15351
2018-09-15,15351
2018-09-16,15351
2018-09-17,15292
2018-09-18,15292
2018-09-19,15292
2018-09-20,15292
2018-09-21,14832
2018-09-22,14832
2018-09-23,14832
2018-09-24,14832
2018-09-25,14589
2018-09-26,14589
2018-09-27,14589
2018-09-28,14185
2018-09-29,14185
2018-09-30,14185
2018-10-02,14185
2018-10-03,14087
2018-10-04,14087
2018-10-05,14087
2018-10-06,14087
2018-10-07,14349
2018-10-08,14349
2018-10-09,14349
2018-10-10,14922
2018-10-11,14922
2018-10-12,14922
2018-10-13,14922
2018-10-14,15583
2018-10-15,15583
2018-10-16,15583
2018-10-17,15583
2018-10-18,16337
2018-10-19,16337
2018-10-20,16337
2018-10-21,16337
2018-10-22,16484
2018-10-23,16484
2018-10-24,16484
2018-10-25,16484
2018-10-26,17295
2018-10-27,17295
2018-10-28,17295
2018-10-29,17826
2018-10-30,17826
2018-10-31,17826
2018-11-01,17826
2018-11-03,18047
2018-11-04,18047
2018-11-05,17787
2018-11-06,17787
2018-11-07,17787
2018-11-08,17601
2018-11-09,17601
2018-11-10,17601
2018-11-11,16775
2018-11-12,16775
2018-11-13,17120
2018-11-14,17120
2018-11-15,17120
2018-11-16,17398
2018-11-17,17398
2018-11-18,17398
2018-11-19,17609
2018-11-20,17609
2018-11-21,17654
2018-11-22,17654
2018-11-23,17060
2018-11-24,17060
2018-11-25,16603
2018-11-26,16603
2018-11-27,16603
2018-11-28,16231
2018-11-29,16231
2018-12-01,16837
2018-12-02,16837
2018-12-03,16837
2018-12-04,16165
2018-12-05,16165
2018-12-07,16272
2018-12-09,15562
2018-12-10,15562
2018-12-11,15544
2018-12-12,15544
2018-12-13,15544
2018-12-14,15792
2018-12-15,15792
2018-12-16,15932
2018-12-17,15932
2018-12-18,15932
2018-12-19,16584
2018-12-20,16584
2018-12-21,17342
2018-12-22,17342
2018-12-23,18000
2018-12-24,18000
2018-12-25,18000
2018-12-26,18682
2018-12-27,18682
2018-12-28,18682
2018-12-29,19436
2018-12-30,19436
2018-12-31,19436
2019-01-01,20337
2019-01-02,20337
2019-01-03,21345
2019-01-04,21345
2019-01-05,22335
2019-01-06,22335
2019-01-08,23452
2019-01-10,23452
2019-01-11,24608
2019-01-12,24608
2019-01-13,25839
2019-01-14,25839
2019-01-15,25565
2019-01-16,25565
2019-01-17,25565
2019-01-18,25314
2019-01-19,25314
2019-01-20,25790
2019-01-21,25790
2019-01-22,25790
2019-01-23,25592
2019-01-24,25592
2019-01-25,25592
2019-01-26,25772
2019-01-27,25772
2019-01-28,25772
2019-01-29,25844
2019-01-30,25844
2019-01-31,25844
2019-02-01,25691
2019-02-02,25691
2019-02-03,25691
2019-02-04,25711
2019-02-05,25711
2019-02-06,25711
2019-02-07,25278
2019-02-08,25278
2019-02-09,25278
2019-02-10,25291
2019-02-11,25291
2019-02-12,25291
2019-02-13,25408
2019-02-14,25408
2019-02-15,25408
2019-02-16,25522
2019-02-17,25522
2019-02-18,25522
2019-02-19,25636
2019-02-20,25636
2019-02-21,25446
2019-02-22,25446
2019-02-23,25446
2019-02-24,25396
2019-02-25,25396
2019-02-26,25396
2019-02-27,24497
2019-02-28,24497
2019-03-01,24497
2019-03-02,23513
2019-03-03,23513
2019-03-04,22500
2019-03-05,22500
2019-03-06,21559
2019-03-07,21559
2019-03-08,21559
2019-03-09,20569
2019-03-10,20569
2019-03-11,20569
2019-03-12,19695
2019-03-13,19695
2019-03-14,19695
2019-03-15,18981
2019-03-16,18981
2019-03-17,18981
2019-03-18,18361
2019-03-19,18361
2019-03-20,18361
2019-03-21,17467
2019-03-22,17467
2019-03-23,17467
2019-03-24,17024
2019-03-25,17024
2019-03-26,17024
2019-03-27,17024
2019-03-28,16274
2019-03-29,16274
2019-03-30,16274
2019-03-31,15841
2019-04-01,15841
2019-04-02,15841
2019-04-03,15569
2019-04-04,15569
2019-04-05,15569
2019-04-06,15569
