date_obj,Ancient%20crystal price
2017-11-23,1000000
2017-11-24,1040152
2017-11-25,1040152
2017-11-26,1040152
2017-11-27,1088357
2017-11-28,1088357
2017-11-29,1088357
2017-11-30,1088357
2017-12-01,1139071
2017-12-02,1139071
2017-12-03,1139071
2017-12-04,1139071
2017-12-05,1139071
2017-12-06,1139071
2017-12-07,1193191
2017-12-08,1193191
2017-12-09,1193191
2017-12-10,1193191
2017-12-11,1193191
2017-12-12,1193191
2017-12-13,1193191
2017-12-14,1193191
2017-12-15,1247875
2017-12-16,1247875
2017-12-17,1247875
2017-12-18,1247875
2017-12-19,1247875
2017-12-20,1247875
2017-12-21,1247875
2017-12-22,1247875
2017-12-23,1247875
2017-12-24,1247875
2017-12-25,1247875
2017-12-26,1247875
2017-12-27,1306442
2017-12-28,1306442
2017-12-29,1306442
2017-12-30,1306442
2017-12-31,1306442
2018-01-01,1306442
2018-01-02,1306442
2018-01-03,1306442
2018-01-04,1306442
2018-01-05,1306442
2018-01-06,1306442
2018-01-07,1306442
2018-01-08,1366465
2018-01-09,1366465
2018-01-10,1366465
2018-01-11,1366465
2018-01-12,1366465
2018-01-13,1366465
2018-01-14,1366465
2018-01-15,1366465
2018-01-16,1366465
2018-01-17,1366465
2018-01-18,1366465
2018-01-19,1366465
2018-01-20,1366465
2018-01-21,1428699
2018-01-22,1428699
2018-01-23,1428699
2018-01-24,1428699
2018-01-25,1428699
2018-01-26,1428699
2018-01-27,1428699
2018-01-28,1428699
2018-01-29,1428699
2018-01-30,1428699
2018-01-31,1428699
2018-02-01,1428699
2018-02-02,1428699
2018-02-03,1497066
2018-02-04,1497066
2018-02-05,1497066
2018-02-06,1497066
2018-02-07,1497066
2018-02-08,1497066
2018-02-09,1571920
2018-02-10,1571920
2018-02-11,1647389
2018-02-12,1647389
2018-02-13,1727121
2018-02-14,1727121
2018-02-15,1813478
2018-02-16,1813478
2018-02-17,1813478
2018-02-18,1781021
2018-02-19,1781021
2018-02-20,1724344
2018-02-21,1724344
2018-02-22,1724344
2018-02-23,1806593
2018-02-24,1806593
2018-02-25,1806593
2018-02-26,1806593
2018-02-27,1806593
2018-02-28,1806593
2018-03-01,1893846
2018-03-02,1893846
2018-03-03,1893846
2018-03-04,1893846
2018-03-05,1936658
2018-03-06,1936658
2018-03-07,1936658
2018-03-08,1936658
2018-03-09,1936658
2018-03-10,1845375
2018-03-11,1845375
2018-03-12,1845375
2018-03-13,1845375
2018-03-14,1845375
2018-03-15,1755921
2018-03-16,1755921
2018-03-17,1755921
2018-03-18,1755921
2018-03-19,1755921
2018-03-20,1668124
2018-03-21,1668124
2018-03-22,1668124
2018-03-23,1668124
2018-03-24,1668124
2018-03-25,1584796
2018-03-26,1584796
2018-03-27,1584796
2018-03-28,1584796
2018-03-29,1506919
2018-03-30,1506919
2018-03-31,1506919
2018-04-01,1506919
2018-04-02,1433544
2018-04-03,1433544
2018-04-04,1433544
2018-04-05,1433544
2018-04-06,1361866
2018-04-07,1361866
2018-04-08,1361866
2018-04-09,1361866
2018-04-10,1361866
2018-04-11,1293772
2018-04-12,1293772
2018-04-13,1293772
2018-04-14,1293772
2018-04-15,1229083
2018-04-16,1229083
2018-04-17,1229083
2018-04-18,1229083
2018-04-19,1229083
2018-04-20,1167628
2018-04-21,1167628
2018-04-22,1167628
2018-04-23,1167628
2018-04-24,1110366
2018-04-25,1110366
2018-04-26,1110366
2018-04-27,1110366
2018-04-28,1057472
2018-04-29,1057472
2018-04-30,1057472
2018-05-01,1057472
2018-05-02,1006100
2018-05-03,1006100
2018-05-04,1006100
2018-05-05,1006100
2018-05-06,1006100
2018-05-07,955839
2018-05-08,955839
2018-05-09,955839
2018-05-10,955839
2018-05-11,908937
2018-05-12,908937
2018-05-13,908937
2018-05-14,908937
2018-05-15,864783
2018-05-16,864783
2018-05-17,864783
2018-05-18,823027
2018-05-19,823027
2018-05-20,823027
2018-05-21,783064
2018-05-22,783064
2018-05-23,783064
2018-05-24,783064
2018-05-25,745657
2018-05-26,745657
2018-05-27,745657
2018-05-28,709575
2018-05-29,709575
2018-05-30,709575
2018-05-31,709575
2018-06-01,674096
2018-06-02,674096
2018-06-03,674096
2018-06-04,641210
2018-06-05,641210
2018-06-06,610221
2018-06-07,610221
2018-06-08,610221
2018-06-09,610221
2018-06-10,579709
2018-06-11,579709
2018-06-12,579709
2018-06-13,551634
2018-06-14,551634
2018-06-15,551634
2018-06-16,525476
2018-06-17,525476
2018-06-18,525476
2018-06-19,499202
2018-06-20,499202
2018-06-21,499202
2018-06-22,474369
2018-06-23,474369
2018-06-24,474369
2018-06-25,474369
2018-06-26,450650
2018-06-27,450650
2018-06-28,450650
2018-06-29,429890
2018-06-30,429890
2018-07-01,429890
2018-07-02,429890
2018-07-03,408395
2018-07-04,408395
2018-07-05,408395
2018-07-06,388315
2018-07-07,388315
2018-07-08,388315
2018-07-09,388315
2018-07-10,368899
2018-07-11,368899
2018-07-12,368899
2018-07-13,368899
2018-07-14,350454
2018-07-15,350454
2018-07-16,350454
2018-07-17,333155
2018-07-18,333155
2018-07-19,333155
2018-07-20,316990
2018-07-21,316990
2018-07-22,316990
2018-07-23,301140
2018-07-24,301140
2018-07-25,301140
2018-07-26,286589
2018-07-27,286589
2018-07-28,272259
2018-07-29,272259
2018-07-30,272259
2018-07-31,258646
2018-08-01,258646
2018-08-02,258646
2018-08-03,245713
2018-08-04,245713
2018-08-05,234001
2018-08-06,234001
2018-08-07,234001
2018-08-08,222300
2018-08-09,222300
2018-08-10,222300
2018-08-11,211535
2018-08-12,211535
2018-08-14,201251
2018-08-16,201251
2018-08-17,191188
2018-08-18,191188
2018-08-19,191188
2018-08-20,181628
2018-08-21,181628
2018-08-22,181628
2018-08-23,172812
2018-08-24,172812
2018-08-25,164656
2018-08-26,164656
2018-08-27,164656
2018-08-28,159385
2018-08-29,159385
2018-08-30,159385
2018-08-31,156110
2018-09-01,156110
2018-09-02,156110
2018-09-03,159732
2018-09-04,159732
2018-09-05,159732
2018-09-06,157664
2018-09-07,157664
2018-09-08,157664
2018-09-09,157355
2018-09-10,157355
2018-09-11,157355
2018-09-12,157355
2018-09-13,153083
2018-09-14,153083
2018-09-15,153083
2018-09-16,151014
2018-09-17,151014
2018-09-18,151014
2018-09-19,153072
2018-09-20,153072
2018-09-21,153072
2018-09-22,154611
2018-09-23,154611
2018-09-24,154611
2018-09-25,154611
2018-09-26,158516
2018-09-27,158516
2018-09-28,158516
2018-09-29,158516
2018-09-30,155522
2018-10-02,155522
2018-10-03,157096
2018-10-04,157096
2018-10-05,157096
2018-10-06,158605
2018-10-07,158605
2018-10-08,158605
2018-10-09,158605
2018-10-10,159082
2018-10-11,159082
2018-10-12,159082
2018-10-13,159541
2018-10-14,159541
2018-10-15,159541
2018-10-16,159541
2018-10-17,163897
2018-10-18,163897
2018-10-19,163897
2018-10-20,160322
2018-10-21,160322
2018-10-22,160322
2018-10-23,156950
2018-10-24,156950
2018-10-25,156950
2018-10-26,154564
2018-10-27,154564
2018-10-28,154564
2018-10-29,159102
2018-10-30,159102
2018-10-31,159102
2018-11-01,160446
2018-11-03,160446
2018-11-04,167945
2018-11-05,167945
2018-11-06,166129
2018-11-07,166129
2018-11-08,166129
2018-11-09,162340
2018-11-10,162340
2018-11-11,162340
2018-11-12,160104
2018-11-13,160104
2018-11-14,160104
2018-11-15,161666
2018-11-16,161666
2018-11-17,161666
2018-11-18,160038
2018-11-19,160038
2018-11-20,160038
2018-11-21,157612
2018-11-22,157612
2018-11-23,157612
2018-11-24,155750
2018-11-25,155750
2018-11-26,155750
2018-11-27,153882
2018-11-28,153882
2018-11-29,153882
2018-12-01,156092
2018-12-02,156092
2018-12-03,155179
2018-12-04,155179
2018-12-05,155322
2018-12-07,155322
2018-12-09,155660
2018-12-10,155660
2018-12-11,152604
2018-12-12,152604
2018-12-13,152604
2018-12-14,152382
2018-12-15,152382
2018-12-16,152382
2018-12-17,152212
2018-12-18,152212
2018-12-19,152212
2018-12-20,150082
2018-12-21,150082
2018-12-22,150082
2018-12-23,149311
2018-12-24,149311
2018-12-25,149311
2018-12-26,150818
2018-12-27,150818
2018-12-28,150818
2018-12-29,150712
2018-12-30,150712
2018-12-31,150712
2019-01-01,150712
2019-01-02,153845
2019-01-03,153845
2019-01-04,153845
2019-01-05,153104
2019-01-06,153104
2019-01-08,154533
2019-01-10,154533
2019-01-11,153904
2019-01-12,153904
2019-01-13,153904
2019-01-14,153314
2019-01-15,153314
2019-01-16,153314
2019-01-17,152987
2019-01-18,152987
2019-01-19,152987
2019-01-20,153611
2019-01-21,153611
2019-01-22,153611
2019-01-23,153444
2019-01-24,153444
2019-01-25,153444
2019-01-26,153573
2019-01-27,153573
2019-01-28,153573
2019-01-29,154108
2019-01-30,154108
2019-01-31,154108
2019-02-01,154687
2019-02-02,154687
2019-02-03,154687
2019-02-04,155007
2019-02-05,155007
2019-02-06,155007
2019-02-07,154115
2019-02-08,154115
2019-02-09,154115
2019-02-10,153054
2019-02-11,153054
2019-02-12,153054
2019-02-13,150880
2019-02-14,150880
2019-02-15,150880
2019-02-16,151265
2019-02-17,151265
2019-02-18,151265
2019-02-19,151105
2019-02-20,151105
2019-02-21,152362
2019-02-22,152362
2019-02-23,152362
2019-02-24,150353
2019-02-25,150353
2019-02-26,150353
2019-02-27,150867
2019-02-28,150867
2019-03-01,150867
2019-03-02,149478
2019-03-03,149478
2019-03-04,151172
2019-03-05,151172
2019-03-06,150096
2019-03-07,150096
2019-03-08,150096
2019-03-09,150096
2019-03-10,151715
2019-03-11,151715
2019-03-12,151715
2019-03-13,150680
2019-03-14,150680
2019-03-15,150680
2019-03-16,152264
2019-03-17,152264
2019-03-18,152264
2019-03-19,152654
2019-03-20,152654
2019-03-21,151067
2019-03-22,151067
2019-03-23,151067
2019-03-24,150586
2019-03-25,150586
2019-03-26,150586
2019-03-27,150586
2019-03-28,151845
2019-03-29,151845
2019-03-30,151845
2019-03-31,151845
2019-04-01,150830
2019-04-02,150830
2019-04-03,150830
2019-04-04,151176
2019-04-05,151176
2019-04-06,151176
2019-04-07,150916
2019-04-08,150916
2019-04-09,150916
2019-04-10,151318
2019-04-11,151318
2019-04-12,151318
2019-04-13,151109
2019-04-14,151109
2019-04-15,151109
2019-04-16,151182
2019-04-17,151182
2019-04-18,151182
2019-04-19,151232
2019-04-20,151232
2019-04-21,151232
2019-04-22,151207
2019-04-23,151207
2019-04-24,151207
2019-04-25,149743
2019-04-26,149743
2019-04-27,149743
2019-04-28,149062
2019-04-29,149062
2019-04-30,149062
2019-05-01,151949
2019-05-02,151949
2019-05-03,151949
2019-05-04,153193
2019-05-05,153193
2019-05-06,153193
2019-05-07,152717
2019-05-08,152717
2019-05-09,152717
2019-05-10,154439
2019-05-11,154439
2019-05-12,154439
2019-05-13,153988
2019-05-14,153988
2019-05-15,153988
2019-05-16,152534
2019-05-17,152534
2019-05-18,152534
2019-05-19,152953
2019-05-20,152953
2019-05-21,152953
2019-05-22,151893
2019-05-23,151893
2019-05-24,151893
2019-05-25,151449
2019-05-26,151449
2019-05-27,151449
2019-05-28,151619
2019-05-29,151619
2019-05-30,151619
2019-05-31,151300
2019-06-01,151300
2019-06-02,151300
2019-06-03,151853
2019-06-04,151853
2019-06-05,151335
2019-06-06,151335
2019-06-07,151335
2019-06-08,151774
2019-06-09,151774
2019-06-10,151774
2019-06-11,151834
2019-06-12,151834
2019-06-13,151834
2019-06-14,150798
2019-06-15,150798
2019-06-16,150798
2019-06-17,150142
2019-06-18,150142
2019-06-19,150142
2019-06-20,149523
2019-06-21,149523
2019-06-22,149523
2019-06-23,149861
2019-06-24,149861
2019-06-25,149861
2019-06-26,150169
2019-06-27,150169
2019-06-28,150169
2019-06-29,150164
2019-06-30,150164
2019-07-01,150164
