date_obj,Spiked%20boots price
2015-08-14,2402
2015-08-15,2402
2015-08-16,2481
2015-08-17,2481
2015-08-18,2481
2015-08-19,2481
2015-08-20,2481
2015-08-21,2481
2015-08-22,2481
2015-08-23,2481
2015-08-24,2535
2015-08-25,2535
2015-08-26,2535
2015-08-27,2535
2015-08-28,2535
2015-08-29,2535
2015-08-30,2535
2015-08-31,2535
2015-09-01,2535
2015-09-02,2567
2015-09-03,2567
2015-09-04,2567
2015-09-05,2567
2015-09-06,2567
2015-09-07,2567
2015-09-08,2567
2015-09-09,2567
2015-09-10,2567
2015-09-11,2615
2015-09-12,2615
2015-09-13,2615
2015-09-14,2615
2015-09-15,2615
2015-09-16,2615
2015-09-17,2615
2015-09-18,2615
2015-09-19,2615
2015-09-20,2621
2015-09-21,2621
2015-09-22,2621
2015-09-23,2621
2015-09-24,2621
2015-09-25,2621
2015-09-27,2621
2015-09-28,2621
2015-09-29,2621
2015-09-30,2651
2015-10-05,2651
2015-10-06,2651
2015-10-07,2651
2015-10-08,2651
2015-10-09,2585
2015-10-10,2585
2015-10-11,2585
2015-10-12,2585
2015-10-13,2585
2015-10-14,2585
2015-10-15,2585
2015-10-16,2585
2015-10-17,2585
2015-10-18,2580
2015-10-19,2580
2015-10-20,2580
2015-10-22,2580
2015-10-23,2580
2015-10-24,2580
2015-10-25,2580
2015-10-26,2580
2015-10-27,2589
2015-10-29,2589
2015-10-30,2589
2015-10-31,2589
2015-11-01,2589
2015-11-02,2589
2015-11-03,2589
2015-11-04,2589
2015-11-05,2589
2015-11-06,2639
2015-11-07,2639
2015-11-08,2639
2015-11-09,2639
2015-11-10,2639
2015-11-11,2639
2015-11-12,2639
2015-11-13,2639
2015-11-14,2639
2015-11-15,2639
2015-11-16,2584
2015-11-17,2584
2015-11-18,2584
2015-11-19,2584
2015-11-20,2584
2015-11-21,2584
2015-11-22,2584
2015-11-23,2584
2015-11-24,2584
2015-11-25,2637
2015-11-26,2637
2015-11-27,2637
2015-11-28,2637
2015-11-29,2637
2015-11-30,2637
2015-12-01,2637
2015-12-02,2637
2015-12-03,2730
2015-12-04,2730
2015-12-05,2730
2015-12-06,2730
2015-12-07,2730
2015-12-08,2730
2015-12-09,2730
2015-12-10,2730
2015-12-11,2836
2015-12-12,2836
2015-12-13,2836
2015-12-14,2836
2015-12-15,2836
2015-12-16,2836
2015-12-17,2836
2015-12-18,2836
2015-12-19,2956
2015-12-20,2956
2015-12-21,2956
2015-12-22,2956
2015-12-23,2956
2015-12-24,2956
2015-12-25,2956
2015-12-26,2956
2015-12-27,3037
2015-12-28,3037
2015-12-29,3037
2015-12-30,3037
2015-12-31,3037
2016-01-01,3037
2016-01-02,3037
2016-01-03,3120
2016-01-04,3120
2016-01-05,3120
2016-01-06,3120
2016-01-07,3120
2016-01-08,3120
2016-01-09,3120
2016-01-10,3198
2016-01-11,3198
2016-01-12,3198
2016-01-13,3198
2016-01-14,3198
2016-01-15,3198
2016-01-16,3198
2016-01-17,3302
2016-01-18,3302
2016-01-19,3302
2016-01-20,3302
2016-01-21,3302
2016-01-22,3302
2016-01-23,3302
2016-01-24,3382
2016-01-25,3382
2016-01-26,3382
2016-01-27,3382
2016-01-28,3382
2016-01-29,3382
2016-01-30,3382
2016-01-31,3449
2016-02-01,3449
2016-02-02,3449
2016-02-03,3449
2016-02-04,3449
2016-02-05,3449
2016-02-06,3449
2016-02-07,3339
2016-02-08,3339
2016-02-09,3339
2016-02-10,3339
2016-02-11,3339
2016-02-12,3339
2016-02-13,3339
2016-02-14,3339
2016-02-15,3417
2016-02-16,3417
2016-02-17,3417
2016-02-18,3417
2016-02-19,3417
2016-02-20,3417
2016-02-21,3417
2016-02-22,3417
2016-02-23,3419
2016-02-24,3419
2016-02-25,3419
2016-02-26,3419
2016-02-27,3419
2016-02-28,3419
2016-02-29,3419
2016-03-01,3468
2016-03-02,3468
2016-03-03,3468
2016-03-04,3468
2016-03-05,3468
2016-03-06,3468
2016-03-07,3468
2016-03-08,3482
2016-03-09,3482
2016-03-10,3482
2016-03-11,3482
2016-03-12,3482
2016-03-13,3482
2016-03-14,3482
2016-03-15,3628
2016-03-16,3628
2016-03-17,3628
2016-03-18,3628
2016-03-19,3628
2016-03-20,3628
2016-03-21,3628
2016-03-22,3558
2016-03-23,3558
2016-03-24,3558
2016-03-25,3558
2016-03-26,3558
2016-03-27,3558
2016-03-28,3558
2016-03-29,3419
2016-03-30,3419
2016-03-31,3419
2016-04-01,3419
2016-04-02,3419
2016-04-03,3419
2016-04-04,3419
2016-04-05,3419
2016-04-06,3357
2016-04-07,3357
2016-04-08,3357
2016-04-09,3357
2016-04-10,3357
2016-04-11,3357
2016-04-12,3357
2016-04-13,3372
2016-04-14,3372
2016-04-15,3372
2016-04-16,3372
2016-04-17,3372
2016-04-18,3372
2016-04-19,3394
2016-04-20,3394
2016-04-21,3394
2016-04-22,3394
2016-04-23,3394
2016-04-24,3394
2016-04-25,3394
2016-04-26,3402
2016-04-27,3402
2016-04-28,3402
2016-04-29,3402
2016-04-30,3402
2016-05-01,3402
2016-05-02,3402
2016-05-03,3434
2016-05-04,3434
2016-05-05,3434
2016-05-06,3434
2016-05-07,3434
2016-05-08,3434
2016-05-09,3434
2016-05-10,3433
2016-05-11,3433
2016-05-12,3433
2016-05-13,3433
2016-05-14,3433
2016-05-15,3433
2016-05-16,3433
2016-05-17,3416
2016-05-18,3416
2016-05-19,3416
2016-05-22,3416
2016-05-23,3498
2016-05-24,3498
2016-05-25,3498
2016-05-26,3498
2016-05-27,3498
2016-05-28,3498
2016-05-29,3510
2016-05-30,3510
2016-05-31,3510
2016-06-01,3510
2016-06-02,3510
2016-06-03,3510
2016-06-04,3510
2016-06-05,3459
2016-06-06,3459
2016-06-07,3459
2016-06-08,3459
2016-06-09,3459
2016-06-10,3459
2016-06-11,3459
2016-06-12,3445
2016-06-13,3445
2016-06-14,3445
2016-06-15,3445
2016-06-16,3445
2016-06-17,3445
2016-06-18,3445
2016-06-19,3352
2016-06-20,3352
2016-06-21,3352
2016-06-22,3352
2016-06-23,3352
2016-06-24,3352
2016-06-25,3187
2016-06-26,3187
2016-06-27,3187
2016-06-28,3187
2016-06-29,3187
2016-06-30,3187
2016-07-01,3288
2016-07-02,3288
2016-07-03,3288
2016-07-04,3288
2016-07-05,3288
2016-07-06,3288
2016-07-07,3368
2016-07-08,3368
2016-07-09,3368
2016-07-10,3368
2016-07-11,3368
2016-07-12,3336
2016-07-13,3336
2016-07-14,3336
2016-07-15,3336
2016-07-16,3336
2016-07-17,3336
2016-07-18,3357
2016-07-24,3357
2016-07-25,3357
2016-07-26,3431
2016-07-27,3431
2016-07-28,3431
2016-07-29,3431
2016-07-30,3431
2016-07-31,3431
2016-08-01,3431
2016-08-02,3508
2016-08-03,3508
2016-08-04,3508
2016-08-05,3508
2016-08-06,3508
2016-08-07,3508
2016-08-08,3508
2016-08-09,3508
2016-08-10,3570
2016-08-11,3570
2016-08-12,3570
2016-08-13,3570
2016-08-14,3570
2016-08-15,3570
2016-08-16,3570
2016-08-17,3570
2016-08-18,3570
2016-08-19,3570
2016-08-20,3574
2016-08-21,3574
2016-08-22,3574
2016-08-23,3574
2016-08-24,3574
2016-08-25,3574
2016-08-26,3574
2016-08-28,3574
2016-08-31,3551
2016-09-01,3551
2016-09-02,3551
2016-09-03,3551
2016-09-04,3551
2016-09-05,3551
2016-09-06,3551
2016-09-07,3551
2016-09-08,3520
2016-09-09,3520
2016-09-10,3520
2016-09-11,3520
2016-09-12,3520
2016-09-13,3520
2016-09-14,3520
2016-09-15,3520
2016-09-16,3520
2016-09-17,3611
2016-09-18,3611
2016-09-19,3611
2016-09-20,3611
2016-09-21,3611
2016-09-22,3611
2016-09-23,3611
2016-09-24,3611
2016-09-25,3611
2016-09-26,3611
2016-09-27,3625
2016-09-28,3625
2016-09-29,3625
2016-09-30,3625
2016-10-01,3625
2016-10-02,3625
2016-10-03,3625
2016-10-04,3625
2016-10-05,3625
2016-10-06,3625
2016-10-07,3625
2016-10-08,3575
2016-10-09,3575
2016-10-11,3575
2016-10-12,3575
2016-10-13,3575
2016-10-14,3575
2016-10-15,3575
2016-10-16,3575
2016-10-17,3652
2016-10-18,3652
2016-10-19,3652
2016-10-20,3652
2016-10-21,3652
2016-10-22,3652
2016-10-23,3652
2016-10-24,3652
2016-10-25,3652
2016-10-26,3620
2016-10-27,3620
2016-10-28,3620
2016-10-29,3620
2016-10-30,3620
2016-10-31,3620
2016-11-01,3620
2016-11-02,3620
2016-11-03,3620
2016-11-04,3574
2016-11-05,3574
2016-11-06,3574
2016-11-07,3574
2016-11-08,3574
2016-11-09,3574
2016-11-10,3574
2016-11-11,3574
2016-11-12,3574
2016-11-13,3574
2016-11-14,3455
2016-12-08,3542
2016-12-09,3542
2016-12-10,3542
2016-12-11,3542
2016-12-12,3542
2016-12-13,3542
2016-12-14,3542
2016-12-15,3542
2016-12-16,3582
2016-12-17,3582
2016-12-18,3582
2016-12-19,3582
2016-12-20,3582
2016-12-21,3582
2016-12-22,3582
2016-12-23,3475
2016-12-24,3475
2016-12-25,3475
2016-12-26,3475
2016-12-27,3475
2016-12-28,3475
2016-12-29,3475
2016-12-30,3475
2016-12-31,3398
2017-01-01,3398
2017-01-02,3398
2017-01-03,3398
2017-01-04,3398
2017-01-05,3398
2017-01-06,3398
2017-01-07,3277
2017-01-08,3277
2017-01-09,3277
2017-01-10,3277
2017-01-11,3277
2017-01-12,3277
2017-01-13,3277
2017-01-14,3161
2017-01-15,3161
2017-01-16,3161
2017-01-17,3161
2017-01-18,3161
2017-01-19,3161
2017-01-20,3170
2017-01-21,3170
2017-01-22,3170
2017-01-27,3114
2017-01-28,3114
2017-01-29,3114
2017-01-30,3114
2017-01-31,3114
2017-02-01,3050
2017-02-02,3050
2017-02-03,3050
2017-02-04,3050
2017-02-05,3050
2017-02-06,3050
2017-02-07,3050
2017-02-08,2937
2017-02-09,2937
2017-02-10,2937
2017-02-11,2937
2017-02-12,2937
2017-02-13,2937
2017-02-14,2937
2017-02-15,2975
2017-02-16,2975
2017-02-18,2975
2017-02-19,2975
2017-02-20,2975
2017-02-21,2975
2017-02-22,3031
2017-02-23,3031
2017-02-24,3031
2017-02-25,3031
2017-02-26,3031
2017-02-27,3031
2017-02-28,3031
2017-03-01,3042
2017-03-02,3042
2017-03-03,3042
2017-03-04,3042
2017-03-05,3042
2017-03-06,3042
2017-03-07,3099
2017-03-08,3099
2017-03-09,3099
2017-03-10,3099
2017-03-11,3099
2017-03-12,3099
2017-03-13,3093
2017-03-14,3093
2017-03-15,3093
2017-03-16,3093
2017-03-17,3093
2017-03-18,3093
2017-03-19,3078
2017-03-20,3078
2017-03-21,3078
2017-03-22,3078
2017-03-23,3078
2017-03-24,3078
2017-03-25,3078
2017-03-26,3109
2017-03-27,3109
2017-03-28,3109
2017-03-29,3109
2017-03-30,3109
2017-03-31,3109
2017-04-01,3109
2017-04-02,3088
2017-04-03,3088
2017-04-04,3088
2017-04-12,3105
2017-04-13,3105
2017-04-14,3105
2017-04-15,3105
2017-04-16,3098
2017-04-17,3098
2017-04-18,3098
2017-04-19,3098
2017-04-20,3098
2017-04-21,3098
2017-04-22,3098
2017-04-23,3024
2017-04-24,3024
2017-04-25,3024
2017-04-26,3024
2017-04-27,3024
2017-04-28,3024
2017-04-29,2955
2017-04-30,2955
2017-05-01,2955
2017-05-02,2955
2017-05-03,2955
2017-05-04,2955
2017-05-05,2955
2017-05-06,2925
2017-05-07,2925
2017-05-08,2925
2017-05-09,2925
2017-05-10,2925
2017-05-11,2925
2017-05-12,2925
2017-05-13,2892
2017-05-14,2892
2017-05-15,2892
2017-05-16,2892
2017-05-17,2892
2017-05-18,2892
2017-05-19,2892
2017-05-20,2939
2017-05-21,2939
2017-05-22,2939
2017-05-23,2939
2017-05-24,2939
2017-05-25,2939
2017-05-26,2939
2017-05-27,2939
2017-05-28,2923
2017-05-29,2923
2017-05-30,2923
2017-05-31,2923
2017-06-01,2923
2017-06-02,2923
2017-06-03,2923
2017-06-06,2901
2017-06-07,2901
2017-06-08,2901
2017-06-09,2901
2017-06-10,2901
2017-06-11,2860
2017-06-12,2860
2017-06-13,2860
2017-06-14,2860
2017-06-15,2860
2017-06-16,2860
2017-06-17,2860
2017-06-18,2856
2017-06-19,2856
2017-06-20,2856
2017-06-21,2856
2017-06-22,2856
2017-06-23,2856
2017-06-24,2856
2017-06-25,2856
2017-06-26,2763
2017-06-27,2763
2017-06-28,2763
2017-06-29,2763
2017-06-30,2763
2017-07-01,2763
2017-07-02,2763
2017-07-03,2832
2017-07-04,2832
2017-07-05,2832
2017-07-06,2832
2017-07-07,2832
2017-07-08,2832
2017-07-13,2841
2017-07-14,2841
2017-07-15,2841
2017-07-16,2841
2017-07-17,2841
2017-07-18,2841
2017-07-19,2818
2017-07-20,2818
2017-07-21,2818
2017-07-22,2818
2017-07-23,2818
2017-07-24,2818
2017-07-25,2818
2017-07-26,2889
2017-07-27,2889
2017-07-28,2889
2017-07-29,2889
2017-07-30,2889
2017-07-31,2889
2017-08-01,2889
2017-08-02,2945
2017-08-03,2945
2017-08-04,2945
2017-08-05,2945
2017-08-06,2945
2017-08-09,2985
2017-08-10,2985
2017-08-11,2985
2017-08-12,2985
2017-08-13,2985
2017-08-14,2985
2017-08-15,2985
2017-08-17,3025
2017-08-18,3025
2017-08-19,3025
2017-08-20,3025
2017-08-21,3025
2017-08-22,3025
2017-08-23,3025
2017-08-24,3025
2017-08-25,3073
2017-08-26,3073
2017-08-27,3073
2017-08-28,3073
2017-08-29,3073
2017-08-30,3073
2017-08-31,3073
2017-09-01,3073
2017-09-02,3001
2017-09-03,3001
2017-09-04,3001
2017-09-05,3001
2017-09-06,3001
2017-09-07,3001
2017-09-08,3001
2017-09-09,2964
2017-09-10,2964
2017-09-11,2964
2017-09-12,2964
2017-09-13,2964
2017-09-14,2964
2017-09-15,2964
2017-09-16,2964
2017-09-17,2926
2017-09-19,2926
2017-09-20,2926
2017-09-21,2926
2017-09-22,2926
2017-09-23,2926
2017-09-24,2926
2017-09-25,2889
2017-09-26,2889
2017-09-27,2889
2017-09-28,2889
2017-09-29,2889
2017-09-30,2889
2017-10-01,2889
2017-10-02,2889
2017-10-03,2930
2017-10-04,2930
2017-10-05,2930
2017-10-06,2930
2017-10-07,2930
2017-10-08,2930
2017-10-09,2930
2017-10-10,2930
2017-10-11,3014
2017-10-12,3014
2017-10-13,3014
2017-10-14,3014
2017-10-15,3014
2017-10-16,3014
2017-10-17,3014
2017-10-18,3014
2017-10-19,3046
2017-10-20,3046
2017-10-21,3046
2017-10-22,3046
2017-10-23,3046
2017-10-24,3046
2017-10-25,3046
2017-10-26,3046
2017-10-27,3015
2017-10-28,3015
2017-10-29,3015
2017-10-30,3015
2017-10-31,3015
2017-11-01,3015
2017-11-02,3015
2017-11-03,3015
2017-11-04,2971
2017-11-05,2971
2017-11-06,2971
2017-11-07,2971
2017-11-08,2971
2017-11-09,2971
2017-11-10,2971
2017-11-11,2971
2017-11-12,2971
2017-11-13,2902
2017-11-14,2902
2017-11-15,2902
2017-11-16,2902
2017-11-17,2902
2017-11-18,2902
2017-11-19,2902
2017-11-20,2902
2017-11-21,2883
2017-11-22,2883
2017-11-23,2883
2017-11-24,2883
2017-11-25,2883
2017-11-26,2883
2017-11-27,2883
2017-11-28,2883
2017-11-29,2843
2017-11-30,2843
2017-12-01,2843
2017-12-02,2843
2017-12-03,2843
2017-12-04,2843
2017-12-05,2843
2017-12-06,2843
2017-12-07,2868
2017-12-08,2868
2017-12-09,2868
2017-12-10,2868
2017-12-11,2868
2017-12-12,2868
2017-12-13,2868
2017-12-14,2868
2017-12-15,2805
2017-12-16,2805
2017-12-17,2805
2017-12-18,2805
2017-12-19,2805
2017-12-20,2805
2017-12-21,2805
2017-12-22,2805
2017-12-23,2829
2017-12-24,2829
2017-12-25,2829
2017-12-26,2829
2017-12-27,2829
2017-12-28,2829
2017-12-29,2829
2017-12-30,2956
2017-12-31,2956
2018-01-01,2956
2018-01-02,2956
2018-01-03,2956
2018-01-04,2956
2018-01-05,2956
2018-01-06,3009
2018-01-07,3009
2018-01-08,3009
2018-01-09,3009
2018-01-10,3009
2018-01-11,3009
2018-01-12,3009
2018-01-13,2982
2018-01-14,2982
2018-01-15,2982
2018-01-16,2982
2018-01-17,2982
2018-01-18,2982
2018-01-19,2982
2018-01-20,2996
2018-01-21,2996
2018-01-22,2996
2018-01-23,2996
2018-01-24,2996
2018-01-25,2996
2018-01-26,2876
2018-01-27,2876
2018-01-28,2876
2018-01-29,2876
2018-01-30,2876
2018-02-01,2755
2018-02-02,2755
2018-02-04,2755
2018-02-05,2755
2018-02-06,2651
2018-02-07,2651
2018-02-08,2651
2018-02-09,2651
2018-02-10,2651
2018-02-11,2651
2018-02-12,2625
2018-02-13,2625
2018-02-14,2625
2018-02-15,2625
2018-02-16,2625
2018-02-17,2625
2018-02-18,2525
2018-02-19,2525
2018-02-20,2525
2018-02-21,2525
2018-02-22,2525
2018-02-23,2525
2018-02-24,2401
2018-02-25,2401
2018-02-26,2401
2018-02-27,2401
2018-02-28,2401
2018-03-01,2282
2018-03-02,2282
2018-03-03,2282
2018-03-04,2282
2018-03-05,2282
2018-03-06,2167
2018-03-07,2167
2018-03-08,2167
2018-03-09,2167
2018-03-10,2167
2018-03-11,2133
2018-03-12,2133
2018-03-13,2133
2018-03-14,2133
2018-03-15,2133
2018-03-16,2133
2018-03-17,2155
2018-03-18,2155
2018-03-19,2155
2018-03-20,2155
2018-03-21,2155
2018-03-23,2155
2018-03-24,2127
2018-03-26,2127
2018-03-27,2127
2018-03-28,2127
2018-03-29,2127
2018-03-30,2096
2018-03-31,2096
2018-04-01,2096
2018-04-02,2096
2018-04-03,2096
2018-04-04,2096
2018-04-05,2096
2018-04-06,1996
2018-04-08,1996
2018-04-09,1996
2018-04-10,1996
2018-04-11,1996
2018-04-12,1996
2018-04-13,1996
2018-04-14,1924
2018-04-16,1924
2018-04-17,1924
2018-04-18,1924
2018-04-19,1924
2018-04-20,1924
2018-04-21,1917
2018-04-22,1917
2018-04-23,1917
2018-04-24,1917
2018-04-25,1917
2018-04-26,1917
2018-04-27,1917
2018-04-28,1923
2018-04-29,1923
2018-04-30,1923
2018-05-01,1923
2018-05-02,1923
2018-05-03,1923
2018-05-04,1923
2018-05-05,1916
2018-05-06,1916
2018-05-07,1916
2018-05-08,1916
2018-05-09,1916
2018-05-10,1916
2018-05-11,1916
2018-05-12,1888
2018-05-13,1888
2018-05-14,1888
2018-05-15,1888
2018-05-16,1888
2018-05-17,1888
2018-05-18,1863
2018-05-19,1863
2018-05-20,1863
2018-05-21,1863
2018-05-22,1863
2018-05-23,1841
2018-05-24,1841
2018-05-25,1841
2018-05-26,1841
2018-05-27,1841
2018-05-28,1841
2018-05-29,1765
2018-05-30,1765
2018-05-31,1765
2018-06-01,1765
2018-06-02,1765
2018-06-03,1788
2018-06-04,1788
2018-06-05,1788
2018-06-06,1788
2018-06-07,1788
2018-06-08,1805
2018-06-09,1805
2018-06-10,1805
2018-06-11,1805
2018-06-12,1805
2018-06-13,1857
2018-06-14,1857
2018-06-15,1857
2018-06-16,1857
2018-06-17,1857
2018-06-18,1868
2018-06-19,1868
2018-06-20,1868
2018-06-21,1868
2018-06-22,1868
2018-06-23,1868
2018-06-24,1904
2018-06-25,1904
2018-06-26,1904
2018-06-27,1904
2018-06-28,1904
2018-06-29,1904
2018-06-30,1894
2018-07-01,1894
2018-07-02,1894
2018-07-03,1894
2018-07-04,1894
2018-07-05,1894
2018-07-06,1956
2018-07-07,1956
2018-07-08,1956
2018-07-09,1956
2018-07-10,1956
2018-07-11,1956
2018-07-12,1956
2018-07-13,1956
2018-07-14,1956
2018-07-15,1956
2018-07-16,1956
2018-07-17,1986
2018-07-18,1986
2018-07-19,1986
2018-07-20,1986
2018-07-21,1986
2018-07-22,2002
2018-07-23,2002
2018-07-24,2002
2018-07-25,2002
2018-07-26,2002
2018-07-27,2032
2018-07-28,2032
2018-07-29,2032
2018-07-30,2032
2018-07-31,2032
2018-08-01,2078
2018-08-02,2078
2018-08-03,2078
2018-08-04,2078
2018-08-05,2078
2018-08-06,2150
2018-08-07,2150
2018-08-08,2150
2018-08-09,2150
2018-08-10,2150
2018-08-11,2109
2018-08-12,2109
2018-08-14,2109
2018-08-16,2104
2018-08-17,2104
2018-08-18,2104
2018-08-19,2104
2018-08-20,2125
2018-08-21,2125
2018-08-22,2125
2018-08-23,2125
2018-08-24,2125
2018-08-25,2058
2018-08-26,2058
2018-08-27,2058
2018-08-28,2058
2018-08-29,2058
2018-08-30,2060
2018-08-31,2060
2018-09-01,2060
2018-09-02,2060
2018-09-03,2079
2018-09-04,2079
2018-09-05,2079
2018-09-06,2079
2018-09-07,2079
2018-09-08,2115
2018-09-09,2115
2018-09-10,2115
2018-09-11,2115
2018-09-12,2115
2018-09-13,2159
2018-09-14,2159
2018-09-15,2159
2018-09-16,2159
2018-09-17,2159
2018-09-18,2148
2018-09-19,2148
2018-09-20,2148
2018-09-21,2148
2018-09-22,2148
2018-09-23,2055
2018-09-24,2055
2018-09-25,2055
2018-09-26,2055
2018-09-27,2055
2018-09-28,1952
2018-09-29,1952
2018-09-30,1952
2018-10-02,1952
2018-10-03,1925
2018-10-04,1925
2018-10-05,1925
2018-10-06,1925
2018-10-07,1925
2018-10-08,1884
2018-10-09,1884
2018-10-10,1884
2018-10-11,1884
2018-10-12,1884
2018-10-13,1883
2018-10-14,1883
2018-10-15,1883
2018-10-16,1883
2018-10-17,1883
2018-10-18,1798
2018-10-19,1798
2018-10-20,1798
2018-10-21,1798
2018-10-22,1798
2018-10-23,1825
2018-10-24,1825
2018-10-25,1825
2018-10-26,1825
2018-10-27,1825
2018-10-28,1884
2018-10-29,1884
2018-10-30,1884
2018-10-31,1884
2018-11-01,1884
2018-11-03,1929
2018-11-04,1929
2018-11-05,1929
2018-11-06,1972
2018-11-07,1972
2018-11-08,1972
2018-11-09,1972
2018-11-10,2012
2018-11-11,2012
2018-11-12,2012
2018-11-13,2012
2018-11-14,1993
2018-11-15,1993
2018-11-16,1993
2018-11-17,1993
2018-11-18,1910
2018-11-19,1910
2018-11-20,1910
2018-11-21,1910
2018-11-22,1920
2018-11-23,1920
2018-11-24,1920
2018-11-25,1949
2018-11-26,1949
2018-11-27,1949
2018-11-28,1949
2018-11-29,1921
2018-12-01,1921
2018-12-02,1956
2018-12-03,1956
2018-12-04,1956
2018-12-05,1956
2018-12-07,1953
2018-12-09,1953
2018-12-10,1926
2018-12-11,1926
2018-12-12,1926
2018-12-13,1835
2018-12-14,1835
2018-12-15,1835
2018-12-16,1743
2018-12-17,1743
2018-12-18,1743
2018-12-19,1656
2018-12-20,1656
2018-12-21,1656
2018-12-22,1656
2018-12-23,1574
2018-12-24,1574
2018-12-25,1574
2018-12-26,1498
2018-12-27,1498
2018-12-28,1498
2018-12-29,1423
2018-12-30,1423
2018-12-31,1423
2019-01-01,1353
2019-01-02,1353
2019-01-03,1289
2019-01-04,1289
2019-01-05,1289
2019-01-06,1239
2019-01-08,1239
2019-01-10,1180
2019-01-11,1180
2019-01-12,1180
2019-01-13,1180
2019-01-14,1180
2019-01-15,1225
2019-01-16,1225
2019-01-17,1225
2019-01-18,1276
2019-01-19,1276
2019-01-20,1243
2019-01-21,1243
2019-01-22,1243
2019-01-23,1181
2019-01-24,1181
2019-01-25,1181
2019-01-26,1121
2019-01-27,1121
2019-01-28,1121
2019-01-29,1072
2019-01-30,1072
2019-01-31,1072
2019-02-01,1111
2019-02-02,1111
2019-02-03,1111
2019-02-04,1165
2019-02-05,1165
2019-02-06,1165
2019-02-07,1224
2019-02-08,1224
2019-02-09,1224
2019-02-10,1286
2019-02-11,1286
2019-02-12,1286
2019-02-13,1296
2019-02-14,1296
2019-02-15,1296
2019-02-16,1341
2019-02-17,1341
2019-02-18,1341
2019-02-19,1381
2019-02-20,1381
2019-02-21,1381
2019-02-22,1434
2019-02-23,1434
2019-02-24,1434
2019-02-25,1404
2019-02-26,1404
2019-02-27,1404
2019-02-28,1404
2019-03-01,1404
2019-03-02,1399
2019-03-03,1399
2019-03-04,1399
2019-03-05,1432
2019-03-06,1432
2019-03-07,1432
2019-03-08,1502
2019-03-09,1502
2019-03-10,1502
2019-03-11,1577
2019-03-12,1577
2019-03-13,1577
2019-03-14,1645
2019-03-15,1645
2019-03-16,1645
2019-03-17,1719
2019-03-18,1719
2019-03-19,1719
2019-03-20,1719
2019-03-21,1736
2019-03-22,1736
2019-03-23,1736
2019-03-24,1711
2019-03-25,1711
2019-03-26,1711
2019-03-27,1711
2019-03-28,1706
2019-03-29,1706
2019-03-30,1706
2019-03-31,1706
2019-04-01,1737
2019-04-02,1737
2019-04-03,1737
2019-04-04,1737
2019-04-05,1739
2019-04-06,1739
2019-04-07,1739
2019-04-08,1763
