date_obj,Hat%20eyepatch price
2015-11-08,371783
2015-11-09,371783
2015-11-10,371783
2015-11-11,371783
2015-11-12,353662
2015-11-13,353662
2015-11-14,353662
2015-11-15,353662
2015-11-16,353662
2015-11-17,353662
2015-11-18,353662
2015-11-19,353662
2015-11-20,353662
2015-11-21,353662
2015-11-22,353662
2015-11-23,353662
2015-11-24,353662
2015-11-25,353662
2015-11-26,353662
2015-11-27,353662
2015-11-28,353662
2015-11-29,353662
2015-11-30,353662
2015-12-01,353662
2015-12-02,353662
2015-12-03,353662
2015-12-04,353662
2015-12-05,353662
2015-12-06,353662
2015-12-07,353662
2015-12-08,353662
2015-12-09,353662
2015-12-10,353662
2015-12-11,336450
2015-12-12,336450
2015-12-13,336450
2015-12-14,336450
2015-12-15,336450
2015-12-16,336450
2015-12-17,336450
2015-12-18,336450
2015-12-19,336450
2015-12-20,336450
2015-12-21,336450
2015-12-22,336450
2015-12-23,336450
2015-12-24,336450
2015-12-25,336450
2015-12-26,336450
2015-12-27,336450
2015-12-28,336450
2015-12-29,336450
2015-12-30,336450
2015-12-31,336450
2016-01-01,336450
2016-01-02,336450
2016-01-03,336450
2016-01-04,319861
2016-01-05,319861
2016-01-06,319861
2016-01-07,319861
2016-01-08,319861
2016-01-09,319861
2016-01-10,319861
2016-01-11,319861
2016-01-12,319861
2016-01-13,319861
2016-01-14,319861
2016-01-15,319861
2016-01-16,319861
2016-01-17,319861
2016-01-18,319861
2016-01-19,319861
2016-01-20,304137
2016-01-21,304137
2016-01-22,304137
2016-01-23,304137
2016-01-24,304137
2016-01-25,304137
2016-01-26,304137
2016-01-27,289288
2016-01-28,289288
2016-01-29,289288
2016-01-30,289288
2016-01-31,289288
2016-02-01,289288
2016-02-02,289288
2016-02-03,275201
2016-02-04,275201
2016-02-05,275201
2016-02-06,275201
2016-02-07,275201
2016-02-08,275201
2016-02-09,275201
2016-02-10,261894
2016-02-11,261894
2016-02-12,261894
2016-02-13,261894
2016-02-14,261894
2016-02-15,261894
2016-02-16,249205
2016-02-17,249205
2016-02-18,249205
2016-02-19,249205
2016-02-20,249205
2016-02-21,237139
2016-02-22,237139
2016-02-23,237139
2016-02-24,237139
2016-02-25,237139
2016-02-26,237139
2016-02-27,237139
2016-02-28,225586
2016-02-29,225586
2016-03-01,225586
2016-03-02,225586
2016-03-03,225586
2016-03-04,225586
2016-03-05,214486
2016-03-06,214486
2016-03-07,214486
2016-03-08,214486
2016-03-09,214486
2016-03-10,204052
2016-03-11,204052
2016-03-12,204052
2016-03-13,204052
2016-03-14,204052
2016-03-15,194273
2016-03-16,194273
2016-03-17,194273
2016-03-18,194273
2016-03-19,194273
2016-03-20,194273
2016-03-21,194273
2016-03-22,184813
2016-03-23,184813
2016-03-24,184813
2016-03-25,184813
2016-03-26,184813
2016-03-27,184813
2016-03-28,184813
2016-03-29,184813
2016-03-30,184813
2016-03-31,184813
2016-04-01,184813
2016-04-02,184813
2016-04-03,175723
2016-04-04,175723
2016-04-05,175723
2016-04-06,175723
2016-04-07,175723
2016-04-08,175723
2016-04-09,175723
2016-04-10,175723
2016-04-11,175723
2016-04-12,175723
2016-04-13,175723
2016-04-14,167362
2016-04-15,167362
2016-04-16,167362
2016-04-17,167362
2016-04-18,167362
2016-04-19,167362
2016-04-20,167362
2016-04-21,159194
2016-04-22,159194
2016-04-23,159194
2016-04-24,159194
2016-04-25,159194
2016-04-26,159194
2016-04-27,159194
2016-04-28,159194
2016-04-29,159194
2016-04-30,151531
2016-05-01,151531
2016-05-02,151531
2016-05-03,151531
2016-05-04,151531
2016-05-05,151531
2016-05-06,151531
2016-05-07,151531
2016-05-08,144114
2016-05-09,144114
2016-05-10,144114
2016-05-11,144114
2016-05-12,144114
2016-05-13,144114
2016-05-14,144114
2016-05-15,144114
2016-05-16,144114
2016-05-17,137108
2016-05-18,137108
2016-05-19,137108
2016-05-22,137108
2016-05-23,137108
2016-05-24,137108
2016-05-25,137108
2016-05-26,131034
2016-05-27,131034
2016-05-28,131034
2016-05-29,131034
2016-05-30,131034
2016-05-31,131034
2016-06-01,131034
2016-06-02,131034
2016-06-03,131034
2016-06-04,131034
2016-06-05,131034
2016-06-06,124613
2016-06-07,124613
2016-06-08,124613
2016-06-09,124613
2016-06-10,124613
2016-06-11,124613
2016-06-12,124613
2016-06-13,124613
2016-06-14,124613
2016-06-15,124613
2016-06-16,124613
2016-06-17,124613
2016-06-18,124613
2016-06-19,118517
2016-06-20,118517
2016-06-21,118517
2016-06-22,118517
2016-06-23,118517
2016-06-24,118517
2016-06-25,118517
2016-06-26,118517
2016-06-27,118517
2016-06-28,118517
2016-06-29,118517
2016-06-30,118517
2016-07-01,112846
2016-07-02,112846
2016-07-03,112846
2016-07-04,112846
2016-07-05,112846
2016-07-06,112846
2016-07-07,112846
2016-07-08,112846
2016-07-09,112846
2016-07-10,112846
2016-07-11,112846
2016-07-12,107334
2016-07-13,107334
2016-07-14,107334
2016-07-15,107334
2016-07-16,107334
2016-07-17,107334
2016-07-18,107334
2016-07-23,107334
2016-07-24,107334
2016-07-25,107334
2016-07-26,107334
2016-07-27,102091
2016-07-28,102091
2016-07-29,102091
2016-07-30,102091
2016-07-31,102091
2016-08-01,102091
2016-08-02,102091
2016-08-03,102091
2016-08-04,102091
2016-08-05,102091
2016-08-06,102091
2016-08-07,102091
2016-08-08,102091
2016-08-09,102091
2016-08-10,102091
2016-08-11,102091
2016-08-12,102091
2016-08-13,97681
2016-08-14,97681
2016-08-15,97681
2016-08-16,97681
2016-08-17,97681
2016-08-18,97681
2016-08-19,97681
2016-08-20,97681
2016-08-21,97681
2016-08-22,97681
2016-08-23,97681
2016-08-24,97681
2016-08-25,97681
2016-08-26,97681
2016-08-28,97681
2016-08-31,92957
2016-09-01,92957
2016-09-02,92957
2016-09-03,92957
2016-09-04,92957
2016-09-05,92957
2016-09-06,92957
2016-09-07,92957
2016-09-08,92957
2016-09-09,92957
2016-09-10,92957
2016-09-11,92957
2016-09-12,92957
2016-09-13,92957
2016-09-14,92957
2016-09-15,92957
2016-09-16,92957
2016-09-17,92957
2016-09-18,92957
2016-09-19,92957
2016-09-20,92957
2016-09-21,88459
2016-09-22,88459
2016-09-23,88459
2016-09-24,88459
2016-09-25,88459
2016-09-26,88459
2016-09-27,88459
2016-09-28,88459
2016-09-29,88459
2016-09-30,88459
2016-10-01,88459
2016-10-02,88459
2016-10-03,88459
2016-10-04,88459
2016-10-05,88459
2016-10-06,88459
2016-10-07,88459
2016-10-08,88459
2016-10-09,88459
2016-10-10,88459
2016-10-11,88459
2016-10-12,88459
2016-10-13,88459
2016-10-14,88459
2016-10-15,84124
2016-10-16,84124
2016-10-17,84124
2016-10-18,84124
2016-10-19,84124
2016-10-20,84124
2016-10-21,84124
2016-10-22,84124
2016-10-23,84124
2016-10-24,84124
2016-10-25,84124
2016-10-26,84124
2016-10-27,84124
2016-10-28,84124
2016-10-29,84124
2016-10-30,84124
2016-10-31,84124
2016-11-01,84124
2016-11-02,84124
2016-11-03,84124
2016-11-04,84124
2016-11-05,84124
2016-11-06,84124
2016-11-07,79979
2016-11-08,79979
2016-11-09,79979
2016-11-10,79979
2016-11-11,79979
2016-11-12,79979
2016-11-13,79979
2016-11-14,79979
2016-11-15,79979
2016-12-07,76040
2016-12-08,76040
2016-12-09,76040
2016-12-10,76040
2016-12-11,76040
2016-12-12,76040
2016-12-13,76040
2016-12-14,76040
2016-12-15,76040
2016-12-16,76040
2016-12-17,76040
2016-12-18,76040
2016-12-19,76040
2016-12-20,76040
2016-12-21,76040
2016-12-22,76040
2016-12-23,76040
2016-12-24,76040
2016-12-25,72289
2016-12-26,72289
2016-12-27,72289
2016-12-28,72289
2016-12-29,72289
2016-12-30,72289
2016-12-31,72289
2017-01-01,72289
2017-01-02,72289
2017-01-03,72289
2017-01-04,72289
2017-01-05,72289
2017-01-06,72289
2017-01-07,72289
2017-01-08,72289
2017-01-09,72289
2017-01-10,72289
2017-01-11,72289
2017-01-12,72289
2017-01-13,72289
2017-01-14,72289
2017-01-15,72289
2017-01-16,68719
2017-01-17,68719
2017-01-18,68719
2017-01-19,68719
2017-01-20,68719
2017-01-21,68719
2017-01-22,68719
2017-01-23,68719
2017-01-27,68719
2017-01-28,68719
2017-01-29,68719
2017-01-30,68719
2017-01-31,68719
2017-02-01,68719
2017-02-02,68719
2017-02-03,65362
2017-02-04,65362
2017-02-05,65362
2017-02-06,65362
2017-02-07,65362
2017-02-08,65362
2017-02-09,65362
2017-02-10,65362
2017-02-11,65362
2017-02-12,65362
2017-02-13,65362
2017-02-14,65362
2017-02-15,65362
2017-02-16,65362
2017-02-18,65362
2017-02-19,62179
2017-02-20,62179
2017-02-21,62179
2017-02-22,62179
2017-02-23,62179
2017-02-24,62179
2017-02-25,62179
2017-02-26,62179
2017-02-27,62179
2017-02-28,62179
2017-03-01,62179
2017-03-02,62179
2017-03-03,62179
2017-03-04,62179
2017-03-05,62179
2017-03-06,62179
2017-03-07,62179
2017-03-08,59144
2017-03-09,59144
2017-03-10,59144
2017-03-11,59144
2017-03-12,59144
2017-03-13,59144
2017-03-14,59144
2017-03-15,59144
2017-03-16,59144
2017-03-17,59144
2017-03-18,59144
2017-03-19,59144
2017-03-20,59144
2017-03-21,59144
2017-03-22,59144
2017-03-23,56300
2017-03-24,56300
2017-03-25,56300
2017-03-26,56300
2017-03-27,56300
2017-03-28,56300
2017-03-29,56300
2017-03-30,56300
2017-03-31,56300
2017-04-01,56300
2017-04-02,56300
2017-04-03,56300
2017-04-04,56300
2017-04-12,53576
2017-04-13,53576
2017-04-14,53576
2017-04-15,53576
2017-04-16,53576
2017-04-17,53576
2017-04-18,53576
2017-04-19,53576
2017-04-20,53576
2017-04-21,53576
2017-04-22,53576
2017-04-23,53576
2017-04-24,53576
2017-04-25,50941
2017-04-26,50941
2017-04-27,50941
2017-04-28,50941
2017-04-29,50941
2017-04-30,50941
2017-05-01,50941
2017-05-02,50941
2017-05-03,50941
2017-05-04,50941
2017-05-05,50941
2017-05-06,50941
2017-05-07,50941
2017-05-08,50941
2017-05-09,50941
2017-05-10,50941
2017-05-11,50941
2017-05-12,50941
2017-05-13,50941
2017-05-14,50941
2017-05-15,48470
2017-05-16,48470
2017-05-17,48470
2017-05-18,48470
2017-05-19,48470
2017-05-20,48470
2017-05-21,48470
2017-05-22,48470
2017-05-23,48470
2017-05-24,48470
2017-05-25,48470
2017-05-26,48470
2017-05-27,48470
2017-05-28,48470
2017-05-29,48470
2017-05-30,48470
2017-05-31,48470
2017-06-01,46301
2017-06-02,46301
2017-06-03,46301
2017-06-04,46301
2017-06-06,46301
2017-06-07,46301
2017-06-08,46301
2017-06-09,46301
2017-06-10,46301
2017-06-11,46301
2017-06-12,46301
2017-06-13,46301
2017-06-14,46301
2017-06-15,46301
2017-06-16,46301
2017-06-17,44043
2017-06-18,44043
2017-06-19,44043
2017-06-20,44043
2017-06-21,44043
2017-06-22,44043
2017-06-23,44043
2017-06-24,44043
2017-06-25,44043
2017-06-26,44043
2017-06-27,44043
2017-06-28,44043
2017-06-29,44043
2017-06-30,44043
2017-07-01,44043
2017-07-02,44043
2017-07-03,44043
2017-07-04,44043
2017-07-05,44043
2017-07-06,44043
2017-07-07,41897
2017-07-08,41897
2017-07-13,41897
2017-07-14,41897
2017-07-15,41897
2017-07-16,41897
2017-07-17,41897
2017-07-18,41897
2017-07-19,41897
2017-07-20,41897
2017-07-21,41897
2017-07-22,41897
2017-07-23,41897
2017-07-24,41897
2017-07-25,41897
2017-07-26,39873
2017-07-27,39873
2017-07-28,39873
2017-07-29,39873
2017-07-30,39873
2017-07-31,39873
2017-08-01,39873
2017-08-02,39873
2017-08-03,39873
2017-08-04,39873
2017-08-05,39873
2017-08-06,39873
2017-08-09,39873
2017-08-10,39873
2017-08-11,39873
2017-08-12,37975
2017-08-13,37975
2017-08-14,37975
2017-08-15,37975
2017-08-16,37975
2017-08-17,37975
2017-08-18,37975
2017-08-19,37975
2017-08-20,37975
2017-08-21,37975
2017-08-22,37975
2017-08-23,37975
2017-08-24,37975
2017-08-25,37975
2017-08-26,37975
2017-08-27,37975
2017-08-28,37975
2017-08-29,37975
2017-08-30,36200
2017-08-31,36200
2017-09-01,36200
2017-09-02,36200
2017-09-03,36200
2017-09-04,36200
2017-09-05,36200
2017-09-06,36200
2017-09-07,36200
2017-09-08,36200
2017-09-09,36200
2017-09-10,36200
2017-09-11,36200
2017-09-12,36200
2017-09-13,36200
2017-09-14,36200
2017-09-15,36200
2017-09-16,36200
2017-09-17,34430
2017-09-18,34430
2017-09-19,34430
2017-09-20,34430
2017-09-21,34430
2017-09-22,34430
2017-09-23,34430
2017-09-24,34430
2017-09-25,34430
2017-09-26,34430
2017-09-27,34430
2017-09-28,34430
2017-09-29,34430
2017-09-30,34430
2017-10-01,34430
2017-10-02,34430
2017-10-03,34430
2017-10-04,34430
2017-10-05,34430
2017-10-06,34430
2017-10-07,33176
2017-10-08,33176
2017-10-09,33176
2017-10-10,33176
2017-10-11,33176
2017-10-12,33176
2017-10-13,33176
2017-10-14,33176
2017-10-15,33176
2017-10-16,33176
2017-10-17,33176
2017-10-18,33176
2017-10-19,33176
2017-10-20,33176
2017-10-21,33176
2017-10-22,33176
2017-10-23,33176
2017-10-24,33176
2017-10-25,33176
2017-10-26,33176
2017-10-27,33176
2017-10-28,33176
2017-10-29,32307
2017-10-30,32307
2017-10-31,32307
2017-11-01,32307
2017-11-02,32307
2017-11-03,32307
2017-11-04,32307
2017-11-05,32307
2017-11-06,32307
2017-11-07,32307
2017-11-08,32307
2017-11-09,32307
2017-11-10,32307
2017-11-11,32307
2017-11-12,32307
2017-11-13,32307
2017-11-14,32307
2017-11-15,32307
2017-11-16,32307
2017-11-17,32307
2017-11-18,32307
2017-11-19,31467
2017-11-20,31467
2017-11-21,31467
2017-11-22,31467
2017-11-23,31467
2017-11-24,31467
2017-11-25,31467
2017-11-26,31467
2017-11-27,31467
2017-11-28,31467
2017-11-29,31467
2017-11-30,31467
2017-12-01,31467
2017-12-02,31467
2017-12-03,31467
2017-12-04,31467
2017-12-05,31467
2017-12-06,31467
2017-12-07,31467
2017-12-08,31467
2017-12-09,31467
2017-12-10,31467
2017-12-11,30222
2017-12-12,30222
2017-12-13,30222
2017-12-14,30222
2017-12-15,30222
2017-12-16,30222
2017-12-17,30222
2017-12-18,30222
2017-12-19,30222
2017-12-20,30222
2017-12-21,30222
2017-12-22,30222
2017-12-23,30222
2017-12-24,30222
2017-12-25,30222
2017-12-26,30222
2017-12-27,30222
2017-12-28,30222
2017-12-29,30222
2017-12-30,30222
2017-12-31,30222
2018-01-01,30222
2018-01-02,30222
2018-01-03,30222
2018-01-04,30222
2018-01-05,29304
2018-01-06,29304
2018-01-07,29304
2018-01-08,29304
2018-01-09,29304
2018-01-10,29304
2018-01-11,29304
2018-01-12,29304
2018-01-13,29304
2018-01-14,29304
2018-01-15,29304
2018-01-16,29304
2018-01-17,29304
2018-01-18,29304
2018-01-19,29304
2018-01-20,29304
2018-01-21,29304
2018-01-22,29304
2018-01-23,29304
2018-01-25,27907
2018-01-26,27907
2018-01-27,27907
2018-01-28,27907
2018-01-29,27907
2018-01-30,27907
2018-01-31,27907
2018-02-01,27907
2018-02-02,27907
2018-02-03,27907
2018-02-04,27907
2018-02-05,27128
2018-02-06,27128
2018-02-07,27128
2018-02-08,27128
2018-02-09,27128
2018-02-10,27128
2018-02-11,27128
2018-02-12,27128
2018-02-13,27128
2018-02-14,27128
2018-02-15,27128
2018-02-16,27128
2018-02-17,26003
2018-02-18,26003
2018-02-19,26003
2018-02-20,26003
2018-02-21,26003
2018-02-22,26003
2018-02-23,26003
2018-02-24,26003
2018-02-25,26003
2018-02-26,26003
2018-02-27,26003
2018-02-28,26003
2018-03-01,26003
2018-03-02,25544
2018-03-03,25544
2018-03-04,25544
2018-03-05,25544
2018-03-06,25544
2018-03-07,25544
2018-03-08,25544
2018-03-09,25544
2018-03-10,25544
2018-03-11,25544
2018-03-12,25544
2018-03-13,25544
2018-03-14,24476
2018-03-15,24476
2018-03-16,24476
2018-03-17,24476
2018-03-18,24476
2018-03-19,24476
2018-03-20,18600
2018-03-21,18600
2018-03-23,18600
2018-03-24,18600
2018-03-25,18600
2018-03-26,18600
2018-03-27,18600
2018-03-28,18600
2018-03-29,18600
2018-03-30,18600
2018-03-31,18600
2018-04-01,18600
2018-04-02,18856
2018-04-03,18856
2018-04-04,18856
2018-04-05,18856
2018-04-06,18856
2018-04-07,18856
2018-04-08,18856
2018-04-09,18856
2018-04-10,18856
2018-04-11,18856
2018-04-12,18856
2018-04-13,18856
2018-04-14,18856
2018-04-15,18856
2018-04-16,18856
2018-04-17,19254
2018-04-18,19254
2018-04-19,19254
2018-04-20,19254
2018-04-21,19254
2018-04-22,19254
2018-04-23,19254
2018-04-24,19254
2018-04-25,19254
2018-04-26,19254
2018-04-27,19254
2018-04-28,19254
2018-04-29,19254
2018-04-30,19254
2018-05-01,19254
2018-05-03,19911
2018-05-04,19911
2018-05-05,19911
2018-05-06,19911
2018-05-07,19911
2018-05-08,19911
2018-05-09,19911
2018-05-10,19911
2018-05-11,19911
2018-05-12,19911
2018-05-13,19911
2018-05-14,19911
2018-05-15,19911
2018-05-16,19911
2018-05-17,20184
2018-05-18,20184
2018-05-19,20184
2018-05-20,20184
2018-05-21,20184
2018-05-22,20184
2018-05-23,20184
2018-05-24,20184
2018-05-25,20184
2018-05-26,20184
2018-05-27,20184
2018-05-28,19798
2018-05-29,19798
2018-05-30,19798
2018-05-31,19798
2018-06-01,19798
2018-06-02,19798
2018-06-03,19798
2018-06-04,19798
2018-06-05,19798
2018-06-06,19798
2018-06-07,19798
2018-06-08,19798
2018-06-09,19798
2018-06-10,19798
2018-06-11,19356
2018-06-12,19356
2018-06-13,19356
2018-06-14,19356
2018-06-15,19356
2018-06-16,19356
2018-06-17,19356
2018-06-18,19356
2018-06-19,19356
2018-06-20,19356
2018-06-21,19356
2018-06-22,19356
2018-06-23,19356
2018-06-24,19356
2018-06-25,19356
2018-06-26,19356
2018-06-27,19356
2018-06-28,19660
2018-06-29,19660
2018-06-30,19660
2018-07-01,19660
2018-07-02,19660
2018-07-03,19660
2018-07-04,19660
2018-07-05,19660
2018-07-06,19660
2018-07-07,19660
2018-07-08,19660
2018-07-09,19660
2018-07-10,19660
2018-07-11,19660
2018-07-12,19660
2018-07-13,19660
2018-07-14,19660
2018-07-15,19660
2018-07-16,19660
2018-07-17,19660
2018-07-18,19660
2018-07-19,19660
2018-07-20,19660
2018-07-21,19660
2018-07-22,19660
2018-07-23,19660
2018-07-24,19660
2018-07-25,19660
2018-07-26,19660
2018-07-27,20434
2018-07-28,20434
2018-07-29,20434
2018-07-30,20434
2018-07-31,20434
2018-08-01,20434
2018-08-02,20434
2018-08-03,20434
2018-08-04,20434
2018-08-05,20434
2018-08-06,20434
2018-08-07,20434
2018-08-08,20434
2018-08-09,20434
2018-08-10,20434
2018-08-11,20434
2018-08-12,20732
2018-08-14,20732
2018-08-16,20732
2018-08-17,20732
2018-08-18,20732
2018-08-19,20732
2018-08-20,20732
2018-08-21,20732
2018-08-22,20732
2018-08-23,20732
2018-08-24,20732
2018-08-25,20732
2018-08-26,20548
2018-08-27,20548
2018-08-28,20548
2018-08-29,20548
2018-08-30,20548
2018-08-31,20548
2018-09-01,20548
2018-09-02,20548
2018-09-03,20548
2018-09-04,20548
2018-09-05,20548
2018-09-06,20548
2018-09-07,20548
2018-09-08,20548
2018-09-09,21506
2018-09-10,21506
2018-09-11,21506
2018-09-12,21506
2018-09-13,21506
2018-09-14,21506
2018-09-15,21506
2018-09-16,21506
2018-09-17,21506
2018-09-18,21506
2018-09-19,21506
2018-09-20,21506
2018-09-21,21506
2018-09-22,21506
2018-09-23,21506
2018-09-24,21506
2018-09-25,21506
2018-09-26,22367
2018-09-27,22367
2018-09-28,22367
2018-09-29,22367
2018-09-30,22367
2018-10-01,22367
2018-10-02,22367
2018-10-03,22367
2018-10-04,22367
2018-10-05,22367
2018-10-06,22367
2018-10-07,22367
2018-10-08,22367
2018-10-09,22367
2018-10-10,23292
2018-10-11,23292
2018-10-12,23292
2018-10-13,23292
2018-10-14,23292
2018-10-15,23292
2018-10-16,23292
2018-10-17,23292
2018-10-18,23292
2018-10-19,23292
2018-10-20,23292
2018-10-21,23292
2018-10-22,23292
2018-10-23,23292
2018-10-24,23292
2018-10-25,23292
2018-10-26,23998
2018-10-27,23998
2018-10-28,23998
2018-10-29,23998
2018-10-30,23998
2018-10-31,23998
2018-11-01,23998
2018-11-03,23998
2018-11-04,23998
2018-11-05,23998
2018-11-06,24082
2018-11-07,24082
2018-11-08,24082
2018-11-09,24082
2018-11-10,24082
2018-11-11,24082
2018-11-12,24082
2018-11-13,24082
2018-11-14,24082
2018-11-15,24082
2018-11-16,25094
2018-11-17,25094
2018-11-18,25094
2018-11-19,25094
2018-11-20,25094
2018-11-21,25094
2018-11-22,25094
2018-11-23,25094
2018-11-24,25094
2018-11-25,25149
2018-11-26,25149
2018-11-27,25149
2018-11-28,25149
2018-11-29,25149
2018-12-01,25149
2018-12-02,25149
2018-12-03,25149
2018-12-04,25149
2018-12-05,25149
2018-12-07,25526
2018-12-09,25526
2018-12-10,25526
2018-12-11,25526
2018-12-12,25526
2018-12-13,25526
2018-12-14,25526
2018-12-15,25526
2018-12-16,25526
2018-12-17,25526
2018-12-18,24832
2018-12-19,24832
2018-12-20,24832
2018-12-21,24832
2018-12-22,24832
2018-12-23,24832
2018-12-24,24832
2018-12-25,24832
2018-12-26,24832
2018-12-27,24832
2018-12-28,24832
2018-12-29,24832
2018-12-30,24832
2018-12-31,25433
2019-01-01,25433
2019-01-02,25433
2019-01-03,25433
2019-01-04,25433
2019-01-05,25433
2019-01-06,25433
2019-01-08,25433
2019-01-10,25433
2019-01-11,25433
2019-01-12,25433
2019-01-13,24279
2019-01-14,24279
2019-01-15,24279
2019-01-16,24279
2019-01-17,24279
2019-01-18,24279
2019-01-19,24279
2019-01-20,24279
2019-01-21,24279
2019-01-22,24279
2019-01-23,23096
2019-01-25,23096
2019-01-26,23096
2019-01-28,23096
2019-01-29,23096
2019-01-30,23096
2019-01-31,23096
2019-02-01,23096
2019-02-02,22074
2019-02-03,22074
2019-02-04,22074
2019-02-05,22074
2019-02-06,22074
2019-02-07,22074
2019-02-08,22074
2019-02-09,22074
2019-02-10,22074
2019-02-11,22074
2019-02-12,22074
2019-02-13,22083
2019-02-14,22083
2019-02-15,22083
2019-02-16,22083
2019-02-17,22083
2019-02-18,22083
2019-02-19,22083
2019-02-20,22083
2019-02-21,22083
2019-02-22,22083
2019-02-23,22083
2019-02-24,22083
2019-02-25,21896
2019-02-26,21896
2019-02-27,21896
2019-02-28,21896
2019-03-01,21896
2019-03-02,21896
2019-03-03,21896
2019-03-04,21896
2019-03-05,21896
2019-03-06,21896
2019-03-07,21896
2019-03-08,21896
2019-03-09,21896
2019-03-10,21896
2019-03-11,21384
2019-03-12,21384
2019-03-13,21384
2019-03-14,21384
2019-03-15,21384
2019-03-16,21384
2019-03-17,21384
2019-03-18,21384
2019-03-19,21384
2019-03-20,21384
2019-03-21,21070
2019-03-22,21070
2019-03-23,21070
2019-03-24,21070
2019-03-25,21070
2019-03-26,21070
2019-03-27,21070
2019-03-28,21070
