date_obj,Blue%20d'hide%20chaps price
2019-03-19,2302
2019-03-20,2321
2019-03-21,2337
2019-03-22,2347
2019-03-23,2354
2019-03-24,2340
2019-03-25,2232
2019-03-26,2281
2019-03-27,2329
2019-03-28,2346
2019-03-29,2307
2019-03-30,2307
2019-03-31,2286
2019-04-01,2307
2019-04-02,2288
2019-04-03,2294
2019-04-04,2318
2019-04-05,2340
2019-04-06,2347
2019-04-07,2291
2019-04-08,2303
2019-04-09,2314
2019-04-10,2303
2019-04-11,2287
2019-04-12,2300
2019-04-13,2295
2019-04-14,2284
2019-04-15,2232
2019-04-16,2275
2019-04-17,2299
2019-04-18,2296
2019-04-19,2273
2019-04-20,2275
2019-04-21,2261
2019-04-22,2259
2019-04-23,2227
2019-04-24,2242
2019-04-25,2243
2019-04-26,2265
2019-04-27,2267
2019-04-28,2269
2019-04-29,2297
2019-04-30,2303
2019-05-01,2265
2019-05-02,2275
2019-05-03,2273
2019-05-04,2261
2019-05-05,2305
2019-05-06,2309
2019-05-07,2303
2019-05-08,2309
2019-05-09,2325
2019-05-10,2313
2019-05-11,2304
2019-05-12,2282
2019-05-13,2315
2019-05-14,2313
2019-05-15,2326
2019-05-16,2312
2019-05-17,2312
2019-05-18,2338
2019-05-19,2281
2019-05-20,2286
2019-05-21,2340
2019-05-22,2320
2019-05-23,2331
2019-05-24,2333
2019-05-25,2284
2019-05-26,2292
2019-05-27,2280
2019-05-28,2284
2019-05-29,2273
2019-05-30,2253
2019-05-31,2281
2019-06-01,2309
2019-06-02,2300
2019-06-03,2290
2019-06-04,2300
2019-06-05,2316
2019-06-06,2272
2019-06-07,2296
2019-06-08,2293
2019-06-09,2313
2019-06-10,2300
2019-06-11,2272
2019-06-12,2290
2019-06-13,2345
2019-06-14,2301
2019-06-15,2308
2019-06-16,2268
2019-06-17,2274
2019-06-18,2307
2019-06-19,2272
2019-06-20,2284
2019-06-21,2302
2019-06-22,2258
2019-06-23,2244
2019-06-24,2255
2019-06-25,2299
2019-06-26,2302
2019-06-27,2271
2019-06-28,2308
2019-06-29,2290
2019-06-30,2262
2019-07-01,2295
2019-07-02,2300
2019-07-03,2277
2019-07-04,2312
2019-07-05,2301
2019-07-06,2259
2019-07-07,2269
2019-07-08,2232
2019-07-09,2247
2019-07-10,2277
2019-07-11,2282
2019-07-12,2295
2019-07-13,2290
2019-07-14,2282
2019-07-15,2272
2019-07-16,2306
2019-07-17,2285
2019-07-18,2253
2019-07-19,2262
2019-07-20,2247
2019-07-21,2238
2019-07-22,2258
2019-07-23,2248
2019-07-24,2276
2019-07-25,2230
2019-07-26,2255
2019-07-27,2253
2019-07-28,2226
2019-07-29,2217
2019-07-30,2213
2019-07-31,2223
2019-08-01,2233
2019-08-02,2237
2019-08-03,2229
2019-08-04,2247
2019-08-05,2241
2019-08-06,2221
2019-08-07,2212
2019-08-08,2212
2019-08-09,2190
2019-08-10,2172
2019-08-11,2215
2019-08-12,2242
2019-08-13,2205
2019-08-14,2251
2019-08-15,2251
2019-08-16,2253
2019-08-17,2285
2019-08-18,2256
2019-08-19,2228
2019-08-20,2215
2019-08-21,2201
2019-08-22,2222
2019-08-23,2231
2019-08-24,2215
2019-08-24,2215
2019-08-25,2239
2019-08-25,2239
2019-08-26,2260
2019-08-27,2244
2019-08-27,2244
2019-08-28,2247
2019-08-29,2235
2019-08-30,2210
2019-08-31,2223
2019-09-01,2230
2019-09-02,2210
2019-09-03,2241
2019-09-04,2265
2019-09-05,2294
2019-09-06,2279
2019-09-07,2274
2019-09-08,2244
2019-09-09,2274
2019-09-10,2218
2019-09-11,2201
2019-09-12,2238
2019-09-13,2254
2019-09-14,2230
2019-09-15,2280
2019-09-16,2242
2019-09-17,2267
2019-09-18,2237
2019-09-19,2230
2019-09-20,2232
2019-09-21,2246
2019-09-22,2229
2019-09-23,2199
2019-09-24,2206
2019-09-25,2242
2019-09-26,2245
2019-09-27,2242
2019-09-28,2233
2019-09-29,2206
2019-09-30,2259
2019-10-01,2214
2019-10-02,2210
2019-10-03,2206
2019-10-04,2193
2019-10-05,2197
2019-10-06,2209
2019-10-07,2179
2019-10-08,2198
2019-10-09,2222
2019-10-10,2207
2019-10-11,2182
2019-10-12,2180
2019-10-13,2175
2019-10-14,2180
2019-10-15,2229
2019-10-16,2225
2019-10-17,2224
2019-10-18,2210
2019-10-19,2204
2019-10-20,2187
2019-10-21,2204
2019-10-22,2219
2019-10-23,2188
2019-10-24,2171
2019-10-25,2215
2019-10-26,2221
2019-10-27,2213
2019-10-28,2213
2019-10-29,2207
2019-10-30,2192
2019-10-31,2221
2019-11-01,2183
2019-11-02,2161
2019-11-03,2154
2019-11-04,2184
2019-11-05,2195
2019-11-06,2192
2019-11-07,2166
2019-11-08,2186
2019-11-09,2177
2019-11-10,2172
2019-11-11,2207
2019-11-12,2163
2019-11-13,2162
2019-11-14,2178
2019-11-15,2222
2019-11-16,2201
2019-11-17,2143
2019-11-18,2147
2019-11-19,2157
2019-11-20,2190
2019-11-21,2190
2019-11-22,2177
2019-11-23,2182
2019-11-24,2145
2019-11-25,2164
2019-11-26,2154
2019-11-27,2194
2019-11-28,2204
2019-11-29,2188
2019-11-30,2159
2019-12-01,2169
2019-12-02,2150
2019-12-03,2175
2019-12-04,2156
2019-12-05,2137
2019-12-06,2196
2019-12-07,2170
2019-12-08,2180
2019-12-09,2167
2019-12-10,2188
2019-12-11,2205
2019-12-12,2214
2019-12-13,2204
2019-12-14,2190
2019-12-15,2184
2019-12-16,2180
2019-12-17,2180
2019-12-18,2152
2019-12-19,2145
2019-12-20,2136
2019-12-21,2171
2019-12-22,2188
2019-12-23,2163
2019-12-24,2211
2019-12-25,2201
2019-12-26,2199
2019-12-27,2215
2019-12-28,2225
2019-12-29,2227
2019-12-30,2177
2019-12-31,2150
2020-01-01,2144
2020-01-02,2163
2020-01-03,2158
2020-01-04,2178
2020-01-05,2191
2020-01-06,2194
2020-01-07,2184
2020-01-08,2156
2020-01-09,2180
2020-01-10,2170
2020-01-11,2200
2020-01-12,2212
2020-01-13,2218
2020-01-14,2208
2020-01-15,2239
2020-01-16,2243
2020-01-17,2248
2020-01-18,2212
2020-01-19,2212
2020-01-20,2182
2020-01-21,2196
2020-01-22,2189
2020-01-23,2203
2020-01-24,2223
2020-01-25,2195
2020-01-26,2203
2020-01-27,2216
2020-01-28,2236
2020-01-29,2224
2020-01-30,2242
2020-01-31,2225
2020-02-01,2221
2020-02-02,2223
2020-02-03,2232
2020-02-04,2196
2020-02-05,2213
2020-02-06,2203
2020-02-07,2223
2020-02-08,2232
2020-02-09,2194
2020-02-10,2182
2020-02-11,2183
2020-02-12,2183
2020-02-13,2213
2020-02-14,2176
2020-02-15,2211
2020-02-16,2221
2020-02-17,2232
2020-02-18,2221
2020-02-19,2210
2020-02-20,2186
2020-02-21,2230
2020-02-22,2226
2020-02-23,2228
2020-02-24,2202
2020-02-25,2180
2020-02-26,2156
2020-02-27,2149
2020-02-28,2180
2020-02-29,2181
2020-03-01,2213
2020-03-02,2205
2020-03-03,2193
2020-03-04,2198
2020-03-05,2190
2020-03-06,2194
2020-03-07,2207
2020-03-08,2214
2020-03-09,2225
2020-03-10,2228
2020-03-11,2228
2020-03-12,2237
2020-03-13,2246
2020-03-14,2221
2020-03-15,2247
2020-03-16,2216
2020-03-17,2211
2020-03-18,2197
2020-03-19,2205
2020-03-20,2227
2020-03-21,2224
2020-03-22,2204
2020-03-23,2224
2020-03-24,2219
2020-03-25,2218
2020-03-26,2235
2020-03-27,2258
2020-03-28,2255
2020-03-29,2224
2020-03-30,2241
2020-03-31,2224
2020-04-01,2235
2020-04-02,2223
2020-04-03,2225
2020-04-04,2244
2020-04-05,2246
2020-04-06,2237
2020-04-07,2236
2020-04-08,2242
2020-04-09,2215
2020-04-10,2250
2020-04-11,2240
2020-04-12,2227
2020-04-13,2228
2020-04-14,2221
2020-04-15,2252
2020-04-16,2265
2020-04-17,2270
2020-04-18,2266
2020-04-19,2240
2020-04-20,2244
2020-04-21,2243
2020-04-22,2262
2020-04-23,2285
2020-04-24,2262
2020-04-25,2244
2020-04-26,2252
2020-04-27,2235
2020-04-28,2239
2020-04-29,2263
2020-04-30,2244
2020-05-01,2229
2020-05-02,2241
2020-05-03,2225
2020-05-04,2241
2020-05-05,2267
2020-05-06,2280
2020-05-07,2308
2020-05-08,2294
2020-05-09,2284
2020-05-10,2293
2020-05-11,2251
2020-05-12,2244
2020-05-13,2280
