date_obj,Bandos%20kiteshield price
2019-03-16,35579
2019-03-17,35601
2019-03-18,35255
2019-03-19,34649
2019-03-20,34277
2019-03-21,34324
2019-03-22,33960
2019-03-23,34045
2019-03-24,34642
2019-03-25,35764
2019-03-26,36353
2019-03-27,36353
2019-03-28,36212
2019-03-29,35722
2019-03-30,35737
2019-03-31,35824
2019-04-01,35913
2019-04-02,35185
2019-04-03,34298
2019-04-04,33517
2019-04-05,34154
2019-04-06,33830
2019-04-07,34043
2019-04-08,34162
2019-04-09,34309
2019-04-10,34053
2019-04-11,33871
2019-04-12,34009
2019-04-13,33740
2019-04-14,33451
2019-04-15,33282
2019-04-16,33038
2019-04-17,33219
2019-04-18,34053
2019-04-19,34254
2019-04-20,34524
2019-04-21,35372
2019-04-22,35289
2019-04-23,36017
2019-04-24,35317
2019-04-25,34784
2019-04-26,34394
2019-04-27,33903
2019-04-28,33150
2019-04-29,32502
2019-04-30,32434
2019-05-01,31938
2019-05-02,31938
2019-05-03,32127
2019-05-04,32404
2019-05-05,32244
2019-05-06,32136
2019-05-07,32431
2019-05-08,32725
2019-05-09,33287
2019-05-10,33718
2019-05-11,33416
2019-05-12,32810
2019-05-13,33213
2019-05-14,33429
2019-05-15,33739
2019-05-16,34319
2019-05-17,35245
2019-05-18,35051
2019-05-19,34885
2019-05-20,34589
2019-05-21,34700
2019-05-22,34967
2019-05-23,34801
2019-05-24,34782
2019-05-25,34980
2019-05-26,35073
2019-05-27,35055
2019-05-28,35047
2019-05-29,35528
2019-05-30,35759
2019-05-31,34773
2019-06-01,33789
2019-06-02,33978
2019-06-03,34538
2019-06-04,34854
2019-06-05,35689
2019-06-06,34970
2019-06-07,34147
2019-06-08,33897
2019-06-09,33725
2019-06-10,33725
2019-06-11,33672
2019-06-12,33845
2019-06-13,34547
2019-06-14,34943
2019-06-15,34683
2019-06-16,35278
2019-06-17,35319
2019-06-18,35774
2019-06-19,35968
2019-06-20,35662
2019-06-21,35154
2019-06-22,34865
2019-06-23,34929
2019-06-24,34626
2019-06-25,33846
2019-06-26,33528
2019-06-27,33267
2019-06-28,33204
2019-06-29,33318
2019-06-30,33359
2019-07-01,33433
2019-07-02,33852
2019-07-03,33291
2019-07-04,32884
2019-07-05,32694
2019-07-06,32612
2019-07-07,33144
2019-07-08,33019
2019-07-09,33042
2019-07-10,33235
2019-07-11,33384
2019-07-12,33127
2019-07-13,33127
2019-07-14,32786
2019-07-15,32786
2019-07-16,32861
2019-07-17,33534
2019-07-18,33832
2019-07-19,34315
2019-07-20,34676
2019-07-21,34962
2019-07-22,35871
2019-07-23,36362
2019-07-24,36558
2019-07-25,37127
2019-07-26,38094
2019-07-27,38527
2019-07-28,38244
2019-07-29,37197
2019-07-30,36132
2019-07-31,35825
2019-08-01,35810
2019-08-02,34564
2019-08-03,33467
2019-08-04,33201
2019-08-05,33629
2019-08-06,33107
2019-08-07,33255
2019-08-08,33143
2019-08-09,32941
2019-08-10,33210
2019-08-11,33397
2019-08-12,32848
2019-08-13,33479
2019-08-14,34388
2019-08-15,34380
2019-08-16,33942
2019-08-17,33942
2019-08-18,34591
2019-08-19,35000
2019-08-20,35219
2019-08-21,36082
2019-08-22,36486
2019-08-23,35837
2019-08-24,36660
2019-08-24,36660
2019-08-25,36660
2019-08-25,36660
2019-08-26,37344
2019-08-27,37134
2019-08-27,37134
2019-08-28,36695
2019-08-29,36812
2019-08-30,36679
2019-08-31,36679
2019-09-01,36907
2019-09-02,36907
2019-09-03,37565
2019-09-04,36280
2019-09-05,37053
2019-09-06,36831
2019-09-07,36427
2019-09-08,36073
2019-09-09,35575
2019-09-10,35520
2019-09-11,35370
2019-09-12,36166
2019-09-13,37123
2019-09-14,37953
2019-09-15,38135
2019-09-16,38821
2019-09-17,38505
2019-09-18,38615
2019-09-19,38849
2019-09-20,39350
2019-09-21,39209
2019-09-22,39121
2019-09-23,39602
2019-09-24,39602
2019-09-25,40080
2019-09-26,40134
2019-09-27,40134
2019-09-28,40417
2019-09-29,40417
2019-09-30,40724
2019-10-01,40869
2019-10-02,40869
2019-10-03,40005
2019-10-04,38817
2019-10-05,38519
2019-10-06,37358
2019-10-07,35932
2019-10-08,35038
2019-10-09,35038
2019-10-10,34992
2019-10-11,35231
2019-10-12,35422
2019-10-13,34403
2019-10-14,34018
2019-10-15,33839
2019-10-16,33663
2019-10-17,33663
2019-10-18,33063
2019-10-19,33113
2019-10-20,33306
2019-10-21,33309
2019-10-22,32806
2019-10-23,32552
2019-10-24,32179
2019-10-25,32661
2019-10-26,32912
2019-10-27,33509
2019-10-28,33663
2019-10-29,33663
2019-10-30,33892
2019-10-31,33879
2019-11-01,33734
2019-11-02,33811
2019-11-03,33693
2019-11-04,34126
2019-11-05,34126
2019-11-06,34098
2019-11-07,34627
2019-11-08,35111
2019-11-09,34749
2019-11-10,34948
2019-11-11,35055
2019-11-12,35390
2019-11-13,35184
2019-11-14,34674
2019-11-15,34902
2019-11-16,34698
2019-11-17,34698
2019-11-18,34648
2019-11-19,34845
2019-11-20,34148
2019-11-21,33889
2019-11-22,34058
2019-11-23,33819
2019-11-24,33183
2019-11-25,32961
2019-11-26,33194
2019-11-27,33194
2019-11-28,33189
2019-11-29,32902
2019-11-30,32870
2019-12-01,33153
2019-12-02,33748
2019-12-03,33380
2019-12-04,32949
2019-12-05,32949
2019-12-06,33083
2019-12-07,32861
2019-12-08,32861
2019-12-09,33595
2019-12-10,33807
2019-12-11,32925
2019-12-12,32925
2019-12-13,33475
2019-12-14,33746
2019-12-15,33986
2019-12-16,34074
2019-12-17,33640
2019-12-18,33640
2019-12-19,34040
2019-12-20,34227
2019-12-21,34715
2019-12-22,35518
2019-12-23,35518
2019-12-24,35721
2019-12-25,35733
2019-12-26,36245
2019-12-27,36200
2019-12-28,36092
2019-12-29,36092
2019-12-30,36223
2019-12-31,36364
2020-01-01,36338
2020-01-02,36583
2020-01-03,35587
2020-01-04,35202
2020-01-05,35222
2020-01-06,35171
2020-01-07,35033
2020-01-08,35033
2020-01-09,34949
2020-01-10,35082
2020-01-11,35023
2020-01-12,34639
2020-01-13,34639
2020-01-14,34044
2020-01-15,34283
2020-01-16,34340
2020-01-17,34665
2020-01-18,34433
2020-01-19,34236
2020-01-20,34074
2020-01-21,34074
2020-01-22,34173
2020-01-23,34047
2020-01-24,33757
2020-01-25,33758
2020-01-26,33969
2020-01-27,34049
2020-01-28,34217
2020-01-29,34122
2020-01-30,33928
2020-01-31,33900
2020-02-01,34129
2020-02-02,33649
2020-02-03,33716
2020-02-04,33081
2020-02-05,32698
2020-02-06,32595
2020-02-07,32547
2020-02-08,32433
2020-02-09,33116
2020-02-10,32854
2020-02-11,32990
2020-02-12,33432
2020-02-13,33432
2020-02-14,33060
2020-02-15,32127
2020-02-16,32350
2020-02-17,32463
2020-02-18,32052
2020-02-19,31658
2020-02-20,32014
2020-02-21,32014
2020-02-22,32016
2020-02-23,31842
2020-02-24,32376
2020-02-25,32489
2020-02-26,32762
2020-02-27,32231
2020-02-28,32435
2020-02-29,32435
2020-03-01,32680
2020-03-02,32595
2020-03-03,32516
2020-03-04,32786
2020-03-05,31845
2020-03-06,31623
2020-03-07,32042
2020-03-08,32255
2020-03-09,32342
2020-03-10,32384
2020-03-11,32440
2020-03-12,32157
2020-03-13,32887
2020-03-14,33317
2020-03-15,33419
2020-03-16,33996
2020-03-17,32997
2020-03-18,33015
2020-03-19,32732
2020-03-20,33599
2020-03-21,33470
2020-03-22,33505
2020-03-23,33583
2020-03-24,33056
2020-03-25,32968
2020-03-26,33022
2020-03-27,32746
2020-03-28,32337
2020-03-29,32471
2020-03-30,33078
2020-03-31,32816
2020-04-01,32560
2020-04-02,32338
2020-04-03,32338
2020-04-04,32285
2020-04-05,32286
2020-04-06,32561
2020-04-07,32178
2020-04-08,32261
2020-04-09,32118
2020-04-10,32056
2020-04-11,32014
2020-04-12,32146
2020-04-13,32271
2020-04-14,32005
2020-04-15,32089
2020-04-16,32440
2020-04-17,32918
2020-04-18,33554
2020-04-19,33235
2020-04-20,32743
2020-04-21,32835
2020-04-22,33874
2020-04-23,33802
2020-04-24,33613
2020-04-25,34547
2020-04-26,35065
2020-04-27,35767
2020-04-28,35889
2020-04-29,35657
2020-04-30,36372
2020-05-01,36396
2020-05-02,36129
2020-05-03,35991
2020-05-04,35844
2020-05-05,35421
2020-05-06,35284
2020-05-07,35470
2020-05-08,36122
2020-05-09,35712
2020-05-10,35622
2020-05-11,35467
2020-05-12,35101
2020-05-13,34927
