date_obj,Black%20platebody%20(h1) price
2019-07-24,11877
2019-07-25,11877
2019-07-26,11877
2019-07-27,11877
2019-07-28,11877
2019-07-29,11779
2019-07-30,11779
2019-07-31,11779
2019-08-01,11779
2019-08-02,11777
2019-08-03,11777
2019-08-04,11777
2019-08-05,11465
2019-08-06,11465
2019-08-07,11465
2019-08-08,11465
2019-08-09,11092
2019-08-10,11092
2019-08-11,11092
2019-08-12,10812
2019-08-13,10812
2019-08-14,10812
2019-08-15,10812
2019-08-16,10306
2019-08-17,10306
2019-08-18,10306
2019-08-19,10078
2019-08-20,10078
2019-08-21,10078
2019-08-22,10078
2019-08-23,9999
2019-08-24,9999
2019-08-24,9999
2019-08-25,9999
2019-08-25,9999
2019-08-26,9999
2019-08-26,9999
2019-08-27,9802
2019-08-27,9802
2019-08-28,9802
2019-08-29,9802
2019-08-30,9802
2019-08-31,9462
2019-09-01,9462
2019-09-02,9462
2019-09-03,9462
2019-09-04,9067
2019-09-05,9067
2019-09-06,9067
2019-09-07,9067
2019-09-08,8831
2019-09-09,8831
2019-09-10,8831
2019-09-11,8831
2019-09-12,8715
2019-09-13,8715
2019-09-14,8715
2019-09-15,8715
2019-09-16,8386
2019-09-17,8386
2019-09-18,8386
2019-09-19,8386
2019-09-20,8605
2019-09-21,8605
2019-09-22,8605
2019-09-23,8605
2019-09-24,8610
2019-09-25,8610
2019-09-26,8610
2019-09-27,8514
2019-09-28,8514
2019-09-29,8514
2019-09-30,8514
2019-10-01,8517
2019-10-02,8517
2019-10-03,8517
2019-10-04,8517
2019-10-05,8517
2019-10-06,8330
2019-10-07,8330
2019-10-08,8330
2019-10-09,8330
2019-10-10,8330
2019-10-11,8330
2019-10-12,8689
2019-10-13,8689
2019-10-14,8689
2019-10-15,8689
2019-10-16,8799
2019-10-17,8799
2019-10-18,8799
2019-10-19,8799
2019-10-20,8799
2019-10-21,8870
2019-10-22,8870
2019-10-23,8870
2019-10-24,8870
2019-10-25,8870
2019-10-26,8900
2019-10-27,8900
2019-10-28,8900
2019-10-29,8900
2019-10-30,8900
2019-10-31,8629
2019-11-01,8629
2019-11-02,8629
2019-11-03,8629
2019-11-04,8418
2019-11-05,8418
2019-11-06,8418
2019-11-07,8418
2019-11-08,8418
2019-11-09,8147
2019-11-10,8147
2019-11-11,8147
2019-11-12,8147
2019-11-13,7912
2019-11-14,7912
2019-11-15,7912
2019-11-16,7912
2019-11-17,7810
2019-11-18,7810
2019-11-19,7810
2019-11-20,7810
2019-11-21,7810
2019-11-22,7823
2019-11-23,7823
2019-11-24,7823
2019-11-25,7823
2019-11-26,7473
2019-11-27,7473
2019-11-28,7473
2019-11-29,7473
2019-11-30,7099
2019-12-01,7099
2019-12-02,7099
2019-12-03,6856
2019-12-04,6856
2019-12-05,6856
2019-12-06,6856
2019-12-07,6856
2019-12-08,6915
2019-12-09,6915
2019-12-10,6915
2019-12-11,6915
2019-12-12,6915
2019-12-13,6751
2019-12-14,6751
2019-12-15,6751
2019-12-16,6646
2019-12-17,6646
2019-12-18,6646
2019-12-19,6646
2019-12-20,6605
2019-12-21,6605
2019-12-22,6605
2019-12-23,6605
2019-12-24,6549
2019-12-25,6549
2019-12-26,6549
2019-12-27,6549
2019-12-28,6593
2019-12-29,6593
2019-12-30,6593
2019-12-31,6593
2020-01-01,6593
2020-01-02,6569
2020-01-03,6569
2020-01-04,6569
2020-01-05,6569
2020-01-06,6569
2020-01-07,6532
2020-01-08,6532
2020-01-09,6532
2020-01-10,6532
2020-01-11,6482
2020-01-12,6482
2020-01-13,6482
2020-01-14,6482
2020-01-15,6315
2020-01-16,6315
2020-01-17,6315
2020-01-18,6315
2020-01-19,6353
2020-01-20,6353
2020-01-21,6353
2020-01-22,6353
2020-01-23,6485
2020-01-24,6485
2020-01-25,6485
2020-01-26,6485
2020-01-27,6392
2020-01-28,6392
2020-01-29,6392
2020-01-30,6392
2020-01-31,6392
2020-02-01,6207
2020-02-02,6207
2020-02-03,6207
2020-02-04,6207
2020-02-05,6088
2020-02-06,6088
2020-02-07,6088
2020-02-08,6263
2020-02-09,6263
2020-02-10,6263
2020-02-11,6249
2020-02-12,6249
2020-02-13,6249
2020-02-14,6249
2020-02-15,6305
2020-02-16,6305
2020-02-17,6305
2020-02-18,6208
2020-02-19,6208
2020-02-20,6208
2020-02-21,6208
2020-02-22,6096
2020-02-23,6096
2020-02-24,6096
2020-02-25,6096
2020-02-26,5947
2020-02-27,5947
2020-02-28,5947
2020-02-29,5947
2020-03-01,5840
2020-03-02,5840
2020-03-03,5840
2020-03-04,5840
2020-03-05,5852
2020-03-06,5852
2020-03-07,5852
2020-03-08,5852
2020-03-09,5889
2020-03-10,5889
2020-03-11,5889
2020-03-12,5889
2020-03-13,5811
2020-03-14,5811
2020-03-15,5811
2020-03-16,5811
2020-03-17,5618
2020-03-18,5618
2020-03-19,5618
2020-03-20,5618
2020-03-21,5536
2020-03-22,5536
2020-03-23,5536
2020-03-24,5513
2020-03-25,5513
2020-03-26,5513
2020-03-27,5389
2020-03-28,5389
2020-03-29,5275
2020-03-30,5275
2020-03-31,5275
2020-04-01,5197
2020-04-02,5197
2020-04-03,5197
2020-04-04,5133
2020-04-05,5133
2020-04-06,5133
2020-04-07,5031
2020-04-08,5031
2020-04-09,5031
2020-04-10,5001
2020-04-11,5001
2020-04-12,4853
2020-04-13,4853
2020-04-14,4853
2020-04-15,4835
2020-04-16,4835
2020-04-17,4835
2020-04-18,4869
2020-04-19,4869
2020-04-20,4869
2020-04-21,4817
2020-04-22,4817
2020-04-23,4817
2020-04-24,4787
2020-04-25,4787
2020-04-26,4787
2020-04-27,4770
2020-04-28,4770
2020-04-29,4770
2020-04-30,4672
2020-05-01,4672
2020-05-02,4672
2020-05-03,4610
2020-05-04,4610
2020-05-05,4610
2020-05-06,4515
2020-05-07,4515
2020-05-08,4515
2020-05-09,4418
2020-05-10,4418
2020-05-11,4418
2020-05-12,4418
2020-05-13,4243
