date_obj,Monk's%20robe%20top%20(g) price
2017-01-10,7023247
2017-01-11,7023247
2017-01-12,6680012
2017-01-13,6680012
2017-01-14,6680012
2017-01-15,6364363
2017-01-16,6364363
2017-01-17,6364363
2017-01-18,6059135
2017-01-19,6059135
2017-01-20,6059135
2017-01-21,6210772
2017-01-22,6210772
2017-01-27,6678459
2017-01-28,6771326
2017-01-29,6771326
2017-01-30,6771326
2017-01-31,6771326
2017-02-01,6745139
2017-02-02,6745139
2017-02-03,6745139
2017-02-04,6751856
2017-02-05,6751856
2017-02-06,6751856
2017-02-07,6751856
2017-02-08,6520621
2017-02-09,6520621
2017-02-10,6520621
2017-02-11,6250364
2017-02-12,6250364
2017-02-13,6250364
2017-02-14,6336558
2017-02-15,6336558
2017-02-16,6336558
2017-02-18,6569902
2017-02-19,6784594
2017-02-20,6784594
2017-02-21,6784594
2017-02-22,6784594
2017-02-23,6907841
2017-02-24,6907841
2017-02-25,6907841
2017-02-26,6907841
2017-02-27,6629239
2017-02-28,6629239
2017-03-01,6629239
2017-03-02,6336660
2017-03-03,6336660
2017-03-04,6336660
2017-03-05,6336660
2017-03-06,6093069
2017-03-07,6093069
2017-03-08,6093069
2017-03-09,6093069
2017-03-10,6131526
2017-03-11,6131526
2017-03-12,6131526
2017-03-13,6131526
2017-03-14,6195992
2017-03-15,6195992
2017-03-16,6195992
2017-03-17,6195992
2017-03-18,6064588
2017-03-19,6064588
2017-03-20,6064588
2017-03-21,5924518
2017-03-22,5924518
2017-03-23,5924518
2017-03-24,5756830
2017-03-25,5756830
2017-03-26,5756830
2017-03-27,5756830
2017-03-28,5570075
2017-03-29,5570075
2017-03-30,5326762
2017-03-31,5326762
2017-04-01,5074725
2017-04-02,5074725
2017-04-03,5074725
2017-04-04,4820988
2017-04-12,4477405
2017-04-13,4477405
2017-04-14,4393113
2017-04-15,4393113
2017-04-16,4258028
2017-04-17,4258028
2017-04-18,4258028
2017-04-19,4144669
2017-04-20,4144669
2017-04-21,4110566
2017-04-22,4110566
2017-04-23,4110566
2017-04-24,4101609
2017-04-25,4101609
2017-04-26,4101609
2017-04-27,4055647
2017-04-28,4055647
2017-04-29,3937575
2017-04-30,3937575
2017-05-01,3929376
2017-05-02,3929376
2017-05-03,3929376
2017-05-04,3855178
2017-05-05,3855178
2017-05-06,3855178
2017-05-07,3842926
2017-05-08,3842926
2017-05-09,3899851
2017-05-10,3899851
2017-05-11,4035532
2017-05-12,4035532
2017-05-13,4088634
2017-05-14,4088634
2017-05-15,4088634
2017-05-16,4025191
2017-05-17,4025191
2017-05-18,4025191
2017-05-19,4168243
2017-05-20,4168243
2017-05-21,4168243
2017-05-22,4253241
2017-05-23,4253241
2017-05-24,4366432
2017-05-25,4366432
2017-05-26,4366432
2017-05-27,4365682
2017-05-28,4365682
2017-05-29,4365682
2017-05-30,4365682
2017-05-31,4300963
2017-06-01,4300963
2017-06-02,4308944
2017-06-03,4308944
2017-06-06,4382836
2017-06-07,4390842
2017-06-08,4390842
2017-06-09,4390842
2017-06-10,4525771
2017-06-11,4525771
2017-06-12,4525771
2017-06-13,4650527
2017-06-14,4650527
2017-06-15,4650527
2017-06-16,4581185
2017-06-17,4581185
2017-06-18,4581185
2017-06-19,4566114
2017-06-20,4566114
2017-06-21,4578711
2017-06-22,4578711
2017-06-23,4578711
2017-06-24,4692341
2017-06-25,4692341
2017-06-26,4692341
2017-06-27,4791232
2017-06-28,4791232
2017-06-29,4791232
2017-06-30,4846387
2017-07-01,4846387
2017-07-02,4846387
2017-07-03,4846387
2017-07-04,4870821
2017-07-05,4870821
2017-07-06,4870821
2017-07-07,4870821
2017-07-08,4978601
2017-07-13,5175591
2017-07-14,5288739
2017-07-15,5288739
2017-07-16,5288739
2017-07-17,5149493
2017-07-18,5149493
2017-07-19,5149493
2017-07-20,5076607
2017-07-21,5076607
2017-07-22,5076607
2017-07-23,5117648
2017-07-24,5117648
2017-07-25,5117648
2017-07-26,5062455
2017-07-27,5062455
2017-07-28,5062455
2017-07-29,5062455
2017-07-30,5093076
2017-07-31,5093076
2017-08-01,5093076
2017-08-02,5093076
2017-08-03,5115272
2017-08-04,5115272
2017-08-05,5130071
2017-08-06,5130071
2017-08-09,5124844
2017-08-10,5124844
2017-08-11,5124844
2017-08-12,5058014
2017-08-13,5058014
2017-08-14,5058014
2017-08-15,5003500
2017-08-16,5003500
2017-08-17,5003500
2017-08-18,4963280
2017-08-19,4963280
2017-08-20,4963280
2017-08-22,4966298
2017-08-23,5042279
2017-08-24,5042279
2017-08-25,5042279
2017-08-26,5087028
2017-08-27,5087028
2017-08-28,5253195
2017-08-29,5253195
2017-08-30,5253195
2017-08-31,5325874
2017-09-01,5325874
2017-09-02,5325874
2017-09-03,5325874
2017-09-04,5237246
2017-09-05,5237246
2017-09-06,5237246
2017-09-07,5174714
2017-09-08,5174714
2017-09-09,5174714
2017-09-10,5344430
2017-09-11,5344430
2017-09-12,5344430
2017-09-13,5302142
2017-09-14,5302142
2017-09-15,5302142
2017-09-16,5237674
2017-09-17,5237674
2017-09-19,5259963
2017-09-20,5259963
2017-09-21,5259963
2017-09-22,5295260
2017-09-23,5295260
2017-09-24,5295260
2017-09-25,5313222
2017-09-26,5313222
2017-09-27,5313222
2017-09-28,5347148
2017-09-29,5347148
2017-09-30,5347148
2017-10-01,5318056
2017-10-02,5318056
2017-10-03,5318056
2017-10-04,5318056
2017-10-05,5399487
2017-10-06,5399487
2017-10-07,5373512
2017-10-08,5373512
2017-10-09,5373512
2017-10-10,5321828
2017-10-11,5321828
2017-10-12,5321828
2017-10-13,5269622
2017-10-14,5269622
2017-10-15,5269622
2017-10-16,5269622
2017-10-17,5293984
2017-10-18,5293984
2017-10-19,5293984
2017-10-20,5253342
2017-10-21,5253342
2017-10-22,5253342
2017-10-23,5180731
2017-10-24,5180731
2017-10-25,5180731
2017-10-26,5194390
2017-10-27,5194390
2017-10-28,5194390
2017-10-29,5261107
2017-10-30,5261107
2017-10-31,5261107
2017-11-01,5261107
2017-11-02,5231357
2017-11-03,5231357
2017-11-04,5231357
2017-11-05,5231721
2017-11-06,5231721
2017-11-07,5231721
2017-11-08,5231721
2017-11-09,5245419
2017-11-10,5245419
2017-11-11,5245419
2017-11-12,5245419
2017-11-13,5203451
2017-11-14,5203451
2017-11-15,5203451
2017-11-16,5126412
2017-11-17,5126412
2017-11-18,5126412
2017-11-19,5156636
2017-11-20,5156636
2017-11-21,5156636
2017-11-22,5156636
2017-11-23,5098178
2017-11-24,5098178
2017-11-25,5098178
2017-11-26,5088074
2017-11-27,5088074
2017-11-28,5088074
2017-11-29,5088074
2017-11-30,5018891
2017-12-01,5018891
2017-12-02,5018891
2017-12-03,4909461
2017-12-04,4909461
2017-12-05,4909461
2017-12-06,4818657
2017-12-07,4818657
2017-12-08,4818657
2017-12-09,4705670
2017-12-10,4705670
2017-12-11,4705670
2017-12-12,4632737
2017-12-14,4632737
2017-12-15,4522092
2017-12-17,4522092
2017-12-18,4392160
2017-12-19,4392160
2017-12-20,4392160
2017-12-21,4289619
2017-12-22,4289619
2017-12-23,4289619
2017-12-24,4289619
2017-12-25,4277252
2017-12-26,4277252
2017-12-27,4277252
2017-12-28,4215406
2017-12-29,4215406
2017-12-30,4211020
2017-12-31,4211020
2018-01-01,4355997
2018-01-02,4355997
2018-01-03,4444054
2018-01-04,4444054
2018-01-05,4444054
2018-01-06,4334076
2018-01-07,4334076
2018-01-08,4334076
2018-01-09,4198471
2018-01-10,4198471
2018-01-11,4198471
2018-01-12,4117743
2018-01-13,4117743
2018-01-14,4117743
2018-01-15,4077178
2018-01-16,4077178
2018-01-17,4077178
2018-01-18,4078709
2018-01-19,4078709
2018-01-20,4078709
2018-01-21,4122915
2018-01-22,4122915
2018-01-23,4122915
2018-01-25,4238795
2018-01-26,4238795
2018-01-27,4277519
2018-01-28,4277519
2018-01-29,4277519
2018-01-31,4359671
2018-02-01,4359671
2018-02-02,4538873
2018-02-03,4538873
2018-02-04,4730726
2018-02-05,4730726
2018-02-06,4930531
2018-02-07,4930531
2018-02-08,4930531
2018-02-09,5160623
2018-02-10,5160623
2018-02-11,5160623
2018-02-12,5344840
2018-02-13,5344840
2018-02-14,5344840
2018-02-15,5487278
2018-02-16,5487278
2018-02-17,5487278
2018-02-18,5424527
2018-02-19,5424527
2018-02-20,5424527
2018-02-21,5358227
2018-02-22,5358227
2018-02-23,5358227
2018-02-24,5423950
2018-02-25,5423950
2018-02-26,5448373
2018-02-27,5448373
2018-03-01,5469800
2018-03-02,5469800
2018-03-03,5469800
2018-03-04,5502123
2018-03-05,5502123
2018-03-06,5502123
2018-03-07,5503394
2018-03-08,5503394
2018-03-09,5503394
2018-03-10,5697269
2018-03-11,5697269
2018-03-12,5697269
2018-03-13,5697269
2018-03-14,5644362
2018-03-15,5644362
2018-03-16,5644362
2018-03-17,5614907
2018-03-18,5614907
2018-03-19,5614907
2018-03-20,5614907
2018-03-21,5542247
2018-03-23,5542247
2018-03-24,5500295
2018-03-26,5500295
2018-03-27,5584831
2018-03-28,5584831
2018-03-29,5584831
2018-03-30,5651867
2018-03-31,5651867
2018-04-01,5651867
2018-04-02,5727009
2018-04-03,5727009
2018-04-04,5751450
2018-04-05,5751450
2018-04-06,5546800
2018-04-07,5546800
2018-04-08,5546800
2018-04-09,5502286
2018-04-10,5502286
2018-04-11,5553863
2018-04-12,5553863
2018-04-13,5553863
2018-04-14,5590540
2018-04-15,5590540
2018-04-16,5590540
2018-04-17,5582974
2018-04-18,5582974
2018-04-19,5582974
2018-04-20,5451944
2018-04-21,5451944
2018-04-22,5451944
2018-04-23,5290587
2018-04-24,5290587
2018-04-25,5290587
2018-04-26,5228426
2018-04-27,5228426
2018-04-28,5317759
2018-04-29,5317759
2018-04-30,5458987
2018-05-01,5458987
2018-05-04,5482533
2018-05-05,5516627
2018-05-06,5516627
2018-05-07,5516627
2018-05-08,5535060
2018-05-09,5535060
2018-05-10,5622058
2018-05-11,5622058
2018-05-12,5622058
2018-05-13,5622058
2018-05-14,5766212
2018-05-15,5766212
2018-05-16,5766212
2018-05-17,5833712
2018-05-18,5833712
2018-05-19,5981066
2018-05-20,5981066
2018-05-21,5981066
2018-05-22,6016890
2018-05-23,6016890
2018-05-24,6078802
2018-05-25,6078802
2018-05-26,6078802
2018-05-27,6116727
2018-05-28,6116727
2018-05-29,6210679
2018-05-30,6210679
2018-05-31,6346014
2018-06-01,6346014
2018-06-02,6464730
2018-06-03,6464730
2018-06-04,6464730
2018-06-05,6513668
2018-06-06,6513668
2018-06-07,6513668
2018-06-08,6555237
2018-06-09,6555237
2018-06-10,6555237
2018-06-11,6555237
2018-06-12,6323304
2018-06-13,6323304
2018-06-14,6230063
2018-06-15,6230063
2018-06-16,6230063
2018-06-17,6094546
2018-06-18,6094546
2018-06-19,6094546
2018-06-20,5972056
2018-06-21,5972056
2018-06-22,5741181
2018-06-23,5741181
2018-06-24,5741181
2018-06-25,5686043
2018-06-26,5686043
2018-06-27,5686043
2018-06-28,5640450
2018-06-29,5640450
2018-06-30,5640450
2018-07-01,5617094
2018-07-02,5617094
2018-07-03,5617094
2018-07-04,5634434
2018-07-05,5634434
2018-07-06,5634434
2018-07-07,5693766
2018-07-08,5693766
2018-07-09,5693766
2018-07-10,5635166
2018-07-11,5635166
2018-07-12,5635166
2018-07-13,5843707
2018-07-14,5843707
2018-07-15,5843707
2018-07-16,6062956
2018-07-17,6062956
2018-07-18,6325505
2018-07-19,6325505
2018-07-20,6325505
2018-07-21,6476557
2018-07-22,6476557
2018-07-23,6667276
2018-07-24,6667276
2018-07-25,6667276
2018-07-26,6896759
2018-07-27,6896759
2018-07-28,6896759
2018-07-29,7006864
2018-07-30,7006864
2018-07-31,7006864
2018-08-01,6751130
2018-08-02,6751130
2018-08-03,6751130
2018-08-04,6736021
2018-08-05,6736021
2018-08-06,6736021
2018-08-07,6803070
2018-08-08,6803070
2018-08-09,6803070
2018-08-10,6590098
2018-08-11,6590098
2018-08-12,6570499
2018-08-14,6570499
2018-08-16,6496741
2018-08-17,6496741
2018-08-18,6337397
2018-08-19,6337397
2018-08-20,6349980
2018-08-21,6349980
2018-08-22,6349980
2018-08-23,6349980
2018-08-24,6294711
2018-08-25,6294711
2018-08-26,6294711
2018-08-27,6359233
2018-08-28,6359233
2018-08-29,6532621
2018-08-30,6532621
2018-08-31,6626472
2018-09-01,6626472
2018-09-02,6626472
2018-09-03,6708406
2018-09-04,6708406
2018-09-05,6708406
2018-09-06,6672173
2018-09-07,6672173
2018-09-08,6672173
2018-09-09,6743654
2018-09-10,6743654
2018-09-11,6743654
2018-09-12,6661956
2018-09-13,6661956
2018-09-14,6661956
2018-09-15,6654441
2018-09-16,6654441
2018-09-17,6654441
2018-09-18,6771495
2018-09-19,6771495
2018-09-20,6771495
2018-09-21,6933655
2018-09-22,6933655
2018-09-23,7129050
2018-09-24,7129050
2018-09-25,7129050
2018-09-26,7186704
2018-09-27,7186704
2018-09-28,7186704
2018-09-29,7291558
2018-09-30,7291558
2018-10-02,7209238
2018-10-03,7170965
2018-10-04,7170965
2018-10-05,7170965
2018-10-06,7074798
2018-10-07,7074798
2018-10-08,7074798
2018-10-09,6805422
2018-10-10,6805422
2018-10-11,6805422
2018-10-12,6753788
2018-10-13,6753788
2018-10-14,6753788
2018-10-15,6761407
2018-10-16,6761407
2018-10-17,6776697
2018-10-18,6776697
2018-10-19,6841917
2018-10-20,6841917
2018-10-21,6841917
2018-10-22,6841917
2018-10-23,6896245
2018-10-24,6896245
2018-10-25,6896245
2018-10-26,6899673
2018-10-27,6899673
2018-10-28,6898146
2018-10-29,6898146
2018-10-30,6898146
2018-10-31,7055989
2018-11-01,7055989
2018-11-03,7217374
2018-11-04,7442339
2018-11-05,7550278
2018-11-06,7800934
2018-11-07,7800934
2018-11-08,8062425
2018-11-09,8062425
2018-11-10,8302305
2018-11-11,8302305
2018-11-12,8487366
2018-11-13,8487366
2018-11-14,8245938
2018-11-15,8142766
2018-11-16,8050218
2018-11-17,8050218
2018-11-18,8019343
2018-11-19,8019343
2018-11-20,7959920
2018-11-21,7959920
2018-11-22,7641686
2018-11-23,7641686
2018-11-24,7262047
2018-11-25,7262047
2018-11-26,6909738
2018-11-27,6909738
2018-11-28,6671783
2018-11-29,6671783
2018-12-01,6435634
2018-12-02,6400600
2018-12-03,6400600
2018-12-04,6366653
2018-12-05,6366653
2018-12-07,6377216
2018-12-09,6341822
2018-12-10,6301015
2018-12-11,6301015
2018-12-12,6260161
2018-12-13,6260161
2018-12-14,6207431
2018-12-15,6207431
2018-12-16,6178822
2018-12-17,6178822
2018-12-18,6188922
2018-12-19,6188922
2018-12-20,6165886
2018-12-21,6165886
2018-12-22,6138728
2018-12-23,6138728
2018-12-24,6107717
2018-12-25,6107717
2018-12-26,6107717
2018-12-27,6065705
2018-12-28,6065705
2018-12-29,5973239
2018-12-30,5973239
2018-12-31,5804153
2019-01-01,5804153
2019-01-02,5540162
2019-01-03,5540162
2019-01-04,5273167
2019-01-05,5171132
2019-01-06,5102782
2019-01-08,5051279
2019-01-10,4941453
2019-01-11,4941453
2019-01-12,4915634
2019-01-13,4915634
2019-01-14,4866478
2019-01-15,4866478
2019-01-16,4804211
2019-01-17,4804211
2019-01-18,4748917
2019-01-19,4748917
2019-01-20,4575239
2019-01-21,4575239
2019-01-22,4390512
2019-01-23,4273762
2019-01-24,4273762
2019-01-25,4228541
2019-01-26,4228541
2019-01-27,4176971
2019-01-28,4176971
2019-01-29,4135421
2019-01-30,4135421
2019-01-31,4121790
2019-02-01,4121790
2019-02-02,4113241
2019-02-03,4113241
2019-02-04,4076706
2019-02-05,4119252
2019-02-06,4119252
2019-02-07,4107625
2019-02-08,4107625
2019-02-09,4062558
2019-02-10,4062558
2019-02-11,4037076
2019-02-12,4037076
2019-02-13,4098623
2019-02-14,4098623
2019-02-15,4135266
2019-02-16,4135266
2019-02-17,4169469
2019-02-18,4169469
2019-02-19,4151092
2019-02-20,4151092
2019-02-21,4208951
2019-02-22,4208951
2019-02-23,4336301
2019-02-24,4336301
2019-02-25,4436700
2019-02-26,4436700
2019-02-27,4436700
2019-02-28,4436700
2019-03-01,4484394
2019-03-02,4484394
2019-03-03,4557378
2019-03-04,4557378
2019-03-05,4579057
2019-03-06,4579057
2019-03-07,4605231
2019-03-08,4605231
2019-03-09,4605231
2019-03-10,4688199
2019-03-11,4688199
2019-03-12,4635016
2019-03-13,4635016
2019-03-14,4641605
2019-03-15,4641605
2019-03-16,4748536
2019-03-17,4778698
2019-03-18,4778698
2019-03-19,4778698
2019-03-20,4821739
2019-03-21,4821739
2019-03-22,4996411
2019-03-23,5195406
2019-03-24,5195406
2019-03-25,5371212
2019-03-26,5371212
2019-03-27,5371212
2019-03-28,5404513
2019-03-29,5404513
2019-03-30,5399353
2019-03-31,5399353
2019-04-01,5318704
2019-04-02,5318704
2019-04-03,5286821
2019-04-04,5286821
2019-04-05,5299779
2019-04-06,5299779
2019-04-07,5252894
2019-04-08,5252894
2019-04-09,5204572
2019-04-10,5204572
2019-04-11,5161909
2019-04-12,5061855
2019-04-13,5061855
2019-04-14,4927130
2019-04-15,4927130
2019-04-16,4861780
2019-04-17,4861780
2019-04-18,4841931
2019-04-19,4841931
2019-04-20,4848624
2019-04-21,4848624
2019-04-22,4832300
2019-04-23,4832300
2019-04-24,4831992
2019-04-25,4831992
2019-04-26,4808128
2019-04-27,4808128
2019-04-28,4778962
2019-04-29,4778962
2019-04-30,4547865
2019-05-01,4547865
2019-05-02,4434384
2019-05-03,4434384
2019-05-04,4415505
2019-05-05,4415505
2019-05-06,4415505
2019-05-07,4372864
2019-05-08,4372864
2019-05-09,4253315
2019-05-10,4253315
2019-05-11,4268687
2019-05-12,4268687
2019-05-13,4287597
2019-05-14,4287597
2019-05-15,4237092
2019-05-16,4237092
2019-05-17,4211957
2019-05-18,4210392
2019-05-19,4210392
2019-05-20,4206161
2019-05-21,4206161
2019-05-22,4206161
2019-05-23,4184809
2019-05-24,4184809
2019-05-25,4179158
2019-05-26,4179158
2019-05-27,4157292
2019-05-28,4157292
2019-05-29,4148466
2019-05-30,4148466
2019-05-31,4148466
2019-06-01,4133334
2019-06-02,4133334
2019-06-03,4059662
2019-06-04,3895209
2019-06-05,3895209
2019-06-06,3797124
2019-06-07,3797124
2019-06-08,3709349
2019-06-09,3578034
2019-06-10,3578034
2019-06-11,3477938
2019-06-12,3477938
2019-06-13,3449460
2019-06-14,3449460
2019-06-15,3449066
2019-06-16,3424108
2019-06-17,3424108
2019-06-18,3436080
2019-06-19,3436080
2019-06-20,3342968
2019-06-21,3342968
2019-06-22,3280806
2019-06-23,3280806
2019-06-24,3234819
2019-06-25,3234819
2019-06-26,3196289
2019-06-27,3156780
2019-06-28,3156780
2019-06-29,3120361
2019-06-30,3090633
2019-07-01,3090633
2019-07-02,3048147
2019-07-03,3048147
2019-07-04,3096765
2019-07-05,3096765
2019-07-06,3195885
2019-07-07,3195885
2019-07-08,3249120
2019-07-09,3249120
2019-07-10,3247737
2019-07-11,3247737
2019-07-12,3276981
2019-07-13,3276981
2019-07-14,3341446
2019-07-15,3341446
2019-07-16,3338632
2019-07-17,3407358
2019-07-18,3407358
2019-07-19,3467036
2019-07-20,3467036
2019-07-21,3469067
2019-07-22,3469067
2019-07-23,3450499
2019-07-24,3450499
2019-07-25,3385613
2019-07-26,3385613
2019-07-27,3367819
2019-07-28,3367819
2019-07-29,3333320
2019-07-30,3333320
2019-07-31,3267957
2019-08-01,3267957
2019-08-02,3268730
2019-08-03,3310756
2019-08-04,3310756
2019-08-05,3291599
2019-08-06,3291599
2019-08-07,3357188
2019-08-08,3357188
2019-08-09,3357188
2019-08-10,3456187
2019-08-11,3456187
2019-08-12,3453381
2019-08-13,3453381
2019-08-14,3443423
2019-08-15,3443423
2019-08-16,3435178
2019-08-17,3435178
2019-08-18,3430487
2019-08-19,3430487
2019-08-20,3396835
2019-08-21,3396835
2019-08-22,3382029
2019-08-23,3382029
2019-08-24,3377124
2019-08-24,3377124
2019-08-25,3377124
2019-08-25,3377124
2019-08-26,3366850
2019-08-26,3366850
2019-08-27,3366850
2019-08-27,3366850
2019-08-28,3484095
2019-08-29,3484095
2019-08-30,3578685
2019-08-31,3578685
2019-09-01,3694009
2019-09-02,3694009
2019-09-03,3705720
2019-09-04,3705720
2019-09-05,3710837
2019-09-06,3710837
2019-09-07,3758394
2019-09-08,3758394
2019-09-09,3823277
2019-09-10,3823277
2019-09-11,3848934
2019-09-12,3848934
2019-09-13,3874216
2019-09-14,3874216
2019-09-15,3922140
2019-09-16,3922140
2019-09-17,3913213
2019-09-18,3913213
2019-09-19,3861762
2019-09-20,3861762
2019-09-21,3843805
2019-09-22,3843805
2019-09-23,3865861
2019-09-24,3865861
2019-09-25,3865861
2019-09-26,3835059
2019-09-27,3835059
2019-09-28,3808134
2019-09-29,3808134
2019-09-30,3776932
2019-10-01,3776932
2019-10-02,3781310
2019-10-03,3781310
2019-10-04,3781310
2019-10-05,3800964
2019-10-06,3822345
2019-10-07,3822345
2019-10-08,3804784
2019-10-09,3804784
2019-10-10,3860599
2019-10-11,3860599
2019-10-12,3860599
2019-10-13,3862487
2019-10-14,3862487
2019-10-15,3891369
2019-10-16,3891369
2019-10-17,3944725
2019-10-18,3944725
2019-10-19,3990991
2019-10-20,3990991
2019-10-21,3990991
2019-10-22,3975163
2019-10-23,3975163
2019-10-24,4017410
2019-10-25,4017410
2019-10-26,4035526
2019-10-27,4035526
2019-10-28,4072367
2019-10-29,4072367
2019-10-30,4072367
2019-10-31,4107914
2019-11-01,4107914
2019-11-02,4136902
2019-11-03,4136902
2019-11-04,4193580
2019-11-05,4193580
2019-11-06,4216235
2019-11-07,4216235
2019-11-08,4301705
2019-11-09,4301705
2019-11-10,4302303
2019-11-11,4302303
2019-11-12,4302303
2019-11-13,4282515
2019-11-14,4282515
2019-11-15,4235760
2019-11-16,4235760
2019-11-17,4242290
2019-11-18,4242290
2019-11-19,4213930
2019-11-20,4213930
2019-11-21,4213930
2019-11-22,4191715
2019-11-23,4191715
2019-11-24,4150929
2019-11-25,4150929
2019-11-26,4143876
2019-11-27,4143876
2019-11-28,4227232
2019-11-29,4227232
2019-11-30,4227232
2019-12-01,4244509
2019-12-02,4244509
2019-12-03,4260486
2019-12-04,4260486
2019-12-05,4260486
2019-12-06,4316813
2019-12-07,4316813
2019-12-08,4338271
2019-12-09,4338271
2019-12-10,4311874
2019-12-11,4311874
2019-12-12,4253459
2019-12-13,4253459
2019-12-14,4258093
2019-12-15,4258093
2019-12-16,4175613
2019-12-17,4175613
2019-12-18,4116467
2019-12-19,4116467
2019-12-20,4074589
2019-12-21,4074589
2019-12-22,4064949
2019-12-23,4064949
2019-12-24,4159437
2019-12-25,4159437
2019-12-26,4277834
2019-12-27,4277834
2019-12-28,4308058
2019-12-29,4308058
2019-12-30,4278216
2019-12-31,4278216
2020-01-01,4223565
2020-01-02,4223565
2020-01-03,4216434
2020-01-04,4216434
2020-01-05,4194445
2020-01-06,4194445
2020-01-07,4186774
2020-01-08,4186774
2020-01-09,4210346
2020-01-10,4210346
2020-01-11,4207542
2020-01-12,4207542
2020-01-13,4207542
2020-01-14,4223082
2020-01-15,4223082
2020-01-16,4194537
2020-01-17,4194537
2020-01-18,4194537
2020-01-19,4159641
2020-01-20,4159641
2020-01-21,4159641
2020-01-22,4139163
2020-01-23,4139163
2020-01-24,4128378
2020-01-25,4128378
2020-01-26,4080312
2020-01-27,4080312
2020-01-28,4077275
2020-01-29,4077275
2020-01-30,4130393
2020-01-31,4130393
2020-02-01,4149356
2020-02-02,4149356
2020-02-03,4143525
2020-02-04,4143525
2020-02-05,4139142
2020-02-06,4139142
2020-02-07,4095253
2020-02-08,4095253
2020-02-09,4088792
2020-02-10,4088792
2020-02-11,4065649
2020-02-12,4065649
2020-02-13,4065649
2020-02-14,4025938
2020-02-15,4025938
2020-02-16,4025938
2020-02-17,3995877
2020-02-18,3995877
2020-02-19,3995877
2020-02-20,3994916
2020-02-21,3994916
2020-02-22,3994916
2020-02-23,3960135
2020-02-24,3960135
2020-02-25,3930165
2020-02-26,3930165
2020-02-27,3901271
2020-02-28,3868660
