date_obj,Blue%20dye price
2015-10-20,577
2015-10-22,623
2015-10-23,636
2015-10-24,654
2015-10-25,644
2015-10-26,630
2015-10-27,636
2015-10-29,656
2015-10-30,676
2015-10-31,697
2015-11-01,692
2015-11-02,702
2015-11-03,717
2015-11-04,706
2015-11-05,706
2015-11-06,686
2015-11-07,683
2015-11-08,691
2015-11-09,684
2015-11-10,661
2015-11-11,628
2015-11-12,609
2015-11-13,592
2015-11-14,610
2015-11-15,631
2015-11-16,640
2015-11-17,653
2015-11-18,664
2015-11-19,691
2015-11-20,698
2015-11-21,692
2015-11-22,673
2015-11-23,671
2015-11-24,639
2015-11-25,609
2015-11-26,581
2015-11-27,551
2015-11-28,523
2015-11-29,504
2015-11-30,478
2015-12-01,462
2015-12-02,438
2015-12-03,416
2015-12-04,407
2015-12-05,417
2015-12-06,418
2015-12-07,414
2015-12-08,431
2015-12-09,429
2015-12-10,434
2015-12-11,428
2015-12-12,440
2015-12-13,452
2015-12-14,469
2015-12-15,493
2015-12-16,508
2015-12-17,526
2015-12-18,552
2015-12-19,573
2015-12-20,572
2015-12-21,563
2015-12-22,563
2015-12-23,555
2015-12-24,545
2015-12-25,535
2015-12-26,537
2015-12-27,531
2015-12-28,512
2015-12-29,500
2015-12-30,497
2015-12-31,491
2016-01-01,488
2016-01-02,485
2016-01-03,481
2016-01-04,472
2016-01-05,450
2016-01-06,427
2016-01-07,405
2016-01-08,393
2016-01-09,388
2016-01-10,381
2016-01-11,379
2016-01-12,381
2016-01-13,386
2016-01-14,388
2016-01-15,374
2016-01-16,376
2016-01-17,370
2016-01-18,386
2016-01-19,406
2016-01-20,423
2016-01-21,438
2016-01-22,432
2016-01-23,415
2016-01-24,400
2016-01-25,383
2016-01-26,391
2016-01-27,371
2016-01-28,352
2016-01-29,334
2016-01-30,317
2016-01-31,301
2016-02-01,286
2016-02-02,284
2016-02-03,287
2016-02-04,298
2016-02-05,310
2016-02-06,324
2016-02-07,331
2016-02-08,346
2016-02-09,360
2016-02-10,375
2016-02-11,393
2016-02-12,403
2016-02-13,419
2016-02-14,440
2016-02-15,461
2016-02-16,485
2016-02-17,505
2016-02-18,525
2016-02-19,543
2016-02-20,563
2016-02-21,579
2016-02-22,595
2016-02-23,591
2016-02-24,576
2016-02-25,555
2016-02-26,527
2016-02-27,508
2016-02-28,492
2016-02-29,470
2016-03-01,457
2016-03-02,435
2016-03-03,416
2016-03-04,426
2016-03-05,424
2016-03-06,423
2016-03-07,401
2016-03-08,402
2016-03-09,397
2016-03-10,401
2016-03-11,400
2016-03-12,396
2016-03-13,399
2016-03-14,402
2016-03-15,420
2016-03-16,441
2016-03-17,456
2016-03-18,477
2016-03-19,491
2016-03-20,503
2016-03-21,498
2016-03-22,505
2016-03-23,516
2016-03-24,526
2016-03-25,531
2016-03-26,542
2016-03-27,532
2016-03-28,553
2016-03-29,547
2016-03-30,545
2016-03-31,520
2016-04-01,535
2016-04-02,562
2016-04-03,546
2016-04-04,539
2016-04-05,537
2016-04-06,538
2016-04-07,560
2016-04-08,561
2016-04-09,575
2016-04-10,576
2016-04-11,566
2016-04-12,564
2016-04-13,579
2016-04-14,598
2016-04-15,614
2016-04-16,635
2016-04-17,660
2016-04-18,671
2016-04-19,665
2016-04-20,667
2016-04-21,657
2016-04-22,658
2016-04-23,635
2016-04-24,612
2016-04-25,626
2016-04-26,630
2016-04-27,659
2016-04-28,666
2016-04-29,696
2016-04-30,713
2016-05-01,717
2016-05-02,725
2016-05-03,710
2016-05-04,674
2016-05-05,640
2016-05-06,619
2016-05-07,621
2016-05-08,618
2016-05-09,618
2016-05-10,632
2016-05-11,612
2016-05-12,614
2016-05-13,614
2016-05-14,619
2016-05-15,604
2016-05-16,576
2016-05-17,566
2016-05-18,575
2016-05-19,571
2016-05-22,502
2016-05-23,476
2016-05-24,452
2016-05-25,429
2016-05-26,407
2016-05-27,390
2016-05-28,370
2016-05-29,351
2016-05-30,333
2016-05-31,316
2016-06-01,315
2016-06-02,300
2016-06-03,290
2016-06-04,301
2016-06-05,316
2016-06-06,323
2016-06-07,309
2016-06-08,316
2016-06-09,329
2016-06-10,345
2016-06-11,351
2016-06-12,365
2016-06-13,381
2016-06-14,391
2016-06-15,397
2016-06-16,393
2016-06-17,396
2016-06-18,408
2016-06-19,406
2016-06-20,413
2016-06-21,410
2016-06-22,396
2016-06-23,389
2016-06-24,397
2016-06-25,403
2016-06-26,407
2016-06-27,406
2016-06-28,405
2016-06-29,409
2016-06-30,414
2016-07-01,406
2016-07-02,388
2016-07-03,372
2016-07-04,359
2016-07-05,341
2016-07-06,328
2016-07-07,344
2016-07-08,360
2016-07-09,360
2016-07-10,342
2016-07-11,324
2016-07-12,325
2016-07-13,337
2016-07-14,344
2016-07-15,352
2016-07-16,368
2016-07-17,386
2016-07-18,404
2016-07-23,490
2016-07-24,515
2016-07-25,532
2016-07-26,534
2016-07-27,534
2016-07-28,536
2016-07-29,515
2016-07-30,497
2016-07-31,483
2016-08-01,471
2016-08-02,454
2016-08-03,466
2016-08-04,489
2016-08-05,509
2016-08-06,526
2016-08-07,525
2016-08-08,552
2016-08-09,579
2016-08-10,606
2016-08-11,633
2016-08-12,603
2016-08-13,572
2016-08-14,543
2016-08-15,515
2016-08-16,495
2016-08-17,487
2016-08-18,479
2016-08-19,471
2016-08-20,474
2016-08-21,464
2016-08-22,445
2016-08-23,429
2016-08-24,446
2016-08-25,444
2016-08-26,457
2016-08-28,464
2016-08-31,514
2016-09-01,533
2016-09-02,559
2016-09-03,583
2016-09-04,576
2016-09-05,547
2016-09-06,519
2016-09-07,499
2016-09-08,478
2016-09-09,454
2016-09-10,431
2016-09-11,409
2016-09-12,397
2016-09-13,394
2016-09-14,394
2016-09-15,398
2016-09-16,413
2016-09-17,419
2016-09-18,411
2016-09-19,408
2016-09-20,426
2016-09-21,428
2016-09-22,439
2016-09-23,445
2016-09-24,466
2016-09-25,488
2016-09-26,513
2016-09-27,530
2016-09-28,557
2016-09-29,585
2016-09-30,615
2016-10-01,628
2016-10-02,658
2016-10-03,660
2016-10-04,627
2016-10-05,595
2016-10-06,565
2016-10-07,536
2016-10-08,509
2016-10-09,483
2016-10-10,471
2016-10-11,489
2016-10-12,496
2016-10-13,499
2016-10-14,495
2016-10-15,492
2016-10-16,505
2016-10-17,512
2016-10-18,532
2016-10-19,532
2016-10-20,533
2016-10-21,537
2016-10-22,549
2016-10-23,557
2016-10-24,563
2016-10-25,576
2016-10-26,590
2016-10-27,593
2016-10-28,576
2016-10-29,547
2016-10-30,519
2016-10-31,495
2016-11-01,484
2016-11-02,459
2016-11-03,447
2016-11-04,436
2016-11-05,429
2016-11-06,423
2016-11-07,438
2016-11-08,459
2016-11-09,473
2016-11-10,490
2016-11-11,503
2016-11-12,514
2016-11-13,496
2016-11-14,489
2016-11-15,513
2016-12-07,593
2016-12-08,574
2016-12-09,572
2016-12-10,597
2016-12-11,615
2016-12-12,641
2016-12-13,636
2016-12-14,633
2016-12-15,659
2016-12-16,681
2016-12-17,656
2016-12-18,624
2016-12-19,641
2016-12-20,643
2016-12-21,675
2016-12-22,708
2016-12-23,727
2016-12-24,696
2016-12-25,679
2016-12-26,702
2016-12-27,687
2016-12-28,653
2016-12-29,627
2016-12-30,605
2016-12-31,595
2017-01-01,587
2017-01-02,607
2017-01-03,586
2017-01-04,579
2017-01-05,595
2017-01-06,611
2017-01-07,634
2017-01-08,628
2017-01-09,632
2017-01-10,609
2017-01-11,614
2017-01-12,619
2017-01-13,629
2017-01-14,620
2017-01-15,603
2017-01-16,585
2017-01-17,558
2017-01-18,541
2017-01-19,553
2017-01-20,561
2017-01-21,555
2017-01-22,539
2017-01-23,548
2017-01-27,492
2017-01-28,488
2017-01-29,491
2017-01-30,502
2017-01-31,507
2017-02-01,512
2017-02-02,511
2017-02-03,531
2017-02-04,538
2017-02-05,518
2017-02-06,501
2017-02-07,485
2017-02-08,460
2017-02-09,437
2017-02-10,415
2017-02-11,394
2017-02-12,376
2017-02-13,381
2017-02-14,392
2017-02-15,408
2017-02-16,428
2017-02-18,464
2017-02-19,472
2017-02-20,488
2017-02-21,506
2017-02-22,511
2017-02-23,517
2017-02-24,540
2017-02-25,564
2017-02-26,591
2017-02-27,612
2017-02-28,622
2017-03-01,649
2017-03-02,669
2017-03-03,657
2017-03-04,656
2017-03-05,677
2017-03-06,657
2017-03-07,636
2017-03-08,632
2017-03-09,617
2017-03-10,620
2017-03-11,608
2017-03-12,597
2017-03-13,604
2017-03-14,590
2017-03-15,573
2017-03-16,553
2017-03-17,551
2017-03-18,532
2017-03-19,538
2017-03-20,530
2017-03-21,544
2017-03-22,563
2017-03-23,577
2017-03-24,576
2017-03-25,547
2017-03-26,522
2017-03-27,501
2017-03-28,503
2017-03-29,491
2017-03-30,479
2017-03-31,480
2017-04-01,486
2017-04-02,496
2017-04-03,508
2017-04-04,508
2017-04-12,622
2017-04-13,649
2017-04-14,682
2017-04-15,693
2017-04-16,726
2017-04-17,748
2017-04-18,741
2017-04-19,720
2017-04-20,731
2017-04-21,744
2017-04-22,759
2017-04-23,759
2017-04-24,747
2017-04-25,737
2017-04-26,705
2017-04-27,669
2017-04-28,650
2017-04-29,619
2017-04-30,633
2017-05-01,602
2017-05-02,571
2017-05-03,542
2017-05-04,534
2017-05-05,551
2017-05-06,557
2017-05-07,543
2017-05-08,545
2017-05-09,525
2017-05-10,533
2017-05-11,517
2017-05-12,503
2017-05-13,493
2017-05-14,468
2017-05-15,481
2017-05-16,498
2017-05-17,503
2017-05-18,508
2017-05-19,498
2017-05-20,515
2017-05-21,535
2017-05-22,541
2017-05-23,548
2017-05-24,520
2017-05-25,502
2017-05-26,488
2017-05-27,479
2017-05-28,489
2017-05-29,504
2017-05-30,528
2017-05-31,548
2017-06-01,536
2017-06-02,532
2017-06-03,506
2017-06-04,520
2017-06-05,540
2017-06-06,553
2017-06-07,557
2017-06-08,534
2017-06-09,534
2017-06-10,530
2017-06-11,556
2017-06-12,584
2017-06-13,602
2017-06-14,622
2017-06-15,607
2017-06-16,591
2017-06-17,570
2017-06-18,549
2017-06-19,530
2017-06-20,516
2017-06-21,499
2017-06-22,495
2017-06-23,488
2017-06-24,476
2017-06-25,452
2017-06-26,438
2017-06-27,453
2017-06-28,446
2017-06-29,440
2017-06-30,427
2017-07-01,423
2017-07-02,415
2017-07-03,432
2017-07-04,448
2017-07-05,467
2017-07-06,462
2017-07-07,455
2017-07-08,432
2017-07-13,382
2017-07-14,362
2017-07-15,343
2017-07-16,325
2017-07-17,316
2017-07-18,304
2017-07-19,297
2017-07-20,290
2017-07-21,286
2017-07-22,272
2017-07-23,286
2017-07-24,295
2017-07-25,301
2017-07-26,313
2017-07-27,325
2017-07-28,317
2017-07-29,301
2017-07-30,296
2017-07-31,307
2017-08-01,305
2017-08-02,312
2017-08-03,312
2017-08-04,322
2017-08-05,315
2017-08-06,299
2017-08-09,296
2017-08-10,299
2017-08-11,290
2017-08-12,280
2017-08-13,266
2017-08-14,252
2017-08-15,241
2017-08-16,238
2017-08-17,250
2017-08-18,244
2017-08-19,244
2017-08-20,233
2017-08-21,221
2017-08-22,209
2017-08-23,198
2017-08-24,188
2017-08-25,178
2017-08-26,169
2017-08-27,161
2017-08-28,163
2017-08-29,171
2017-08-30,179
2017-08-31,187
2017-09-01,197
2017-09-02,205
2017-09-03,209
2017-09-04,220
2017-09-05,225
2017-09-06,226
2017-09-07,221
2017-09-08,217
2017-09-09,209
2017-09-10,201
2017-09-11,194
2017-09-12,187
2017-09-13,177
2017-09-14,175
2017-09-15,172
2017-09-16,170
2017-09-17,163
2017-09-18,162
2017-09-19,157
2017-09-20,149
2017-09-22,159
2017-09-23,163
2017-09-24,170
2017-09-25,169
2017-09-26,167
2017-09-27,173
2017-09-28,174
2017-09-29,179
2017-09-30,184
2017-10-01,193
2017-10-02,203
2017-10-03,214
2017-10-04,219
2017-10-05,228
2017-10-06,240
2017-10-07,248
2017-10-08,257
2017-10-09,269
2017-10-10,268
2017-10-11,262
2017-10-12,256
2017-10-13,244
2017-10-14,231
2017-10-15,229
2017-10-16,222
2017-10-17,218
2017-10-18,219
2017-10-19,228
2017-10-20,234
2017-10-21,246
2017-10-22,249
2017-10-23,260
2017-10-24,266
2017-10-25,267
2017-10-26,278
2017-10-27,280
2017-10-28,284
2017-10-29,274
2017-10-30,280
2017-10-31,272
2017-11-01,258
2017-11-02,252
2017-11-03,258
2017-11-04,261
2017-11-05,269
2017-11-06,261
2017-11-07,273
2017-11-08,278
2017-11-09,286
2017-11-10,297
2017-11-11,287
2017-11-12,282
2017-11-13,289
2017-11-14,303
2017-11-15,314
2017-11-16,317
2017-11-17,301
2017-11-18,285
2017-11-19,286
2017-11-20,287
2017-11-21,293
2017-11-22,300
2017-11-23,297
2017-11-24,292
2017-11-25,295
2017-11-26,300
2017-11-27,314
2017-11-28,305
2017-11-29,290
2017-11-30,275
2017-12-01,276
2017-12-02,285
2017-12-03,289
2017-12-04,285
2017-12-05,290
2017-12-06,304
2017-12-07,318
2017-12-08,326
2017-12-09,323
2017-12-10,336
2017-12-11,340
2017-12-12,343
2017-12-13,341
2017-12-14,327
2017-12-15,315
2017-12-16,299
2017-12-17,295
2017-12-18,294
2017-12-19,285
2017-12-20,275
2017-12-21,264
2017-12-22,266
2017-12-23,261
2017-12-24,247
2017-12-25,234
2017-12-26,222
2017-12-27,210
2017-12-28,200
2017-12-29,208
2017-12-30,216
2017-12-31,227
2018-01-01,231
2018-01-02,243
2018-01-03,256
2018-01-04,269
2018-01-05,281
2018-01-06,296
2018-01-07,308
2018-01-08,315
2018-01-09,314
2018-01-10,313
2018-01-11,307
2018-01-12,306
2018-01-13,305
2018-01-14,293
2018-01-15,278
2018-01-16,269
2018-01-17,270
2018-01-18,271
2018-01-19,274
2018-01-20,273
2018-01-21,273
2018-01-22,272
2018-01-23,271
2018-01-24,267
2018-01-25,272
2018-01-26,270
2018-01-27,269
2018-01-28,268
2018-01-29,270
2018-01-30,272
2018-01-31,274
2018-02-01,273
2018-02-02,269
2018-02-03,259
2018-02-04,258
2018-02-05,249
2018-02-06,259
2018-02-07,261
2018-02-08,271
2018-02-09,271
2018-02-10,281
2018-02-11,269
2018-02-12,269
2018-02-13,280
2018-02-14,289
2018-02-15,288
2018-02-16,292
2018-02-17,293
2018-02-18,305
2018-02-19,315
2018-02-20,318
2018-02-21,323
2018-02-22,323
2018-02-23,317
2018-02-24,325
2018-02-25,329
2018-02-26,330
2018-02-27,328
2018-02-28,343
2018-03-01,355
2018-03-02,364
2018-03-03,380
2018-03-04,383
2018-03-05,363
2018-03-06,344
2018-03-07,341
2018-03-08,353
2018-03-09,353
2018-03-10,350
2018-03-11,333
2018-03-12,317
2018-03-13,302
2018-03-14,299
2018-03-15,307
2018-03-16,292
2018-03-17,281
2018-03-18,291
2018-03-20,295
2018-03-21,282
2018-03-22,270
2018-03-23,259
2018-03-24,246
2018-03-25,244
2018-03-26,240
2018-03-27,244
2018-03-28,244
2018-03-29,255
2018-03-30,264
2018-03-31,271
2018-04-01,276
2018-04-02,282
2018-04-03,282
2018-04-04,281
2018-04-05,288
2018-04-06,284
2018-04-07,269
2018-04-08,268
2018-04-09,265
2018-04-10,265
2018-04-11,273
2018-04-12,282
2018-04-13,279
2018-04-14,280
2018-04-15,274
2018-04-16,276
2018-04-17,278
2018-04-18,281
2018-04-19,287
2018-04-20,287
2018-04-21,286
2018-04-22,278
2018-04-23,273
2018-04-24,265
2018-04-25,262
2018-04-26,254
2018-04-27,245
2018-04-28,232
2018-04-29,228
2018-04-30,234
2018-05-01,243
2018-05-02,255
2018-05-03,268
2018-05-04,278
2018-05-05,273
2018-05-06,267
2018-05-07,263
2018-05-08,267
2018-05-09,266
2018-05-10,279
2018-05-11,292
2018-05-12,282
2018-05-13,279
2018-05-14,279
2018-05-15,272
2018-05-16,267
2018-05-17,264
2018-05-18,263
2018-05-19,271
2018-05-20,260
2018-05-21,268
2018-05-22,281
2018-05-23,289
2018-05-24,274
2018-05-25,268
2018-05-26,275
2018-05-27,267
2018-05-28,270
2018-05-29,270
2018-05-30,274
2018-05-31,266
2018-06-01,265
2018-06-02,261
2018-06-03,253
2018-06-04,255
2018-06-05,260
2018-06-06,248
2018-06-07,246
2018-06-08,245
2018-06-09,236
2018-06-10,227
2018-06-11,215
2018-06-12,204
2018-06-13,194
2018-06-14,184
2018-06-15,182
2018-06-16,180
2018-06-17,186
2018-06-18,184
2018-06-19,194
2018-06-20,203
2018-06-21,208
2018-06-22,219
2018-06-23,228
2018-06-24,220
2018-06-25,231
2018-06-26,239
2018-06-27,247
2018-06-28,259
2018-06-29,261
2018-06-30,247
2018-07-01,239
2018-07-02,245
2018-07-03,251
2018-07-04,260
2018-07-05,263
2018-07-06,266
2018-07-07,265
2018-07-08,254
2018-07-09,251
2018-07-10,250
2018-07-11,241
2018-07-12,250
2018-07-13,239
2018-07-14,235
2018-07-15,231
2018-07-16,222
2018-07-17,219
2018-07-18,210
2018-07-19,211
2018-07-20,219
2018-07-21,229
2018-07-22,235
2018-07-23,246
2018-07-24,257
2018-07-25,265
2018-07-26,274
2018-07-27,269
2018-07-28,255
2018-07-29,249
2018-07-30,250
2018-07-31,260
2018-08-01,267
2018-08-02,278
2018-08-03,276
2018-08-04,269
2018-08-05,277
2018-08-06,291
2018-08-07,306
2018-08-08,315
2018-08-09,327
2018-08-10,336
2018-08-11,349
2018-08-12,361
2018-08-14,350
2018-08-16,368
2018-08-17,386
2018-08-18,398
2018-08-19,392
2018-08-20,402
2018-08-21,402
2018-08-22,423
2018-08-23,440
2018-08-24,458
2018-08-25,469
2018-08-26,467
2018-08-27,487
2018-08-28,493
2018-08-29,503
2018-08-30,522
2018-08-31,534
2018-09-01,554
2018-09-02,571
2018-09-03,590
2018-09-04,609
2018-09-05,578
2018-09-06,549
2018-09-07,521
2018-09-08,528
2018-09-09,520
2018-09-10,505
2018-09-11,490
2018-09-12,478
2018-09-13,478
2018-09-14,473
2018-09-15,456
2018-09-16,445
2018-09-17,432
2018-09-18,420
2018-09-19,399
2018-09-20,379
2018-09-21,360
2018-09-22,360
2018-09-23,373
2018-09-24,375
2018-09-25,394
2018-09-26,405
2018-09-27,403
2018-09-28,408
2018-09-29,412
2018-09-30,404
2018-10-01,410
2018-10-02,429
2018-10-03,436
2018-10-04,418
2018-10-05,417
2018-10-06,397
2018-10-07,377
2018-10-08,358
2018-10-09,341
2018-10-10,323
2018-10-11,322
2018-10-12,326
2018-10-13,332
2018-10-14,340
2018-10-15,331
2018-10-16,314
2018-10-17,304
2018-10-18,294
2018-10-19,283
2018-10-20,268
2018-10-21,261
2018-10-22,248
2018-10-23,239
2018-10-24,231
2018-10-25,232
2018-10-26,234
2018-10-27,234
2018-10-28,230
2018-10-29,234
2018-10-30,232
2018-10-31,237
2018-11-01,235
2018-11-03,234
2018-11-04,232
2018-11-05,230
2018-11-06,235
2018-11-07,236
2018-11-08,241
2018-11-09,230
2018-11-10,219
2018-11-11,217
2018-11-12,220
2018-11-13,230
2018-11-15,251
2018-11-16,264
2018-11-17,277
2018-11-18,291
2018-11-19,302
2018-11-20,299
2018-11-21,292
2018-11-22,283
2018-11-23,279
2018-11-24,268
2018-11-25,254
2018-11-26,244
2018-11-27,237
2018-11-28,232
2018-11-29,233
2018-12-01,221
2018-12-02,215
2018-12-03,215
2018-12-04,217
2018-12-05,210
2018-12-07,200
2018-12-09,211
2018-12-10,217
2018-12-11,225
2018-12-12,235
2018-12-13,247
2018-12-14,253
2018-12-15,257
2018-12-16,260
2018-12-17,266
2018-12-18,264
2018-12-19,263
2018-12-20,250
2018-12-21,237
2018-12-22,230
2018-12-23,220
2018-12-24,212
2018-12-25,205
2018-12-26,201
2018-12-27,202
2018-12-28,204
2018-12-29,212
2018-12-30,222
2018-12-31,233
2019-01-01,245
2019-01-02,258
2019-01-03,269
2019-01-04,283
2019-01-05,298
2019-01-06,312
2019-01-08,345
2019-01-10,376
2019-01-11,389
2019-01-12,403
2019-01-13,390
2019-01-14,379
2019-01-15,360
2019-01-16,342
2019-01-17,326
2019-01-18,311
2019-01-19,299
2019-01-20,293
2019-01-21,288
2019-01-22,293
2019-01-23,293
2019-01-24,293
2019-01-25,290
2019-01-26,282
2019-01-27,283
2019-01-28,288
2019-01-29,282
2019-01-30,267
2019-01-31,260
2019-02-01,261
2019-02-02,253
2019-02-03,252
2019-02-04,242
2019-02-05,229
2019-02-06,223
2019-02-07,230
2019-02-08,231
2019-02-09,221
2019-02-10,213
2019-02-11,208
2019-02-12,215
2019-02-13,222
2019-02-14,231
2019-02-15,238
2019-02-16,247
2019-02-17,260
2019-02-18,269
2019-02-19,273
2019-02-20,279
2019-02-21,293
2019-02-22,306
2019-02-23,309
2019-02-24,300
2019-02-25,302
2019-02-26,310
2019-02-27,308
2019-02-28,296
2019-03-01,298
2019-03-02,298
2019-03-03,287
2019-03-04,281
2019-03-05,282
2019-03-06,286
2019-03-07,296
2019-03-08,299
2019-03-09,304
2019-03-10,297
2019-03-11,302
2019-03-12,297
2019-03-13,301
2019-03-14,286
2019-03-15,271
2019-03-16,257
2019-03-17,246
2019-03-18,240
2019-03-19,239
2019-03-20,239
2019-03-21,231
2019-03-22,219
2019-03-23,209
2019-03-24,206
2019-03-25,203
2019-03-26,203
2019-03-27,207
2019-03-28,214
2019-03-29,217
2019-03-30,215
2019-03-31,206
2019-04-01,198
2019-04-02,199
2019-04-03,195
2019-04-04,201
2019-04-05,197
2019-04-06,199
2019-04-07,205
2019-04-08,209
2019-04-09,216
2019-04-10,220
2019-04-11,222
2019-04-12,223
2019-04-13,221
2019-04-14,223
2019-04-15,211
2019-04-16,208
2019-04-17,206
2019-04-18,213
2019-04-19,215
2019-04-20,223
2019-04-21,233
2019-04-22,234
2019-04-23,223
2019-04-24,220
2019-04-25,216
2019-04-26,224
2019-04-27,228
2019-04-28,238
2019-04-29,247
2019-04-30,254
2019-05-01,249
2019-05-02,243
2019-05-03,231
2019-05-04,232
2019-05-05,225
2019-05-06,219
2019-05-07,211
2019-05-08,205
2019-05-09,200
2019-05-10,206
2019-05-11,201
2019-05-12,210
2019-05-13,210
2019-05-14,203
2019-05-15,203
2019-05-16,210
2019-05-17,203
2019-05-18,213
2019-05-19,224
2019-05-20,236
2019-05-21,241
2019-05-22,253
2019-05-23,262
2019-05-24,270
2019-05-25,279
2019-05-26,289
2019-05-27,279
2019-05-28,265
2019-05-29,251
2019-05-30,238
2019-05-31,227
2019-06-01,215
2019-06-02,215
2019-06-03,215
2019-06-04,209
2019-06-05,212
2019-06-06,216
2019-06-07,215
2019-06-08,208
2019-06-09,206
2019-06-10,200
2019-06-11,194
2019-06-12,188
2019-06-13,189
2019-06-14,193
2019-06-15,203
2019-06-16,209
2019-06-17,214
2019-06-18,217
2019-06-19,218
2019-06-20,217
2019-06-21,218
2019-06-22,211
2019-06-23,208
2019-06-24,202
2019-06-25,200
2019-06-26,197
2019-06-27,205
2019-06-28,211
2019-06-29,213
2019-06-30,208
2019-07-01,211
2019-07-02,215
2019-07-03,217
2019-07-04,221
2019-07-05,217
2019-07-06,220
2019-07-07,216
2019-07-08,219
2019-07-09,225
2019-07-10,217
2019-07-11,211
2019-07-12,213
2019-07-13,210
2019-07-14,205
2019-07-15,198
2019-07-16,188
2019-07-17,178
2019-07-18,169
2019-07-19,167
2019-07-20,167
2019-07-21,171
2019-07-22,176
2019-07-23,182
2019-07-24,189
2019-07-25,188
2019-07-26,192
2019-07-27,193
2019-07-28,193
2019-07-29,189
2019-07-30,188
2019-07-31,187
2019-08-01,184
2019-08-02,180
2019-08-03,177
2019-08-04,181
2019-08-05,176
2019-08-06,170
2019-08-07,173
2019-08-08,172
2019-08-09,172
2019-08-10,175
2019-08-11,181
2019-08-12,191
2019-08-13,192
2019-08-14,192
2019-08-15,186
2019-08-16,178
2019-08-17,177
2019-08-18,181
2019-08-19,184
2019-08-20,189
2019-08-21,197
2019-08-22,205
2019-08-23,214
2019-08-24,225
2019-08-24,225
2019-08-25,234
