date_obj,Adamant%20gold-trimmed%20set%20(lg) price
2019-03-14,100550
2019-03-15,99284
2019-03-16,98198
2019-03-17,98829
2019-03-18,100288
2019-03-19,99972
2019-03-20,101779
2019-03-21,101988
2019-03-22,101988
2019-03-23,103947
2019-03-24,101546
2019-03-25,102635
2019-03-26,102729
2019-03-27,102729
2019-03-28,100677
2019-03-29,100672
2019-03-30,100672
2019-03-31,100204
2019-04-01,99649
2019-04-02,99682
2019-04-03,98905
2019-04-04,97814
2019-04-05,98542
2019-04-06,98869
2019-04-07,98297
2019-04-08,98068
2019-04-09,99032
2019-04-10,99466
2019-04-11,99373
2019-04-12,100420
2019-04-13,98702
2019-04-14,97518
2019-04-15,95503
2019-04-16,93168
2019-04-17,90814
2019-04-18,86273
2019-04-19,83722
2019-04-20,82405
2019-04-21,80610
2019-04-22,79148
2019-04-23,78574
2019-04-24,76502
2019-04-25,74988
2019-04-26,72679
2019-04-27,71307
2019-04-28,70568
2019-04-29,69051
2019-04-30,69453
2019-05-01,68595
2019-05-02,68795
2019-05-03,68983
2019-05-04,68482
2019-05-05,68826
2019-05-06,68038
2019-05-07,67718
2019-05-08,69675
2019-05-09,71251
2019-05-10,73575
2019-05-11,75486
2019-05-12,77795
2019-05-13,80310
2019-05-14,83296
2019-05-15,84709
2019-05-16,84751
2019-05-17,84751
2019-05-18,84295
2019-05-19,84772
2019-05-20,83323
2019-05-21,83158
2019-05-22,82420
2019-05-23,82151
2019-05-24,80649
2019-05-25,80389
2019-05-26,79554
2019-05-27,79235
2019-05-28,80361
2019-05-29,80367
2019-05-30,79225
2019-05-31,79314
2019-06-01,79371
2019-06-02,80322
2019-06-03,80845
2019-06-04,81300
2019-06-05,81700
2019-06-06,82767
2019-06-07,82595
2019-06-08,80937
2019-06-09,80842
2019-06-10,80842
2019-06-11,81071
2019-06-12,81348
2019-06-13,80475
2019-06-14,80115
2019-06-15,79713
2019-06-16,79294
2019-06-17,78564
2019-06-18,78130
2019-06-19,77780
2019-06-20,76941
2019-06-21,76169
2019-06-22,75557
2019-06-23,76299
2019-06-24,75829
2019-06-25,75302
2019-06-26,74942
2019-06-27,74723
2019-06-28,74723
2019-06-29,74849
2019-06-30,74370
2019-07-01,75566
2019-07-02,76121
2019-07-03,75920
2019-07-04,76973
2019-07-05,78095
2019-07-06,77710
2019-07-07,78111
2019-07-08,77786
2019-07-09,77485
2019-07-10,78467
2019-07-11,79282
2019-07-12,80704
2019-07-13,81172
2019-07-14,81611
2019-07-15,81611
2019-07-16,82384
2019-07-17,84963
2019-07-18,87822
2019-07-19,89312
2019-07-20,90322
2019-07-21,90962
2019-07-22,93745
2019-07-23,97509
2019-07-24,101870
2019-07-25,106284
2019-07-26,108409
2019-07-27,110202
2019-07-28,111202
2019-07-29,110844
2019-07-30,106593
2019-07-31,102808
2019-08-01,98520
2019-08-02,98027
2019-08-03,97163
2019-08-04,96674
2019-08-05,96513
2019-08-06,96381
2019-08-07,96671
2019-08-08,97039
2019-08-09,97039
2019-08-10,96805
2019-08-11,96042
2019-08-12,96953
2019-08-13,97600
2019-08-14,98258
2019-08-15,99504
2019-08-16,102378
2019-08-17,102378
2019-08-18,100124
2019-08-19,98768
2019-08-20,97034
2019-08-21,96783
2019-08-22,96182
2019-08-23,96182
2019-08-24,95633
2019-08-24,95633
2019-08-25,95633
2019-08-25,95633
2019-08-26,95563
2019-08-27,94547
2019-08-27,94547
2019-08-28,93932
2019-08-29,95901
2019-08-30,97139
2019-08-31,97139
2019-09-01,97403
2019-09-02,97403
2019-09-03,98936
2019-09-04,99290
2019-09-05,99740
2019-09-06,99740
2019-09-07,99078
2019-09-08,99598
2019-09-09,100407
2019-09-10,99122
2019-09-11,98999
2019-09-12,98840
2019-09-13,99270
2019-09-14,98975
2019-09-15,98122
2019-09-16,97867
2019-09-17,98082
2019-09-18,97271
2019-09-19,97271
2019-09-20,96650
2019-09-21,97105
2019-09-22,95548
2019-09-23,94521
2019-09-24,94521
2019-09-25,94569
2019-09-26,93753
2019-09-27,93753
2019-09-28,93789
2019-09-29,93789
2019-09-30,93613
2019-10-01,95643
2019-10-02,94937
2019-10-03,96216
2019-10-04,96216
2019-10-05,96430
2019-10-06,95485
2019-10-07,95989
2019-10-08,97110
2019-10-09,97110
2019-10-10,96353
2019-10-11,96353
2019-10-12,95336
2019-10-13,95378
2019-10-14,96739
2019-10-15,96739
2019-10-16,97178
2019-10-17,97178
2019-10-18,97086
2019-10-19,97740
2019-10-20,96405
2019-10-21,96576
2019-10-22,96967
2019-10-23,95436
2019-10-24,94804
2019-10-25,94090
2019-10-26,93456
2019-10-27,93521
2019-10-28,94034
2019-10-29,94034
2019-10-30,94114
2019-10-31,94888
2019-11-01,93924
2019-11-02,94998
2019-11-03,94691
2019-11-04,94450
2019-11-05,94450
2019-11-06,93519
2019-11-07,93238
2019-11-08,92534
2019-11-09,93006
2019-11-10,93272
2019-11-11,93833
2019-11-12,93833
2019-11-13,92873
2019-11-14,92238
2019-11-15,92709
2019-11-16,92382
2019-11-17,92382
2019-11-18,93516
2019-11-19,93516
2019-11-20,93228
2019-11-21,93228
2019-11-22,93325
2019-11-23,92466
2019-11-24,92991
2019-11-25,92853
2019-11-26,92545
2019-11-27,92545
2019-11-28,92056
2019-11-29,90973
2019-11-30,91537
2019-12-01,91399
2019-12-02,92583
2019-12-03,90309
2019-12-04,89595
2019-12-05,89595
2019-12-06,91309
2019-12-07,92763
2019-12-08,92763
2019-12-09,94124
2019-12-10,95841
2019-12-11,95815
2019-12-12,95815
2019-12-13,95721
2019-12-14,95527
2019-12-15,95678
2019-12-16,94678
2019-12-17,95466
2019-12-18,95466
2019-12-19,94552
2019-12-20,95095
2019-12-21,94866
2019-12-22,94243
2019-12-23,94702
2019-12-24,95484
2019-12-25,95036
2019-12-26,93839
2019-12-27,92230
2019-12-28,91229
2019-12-29,89801
2019-12-30,88666
2019-12-31,87733
2020-01-01,87784
2020-01-02,88416
2020-01-03,89271
2020-01-04,89158
2020-01-05,88893
2020-01-06,87832
2020-01-07,86318
2020-01-08,86318
2020-01-09,85745
2020-01-10,86890
2020-01-11,86286
2020-01-12,84986
2020-01-13,84986
2020-01-14,83317
2020-01-15,83442
2020-01-16,84605
2020-01-17,84597
2020-01-18,83927
2020-01-19,85494
2020-01-20,86819
2020-01-21,86819
2020-01-22,87527
2020-01-23,87570
2020-01-24,88728
2020-01-25,89035
2020-01-26,89311
2020-01-27,89550
2020-01-28,90139
2020-01-29,88402
2020-01-30,88968
2020-01-31,89680
2020-02-01,89021
2020-02-02,88931
2020-02-03,89309
2020-02-04,88829
2020-02-05,87635
2020-02-06,86785
2020-02-07,86156
2020-02-08,85561
2020-02-09,84472
2020-02-10,83659
2020-02-11,83631
2020-02-12,83374
2020-02-13,84738
2020-02-14,84230
2020-02-15,84230
2020-02-16,84402
2020-02-17,83276
2020-02-18,82627
2020-02-19,81917
2020-02-20,81285
2020-02-21,81285
2020-02-22,82169
2020-02-23,83054
2020-02-24,84425
2020-02-25,85487
2020-02-26,86681
2020-02-27,86272
2020-02-28,85838
2020-02-29,85838
2020-03-01,84704
2020-03-02,84368
2020-03-03,83372
2020-03-04,83502
2020-03-05,82260
2020-03-06,82313
2020-03-07,82604
2020-03-08,82232
2020-03-09,81803
2020-03-10,82642
2020-03-11,81648
2020-03-12,81607
2020-03-13,81337
2020-03-14,80944
2020-03-15,80201
2020-03-16,79280
2020-03-17,79778
2020-03-18,80090
2020-03-19,79577
2020-03-20,79896
2020-03-21,80048
2020-03-22,79826
2020-03-23,80247
2020-03-24,81997
2020-03-25,83041
2020-03-26,82798
2020-03-27,82086
2020-03-28,81268
2020-03-29,81110
2020-03-30,80795
2020-03-31,81830
2020-04-01,81916
2020-04-02,81834
2020-04-03,82415
2020-04-04,83432
2020-04-05,83224
2020-04-06,82509
2020-04-07,81496
2020-04-08,80741
2020-04-09,79775
2020-04-10,79409
2020-04-11,79252
2020-04-12,78894
2020-04-13,78143
2020-04-14,78441
2020-04-15,78731
2020-04-16,79527
2020-04-17,78992
2020-04-18,79794
2020-04-19,80770
2020-04-20,81902
2020-04-21,81308
2020-04-22,79899
2020-04-23,79902
2020-04-24,80579
2020-04-25,81270
2020-04-26,81442
2020-04-27,81438
2020-04-28,80043
2020-04-29,79885
2020-04-30,79368
2020-05-01,80606
2020-05-02,81045
2020-05-03,80489
2020-05-04,80008
2020-05-05,80201
2020-05-06,79475
2020-05-07,79541
2020-05-08,79794
2020-05-09,79698
2020-05-10,79032
2020-05-11,78471
2020-05-12,78845
2020-05-13,78778
