date_obj,Explorer%20backpack price
2019-03-27,27589
2019-03-28,27668
2019-03-29,27676
2019-03-30,28206
2019-03-31,28485
2019-04-01,28573
2019-04-02,28527
2019-04-03,29027
2019-04-04,29193
2019-04-05,29379
2019-04-06,29267
2019-04-07,29095
2019-04-08,28469
2019-04-09,27399
2019-04-10,27263
2019-04-11,26008
2019-04-12,25536
2019-04-13,24687
2019-04-14,24171
2019-04-15,23705
2019-04-16,23240
2019-04-17,22902
2019-04-18,22690
2019-04-19,21955
2019-04-20,21387
2019-04-21,21045
2019-04-22,21156
2019-04-23,21363
2019-04-24,21834
2019-04-25,21066
2019-04-26,20889
2019-04-27,20698
2019-04-28,20487
2019-04-29,20219
2019-04-30,19647
2019-05-01,19377
2019-05-02,18922
2019-05-03,18888
2019-05-04,18643
2019-05-05,18458
2019-05-06,17807
2019-05-07,17435
2019-05-08,16563
2019-05-09,16158
2019-05-10,16006
2019-05-11,15978
2019-05-12,15765
2019-05-13,16287
2019-05-14,16564
2019-05-15,17077
2019-05-16,17615
2019-05-17,17983
2019-05-18,18367
2019-05-19,19185
2019-05-20,18909
2019-05-21,18765
2019-05-22,18599
2019-05-23,18818
2019-05-24,18513
2019-05-25,18442
2019-05-26,18355
2019-05-27,18505
2019-05-28,18644
2019-05-29,18976
2019-05-30,19666
2019-05-31,19946
2019-06-01,20426
2019-06-02,20802
2019-06-03,21302
2019-06-04,21620
2019-06-05,21799
2019-06-06,22035
2019-06-07,22275
2019-06-08,22511
2019-06-09,22740
2019-06-10,22740
2019-06-11,22893
2019-06-12,23060
2019-06-13,23435
2019-06-14,23870
2019-06-15,23773
2019-06-16,23474
2019-06-17,22744
2019-06-18,22565
2019-06-19,22600
2019-06-20,22460
2019-06-21,22451
2019-06-22,22357
2019-06-23,21939
2019-06-24,22250
2019-06-25,22442
2019-06-26,22905
2019-06-27,22981
2019-06-28,22605
2019-06-29,23134
2019-06-30,23264
2019-07-01,23324
2019-07-02,23463
2019-07-03,23470
2019-07-04,23190
2019-07-05,23423
2019-07-06,22973
2019-07-07,21827
2019-07-08,20955
2019-07-09,20227
2019-07-10,20001
2019-07-11,20018
2019-07-12,19887
2019-07-13,19460
2019-07-14,19368
2019-07-15,18841
2019-07-16,18251
2019-07-17,18177
2019-07-18,18086
2019-07-19,18470
2019-07-20,18929
2019-07-21,19227
2019-07-22,19854
2019-07-23,20133
2019-07-24,20215
2019-07-25,20258
2019-07-26,20195
2019-07-27,20348
2019-07-28,20278
2019-07-29,20833
2019-07-30,20823
2019-07-31,20976
2019-08-01,20845
2019-08-02,20485
2019-08-03,20611
2019-08-04,20344
2019-08-05,20638
2019-08-06,20913
2019-08-07,20544
2019-08-08,20417
2019-08-09,20417
2019-08-10,20474
2019-08-11,20457
2019-08-12,21131
2019-08-13,21660
2019-08-14,22140
2019-08-15,22809
2019-08-16,23454
2019-08-17,24246
2019-08-18,24683
2019-08-19,24401
2019-08-20,25223
2019-08-21,25618
2019-08-22,25717
2019-08-23,25717
2019-08-24,25656
2019-08-24,25656
2019-08-25,26347
2019-08-25,26347
2019-08-26,26548
2019-08-27,25968
2019-08-27,25968
2019-08-28,25697
2019-08-29,25599
2019-08-30,25489
2019-08-31,25489
2019-09-01,25637
2019-09-02,25637
2019-09-03,25705
2019-09-04,25878
2019-09-05,25868
2019-09-06,25868
2019-09-07,25997
2019-09-08,25781
2019-09-09,26068
2019-09-10,25678
2019-09-11,26077
2019-09-12,25948
2019-09-13,26218
2019-09-14,26321
2019-09-15,26449
2019-09-16,26468
2019-09-17,26487
2019-09-18,26133
2019-09-19,25730
2019-09-20,26199
2019-09-21,26161
2019-09-22,26079
2019-09-23,26049
2019-09-24,26049
2019-09-25,25812
2019-09-26,25744
2019-09-27,25755
2019-09-28,25890
2019-09-29,25890
2019-09-30,26087
2019-10-01,26204
2019-10-02,26204
2019-10-03,26568
2019-10-04,25767
2019-10-05,25210
2019-10-06,25805
2019-10-07,25482
2019-10-08,25958
2019-10-09,25958
2019-10-10,26068
2019-10-11,25915
2019-10-12,25670
2019-10-13,25806
2019-10-14,25821
2019-10-15,26068
2019-10-16,26190
2019-10-17,26190
2019-10-18,25961
2019-10-19,25616
2019-10-20,25994
2019-10-21,26033
2019-10-22,26231
2019-10-23,25591
2019-10-24,25149
2019-10-25,25103
2019-10-26,24701
2019-10-27,23807
2019-10-28,23123
2019-10-29,23123
2019-10-30,22417
2019-10-31,22659
2019-11-01,22732
2019-11-02,22751
2019-11-03,22209
2019-11-04,21842
2019-11-05,21842
2019-11-06,21654
2019-11-07,21420
2019-11-08,21338
2019-11-09,20951
2019-11-10,20820
2019-11-11,20726
2019-11-12,20221
2019-11-13,20041
2019-11-14,20351
2019-11-15,20240
2019-11-16,19971
2019-11-17,19971
2019-11-18,19520
2019-11-19,19090
2019-11-20,18683
2019-11-21,18330
2019-11-22,18099
2019-11-23,18089
2019-11-24,18114
2019-11-25,18027
2019-11-26,17567
2019-11-27,17567
2019-11-28,17603
2019-11-29,17627
2019-11-30,17824
2019-12-01,18208
2019-12-02,18382
2019-12-03,18434
2019-12-04,18259
2019-12-05,18259
2019-12-06,18497
2019-12-07,18055
2019-12-08,18296
2019-12-09,18347
2019-12-10,18731
2019-12-11,18875
2019-12-12,18875
2019-12-13,19050
2019-12-14,19007
2019-12-15,19139
2019-12-16,18800
2019-12-17,18773
2019-12-18,18074
2019-12-19,17729
2019-12-20,17447
2019-12-21,17752
2019-12-22,17613
2019-12-23,17952
2019-12-24,18157
2019-12-25,18597
2019-12-26,18695
2019-12-27,18794
2019-12-28,18636
2019-12-29,18616
2019-12-30,18265
2019-12-31,18256
2020-01-01,18500
2020-01-02,18349
2020-01-03,18607
2020-01-04,18904
2020-01-05,19326
2020-01-06,18906
2020-01-07,18999
2020-01-08,18999
2020-01-09,19143
2020-01-10,19303
2020-01-11,19607
2020-01-12,19602
2020-01-13,19040
2020-01-14,18677
2020-01-15,18372
2020-01-16,18202
2020-01-17,18127
2020-01-18,17836
2020-01-19,17520
2020-01-20,17140
2020-01-21,16865
2020-01-22,16633
2020-01-23,16295
2020-01-24,16521
2020-01-25,16397
2020-01-26,16197
2020-01-27,15941
2020-01-28,15719
2020-01-29,15794
2020-01-30,15588
2020-01-31,15507
2020-02-01,14948
2020-02-02,14601
2020-02-03,14062
2020-02-04,13760
2020-02-05,13736
2020-02-06,13552
2020-02-07,13622
2020-02-08,13471
2020-02-09,13416
2020-02-10,13328
2020-02-11,13427
2020-02-12,13316
2020-02-13,13102
2020-02-14,12877
2020-02-15,12811
2020-02-16,12699
2020-02-17,12450
2020-02-18,12295
2020-02-19,12394
2020-02-20,12499
2020-02-21,12499
2020-02-22,12413
2020-02-23,12290
2020-02-24,12494
2020-02-25,12931
2020-02-26,13116
2020-02-27,13204
2020-02-28,13173
2020-02-29,13173
2020-03-01,13286
2020-03-02,13525
2020-03-03,13871
2020-03-04,13871
2020-03-05,14286
2020-03-06,14800
2020-03-07,15409
2020-03-08,15453
2020-03-09,15799
2020-03-10,16052
2020-03-11,15886
2020-03-12,15907
2020-03-13,15981
2020-03-14,15854
2020-03-15,15993
2020-03-16,15818
2020-03-17,15676
2020-03-18,15465
2020-03-19,15324
2020-03-20,15036
2020-03-21,15151
2020-03-22,15076
2020-03-23,15118
2020-03-24,15086
2020-03-25,15051
2020-03-26,15150
2020-03-27,15065
2020-03-28,14671
2020-03-29,14725
2020-03-30,14600
2020-03-31,14668
2020-04-01,14478
2020-04-02,14511
2020-04-03,14423
2020-04-04,14291
2020-04-05,14071
2020-04-06,13881
2020-04-07,13298
2020-04-08,13251
2020-04-09,13109
2020-04-10,13047
2020-04-11,12905
2020-04-12,12803
2020-04-13,12549
2020-04-14,12582
2020-04-15,12606
2020-04-16,12333
2020-04-17,12076
2020-04-18,11920
2020-04-19,11873
2020-04-20,11858
2020-04-21,11746
2020-04-22,11809
2020-04-23,11869
2020-04-24,11682
2020-04-25,11576
2020-04-26,11617
2020-04-27,11578
2020-04-28,11520
2020-04-29,11604
2020-04-30,11627
2020-05-01,11694
2020-05-02,11580
2020-05-03,11697
2020-05-04,11878
2020-05-05,12069
2020-05-06,12208
2020-05-07,12254
2020-05-08,12278
2020-05-09,12366
2020-05-10,12499
2020-05-11,12141
2020-05-12,12288
2020-05-13,12474
