date_obj,Bruise%20blue%20snelm%20(round) price
2016-08-15,4277
2016-08-16,4277
2016-08-17,4277
2016-08-18,4277
2016-08-19,4277
2016-08-20,4277
2016-08-21,4277
2016-08-22,4277
2016-08-23,4277
2016-08-24,4277
2016-08-25,4277
2016-08-26,4277
2016-08-27,4088
2016-08-28,4088
2016-08-29,4088
2016-08-30,4088
2016-08-31,4088
2016-09-01,4088
2016-09-02,4088
2016-09-03,4088
2016-09-04,4088
2016-09-05,4088
2016-09-06,4088
2016-09-07,4088
2016-09-08,4088
2016-09-09,4088
2016-09-10,4088
2016-09-11,4088
2016-09-12,4088
2016-09-13,3889
2016-09-14,3889
2016-09-15,3889
2016-09-16,3889
2016-09-17,3889
2016-09-18,3889
2016-09-19,3889
2016-09-20,3889
2016-09-21,3889
2016-09-22,3889
2016-09-23,3889
2016-09-24,3889
2016-09-25,3889
2016-09-26,3889
2016-09-27,3889
2016-09-28,3889
2016-09-29,3889
2016-09-30,3889
2016-10-01,3699
2016-10-02,3699
2016-10-03,3699
2016-10-04,3699
2016-10-05,3699
2016-10-06,3699
2016-10-07,3699
2016-10-08,3699
2016-10-09,3699
2016-10-10,3699
2016-10-11,3699
2016-10-12,3699
2016-10-13,3699
2016-10-14,3699
2016-10-15,3699
2016-10-16,3699
2016-10-17,3699
2016-10-18,3699
2016-10-19,3699
2016-10-20,3699
2016-10-21,3699
2016-10-22,3699
2016-10-23,3699
2016-10-24,3540
2016-10-25,3540
2016-10-26,3540
2016-10-27,3540
2016-10-28,3540
2016-10-29,3540
2016-10-30,3540
2016-10-31,3540
2016-11-01,3540
2016-11-02,3540
2016-11-03,3540
2016-11-04,3540
2016-11-05,3540
2016-11-06,3540
2016-11-07,3540
2016-11-08,3540
2016-11-09,3540
2016-11-10,3540
2016-11-11,3540
2016-11-12,3540
2016-11-13,3540
2016-11-14,3540
2016-11-15,3368
2016-11-16,3368
2016-11-17,3368
2016-11-18,3368
2016-11-19,3368
2016-11-20,3368
2016-11-21,3368
2016-11-22,3368
2016-11-23,3368
2016-11-24,3368
2016-11-25,3368
2016-11-26,3368
2016-11-27,3209
2016-11-28,3209
2016-11-29,3209
2016-11-30,3209
2016-12-01,3209
2016-12-02,3209
2016-12-03,3209
2016-12-04,3209
2016-12-05,3209
2016-12-06,3209
2016-12-07,3209
2016-12-08,3209
2016-12-09,3209
2016-12-10,3209
2016-12-11,3066
2016-12-12,3066
2016-12-13,3066
2016-12-14,3066
2016-12-15,3066
2016-12-16,3066
2016-12-17,3066
2016-12-18,3066
2016-12-19,3066
2016-12-20,3066
2016-12-21,3066
2016-12-22,3066
2016-12-23,3066
2016-12-24,3066
2016-12-25,3066
2016-12-26,3066
2016-12-27,2927
2016-12-28,2927
2016-12-29,2927
2016-12-30,2927
2016-12-31,2927
2017-01-01,2927
2017-01-02,2927
2017-01-03,2927
2017-01-04,2927
2017-01-05,2927
2017-01-06,2927
2017-01-07,2927
2017-01-08,2927
2017-01-09,2927
2017-01-10,2927
2017-01-11,2786
2017-01-12,2786
2017-01-13,2786
2017-01-14,2786
2017-01-15,2786
2017-01-16,2786
2017-01-17,2786
2017-01-18,2786
2017-01-19,2786
2017-01-20,2786
2017-01-21,2786
2017-01-22,2786
2017-01-23,2786
2017-01-24,2786
2017-01-25,2651
2017-01-26,2651
2017-01-27,2651
2017-01-28,2651
2017-01-29,2651
2017-01-30,2651
2017-01-31,2651
2017-02-01,2651
2017-02-02,2651
2017-02-03,2651
2017-02-04,2651
2017-02-05,2651
2017-02-06,2651
2017-02-07,2651
2017-02-08,2651
2017-02-09,2522
2017-02-10,2522
2017-02-11,2522
2017-02-12,2522
2017-02-13,2522
2017-02-14,2522
2017-02-15,2522
2017-02-16,2522
2017-02-17,2522
2017-02-18,2522
2017-02-19,2522
2017-02-20,2522
2017-02-21,2400
2017-02-22,2400
2017-02-23,2400
2017-02-24,2400
2017-02-25,2400
2017-02-26,2400
2017-02-27,2400
2017-02-28,2400
2017-03-01,2400
2017-03-02,2400
2017-03-03,2400
2017-03-04,2400
2017-03-05,2400
2017-03-06,2284
2017-03-07,2284
2017-03-08,2284
2017-03-09,2284
2017-03-10,2284
2017-03-11,2284
2017-03-12,2284
2017-03-13,2284
2017-03-14,2284
2017-03-15,2284
2017-03-16,2284
2017-03-17,2284
2017-03-18,2284
2017-03-19,2284
2017-03-20,2180
2017-03-21,2180
2017-03-22,2180
2017-03-23,2180
2017-03-24,2180
2017-03-25,2180
2017-03-26,2180
2017-03-27,2180
2017-03-28,2180
2017-03-29,2180
2017-03-30,2180
2017-03-31,2180
2017-04-01,2180
2017-04-02,2180
2017-04-03,2180
2017-04-04,2180
2017-04-05,2180
2017-04-06,2077
2017-04-07,2077
2017-04-08,2077
2017-04-09,2077
2017-04-10,2077
2017-04-11,2077
2017-04-12,2077
2017-04-13,2077
2017-04-14,2077
2017-04-15,2077
2017-04-16,2077
2017-04-17,2077
2017-04-18,2077
2017-04-19,1977
2017-04-20,1977
2017-04-21,1977
2017-04-22,1977
2017-04-23,1977
2017-04-24,1977
2017-04-25,1977
2017-04-26,1977
2017-04-27,1977
2017-04-28,1977
2017-04-29,1977
2017-04-30,1977
2017-05-01,1977
2017-05-02,1977
2017-05-03,1977
2017-05-04,1885
2017-05-05,1885
2017-05-06,1885
2017-05-07,1885
2017-05-08,1885
2017-05-09,1885
2017-05-10,1885
2017-05-11,1885
2017-05-12,1885
2017-05-13,1885
2017-05-14,1885
2017-05-15,1885
2017-05-16,1885
2017-05-17,1885
2017-05-18,1885
2017-05-19,1794
2017-05-20,1794
2017-05-21,1794
2017-05-22,1794
2017-05-23,1794
2017-05-24,1794
2017-05-25,1794
2017-05-26,1794
2017-05-27,1794
2017-05-28,1794
2017-05-29,1794
2017-05-30,1794
2017-05-31,1794
2017-06-01,1794
2017-06-02,1794
2017-06-03,1794
2017-06-04,1794
2017-06-05,1709
2017-06-06,1709
2017-06-07,1709
2017-06-08,1709
2017-06-09,1709
2017-06-10,1709
2017-06-11,1709
2017-06-12,1709
2017-06-13,1709
2017-06-14,1709
2017-06-15,1709
2017-06-16,1709
2017-06-17,1709
2017-06-18,1709
2017-06-19,1709
2017-06-20,1709
2017-06-21,1709
2017-06-22,1709
2017-06-23,1626
2017-06-24,1626
2017-06-25,1626
2017-06-26,1626
2017-06-27,1626
2017-06-28,1626
2017-06-29,1626
2017-06-30,1626
2017-07-01,1626
2017-07-02,1626
2017-07-03,1626
2017-07-04,1626
2017-07-05,1626
2017-07-06,1626
2017-07-07,1626
2017-07-08,1626
2017-07-09,1626
2017-07-10,1552
2017-07-11,1552
2017-07-12,1552
2017-07-13,1552
2017-07-14,1552
2017-07-15,1552
2017-07-16,1552
2017-07-17,1552
2017-07-18,1552
2017-07-19,1552
2017-07-20,1552
2017-07-21,1552
2017-07-22,1552
2017-07-23,1552
2017-07-24,1552
2017-07-25,1552
2017-07-26,1552
2017-07-27,1552
2017-07-28,1480
2017-07-29,1480
2017-07-30,1480
2017-07-31,1480
2017-08-01,1480
2017-08-02,1480
2017-08-03,1480
2017-08-04,1480
2017-08-05,1480
2017-08-06,1480
2017-08-07,1480
2017-08-08,1480
2017-08-09,1480
2017-08-10,1480
2017-08-11,1480
2017-08-12,1480
2017-08-13,1409
2017-08-14,1409
2017-08-15,1409
2017-08-16,1409
2017-08-17,1409
2017-08-18,1409
2017-08-19,1409
2017-08-20,1409
2017-08-21,1409
2017-08-22,1409
2017-08-23,1409
2017-08-24,1409
2017-08-25,1409
2017-08-26,1409
2017-08-27,1409
2017-08-28,1352
2017-08-29,1352
2017-08-30,1352
2017-08-31,1352
2017-09-01,1352
2017-09-02,1352
2017-09-03,1352
2017-09-04,1352
2017-09-05,1352
2017-09-06,1352
2017-09-07,1352
2017-09-08,1352
2017-09-09,1352
2017-09-10,1352
2017-09-11,1352
2017-09-12,1352
2017-09-13,1352
2017-09-14,1352
2017-09-15,1352
2017-09-16,1287
2017-09-17,1287
2017-09-18,1287
2017-09-19,1287
2017-09-20,1287
2017-09-21,1287
2017-09-22,1287
2017-09-23,1287
2017-09-24,1287
2017-09-25,1287
2017-09-26,1287
2017-09-27,1287
2017-09-28,1287
2017-09-29,1287
2017-09-30,1287
2017-10-01,1287
2017-10-02,1225
2017-10-03,1225
2017-10-04,1225
2017-10-05,1225
2017-10-06,1225
2017-10-07,1225
2017-10-08,1225
2017-10-09,1225
2017-10-10,1225
2017-10-11,1225
2017-10-12,1225
2017-10-13,1225
2017-10-14,1225
2017-10-15,1225
2017-10-16,1225
2017-10-17,1225
2017-10-18,1225
2017-10-19,1166
2017-10-20,1166
2017-10-21,1166
2017-10-22,1166
2017-10-23,1166
2017-10-24,1166
2017-10-25,1166
2017-10-26,1166
2017-10-27,1166
2017-10-28,1166
2017-10-29,1166
2017-10-30,1166
2017-10-31,1166
2017-11-01,1109
2017-11-02,1109
2017-11-03,1109
2017-11-04,1109
2017-11-05,1109
2017-11-06,1109
2017-11-07,1109
2017-11-08,1109
2017-11-09,1109
2017-11-10,1109
2017-11-11,1109
2017-11-12,1109
2017-11-13,1109
2017-11-14,1063
2017-11-15,1063
2017-11-16,1063
2017-11-17,1063
2017-11-18,1063
2017-11-19,1063
2017-11-20,1063
2017-11-21,1063
2017-11-22,1063
2017-11-23,1063
2017-11-24,1063
2017-11-25,1063
2017-11-26,1063
2017-11-27,1063
2017-11-28,1063
2017-11-29,1063
2017-11-30,1063
2017-12-01,1063
2017-12-02,1013
2017-12-03,1013
2017-12-04,1013
2017-12-05,1013
2017-12-06,1013
2017-12-07,1013
2017-12-08,1013
2017-12-09,1013
2017-12-10,1013
2017-12-11,1013
2017-12-12,1013
2017-12-13,1013
2017-12-14,1013
2017-12-15,1013
2017-12-16,969
2017-12-17,969
2017-12-18,969
2017-12-19,969
2017-12-20,969
2017-12-21,969
2017-12-22,969
2017-12-23,969
2017-12-24,969
2017-12-25,969
2017-12-26,969
2017-12-27,969
2017-12-28,969
2017-12-29,969
2017-12-30,924
2017-12-31,924
2018-01-01,924
2018-01-02,924
2018-01-03,924
2018-01-04,924
2018-01-05,924
2018-01-06,924
2018-01-07,924
2018-01-08,924
2018-01-09,924
2018-01-10,924
2018-01-11,924
2018-01-12,882
2018-01-13,882
2018-01-14,882
2018-01-15,882
2018-01-16,882
2018-01-17,882
2018-01-18,882
2018-01-19,882
2018-01-20,882
2018-01-21,882
2018-01-22,882
2018-01-23,882
2018-01-24,840
2018-01-25,840
2018-01-26,840
2018-01-27,840
2018-01-28,840
2018-01-29,840
2018-01-30,840
2018-01-31,840
2018-02-01,840
2018-02-02,803
2018-02-03,803
2018-02-04,803
2018-02-05,803
2018-02-06,803
2018-02-07,803
2018-02-08,803
2018-02-09,803
2018-02-10,803
2018-02-11,770
2018-02-12,770
2018-02-13,770
2018-02-14,770
2018-02-15,770
2018-02-16,770
2018-02-17,770
2018-02-18,770
2018-02-19,770
2018-02-20,770
2018-02-21,732
2018-02-22,732
2018-02-23,732
2018-02-24,732
2018-02-25,732
2018-02-26,732
2018-02-27,732
2018-02-28,732
2018-03-01,732
2018-03-02,732
2018-03-03,698
2018-03-04,698
2018-03-05,698
2018-03-06,698
2018-03-07,698
2018-03-08,698
2018-03-09,698
2018-03-10,698
2018-03-11,698
2018-03-12,678
2018-03-13,678
2018-03-14,678
2018-03-15,678
2018-03-16,678
2018-03-17,678
2018-03-18,678
2018-03-19,678
2018-03-20,678
2018-03-21,678
2018-03-23,648
2018-03-24,648
2018-03-25,648
2018-03-26,648
2018-03-27,648
2018-03-28,648
2018-03-29,648
2018-03-30,648
2018-03-31,648
2018-04-01,648
2018-04-02,648
2018-04-03,621
2018-04-04,621
2018-04-05,621
2018-04-06,621
2018-04-07,621
2018-04-08,621
2018-04-09,621
2018-04-10,621
2018-04-11,621
2018-04-12,621
2018-04-13,621
2018-04-14,597
2018-04-15,597
2018-04-16,597
2018-04-17,597
2018-04-18,597
2018-04-19,597
2018-04-20,597
2018-04-21,597
2018-04-22,597
2018-04-23,597
2018-04-24,597
2018-04-25,597
2018-04-26,571
2018-04-27,571
2018-04-28,571
2018-04-29,571
2018-04-30,571
2018-05-01,571
2018-05-02,571
2018-05-03,571
2018-05-04,571
2018-05-05,549
2018-05-06,549
2018-05-07,549
2018-05-08,549
2018-05-09,549
2018-05-10,549
2018-05-11,549
2018-05-12,549
2018-05-13,549
2018-05-14,549
2018-05-15,529
2018-05-16,529
2018-05-17,529
2018-05-18,529
2018-05-19,529
2018-05-20,529
2018-05-21,529
2018-05-22,529
2018-05-23,546
2018-05-24,546
2018-05-25,546
2018-05-26,546
2018-05-27,546
2018-05-28,546
2018-05-29,527
2018-05-30,527
2018-05-31,527
2018-06-01,527
2018-06-02,527
2018-06-03,527
2018-06-04,509
2018-06-05,509
2018-06-06,509
2018-06-07,509
2018-06-08,509
2018-06-09,509
2018-06-10,509
2018-06-11,509
2018-06-12,509
2018-06-13,509
2018-06-14,509
2018-06-15,509
2018-06-16,533
2018-06-17,533
2018-06-18,533
2018-06-19,533
2018-06-20,533
2018-06-21,533
2018-06-22,533
2018-06-23,533
2018-06-24,533
2018-06-25,547
2018-06-26,547
2018-06-27,547
2018-06-28,547
2018-06-29,547
2018-06-30,547
2018-07-01,547
2018-07-02,547
2018-07-03,543
2018-07-04,543
2018-07-05,543
2018-07-06,543
2018-07-07,543
2018-07-08,543
2018-07-09,543
2018-07-10,525
2018-07-11,525
2018-07-12,525
2018-07-13,525
2018-07-14,525
2018-07-15,525
2018-07-16,525
2018-07-17,512
2018-07-18,512
2018-07-19,512
2018-07-20,512
2018-07-21,512
2018-07-22,512
2018-07-23,495
2018-07-24,495
2018-07-25,495
2018-07-26,495
2018-07-27,495
2018-07-28,495
2018-07-29,473
2018-07-30,473
2018-07-31,473
2018-08-01,473
2018-08-02,464
2018-08-03,464
2018-08-04,464
2018-08-05,464
2018-08-06,464
2018-08-07,464
2018-08-08,464
2018-08-09,464
2018-08-10,464
2018-08-11,464
2018-08-12,464
2018-08-14,453
2018-08-16,453
2018-08-17,453
2018-08-18,453
2018-08-19,453
2018-08-20,431
2018-08-21,431
2018-08-22,431
2018-08-23,431
2018-08-24,431
2018-08-25,412
2018-08-26,412
2018-08-27,412
2018-08-28,412
2018-08-29,412
2018-08-30,412
2018-08-31,419
2018-09-01,419
2018-09-02,419
2018-09-03,419
2018-09-04,419
2018-09-05,415
2018-09-06,415
2018-09-07,415
2018-09-08,415
2018-09-09,415
2018-09-10,397
2018-09-11,397
2018-09-12,397
2018-09-13,397
2018-09-14,397
2018-09-15,397
2018-09-16,383
2018-09-17,383
2018-09-18,383
2018-09-19,383
2018-09-20,383
2018-09-21,373
2018-09-22,373
2018-09-23,373
2018-09-24,373
2018-09-25,373
2018-09-26,362
2018-09-27,362
2018-09-28,362
2018-09-29,362
2018-09-30,362
2018-10-02,357
2018-10-03,357
2018-10-04,357
2018-10-05,357
2018-10-06,357
2018-10-07,374
2018-10-08,374
2018-10-09,374
2018-10-10,374
2018-10-11,374
2018-10-12,374
2018-10-13,384
2018-10-14,384
2018-10-15,384
2018-10-16,384
2018-10-17,384
2018-10-18,384
2018-10-19,384
2018-10-20,399
2018-10-21,399
2018-10-22,399
2018-10-23,399
2018-10-24,399
2018-10-25,394
2018-10-26,394
2018-10-27,394
2018-10-28,394
2018-10-29,394
2018-10-30,385
2018-10-31,385
2018-11-01,385
2018-11-03,385
2018-11-04,392
2018-11-05,392
2018-11-06,392
2018-11-07,392
2018-11-08,412
2018-11-09,412
2018-11-10,412
2018-11-11,412
2018-11-12,412
2018-11-13,427
2018-11-15,427
2018-11-16,427
2018-11-17,445
2018-11-18,445
2018-11-19,445
2018-11-20,445
2018-11-21,463
2018-11-22,463
2018-11-23,463
2018-11-24,462
2018-11-25,462
2018-11-26,462
2018-11-27,462
2018-11-28,458
2018-11-29,458
2018-12-01,467
2018-12-02,467
2018-12-03,467
2018-12-04,467
2018-12-05,465
2018-12-07,465
2018-12-09,466
2018-12-10,466
2018-12-11,466
2018-12-12,466
2018-12-13,463
2018-12-14,463
2018-12-15,463
2018-12-16,457
2018-12-17,457
2018-12-18,457
2018-12-19,457
2018-12-20,455
2018-12-21,455
2018-12-22,455
2018-12-23,457
2018-12-24,457
2018-12-25,457
2018-12-26,457
2018-12-27,463
2018-12-28,463
2018-12-29,463
2018-12-30,463
2018-12-31,465
2019-01-01,465
2019-01-02,465
2019-01-03,463
2019-01-04,463
2019-01-05,463
2019-01-06,444
2019-01-08,444
2019-01-10,431
2019-01-11,431
2019-01-12,413
2019-01-13,413
2019-01-14,413
2019-01-15,413
2019-01-16,396
2019-01-17,396
2019-01-18,396
2019-01-19,381
2019-01-20,381
2019-01-21,381
2019-01-22,363
2019-01-23,363
2019-01-24,363
2019-01-25,354
2019-01-26,354
2019-01-27,354
2019-01-28,354
2019-01-29,346
2019-01-30,346
2019-01-31,346
2019-02-01,330
2019-02-02,330
2019-02-03,330
2019-02-04,330
2019-02-05,322
2019-02-06,322
2019-02-07,322
2019-02-08,322
2019-02-09,322
2019-02-10,322
