date_obj,Bronze%20dragon%20mask price
2019-03-18,5867
2019-03-19,5867
2019-03-20,5627
2019-03-21,5627
2019-03-22,5627
2019-03-23,5633
2019-03-24,5633
2019-03-25,5633
2019-03-26,5713
2019-03-27,5713
2019-03-28,5713
2019-03-29,5900
2019-03-30,5900
2019-03-31,5900
2019-04-01,5900
2019-04-02,5743
2019-04-03,5743
2019-04-04,5743
2019-04-05,5749
2019-04-06,5749
2019-04-07,5749
2019-04-08,5749
2019-04-09,5931
2019-04-10,5931
2019-04-11,5931
2019-04-12,5829
2019-04-13,5829
2019-04-14,5797
2019-04-15,5797
2019-04-16,5797
2019-04-17,5884
2019-04-18,5884
2019-04-19,5884
2019-04-20,5816
2019-04-21,5816
2019-04-22,5701
2019-04-23,5701
2019-04-24,5701
2019-04-25,5697
2019-04-26,5697
2019-04-27,5697
2019-04-28,5697
2019-04-29,5530
2019-04-30,5530
2019-05-01,5530
2019-05-02,5527
2019-05-03,5527
2019-05-04,5565
2019-05-05,5565
2019-05-06,5565
2019-05-07,5670
2019-05-08,5670
2019-05-09,5670
2019-05-10,5687
2019-05-11,5687
2019-05-12,5687
2019-05-13,5730
2019-05-14,5730
2019-05-15,5730
2019-05-16,5730
2019-05-17,5816
2019-05-18,5816
2019-05-19,5816
2019-05-20,5973
2019-05-21,5973
2019-05-22,5973
2019-05-23,5973
2019-05-24,5795
2019-05-25,5795
2019-05-26,5795
2019-05-27,5795
2019-05-28,5706
2019-05-29,5706
2019-05-30,5706
2019-05-31,5706
2019-06-01,5459
2019-06-02,5459
2019-06-03,5459
2019-06-04,5459
2019-06-05,5541
2019-06-06,5541
2019-06-07,5541
2019-06-08,5709
2019-06-09,5709
2019-06-10,5709
2019-06-11,5709
2019-06-12,5709
2019-06-13,5868
2019-06-14,5868
2019-06-15,5868
2019-06-16,6019
2019-06-17,6019
2019-06-18,6019
2019-06-19,6019
2019-06-20,6143
2019-06-21,6143
2019-06-22,6143
2019-06-23,6143
2019-06-24,6143
2019-06-25,6390
2019-06-26,6390
2019-06-27,6390
2019-06-28,6390
2019-06-29,6390
2019-06-30,6305
2019-07-01,6305
2019-07-02,6305
2019-07-03,6305
2019-07-04,6145
2019-07-05,6145
2019-07-06,6145
2019-07-07,5943
2019-07-08,5943
2019-07-09,5943
2019-07-10,5943
2019-07-11,5805
2019-07-12,5805
2019-07-13,5805
2019-07-14,5805
2019-07-15,6008
2019-07-16,6008
2019-07-17,6008
2019-07-18,6283
2019-07-19,6283
2019-07-20,6283
2019-07-21,6283
2019-07-22,6580
2019-07-23,6580
2019-07-24,6580
2019-07-25,6580
2019-07-26,6580
2019-07-27,6401
2019-07-28,6401
2019-07-29,6401
2019-07-30,6401
2019-07-31,6299
2019-08-01,6299
2019-08-02,6299
2019-08-03,6299
2019-08-04,6299
2019-08-05,6365
2019-08-06,6365
2019-08-07,6365
2019-08-08,6365
2019-08-09,6251
2019-08-10,6251
2019-08-11,6251
2019-08-12,6251
2019-08-13,6314
2019-08-14,6314
2019-08-15,6314
2019-08-16,6314
2019-08-17,6438
2019-08-18,6438
2019-08-19,6438
2019-08-20,6438
2019-08-21,6605
2019-08-22,6605
2019-08-23,6605
2019-08-24,6605
2019-08-24,6605
2019-08-25,6852
2019-08-25,6852
2019-08-26,6852
2019-08-27,6852
2019-08-27,6852
2019-08-28,6852
2019-08-29,6754
2019-08-30,6754
2019-08-31,6754
2019-09-01,6774
2019-09-02,6774
2019-09-03,6774
2019-09-04,6774
2019-09-05,6774
2019-09-06,6528
2019-09-07,6528
2019-09-08,6528
2019-09-09,6528
2019-09-10,6528
2019-09-11,6570
2019-09-12,6570
2019-09-13,6570
2019-09-14,6570
2019-09-15,6596
2019-09-16,6596
2019-09-17,6596
2019-09-18,6596
2019-09-19,6520
2019-09-20,6520
2019-09-21,6520
2019-09-22,6520
2019-09-23,6703
2019-09-24,6703
2019-09-25,6703
2019-09-26,6703
2019-09-27,6703
2019-09-28,6703
2019-09-29,6703
2019-09-30,6730
2019-10-01,6730
2019-10-02,6730
2019-10-03,6730
2019-10-04,6730
2019-10-05,6447
2019-10-06,6447
2019-10-07,6447
2019-10-08,6447
2019-10-09,6447
2019-10-10,6226
2019-10-11,6226
2019-10-12,6226
2019-10-13,6226
2019-10-14,6078
2019-10-15,6078
2019-10-16,6078
2019-10-17,6078
2019-10-18,6078
2019-10-19,6159
2019-10-20,6159
2019-10-21,6159
2019-10-22,6159
2019-10-23,6159
2019-10-24,6346
2019-10-25,6346
2019-10-26,6346
2019-10-27,6346
2019-10-28,6506
2019-10-29,6506
2019-10-30,6506
2019-10-31,6506
2019-11-01,6506
2019-11-02,6813
2019-11-03,6813
2019-11-04,6813
2019-11-05,6813
2019-11-06,6813
2019-11-07,6813
2019-11-08,6626
2019-11-09,6626
2019-11-10,6626
2019-11-11,6626
2019-11-12,6708
2019-11-13,6708
2019-11-14,6708
2019-11-15,6708
2019-11-16,6708
2019-11-17,6708
2019-11-18,6567
2019-11-19,6567
2019-11-20,6567
2019-11-21,6567
2019-11-22,6567
2019-11-23,6567
2019-11-24,6871
2019-11-25,6871
2019-11-26,6871
2019-11-27,6871
2019-11-28,6871
2019-11-29,6871
2019-11-30,6784
2019-12-01,6784
2019-12-02,6784
2019-12-03,6784
2019-12-04,6784
2019-12-05,6784
2019-12-06,6784
2019-12-07,6623
2019-12-08,6623
2019-12-09,6623
2019-12-10,6623
2019-12-11,6623
2019-12-12,6623
2019-12-13,6401
2019-12-14,6401
2019-12-15,6401
2019-12-16,6401
2019-12-17,6401
2019-12-18,6669
2019-12-19,6669
2019-12-20,6669
2019-12-21,6669
2019-12-22,6669
2019-12-23,6975
2019-12-24,6975
2019-12-25,6975
2019-12-26,6975
2019-12-27,6849
2019-12-28,6849
2019-12-29,6849
2019-12-30,6849
2019-12-31,6849
2020-01-01,6637
2020-01-02,6637
2020-01-03,6637
2020-01-04,6637
2020-01-05,6555
2020-01-06,6555
2020-01-07,6555
2020-01-08,6555
2020-01-09,6555
2020-01-10,6261
2020-01-11,6261
2020-01-12,6261
2020-01-13,6261
2020-01-14,6281
2020-01-15,6281
2020-01-16,6281
2020-01-17,6079
2020-01-18,6079
2020-01-19,6079
2020-01-20,6079
2020-01-21,6079
2020-01-22,5871
2020-01-23,5871
2020-01-24,5871
2020-01-25,5871
2020-01-26,5786
2020-01-27,5786
2020-01-28,5786
2020-01-29,5786
2020-01-30,5679
2020-01-31,5679
2020-02-01,5679
2020-02-02,5679
2020-02-03,5679
2020-02-04,5622
2020-02-05,5622
2020-02-06,5622
2020-02-07,5622
2020-02-08,5514
2020-02-09,5514
2020-02-10,5514
2020-02-11,5514
2020-02-12,5696
2020-02-13,5696
2020-02-14,5696
2020-02-15,5696
2020-02-16,5696
2020-02-17,5672
2020-02-18,5672
2020-02-19,5672
2020-02-20,5672
2020-02-21,5672
2020-02-22,5663
2020-02-23,5663
2020-02-24,5663
2020-02-25,5663
2020-02-26,5728
2020-02-27,5728
2020-02-28,5728
2020-02-29,5728
2020-03-01,5710
2020-03-02,5710
2020-03-03,5710
2020-03-04,5710
2020-03-05,5724
2020-03-06,5724
2020-03-07,5724
2020-03-08,5724
2020-03-09,5727
2020-03-10,5727
2020-03-11,5727
2020-03-12,5727
2020-03-13,5727
2020-03-14,5822
2020-03-15,5822
2020-03-16,5822
2020-03-17,5657
2020-03-18,5657
2020-03-19,5657
2020-03-20,5759
2020-03-21,5759
2020-03-22,5759
2020-03-23,5783
2020-03-24,5783
2020-03-25,5783
2020-03-26,5777
2020-03-27,5777
2020-03-28,5777
2020-03-29,5570
2020-03-30,5570
2020-03-31,5666
2020-04-01,5666
2020-04-02,5666
2020-04-03,5666
2020-04-04,5916
2020-04-05,5916
2020-04-06,5916
2020-04-07,6156
2020-04-08,6156
2020-04-09,6156
2020-04-10,6251
2020-04-11,6251
2020-04-12,6020
2020-04-13,6020
2020-04-14,5719
2020-04-15,5719
2020-04-16,5719
2020-04-17,5551
2020-04-18,5551
2020-04-19,5605
2020-04-20,5605
2020-04-21,5605
2020-04-22,5642
2020-04-23,5642
2020-04-24,5642
2020-04-25,5635
2020-04-26,5635
2020-04-27,5581
2020-04-28,5581
2020-04-29,5581
2020-04-30,5609
2020-05-01,5609
2020-05-02,5609
2020-05-03,5470
2020-05-04,5470
2020-05-05,5560
2020-05-06,5560
2020-05-07,5504
2020-05-08,5504
2020-05-09,5477
2020-05-10,5477
2020-05-11,5500
2020-05-12,5500
2020-05-13,5500
