date_obj,Red%20cavalier price
2019-04-06,3513
2019-04-07,3346
2019-04-08,3352
2019-04-09,3437
2019-04-10,3337
2019-04-11,3197
2019-04-12,3119
2019-04-13,2983
2019-04-14,2926
2019-04-15,2899
2019-04-16,2852
2019-04-17,2872
2019-04-18,2956
2019-04-19,2937
2019-04-20,2938
2019-04-21,2826
2019-04-22,2859
2019-04-23,2804
2019-04-24,2703
2019-04-25,2715
2019-04-26,2713
2019-04-27,2718
2019-04-28,2618
2019-04-29,2630
2019-04-30,2675
2019-05-01,2654
2019-05-02,2654
2019-05-03,2706
2019-05-04,2817
2019-05-05,2875
2019-05-06,2935
2019-05-07,3013
2019-05-08,3014
2019-05-09,3014
2019-05-10,2922
2019-05-11,2900
2019-05-12,2948
2019-05-13,2992
2019-05-14,3017
2019-05-15,3017
2019-05-16,3075
2019-05-17,3075
2019-05-18,3127
2019-05-19,3127
2019-05-20,3191
2019-05-21,3247
2019-05-22,3315
2019-05-23,3389
2019-05-24,3373
2019-05-25,3335
2019-05-26,3293
2019-05-27,3275
2019-05-28,3219
2019-05-29,3262
2019-05-30,3345
2019-05-31,3345
2019-06-01,3372
2019-06-02,3426
2019-06-03,3510
2019-06-04,3545
2019-06-05,3654
2019-06-06,3789
2019-06-07,3855
2019-06-08,3868
2019-06-09,4000
2019-06-10,4000
2019-06-11,4100
2019-06-12,4147
2019-06-13,4318
2019-06-14,4500
2019-06-15,4500
2019-06-16,4631
2019-06-17,4606
2019-06-18,4606
2019-06-19,4468
2019-06-20,4536
2019-06-21,4536
2019-06-22,4623
2019-06-23,4767
2019-06-24,4735
2019-06-25,4735
2019-06-26,4698
2019-06-27,4655
2019-06-28,4655
2019-06-29,4703
2019-06-30,4671
2019-07-01,4671
2019-07-02,4699
2019-07-03,4725
2019-07-04,4808
2019-07-05,4860
2019-07-06,4768
2019-07-07,4679
2019-07-08,4485
2019-07-09,4341
2019-07-10,4136
2019-07-11,3976
2019-07-12,3880
2019-07-13,3880
2019-07-14,3975
2019-07-15,3975
2019-07-16,4097
2019-07-17,4131
2019-07-18,4221
2019-07-19,4295
2019-07-20,4386
2019-07-21,4271
2019-07-22,4172
2019-07-23,4143
2019-07-24,4143
2019-07-25,4041
2019-07-26,4041
2019-07-27,4119
2019-07-28,3970
2019-07-29,4015
2019-07-30,3966
2019-07-31,3943
2019-08-01,4122
2019-08-02,4122
2019-08-03,4124
2019-08-04,4124
2019-08-05,4199
2019-08-06,4253
2019-08-07,4431
2019-08-08,4431
2019-08-09,4588
2019-08-10,4785
2019-08-11,4785
2019-08-12,4927
2019-08-13,4927
2019-08-14,4940
2019-08-15,5105
2019-08-16,5152
2019-08-17,5152
2019-08-18,5203
2019-08-19,5021
2019-08-20,4892
2019-08-21,4892
2019-08-22,5048
2019-08-23,5048
2019-08-24,5132
2019-08-24,5132
2019-08-25,5132
2019-08-25,5132
2019-08-26,5182
2019-08-26,5182
2019-08-27,5182
2019-08-27,5182
2019-08-28,5326
2019-08-29,5412
2019-08-30,5271
2019-08-31,5271
2019-09-01,5165
2019-09-02,5165
2019-09-03,5181
2019-09-04,5358
2019-09-05,5358
2019-09-06,5230
2019-09-07,5249
2019-09-08,5402
2019-09-09,5402
2019-09-10,5634
2019-09-11,5751
2019-09-12,5751
2019-09-13,6027
2019-09-14,6213
2019-09-15,6308
2019-09-16,6258
2019-09-17,6258
2019-09-18,6133
2019-09-19,6218
2019-09-20,6218
2019-09-21,6156
2019-09-22,6156
2019-09-23,6251
2019-09-24,6251
2019-09-25,6422
2019-09-26,6529
2019-09-27,6529
2019-09-28,6600
2019-09-29,6600
2019-09-30,6461
2019-10-01,6594
2019-10-02,6594
2019-10-03,6539
2019-10-04,6539
2019-10-05,6544
2019-10-06,6499
2019-10-07,6499
2019-10-08,6456
2019-10-09,6456
2019-10-10,6333
2019-10-11,6333
2019-10-12,6259
2019-10-13,6207
2019-10-14,6122
2019-10-15,6122
2019-10-16,5849
2019-10-17,5849
2019-10-18,5748
2019-10-19,5749
2019-10-20,5749
2019-10-21,5632
2019-10-22,5632
2019-10-23,5578
2019-10-24,5578
2019-10-25,5307
2019-10-26,5176
2019-10-27,5176
2019-10-28,5328
2019-10-29,5328
2019-10-30,5460
2019-10-31,5646
2019-11-01,5646
2019-11-02,5730
2019-11-03,5862
2019-11-04,5952
2019-11-05,5952
2019-11-06,6057
2019-11-07,6057
2019-11-08,6104
2019-11-09,6104
2019-11-10,6009
2019-11-11,6009
2019-11-12,6163
2019-11-13,6163
2019-11-14,6311
2019-11-15,6311
2019-11-16,6330
2019-11-17,6330
2019-11-18,6272
2019-11-19,6272
2019-11-20,6534
2019-11-21,6534
2019-11-22,6675
2019-11-23,6675
2019-11-24,6829
2019-11-25,6829
2019-11-26,7025
2019-11-27,7025
2019-11-28,7372
2019-11-29,7372
2019-11-30,7624
2019-12-01,7624
2019-12-02,7633
2019-12-03,7606
2019-12-04,7679
2019-12-05,7679
2019-12-06,7569
2019-12-07,7624
2019-12-08,7624
2019-12-09,7855
2019-12-10,7861
2019-12-11,7861
2019-12-12,7861
2019-12-13,7932
2019-12-14,7932
2019-12-15,7599
2019-12-16,7599
2019-12-17,7226
2019-12-18,7226
2019-12-19,6864
2019-12-20,6540
2019-12-21,6282
2019-12-22,6025
2019-12-23,6025
2019-12-24,6062
2019-12-25,6079
2019-12-26,6079
2019-12-27,6098
2019-12-28,6098
2019-12-29,6089
2019-12-30,5884
2019-12-31,5990
2020-01-01,5990
2020-01-02,5954
2020-01-03,5954
2020-01-04,5759
2020-01-05,5471
2020-01-06,5471
2020-01-07,5268
2020-01-08,5268
2020-01-09,5199
2020-01-10,5167
2020-01-11,5242
2020-01-12,5383
2020-01-13,5383
2020-01-14,5573
2020-01-15,5796
2020-01-16,5780
2020-01-17,5523
2020-01-18,5523
2020-01-19,5246
2020-01-20,5055
2020-01-21,5055
2020-01-22,4911
2020-01-23,4823
2020-01-24,4622
2020-01-25,4622
2020-01-26,4406
2020-01-27,4211
2020-01-28,4041
2020-01-29,3866
2020-01-30,3692
2020-01-31,3692
2020-02-01,3527
2020-02-02,3365
2020-02-03,3304
2020-02-04,3269
2020-02-05,3269
2020-02-06,3212
2020-02-07,3115
2020-02-08,3012
2020-02-09,3012
2020-02-10,2912
2020-02-11,2779
2020-02-12,2677
2020-02-13,2677
2020-02-14,2670
2020-02-15,2670
2020-02-16,2548
2020-02-17,2444
2020-02-18,2376
2020-02-19,2376
2020-02-20,2258
2020-02-21,2258
2020-02-22,2178
2020-02-23,2089
2020-02-24,1996
2020-02-25,1996
2020-02-26,1958
2020-02-27,1958
2020-02-28,1935
2020-02-29,1935
2020-03-01,1881
2020-03-02,1813
2020-03-03,1752
2020-03-04,1752
2020-03-05,1709
2020-03-06,1774
2020-03-07,1774
2020-03-08,1800
2020-03-09,1758
2020-03-10,1687
2020-03-11,1687
2020-03-12,1670
2020-03-13,1670
2020-03-14,1700
2020-03-15,1757
2020-03-16,1810
2020-03-17,1784
2020-03-18,1799
2020-03-19,1832
2020-03-20,1850
2020-03-21,1846
2020-03-22,1925
2020-03-23,2010
2020-03-24,2088
2020-03-25,2188
2020-03-26,2185
2020-03-27,2206
2020-03-28,2280
2020-03-29,2324
2020-03-30,2415
2020-03-31,2528
2020-04-01,2500
2020-04-02,2494
2020-04-03,2494
2020-04-04,2462
2020-04-05,2433
2020-04-06,2393
2020-04-07,2436
2020-04-08,2520
2020-04-09,2605
2020-04-10,2605
2020-04-11,2709
2020-04-12,2718
2020-04-13,2728
2020-04-14,2759
2020-04-15,2814
2020-04-16,2814
2020-04-17,2850
2020-04-18,2861
2020-04-19,2897
2020-04-20,2958
2020-04-21,2942
2020-04-22,2894
2020-04-23,2811
2020-04-24,2901
2020-04-25,2755
2020-04-26,2689
2020-04-27,2729
2020-04-28,2652
2020-04-29,2539
2020-04-30,2462
2020-05-01,2367
2020-05-02,2297
2020-05-03,2213
2020-05-04,2102
2020-05-05,2050
2020-05-06,2012
2020-05-07,1991
2020-05-08,2033
2020-05-09,2025
2020-05-10,1980
2020-05-11,1912
2020-05-12,1846
2020-05-13,1806
