date_obj,Dragon%20longsword price
2019-03-29,59486
2019-03-30,59459
2019-03-31,59450
2019-04-01,59475
2019-04-02,59511
2019-04-03,59484
2019-04-04,59448
2019-04-05,59482
2019-04-06,59483
2019-04-07,59416
2019-04-08,59497
2019-04-09,59461
2019-04-10,59570
2019-04-11,59354
2019-04-12,59406
2019-04-13,59365
2019-04-14,59413
2019-04-15,59389
2019-04-16,59419
2019-04-17,59431
2019-04-18,59449
2019-04-19,59462
2019-04-20,59445
2019-04-21,59435
2019-04-22,59389
2019-04-23,59410
2019-04-24,59399
2019-04-25,59409
2019-04-26,59430
2019-04-27,59483
2019-04-28,59467
2019-04-29,59462
2019-04-30,59473
2019-05-01,59479
2019-05-02,59445
2019-05-03,59449
2019-05-04,59414
2019-05-05,59404
2019-05-06,59393
2019-05-07,59389
2019-05-08,59377
2019-05-09,59390
2019-05-10,59377
2019-05-11,59337
2019-05-12,59377
2019-05-13,59415
2019-05-14,59445
2019-05-15,59462
2019-05-16,59392
2019-05-17,59368
2019-05-18,59387
2019-05-19,59423
2019-05-20,59423
2019-05-21,59453
2019-05-22,59431
2019-05-23,59433
2019-05-24,59398
2019-05-25,59393
2019-05-26,59391
2019-05-27,59359
2019-05-28,59399
2019-05-29,59411
2019-05-30,59374
2019-05-31,59403
2019-06-01,59433
2019-06-02,59446
2019-06-03,59456
2019-06-04,59478
2019-06-05,59384
2019-06-06,59441
2019-06-07,59448
2019-06-08,59422
2019-06-09,59425
2019-06-10,59422
2019-06-11,59416
2019-06-12,59437
2019-06-13,59454
2019-06-14,59411
2019-06-15,59441
2019-06-16,59487
2019-06-17,59502
2019-06-18,59490
2019-06-19,59452
2019-06-20,59460
2019-06-21,59433
2019-06-22,59424
2019-06-23,59404
2019-06-24,59415
2019-06-25,59411
2019-06-26,59354
2019-06-27,59407
2019-06-28,59461
2019-06-29,59421
2019-06-30,59426
2019-07-01,59419
2019-07-02,59398
2019-07-03,59385
2019-07-04,59383
2019-07-05,59385
2019-07-06,59410
2019-07-07,59429
2019-07-08,59470
2019-07-09,59489
2019-07-10,59451
2019-07-11,59470
2019-07-12,59469
2019-07-13,59468
2019-07-14,59456
2019-07-15,59479
2019-07-16,59447
2019-07-17,59425
2019-07-18,59453
2019-07-19,59401
2019-07-20,59435
2019-07-21,59413
2019-07-22,59429
2019-07-23,59398
2019-07-24,59379
2019-07-25,59283
2019-07-26,59326
2019-07-27,59293
2019-07-28,59261
2019-07-29,59278
2019-07-30,59327
2019-07-31,59296
2019-08-01,59347
2019-08-02,59352
2019-08-03,59356
2019-08-04,59366
2019-08-05,59336
2019-08-06,59372
2019-08-07,59376
2019-08-08,59387
2019-08-09,59354
2019-08-10,59352
2019-08-11,59363
2019-08-12,59344
2019-08-13,59366
2019-08-14,59372
2019-08-15,59424
2019-08-16,59413
2019-08-17,59404
2019-08-18,59352
2019-08-19,59357
2019-08-20,59377
2019-08-21,59395
2019-08-22,59392
2019-08-23,59381
2019-08-24,59256
2019-08-24,59256
2019-08-25,59322
2019-08-25,59322
2019-08-26,59307
2019-08-26,59307
2019-08-27,59326
2019-08-27,59326
2019-08-28,59347
2019-08-29,59375
2019-08-30,59418
2019-08-31,59407
2019-09-01,59382
2019-09-02,59369
2019-09-03,59337
2019-09-04,59343
2019-09-05,59362
2019-09-06,59379
2019-09-07,59388
2019-09-08,59395
2019-09-09,59427
2019-09-10,59289
2019-09-11,59360
2019-09-12,59352
2019-09-13,59372
2019-09-14,59351
2019-09-15,59344
2019-09-16,59367
2019-09-17,59336
2019-09-18,59341
2019-09-19,59406
2019-09-20,59341
2019-09-21,59284
2019-09-22,59190
2019-09-23,59256
2019-09-24,59296
2019-09-25,59339
2019-09-26,59303
2019-09-27,58562
2019-09-28,59009
2019-09-29,59138
2019-09-30,59209
2019-10-01,59264
2019-10-02,59280
2019-10-03,59309
2019-10-04,59340
2019-10-05,59378
2019-10-06,59320
2019-10-07,59276
2019-10-08,59197
2019-10-09,59294
2019-10-10,59309
2019-10-11,59305
2019-10-12,59204
2019-10-13,59261
2019-10-14,59325
2019-10-15,59309
2019-10-16,59309
2019-10-17,59333
2019-10-18,59318
2019-10-19,59337
2019-10-20,59328
2019-10-21,59301
2019-10-22,59310
2019-10-23,59330
2019-10-24,59333
2019-10-25,59248
2019-10-26,59221
2019-10-27,59252
2019-10-28,59277
2019-10-29,59278
2019-10-30,59310
2019-10-31,59331
2019-11-01,59329
2019-11-02,59322
2019-11-03,59335
2019-11-04,59261
2019-11-05,59392
2019-11-06,59394
2019-11-07,59335
2019-11-08,59349
2019-11-09,59276
2019-11-10,59284
2019-11-11,59348
2019-11-12,59326
2019-11-13,59259
2019-11-14,59301
2019-11-15,59322
2019-11-16,59173
2019-11-17,59162
2019-11-18,59199
2019-11-19,59219
2019-11-20,59207
2019-11-21,59263
2019-11-22,59253
2019-11-23,59281
2019-11-24,59200
2019-11-25,59257
2019-11-26,59323
2019-11-27,59317
2019-11-28,59222
2019-11-29,59178
2019-11-30,59178
2019-12-01,59181
2019-12-02,59190
2019-12-03,59213
2019-12-04,59188
2019-12-05,59215
2019-12-06,59172
2019-12-07,59176
2019-12-08,58939
2019-12-09,59102
2019-12-10,59158
2019-12-11,59225
2019-12-12,59271
2019-12-13,59286
2019-12-14,59267
2019-12-15,59284
2019-12-16,59295
2019-12-17,59233
2019-12-18,59267
2019-12-19,59271
2019-12-20,59256
2019-12-21,59286
2019-12-22,59279
2019-12-23,59297
2019-12-24,59386
2019-12-25,59358
2019-12-26,59348
2019-12-27,59309
2019-12-28,59234
2019-12-29,59299
2019-12-30,59282
2019-12-31,59320
2020-01-01,59356
2020-01-02,59358
2020-01-03,59335
2020-01-04,59309
2020-01-05,59171
2020-01-06,59242
2020-01-07,59233
2020-01-08,59313
2020-01-09,59342
2020-01-10,59306
2020-01-11,59263
2020-01-12,59319
2020-01-13,59328
2020-01-14,59296
2020-01-15,59273
2020-01-16,59286
2020-01-17,59271
2020-01-18,59286
2020-01-19,59253
2020-01-20,59281
2020-01-21,59327
2020-01-22,59298
2020-01-23,59291
2020-01-24,59229
2020-01-25,59171
2020-01-26,59216
2020-01-27,59247
2020-01-28,59292
2020-01-29,59309
2020-01-30,59305
2020-01-31,59296
2020-02-01,59222
2020-02-02,59266
2020-02-03,59282
2020-02-04,59316
2020-02-05,59259
2020-02-06,59061
2020-02-07,59026
2020-02-08,59076
2020-02-09,59138
2020-02-10,59209
2020-02-11,59239
2020-02-12,59262
2020-02-13,59310
2020-02-14,59332
2020-02-15,59344
2020-02-16,59294
2020-02-17,59244
2020-02-18,59261
2020-02-19,59279
2020-02-20,59314
2020-02-21,59281
2020-02-22,59186
2020-02-23,59215
2020-02-24,59266
2020-02-25,59303
2020-02-26,59306
2020-02-27,59258
2020-02-28,59118
2020-02-29,59043
2020-03-01,59165
2020-03-02,59226
2020-03-03,59268
2020-03-04,59283
2020-03-05,59306
2020-03-06,59273
2020-03-07,59254
2020-03-08,59248
2020-03-09,59250
2020-03-10,59280
2020-03-11,59294
2020-03-12,59298
2020-03-13,59314
2020-03-14,59325
2020-03-15,59298
2020-03-16,59291
2020-03-17,59308
2020-03-18,59295
2020-03-19,59277
2020-03-20,59313
2020-03-21,59266
2020-03-22,58977
2020-03-23,59249
2020-03-24,59288
2020-03-25,59360
2020-03-26,59389
2020-03-27,59358
2020-03-28,59343
2020-03-29,59302
2020-03-30,59323
2020-03-31,59330
2020-04-01,59321
2020-04-02,59339
2020-04-03,59362
2020-04-04,59337
2020-04-05,59324
2020-04-06,59318
2020-04-07,59309
2020-04-08,59335
2020-04-09,59319
2020-04-10,59310
2020-04-11,59325
2020-04-12,59329
2020-04-13,59311
2020-04-14,59300
2020-04-15,59328
2020-04-16,59341
2020-04-17,59311
2020-04-18,59320
2020-04-19,59333
2020-04-20,59359
2020-04-21,59364
2020-04-22,59379
2020-04-23,59401
2020-04-24,59384
2020-04-25,59262
2020-04-26,59290
2020-04-27,59335
2020-04-28,59356
2020-04-29,59334
2020-04-30,59325
2020-05-01,59345
2020-05-02,59330
2020-05-03,59347
2020-05-04,59323
2020-05-05,59346
2020-05-06,59370
2020-05-07,59384
2020-05-08,59378
2020-05-09,59358
2020-05-10,59371
2020-05-11,59390
2020-05-12,59380
2020-05-13,59369
