date_obj,White%20boater price
2015-03-26,17119
2015-03-27,17119
2015-03-28,16287
2015-03-29,16287
2015-03-30,15511
2015-03-31,15511
2015-04-01,14811
2015-04-02,14811
2015-04-03,14104
2015-04-04,14104
2015-04-05,13466
2015-04-06,13466
2015-04-07,12845
2015-04-08,12845
2015-04-09,12279
2015-04-10,12279
2015-04-11,11747
2015-04-12,11747
2015-04-13,11203
2015-04-14,11203
2015-04-15,10772
2015-04-16,10772
2015-04-17,10772
2015-04-18,10457
2015-04-19,10457
2015-04-20,10457
2015-04-21,10199
2015-04-22,10199
2015-04-23,10199
2015-04-24,10028
2015-04-25,10028
2015-04-26,10028
2015-04-27,9587
2015-04-28,9587
2015-04-29,9587
2015-04-30,9199
2015-05-01,9199
2015-05-02,8884
2015-05-03,8884
2015-05-04,8765
2015-05-05,8765
2015-05-06,8385
2015-05-07,8385
2015-05-08,7992
2015-05-09,7992
2015-05-10,7616
2015-05-11,7616
2015-05-12,7258
2015-05-13,7258
2015-05-14,6923
2015-05-15,6923
2015-05-16,6923
2015-05-17,6637
2015-05-18,6637
2015-05-19,6315
2015-05-20,6315
2015-05-21,6315
2015-05-22,6153
2015-05-23,6153
2015-05-24,6044
2015-05-25,6044
2015-05-26,5912
2015-05-27,5912
2015-05-28,5846
2015-05-29,5846
2015-05-30,5689
2015-05-31,5689
2015-06-01,5689
2015-06-02,5580
2015-06-03,5580
2015-06-04,5580
2015-06-05,5686
2015-06-06,5686
2015-06-07,5686
2015-06-08,5575
2015-06-09,5575
2015-06-10,5368
2015-06-11,5368
2015-06-12,5368
2015-06-13,5367
2015-06-14,5367
2015-06-15,5367
2015-06-16,5609
2015-06-17,5609
2015-06-18,5756
2015-06-19,5756
2015-06-20,5756
2015-06-21,5891
2015-06-22,5891
2015-06-23,6021
2015-06-24,6021
2015-06-25,6021
2015-06-26,6125
2015-06-27,6125
2015-06-28,6075
2015-06-29,6075
2015-06-30,6075
2015-07-01,6186
2015-07-02,6186
2015-07-03,6186
2015-07-04,6286
2015-07-05,6286
2015-07-06,6286
2015-07-07,6105
2015-07-08,6105
2015-07-09,6105
2015-07-10,6056
2015-07-11,6056
2015-07-12,6056
2015-07-13,6268
2015-07-14,6268
2015-07-15,6268
2015-07-16,6329
2015-07-17,6329
2015-07-18,6329
2015-07-19,6019
2015-07-20,6019
2015-07-21,6019
2015-07-22,5718
2015-07-23,5718
2015-07-24,5484
2015-07-25,5484
2015-07-26,5484
2015-07-27,5466
2015-07-28,5466
2015-07-29,5340
2015-07-30,5340
2015-07-31,5340
2015-08-01,5166
2015-08-02,5166
2015-08-03,5081
2015-08-04,5081
2015-08-05,4893
2015-08-06,4893
2015-08-07,4893
2015-08-08,4655
2015-08-09,4655
2015-08-10,4716
2015-08-11,4716
2015-08-12,4716
2015-08-13,4906
2015-08-14,4906
2015-08-15,5050
2015-08-16,5050
2015-08-17,5050
2015-08-18,5172
2015-08-19,5172
2015-08-20,5068
2015-08-21,5068
2015-08-22,5135
2015-08-23,5135
2015-08-24,5135
2015-08-25,5221
2015-08-26,5221
2015-08-27,5083
2015-08-28,5083
2015-08-29,5083
2015-08-30,5166
2015-08-31,5166
2015-09-01,5166
2015-09-02,5224
2015-09-03,5224
2015-09-04,5224
2015-09-05,5096
2015-09-06,5096
2015-09-07,5096
2015-09-08,5058
2015-09-09,5058
2015-09-10,5058
2015-09-11,5079
2015-09-12,5079
2015-09-13,4845
2015-09-14,4845
2015-09-15,4755
2015-09-16,4755
2015-09-17,4755
2015-09-18,4738
2015-09-19,4738
2015-09-20,4738
2015-09-21,4645
2015-09-22,4645
2015-09-23,4557
2015-09-24,4557
2015-09-25,4557
2015-09-27,4564
2015-09-28,4564
2015-09-29,4513
2015-09-30,4513
2015-10-05,4591
2015-10-06,4591
2015-10-07,4591
2015-10-08,4719
2015-10-09,4719
2015-10-10,4719
2015-10-11,4731
2015-10-12,4731
2015-10-13,4731
2015-10-14,4713
2015-10-15,4713
2015-10-16,4713
2015-10-17,4698
2015-10-18,4698
2015-10-19,4698
2015-10-20,4630
2015-10-22,4630
2015-10-23,4630
2015-10-24,4630
2015-10-25,4484
2015-10-26,4484
2015-10-27,4484
2015-10-29,4412
2015-10-30,4412
2015-10-31,4412
2015-11-01,4459
2015-11-02,4459
2015-11-03,4459
2015-11-04,4459
2015-11-05,4416
2015-11-06,4416
2015-11-07,4416
2015-11-08,4416
2015-11-09,4474
2015-11-10,4474
2015-11-11,4474
2015-11-12,4431
2015-11-13,4431
2015-11-14,4431
2015-11-15,4216
2015-11-16,4216
2015-11-17,4216
2015-11-18,4021
2015-11-19,4021
2015-11-20,4030
2015-11-21,4030
2015-11-22,4030
2015-11-23,4030
2015-11-24,4163
2015-11-25,4163
2015-11-26,4163
2015-11-27,4239
2015-11-28,4239
2015-11-29,4239
2015-11-30,4243
2015-12-01,4243
2015-12-02,4243
2015-12-03,4187
2015-12-04,4187
2015-12-05,4187
2015-12-06,4187
2015-12-07,4071
2015-12-08,4071
2015-12-09,4071
2015-12-10,4028
2015-12-11,4028
2015-12-13,3898
2015-12-14,3898
2015-12-15,3898
2015-12-16,3761
2015-12-17,3761
2015-12-18,3761
2015-12-19,3692
2015-12-20,3692
2015-12-21,3692
2015-12-22,3689
2015-12-23,3689
2015-12-24,3689
2015-12-25,3617
2015-12-26,3617
2015-12-27,3469
2015-12-28,3469
2015-12-29,3469
2015-12-30,3404
2015-12-31,3404
2016-01-01,3404
2016-01-02,3391
2016-01-03,3391
2016-01-04,3391
2016-01-05,3314
2016-01-06,3314
2016-01-07,3314
2016-01-08,3148
2016-01-09,3148
2016-01-10,3148
2016-01-11,3148
2016-01-12,2990
2016-01-13,2990
2016-01-14,2928
2016-01-15,2928
2016-01-16,2928
2016-01-17,2879
2016-01-18,2879
2016-01-19,2825
2016-01-20,2825
2016-01-21,2825
2016-01-22,2714
2016-01-23,2714
2016-01-24,2714
2016-01-25,2670
2016-01-26,2670
2016-01-27,2670
2016-01-28,2566
2016-01-29,2566
2016-01-30,2566
2016-01-31,2557
2016-02-01,2557
2016-02-02,2671
2016-02-03,2671
2016-02-04,2671
2016-02-05,2800
2016-02-06,2800
2016-02-07,2800
2016-02-08,2914
2016-02-09,2914
2016-02-10,2914
2016-02-11,3049
2016-02-12,3049
2016-02-13,3136
2016-02-14,3136
2016-02-15,3136
2016-02-16,3258
2016-02-17,3258
2016-02-18,3258
2016-02-19,3388
2016-02-20,3388
2016-02-21,3477
2016-02-22,3477
2016-02-23,3477
2016-02-24,3477
2016-02-25,3546
2016-02-26,3546
2016-02-27,3546
2016-02-28,3606
2016-02-29,3606
2016-03-01,3720
2016-03-02,3720
2016-03-03,3720
2016-03-04,3766
2016-03-05,3766
2016-03-06,3766
2016-03-07,3821
2016-03-08,3821
2016-03-09,3821
2016-03-10,3784
2016-03-11,3784
2016-03-12,3784
2016-03-13,3923
2016-03-14,3923
2016-03-15,4051
2016-03-16,4051
2016-03-17,4051
2016-03-18,4081
2016-03-19,4081
2016-03-20,4081
2016-03-21,4209
2016-03-22,4209
2016-03-23,4209
2016-03-24,4336
2016-03-25,4336
2016-03-26,4399
2016-03-27,4399
2016-03-28,4399
2016-03-29,4399
2016-03-30,4399
2016-03-31,4399
2016-04-01,4321
2016-04-02,4321
2016-04-03,4313
2016-04-04,4313
2016-04-05,4313
2016-04-06,4323
2016-04-07,4323
2016-04-08,4323
2016-04-09,4465
2016-04-10,4465
2016-04-11,4465
2016-04-12,4319
2016-04-13,4319
2016-04-14,4260
2016-04-15,4260
2016-04-16,4409
2016-04-17,4409
2016-04-18,4404
2016-04-19,4404
2016-04-20,4404
2016-04-21,4337
2016-04-22,4337
2016-04-23,4337
2016-04-24,4244
2016-04-25,4244
2016-04-26,4244
2016-04-27,4110
2016-04-28,4110
2016-04-29,4110
2016-04-30,4087
2016-05-01,4087
2016-05-02,4087
2016-05-03,4135
2016-05-04,4135
2016-05-05,4103
2016-05-06,4103
2016-05-07,4103
2016-05-08,3998
2016-05-09,3998
2016-05-10,3914
2016-05-11,3914
2016-05-12,3914
2016-05-13,3746
2016-05-14,3746
2016-05-15,3656
2016-05-16,3656
2016-05-17,3656
2016-05-18,3601
2016-05-19,3601
2016-05-22,3670
2016-05-23,3745
2016-05-24,3745
2016-05-25,3745
2016-05-26,3725
2016-05-27,3725
2016-05-28,3725
2016-05-29,3605
2016-05-30,3605
2016-05-31,3605
2016-06-01,3449
2016-06-02,3449
2016-06-03,3344
2016-06-04,3344
2016-06-05,3199
2016-06-06,3199
2016-06-07,3199
2016-06-08,3041
2016-06-09,3041
2016-06-10,2984
2016-06-11,2984
2016-06-12,2856
2016-06-13,2856
2016-06-14,2856
2016-06-15,2825
2016-06-16,2825
2016-06-17,2763
2016-06-18,2763
2016-06-19,2648
2016-06-20,2648
2016-06-21,2629
2016-06-22,2629
2016-06-23,2593
2016-06-24,2593
2016-06-25,2541
2016-06-26,2541
2016-06-27,2541
2016-06-28,2501
2016-06-29,2501
2016-06-30,2501
2016-07-01,2571
2016-07-02,2571
2016-07-03,2571
2016-07-04,2665
2016-07-05,2665
2016-07-06,2687
2016-07-07,2687
2016-07-08,2747
2016-07-09,2802
2016-07-10,2801
2016-07-11,2760
2016-07-12,2760
2016-07-13,2684
2016-07-14,2684
2016-07-15,2622
2016-07-16,2622
2016-07-17,2496
2016-07-18,2496
2016-07-24,2252
2016-07-25,2189
2016-07-26,2189
2016-07-27,2189
2016-07-28,2175
2016-07-29,2175
2016-07-30,2239
2016-07-31,2239
2016-08-01,2239
2016-08-02,2213
2016-08-03,2213
2016-08-04,2199
2016-08-05,2199
2016-08-06,2199
2016-08-07,2274
2016-08-08,2274
2016-08-09,2322
2016-08-10,2322
2016-08-11,2322
2016-08-12,2412
2016-08-13,2412
2016-08-14,2412
2016-08-15,2457
2016-08-16,2457
2016-08-17,2457
2016-08-18,2497
2016-08-19,2497
2016-08-20,2445
2016-08-21,2445
2016-08-22,2426
2016-08-23,2426
2016-08-24,2426
2016-08-25,2407
2016-08-26,2407
2016-08-28,2413
2016-08-31,2461
2016-09-01,2461
2016-09-02,2461
2016-09-03,2461
2016-09-04,2513
2016-09-05,2513
2016-09-06,2513
2016-09-07,2511
2016-09-08,2511
2016-09-09,2511
2016-09-10,2497
2016-09-11,2497
2016-09-12,2497
2016-09-13,2541
2016-09-14,2541
2016-09-15,2541
2016-09-16,2541
2016-09-17,2499
2016-09-18,2499
2016-09-19,2513
2016-09-20,2513
2016-09-21,2513
2016-09-22,2494
2016-09-23,2494
2016-09-24,2494
2016-09-25,2494
2016-09-26,2408
2016-09-27,2408
2016-09-28,2408
2016-09-29,2452
2016-09-30,2452
2016-10-01,2438
2016-10-02,2438
2016-10-03,2438
2016-10-04,2438
2016-10-05,2345
2016-10-06,2345
2016-10-07,2345
2016-10-08,2362
2016-10-09,2362
2016-10-10,2362
2016-10-11,2353
