date_obj,Cactus%20spine price
2016-04-13,5595
2016-04-14,5634
2016-04-15,5585
2016-04-16,5527
2016-04-17,5465
2016-04-18,5686
2016-04-19,5686
2016-04-20,5933
2016-04-21,5956
2016-04-22,5956
2016-04-23,5889
2016-04-24,5695
2016-04-25,5592
2016-04-26,5581
2016-04-27,5746
2016-04-28,5686
2016-04-29,5686
2016-04-30,5576
2016-05-01,5576
2016-05-02,5436
2016-05-03,5557
2016-05-04,5557
2016-05-05,5665
2016-05-06,5665
2016-05-07,5612
2016-05-08,5612
2016-05-09,5662
2016-05-10,5667
2016-05-11,5667
2016-05-12,5665
2016-05-13,5650
2016-05-14,5692
2016-05-15,5787
2016-05-16,5787
2016-05-17,6019
2016-05-18,6198
2016-05-19,6198
2016-05-22,6311
2016-05-23,6568
2016-05-24,6897
2016-05-25,6989
2016-05-26,7173
2016-05-27,6905
2016-05-28,6905
2016-05-29,6824
2016-05-30,6824
2016-05-31,7148
2016-06-01,7506
2016-06-02,7665
2016-06-03,7685
2016-06-04,7439
2016-06-05,7439
2016-06-06,7329
2016-06-07,7329
2016-06-08,7448
2016-06-09,7382
2016-06-10,7206
2016-06-11,7317
2016-06-12,7516
2016-06-13,7516
2016-06-14,7770
2016-06-15,7613
2016-06-16,7445
2016-06-17,7308
2016-06-18,7308
2016-06-19,6960
2016-06-20,6715
2016-06-21,6670
2016-06-22,6708
2016-06-23,6901
2016-06-24,7069
2016-06-25,7258
2016-06-26,7258
2016-06-27,7430
2016-06-28,7337
2016-06-29,7156
2016-06-30,6997
2016-07-01,6865
2016-07-02,6755
2016-07-03,6638
2016-07-04,6480
2016-07-05,6480
2016-07-06,6408
2016-07-07,6314
2016-07-08,6392
2016-07-09,6108
2016-07-10,5849
2016-07-11,5728
2016-07-12,5609
2016-07-13,5750
2016-07-14,5706
2016-07-15,5820
2016-07-16,5812
2016-07-17,5860
2016-07-18,5830
2016-07-23,6015
2016-07-24,5854
2016-07-25,6064
2016-07-26,6064
2016-07-27,6313
2016-07-28,6501
2016-07-29,6725
2016-07-30,6585
2016-07-31,6585
2016-08-01,6702
2016-08-02,6906
2016-08-03,6969
2016-08-04,6898
2016-08-05,6898
2016-08-06,6890
2016-08-07,6900
2016-08-08,6900
2016-08-09,6839
2016-08-10,6902
2016-08-11,6902
2016-08-12,7093
2016-08-13,7046
2016-08-14,6879
2016-08-15,6723
2016-08-16,6812
2016-08-17,6812
2016-08-18,6786
2016-08-19,6822
2016-08-20,6745
2016-08-21,6755
2016-08-22,6740
2016-08-23,6710
2016-08-24,6570
2016-08-25,6356
2016-08-26,6356
2016-08-28,6318
2016-08-31,6382
2016-09-01,6543
2016-09-02,6543
2016-09-03,6725
2016-09-04,6789
2016-09-05,6890
2016-09-06,6873
2016-09-07,6848
2016-09-08,7078
2016-09-09,7407
2016-09-10,7776
2016-09-11,7776
2016-09-12,8165
2016-09-13,8574
2016-09-14,9003
2016-09-15,8946
2016-09-16,8946
2016-09-17,8855
2016-09-18,9144
2016-09-19,9425
2016-09-20,9425
2016-09-21,9897
2016-09-22,10392
2016-09-23,10484
2016-09-24,10484
2016-09-25,10261
2016-09-26,9855
2016-09-27,9407
2016-09-28,8949
2016-09-29,8501
2016-09-30,8121
2016-10-01,7806
2016-10-02,7806
2016-10-03,7715
2016-10-04,7692
2016-10-05,7766
2016-10-06,7851
2016-10-07,7851
2016-10-08,8231
2016-10-09,8231
2016-10-10,8389
2016-10-11,8508
2016-10-12,8719
2016-10-13,8691
2016-10-14,8684
2016-10-15,8788
2016-10-16,8841
2016-10-17,8872
2016-10-18,9025
2016-10-19,9012
2016-10-20,9278
2016-10-21,9181
2016-10-22,9181
2016-10-23,8733
2016-10-24,8435
2016-10-25,8435
2016-10-26,8270
2016-10-27,8270
2016-10-28,8175
2016-10-29,8300
2016-10-30,8300
2016-10-31,8218
2016-11-01,8218
2016-11-02,8388
2016-11-03,8388
2016-11-04,8304
2016-11-05,8304
2016-11-06,8256
2016-11-07,8189
2016-11-08,8192
2016-11-09,8082
2016-11-10,8087
2016-11-11,8005
2016-11-12,7909
2016-11-13,7909
2016-11-14,7798
2016-11-15,7686
2016-12-07,7884
2016-12-08,7656
2016-12-09,7467
2016-12-10,7254
2016-12-11,7023
2016-12-12,6914
2016-12-13,6691
2016-12-14,6539
2016-12-15,6539
2016-12-16,6584
2016-12-17,6344
2016-12-18,6344
2016-12-19,6210
2016-12-20,6115
2016-12-21,6214
2016-12-22,6448
2016-12-23,6544
2016-12-24,6781
2016-12-25,7117
2016-12-26,7384
2016-12-27,7304
2016-12-28,7459
2016-12-29,7782
2016-12-30,8164
2016-12-31,7936
2017-01-01,7628
2017-01-02,7539
2017-01-03,7599
2017-01-04,7440
2017-01-05,7146
2017-01-06,6825
2017-01-07,6723
2017-01-08,6973
2017-01-09,7091
2017-01-10,7446
2017-01-11,7616
2017-01-12,7779
2017-01-13,8164
2017-01-14,7882
2017-01-15,7733
2017-01-16,7693
2017-01-17,7733
2017-01-18,7703
2017-01-19,7429
2017-01-20,7325
2017-01-21,7525
2017-01-22,7715
2017-01-23,7644
2017-01-27,7262
2017-01-28,7537
2017-01-29,7545
2017-01-30,7610
2017-01-31,7456
2017-02-01,7400
2017-02-02,7369
2017-02-03,7357
2017-02-04,7093
2017-02-05,6919
2017-02-06,7206
2017-02-07,7228
2017-02-08,7157
2017-02-09,7157
2017-02-10,7253
2017-02-11,7332
2017-02-12,7342
2017-02-13,7432
2017-02-14,7440
2017-02-15,7340
2017-02-16,7314
2017-02-18,7374
2017-02-19,7371
2017-02-20,7397
2017-02-21,7368
2017-02-22,7446
2017-02-23,7356
2017-02-24,7203
2017-02-25,7094
2017-02-26,7141
2017-02-27,7347
2017-02-28,7326
2017-03-01,7324
2017-03-02,7285
2017-03-03,7122
2017-03-04,7217
2017-03-05,7064
2017-03-06,7017
2017-03-07,7158
2017-03-08,7149
2017-03-09,7030
2017-03-10,6963
2017-03-11,6980
2017-03-12,6923
2017-03-13,7002
2017-03-14,7114
2017-03-15,7060
2017-03-16,7098
2017-03-17,7067
2017-03-18,7063
2017-03-19,7106
2017-03-20,7163
2017-03-21,7182
2017-03-22,7202
2017-03-23,7187
2017-03-24,7178
2017-03-25,7206
2017-03-26,7238
2017-03-27,7106
2017-03-28,7103
2017-03-29,7087
2017-03-30,7256
2017-03-31,7201
2017-04-01,7141
2017-04-02,7023
2017-04-03,7172
2017-04-04,7178
2017-04-12,6994
2017-04-13,6952
2017-04-14,6922
2017-04-15,6879
2017-04-16,6816
2017-04-17,6664
2017-04-18,6730
2017-04-19,6807
2017-04-20,6806
2017-04-21,6759
2017-04-22,6806
2017-04-23,6715
2017-04-24,6671
2017-04-25,6552
2017-04-26,6544
2017-04-27,6456
2017-04-28,6432
2017-04-29,6562
2017-04-30,6627
2017-05-01,6714
2017-05-02,6767
2017-05-03,6713
2017-05-04,6581
2017-05-05,6476
2017-05-06,6398
2017-05-07,6377
2017-05-08,6271
2017-05-09,6259
2017-05-10,6267
2017-05-11,6228
2017-05-12,6242
2017-05-13,6215
2017-05-14,6277
2017-05-15,6381
2017-05-16,6395
2017-05-17,6288
2017-05-18,6241
2017-05-19,6166
2017-05-20,6324
2017-05-21,6324
2017-05-22,6286
2017-05-23,6249
2017-05-24,6238
2017-05-25,6219
2017-05-26,6156
2017-05-27,6031
2017-05-28,5986
2017-05-29,5955
2017-05-30,6054
2017-05-31,6166
2017-06-01,6213
2017-06-02,6155
2017-06-03,6163
2017-06-04,6120
2017-06-05,6107
2017-06-06,6096
2017-06-07,6081
2017-06-08,6066
2017-06-09,6028
2017-06-10,5989
2017-06-11,5964
2017-06-12,5957
2017-06-13,5943
2017-06-14,5939
2017-06-15,5892
2017-06-16,5844
2017-06-17,5820
2017-06-18,5794
2017-06-19,5794
2017-06-20,5829
2017-06-21,5914
2017-06-22,5908
2017-06-23,5956
2017-06-24,5969
2017-06-25,5937
2017-06-26,5946
2017-06-27,5920
2017-06-28,5924
2017-06-29,6048
2017-06-30,6122
2017-07-01,6189
2017-07-02,6142
2017-07-03,6135
2017-07-04,6175
2017-07-05,6192
2017-07-06,6352
2017-07-07,6370
2017-07-08,6232
2017-07-13,6148
2017-07-14,6153
2017-07-15,6178
2017-07-16,6145
2017-07-17,6144
2017-07-18,6141
2017-07-19,6185
2017-07-20,6144
2017-07-21,6232
2017-07-22,6185
2017-07-23,6192
2017-07-24,6195
2017-07-25,6334
2017-07-26,6336
2017-07-27,6203
2017-07-28,6177
2017-07-29,6191
2017-07-30,6251
2017-07-31,6418
2017-08-01,6498
2017-08-02,6553
2017-08-03,6570
2017-08-04,6630
2017-08-05,6705
2017-08-06,6586
2017-08-09,6713
2017-08-10,6634
2017-08-11,6581
2017-08-12,6541
2017-08-13,6475
2017-08-14,6508
2017-08-15,6593
2017-08-16,6651
2017-08-17,6724
2017-08-18,6728
2017-08-19,6701
2017-08-20,6748
2017-08-21,6706
2017-08-22,6719
2017-08-23,6672
2017-08-24,6665
2017-08-25,6615
2017-08-26,6450
2017-08-27,6254
2017-08-28,5943
2017-08-29,5844
2017-08-30,5986
2017-08-31,5883
2017-09-01,5629
2017-09-02,5538
2017-09-03,5708
2017-09-04,5803
2017-09-05,5800
2017-09-06,5859
2017-09-07,5923
2017-09-08,5810
2017-09-09,5603
2017-09-10,5526
2017-09-11,5495
2017-09-12,5559
2017-09-13,5707
2017-09-14,5861
2017-09-15,5918
2017-09-16,6029
2017-09-17,6027
2017-09-18,6014
2017-09-19,6055
2017-09-20,6201
2017-09-21,6222
2017-09-22,6199
2017-09-23,6338
2017-09-24,6508
2017-09-25,6684
2017-09-26,6460
2017-09-27,6254
2017-09-28,6176
2017-09-29,6266
2017-09-30,6319
2017-10-01,6394
2017-10-02,6398
2017-10-03,6331
2017-10-04,6293
2017-10-05,6244
2017-10-06,6216
2017-10-07,6215
2017-10-08,6191
2017-10-09,6119
2017-10-11,5985
2017-10-12,5932
2017-10-13,5859
2017-10-14,5884
2017-10-15,5900
2017-10-16,5864
2017-10-17,5809
2017-10-18,5731
2017-10-19,5692
2017-10-20,5628
2017-10-21,5600
2017-10-22,5514
2017-10-23,5430
2017-10-24,5411
2017-10-25,5454
2017-10-26,5390
2017-10-27,5397
2017-10-28,5397
2017-10-29,5292
2017-10-30,5147
2017-10-31,5145
2017-11-01,5156
2017-11-02,5086
2017-11-03,5021
2017-11-04,5016
2017-11-05,5027
2017-11-06,4958
2017-11-07,4882
2017-11-08,4922
2017-11-09,4935
2017-11-10,4964
2017-11-11,5026
2017-11-12,5018
2017-11-13,4993
2017-11-14,5044
2017-11-15,5139
2017-11-16,5153
2017-11-17,5197
2017-11-18,5143
2017-11-19,5204
2017-11-20,5273
2017-11-21,5414
2017-11-22,5434
2017-11-23,5438
2017-11-24,5436
2017-11-25,5284
2017-11-26,5320
2017-11-27,5342
2017-11-28,5238
2017-11-29,5167
2017-11-30,5158
2017-12-01,5174
2017-12-02,5155
2017-12-03,5169
2017-12-04,5152
2017-12-05,5163
2017-12-06,5244
2017-12-07,5201
2017-12-08,5117
2017-12-09,5105
2017-12-10,5071
2017-12-11,4993
2017-12-12,4976
2017-12-13,4969
2017-12-14,4917
2017-12-15,4823
2017-12-16,4768
2017-12-17,4757
2017-12-18,4706
2017-12-19,4696
2017-12-20,4609
2017-12-21,4672
2017-12-22,4790
2017-12-23,4767
2017-12-24,4710
2017-12-25,4666
2017-12-26,4800
2017-12-27,4796
2017-12-28,4854
2017-12-29,5010
2017-12-30,5044
2017-12-31,4976
2018-01-01,4986
2018-01-02,5116
2018-01-03,5315
2018-01-04,5469
2018-01-05,5396
2018-01-06,5211
2018-01-07,5049
2018-01-08,5004
2018-01-09,4913
2018-01-10,4988
2018-01-11,5071
2018-01-12,5312
2018-01-13,5577
2018-01-14,5721
2018-01-15,5791
2018-01-16,5917
2018-01-17,5887
2018-01-18,5873
2018-01-19,5815
2018-01-20,5618
2018-01-21,5666
2018-01-22,5772
2018-01-23,5846
2018-01-24,5815
2018-01-25,5803
2018-01-26,5775
2018-01-27,5814
2018-01-28,5861
2018-01-29,5806
2018-01-30,5795
2018-01-31,5770
2018-02-01,5697
2018-02-02,5674
2018-02-03,5679
2018-02-04,5680
2018-02-05,5663
2018-02-06,5783
2018-02-07,5801
2018-02-08,5880
2018-02-09,5935
2018-02-10,6158
2018-02-11,6151
2018-02-12,6148
2018-02-13,6224
2018-02-14,6150
2018-02-15,6205
2018-02-16,6125
2018-02-17,6106
2018-02-18,6064
2018-02-19,5881
2018-02-20,5783
2018-02-21,5751
2018-02-22,5729
2018-02-23,5721
2018-02-24,5572
2018-02-25,5432
2018-02-26,5475
2018-02-27,5523
2018-02-28,5536
2018-03-01,5477
2018-03-02,5620
2018-03-03,5628
2018-03-04,5561
2018-03-05,5443
2018-03-06,5344
2018-03-07,5259
2018-03-08,5235
2018-03-09,5329
2018-03-10,5343
2018-03-11,5355
2018-03-12,5325
2018-03-13,5321
2018-03-14,5333
2018-03-15,5366
2018-03-16,5469
2018-03-17,5448
2018-03-18,5389
2018-03-19,5402
2018-03-20,5545
2018-03-21,5723
2018-03-23,5716
2018-03-24,5712
2018-03-25,5686
2018-03-26,5616
2018-03-27,5536
2018-03-28,5568
2018-03-29,5545
2018-03-30,5507
2018-03-31,5572
2018-04-01,5630
2018-04-02,5808
2018-04-03,5815
2018-04-04,5858
2018-04-05,5690
2018-04-06,5526
2018-04-07,5466
2018-04-08,5454
2018-04-09,5459
2018-04-10,5501
2018-04-11,5727
2018-04-12,5732
2018-04-13,5719
2018-04-14,5645
2018-04-15,5644
2018-04-16,5641
2018-04-17,5794
2018-04-18,5775
2018-04-19,5778
2018-04-20,5882
2018-04-21,5868
2018-04-22,5770
2018-04-23,5703
2018-04-24,5726
2018-04-25,5679
2018-04-26,5603
2018-04-27,5589
2018-04-28,5503
2018-04-29,5557
2018-04-30,5670
2018-05-01,5906
2018-05-02,5944
2018-05-03,6037
2018-05-04,5883
2018-05-05,5772
2018-05-06,5728
2018-05-07,5620
2018-05-08,5582
2018-05-09,5586
2018-05-10,5746
2018-05-11,5748
2018-05-12,5798
2018-05-13,5715
2018-05-14,5680
2018-05-15,5726
2018-05-16,5746
2018-05-17,5738
2018-05-18,5754
2018-05-19,5788
2018-05-20,5775
2018-05-21,5731
2018-05-22,5693
2018-05-23,5642
2018-05-24,5789
2018-05-25,5782
2018-05-26,5774
2018-05-27,5766
2018-05-28,5781
2018-05-29,5834
2018-05-30,5807
2018-05-31,5969
2018-06-01,6119
2018-06-02,5937
2018-06-03,5885
2018-06-04,5949
2018-06-05,5979
2018-06-06,6022
2018-06-07,6081
2018-06-08,6046
2018-06-09,6031
2018-06-10,6008
2018-06-11,6185
2018-06-12,6220
2018-06-13,6126
2018-06-14,6183
2018-06-15,6283
2018-06-16,6427
2018-06-17,6537
2018-06-18,6637
2018-06-19,6623
2018-06-20,6572
2018-06-21,6570
2018-06-22,6486
2018-06-23,6462
2018-06-24,6306
2018-06-25,6255
2018-06-26,6308
2018-06-27,6282
2018-06-28,5995
2018-06-29,5788
2018-06-30,5553
2018-07-01,5381
2018-07-02,5374
2018-07-03,5350
2018-07-04,5252
2018-07-05,5298
2018-07-06,5355
2018-07-07,5463
2018-07-08,5327
2018-07-09,5398
2018-07-10,5588
2018-07-11,5511
2018-07-12,5239
2018-07-13,4977
2018-07-14,4741
2018-07-15,4503
2018-07-16,4277
2018-07-17,4065
2018-07-18,3861
2018-07-19,3667
2018-07-20,3483
2018-07-21,3308
2018-07-22,3142
2018-07-23,2984
2018-07-24,2834
2018-07-25,2692
2018-07-26,2557
2018-07-27,2429
2018-07-28,2307
2018-07-29,2191
2018-07-30,2085
2018-07-31,1995
2018-08-01,1908
2018-08-02,1825
2018-08-03,1750
2018-08-04,1680
2018-08-05,1620
2018-08-06,1540
2018-08-07,1472
2018-08-08,1421
2018-08-09,1371
2018-08-10,1338
2018-08-11,1374
2018-08-12,1443
2018-08-14,1592
2018-08-16,1694
2018-08-17,1655
2018-08-18,1639
2018-08-19,1634
2018-08-20,1707
2018-08-21,1691
2018-08-22,1667
2018-08-23,1629
2018-08-24,1597
2018-08-25,1545
2018-08-26,1536
2018-08-27,1503
2018-08-28,1489
2018-08-29,1487
2018-08-30,1469
2018-08-31,1485
2018-09-01,1448
2018-09-02,1436
2018-09-03,1436
2018-09-04,1405
2018-09-05,1423
2018-09-06,1419
2018-09-07,1418
2018-09-08,1388
2018-09-09,1365
2018-09-10,1335
2018-09-11,1306
2018-09-12,1279
2018-09-13,1282
2018-09-14,1269
2018-09-15,1224
2018-09-16,1218
2018-09-17,1212
2018-09-18,1196
2018-09-19,1214
2018-09-20,1271
2018-09-21,1321
2018-09-22,1370
2018-09-23,1386
2018-09-24,1384
2018-09-25,1375
2018-09-26,1345
2018-09-27,1329
2018-09-28,1303
2018-09-29,1294
2018-09-30,1254
2018-10-01,1267
2018-10-02,1330
2018-10-03,1379
2018-10-04,1442
2018-10-05,1447
2018-10-06,1465
2018-10-07,1510
2018-10-08,1585
2018-10-09,1662
2018-10-10,1720
2018-10-11,1789
2018-10-12,1816
2018-10-13,1816
2018-10-14,1833
2018-10-15,1925
2018-10-16,2022
2018-10-17,2080
2018-10-18,2144
2018-10-19,2186
2018-10-20,2284
2018-10-21,2232
2018-10-22,2304
2018-10-23,2311
2018-10-24,2269
2018-10-25,2259
2018-10-26,2220
2018-10-27,2149
2018-10-28,2142
2018-10-29,2181
2018-10-30,2140
2018-10-31,2135
2018-11-01,2129
2018-11-03,2087
2018-11-04,2076
2018-11-05,2039
2018-11-06,2007
2018-11-07,1984
2018-11-08,1963
2018-11-09,1978
2018-11-10,1954
2018-11-11,1940
2018-11-12,1934
2018-11-13,2005
2018-11-14,2079
2018-11-15,2167
2018-11-16,2260
2018-11-17,2373
2018-11-18,2487
2018-11-19,2419
2018-11-20,2301
2018-11-21,2230
2018-11-22,2231
2018-11-23,2209
2018-11-24,2237
2018-11-25,2335
2018-11-26,2437
2018-11-27,2558
2018-11-28,2682
2018-11-29,2794
2018-12-01,2713
2018-12-02,2578
2018-12-03,2472
2018-12-04,2383
2018-12-05,2335
2018-12-07,2322
2018-12-09,2288
2018-12-10,2300
2018-12-11,2296
2018-12-12,2310
2018-12-13,2380
2018-12-14,2404
2018-12-15,2393
2018-12-16,2339
2018-12-17,2265
2018-12-18,2172
2018-12-19,2108
2018-12-20,2094
2018-12-21,2006
2018-12-22,1941
2018-12-23,1857
2018-12-24,1831
2018-12-25,1826
2018-12-26,1867
2018-12-27,1922
2018-12-28,1924
2018-12-29,1946
2018-12-30,1937
2018-12-31,1956
2019-01-01,2028
2019-01-02,2007
2019-01-03,2002
2019-01-04,2045
2019-01-05,2011
2019-01-06,1954
2019-01-08,1916
2019-01-10,1803
2019-01-11,1747
2019-01-12,1822
2019-01-13,1906
2019-01-14,1965
2019-01-15,1976
2019-01-16,1961
2019-01-17,1924
2019-01-18,1878
2019-01-19,1834
2019-01-20,1748
2019-01-21,1676
2019-01-22,1593
2019-01-23,1513
2019-01-24,1442
2019-01-25,1378
2019-01-26,1310
2019-01-27,1270
2019-01-28,1266
2019-01-29,1273
2019-01-30,1319
2019-01-31,1283
2019-02-01,1254
2019-02-02,1238
2019-02-03,1234
2019-02-04,1227
2019-02-05,1214
2019-02-06,1200
2019-02-07,1146
2019-02-08,1113
2019-02-09,1073
2019-02-10,1073
2019-02-11,1100
2019-02-12,1145
2019-02-13,1192
2019-02-14,1189
2019-02-15,1153
2019-02-16,1131
2019-02-17,1149
2019-02-18,1126
2019-02-19,1133
2019-02-20,1126
2019-02-21,1120
2019-02-22,1107
2019-02-23,1092
2019-02-24,1097
2019-02-25,1093
2019-02-26,1096
2019-02-27,1096
2019-02-28,1095
2019-03-01,1096
2019-03-02,1099
2019-03-03,1099
2019-03-04,1091
2019-03-05,1090
2019-03-06,1083
2019-03-07,1083
2019-03-08,1078
2019-03-09,1080
2019-03-10,1059
2019-03-11,1056
2019-03-12,1041
2019-03-13,1034
2019-03-14,1027
2019-03-15,1011
2019-03-16,1038
2019-03-17,1044
2019-03-18,1027
2019-03-19,1018
2019-03-20,1012
2019-03-21,1015
2019-03-22,991
2019-03-23,971
2019-03-24,957
2019-03-25,945
