date_obj,Purple%20robe%20top price
2015-03-04,11000
2015-03-05,11000
2015-03-06,11000
2015-03-07,11000
2015-03-08,11000
2015-03-09,11000
2015-03-10,11000
2015-03-11,11000
2015-03-12,11000
2015-03-13,11000
2015-03-14,10472
2015-03-15,10472
2015-03-16,10472
2015-03-17,10472
2015-03-18,10472
2015-03-19,10472
2015-03-20,10472
2015-03-21,10472
2015-03-22,10472
2015-03-23,10472
2015-03-24,10472
2015-03-25,10472
2015-03-26,10472
2015-03-27,10472
2015-03-28,10472
2015-03-29,10472
2015-03-30,10472
2015-03-31,10472
2015-04-01,10472
2015-04-02,10472
2015-04-03,9965
2015-04-04,9965
2015-04-05,9965
2015-04-06,9965
2015-04-07,9965
2015-04-08,9965
2015-04-09,9965
2015-04-10,9965
2015-04-11,9965
2015-04-12,9965
2015-04-13,9965
2015-04-14,9965
2015-04-15,9965
2015-04-16,9965
2015-04-17,9965
2015-04-18,9965
2015-04-19,9965
2015-04-20,9965
2015-04-21,9965
2015-04-22,9476
2015-04-23,9476
2015-04-24,9476
2015-04-25,9476
2015-04-26,9476
2015-04-27,9476
2015-04-28,9476
2015-04-29,9476
2015-04-30,9476
2015-05-01,9476
2015-05-02,9476
2015-05-03,9476
2015-05-04,9476
2015-05-05,9476
2015-05-06,9476
2015-05-07,9476
2015-05-08,9476
2015-05-09,9476
2015-05-10,9476
2015-05-11,9476
2015-05-12,9012
2015-05-13,9012
2015-05-14,9012
2015-05-15,9012
2015-05-16,9012
2015-05-17,9012
2015-05-18,9012
2015-05-19,9012
2015-05-20,9012
2015-05-21,9012
2015-05-22,9012
2015-05-23,9012
2015-05-24,9012
2015-05-25,9012
2015-05-26,9012
2015-05-27,9012
2015-05-28,8577
2015-05-29,8577
2015-05-30,8577
2015-05-31,8577
2015-06-01,8577
2015-06-02,8577
2015-06-03,8577
2015-06-04,8577
2015-06-05,8577
2015-06-06,8577
2015-06-07,8577
2015-06-08,8577
2015-06-09,8577
2015-06-10,8577
2015-06-11,8159
2015-06-12,8159
2015-06-13,8159
2015-06-14,8159
2015-06-15,8159
2015-06-16,8159
2015-06-17,8159
2015-06-18,8159
2015-06-19,8159
2015-06-20,8159
2015-06-21,8159
2015-06-22,8159
2015-06-23,8159
2015-06-24,8159
2015-06-25,8159
2015-06-26,8159
2015-06-27,7768
2015-06-28,7768
2015-06-29,7768
2015-06-30,7768
2015-07-01,7768
2015-07-02,7768
2015-07-03,7768
2015-07-04,7768
2015-07-05,7768
2015-07-06,7768
2015-07-07,7768
2015-07-08,7768
2015-07-09,7768
2015-07-10,7768
2015-07-11,7768
2015-07-12,7392
2015-07-13,7392
2015-07-14,7392
2015-07-15,7392
2015-07-16,7392
2015-07-17,7392
2015-07-18,7392
2015-07-19,7392
2015-07-20,7392
2015-07-21,7392
2015-07-22,7392
2015-07-23,7392
2015-07-24,7392
2015-07-25,7038
2015-07-26,7038
2015-07-27,7038
2015-07-28,7038
2015-07-29,7038
2015-07-30,7038
2015-07-31,7038
2015-08-01,7038
2015-08-02,7038
2015-08-03,7038
2015-08-04,7038
2015-08-05,7038
2015-08-06,6704
2015-08-07,6704
2015-08-08,6704
2015-08-09,6704
2015-08-10,6704
2015-08-11,6704
2015-08-12,6704
2015-08-13,6704
2015-08-14,6704
2015-08-15,6704
2015-08-16,6704
2015-08-17,6704
2015-08-18,6412
2015-08-19,6412
2015-08-20,6412
2015-08-21,6412
2015-08-22,6412
2015-08-23,6412
2015-08-24,6412
2015-08-25,6412
2015-08-26,6412
2015-08-27,6412
2015-08-28,6412
2015-08-29,6412
2015-08-30,6412
2015-08-31,6412
2015-09-02,6106
2015-09-07,6106
2015-09-08,6106
2015-09-10,6106
2015-09-14,6106
2015-09-16,5811
2015-09-22,5811
2015-09-23,5811
2015-09-24,5811
2015-09-25,5811
2015-09-27,5811
2015-09-28,5811
2015-09-29,5811
2015-09-30,5811
2015-10-05,5560
2015-10-06,5560
2015-10-07,5560
2015-10-08,5560
2015-10-09,5560
2015-10-10,5560
2015-10-11,5560
2015-10-12,5560
2015-10-13,5560
2015-10-14,5560
2015-10-15,5560
2015-10-16,5560
2015-10-17,5560
2015-10-18,5560
2015-10-19,5309
2015-10-20,5309
2015-10-22,5309
2015-10-23,5309
2015-10-24,5309
2015-10-25,5309
2015-10-26,5309
2015-10-27,5309
2015-10-29,5309
2015-10-30,5309
2015-10-31,5309
2015-11-01,5309
2015-11-02,5309
2015-11-03,5309
2015-11-04,5309
2015-11-05,5309
2015-11-06,5056
2015-11-07,5056
2015-11-08,5056
2015-11-09,5056
2015-11-10,5056
2015-11-11,5056
2015-11-12,5056
2015-11-13,5056
2015-11-14,5056
2015-11-15,5056
2015-11-16,5056
2015-11-17,5056
2015-11-18,5056
2015-11-19,5056
2015-11-20,5056
2015-11-21,5056
2015-11-22,4817
2015-11-23,4817
2015-11-24,4817
2015-11-25,4817
2015-11-26,4817
2015-11-27,4817
2015-11-28,4817
2015-11-29,4817
2015-11-30,4817
2015-12-01,4817
2015-12-02,4817
2015-12-03,4817
2015-12-04,4817
2015-12-05,4817
2015-12-06,4817
2015-12-07,4817
2015-12-08,4817
2015-12-09,4589
2015-12-10,4589
2015-12-11,4589
2015-12-12,4589
2015-12-13,4589
2015-12-14,4589
2015-12-15,4589
2015-12-16,4589
2015-12-17,4589
2015-12-18,4589
2015-12-19,4589
2015-12-20,4589
2015-12-21,4589
2015-12-22,4589
2015-12-23,4367
2015-12-24,4367
2015-12-25,4367
2015-12-26,4367
2015-12-27,4367
2015-12-28,4367
2015-12-29,4367
2015-12-30,4367
2015-12-31,4367
2016-01-01,4367
2016-01-02,4367
2016-01-03,4367
2016-01-04,4367
2016-01-05,4367
2016-01-06,4156
2016-01-07,4156
2016-01-08,4156
2016-01-09,4156
2016-01-10,4156
2016-01-11,4156
2016-01-12,4156
2016-01-13,4156
2016-01-14,4156
2016-01-15,4156
2016-01-16,4156
2016-01-17,4156
2016-01-18,4156
2016-01-19,4156
2016-01-20,3955
2016-01-21,3955
2016-01-22,3955
2016-01-23,3955
2016-01-24,3955
2016-01-25,3955
2016-01-26,3955
2016-01-27,3955
2016-01-28,3955
2016-01-29,3955
2016-01-30,3955
2016-01-31,3955
2016-02-01,3955
2016-02-02,3764
2016-02-03,3764
2016-02-04,3764
2016-02-05,3764
2016-02-06,3764
2016-02-07,3764
2016-02-08,3764
2016-02-09,3764
2016-02-10,3764
2016-02-11,3764
2016-02-12,3764
2016-02-13,3764
2016-02-14,3764
2016-02-15,3587
2016-02-16,3587
2016-02-17,3587
2016-02-18,3587
2016-02-19,3587
2016-02-20,3587
2016-02-21,3587
2016-02-22,3587
2016-02-23,3587
2016-02-24,3587
2016-02-25,3587
2016-02-26,3587
2016-02-27,3587
2016-02-28,3454
2016-02-29,3454
2016-03-01,3454
2016-03-02,3454
2016-03-03,3454
2016-03-04,3454
2016-03-05,3454
2016-03-06,3454
2016-03-07,3454
2016-03-08,3454
2016-03-09,3454
2016-03-10,3454
2016-03-11,3286
2016-03-12,3286
2016-03-13,3286
2016-03-14,3286
2016-03-15,3286
2016-03-16,3286
2016-03-17,3286
2016-03-18,3286
2016-03-19,3286
2016-03-20,3286
2016-03-21,3286
2016-03-22,3286
2016-03-23,3286
2016-03-24,3286
2016-03-25,3138
2016-03-26,3138
2016-03-27,3138
2016-03-28,3138
2016-03-29,3138
2016-03-30,3138
2016-03-31,3138
2016-04-01,3138
2016-04-02,3138
2016-04-03,3138
2016-04-04,3138
2016-04-05,3138
2016-04-06,2985
2016-04-07,2985
2016-04-08,2985
2016-04-09,2985
2016-04-10,2985
2016-04-11,2985
2016-04-12,2985
2016-04-13,2985
2016-04-14,2985
2016-04-15,2985
2016-04-16,2985
2016-04-17,2985
2016-04-18,2838
2016-04-19,2838
2016-04-20,2838
2016-04-21,2838
2016-04-22,2838
2016-04-23,2838
2016-04-24,2838
2016-04-25,2838
2016-04-26,2838
2016-04-27,2838
2016-04-28,2838
2016-04-29,2776
2016-04-30,2776
2016-05-01,2776
2016-05-02,2776
2016-05-03,2776
2016-05-04,2776
2016-05-05,2776
2016-05-06,2776
2016-05-07,2776
2016-05-08,2776
2016-05-09,2776
2016-05-10,2776
2016-05-11,2643
2016-05-12,2643
2016-05-13,2643
2016-05-14,2643
2016-05-15,2643
2016-05-16,2643
2016-05-17,2643
2016-05-18,2643
2016-05-19,2643
2016-05-22,2643
