date_obj,Mithril%20gold-trimmed%20set%20(lg) price
2019-04-06,42731
2019-04-07,42925
2019-04-08,43367
2019-04-09,42639
2019-04-10,42698
2019-04-11,42805
2019-04-12,43005
2019-04-13,41381
2019-04-14,39311
2019-04-15,37345
2019-04-16,35477
2019-04-17,34115
2019-04-18,32964
2019-04-19,32469
2019-04-20,31703
2019-04-21,30838
2019-04-22,29907
2019-04-23,28999
2019-04-24,28663
2019-04-25,28734
2019-04-26,28425
2019-04-27,28891
2019-04-28,29258
2019-04-29,29445
2019-04-30,29493
2019-05-01,29044
2019-05-02,29293
2019-05-03,29605
2019-05-04,29779
2019-05-05,29927
2019-05-06,29817
2019-05-07,30099
2019-05-08,30276
2019-05-09,31149
2019-05-10,32179
2019-05-11,33026
2019-05-12,34289
2019-05-13,33496
2019-05-14,33498
2019-05-15,33498
2019-05-16,34033
2019-05-17,34293
2019-05-18,34740
2019-05-19,34641
2019-05-20,34190
2019-05-21,34190
2019-05-22,33945
2019-05-23,34097
2019-05-24,34325
2019-05-25,34645
2019-05-26,34876
2019-05-27,34738
2019-05-28,34851
2019-05-29,34264
2019-05-30,33876
2019-05-31,33808
2019-06-01,33703
2019-06-02,33078
2019-06-03,32661
2019-06-04,32727
2019-06-05,32927
2019-06-06,33932
2019-06-07,34032
2019-06-08,33899
2019-06-09,34228
2019-06-10,34228
2019-06-11,34816
2019-06-12,33482
2019-06-13,33231
2019-06-14,33125
2019-06-15,33279
2019-06-16,32949
2019-06-17,32483
2019-06-18,32483
2019-06-19,32249
2019-06-20,31837
2019-06-21,32445
2019-06-22,32206
2019-06-23,31954
2019-06-24,31841
2019-06-25,32940
2019-06-26,33979
2019-06-27,34455
2019-06-28,34455
2019-06-29,35065
2019-06-30,35697
2019-07-01,35697
2019-07-02,36302
2019-07-03,36883
2019-07-04,37150
2019-07-05,37632
2019-07-06,39006
2019-07-07,40306
2019-07-08,40306
2019-07-09,41192
2019-07-10,41008
2019-07-11,41046
2019-07-12,41996
2019-07-13,41996
2019-07-14,43466
2019-07-15,43466
2019-07-16,44706
2019-07-17,45982
2019-07-18,45982
2019-07-19,46549
2019-07-20,47078
2019-07-21,47830
2019-07-22,48323
2019-07-23,48989
2019-07-24,48989
2019-07-25,49049
2019-07-26,49049
2019-07-27,48999
2019-07-28,48480
2019-07-29,49508
2019-07-30,49728
2019-07-31,50039
2019-08-01,50039
2019-08-02,50220
2019-08-03,49403
2019-08-04,48530
2019-08-05,49551
2019-08-06,49055
2019-08-07,49251
2019-08-08,49251
2019-08-09,48963
2019-08-10,48581
2019-08-11,48402
2019-08-12,48959
2019-08-13,48959
2019-08-14,49679
2019-08-15,50428
2019-08-16,52456
2019-08-17,52456
2019-08-18,52908
2019-08-19,52933
2019-08-20,52933
2019-08-21,52966
2019-08-22,53476
2019-08-23,53476
2019-08-24,53966
2019-08-24,53966
2019-08-25,53966
2019-08-25,53966
2019-08-26,53395
2019-08-26,53395
2019-08-27,52990
2019-08-27,52990
2019-08-28,52908
2019-08-29,52908
2019-08-30,53118
2019-08-31,53118
2019-09-01,53468
2019-09-02,53468
2019-09-03,53763
2019-09-04,53420
2019-09-05,53420
2019-09-06,53774
2019-09-07,53140
2019-09-08,52445
2019-09-09,52445
2019-09-10,52595
2019-09-11,51499
2019-09-12,51499
2019-09-13,51025
2019-09-14,50987
2019-09-15,50736
2019-09-16,51006
2019-09-17,51006
2019-09-18,50602
2019-09-19,50602
2019-09-20,51178
2019-09-21,50449
2019-09-22,50165
2019-09-23,50113
2019-09-24,50113
2019-09-25,49890
2019-09-26,49633
2019-09-27,49633
2019-09-28,50297
2019-09-29,50297
2019-09-30,49535
2019-10-01,49196
2019-10-02,49196
2019-10-03,49551
2019-10-04,49551
2019-10-05,49526
2019-10-06,49003
2019-10-07,49003
2019-10-08,48749
2019-10-09,48749
2019-10-10,47903
2019-10-11,47903
2019-10-12,47948
2019-10-13,48375
2019-10-14,47933
2019-10-15,47933
2019-10-16,48108
2019-10-17,48108
2019-10-18,48287
2019-10-19,48654
2019-10-20,48654
2019-10-21,46724
2019-10-22,46724
2019-10-23,45992
2019-10-24,45992
2019-10-25,46150
2019-10-26,45685
2019-10-27,45685
2019-10-28,45619
2019-10-29,45619
2019-10-30,45338
2019-10-31,44859
2019-11-01,44859
2019-11-02,44107
2019-11-03,42904
2019-11-04,42904
2019-11-05,42994
2019-11-06,42994
2019-11-07,43414
2019-11-08,43414
2019-11-09,43491
2019-11-10,43568
2019-11-11,43272
2019-11-12,43272
2019-11-13,43695
2019-11-14,43695
2019-11-15,43711
2019-11-16,44427
2019-11-17,44427
2019-11-18,44502
2019-11-19,44502
2019-11-20,43846
2019-11-21,43846
2019-11-22,44194
2019-11-23,44192
2019-11-24,44276
2019-11-25,43777
2019-11-26,43157
2019-11-27,43157
2019-11-28,43472
2019-11-29,43472
2019-11-30,44321
2019-12-01,44321
2019-12-02,44239
2019-12-03,44022
2019-12-04,44476
2019-12-05,44476
2019-12-06,44305
2019-12-07,44305
2019-12-08,44157
2019-12-09,44157
2019-12-10,43692
2019-12-11,43692
2019-12-12,43627
2019-12-13,43627
2019-12-14,43389
2019-12-15,43323
2019-12-16,43381
2019-12-17,43167
2019-12-18,43167
2019-12-19,43085
2019-12-20,42717
2019-12-21,42620
2019-12-22,41998
2019-12-23,41998
2019-12-24,41663
2019-12-25,41600
2019-12-26,41600
2019-12-27,41751
2019-12-28,41851
2019-12-29,41851
2019-12-30,41525
2019-12-31,41855
2020-01-01,42144
2020-01-02,42172
2020-01-03,42172
2020-01-04,41979
2020-01-05,42256
2020-01-06,42256
2020-01-07,42911
2020-01-08,42911
2020-01-09,43349
2020-01-10,43579
2020-01-11,44379
2020-01-12,44610
2020-01-13,44610
2020-01-14,45094
2020-01-15,45902
2020-01-16,46362
2020-01-17,46278
2020-01-18,46278
2020-01-19,46611
2020-01-20,46965
2020-01-21,46965
2020-01-22,47445
2020-01-23,47445
2020-01-24,48533
2020-01-25,48533
2020-01-26,49446
2020-01-27,49438
2020-01-28,49438
2020-01-29,49721
2020-01-30,49947
2020-01-31,49947
2020-02-01,50286
2020-02-02,50518
2020-02-03,50542
2020-02-04,49521
2020-02-05,49521
2020-02-06,48699
2020-02-07,48699
2020-02-08,48955
2020-02-09,48955
2020-02-10,48461
2020-02-11,48461
2020-02-12,49038
2020-02-13,49038
2020-02-14,50648
2020-02-15,50648
2020-02-16,50756
2020-02-17,51164
2020-02-18,51081
2020-02-19,51081
2020-02-20,51315
2020-02-21,51315
2020-02-22,51055
2020-02-23,50854
2020-02-24,51399
2020-02-25,51399
2020-02-26,50730
2020-02-27,50730
2020-02-28,50346
2020-02-29,50346
2020-03-01,49625
2020-03-02,49415
2020-03-03,48523
2020-03-04,48523
2020-03-05,47857
2020-03-06,47857
2020-03-07,47210
2020-03-08,47210
2020-03-09,46893
2020-03-10,45138
2020-03-11,45138
2020-03-12,43981
2020-03-13,43981
2020-03-14,43589
2020-03-15,43488
2020-03-16,43330
2020-03-17,42260
2020-03-18,41747
2020-03-19,41277
2020-03-20,40469
2020-03-21,39461
2020-03-22,39084
2020-03-23,38263
2020-03-24,37860
2020-03-25,37306
2020-03-26,37191
2020-03-27,37280
2020-03-28,37164
2020-03-29,36988
2020-03-30,37368
2020-03-31,37679
2020-04-01,36977
2020-04-02,36393
2020-04-03,36393
2020-04-04,36300
2020-04-05,36622
2020-04-06,36247
2020-04-07,35771
2020-04-08,35823
2020-04-09,35920
2020-04-10,35920
2020-04-11,35617
2020-04-12,35769
2020-04-13,35787
2020-04-14,36070
2020-04-15,36740
2020-04-16,36740
2020-04-17,36994
2020-04-18,37137
2020-04-19,37415
2020-04-20,37189
2020-04-21,37950
2020-04-22,37657
2020-04-23,36697
2020-04-24,36163
2020-04-25,36065
2020-04-26,35222
2020-04-27,34048
2020-04-28,33745
2020-04-29,34069
2020-04-30,34356
2020-05-01,35164
2020-05-02,34914
2020-05-03,34556
2020-05-04,33778
2020-05-05,32970
2020-05-06,32252
2020-05-07,32471
2020-05-08,33057
2020-05-09,33326
2020-05-10,33160
2020-05-11,33204
2020-05-12,33432
2020-05-13,33843
