date_obj,Mithril%20sq%20shield price
2015-09-03,774
2015-09-04,745
2015-09-05,745
2015-09-06,771
2015-09-07,768
2015-09-08,767
2015-09-09,764
2015-09-10,759
2015-09-11,765
2015-09-12,778
2015-09-13,774
2015-09-14,767
2015-09-15,770
2015-09-16,770
2015-09-17,766
2015-09-18,779
2015-09-19,769
2015-09-20,758
2015-09-21,757
2015-09-22,768
2015-09-23,775
2015-09-24,775
2015-09-25,793
2015-09-27,778
2015-09-28,773
2015-09-29,770
2015-09-30,761
2015-10-05,775
2015-10-06,767
2015-10-07,771
2015-10-08,789
2015-10-09,781
2015-10-10,781
2015-10-11,784
2015-10-12,788
2015-10-13,788
2015-10-14,779
2015-10-15,782
2015-10-16,777
2015-10-17,777
2015-10-18,768
2015-10-19,749
2015-10-20,730
2015-10-22,716
2015-10-23,728
2015-10-24,736
2015-10-25,745
2015-10-26,749
2015-10-27,749
2015-10-29,742
2015-10-30,750
2015-10-31,749
2015-11-01,749
2015-11-02,741
2015-11-03,751
2015-11-04,758
2015-11-05,764
2015-11-06,755
2015-11-07,767
2015-11-08,767
2015-11-09,770
2015-11-10,773
2015-11-11,768
2015-11-12,773
2015-11-13,780
2015-11-14,787
2015-11-15,789
2015-11-16,798
2015-11-17,807
2015-11-18,814
2015-11-19,814
2015-11-20,813
2015-11-21,813
2015-11-22,801
2015-11-23,801
2015-11-24,799
2015-11-25,796
2015-11-26,796
2015-11-27,791
2015-11-28,797
2015-11-29,800
2015-11-30,796
2015-12-01,793
2015-12-02,797
2015-12-03,797
2015-12-04,791
2015-12-05,809
2015-12-06,800
2015-12-07,784
2015-12-08,798
2015-12-09,807
2015-12-10,806
2015-12-11,806
2015-12-12,794
2015-12-13,778
2015-12-14,778
2015-12-15,786
2015-12-16,782
2015-12-17,780
2015-12-18,783
2015-12-19,791
2015-12-20,799
2015-12-21,790
2015-12-22,794
2015-12-23,803
2015-12-24,799
2015-12-25,793
2015-12-26,800
2015-12-27,797
2015-12-28,780
2015-12-29,768
2015-12-30,783
2015-12-31,775
2016-01-01,782
2016-01-02,787
2016-01-03,778
2016-01-04,789
2016-01-05,785
2016-01-06,800
2016-01-07,798
2016-01-08,801
2016-01-09,793
2016-01-10,794
2016-01-11,803
2016-01-12,801
2016-01-13,802
2016-01-14,804
2016-01-15,810
2016-01-16,812
2016-01-17,808
2016-01-18,814
2016-01-19,810
2016-01-20,812
2016-01-21,802
2016-01-22,792
2016-01-23,798
2016-01-24,793
2016-01-25,803
2016-01-26,796
2016-01-27,798
2016-01-28,798
2016-01-29,791
2016-01-30,791
2016-01-31,801
2016-02-01,803
2016-02-02,803
2016-02-03,806
2016-02-04,805
2016-02-05,788
2016-02-06,793
2016-02-07,800
2016-02-08,787
2016-02-09,786
2016-02-10,793
2016-02-11,789
2016-02-12,794
2016-02-13,797
2016-02-14,780
2016-02-15,782
2016-02-16,772
2016-02-17,771
2016-02-18,749
2016-02-19,720
2016-02-20,717
2016-02-21,721
2016-02-22,721
2016-02-23,729
2016-02-24,749
2016-02-25,766
2016-02-26,766
2016-02-27,768
2016-02-28,778
2016-02-29,780
2016-03-01,759
2016-03-02,756
2016-03-03,739
2016-03-04,725
2016-03-05,724
2016-03-06,731
2016-03-07,741
2016-03-08,741
2016-03-09,751
2016-03-10,787
2016-03-11,787
2016-03-12,775
2016-03-13,780
2016-03-14,781
2016-03-15,784
2016-03-16,785
2016-03-17,790
2016-03-18,792
2016-03-19,786
2016-03-20,782
2016-03-21,784
2016-03-22,768
2016-03-23,785
2016-03-24,795
2016-03-25,793
2016-03-26,793
2016-03-27,796
2016-03-28,793
2016-03-29,787
2016-03-30,787
2016-03-31,780
2016-04-01,787
2016-04-02,796
2016-04-03,778
2016-04-04,773
2016-04-05,771
2016-04-06,774
2016-04-07,773
2016-04-08,780
2016-04-09,785
2016-04-10,791
2016-04-11,791
2016-04-12,800
2016-04-13,791
2016-04-14,785
2016-04-15,783
2016-04-16,797
2016-04-17,788
2016-04-18,787
2016-04-19,787
2016-04-20,789
2016-04-21,789
2016-04-22,789
2016-04-23,796
2016-04-24,794
2016-04-25,780
2016-04-26,775
2016-04-27,770
2016-04-28,770
2016-04-29,759
2016-04-30,739
2016-05-01,746
2016-05-02,761
2016-05-03,766
2016-05-04,768
2016-05-05,761
2016-05-06,761
2016-05-07,752
2016-05-08,774
2016-05-09,750
2016-05-10,732
2016-05-11,719
2016-05-12,719
2016-05-13,731
2016-05-14,744
2016-05-15,749
2016-05-16,747
2016-05-17,745
2016-05-18,754
2016-05-19,759
2016-05-22,763
2016-05-23,762
2016-05-24,764
2016-05-25,764
2016-05-26,765
2016-05-27,760
2016-05-28,760
2016-05-29,752
2016-05-30,766
2016-05-31,769
2016-06-01,772
2016-06-02,773
2016-06-03,765
2016-06-04,775
2016-06-05,779
2016-06-06,795
2016-06-07,788
2016-06-08,793
2016-06-09,785
2016-06-10,784
2016-06-11,779
2016-06-12,763
2016-06-13,773
2016-06-14,763
2016-06-15,772
2016-06-16,777
2016-06-17,774
2016-06-18,768
2016-06-19,768
2016-06-20,760
2016-06-21,767
2016-06-22,766
2016-06-23,760
2016-06-24,762
2016-06-25,759
2016-06-26,759
2016-06-27,759
2016-06-28,764
2016-06-29,755
2016-06-30,756
2016-07-01,746
2016-07-02,766
2016-07-03,768
2016-07-04,771
2016-07-05,774
2016-07-06,773
2016-07-07,774
2016-07-08,782
2016-07-09,778
2016-07-10,780
2016-07-11,777
2016-07-12,754
2016-07-13,767
2016-07-14,766
2016-07-15,778
2016-07-16,784
2016-07-17,790
2016-07-18,800
2016-07-23,787
2016-07-24,786
2016-07-25,798
2016-07-26,792
2016-07-27,818
2016-07-28,809
2016-07-29,806
2016-07-30,788
2016-07-31,788
2016-08-01,799
2016-08-02,797
2016-08-03,793
2016-08-04,775
2016-08-05,776
2016-08-06,772
2016-08-07,753
2016-08-08,751
2016-08-09,751
2016-08-10,746
2016-08-11,766
2016-08-12,772
2016-08-13,768
2016-08-14,786
2016-08-15,776
2016-08-16,792
2016-08-17,802
2016-08-18,785
2016-08-19,757
2016-08-20,763
2016-08-21,753
2016-08-22,762
2016-08-23,750
2016-08-24,756
2016-08-25,776
2016-08-26,776
2016-08-28,767
2016-08-31,755
2016-09-01,745
2016-09-02,745
2016-09-03,741
2016-09-04,732
2016-09-05,742
2016-09-06,743
2016-09-07,728
2016-09-08,695
2016-09-09,671
2016-09-10,705
2016-09-11,705
2016-09-12,739
2016-09-13,757
2016-09-14,757
2016-09-15,755
2016-09-16,755
2016-09-17,747
2016-09-18,749
2016-09-19,746
2016-09-20,746
2016-09-21,745
2016-09-22,749
2016-09-23,739
2016-09-24,739
2016-09-25,738
2016-09-26,738
2016-09-27,738
2016-09-28,744
2016-09-29,748
2016-09-30,754
2016-10-01,754
2016-10-02,754
2016-10-03,755
2016-10-04,770
2016-10-05,761
2016-10-06,762
2016-10-07,762
2016-10-08,762
2016-10-09,762
2016-10-10,763
2016-10-11,773
2016-10-12,767
2016-10-13,768
2016-10-14,769
2016-10-15,775
2016-10-16,776
2016-10-17,776
2016-10-18,772
2016-10-19,772
2016-10-20,780
2016-10-21,777
2016-10-22,777
2016-10-23,775
2016-10-24,770
2016-10-25,770
2016-10-26,760
2016-10-27,737
2016-10-28,746
2016-10-29,740
2016-10-30,743
2016-10-31,740
2016-11-01,740
2016-11-02,749
2016-11-03,732
2016-11-04,742
2016-11-05,742
2016-11-06,751
2016-11-07,777
2016-11-08,773
2016-11-09,771
2016-11-10,762
2016-11-11,762
2016-11-12,761
2016-11-13,748
2016-11-14,750
2016-12-07,760
2016-12-08,764
2016-12-09,754
2016-12-10,763
2016-12-11,760
2016-12-12,758
2016-12-13,767
2016-12-14,761
2016-12-15,761
2016-12-16,765
2016-12-17,774
2016-12-18,792
2016-12-19,773
2016-12-20,786
2016-12-21,783
2016-12-22,780
2016-12-23,768
2016-12-24,763
2016-12-25,758
2016-12-26,753
2016-12-27,746
2016-12-28,746
2016-12-29,757
2016-12-30,748
2016-12-31,748
2017-01-01,747
2017-01-02,745
2017-01-03,738
2017-01-04,722
2017-01-05,710
2017-01-06,732
2017-01-07,724
2017-01-08,720
2017-01-09,735
2017-01-10,737
2017-01-11,747
2017-01-12,742
2017-01-13,760
2017-01-14,751
2017-01-15,745
2017-01-16,739
2017-01-17,741
2017-01-18,744
2017-01-19,757
2017-01-20,750
2017-01-21,756
2017-01-22,774
2017-01-27,760
2017-01-28,758
2017-01-29,743
2017-01-30,752
2017-01-31,745
2017-02-01,740
2017-02-02,737
2017-02-03,741
2017-02-04,747
2017-02-05,741
2017-02-06,742
2017-02-07,742
2017-02-08,756
2017-02-09,756
2017-02-10,736
2017-02-11,737
2017-02-12,727
2017-02-13,743
2017-02-14,759
2017-02-15,749
2017-02-16,757
2017-02-18,731
2017-02-19,736
2017-02-20,735
2017-02-21,731
2017-02-22,739
2017-02-23,733
2017-02-24,728
2017-02-25,729
2017-02-26,724
2017-02-27,724
2017-02-28,722
2017-03-01,722
2017-03-02,724
2017-03-03,733
2017-03-04,741
2017-03-05,746
2017-03-06,747
2017-03-07,732
2017-03-08,738
2017-03-09,729
2017-03-10,746
2017-03-11,739
2017-03-12,740
2017-03-13,744
2017-03-14,744
2017-03-15,748
2017-03-16,743
2017-03-17,748
2017-03-18,744
2017-03-19,743
2017-03-20,757
2017-03-21,745
2017-03-22,743
2017-03-23,744
2017-03-24,761
2017-03-25,751
2017-03-26,752
2017-03-27,763
2017-03-28,766
2017-03-29,761
2017-03-30,771
2017-03-31,755
2017-04-01,755
2017-04-02,760
2017-04-03,760
2017-04-04,772
2017-04-12,746
2017-04-13,754
2017-04-14,757
2017-04-15,764
2017-04-16,764
2017-04-17,763
2017-04-18,768
2017-04-19,774
2017-04-20,770
2017-04-21,746
2017-04-22,738
2017-04-23,760
2017-04-24,775
2017-04-25,792
2017-04-26,783
2017-04-27,764
2017-04-28,772
2017-04-29,770
2017-04-30,744
2017-05-01,735
2017-05-02,741
2017-05-03,735
2017-05-04,749
2017-05-05,748
2017-05-06,742
2017-05-07,740
2017-05-08,756
2017-05-09,761
2017-05-10,777
2017-05-11,760
2017-05-12,763
2017-05-13,747
2017-05-14,742
2017-05-15,741
2017-05-16,742
2017-05-17,743
2017-05-18,755
2017-05-19,741
2017-05-20,730
2017-05-21,730
2017-05-22,736
2017-05-23,748
2017-05-24,730
2017-05-25,759
2017-05-26,754
2017-05-27,745
2017-05-28,750
2017-05-29,739
2017-05-30,739
2017-05-31,732
2017-06-01,743
2017-06-02,751
2017-06-03,750
2017-06-06,750
2017-06-07,744
2017-06-08,739
2017-06-09,749
2017-06-10,744
2017-06-11,755
2017-06-12,775
2017-06-13,770
2017-06-14,768
2017-06-15,771
2017-06-16,764
2017-06-17,772
2017-06-18,766
2017-06-19,766
2017-06-20,751
2017-06-21,749
2017-06-22,753
2017-06-23,759
2017-06-24,743
2017-06-25,738
2017-06-26,740
2017-06-27,740
2017-06-28,741
2017-06-29,757
2017-06-30,755
2017-07-01,755
2017-07-02,747
2017-07-03,747
2017-07-04,744
2017-07-05,744
2017-07-06,753
2017-07-07,747
2017-07-08,744
2017-07-13,741
2017-07-14,750
2017-07-15,742
2017-07-16,746
2017-07-17,744
2017-07-18,756
2017-07-19,755
2017-07-20,755
2017-07-21,755
2017-07-22,751
2017-07-23,739
2017-07-24,739
2017-07-25,745
2017-07-26,756
2017-07-27,761
2017-07-28,753
2017-07-29,751
2017-07-30,769
2017-07-31,778
2017-08-01,777
2017-08-02,779
2017-08-03,782
2017-08-04,771
2017-08-05,756
2017-08-06,767
2017-08-09,755
2017-08-10,743
2017-08-11,742
2017-08-12,752
2017-08-13,751
2017-08-14,756
2017-08-15,744
2017-08-16,741
2017-08-17,745
2017-08-18,755
2017-08-19,751
2017-08-20,756
2017-08-21,760
2017-08-22,773
2017-08-23,786
2017-08-24,780
2017-08-25,782
2017-08-26,776
2017-08-27,772
2017-08-28,781
2017-08-29,757
2017-08-30,757
2017-08-31,754
2017-09-01,760
2017-09-02,765
2017-09-03,757
2017-09-04,764
2017-09-05,766
2017-09-06,771
2017-09-07,753
2017-09-08,729
2017-09-09,743
2017-09-10,742
2017-09-11,752
2017-09-12,749
2017-09-13,738
2017-09-14,732
2017-09-15,732
2017-09-16,738
2017-09-17,733
2017-09-19,759
2017-09-20,779
2017-09-21,811
2017-09-22,794
2017-09-23,755
2017-09-24,725
2017-09-25,743
2017-09-26,771
2017-09-27,779
2017-09-28,772
2017-09-29,781
2017-09-30,780
2017-10-01,773
2017-10-02,764
2017-10-03,762
2017-10-04,762
2017-10-05,740
2017-10-06,733
2017-10-07,740
2017-10-08,740
2017-10-09,739
2017-10-10,753
2017-10-11,750
2017-10-12,737
2017-10-13,740
2017-10-14,741
2017-10-15,734
2017-10-16,735
2017-10-17,734
2017-10-18,735
2017-10-19,730
2017-10-20,742
2017-10-21,738
2017-10-22,738
2017-10-24,730
2017-10-25,739
2017-10-26,740
2017-10-27,736
2017-10-28,736
2017-10-29,737
2017-10-30,729
2017-10-31,721
2017-11-01,721
2017-11-02,729
2017-11-03,732
2017-11-04,732
2017-11-05,745
2017-11-06,746
2017-11-07,746
2017-11-08,763
2017-11-09,761
2017-11-10,753
2017-11-11,752
2017-11-12,730
2017-11-13,726
2017-11-14,728
2017-11-15,736
2017-11-16,741
2017-11-17,747
2017-11-18,740
2017-11-19,749
2017-11-20,763
2017-11-21,769
2017-11-22,787
2017-11-23,791
2017-11-24,790
2017-11-25,795
2017-11-26,791
2017-11-27,791
2017-11-28,795
2017-11-29,790
2017-11-30,764
2017-12-01,747
2017-12-02,739
2017-12-03,742
2017-12-04,754
2017-12-05,787
2017-12-06,824
2017-12-07,824
2017-12-08,825
2017-12-09,828
2017-12-10,825
2017-12-11,824
2017-12-12,824
2017-12-14,822
2017-12-15,826
2017-12-17,805
2017-12-18,773
2017-12-19,756
2017-12-20,753
2017-12-21,760
2017-12-22,786
2017-12-23,801
2017-12-24,799
2017-12-25,765
2017-12-26,741
2017-12-27,726
2017-12-28,725
2017-12-29,726
2017-12-30,725
2017-12-31,743
2018-01-01,727
2018-01-02,712
2018-01-03,733
2018-01-04,729
2018-01-05,734
2018-01-06,735
2018-01-07,730
2018-01-08,739
2018-01-09,736
2018-01-10,738
2018-01-11,733
2018-01-12,737
2018-01-13,723
2018-01-14,720
2018-01-15,726
2018-01-16,734
2018-01-17,740
2018-01-18,741
2018-01-19,748
2018-01-20,746
2018-01-21,739
2018-01-22,731
2018-01-23,747
2018-01-25,745
2018-01-26,747
2018-01-27,744
2018-01-28,747
2018-01-29,742
2018-01-31,808
2018-02-01,839
2018-02-02,798
2018-02-03,780
2018-02-04,770
2018-02-05,769
2018-02-06,757
2018-02-07,742
2018-02-08,737
2018-02-09,740
2018-02-10,739
2018-02-11,742
2018-02-12,742
2018-02-13,726
2018-02-14,743
2018-02-15,766
2018-02-16,801
2018-02-17,798
2018-02-18,801
2018-02-19,800
2018-02-20,788
2018-02-21,790
2018-02-22,800
2018-02-23,815
2018-02-24,787
2018-02-25,778
2018-02-26,760
2018-02-27,739
2018-03-01,739
2018-03-02,732
2018-03-03,730
2018-03-04,735
2018-03-05,756
2018-03-06,731
2018-03-07,729
2018-03-08,733
2018-03-09,731
2018-03-10,728
2018-03-11,727
2018-03-12,730
2018-03-13,728
2018-03-14,721
2018-03-15,735
2018-03-16,730
2018-03-17,728
2018-03-18,732
2018-03-19,735
2018-03-20,735
2018-03-21,747
2018-03-23,745
2018-03-24,746
2018-03-26,745
2018-03-27,740
2018-03-28,752
2018-03-29,749
2018-03-30,757
2018-03-31,761
2018-04-01,759
2018-04-02,760
2018-04-03,739
2018-04-04,745
2018-04-05,748
2018-04-06,745
2018-04-07,738
2018-04-08,744
2018-04-09,753
2018-04-10,740
2018-04-11,772
2018-04-12,758
2018-04-13,760
2018-04-14,761
2018-04-15,744
2018-04-16,753
2018-04-17,751
2018-04-18,746
2018-04-19,743
2018-04-20,753
2018-04-21,737
2018-04-22,757
2018-04-23,736
2018-04-24,737
2018-04-25,734
2018-04-26,732
2018-04-27,732
2018-04-28,759
2018-04-29,743
2018-04-30,737
2018-05-01,744
2018-05-04,756
2018-05-05,740
2018-05-06,745
2018-05-07,741
2018-05-08,747
2018-05-09,743
2018-05-10,737
2018-05-11,739
2018-05-12,733
2018-05-13,716
2018-05-14,732
2018-05-15,732
2018-05-16,742
2018-05-17,744
2018-05-18,746
2018-05-19,741
2018-05-20,744
2018-05-21,750
2018-05-22,751
2018-05-23,748
2018-05-24,742
2018-05-25,738
2018-05-26,741
2018-05-27,746
2018-05-28,746
2018-05-29,752
2018-05-30,782
2018-05-31,750
2018-06-01,754
2018-06-02,743
2018-06-03,727
2018-06-04,749
2018-06-05,746
2018-06-06,753
2018-06-07,780
2018-06-08,760
2018-06-09,740
2018-06-10,732
2018-06-11,748
2018-06-12,744
2018-06-13,750
2018-06-14,751
2018-06-15,757
2018-06-16,749
2018-06-17,752
2018-06-18,752
2018-06-19,754
2018-06-20,760
2018-06-21,770
2018-06-22,771
2018-06-23,755
2018-06-24,747
2018-06-25,764
2018-06-26,755
2018-06-27,749
2018-06-28,750
2018-06-29,751
2018-06-30,751
2018-07-01,737
2018-07-02,745
2018-07-03,752
2018-07-04,744
2018-07-05,747
2018-07-06,748
2018-07-07,749
2018-07-08,749
2018-07-09,757
2018-07-10,764
2018-07-11,752
2018-07-12,740
2018-07-13,743
2018-07-14,750
2018-07-15,758
2018-07-16,741
2018-07-17,742
2018-07-18,741
2018-07-19,743
2018-07-20,753
2018-07-21,747
2018-07-22,749
2018-07-23,749
2018-07-24,749
2018-07-25,747
2018-07-26,749
2018-07-27,738
2018-07-28,745
2018-07-29,750
2018-07-30,748
2018-07-31,747
2018-08-01,743
2018-08-02,736
2018-08-03,739
2018-08-04,743
2018-08-05,750
2018-08-06,748
2018-08-07,745
2018-08-08,741
2018-08-09,745
2018-08-10,734
2018-08-11,724
2018-08-12,726
2018-08-14,706
2018-08-16,704
2018-08-17,712
2018-08-18,702
2018-08-19,716
2018-08-20,724
2018-08-21,723
2018-08-22,715
2018-08-23,717
2018-08-24,716
2018-08-25,723
2018-08-26,725
2018-08-27,727
2018-08-28,718
2018-08-29,702
2018-08-30,700
2018-08-31,717
2018-09-01,709
2018-09-02,708
2018-09-03,702
2018-09-04,702
2018-09-05,702
2018-09-06,669
2018-09-07,700
2018-09-08,711
2018-09-09,708
2018-09-10,707
2018-09-11,718
2018-09-12,721
2018-09-13,725
2018-09-14,728
2018-09-15,727
2018-09-16,721
2018-09-17,716
2018-09-18,714
2018-09-19,726
2018-09-20,719
2018-09-21,712
2018-09-22,714
2018-09-23,712
2018-09-24,711
2018-09-25,724
2018-09-26,722
2018-09-27,707
2018-09-28,716
2018-09-29,710
2018-09-30,705
2018-10-02,704
2018-10-03,721
2018-10-04,711
2018-10-05,696
2018-10-06,687
2018-10-07,709
2018-10-08,697
2018-10-09,699
2018-10-10,715
2018-10-11,696
2018-10-12,717
2018-10-13,720
2018-10-14,726
2018-10-15,739
2018-10-16,725
2018-10-17,720
2018-10-18,706
2018-10-19,716
2018-10-20,742
2018-10-21,720
2018-10-22,714
2018-10-23,706
2018-10-24,721
2018-10-25,726
2018-10-26,723
2018-10-27,713
2018-10-28,724
2018-10-29,728
2018-10-30,722
2018-10-31,724
2018-11-01,739
2018-11-03,721
2018-11-04,729
2018-11-05,739
2018-11-06,737
2018-11-07,751
2018-11-08,748
2018-11-09,757
2018-11-10,733
2018-11-11,724
2018-11-12,724
2018-11-13,739
2018-11-14,747
2018-11-15,729
2018-11-16,721
2018-11-17,708
2018-11-18,698
2018-11-19,710
2018-11-20,710
2018-11-21,708
2018-11-22,703
2018-11-23,692
2018-11-24,686
2018-11-25,683
2018-11-26,689
2018-11-27,685
2018-11-28,694
2018-11-29,694
2018-12-01,694
2018-12-02,696
2018-12-03,683
2018-12-04,687
2018-12-05,701
2018-12-07,711
2018-12-09,714
2018-12-10,722
2018-12-11,731
2018-12-12,726
2018-12-13,736
2018-12-14,719
2018-12-15,712
2018-12-16,714
2018-12-17,726
2018-12-18,732
2018-12-19,711
2018-12-20,728
2018-12-21,717
2018-12-22,726
2018-12-23,717
2018-12-24,728
2018-12-25,726
2018-12-26,741
2018-12-27,724
2018-12-28,700
2018-12-29,707
2018-12-30,698
2018-12-31,694
2019-01-01,687
2019-01-02,685
2019-01-03,702
2019-01-04,687
2019-01-05,702
2019-01-06,692
2019-01-08,703
2019-01-10,690
2019-01-11,680
2019-01-12,693
2019-01-13,709
2019-01-14,700
2019-01-15,704
2019-01-16,700
2019-01-17,723
2019-01-18,714
2019-01-19,699
2019-01-20,712
2019-01-21,695
2019-01-22,682
2019-01-23,692
2019-01-24,691
2019-01-25,692
2019-01-26,702
2019-01-28,689
2019-01-29,696
2019-01-30,693
2019-01-31,699
2019-02-01,704
2019-02-02,702
2019-02-03,701
2019-02-04,697
2019-02-05,708
2019-02-06,707
2019-02-07,709
2019-02-08,711
2019-02-09,701
2019-02-10,716
2019-02-11,720
2019-02-12,721
2019-02-13,722
2019-02-14,725
2019-02-15,718
2019-02-16,711
2019-02-17,715
2019-02-18,723
2019-02-19,725
2019-02-20,727
2019-02-21,723
2019-02-22,732
2019-02-23,731
2019-02-24,737
2019-02-25,738
2019-02-26,736
2019-02-27,730
2019-02-28,732
2019-03-01,733
2019-03-02,731
2019-03-03,731
2019-03-04,726
2019-03-05,734
2019-03-06,733
2019-03-07,738
2019-03-08,736
2019-03-09,726
2019-03-10,714
2019-03-11,713
2019-03-12,715
2019-03-13,719
2019-03-14,715
2019-03-15,724
2019-03-16,718
2019-03-17,709
2019-03-18,715
2019-03-19,726
2019-03-20,729
2019-03-21,719
2019-03-22,706
2019-03-23,705
2019-03-24,706
2019-03-25,710
2019-03-26,710
2019-03-27,713
2019-03-28,712
2019-03-29,720
2019-03-30,702
2019-03-31,694
2019-04-01,706
2019-04-02,699
2019-04-03,711
2019-04-04,706
2019-04-05,711
2019-04-06,710
2019-04-07,715
2019-04-08,701
2019-04-09,695
2019-04-10,714
2019-04-11,724
2019-04-12,730
2019-04-13,720
2019-04-14,709
2019-04-15,691
2019-04-16,700
2019-04-17,705
2019-04-18,706
2019-04-19,708
2019-04-20,709
2019-04-21,699
2019-04-22,703
2019-04-23,704
2019-04-24,706
2019-04-25,715
2019-04-26,703
2019-04-27,712
2019-04-28,705
2019-04-29,708
2019-04-30,716
2019-05-01,717
2019-05-02,721
2019-05-03,709
2019-05-04,704
2019-05-05,706
2019-05-06,715
2019-05-07,717
2019-05-08,719
2019-05-09,710
2019-05-10,714
2019-05-11,713
2019-05-12,712
2019-05-13,715
2019-05-14,724
2019-05-15,717
2019-05-16,706
2019-05-17,706
2019-05-18,716
2019-05-19,704
2019-05-20,709
2019-05-21,720
2019-05-22,707
2019-05-23,702
2019-05-24,704
2019-05-25,693
2019-05-26,704
2019-05-27,712
2019-05-28,709
2019-05-29,706
2019-05-30,703
2019-05-31,705
2019-06-01,702
2019-06-02,692
2019-06-03,706
2019-06-04,716
2019-06-05,719
2019-06-06,725
2019-06-07,725
2019-06-08,714
2019-06-09,716
2019-06-10,710
2019-06-11,704
2019-06-12,718
2019-06-13,706
2019-06-14,709
2019-06-15,714
2019-06-16,714
2019-06-17,710
2019-06-18,696
2019-06-19,693
2019-06-20,691
2019-06-21,718
2019-06-22,714
2019-06-23,713
2019-06-24,706
2019-06-25,698
2019-06-26,697
2019-06-27,709
2019-06-28,715
2019-06-29,711
2019-06-30,697
2019-07-01,715
2019-07-02,719
2019-07-03,725
2019-07-04,725
2019-07-05,727
2019-07-06,724
2019-07-07,721
2019-07-08,704
2019-07-09,706
2019-07-10,720
2019-07-11,720
2019-07-12,716
2019-07-13,729
2019-07-14,737
2019-07-15,721
2019-07-16,715
2019-07-17,715
2019-07-18,696
2019-07-19,686
2019-07-20,689
2019-07-21,688
2019-07-22,702
2019-07-23,703
2019-07-24,687
2019-07-25,682
2019-07-26,681
2019-07-27,667
2019-07-28,673
2019-07-29,683
2019-07-30,694
2019-07-31,694
2019-08-01,687
2019-08-02,684
2019-08-03,680
2019-08-04,669
2019-08-05,672
2019-08-06,674
2019-08-07,671
2019-08-08,656
2019-08-09,653
2019-08-10,653
2019-08-11,650
2019-08-12,653
2019-08-13,665
2019-08-14,670
2019-08-15,675
2019-08-16,664
2019-08-17,688
2019-08-18,692
2019-08-19,696
2019-08-20,699
2019-08-21,696
2019-08-22,689
2019-08-23,713
2019-08-24,697
2019-08-24,697
2019-08-25,677
2019-08-25,677
2019-08-26,679
2019-08-26,679
2019-08-27,667
2019-08-27,667
2019-08-28,664
2019-08-29,667
2019-08-30,675
2019-08-31,659
2019-09-01,661
2019-09-02,654
2019-09-03,663
2019-09-04,656
2019-09-05,684
