date_obj,White%20sq%20shield price
2015-08-25,17139
2015-08-26,17139
2015-08-27,17139
2015-08-28,17139
2015-08-29,17139
2015-08-30,17139
2015-08-31,17139
2015-09-01,17139
2015-09-02,17139
2015-09-03,17139
2015-09-04,17139
2015-09-05,17139
2015-09-06,17139
2015-09-07,17139
2015-09-08,17139
2015-09-09,17139
2015-09-10,17139
2015-09-11,17139
2015-09-12,17139
2015-09-13,17139
2015-09-14,17139
2015-09-15,17139
2015-09-16,17139
2015-09-17,17139
2015-09-18,17139
2015-09-19,17139
2015-09-20,17139
2015-09-21,17139
2015-09-22,17139
2015-09-23,17139
2015-09-24,17139
2015-09-25,17139
2015-09-27,17139
2015-09-28,17139
2015-09-29,17139
2015-09-30,17139
2015-10-05,17139
2015-10-06,17139
2015-10-07,17139
2015-10-08,17139
2015-10-09,17139
2015-10-10,17139
2015-10-11,17139
2015-10-12,17139
2015-10-13,17139
2015-10-14,17139
2015-10-15,17139
2015-10-16,17139
2015-10-17,17139
2015-10-18,17139
2015-10-19,17139
2015-10-20,17139
2015-10-22,17139
2015-10-23,17139
2015-10-24,17139
2015-10-25,17139
2015-10-26,17139
2015-10-27,17139
2015-10-29,17139
2015-10-30,17139
2015-10-31,17139
2015-11-01,17139
2015-11-02,17139
2015-11-03,17139
2015-11-04,17139
2015-11-05,17139
2015-11-06,17139
2015-11-07,17139
2015-11-08,17139
2015-11-09,17139
2015-11-10,17139
2015-11-11,17139
2015-11-12,17139
2015-11-13,17139
2015-11-14,17139
2015-11-15,17139
2015-11-16,17139
2015-11-17,17139
2015-11-18,17139
2015-11-19,17139
2015-11-20,17139
2015-11-21,17139
2015-11-22,17139
2015-11-23,17139
2015-11-24,17139
2015-11-25,17139
2015-11-26,17139
2015-11-27,17139
2015-11-28,17139
2015-11-29,17139
2015-11-30,17139
2015-12-01,17139
2015-12-02,17139
2015-12-03,17139
2015-12-04,17139
2015-12-05,17139
2015-12-06,17139
2015-12-07,17139
2015-12-08,17139
2015-12-09,17405
2015-12-10,17405
2015-12-11,17405
2015-12-13,17405
2015-12-14,17405
2015-12-15,17405
2015-12-16,17405
2015-12-17,17405
2015-12-18,17405
2015-12-19,17405
2015-12-20,17405
2015-12-21,17405
2015-12-22,17405
2015-12-23,17405
2015-12-24,17405
2015-12-25,17405
2015-12-26,17405
2015-12-27,17405
2015-12-28,17405
2015-12-29,17405
2015-12-30,17405
2015-12-31,17405
2016-01-01,17405
2016-01-02,17405
2016-01-03,17405
2016-01-04,17405
2016-01-05,17405
2016-01-06,17405
2016-01-07,17405
2016-01-08,17405
2016-01-09,17405
2016-01-10,17405
2016-01-11,17405
2016-01-12,17405
2016-01-13,17405
2016-01-14,17405
2016-01-15,17405
2016-01-16,17405
2016-01-17,17405
2016-01-18,17405
2016-01-19,17405
2016-01-20,17405
2016-01-21,17405
2016-01-22,17405
2016-01-23,17405
2016-01-24,17405
2016-01-25,17405
2016-01-26,17405
2016-01-27,17405
2016-01-28,17405
2016-01-29,17405
2016-01-30,17405
2016-01-31,17405
2016-02-01,17405
2016-02-02,17405
2016-02-03,17405
2016-02-04,17405
2016-02-05,17405
2016-02-06,17405
2016-02-07,17405
2016-02-08,17405
2016-02-09,17405
2016-02-10,17405
2016-02-11,17405
2016-02-12,17405
2016-02-13,17405
2016-02-14,17405
2016-02-15,17405
2016-02-16,17405
2016-02-17,17405
2016-02-18,17405
2016-02-19,17405
2016-02-20,17405
2016-02-21,17405
2016-02-22,17405
2016-02-23,17405
2016-02-24,17405
2016-02-25,17405
2016-02-26,17405
2016-02-27,17405
2016-02-28,17405
2016-02-29,17405
2016-03-01,17405
2016-03-02,17405
2016-03-03,17405
2016-03-04,16919
2016-03-05,16919
2016-03-06,16919
2016-03-07,16919
2016-03-08,16919
2016-03-09,16919
2016-03-10,16919
2016-03-11,16919
2016-03-12,16919
2016-03-13,16919
2016-03-14,16919
2016-03-15,16919
2016-03-16,16919
2016-03-17,16919
2016-03-18,16919
2016-03-19,16919
2016-03-20,16919
2016-03-21,16919
2016-03-22,16919
2016-03-23,16919
2016-03-24,16919
2016-03-25,16919
2016-03-26,16919
2016-03-27,16919
2016-03-28,16919
2016-03-29,16919
2016-03-30,16919
2016-03-31,16919
2016-04-01,16919
2016-04-02,16919
2016-04-03,16919
2016-04-04,16919
2016-04-05,16919
2016-04-06,16919
2016-04-07,16919
2016-04-08,16919
2016-04-09,16919
2016-04-10,16919
2016-04-11,16919
2016-04-12,16919
2016-04-13,16919
2016-04-14,16919
2016-04-15,16919
2016-04-16,16919
2016-04-17,16919
2016-04-18,16919
2016-04-19,16919
2016-04-20,16919
2016-04-21,16919
2016-04-22,16919
2016-04-23,16919
2016-04-24,16919
2016-04-25,16919
2016-04-26,16919
2016-04-27,16919
2016-04-28,16919
2016-04-29,16919
2016-04-30,16919
2016-05-01,16919
2016-05-02,16919
2016-05-03,16919
2016-05-04,16919
2016-05-05,16919
2016-05-06,16919
2016-05-07,16919
2016-05-08,16919
2016-05-09,16919
2016-05-10,16919
2016-05-11,16919
2016-05-12,16919
2016-05-13,16919
2016-05-14,16919
2016-05-15,16919
2016-05-16,16919
2016-05-17,16919
2016-05-18,16919
2016-05-19,16919
2016-05-22,16919
2016-05-23,16919
2016-05-24,16919
2016-05-25,16919
2016-05-26,16919
2016-05-27,16457
2016-05-28,16457
2016-05-29,16457
2016-05-30,16457
2016-05-31,16457
2016-06-01,16457
2016-06-02,16457
2016-06-03,16457
2016-06-04,16457
2016-06-05,16457
2016-06-06,16457
2016-06-07,16457
2016-06-08,16457
2016-06-09,16457
2016-06-10,16457
2016-06-11,16457
2016-06-12,16457
2016-06-13,16457
2016-06-14,16457
2016-06-15,16457
2016-06-16,16457
2016-06-17,16457
2016-06-18,16457
2016-06-19,16457
2016-06-20,16457
2016-06-21,16457
2016-06-22,16457
2016-06-23,16457
2016-06-24,16457
2016-06-25,16457
2016-06-26,16457
2016-06-27,16457
2016-06-28,16457
2016-06-29,16457
2016-06-30,16457
2016-07-01,16457
2016-07-02,16457
2016-07-03,16457
2016-07-04,16457
2016-07-05,16457
2016-07-06,16457
2016-07-07,16457
2016-07-08,16457
2016-07-09,16457
2016-07-10,16457
2016-07-11,16457
2016-07-12,16457
2016-07-13,16457
2016-07-14,16457
2016-07-15,16457
2016-07-16,16457
2016-07-17,16457
2016-07-18,16457
2016-07-24,16457
2016-07-25,16457
2016-07-26,16457
2016-07-27,16457
2016-07-28,16457
2016-07-29,16457
2016-07-30,16457
2016-07-31,16457
2016-08-01,16457
2016-08-02,16457
2016-08-03,16457
2016-08-04,16457
2016-08-05,16457
2016-08-06,16457
2016-08-07,16457
2016-08-08,16457
2016-08-09,16457
2016-08-10,16457
2016-08-11,16457
2016-08-12,16457
2016-08-13,16457
2016-08-14,16457
2016-08-15,16457
2016-08-16,16432
2016-08-17,16432
2016-08-18,16432
2016-08-19,16432
2016-08-20,16432
2016-08-21,16432
2016-08-22,16432
2016-08-23,16432
2016-08-24,16432
2016-08-25,16432
2016-08-26,16432
2016-08-28,16432
2016-08-31,16432
2016-09-01,16432
2016-09-02,16432
2016-09-03,16432
2016-09-04,16432
2016-09-05,16432
2016-09-06,16432
2016-09-07,16432
2016-09-08,16432
2016-09-09,16432
2016-09-10,16432
2016-09-11,16432
2016-09-12,16432
2016-09-13,16432
2016-09-14,16432
2016-09-15,16432
2016-09-16,16432
2016-09-17,16432
2016-09-18,16432
2016-09-19,16432
2016-09-20,16432
2016-09-21,16432
2016-09-22,16432
2016-09-23,16432
2016-09-24,16432
2016-09-25,16432
2016-09-26,16432
2016-09-27,16432
2016-09-28,16432
2016-09-29,16432
2016-09-30,16432
2016-10-01,16432
2016-10-02,16432
2016-10-03,16432
2016-10-04,16432
2016-10-05,16432
2016-10-06,16432
2016-10-07,16432
2016-10-08,16432
2016-10-09,16432
2016-10-10,16432
2016-10-11,16432
2016-10-12,16432
2016-10-13,16432
2016-10-14,16432
2016-10-15,16432
2016-10-16,16432
2016-10-17,16432
2016-10-18,16432
2016-10-19,16432
2016-10-20,16432
2016-10-21,16432
2016-10-22,16432
2016-10-23,16432
2016-10-24,16432
2016-10-25,16432
2016-10-26,16432
2016-10-27,16432
2016-10-28,16432
2016-10-29,16432
2016-10-30,16432
2016-10-31,16432
2016-11-01,16432
2016-11-02,16432
2016-11-03,16432
2016-11-04,16432
2016-11-05,16432
2016-11-06,16432
2016-11-07,16432
2016-11-08,16432
2016-11-09,16432
2016-11-10,16432
2016-11-11,16432
2016-11-12,16432
2016-11-13,16432
2016-11-14,16432
2016-12-08,16432
2016-12-09,16432
2016-12-10,16432
2016-12-11,16432
2016-12-12,16432
2016-12-13,16432
2016-12-14,16241
2016-12-15,16241
2016-12-16,16241
2016-12-17,16241
2016-12-18,16241
2016-12-19,16241
2016-12-20,16241
2016-12-21,16241
2016-12-22,16241
2016-12-23,16241
2016-12-24,16241
2016-12-25,16241
2016-12-26,16241
2016-12-27,16241
2016-12-28,16241
2016-12-29,16241
2016-12-30,16241
2016-12-31,16241
2017-01-01,16241
2017-01-02,16241
2017-01-03,16241
2017-01-04,16241
2017-01-05,16241
2017-01-06,16241
2017-01-07,16241
2017-01-08,16241
2017-01-09,16241
2017-01-10,16241
2017-01-11,16241
2017-01-12,16241
2017-01-13,16241
2017-01-14,16241
2017-01-15,16241
2017-01-16,16241
2017-01-17,16241
2017-01-18,16241
2017-01-19,16241
2017-01-20,16241
2017-01-21,16241
2017-01-22,16241
2017-01-27,16241
2017-01-28,16241
2017-01-29,16241
2017-01-30,16241
2017-01-31,16241
2017-02-01,16241
2017-02-02,16241
2017-02-03,16241
2017-02-04,16241
2017-02-05,16241
2017-02-06,16241
2017-02-07,16241
2017-02-08,16241
2017-02-09,16241
2017-02-10,16241
2017-02-11,16241
2017-02-12,16241
2017-02-13,16241
2017-02-14,16241
2017-02-15,16241
2017-02-16,16241
2017-02-18,16241
2017-02-19,16241
2017-02-20,16241
2017-02-21,16241
2017-02-22,16241
2017-02-23,16241
2017-02-24,16241
2017-02-25,16241
2017-02-26,16241
2017-02-27,16241
2017-02-28,16241
2017-03-01,16241
2017-03-02,16241
2017-03-03,16241
2017-03-04,16241
2017-03-05,16241
2017-03-06,16241
2017-03-07,16241
2017-03-08,16241
2017-03-09,16241
2017-03-10,16241
2017-03-11,16241
2017-03-12,16241
2017-03-13,16241
2017-03-14,16241
2017-03-15,16241
2017-03-16,16025
2017-03-17,16025
2017-03-18,16025
2017-03-19,16025
2017-03-20,16025
2017-03-21,16025
2017-03-22,16025
2017-03-23,16025
2017-03-24,16025
2017-03-25,16025
2017-03-26,16025
2017-03-27,16025
2017-03-28,16025
2017-03-29,16025
2017-03-30,16025
2017-03-31,16025
2017-04-01,16025
2017-04-02,16025
2017-04-03,16025
2017-04-04,16025
2017-04-12,16025
2017-04-13,16025
2017-04-14,16025
2017-04-15,16025
2017-04-16,16025
2017-04-17,16025
2017-04-18,16025
2017-04-19,16025
2017-04-20,16025
2017-04-21,16025
2017-04-22,16025
2017-04-23,16025
2017-04-24,16025
2017-04-25,16025
2017-04-26,16025
2017-04-27,16025
2017-04-28,16025
2017-04-29,16025
2017-04-30,16025
2017-05-01,16025
2017-05-02,16025
2017-05-03,16025
2017-05-04,16025
2017-05-05,16025
2017-05-06,16025
2017-05-07,16025
2017-05-08,16025
2017-05-09,16025
2017-05-10,16025
2017-05-11,16025
2017-05-12,16025
2017-05-13,16025
2017-05-14,16025
2017-05-15,16025
2017-05-16,16025
2017-05-17,16025
2017-05-18,16025
2017-05-19,16025
2017-05-20,16025
2017-05-21,16025
2017-05-22,16025
2017-05-23,16025
2017-05-24,16025
2017-05-25,16025
2017-05-26,16025
2017-05-27,16025
2017-05-28,16025
2017-05-29,16025
2017-05-30,16025
2017-05-31,16025
2017-06-01,16025
2017-06-02,16025
2017-06-03,16025
2017-06-06,16025
2017-06-07,16025
2017-06-08,16025
2017-06-09,16025
2017-06-10,16025
2017-06-11,16025
2017-06-12,16025
2017-06-13,16025
2017-06-14,16025
2017-06-15,16025
2017-06-16,15676
2017-06-17,15676
2017-06-18,15676
2017-06-19,15676
2017-06-20,15676
2017-06-21,15676
2017-06-22,15676
2017-06-23,15676
2017-06-24,15676
2017-06-25,15676
2017-06-26,15676
2017-06-27,15676
2017-06-28,15676
2017-06-29,15676
2017-06-30,15676
2017-07-01,15676
2017-07-02,15676
2017-07-03,15676
2017-07-04,15676
2017-07-05,15676
2017-07-06,15676
2017-07-07,15676
2017-07-08,15676
2017-07-13,15676
2017-07-14,15676
2017-07-15,15676
2017-07-16,15676
2017-07-17,15676
2017-07-18,15676
2017-07-19,15676
2017-07-20,15676
2017-07-21,15676
2017-07-22,15676
2017-07-23,15676
2017-07-24,15676
2017-07-25,15676
2017-07-26,15676
2017-07-27,15676
2017-07-28,15676
2017-07-29,15676
2017-07-30,15676
2017-07-31,15676
2017-08-01,15676
2017-08-02,15676
2017-08-03,15676
2017-08-04,15676
2017-08-05,15676
2017-08-06,15676
2017-08-09,15676
2017-08-10,15676
2017-08-11,15676
2017-08-12,15676
2017-08-13,15676
2017-08-14,15676
2017-08-15,15676
2017-08-16,15676
2017-08-17,15676
2017-08-18,15676
2017-08-19,15676
2017-08-20,15676
2017-08-21,15676
2017-08-22,15676
2017-08-23,15676
2017-08-24,15676
2017-08-25,15676
2017-08-26,15676
2017-08-27,15676
2017-08-28,15676
2017-08-29,15676
2017-08-30,15676
2017-08-31,15676
2017-09-01,15676
2017-09-02,15676
2017-09-03,15676
2017-09-04,15676
2017-09-05,15676
2017-09-06,15676
2017-09-07,15676
2017-09-08,15676
2017-09-09,15676
2017-09-10,15676
2017-09-11,15676
2017-09-12,15676
2017-09-13,15676
2017-09-14,15676
2017-09-15,15676
2017-09-16,15676
2017-09-17,15676
2017-09-18,15676
2017-09-19,15676
2017-09-20,15676
2017-09-21,15676
2017-09-22,15676
2017-09-23,15676
2017-09-24,15304
2017-09-25,15304
2017-09-26,15304
2017-09-27,15304
2017-09-28,15304
2017-09-29,15304
2017-09-30,15304
2017-10-01,15304
2017-10-02,15304
2017-10-03,15304
2017-10-04,15304
2017-10-05,15304
2017-10-06,15304
2017-10-07,15304
2017-10-08,15304
2017-10-09,15304
2017-10-10,15304
2017-10-11,15304
2017-10-12,15304
2017-10-13,15304
2017-10-14,15304
2017-10-15,15304
2017-10-16,15304
2017-10-17,15304
2017-10-18,15304
2017-10-19,15304
2017-10-20,15304
2017-10-21,15304
2017-10-22,15304
2017-10-23,15304
2017-10-24,15304
2017-10-25,15304
2017-10-26,15304
2017-10-27,15304
2017-10-28,15304
2017-10-29,15304
2017-10-30,15304
2017-10-31,15304
2017-11-01,15304
2017-11-02,15304
2017-11-03,15304
2017-11-04,15304
2017-11-05,15304
2017-11-06,15304
2017-11-07,15304
2017-11-08,15304
2017-11-09,15304
2017-11-10,15304
2017-11-11,15304
2017-11-12,15304
2017-11-13,15304
2017-11-14,15304
2017-11-15,15304
2017-11-16,15304
2017-11-17,15304
2017-11-18,15304
2017-11-19,15304
2017-11-20,15304
2017-11-21,15304
2017-11-22,15304
2017-11-23,15304
2017-11-24,15304
2017-11-25,15304
2017-11-26,15304
2017-11-27,15304
2017-11-28,15304
2017-11-29,15304
2017-11-30,15304
2017-12-01,15304
2017-12-02,15304
2017-12-03,15304
2017-12-04,15304
2017-12-05,15304
2017-12-06,15304
2017-12-07,15304
2017-12-08,15304
2017-12-09,15304
2017-12-10,15304
2017-12-11,14554
2017-12-12,14554
2017-12-13,14554
2017-12-14,14554
2017-12-15,14554
2017-12-16,14554
2017-12-17,14554
2017-12-18,14554
2017-12-19,14554
2017-12-20,14554
2017-12-21,14554
2017-12-22,14554
2017-12-23,14554
2017-12-24,14554
2017-12-25,14554
2017-12-26,14554
2017-12-27,14554
2017-12-28,14554
2017-12-29,14554
2017-12-30,14554
2017-12-31,14554
2018-01-01,14554
2018-01-02,14554
2018-01-03,14554
2018-01-04,14554
2018-01-05,14554
2018-01-06,14554
2018-01-07,14554
2018-01-08,14554
2018-01-09,14554
2018-01-10,14554
2018-01-11,14554
2018-01-12,14554
2018-01-13,14554
2018-01-14,14554
2018-01-15,14554
2018-01-16,14554
2018-01-17,14554
2018-01-18,14554
2018-01-19,14554
2018-01-20,14554
2018-01-21,14554
2018-01-22,14554
2018-01-23,14554
2018-01-24,13826
2018-01-25,13826
2018-01-26,13826
2018-01-27,13826
2018-01-28,13826
2018-01-29,13826
2018-01-30,13826
2018-02-01,13826
2018-02-02,13826
2018-02-03,13826
2018-02-04,13826
2018-02-05,13826
2018-02-06,13826
2018-02-07,13826
2018-02-08,13826
2018-02-09,13826
2018-02-10,13826
2018-02-11,13826
2018-02-12,13826
2018-02-13,13826
2018-02-14,13826
2018-02-15,13826
2018-02-16,13826
2018-02-17,13826
2018-02-18,13826
2018-02-19,13826
2018-02-20,13826
2018-02-21,13826
2018-02-22,13826
2018-02-23,13826
2018-02-24,13826
2018-02-25,13826
2018-02-26,13826
2018-02-27,13826
2018-02-28,13826
2018-03-01,13826
2018-03-02,13826
2018-03-03,13155
2018-03-04,13155
2018-03-05,13155
2018-03-06,13155
2018-03-07,13155
2018-03-08,13155
2018-03-09,13155
2018-03-10,13155
2018-03-11,13155
2018-03-12,13155
2018-03-13,13155
2018-03-14,13155
2018-03-15,13155
2018-03-16,13155
2018-03-17,13155
2018-03-18,13155
2018-03-19,13155
2018-03-20,13155
2018-03-21,13155
2018-03-23,13155
2018-03-24,13155
2018-03-26,13155
2018-03-27,13155
2018-03-28,13155
2018-03-29,13155
2018-03-30,13155
2018-03-31,13155
2018-04-01,13155
2018-04-02,13155
2018-04-03,13155
2018-04-04,13155
2018-04-05,13155
2018-04-06,13155
2018-04-08,13155
2018-04-09,13155
2018-04-10,13155
2018-04-11,13155
2018-04-12,13155
2018-04-13,13155
2018-04-14,13155
2018-04-16,12518
2018-04-17,12518
2018-04-18,12518
2018-04-19,12518
2018-04-20,12518
2018-04-21,12518
2018-04-22,12518
2018-04-23,12518
2018-04-24,12518
2018-04-25,12518
2018-04-26,12518
2018-04-27,12518
2018-04-28,12518
2018-04-29,12518
2018-04-30,12518
2018-05-02,12518
2018-05-03,12518
2018-05-04,12518
2018-05-05,12518
2018-05-06,12518
2018-05-07,12518
2018-05-08,12518
2018-05-09,12518
2018-05-10,12518
2018-05-11,12518
2018-05-12,12518
2018-05-13,12518
2018-05-14,12518
2018-05-15,12518
2018-05-16,12518
2018-05-17,12518
2018-05-18,12518
2018-05-19,12518
2018-05-20,12518
2018-05-21,12518
2018-05-22,12518
2018-05-23,12518
2018-05-24,12518
2018-05-25,12518
2018-05-26,12518
2018-05-27,12518
2018-05-28,12518
2018-05-29,12518
2018-05-30,12518
2018-05-31,12518
2018-06-01,12518
2018-06-02,12518
2018-06-03,12518
2018-06-04,12518
2018-06-05,12075
2018-06-06,12075
2018-06-07,12075
2018-06-08,12075
2018-06-09,12075
2018-06-10,12075
2018-06-11,12075
2018-06-12,12075
2018-06-13,12075
2018-06-14,12075
2018-06-15,12075
2018-06-16,12075
2018-06-17,12075
2018-06-18,12075
2018-06-19,12075
2018-06-20,12075
2018-06-21,12075
2018-06-22,12075
2018-06-23,12075
2018-06-24,12075
2018-06-25,12075
2018-06-26,12075
2018-06-27,12075
2018-06-28,12075
2018-06-29,12075
2018-06-30,12075
2018-07-01,12075
2018-07-02,12075
2018-07-03,12075
2018-07-04,12075
2018-07-05,12075
2018-07-06,12075
2018-07-07,12075
2018-07-08,12075
2018-07-09,12075
2018-07-10,12075
2018-07-11,12075
2018-07-12,12075
2018-07-13,12075
2018-07-14,12075
2018-07-15,12075
2018-07-16,12075
2018-07-17,12075
2018-07-18,12075
2018-07-19,12075
2018-07-20,12075
2018-07-21,12075
2018-07-22,12075
2018-07-23,12075
2018-07-24,12075
2018-07-25,12075
2018-07-26,12075
2018-07-27,12075
2018-07-28,12075
2018-07-29,12075
2018-07-30,12075
2018-07-31,12075
2018-08-01,12075
2018-08-02,12075
2018-08-03,12075
2018-08-04,12075
2018-08-05,12075
2018-08-06,12075
2018-08-07,12075
2018-08-08,12075
2018-08-09,12075
2018-08-10,12075
2018-08-11,12075
2018-08-12,11496
2018-08-14,11496
2018-08-16,11496
2018-08-17,11496
2018-08-18,11496
2018-08-19,11496
2018-08-20,11496
2018-08-21,11496
2018-08-22,11496
2018-08-23,11496
2018-08-24,11496
2018-08-25,11496
2018-08-26,11496
2018-08-27,11496
2018-08-28,11496
2018-08-29,11496
2018-08-30,11496
2018-08-31,11496
2018-09-01,11496
2018-09-02,11496
2018-09-03,11048
2018-09-04,11048
2018-09-05,11048
2018-09-06,11048
2018-09-07,11048
2018-09-08,11048
2018-09-09,11048
2018-09-10,11048
2018-09-11,11048
2018-09-12,11048
2018-09-13,11048
2018-09-14,11048
2018-09-15,11048
2018-09-16,11048
2018-09-17,11048
2018-09-18,11048
2018-09-19,11048
2018-09-20,11048
2018-09-21,11048
2018-09-22,11048
2018-09-23,11048
2018-09-24,11048
2018-09-25,11048
2018-09-26,11048
2018-09-27,11048
2018-09-28,11048
2018-09-29,11048
2018-09-30,11048
2018-10-02,11048
2018-10-03,10522
2018-10-04,10522
2018-10-05,10522
2018-10-06,10522
2018-10-07,10522
2018-10-08,10522
2018-10-09,10522
2018-10-10,10522
2018-10-11,10522
2018-10-12,10522
2018-10-13,10522
2018-10-14,10522
2018-10-15,10522
2018-10-16,10522
2018-10-17,10522
2018-10-18,10522
2018-10-19,10522
2018-10-20,10522
2018-10-21,10522
2018-10-22,10522
2018-10-23,10522
2018-10-24,10522
2018-10-25,10522
2018-10-26,10522
2018-10-27,10522
2018-10-28,10522
2018-10-29,10522
2018-10-30,10522
2018-10-31,10522
2018-11-01,10522
2018-11-03,10065
2018-11-04,10065
2018-11-05,10065
2018-11-06,10065
2018-11-07,10065
2018-11-08,10065
2018-11-09,10065
2018-11-10,10065
2018-11-11,10065
2018-11-12,10065
2018-11-13,10065
2018-11-14,10065
2018-11-15,10065
2018-11-16,10065
2018-11-17,10065
2018-11-18,10065
2018-11-19,10065
2018-11-20,9878
2018-11-21,9878
2018-11-22,9878
2018-11-23,9878
2018-11-24,9878
2018-11-25,9878
2018-11-26,9878
2018-11-27,9878
2018-11-28,9878
2018-11-29,9878
2018-12-01,9878
2018-12-02,9878
2018-12-03,9878
2018-12-04,9878
2018-12-05,9514
2018-12-07,9514
2018-12-09,9514
2018-12-10,9514
2018-12-11,9514
2018-12-12,9514
2018-12-13,9514
2018-12-14,9514
2018-12-15,9514
2018-12-16,9514
2018-12-17,9514
2018-12-18,9514
2018-12-19,9514
2018-12-20,9514
2018-12-21,9514
2018-12-22,9514
2018-12-23,9183
2018-12-24,9183
2018-12-25,9183
2018-12-26,9183
2018-12-27,9183
2018-12-28,9183
2018-12-29,9183
2018-12-30,9183
2018-12-31,9183
2019-01-01,9183
2019-01-02,9183
2019-01-03,9183
2019-01-04,9183
2019-01-05,9183
2019-01-06,9183
2019-01-08,9183
2019-01-10,9183
2019-01-11,9183
2019-01-12,8900
2019-01-13,8900
2019-01-14,8900
2019-01-15,8900
2019-01-16,8900
2019-01-17,8900
2019-01-18,8900
2019-01-19,8900
2019-01-20,8900
2019-01-21,8900
2019-01-22,8900
2019-01-23,8900
2019-01-24,8900
2019-01-25,8900
2019-01-26,8900
2019-01-27,8900
2019-01-28,8900
2019-01-29,8900
2019-01-30,8900
2019-01-31,8900
2019-02-01,8595
2019-02-02,8595
2019-02-03,8595
2019-02-04,8595
2019-02-05,8595
2019-02-06,8595
2019-02-07,8595
2019-02-08,8595
2019-02-09,8595
2019-02-10,8595
2019-02-11,8595
2019-02-12,8595
2019-02-13,8595
2019-02-14,8595
2019-02-15,8595
2019-02-16,8595
2019-02-17,8595
2019-02-18,8595
2019-02-19,8595
2019-02-20,8595
2019-02-21,8595
2019-02-22,8595
2019-02-23,8595
2019-02-24,8595
2019-02-25,8595
2019-02-26,8171
2019-02-27,8171
2019-02-28,8171
2019-03-01,8171
2019-03-02,8171
2019-03-03,8171
2019-03-04,8171
2019-03-05,8171
2019-03-06,8171
2019-03-07,8171
2019-03-08,8171
2019-03-09,8171
2019-03-10,8171
2019-03-11,8171
2019-03-12,8171
2019-03-13,8171
2019-03-14,8171
2019-03-15,8171
2019-03-16,8171
2019-03-17,8171
2019-03-18,8171
2019-03-19,8171
2019-03-20,8171
2019-03-21,7955
2019-03-22,7955
2019-03-23,7955
2019-03-24,7955
2019-03-25,7955
2019-03-26,7955
2019-03-27,7955
2019-03-28,7955
2019-03-29,7955
2019-03-30,7955
2019-03-31,7955
2019-04-01,7955
2019-04-02,7955
2019-04-03,7955
2019-04-04,7955
2019-04-05,7955
