date_obj,Bandos%20chaps price
2019-03-21,214281
2019-03-22,210600
2019-03-23,206632
2019-03-24,203417
2019-03-25,202732
2019-03-26,202620
2019-03-27,201983
2019-03-28,201274
2019-03-29,202944
2019-03-30,203980
2019-03-31,205448
2019-04-01,206021
2019-04-02,204342
2019-04-03,204793
2019-04-04,205283
2019-04-05,206278
2019-04-06,206357
2019-04-07,207651
2019-04-08,212484
2019-04-09,215827
2019-04-10,220881
2019-04-11,222230
2019-04-12,221509
2019-04-13,218076
2019-04-14,216068
2019-04-15,215151
2019-04-16,219995
2019-04-17,223686
2019-04-18,226081
2019-04-19,226314
2019-04-20,225379
2019-04-21,224035
2019-04-22,219358
2019-04-23,212401
2019-04-24,206907
2019-04-25,204435
2019-04-26,202977
2019-04-27,200487
2019-04-28,200073
2019-04-29,197695
2019-04-30,201354
2019-05-01,194694
2019-05-02,186783
2019-05-03,179817
2019-05-04,175582
2019-05-05,171457
2019-05-06,169478
2019-05-07,170018
2019-05-08,168663
2019-05-09,168336
2019-05-10,167530
2019-05-11,166138
2019-05-12,163243
2019-05-13,161175
2019-05-14,160721
2019-05-15,162858
2019-05-16,160261
2019-05-17,161051
2019-05-18,163001
2019-05-19,163119
2019-05-20,165579
2019-05-21,164113
2019-05-22,164799
2019-05-23,170216
2019-05-24,173327
2019-05-25,175859
2019-05-26,177894
2019-05-27,181986
2019-05-28,185920
2019-05-29,191703
2019-05-30,196817
2019-05-31,203493
2019-06-01,208188
2019-06-02,209366
2019-06-03,215907
2019-06-04,225579
2019-06-05,231922
2019-06-06,239137
2019-06-07,242651
2019-06-08,245223
2019-06-09,249277
2019-06-10,253188
2019-06-11,261555
2019-06-12,255796
2019-06-13,249605
2019-06-14,247295
2019-06-15,248675
2019-06-16,242893
2019-06-17,235865
2019-06-18,234926
2019-06-19,234372
2019-06-20,233925
2019-06-21,234973
2019-06-22,233815
2019-06-23,230077
2019-06-24,228645
2019-06-25,223636
2019-06-26,215561
2019-06-27,211482
2019-06-28,207538
2019-06-29,209138
2019-06-30,211784
2019-07-01,212000
2019-07-02,209109
2019-07-03,208389
2019-07-04,208823
2019-07-05,208354
2019-07-06,206093
2019-07-07,204894
2019-07-08,203076
2019-07-09,204427
2019-07-10,208477
2019-07-11,206018
2019-07-12,203063
2019-07-13,199286
2019-07-14,196690
2019-07-15,197962
2019-07-16,198359
2019-07-17,196843
2019-07-18,196584
2019-07-19,196227
2019-07-20,198228
2019-07-21,195953
2019-07-22,195073
2019-07-23,192803
2019-07-24,191083
2019-07-25,191532
2019-07-26,192872
2019-07-27,192525
2019-07-28,190626
2019-07-29,185079
2019-07-30,182961
2019-07-31,183632
2019-08-01,183633
2019-08-02,182890
2019-08-03,183913
2019-08-04,183932
2019-08-05,183637
2019-08-06,183260
2019-08-07,181648
2019-08-08,178097
2019-08-09,173226
2019-08-10,166501
2019-08-11,162935
2019-08-12,157455
2019-08-13,157023
2019-08-14,153701
2019-08-15,156164
2019-08-16,159447
2019-08-17,160292
2019-08-18,163768
2019-08-19,167526
2019-08-20,171469
2019-08-21,179040
2019-08-22,180080
2019-08-23,181328
2019-08-24,178598
2019-08-24,178598
2019-08-25,181206
2019-08-25,181206
2019-08-26,180997
2019-08-27,183059
2019-08-27,183059
2019-08-28,180983
2019-08-29,181545
2019-08-30,183366
2019-08-31,184714
2019-09-01,186555
2019-09-02,185783
2019-09-03,188360
2019-09-04,189715
2019-09-05,191030
2019-09-06,189523
2019-09-07,186356
2019-09-08,187505
2019-09-09,186325
2019-09-10,189516
2019-09-11,192288
2019-09-12,194065
2019-09-13,190249
2019-09-14,192390
2019-09-15,194083
2019-09-16,193487
2019-09-17,192604
2019-09-18,192243
2019-09-19,194109
2019-09-20,194378
2019-09-21,195512
2019-09-22,195059
2019-09-23,192657
2019-09-24,186117
2019-09-25,182170
2019-09-26,184631
2019-09-27,183993
2019-09-28,182229
2019-09-29,181987
2019-09-30,181240
2019-10-01,180390
2019-10-02,178608
2019-10-03,172027
2019-10-04,166013
2019-10-05,164096
2019-10-06,163425
2019-10-07,162683
2019-10-08,162979
2019-10-09,164309
2019-10-10,162830
2019-10-11,159732
2019-10-12,157400
2019-10-13,158678
2019-10-14,158886
2019-10-15,158188
2019-10-16,159044
2019-10-17,160482
2019-10-18,159864
2019-10-19,159509
2019-10-20,160638
2019-10-21,161404
2019-10-22,161886
2019-10-23,161268
2019-10-24,161981
2019-10-25,161396
2019-10-26,161217
2019-10-27,159597
2019-10-28,159337
2019-10-29,158985
2019-10-30,153152
2019-10-31,151825
2019-11-01,154303
2019-11-02,154661
2019-11-03,153072
2019-11-04,156978
2019-11-05,155860
2019-11-06,153117
2019-11-07,154680
2019-11-08,153844
2019-11-09,152679
2019-11-10,146151
2019-11-11,140937
2019-11-12,139951
2019-11-13,136760
2019-11-14,136184
2019-11-15,135335
2019-11-16,135334
2019-11-17,134262
2019-11-18,134193
2019-11-19,131013
2019-11-20,127830
2019-11-21,129070
2019-11-22,128404
2019-11-23,126538
2019-11-24,124465
2019-11-25,126693
2019-11-26,126914
2019-11-27,127289
2019-11-28,129517
2019-11-29,131990
2019-11-30,130833
2019-12-01,129894
2019-12-02,132612
2019-12-03,134751
2019-12-04,133796
2019-12-05,127389
2019-12-06,127113
2019-12-07,126679
2019-12-08,130642
2019-12-09,134771
2019-12-10,138813
2019-12-11,140825
2019-12-12,139187
2019-12-13,139928
2019-12-14,142939
2019-12-15,147939
2019-12-16,147310
2019-12-17,142568
2019-12-18,142564
2019-12-19,139522
2019-12-20,139284
2019-12-21,140504
2019-12-22,143564
2019-12-23,143730
2019-12-24,146699
2019-12-25,151618
2019-12-26,155313
2019-12-27,153850
2019-12-28,157396
2019-12-29,159810
2019-12-30,164867
2019-12-31,170517
2020-01-01,172952
2020-01-02,166560
2020-01-03,166753
2020-01-04,165691
2020-01-05,169014
2020-01-06,171031
2020-01-07,172318
2020-01-08,176317
2020-01-09,180721
2020-01-10,186017
2020-01-11,187905
2020-01-12,189659
2020-01-13,191940
2020-01-14,187768
2020-01-15,187069
2020-01-16,183951
2020-01-17,190659
2020-01-18,195332
2020-01-19,198385
2020-01-20,202608
2020-01-21,198912
2020-01-22,202303
2020-01-23,204003
2020-01-24,199457
2020-01-25,192670
2020-01-26,188901
2020-01-27,182328
2020-01-28,178649
2020-01-29,179325
2020-01-30,181246
2020-01-31,176863
2020-02-01,175790
2020-02-02,172560
2020-02-03,176110
2020-02-04,171939
2020-02-05,169476
2020-02-06,165470
2020-02-07,160127
2020-02-08,156322
2020-02-09,156141
2020-02-10,158961
2020-02-11,155001
2020-02-12,155502
2020-02-13,157387
2020-02-14,155943
2020-02-15,156934
2020-02-16,158390
2020-02-17,156388
2020-02-18,154964
2020-02-19,150510
2020-02-20,151255
2020-02-21,157054
2020-02-22,153839
2020-02-23,153232
2020-02-24,153842
2020-02-25,151535
2020-02-26,152221
2020-02-27,151002
2020-02-28,154981
2020-02-29,157763
2020-03-01,159706
2020-03-02,161289
2020-03-03,164009
2020-03-04,163828
2020-03-05,168252
2020-03-06,175417
2020-03-07,182355
2020-03-08,183325
2020-03-09,180035
2020-03-10,179530
2020-03-11,181017
2020-03-12,177798
2020-03-13,175744
2020-03-14,175576
2020-03-15,173226
2020-03-16,173711
2020-03-17,175391
2020-03-18,174619
2020-03-19,173407
2020-03-20,174643
2020-03-21,178218
2020-03-22,172242
2020-03-23,172167
2020-03-24,170706
2020-03-25,170596
2020-03-26,167954
2020-03-27,165450
2020-03-28,164304
2020-03-29,166724
2020-03-30,165775
2020-03-31,167643
2020-04-01,168439
2020-04-02,167556
2020-04-03,168845
2020-04-04,170137
2020-04-05,174951
2020-04-06,177388
2020-04-07,173958
2020-04-08,176505
2020-04-09,181938
2020-04-10,180856
2020-04-11,184849
2020-04-12,193108
2020-04-13,202123
2020-04-14,196041
2020-04-15,200162
2020-04-16,201939
2020-04-17,201972
2020-04-18,209341
2020-04-19,217594
2020-04-20,211336
2020-04-21,218126
2020-04-22,218559
2020-04-23,209023
2020-04-24,203929
2020-04-25,202427
2020-04-26,203047
2020-04-27,203731
2020-04-28,205991
2020-04-29,213132
2020-04-30,214188
2020-05-01,211412
2020-05-02,218053
2020-05-03,224181
2020-05-04,226767
2020-05-05,223176
2020-05-06,221703
2020-05-07,219711
2020-05-08,214399
2020-05-09,210048
2020-05-10,208675
2020-05-11,208088
2020-05-12,208847
2020-05-13,208862
