date_obj,Dorgeshuun%20crossbow price
2015-08-25,2474
2015-08-26,2499
2015-08-27,2537
2015-08-28,2537
2015-08-29,2558
2015-08-30,2558
2015-08-31,2568
2015-09-01,2587
2015-09-02,2587
2015-09-03,2590
2015-09-04,2561
2015-09-05,2561
2015-09-06,2528
2015-09-07,2520
2015-09-08,2505
2015-09-09,2549
2015-09-10,2565
2015-09-11,2543
2015-09-12,2543
2015-09-13,2539
2015-09-14,2539
2015-09-15,2525
2015-09-16,2525
2015-09-17,2559
2015-09-18,2559
2015-09-19,2558
2015-09-20,2601
2015-09-21,2671
2015-09-22,2703
2015-09-23,2693
2015-09-24,2693
2015-09-25,2623
2015-09-27,2694
2015-09-28,2732
2015-09-29,2732
2015-09-30,2772
2015-10-05,2728
2015-10-06,2728
2015-10-07,2728
2015-10-08,2806
2015-10-09,2856
2015-10-10,2856
2015-10-11,2917
2015-10-12,2991
2015-10-13,2991
2015-10-14,3061
2015-10-15,3137
2015-10-16,3002
2015-10-17,3002
2015-10-18,2960
2015-10-19,2943
2015-10-20,3060
2015-10-22,3024
2015-10-23,2970
2015-10-24,2970
2015-10-25,2883
2015-10-26,2799
2015-10-27,2799
2015-10-29,2739
2015-10-30,2712
2015-10-31,2697
2015-11-01,2697
2015-11-02,2745
2015-11-03,2880
2015-11-04,2951
2015-11-05,2961
2015-11-06,2987
2015-11-07,3081
2015-11-08,3230
2015-11-09,3288
2015-11-10,3400
2015-11-11,3457
2015-11-12,3438
2015-11-13,3362
2015-11-14,3319
2015-11-15,3330
2015-11-16,3164
2015-11-17,3097
2015-11-18,3161
2015-11-19,3129
2015-11-20,3118
2015-11-21,3118
2015-11-22,3102
2015-11-23,3102
2015-11-24,3039
2015-11-25,2950
2015-11-26,2950
2015-11-27,2955
2015-11-28,2923
2015-11-29,2917
2015-11-30,2806
2015-12-01,2839
2015-12-02,2918
2015-12-03,2947
2015-12-04,2978
2015-12-05,3034
2015-12-06,3055
2015-12-07,3041
2015-12-08,3054
2015-12-09,2989
2015-12-10,3062
2015-12-11,3100
2015-12-12,3093
2015-12-13,3104
2015-12-14,3104
2015-12-15,3010
2015-12-16,2917
2015-12-17,2949
2015-12-18,3023
2015-12-19,3175
2015-12-20,3273
2015-12-21,3359
2015-12-22,3443
2015-12-23,3497
2015-12-24,3338
2015-12-25,3188
2015-12-26,3172
2015-12-27,3210
2015-12-28,3242
2015-12-29,3140
2015-12-30,3113
2015-12-31,2963
2016-01-01,2933
2016-01-02,2967
2016-01-03,2995
2016-01-04,3018
2016-01-05,2998
2016-01-06,3008
2016-01-07,2996
2016-01-08,2863
2016-01-09,2807
2016-01-10,2841
2016-01-11,2892
2016-01-12,2774
2016-01-13,2656
2016-01-14,2665
2016-01-15,2680
2016-01-16,2685
2016-01-17,2620
2016-01-18,2555
2016-01-19,2585
2016-01-20,2595
2016-01-21,2563
2016-01-22,2504
2016-01-23,2438
2016-01-24,2457
2016-01-25,2489
2016-01-26,2491
2016-01-27,2513
2016-01-28,2513
2016-01-29,2544
2016-01-30,2544
2016-01-31,2608
2016-02-01,2692
2016-02-02,2740
2016-02-03,2695
2016-02-04,2658
2016-02-05,2624
2016-02-06,2637
2016-02-07,2589
2016-02-08,2572
2016-02-09,2571
2016-02-10,2589
2016-02-11,2600
2016-02-12,2691
2016-02-13,2820
2016-02-14,2820
2016-02-15,2886
2016-02-16,2834
2016-02-17,2850
2016-02-18,2850
2016-02-19,2875
2016-02-20,2928
2016-02-21,3006
2016-02-22,3006
2016-02-23,3144
2016-02-24,3257
2016-02-25,3213
2016-02-26,3213
2016-02-27,3074
2016-02-28,2965
2016-02-29,2870
2016-03-01,2734
2016-03-02,2675
2016-03-03,2644
2016-03-04,2678
2016-03-05,2768
2016-03-06,2893
2016-03-07,2898
2016-03-08,2818
2016-03-09,2782
2016-03-10,2799
2016-03-11,2813
2016-03-12,2906
2016-03-13,2850
2016-03-14,2843
2016-03-15,2905
2016-03-16,3024
2016-03-17,3088
2016-03-18,3120
2016-03-19,3185
2016-03-20,3176
2016-03-21,3176
2016-03-22,3158
2016-03-23,3103
2016-03-24,2948
2016-03-25,2909
2016-03-26,2954
2016-03-27,2946
2016-03-28,3009
2016-03-29,2997
2016-03-30,2956
2016-03-31,2931
2016-04-01,2991
2016-04-02,3044
2016-04-03,3074
2016-04-04,3105
2016-04-05,3191
2016-04-06,3220
2016-04-07,3283
2016-04-08,3252
2016-04-09,3224
2016-04-10,3077
2016-04-11,3077
2016-04-12,3032
2016-04-13,3059
2016-04-14,3049
2016-04-15,3013
2016-04-16,2960
2016-04-17,3032
2016-04-18,3008
2016-04-19,3052
2016-04-20,3051
2016-04-21,2954
2016-04-22,3026
2016-04-23,3015
2016-04-24,2976
2016-04-25,2828
2016-04-26,2717
2016-04-27,2688
2016-04-28,2655
2016-04-29,2632
2016-04-30,2613
2016-05-01,2699
2016-05-02,2728
2016-05-03,2684
2016-05-04,2687
2016-05-05,2765
2016-05-06,2869
2016-05-07,2868
2016-05-08,2901
2016-05-09,3008
2016-05-10,3041
2016-05-11,3072
2016-05-12,3014
2016-05-13,2972
2016-05-14,2928
2016-05-15,2868
2016-05-16,2851
2016-05-17,2869
2016-05-18,2902
2016-05-19,2830
2016-05-22,3032
2016-05-23,3038
2016-05-24,2927
2016-05-25,2994
2016-05-26,2919
2016-05-27,2938
2016-05-28,2993
2016-05-29,3018
2016-05-30,2914
2016-05-31,2842
2016-06-01,2749
2016-06-02,2746
2016-06-03,2761
2016-06-04,2767
2016-06-05,2694
2016-06-06,2626
2016-06-07,2698
2016-06-08,2758
2016-06-09,2805
2016-06-10,2807
2016-06-11,2836
2016-06-12,2879
2016-06-13,2929
2016-06-14,2866
2016-06-15,2893
2016-06-16,2772
2016-06-17,2739
2016-06-18,2767
2016-06-19,2772
2016-06-20,2802
2016-06-21,2855
2016-06-22,2741
2016-06-23,2603
2016-06-24,2472
2016-06-25,2348
2016-06-26,2230
2016-06-27,2118
2016-06-28,2044
2016-06-29,2041
2016-06-30,2080
2016-07-01,2172
2016-07-02,2157
2016-07-03,2132
2016-07-04,2050
2016-07-05,2004
2016-07-06,2009
2016-07-07,2019
2016-07-08,2069
2016-07-09,2130
2016-07-10,2205
2016-07-11,2296
2016-07-12,2357
2016-07-13,2433
2016-07-14,2498
2016-07-15,2597
2016-07-16,2664
2016-07-17,2671
2016-07-18,2710
2016-07-23,2951
2016-07-24,2873
2016-07-25,2821
2016-07-26,2816
2016-07-27,2809
2016-07-28,2791
2016-07-29,2791
2016-07-30,2812
2016-07-31,2855
2016-08-01,2840
2016-08-02,2769
2016-08-03,2764
2016-08-04,2692
2016-08-05,2638
2016-08-06,2619
2016-08-07,2679
2016-08-08,2706
2016-08-09,2798
2016-08-10,2891
2016-08-11,2839
2016-08-12,2876
2016-08-13,2890
2016-08-14,2936
2016-08-15,3032
2016-08-16,3070
2016-08-17,2984
2016-08-18,3031
2016-08-19,2974
2016-08-20,2881
2016-08-21,2764
2016-08-22,2696
2016-08-23,2670
2016-08-24,2724
2016-08-25,2608
2016-08-26,2608
2016-08-28,2555
2016-08-31,2259
2016-09-01,2266
2016-09-02,2266
2016-09-03,2253
2016-09-04,2230
2016-09-05,2203
2016-09-06,2239
2016-09-07,2321
2016-09-08,2421
2016-09-09,2499
2016-09-10,2569
2016-09-11,2563
2016-09-12,2625
2016-09-13,2668
2016-09-14,2685
2016-09-15,2688
2016-09-16,2745
2016-09-17,2735
2016-09-18,2787
2016-09-19,2777
2016-09-20,2729
2016-09-21,2782
2016-09-22,2701
2016-09-23,2638
2016-09-24,2638
2016-09-25,2599
2016-09-26,2538
2016-09-27,2602
2016-09-28,2695
2016-09-29,2598
2016-09-30,2542
2016-10-01,2467
2016-10-02,2489
2016-10-03,2483
2016-10-04,2550
2016-10-05,2607
2016-10-06,2623
2016-10-07,2587
2016-10-08,2632
2016-10-09,2690
2016-10-10,2672
2016-10-11,2609
2016-10-12,2504
2016-10-13,2529
2016-10-14,2599
2016-10-15,2619
2016-10-16,2660
2016-10-17,2712
2016-10-18,2793
2016-10-19,2874
2016-10-20,2918
2016-10-21,3021
2016-10-22,3161
2016-10-23,3095
2016-10-24,3002
2016-10-25,3033
2016-10-26,3055
2016-10-27,3057
2016-10-28,3115
2016-10-29,3066
2016-10-30,2982
2016-10-31,2935
2016-11-01,2940
2016-11-02,2954
2016-11-03,2962
2016-11-04,3032
2016-11-05,2988
2016-11-06,2860
2016-11-07,2824
2016-11-08,2810
2016-11-09,2736
2016-11-10,2717
2016-11-11,2692
2016-11-12,2620
2016-11-13,2593
2016-11-14,2658
2016-11-15,2749
2016-12-07,2948
2016-12-08,2970
2016-12-09,3011
2016-12-10,3031
2016-12-11,3023
2016-12-12,3020
2016-12-13,3032
2016-12-14,2992
2016-12-15,3015
2016-12-16,2953
2016-12-17,2973
2016-12-18,2959
2016-12-19,2986
2016-12-20,3001
2016-12-21,3027
2016-12-22,2950
2016-12-23,2957
2016-12-24,2996
2016-12-25,3067
2016-12-26,3098
2016-12-27,3046
2016-12-28,3084
2016-12-29,2986
2016-12-30,2837
2016-12-31,2701
2017-01-01,2574
2017-01-02,2481
2017-01-03,2378
2017-01-04,2345
2017-01-05,2309
2017-01-06,2237
2017-01-07,2184
2017-01-08,2188
2017-01-09,2208
2017-01-10,2247
2017-01-11,2289
2017-01-12,2358
2017-01-13,2386
2017-01-14,2305
2017-01-15,2320
2017-01-16,2285
2017-01-17,2284
2017-01-18,2302
2017-01-19,2300
2017-01-20,2298
2017-01-21,2296
2017-01-22,2331
2017-01-23,2342
2017-01-27,2335
2017-01-28,2331
2017-01-29,2323
2017-01-30,2384
2017-01-31,2415
2017-02-01,2415
2017-02-02,2430
2017-02-03,2420
2017-02-04,2341
2017-02-05,2360
2017-02-06,2319
2017-02-07,2349
2017-02-08,2387
2017-02-09,2447
2017-02-10,2448
2017-02-11,2464
2017-02-12,2455
2017-02-13,2401
2017-02-14,2377
2017-02-15,2414
2017-02-16,2416
2017-02-18,2403
2017-02-19,2357
2017-02-20,2383
2017-02-21,2287
2017-02-22,2205
2017-02-23,2178
2017-02-24,2214
2017-02-25,2198
2017-02-26,2269
2017-02-27,2315
2017-02-28,2379
2017-03-01,2392
2017-03-02,2482
2017-03-03,2545
2017-03-04,2558
2017-03-05,2566
2017-03-06,2596
2017-03-07,2594
2017-03-08,2612
2017-03-09,2654
2017-03-10,2683
2017-03-11,2705
2017-03-12,2700
2017-03-13,2722
2017-03-14,2713
2017-03-15,2681
2017-03-16,2715
2017-03-17,2738
2017-03-18,2752
2017-03-19,2679
2017-03-20,2605
2017-03-21,2649
2017-03-22,2648
2017-03-23,2684
2017-03-24,2718
2017-03-25,2733
2017-03-26,2729
2017-03-27,2774
2017-03-28,2861
2017-03-29,2938
2017-03-30,2990
2017-03-31,2903
2017-04-01,2942
2017-04-02,2915
2017-04-03,2914
2017-04-04,2851
2017-04-12,3107
2017-04-13,3135
2017-04-14,3085
2017-04-15,3104
2017-04-16,3030
2017-04-17,2899
2017-04-18,2873
2017-04-19,2896
2017-04-20,2943
2017-04-21,3000
2017-04-22,3068
2017-04-23,3030
2017-04-24,3097
2017-04-25,3060
2017-04-26,2973
2017-04-27,2996
2017-04-28,3028
2017-04-29,2887
2017-04-30,2846
2017-05-01,2925
2017-05-02,2950
2017-05-03,2932
2017-05-04,2900
2017-05-05,2968
2017-05-06,2979
2017-05-07,2981
2017-05-08,2929
2017-05-09,2878
2017-05-10,2887
2017-05-11,2827
2017-05-12,2837
2017-05-13,2903
2017-05-14,2949
2017-05-15,2964
2017-05-16,2969
2017-05-17,2948
2017-05-18,2956
2017-05-19,3009
2017-05-20,3026
2017-05-21,3062
2017-05-22,2987
2017-05-23,2900
2017-05-24,2797
2017-05-25,2828
2017-05-26,2796
2017-05-27,2865
2017-05-28,2749
2017-05-29,2735
2017-05-30,2849
2017-05-31,2859
2017-06-01,2921
2017-06-02,2906
2017-06-03,2921
2017-06-04,2882
2017-06-05,2913
2017-06-06,2985
2017-06-07,2945
2017-06-08,2876
2017-06-09,2793
2017-06-10,2826
2017-06-11,2758
2017-06-12,2829
2017-06-13,2843
2017-06-14,2829
2017-06-15,2860
2017-06-16,2903
2017-06-17,2940
2017-06-18,2880
2017-06-19,2866
2017-06-20,2828
2017-06-21,2857
2017-06-22,2836
2017-06-23,2799
2017-06-24,2860
2017-06-25,2738
2017-06-26,2729
2017-06-27,2658
2017-06-28,2556
2017-06-29,2459
2017-06-30,2406
2017-07-01,2412
2017-07-02,2364
2017-07-03,2351
2017-07-04,2388
2017-07-05,2444
2017-07-06,2468
2017-07-07,2433
2017-07-08,2456
2017-07-13,2625
2017-07-14,2635
2017-07-15,2654
2017-07-16,2613
2017-07-17,2624
2017-07-18,2645
2017-07-19,2687
2017-07-20,2707
2017-07-21,2705
2017-07-22,2641
2017-07-23,2621
2017-07-24,2604
2017-07-25,2599
2017-07-26,2563
2017-07-27,2488
2017-07-28,2506
2017-07-29,2497
2017-07-30,2474
2017-07-31,2493
2017-08-01,2508
2017-08-02,2514
2017-08-03,2557
2017-08-04,2572
2017-08-05,2525
2017-08-06,2596
2017-08-09,2590
2017-08-10,2542
2017-08-11,2602
2017-08-12,2697
2017-08-13,2643
2017-08-14,2515
2017-08-15,2461
2017-08-16,2469
2017-08-17,2512
2017-08-18,2540
2017-08-19,2507
2017-08-20,2497
2017-08-21,2483
2017-08-22,2472
2017-08-23,2492
2017-08-24,2490
2017-08-25,2517
2017-08-26,2422
2017-08-27,2418
2017-08-28,2431
2017-08-29,2386
2017-08-30,2397
2017-08-31,2440
2017-09-01,2457
2017-09-03,2510
2017-09-04,2503
2017-09-05,2606
2017-09-06,2680
2017-09-07,2764
2017-09-08,2778
2017-09-09,2810
2017-09-10,2817
2017-09-11,2809
2017-09-12,2770
2017-09-13,2799
2017-09-14,2782
2017-09-15,2826
2017-09-16,2780
2017-09-17,2777
2017-09-18,2785
2017-09-19,2796
2017-09-20,2757
2017-09-21,2787
2017-09-22,2772
2017-09-23,2666
2017-09-24,2668
2017-09-25,2691
2017-09-26,2647
2017-09-27,2708
2017-09-28,2647
2017-09-29,2644
2017-09-30,2579
2017-10-01,2533
2017-10-02,2472
2017-10-03,2483
2017-10-04,2478
2017-10-05,2519
2017-10-06,2555
2017-10-07,2591
2017-10-08,2611
2017-10-09,2605
2017-10-10,2680
2017-10-11,2709
2017-10-12,2720
2017-10-13,2748
2017-10-14,2703
2017-10-15,2650
2017-10-16,2647
2017-10-17,2612
2017-10-18,2616
2017-10-19,2607
2017-10-20,2646
2017-10-21,2683
2017-10-22,2721
2017-10-23,2616
2017-10-24,2567
2017-10-25,2572
2017-10-26,2575
2017-10-27,2527
2017-10-28,2527
2017-10-29,2545
2017-10-30,2668
2017-10-31,2802
2017-11-01,2925
2017-11-02,3016
2017-11-03,3114
2017-11-04,3188
2017-11-05,3140
2017-11-06,3060
2017-11-07,2910
2017-11-08,2954
2017-11-09,2820
2017-11-10,2760
2017-11-11,2748
2017-11-12,2634
2017-11-13,2720
2017-11-14,2703
2017-11-15,2771
2017-11-16,2859
2017-11-17,2962
2017-11-18,3092
2017-11-19,3158
2017-11-20,3076
2017-11-21,2983
2017-11-22,2958
2017-11-23,3061
2017-11-24,3176
2017-11-25,3274
2017-11-26,3236
2017-11-27,3143
2017-11-28,3205
2017-11-29,3107
2017-11-30,3038
2017-12-01,3047
2017-12-02,2966
2017-12-03,2867
2017-12-04,2894
2017-12-05,2881
2017-12-06,2855
2017-12-07,2912
2017-12-08,2920
2017-12-09,2827
2017-12-10,2769
2017-12-11,2715
2017-12-12,2712
2017-12-13,2787
2017-12-14,2796
2017-12-15,2868
2017-12-16,2978
2017-12-17,2975
2017-12-18,2833
2017-12-19,2705
2017-12-20,2583
2017-12-21,2466
2017-12-22,2363
2017-12-23,2325
2017-12-24,2428
2017-12-25,2517
2017-12-26,2639
2017-12-27,2645
2017-12-28,2663
2017-12-29,2757
2017-12-30,2845
2017-12-31,2970
2018-01-01,3072
2018-01-02,3105
2018-01-03,2961
2018-01-04,2907
2018-01-05,2807
2018-01-06,2809
2018-01-07,2718
2018-01-08,2686
2018-01-09,2654
2018-01-10,2682
2018-01-11,2746
2018-01-12,2821
2018-01-13,2899
2018-01-14,2870
2018-01-15,2933
2018-01-16,2899
2018-01-17,2796
2018-01-18,2741
2018-01-19,2683
2018-01-20,2626
2018-01-21,2602
2018-01-22,2585
2018-01-23,2588
2018-01-25,2776
2018-01-26,2799
2018-01-27,2730
2018-01-28,2733
2018-01-29,2730
2018-01-30,2743
2018-01-31,2722
2018-02-01,2732
2018-02-02,2722
2018-02-03,2675
2018-02-04,2622
2018-02-05,2548
2018-02-06,2638
2018-02-07,2628
2018-02-08,2529
2018-02-09,2514
2018-02-10,2568
2018-02-11,2558
2018-02-12,2581
2018-02-13,2633
2018-02-14,2635
2018-02-15,2670
2018-02-16,2739
2018-02-17,2726
2018-02-18,2792
2018-02-19,2774
2018-02-20,2679
2018-02-21,2698
2018-02-22,2724
2018-02-23,2835
2018-02-24,2834
2018-02-25,2764
2018-02-26,2776
2018-02-27,2730
2018-02-28,2668
2018-03-01,2658
2018-03-02,2667
2018-03-03,2771
2018-03-04,2737
2018-03-05,2853
2018-03-06,2871
2018-03-07,2803
2018-03-08,2838
2018-03-09,2761
2018-03-10,2741
2018-03-11,2705
2018-03-12,2668
2018-03-13,2744
2018-03-14,2779
2018-03-15,2686
2018-03-16,2680
2018-03-17,2729
2018-03-18,2777
2018-03-19,2836
2018-03-20,2890
2018-03-21,2894
2018-03-23,2914
2018-03-24,2849
2018-03-25,2866
2018-03-26,2909
2018-03-27,2887
2018-03-28,2889
2018-03-29,2882
2018-03-30,2907
2018-03-31,2941
2018-04-01,3023
2018-04-02,3078
2018-04-03,3095
2018-04-04,3031
2018-04-05,2973
2018-04-06,2989
2018-04-07,3033
2018-04-08,3046
2018-04-09,2996
2018-04-10,2874
2018-04-11,2865
2018-04-12,2797
2018-04-13,2737
2018-04-14,2829
2018-04-15,2851
2018-04-16,2802
2018-04-17,2850
2018-04-18,2853
2018-04-19,2842
2018-04-20,2813
2018-04-21,2856
2018-04-22,2885
2018-04-23,3003
2018-04-24,3070
2018-04-25,3085
2018-04-26,3102
2018-04-27,3047
2018-04-28,3111
2018-04-29,3090
2018-04-30,3018
2018-05-01,2953
2018-05-03,2900
2018-05-04,2837
2018-05-05,2781
2018-05-07,2739
2018-05-08,2667
2018-05-09,2641
2018-05-10,2609
2018-05-11,2567
2018-05-12,2462
2018-05-13,2417
2018-05-14,2518
2018-05-15,2638
2018-05-16,2767
2018-05-17,2891
2018-05-18,3025
2018-05-19,3162
2018-05-20,3261
2018-05-21,3152
2018-05-22,3078
2018-05-23,2957
2018-05-24,2924
2018-05-25,2902
2018-05-26,2952
2018-05-27,3100
2018-05-28,3052
2018-05-29,2974
2018-05-30,2847
2018-05-31,2752
2018-06-01,2714
2018-06-02,2600
2018-06-03,2538
2018-06-04,2491
2018-06-05,2557
2018-06-06,2598
2018-06-07,2633
2018-06-08,2685
2018-06-09,2732
2018-06-10,2732
2018-06-11,2669
2018-06-12,2677
2018-06-13,2649
2018-06-14,2663
2018-06-15,2577
2018-06-16,2597
2018-06-17,2605
2018-06-18,2587
2018-06-19,2574
2018-06-20,2582
2018-06-21,2565
2018-06-22,2587
2018-06-23,2621
2018-06-24,2676
2018-06-25,2712
2018-06-26,2751
2018-06-27,2785
2018-06-28,2805
2018-06-29,2882
2018-06-30,2986
2018-07-01,2930
2018-07-02,2902
2018-07-03,2861
2018-07-04,2765
2018-07-05,2800
2018-07-06,2841
2018-07-07,2831
2018-07-08,2806
2018-07-09,2766
2018-07-10,2709
2018-07-11,2795
2018-07-12,2869
2018-07-13,2978
2018-07-14,3048
2018-07-15,3059
2018-07-16,2941
2018-07-17,2880
2018-07-18,2905
2018-07-19,2861
2018-07-20,2813
2018-07-21,2785
2018-07-22,2843
2018-07-23,2846
2018-07-24,2835
2018-07-25,2823
2018-07-26,2878
2018-07-27,2954
2018-07-28,2905
2018-07-29,2927
2018-07-30,2928
2018-07-31,2818
2018-08-01,2717
2018-08-02,2617
2018-08-03,2627
2018-08-04,2650
2018-08-05,2656
2018-08-06,2606
2018-08-07,2559
2018-08-08,2637
2018-08-09,2713
2018-08-10,2761
2018-08-11,2816
2018-08-12,2757
2018-08-14,2750
2018-08-16,2781
2018-08-17,2758
2018-08-18,2795
2018-08-19,2856
2018-08-20,2849
2018-08-21,2853
2018-08-22,2826
2018-08-23,2796
2018-08-24,2674
2018-08-25,2617
2018-08-26,2613
2018-08-27,2606
2018-08-28,2623
2018-08-29,2619
2018-08-30,2604
2018-08-31,2604
2018-09-01,2623
2018-09-02,2677
2018-09-03,2693
2018-09-04,2768
2018-09-05,2762
2018-09-06,2858
2018-09-07,2847
2018-09-08,2959
2018-09-09,3015
2018-09-10,3078
2018-09-11,3208
2018-09-12,3164
2018-09-13,3024
2018-09-14,3042
2018-09-15,3069
2018-09-16,2968
2018-09-17,3004
2018-09-18,3000
2018-09-19,2931
2018-09-20,2949
2018-09-21,3001
2018-09-22,3097
2018-09-23,3111
2018-09-24,3068
2018-09-25,3199
2018-09-26,3103
2018-09-27,3000
2018-09-28,2946
2018-09-29,2828
2018-09-30,2722
2018-10-01,2755
2018-10-02,2858
2018-10-03,2867
2018-10-04,2912
2018-10-05,2946
2018-10-06,2871
2018-10-07,2851
2018-10-08,2836
2018-10-09,2915
2018-10-10,2780
2018-10-11,2648
2018-10-12,2525
2018-10-13,2582
2018-10-14,2712
2018-10-15,2819
2018-10-16,2960
2018-10-17,3044
2018-10-18,3045
2018-10-19,2972
2018-10-20,2883
2018-10-21,2770
2018-10-22,2694
2018-10-23,2601
2018-10-24,2540
2018-10-25,2536
2018-10-26,2654
2018-10-27,2725
2018-10-28,2662
2018-10-29,2673
2018-10-30,2640
2018-10-31,2684
2018-11-01,2800
2018-11-03,2693
2018-11-04,2730
2018-11-05,2788
2018-11-06,2889
2018-11-07,2964
2018-11-08,3049
2018-11-09,3117
2018-11-10,3170
2018-11-11,3260
2018-11-12,3289
2018-11-13,3224
2018-11-14,3096
2018-11-15,2971
2018-11-16,2970
2018-11-17,3034
2018-11-18,3111
2018-11-19,3107
2018-11-20,3200
2018-11-21,3042
2018-11-22,2955
2018-11-23,2934
2018-11-24,2856
2018-11-25,2913
2018-11-26,2895
2018-11-27,2882
2018-11-28,2868
2018-11-29,2897
2018-12-01,2810
2018-12-02,2813
2018-12-03,2820
2018-12-04,2739
2018-12-05,2759
2018-12-07,2901
2018-12-09,2793
2018-12-10,2708
2018-12-11,2685
2018-12-12,2771
2018-12-13,2788
2018-12-14,2742
2018-12-15,2674
2018-12-16,2633
2018-12-17,2688
2018-12-18,2733
2018-12-19,2752
2018-12-20,2714
2018-12-21,2663
2018-12-22,2651
2018-12-23,2635
2018-12-24,2596
2018-12-25,2629
2018-12-26,2661
2018-12-27,2655
2018-12-28,2692
2018-12-29,2686
2018-12-30,2555
2018-12-31,2478
2019-01-01,2485
2019-01-02,2473
2019-01-03,2465
2019-01-04,2476
2019-01-05,2499
2019-01-06,2544
2019-01-08,2650
2019-01-10,2626
2019-01-11,2495
2019-01-12,2412
2019-01-13,2451
2019-01-14,2426
2019-01-15,2374
2019-01-16,2328
2019-01-17,2297
2019-01-18,2292
2019-01-19,2290
2019-01-20,2323
2019-01-21,2379
2019-01-22,2447
2019-01-23,2441
2019-01-24,2439
2019-01-25,2458
2019-01-26,2526
2019-01-27,2567
2019-01-28,2592
2019-01-29,2660
2019-01-30,2717
2019-01-31,2666
2019-02-01,2563
2019-02-02,2489
2019-02-03,2443
2019-02-04,2412
2019-02-05,2461
2019-02-06,2461
2019-02-07,2496
2019-02-08,2504
2019-02-09,2487
2019-02-10,2549
2019-02-11,2611
2019-02-12,2669
2019-02-13,2614
2019-02-14,2549
2019-02-15,2472
2019-02-16,2491
2019-02-17,2522
2019-02-18,2603
2019-02-19,2696
2019-02-20,2741
2019-02-21,2777
2019-02-22,2789
2019-02-23,2735
2019-02-24,2674
2019-02-25,2560
2019-02-26,2525
2019-02-27,2501
2019-02-28,2453
2019-03-01,2454
2019-03-02,2468
2019-03-03,2482
2019-03-04,2451
2019-03-05,2452
2019-03-06,2383
2019-03-07,2380
2019-03-08,2412
2019-03-09,2422
2019-03-10,2423
2019-03-11,2428
2019-03-12,2422
2019-03-13,2397
2019-03-14,2397
2019-03-15,2389
2019-03-16,2398
2019-03-17,2441
2019-03-18,2446
2019-03-19,2477
2019-03-20,2390
2019-03-21,2333
2019-03-22,2342
2019-03-23,2292
2019-03-24,2251
2019-03-25,2271
2019-03-26,2252
