date_obj,Bronze%20wire price
2019-08-24,212
2019-08-25,211
2019-08-25,211
2019-08-26,209
2019-08-26,209
2019-08-27,207
2019-08-27,207
2019-08-28,208
2019-08-29,212
2019-08-30,213
2019-08-31,214
2019-09-01,214
2019-09-02,212
2019-09-03,205
2019-09-04,206
2019-09-05,204
2019-09-06,212
2019-09-07,216
2019-09-08,216
2019-09-09,219
2019-09-10,220
2019-09-11,223
2019-09-12,221
2019-09-13,216
2019-09-14,213
2019-09-15,203
2019-09-16,192
2019-09-17,197
2019-09-18,202
2019-09-19,205
2019-09-20,199
2019-09-21,200
2019-09-22,203
2019-09-23,201
2019-09-24,208
2019-09-25,208
2019-09-26,203
2019-09-27,201
2019-09-28,207
2019-09-29,206
2019-09-30,211
2019-10-01,205
2019-10-02,199
2019-10-03,198
2019-10-04,198
2019-10-05,189
2019-10-06,181
2019-10-07,183
2019-10-08,173
2019-10-09,164
2019-10-10,155
2019-10-11,147
2019-10-12,153
2019-10-13,158
2019-10-14,161
2019-10-15,160
2019-10-16,161
2019-10-17,157
2019-10-18,158
2019-10-19,161
2019-10-20,156
2019-10-21,161
2019-10-22,165
2019-10-23,171
2019-10-24,175
2019-10-25,173
2019-10-26,168
2019-10-27,172
2019-10-28,166
2019-10-29,167
2019-10-30,171
2019-10-31,174
2019-11-01,176
2019-11-02,175
2019-11-03,172
2019-11-04,173
2019-11-05,176
2019-11-06,181
2019-11-07,183
2019-11-08,183
2019-11-09,186
2019-11-10,187
2019-11-11,185
2019-11-12,175
2019-11-13,179
2019-11-14,177
2019-11-15,181
2019-11-16,180
2019-11-17,181
2019-11-18,182
2019-11-19,178
2019-11-20,180
2019-11-21,176
2019-11-22,177
2019-11-23,181
2019-11-24,177
2019-11-25,180
2019-11-26,183
2019-11-27,189
2019-11-28,193
2019-11-29,198
2019-11-30,200
2019-12-01,203
2019-12-02,203
2019-12-03,203
2019-12-04,204
2019-12-05,199
2019-12-06,191
2019-12-07,189
2019-12-08,191
2019-12-09,194
2019-12-10,197
2019-12-11,202
2019-12-12,205
2019-12-13,209
2019-12-14,200
2019-12-15,201
2019-12-16,208
2019-12-17,205
2019-12-18,195
2019-12-19,199
2019-12-20,192
2019-12-21,194
2019-12-22,199
2019-12-23,202
2019-12-24,205
2019-12-25,205
2019-12-26,199
2019-12-27,201
2019-12-28,204
2019-12-29,208
2019-12-30,205
2019-12-31,199
2020-01-01,194
2020-01-02,193
2020-01-03,199
2020-01-04,197
2020-01-05,194
2020-01-06,201
2020-01-07,206
2020-01-08,212
2020-01-09,219
2020-01-10,216
2020-01-11,213
2020-01-12,208
2020-01-13,198
2020-01-14,201
2020-01-15,196
2020-01-16,198
2020-01-17,191
2020-01-18,181
2020-01-19,182
2020-01-20,181
2020-01-21,178
2020-01-22,178
2020-01-23,176
2020-01-24,177
2020-01-25,179
2020-01-26,183
2020-01-27,184
2020-01-28,184
2020-01-29,179
2020-01-30,175
2020-01-31,174
2020-02-01,168
2020-02-02,160
2020-02-03,154
2020-02-04,154
2020-02-05,152
2020-02-06,152
2020-02-07,146
2020-02-08,147
2020-02-09,145
2020-02-10,147
2020-02-11,145
2020-02-12,145
2020-02-13,145
2020-02-14,141
2020-02-15,142
2020-02-16,143
2020-02-17,138
2020-02-18,132
2020-02-19,136
2020-02-20,139
2020-02-21,133
2020-02-22,130
2020-02-23,130
2020-02-24,123
2020-02-25,127
2020-02-26,126
2020-02-27,129
2020-02-28,129
2020-02-29,133
2020-03-01,137
2020-03-02,133
2020-03-03,130
2020-03-04,132
2020-03-05,130
2020-03-06,126
2020-03-07,123
2020-03-08,120
2020-03-09,119
2020-03-10,120
2020-03-11,121
2020-03-12,118
2020-03-13,118
2020-03-14,118
2020-03-15,118
2020-03-16,117
2020-03-17,117
2020-03-18,118
2020-03-19,117
2020-03-20,118
2020-03-21,116
2020-03-22,113
2020-03-23,113
2020-03-24,113
2020-03-25,113
2020-03-26,115
2020-03-27,115
2020-03-28,114
2020-03-29,114
2020-03-30,116
2020-03-31,120
2020-04-01,124
2020-04-02,124
2020-04-03,126
2020-04-04,129
2020-04-05,128
2020-04-06,131
2020-04-07,129
2020-04-08,128
2020-04-09,127
2020-04-10,125
2020-04-11,123
2020-04-12,125
2020-04-13,127
2020-04-14,127
2020-04-15,129
2020-04-16,132
2020-04-17,136
2020-04-18,138
2020-04-19,143
2020-04-20,145
2020-04-21,149
2020-04-22,154
2020-04-23,159
2020-04-24,162
2020-04-25,160
2020-04-26,166
2020-04-27,167
2020-04-28,170
2020-04-29,174
2020-04-30,176
2020-05-01,176
2020-05-02,181
2020-05-03,187
2020-05-04,190
2020-05-05,198
2020-05-06,204
2020-05-07,211
2020-05-08,217
2020-05-09,224
2020-05-10,220
2020-05-11,226
2020-05-12,233
2020-05-13,233
