date_obj,Bandos%20page%203 price
2015-03-26,20339
2015-03-27,20339
2015-03-28,19457
2015-03-29,19457
2015-03-30,18562
2015-03-31,18562
2015-04-01,17712
2015-04-02,17712
2015-04-03,16931
2015-04-04,16931
2015-04-05,16187
2015-04-06,16187
2015-04-07,15451
2015-04-08,15451
2015-04-09,14778
2015-04-10,14778
2015-04-11,14090
2015-04-12,14090
2015-04-13,13453
2015-04-14,13453
2015-04-15,12847
2015-04-16,12847
2015-04-17,12265
2015-04-18,12265
2015-04-19,11651
2015-04-20,11651
2015-04-21,11651
2015-04-22,11103
2015-04-23,11103
2015-04-24,10613
2015-04-25,10613
2015-04-26,10143
2015-04-27,10143
2015-04-28,9666
2015-04-29,9666
2015-04-30,9666
2015-05-01,9218
2015-05-02,9218
2015-05-03,8810
2015-05-04,8810
2015-05-05,8447
2015-05-06,8447
2015-05-07,8085
2015-05-08,8085
2015-05-09,7731
2015-05-10,7731
2015-05-11,7731
2015-05-12,7367
2015-05-13,7367
2015-05-14,7078
2015-05-15,7078
2015-05-16,7078
2015-05-17,6793
2015-05-18,6793
2015-05-19,6493
2015-05-20,6493
2015-05-21,6493
2015-05-22,6196
2015-05-23,6196
2015-05-24,6196
2015-05-25,5980
2015-05-26,5980
2015-05-27,5980
2015-05-28,5785
2015-05-29,5785
2015-05-30,5650
2015-05-31,5650
2015-06-01,5716
2015-06-02,5716
2015-06-03,5878
2015-06-04,5878
2015-06-05,5994
2015-06-06,5994
2015-06-07,5909
2015-06-08,5909
2015-06-09,5702
2015-06-10,5702
2015-06-11,5434
2015-06-12,5434
2015-06-13,5191
2015-06-14,5191
2015-06-15,4960
2015-06-16,4736
2015-06-17,4736
2015-06-18,4499
2015-06-19,4499
2015-06-20,4274
2015-06-21,4274
2015-06-22,4069
2015-06-23,4069
2015-06-24,3865
2015-06-25,3865
2015-06-26,3671
2015-06-27,3671
2015-06-28,3487
2015-06-29,3487
2015-06-30,3330
2015-07-01,3330
2015-07-02,3179
2015-07-03,3179
2015-07-04,3037
2015-07-05,3037
2015-07-06,2966
2015-07-07,2966
2015-07-08,2976
2015-07-09,2976
2015-07-10,2932
2015-07-11,2932
2015-07-12,2932
2015-07-13,2807
2015-07-14,2807
2015-07-15,2786
2015-07-16,2786
2015-07-17,2747
2015-07-18,2747
2015-07-19,2747
2015-07-20,2690
2015-07-21,2690
2015-07-22,2610
2015-07-23,2610
2015-07-24,2593
2015-07-25,2593
2015-07-26,2593
2015-07-27,2574
2015-07-28,2574
2015-07-29,2554
2015-07-30,2554
2015-07-31,2554
2015-08-01,2605
2015-08-02,2605
2015-08-03,2726
2015-08-04,2726
2015-08-05,2863
2015-08-06,2863
2015-08-07,2989
2015-08-08,2989
2015-08-09,3101
2015-08-10,3101
2015-08-11,3203
2015-08-12,3203
2015-08-13,3203
2015-08-14,3298
2015-08-15,3298
2015-08-16,3298
2015-08-17,3410
2015-08-18,3410
2015-08-19,3563
2015-08-20,3563
2015-08-21,3630
2015-08-22,3630
2015-08-23,3768
2015-08-24,3768
2015-08-25,3768
2015-08-26,3875
2015-08-27,3875
2015-08-28,4042
2015-08-29,4042
2015-08-30,4159
2015-08-31,4159
2015-09-01,4193
2015-09-02,4193
2015-09-03,4193
2015-09-04,4243
2015-09-05,4243
2015-09-06,4243
2015-09-07,4237
2015-09-08,4237
2015-09-09,4389
2015-09-10,4389
2015-09-11,4486
2015-09-12,4486
2015-09-13,4672
2015-09-14,4672
2015-09-15,4891
2015-09-16,4891
2015-09-17,4948
2015-09-18,4948
2015-09-19,4948
2015-09-20,5094
2015-09-21,5094
2015-09-22,5213
2015-09-23,5213
2015-09-24,5213
2015-09-25,5271
2015-09-27,5160
2015-09-28,5160
2015-09-29,5160
2015-09-30,5067
2015-10-05,4852
2015-10-06,4924
2015-10-07,4924
2015-10-08,4924
2015-10-09,4833
2015-10-10,4833
2015-10-11,4829
2015-10-12,4829
2015-10-13,4829
2015-10-14,4762
2015-10-15,4762
2015-10-16,4582
2015-10-17,4582
2015-10-18,4582
2015-10-19,4359
2015-10-20,4359
2015-10-22,4163
2015-10-23,3986
2015-10-24,3986
2015-10-25,3786
2015-10-26,3786
2015-10-27,3786
2015-10-28,3596
2015-10-29,3596
2015-10-30,3596
2015-10-31,3431
2015-11-01,3431
2015-11-02,3431
2015-11-03,3317
2015-11-04,3317
2015-11-05,3317
2015-11-06,3290
2015-11-07,3290
2015-11-08,3290
2015-11-09,3208
2015-11-10,3208
2015-11-11,3208
2015-11-12,3157
2015-11-13,3157
2015-11-14,3157
2015-11-15,3073
2015-11-16,3073
2015-11-17,3073
2015-11-18,3082
2015-11-19,3082
2015-11-20,3126
2015-11-21,3126
2015-11-22,3126
2015-11-23,3105
2015-11-24,3105
2015-11-25,3003
2015-11-26,3003
2015-11-27,3003
2015-11-28,2874
2015-11-29,2874
2015-11-30,2813
2015-12-01,2813
2015-12-02,2813
2015-12-03,2832
2015-12-04,2832
2015-12-05,2832
2015-12-06,2857
2015-12-07,2857
2015-12-08,2857
2015-12-09,2754
2015-12-10,2754
2015-12-11,2779
2015-12-12,2779
2015-12-13,2873
2015-12-14,2873
2015-12-15,3001
2015-12-16,3001
2015-12-17,3001
2015-12-18,3012
2015-12-19,3012
2015-12-20,3059
2015-12-21,3059
2015-12-22,3060
2015-12-23,3060
2015-12-24,3060
2015-12-25,3080
2015-12-26,3080
2015-12-27,3117
2015-12-28,3117
2015-12-29,3089
2015-12-30,3089
2015-12-31,3154
2016-01-01,3154
2016-01-02,3154
2016-01-03,3203
2016-01-04,3203
2016-01-05,3261
2016-01-06,3261
2016-01-07,3285
2016-01-08,3285
2016-01-09,3354
2016-01-10,3354
2016-01-11,3425
2016-01-12,3425
2016-01-13,3519
2016-01-14,3519
2016-01-15,3680
2016-01-16,3680
2016-01-17,3799
2016-01-18,3799
2016-01-19,3902
2016-01-20,3902
2016-01-21,4072
2016-01-22,4072
2016-01-23,4171
2016-01-24,4171
2016-01-25,4286
2016-01-26,4286
2016-01-27,4483
2016-01-28,4483
2016-01-29,4583
2016-01-30,4583
2016-01-31,4609
2016-02-01,4609
2016-02-02,4600
2016-02-03,4600
2016-02-04,4654
2016-02-05,4654
2016-02-06,4752
2016-02-07,4752
2016-02-08,4813
2016-02-09,4813
2016-02-10,4902
2016-02-11,4902
2016-02-12,4902
2016-02-13,4907
2016-02-14,4907
2016-02-15,4813
2016-02-16,4813
2016-02-17,4675
2016-02-18,4675
2016-02-19,4540
2016-02-20,4540
2016-02-21,4429
2016-02-22,4429
2016-02-23,4365
2016-02-24,4365
2016-02-25,4282
2016-02-26,4282
2016-02-27,4127
2016-02-28,4127
2016-02-29,4002
2016-03-01,4002
2016-03-02,3974
2016-03-03,3974
2016-03-04,4049
2016-03-05,4049
2016-03-06,4126
2016-03-07,4126
2016-03-08,4316
2016-03-09,4316
2016-03-10,4469
2016-03-11,4469
2016-03-12,4589
2016-03-13,4589
2016-03-14,4661
2016-03-15,4661
2016-03-16,4866
2016-03-17,4866
2016-03-18,5005
2016-03-19,5005
2016-03-20,5164
2016-03-21,5164
2016-03-22,5404
2016-03-23,5404
2016-03-24,5618
2016-03-25,5618
2016-03-26,5763
2016-03-27,5763
2016-03-28,5871
2016-03-29,5871
2016-03-30,6090
2016-03-31,6090
2016-04-01,6147
2016-04-02,6147
2016-04-03,6191
2016-04-04,6191
2016-04-05,6384
2016-04-06,6384
2016-04-07,6592
2016-04-08,6592
2016-04-09,6659
2016-04-10,6659
2016-04-11,6902
2016-04-12,6902
2016-04-13,7085
2016-04-14,7085
2016-04-15,7189
2016-04-16,7189
2016-04-17,7073
2016-04-18,7094
2016-04-19,7094
2016-04-20,7137
2016-04-21,7137
2016-04-22,7137
2016-04-23,7178
2016-04-24,7178
2016-04-25,7044
2016-04-26,7044
2016-04-27,6980
2016-04-28,6980
2016-04-29,6697
2016-04-30,6697
2016-05-01,6691
2016-05-02,6691
2016-05-03,6392
2016-05-04,6392
2016-05-05,6072
2016-05-06,6072
2016-05-07,5768
2016-05-08,5768
2016-05-09,5479
2016-05-10,5479
2016-05-11,5205
2016-05-12,5205
2016-05-13,4950
2016-05-14,4950
2016-05-15,4769
2016-05-16,4769
2016-05-17,4627
2016-05-18,4627
2016-05-19,4651
2016-05-22,4531
2016-05-23,4322
2016-05-24,4322
2016-05-25,4145
2016-05-26,4145
2016-05-27,3963
2016-05-28,3963
2016-05-29,3879
2016-05-30,3879
2016-05-31,3829
2016-06-01,3829
2016-06-02,3715
2016-06-03,3715
2016-06-04,3612
2016-06-05,3612
2016-06-06,3608
2016-06-07,3608
2016-06-08,3508
2016-06-09,3508
2016-06-10,3460
2016-06-11,3460
2016-06-12,3399
2016-06-13,3399
2016-06-14,3359
2016-06-15,3359
2016-06-16,3359
2016-06-17,3415
2016-06-18,3415
2016-06-19,3397
2016-06-20,3397
2016-06-21,3265
2016-06-22,3265
2016-06-23,3375
2016-06-24,3375
2016-06-25,3533
2016-06-26,3533
2016-06-27,3533
2016-06-28,3690
2016-06-29,3690
2016-06-30,3697
2016-07-01,3697
2016-07-02,3838
2016-07-03,3838
2016-07-04,3921
2016-07-05,3921
2016-07-06,3932
2016-07-07,3913
2016-07-08,4003
2016-07-09,4000
2016-07-10,3973
2016-07-11,3858
2016-07-12,3858
2016-07-13,3904
2016-07-14,4060
2016-07-15,4060
2016-07-16,4231
2016-07-17,4231
2016-07-18,4286
2016-07-23,4164
2016-07-24,4106
2016-07-25,4106
2016-07-26,4191
2016-07-27,4191
2016-07-28,4134
2016-07-29,3959
2016-07-30,3959
2016-07-31,3905
2016-08-01,3905
2016-08-02,4058
2016-08-03,4058
2016-08-04,4236
2016-08-05,4236
2016-08-06,4421
2016-08-07,4421
2016-08-08,4558
2016-08-09,4558
2016-08-10,4648
2016-08-11,4648
2016-08-12,4840
2016-08-13,4840
2016-08-14,5005
2016-08-15,5005
2016-08-16,5015
2016-08-17,5015
2016-08-18,5015
2016-08-19,5098
2016-08-20,5098
