date_obj,Gnomeball price
2016-06-09,4123
2016-06-10,4123
2016-06-11,4123
2016-06-12,4123
2016-06-13,4025
2016-06-14,4025
2016-06-15,4025
2016-06-16,4025
2016-06-17,4025
2016-06-18,4025
2016-06-19,3943
2016-06-20,3943
2016-06-21,3943
2016-06-22,3943
2016-06-23,3943
2016-06-24,3943
2016-06-25,3943
2016-06-26,3943
2016-06-27,3930
2016-06-28,3930
2016-06-29,3930
2016-06-30,3930
2016-07-01,3930
2016-07-02,3930
2016-07-03,3849
2016-07-04,3849
2016-07-05,3849
2016-07-06,3849
2016-07-07,3849
2016-07-08,3849
2016-07-09,3916
2016-07-10,3916
2016-07-11,3916
2016-07-12,3916
2016-07-13,3916
2016-07-14,3916
2016-07-15,3916
2016-07-16,3916
2016-07-17,4036
2016-07-18,4036
2016-07-23,4036
2016-07-24,4036
2016-07-25,4045
2016-07-26,4045
2016-07-27,4045
2016-07-28,4045
2016-07-29,4045
2016-07-30,4045
2016-07-31,4045
2016-08-01,4045
2016-08-02,4209
2016-08-03,4209
2016-08-04,4209
2016-08-05,4209
2016-08-06,4209
2016-08-07,4209
2016-08-08,4209
2016-08-09,4209
2016-08-10,4371
2016-08-11,4371
2016-08-12,4371
2016-08-13,4371
2016-08-14,4371
2016-08-15,4371
2016-08-16,4371
2016-08-17,4371
2016-08-18,4371
2016-08-19,4371
2016-08-20,4587
2016-08-21,4587
2016-08-22,4587
2016-08-23,4587
2016-08-24,4587
2016-08-25,4587
2016-08-26,4587
2016-08-28,4587
2016-08-31,4673
2016-09-01,4673
2016-09-02,4673
2016-09-03,4673
2016-09-04,4673
2016-09-05,4673
2016-09-06,4673
2016-09-07,4673
2016-09-08,4673
2016-09-09,4906
2016-09-10,4906
2016-09-11,4906
2016-09-12,4906
2016-09-13,4906
2016-09-14,4906
2016-09-15,4906
2016-09-16,4906
2016-09-17,4906
2016-09-18,4906
2016-09-19,4906
2016-09-20,4906
2016-09-21,5148
2016-09-22,5148
2016-09-23,5148
2016-09-24,5148
2016-09-25,5148
2016-09-26,5148
2016-09-27,5148
2016-09-28,5148
2016-09-29,5148
2016-09-30,5148
2016-10-01,5115
2016-10-02,5115
2016-10-03,5115
2016-10-04,5115
2016-10-05,5115
2016-10-06,5115
2016-10-07,5115
2016-10-08,5115
2016-10-09,5115
2016-10-10,5115
2016-10-11,5115
2016-10-12,5115
2016-10-13,5103
2016-10-14,5103
2016-10-15,5103
2016-10-16,5103
2016-10-17,5103
2016-10-18,5103
2016-10-19,5103
2016-10-20,5103
2016-10-21,5103
2016-10-22,5097
2016-10-23,5097
2016-10-24,5097
2016-10-25,5097
2016-10-26,5097
2016-10-27,5097
2016-10-28,5097
2016-10-29,5017
2016-10-30,5017
2016-10-31,5017
2016-11-01,5017
2016-11-02,5017
2016-11-03,5017
2016-11-04,5060
2016-11-05,5060
2016-11-06,5060
2016-11-07,5060
2016-11-08,5060
2016-11-09,5060
2016-11-10,5060
2016-11-11,5204
2016-11-12,5204
2016-11-13,5204
2016-11-14,5204
2016-11-15,5204
2016-12-07,4954
2016-12-08,4954
2016-12-09,4954
2016-12-10,4797
2016-12-11,4797
2016-12-12,4797
2016-12-13,4797
2016-12-14,4797
2016-12-15,4797
2016-12-16,4589
2016-12-17,4589
2016-12-18,4589
2016-12-19,4589
2016-12-20,4589
2016-12-21,4589
2016-12-22,4589
2016-12-23,4421
2016-12-24,4421
2016-12-25,4421
2016-12-26,4421
2016-12-27,4421
2016-12-28,4421
2016-12-29,4421
2016-12-30,4421
2016-12-31,4421
2017-01-01,4421
2017-01-02,4421
2017-01-03,4421
2017-01-04,4363
2017-01-05,4363
2017-01-06,4363
2017-01-07,4363
2017-01-08,4363
2017-01-09,4363
2017-01-10,4363
2017-01-11,4276
2017-01-12,4276
2017-01-13,4276
2017-01-14,4276
2017-01-15,4276
2017-01-16,4276
2017-01-17,4201
2017-01-18,4201
2017-01-19,4201
2017-01-20,4201
2017-01-21,4201
2017-01-22,4133
2017-01-23,4133
2017-01-27,4133
2017-01-28,4021
2017-01-29,4021
2017-01-30,4021
2017-01-31,4021
2017-02-01,4021
2017-02-02,4021
2017-02-03,4021
2017-02-04,4017
2017-02-05,4017
2017-02-06,4017
2017-02-07,4017
2017-02-08,4017
2017-02-09,4017
2017-02-10,4017
2017-02-11,3849
2017-02-12,3849
2017-02-13,3849
2017-02-14,3849
2017-02-15,3849
2017-02-16,3849
2017-02-18,3705
2017-02-19,3705
2017-02-20,3705
2017-02-21,3705
2017-02-22,3705
2017-02-23,3705
2017-02-24,3705
2017-02-25,3705
2017-02-26,3703
2017-02-27,3703
2017-02-28,3703
2017-03-01,3703
2017-03-02,3703
2017-03-03,3703
2017-03-04,3617
2017-03-05,3617
2017-03-06,3617
2017-03-07,3617
2017-03-08,3617
2017-03-09,3617
2017-03-10,3617
2017-03-11,3534
2017-03-12,3534
2017-03-13,3534
2017-03-14,3534
2017-03-15,3576
2017-03-16,3576
2017-03-17,3576
2017-03-18,3576
2017-03-19,3576
2017-03-20,3574
2017-03-21,3574
2017-03-22,3574
2017-03-23,3574
2017-03-24,3574
2017-03-25,3574
2017-03-26,3521
2017-03-27,3521
2017-03-28,3521
2017-03-29,3521
2017-03-30,3521
2017-03-31,3521
2017-04-01,3511
2017-04-02,3511
2017-04-03,3511
2017-04-04,3511
2017-04-12,3482
2017-04-13,3482
2017-04-14,3482
2017-04-15,3482
2017-04-16,3482
2017-04-17,3482
2017-04-18,3642
2017-04-19,3642
2017-04-20,3642
2017-04-21,3642
2017-04-22,3642
2017-04-23,3642
2017-04-24,3642
2017-04-25,3563
2017-04-26,3563
2017-04-27,3563
2017-04-28,3563
2017-04-29,3563
2017-04-30,3563
2017-05-01,3563
2017-05-02,3436
2017-05-03,3436
2017-05-04,3436
2017-05-05,3436
2017-05-06,3436
2017-05-07,3436
2017-05-08,3467
2017-05-09,3467
2017-05-10,3467
2017-05-11,3467
2017-05-12,3467
2017-05-13,3546
2017-05-14,3546
2017-05-15,3546
2017-05-16,3546
2017-05-17,3546
2017-05-18,3546
2017-05-19,3546
2017-05-20,3558
2017-05-21,3558
2017-05-22,3558
2017-05-23,3558
2017-05-24,3558
2017-05-25,3558
2017-05-26,3558
2017-05-27,3520
2017-05-28,3520
2017-05-29,3520
2017-05-30,3520
2017-05-31,3520
2017-06-01,3520
2017-06-02,3520
2017-06-03,3525
2017-06-04,3525
2017-06-05,3525
2017-06-06,3525
2017-06-07,3525
2017-06-08,3525
2017-06-09,3426
2017-06-10,3426
2017-06-11,3426
2017-06-12,3426
2017-06-13,3426
2017-06-14,3332
2017-06-15,3332
2017-06-16,3332
2017-06-17,3332
2017-06-18,3332
2017-06-19,3332
2017-06-20,3312
2017-06-21,3312
2017-06-22,3312
2017-06-23,3312
2017-06-24,3312
2017-06-25,3312
2017-06-26,3312
2017-06-27,3200
2017-06-28,3200
2017-06-29,3200
2017-06-30,3200
2017-07-01,3200
2017-07-02,3200
2017-07-03,3200
2017-07-04,3200
2017-07-05,3190
2017-07-06,3190
2017-07-07,3190
2017-07-08,3190
2017-07-13,3142
2017-07-14,3142
2017-07-15,3142
2017-07-16,3142
2017-07-17,3142
2017-07-18,3142
2017-07-19,3138
2017-07-20,3138
2017-07-21,3138
2017-07-22,3138
2017-07-23,3138
2017-07-24,3138
2017-07-25,3138
2017-07-26,3209
2017-07-27,3209
2017-07-28,3209
2017-07-29,3209
2017-07-30,3209
2017-07-31,3209
2017-08-01,3209
2017-08-02,3266
2017-08-03,3266
2017-08-04,3266
2017-08-05,3266
2017-08-06,3266
2017-08-09,3266
2017-08-10,3266
2017-08-11,3193
2017-08-12,3193
2017-08-13,3193
2017-08-14,3193
2017-08-15,3193
2017-08-16,3193
2017-08-17,3193
2017-08-18,3193
2017-08-19,3241
2017-08-20,3241
2017-08-21,3241
2017-08-22,3241
2017-08-23,3241
2017-08-24,3241
2017-08-25,3241
2017-08-26,3241
2017-08-27,3368
2017-08-28,3368
2017-08-29,3368
2017-08-30,3368
2017-08-31,3368
2017-09-01,3368
2017-09-02,3368
2017-09-03,3368
2017-09-04,3368
2017-09-05,3355
2017-09-06,3355
2017-09-07,3355
2017-09-08,3355
2017-09-09,3355
2017-09-10,3355
2017-09-11,3355
2017-09-12,3355
2017-09-13,3406
2017-09-14,3406
2017-09-15,3406
2017-09-16,3406
2017-09-17,3406
2017-09-18,3406
2017-09-19,3406
2017-09-20,3468
2017-09-21,3468
2017-09-22,3468
2017-09-23,3468
2017-09-24,3468
2017-09-25,3468
2017-09-26,3468
2017-09-27,3468
2017-09-28,3538
2017-09-29,3538
2017-09-30,3538
2017-10-01,3538
2017-10-02,3538
2017-10-03,3538
2017-10-04,3538
2017-10-05,3624
2017-10-06,3624
2017-10-07,3624
2017-10-08,3624
2017-10-09,3624
2017-10-10,3624
2017-10-11,3624
2017-10-12,3624
2017-10-13,3624
2017-10-14,3682
2017-10-15,3682
2017-10-16,3682
2017-10-17,3682
2017-10-18,3682
2017-10-19,3682
2017-10-20,3682
2017-10-21,3682
2017-10-22,3763
2017-10-23,3763
2017-10-24,3763
2017-10-25,3763
2017-10-26,3763
2017-10-27,3763
2017-10-28,3763
2017-10-29,3763
2017-10-30,3911
2017-10-31,3911
2017-11-01,3911
2017-11-02,3911
2017-11-03,3911
2017-11-04,3968
2017-11-05,3968
2017-11-06,3968
2017-11-07,3968
2017-11-08,3968
2017-11-09,3968
2017-11-10,3968
2017-11-11,3891
2017-11-12,3891
2017-11-13,3891
2017-11-14,3891
2017-11-15,3891
2017-11-16,3891
2017-11-17,3942
2017-11-18,3942
2017-11-19,3942
2017-11-20,3942
2017-11-21,3942
2017-11-22,3942
2017-11-23,3942
2017-11-24,3942
2017-11-25,3961
2017-11-26,3961
2017-11-27,3961
2017-11-28,3961
2017-11-29,3961
2017-11-30,3961
2017-12-01,3945
2017-12-02,3945
2017-12-03,3945
2017-12-04,3945
2017-12-05,3945
2017-12-06,3994
2017-12-07,3994
2017-12-08,3994
2017-12-09,3994
2017-12-10,3994
2017-12-11,3994
2017-12-12,4187
2017-12-13,4187
2017-12-14,4187
2017-12-15,4187
2017-12-16,4187
2017-12-17,4187
2017-12-18,4187
2017-12-19,4187
2017-12-20,4323
2017-12-21,4323
2017-12-22,4323
2017-12-23,4323
2017-12-24,4323
2017-12-25,4323
2017-12-26,4323
2017-12-27,4420
2017-12-28,4420
2017-12-29,4420
2017-12-30,4420
2017-12-31,4420
2018-01-01,4420
2018-01-02,4420
2018-01-03,4420
2018-01-04,4375
2018-01-05,4375
2018-01-06,4375
2018-01-07,4375
2018-01-08,4375
2018-01-09,4329
2018-01-10,4329
2018-01-11,4329
2018-01-12,4329
2018-01-13,4421
2018-01-14,4421
2018-01-15,4421
2018-01-16,4421
2018-01-17,4421
2018-01-18,4421
2018-01-19,4421
2018-01-20,4421
2018-01-21,4421
2018-01-22,4421
2018-01-23,4421
2018-01-24,4643
2018-01-25,4643
2018-01-26,4643
2018-01-27,4874
2018-01-28,4874
2018-01-29,4984
2018-01-30,4984
2018-01-31,4984
2018-02-01,5212
2018-02-02,5212
2018-02-03,5467
2018-02-04,5467
2018-02-05,5467
2018-02-06,5399
2018-02-07,5399
2018-02-08,5399
2018-02-09,5528
2018-02-10,5528
2018-02-11,5740
2018-02-12,5740
2018-02-13,5740
2018-02-14,5960
2018-02-15,5960
2018-02-16,5960
2018-02-17,6128
2018-02-18,6128
2018-02-19,6413
2018-02-20,6413
2018-02-21,6413
2018-02-22,6539
2018-02-23,6539
2018-02-24,6539
2018-02-25,6418
2018-02-26,6418
2018-02-27,6418
2018-02-28,6281
2018-03-01,6281
2018-03-02,6281
2018-03-03,6105
2018-03-04,6105
2018-03-05,6105
2018-03-06,6178
2018-03-07,6178
2018-03-08,6178
2018-03-09,5941
2018-03-10,5941
2018-03-11,5941
2018-03-12,5962
2018-03-13,5962
2018-03-14,5962
2018-03-15,5993
2018-03-16,5993
2018-03-17,5993
2018-03-18,5881
2018-03-20,5881
2018-03-21,5840
2018-03-23,5840
2018-03-24,5840
2018-03-25,5847
2018-03-26,5847
2018-03-27,5847
2018-03-28,5721
2018-03-29,5721
2018-03-30,5721
2018-03-31,5959
2018-04-01,5959
2018-04-02,5959
2018-04-03,5710
2018-04-04,5710
2018-04-05,5710
2018-04-06,5710
2018-04-07,5441
2018-04-08,5441
2018-04-09,5441
2018-04-10,5270
2018-04-11,5270
2018-04-12,5270
2018-04-13,5270
2018-04-14,5085
2018-04-15,5085
2018-04-16,5085
2018-04-17,4887
2018-04-18,4887
2018-04-19,4887
2018-04-20,4887
2018-04-21,4741
2018-04-22,4741
2018-04-23,4741
2018-04-24,4741
2018-04-25,4564
2018-04-26,4564
2018-04-27,4564
2018-04-28,4564
2018-04-29,4359
2018-04-30,4359
2018-05-01,4209
2018-05-03,4209
2018-05-04,4209
2018-05-05,4326
2018-05-06,4326
2018-05-07,4326
2018-05-08,4326
2018-05-09,4413
2018-05-10,4413
2018-05-11,4413
2018-05-12,4413
2018-05-13,4464
2018-05-14,4464
2018-05-15,4464
2018-05-16,4354
2018-05-17,4354
2018-05-18,4354
2018-05-19,4368
2018-05-20,4368
2018-05-21,4368
2018-05-22,4368
2018-05-23,4534
2018-05-24,4534
2018-05-25,4534
2018-05-26,4560
2018-05-27,4560
2018-05-28,4560
2018-05-29,4560
2018-05-30,4573
2018-05-31,4573
2018-06-01,4573
2018-06-02,4611
2018-06-03,4611
2018-06-04,4611
2018-06-05,4588
2018-06-06,4588
2018-06-07,4364
2018-06-08,4364
2018-06-09,4364
2018-06-10,4477
2018-06-11,4477
2018-06-12,4477
2018-06-13,4645
2018-06-14,4645
2018-06-15,4645
2018-06-16,4645
2018-06-17,4772
2018-06-18,4772
2018-06-19,4772
2018-06-20,4772
2018-06-21,4895
2018-06-22,4895
2018-06-23,4895
2018-06-24,4895
2018-06-25,4879
2018-06-26,4879
2018-06-27,4879
2018-06-28,4842
2018-06-29,4842
2018-06-30,4842
2018-07-01,4797
2018-07-02,4797
2018-07-03,4797
2018-07-04,4797
2018-07-05,4792
2018-07-06,4792
2018-07-07,4792
2018-07-08,4792
2018-07-09,4706
2018-07-10,4706
2018-07-11,4706
2018-07-12,4706
2018-07-13,4706
2018-07-14,4623
2018-07-15,4623
2018-07-16,4623
2018-07-17,4623
2018-07-18,4676
2018-07-19,4676
2018-07-20,4676
2018-07-21,4741
2018-07-22,4741
2018-07-23,4741
2018-07-24,4614
2018-07-25,4614
2018-07-26,4614
2018-07-27,4685
2018-07-28,4685
2018-07-29,4685
2018-07-30,4685
2018-07-31,4463
2018-08-01,4463
2018-08-02,4463
2018-08-03,4333
2018-08-04,4333
2018-08-05,4207
2018-08-06,4207
2018-08-07,4207
2018-08-08,4048
2018-08-09,4048
2018-08-10,4048
2018-08-11,3936
2018-08-12,3936
2018-08-14,3822
2018-08-16,3822
2018-08-17,3774
2018-08-18,3774
2018-08-19,3774
2018-08-20,3841
2018-08-21,3841
2018-08-22,3841
2018-08-23,4032
2018-08-24,4032
2018-08-25,4032
2018-08-26,4034
2018-08-27,4034
2018-08-28,4034
2018-08-29,4138
2018-08-30,4138
2018-08-31,4138
2018-09-01,3988
2018-09-02,3988
2018-09-03,3988
2018-09-04,3870
2018-09-05,3870
2018-09-06,3870
2018-09-07,3692
2018-09-08,3692
2018-09-09,3692
2018-09-10,3507
2018-09-11,3507
2018-09-12,3339
2018-09-13,3339
2018-09-14,3231
2018-09-15,3231
2018-09-16,3230
2018-09-17,3230
2018-09-18,3112
2018-09-19,3112
2018-09-20,3112
2018-09-21,3112
2018-09-22,3133
2018-09-23,3133
2018-09-24,3133
2018-09-25,2983
2018-09-26,2983
2018-09-27,2847
2018-09-28,2778
2018-09-29,2778
2018-09-30,2778
2018-10-01,2814
2018-10-02,2814
2018-10-03,2814
2018-10-04,2779
2018-10-05,2779
2018-10-06,2779
2018-10-07,2651
2018-10-08,2651
2018-10-09,2626
2018-10-10,2626
2018-10-11,2740
2018-10-12,2740
2018-10-13,2866
2018-10-14,2866
2018-10-15,2866
2018-10-16,2866
2018-10-17,3010
2018-10-18,3010
2018-10-19,3010
2018-10-20,3010
2018-10-21,3158
2018-10-22,3158
2018-10-23,3158
2018-10-24,3310
2018-10-25,3310
2018-10-26,3310
2018-10-27,3476
2018-10-28,3476
2018-10-29,3650
2018-10-30,3650
2018-10-31,3650
2018-11-01,3820
2018-11-03,3820
2018-11-04,3820
2018-11-05,4011
2018-11-06,4011
2018-11-07,4011
2018-11-08,4212
2018-11-09,4212
2018-11-10,4212
2018-11-11,4403
2018-11-12,4403
2018-11-13,4403
2018-11-14,4554
2018-11-15,4554
2018-11-16,4554
2018-11-17,4570
2018-11-18,4570
2018-11-19,4570
2018-11-20,4553
2018-11-21,4553
2018-11-22,4553
2018-11-23,4676
2018-11-24,4676
2018-11-25,4743
2018-11-26,4743
2018-11-27,4743
2018-11-28,4674
2018-11-29,4674
2018-12-01,4850
2018-12-02,5093
2018-12-03,5093
2018-12-05,5312
2018-12-07,5312
2018-12-09,5481
2018-12-10,5481
2018-12-11,5497
2018-12-12,5497
2018-12-13,5585
2018-12-14,5585
2018-12-15,5585
2018-12-16,5461
2018-12-17,5461
2018-12-18,5208
2018-12-19,5208
2018-12-20,5208
2018-12-21,4947
2018-12-22,4947
2018-12-23,4700
2018-12-24,4617
2018-12-25,4617
2018-12-26,4617
2018-12-27,4417
2018-12-28,4417
2018-12-29,4507
2018-12-30,4507
2018-12-31,4401
2019-01-01,4401
2019-01-02,4184
2019-01-03,4184
2019-01-04,3987
2019-01-05,4040
2019-01-06,4040
2019-01-08,4097
2019-01-10,4229
2019-01-11,4149
2019-01-12,4149
2019-01-13,4121
2019-01-14,4121
2019-01-15,3949
2019-01-16,3949
2019-01-17,3785
2019-01-18,3785
2019-01-19,3832
2019-01-20,3832
2019-01-21,3832
2019-01-22,3814
2019-01-23,3814
2019-01-24,3678
2019-01-25,3678
2019-01-26,3561
2019-01-27,3561
2019-01-28,3698
2019-01-29,3698
2019-01-30,3806
2019-01-31,3806
2019-02-01,3976
2019-02-02,3976
2019-02-03,4041
2019-02-04,4041
2019-02-05,4041
2019-02-06,4076
2019-02-07,4076
2019-02-08,4040
2019-02-09,4040
2019-02-10,4011
2019-02-11,4011
2019-02-12,3922
2019-02-13,3922
2019-02-14,3742
2019-02-15,3742
2019-02-16,3605
2019-02-17,3605
2019-02-18,3540
2019-02-19,3540
2019-02-20,3569
2019-02-21,3569
2019-02-22,3567
2019-02-23,3567
2019-02-24,3540
2019-02-25,3540
2019-02-26,3440
2019-02-27,3440
2019-02-28,3440
2019-03-01,3440
2019-03-02,3288
2019-03-03,3288
2019-03-04,3188
2019-03-05,3188
2019-03-06,3110
2019-03-07,3110
2019-03-08,3110
2019-03-09,3255
2019-03-10,3255
2019-03-11,3418
2019-03-12,3418
2019-03-13,3418
2019-03-14,3536
2019-03-15,3536
2019-03-16,3536
2019-03-17,3509
2019-03-18,3509
2019-03-19,3509
2019-03-20,3679
2019-03-21,3679
2019-03-22,3679
2019-03-23,3702
2019-03-24,3702
2019-03-25,3702
2019-03-26,3717
2019-03-27,3717
