date_obj,Steel%20platebody%20(g) price
2018-08-28,28723
2018-08-29,28723
2018-08-30,29505
2018-08-31,29505
2018-09-01,29860
2018-09-02,29860
2018-09-03,29860
2018-09-04,30935
2018-09-05,30935
2018-09-06,30935
2018-09-07,31548
2018-09-08,31548
2018-09-09,31548
2018-09-10,32447
2018-09-11,32447
2018-09-12,32447
2018-09-13,33820
2018-09-14,33820
2018-09-15,35090
2018-09-16,35090
2018-09-17,35090
2018-09-18,35989
2018-09-19,35989
2018-09-20,35989
2018-09-21,37409
2018-09-22,37409
2018-09-23,39048
2018-09-24,39048
2018-09-25,39048
2018-09-26,40272
2018-09-27,40272
2018-09-28,40272
2018-09-29,41338
2018-09-30,41338
2018-10-02,42819
2018-10-03,42819
2018-10-04,42819
2018-10-05,43384
2018-10-06,43384
2018-10-07,43384
2018-10-08,41914
2018-10-09,41914
2018-10-10,40861
2018-10-11,40861
2018-10-12,40861
2018-10-13,41176
2018-10-14,41176
2018-10-15,41176
2018-10-16,40749
2018-10-17,40749
2018-10-18,40749
2018-10-19,40433
2018-10-20,40433
2018-10-21,40433
2018-10-22,40433
2018-10-23,40202
2018-10-24,40202
2018-10-25,40202
2018-10-26,40816
2018-10-27,40816
2018-10-28,41067
2018-10-29,41067
2018-10-30,41067
2018-10-31,40684
2018-11-01,41980
2018-11-03,43474
2018-11-04,45083
2018-11-05,47188
2018-11-06,48658
2018-11-07,48658
2018-11-08,50590
2018-11-09,50590
2018-11-10,53094
2018-11-11,53094
2018-11-12,55749
2018-11-13,58186
2018-11-14,58186
2018-11-15,61096
2018-11-16,63890
2018-11-17,63890
2018-11-18,66696
2018-11-19,66696
2018-11-20,67255
2018-11-21,67255
2018-11-22,68358
2018-11-23,68358
2018-11-24,66562
2018-11-25,65320
2018-11-26,65320
2018-11-27,63090
2018-11-28,62198
2018-11-29,60471
2018-12-01,58582
2018-12-02,57080
2018-12-03,57080
2018-12-04,55401
2018-12-05,54117
2018-12-07,53040
2018-12-09,50856
2018-12-10,49004
2018-12-11,49004
2018-12-12,48150
2018-12-13,48150
2018-12-14,46859
2018-12-15,46859
2018-12-16,46430
2018-12-17,46430
2018-12-18,46582
2018-12-19,46582
2018-12-20,45226
2018-12-21,45226
2018-12-22,43549
2018-12-23,42011
2018-12-24,42011
2018-12-25,42056
2018-12-26,42056
2018-12-27,41332
2018-12-28,41332
2018-12-29,40329
2018-12-30,40329
2018-12-31,39327
2019-01-01,39327
2019-01-02,38537
2019-01-03,38537
2019-01-04,38405
2019-01-05,38405
2019-01-06,37577
2019-01-08,36679
2019-01-10,36442
2019-01-11,36442
2019-01-12,35513
2019-01-13,35513
2019-01-14,34639
2019-01-15,34639
2019-01-16,33944
2019-01-17,33944
2019-01-18,34408
2019-01-19,34408
2019-01-20,33556
2019-01-21,33556
2019-01-22,32747
2019-01-23,32747
2019-01-24,33231
2019-01-25,33231
2019-01-26,32639
2019-01-27,32639
2019-01-28,31608
2019-01-29,31608
2019-01-30,30768
2019-01-31,30768
2019-02-01,30944
2019-02-02,30944
2019-02-03,31320
2019-02-04,31320
2019-02-05,30881
2019-02-06,30881
2019-02-07,31081
2019-02-08,31081
2019-02-09,31081
2019-02-10,30131
2019-02-11,30131
2019-02-12,29410
2019-02-13,29410
2019-02-14,29044
2019-02-15,29044
2019-02-16,29091
2019-02-17,29091
2019-02-18,28605
2019-02-19,28605
2019-02-20,28727
2019-02-21,28727
2019-02-22,29287
2019-02-23,29287
2019-02-24,28418
2019-02-25,28418
2019-02-26,27843
2019-02-27,27843
2019-02-28,27843
2019-03-01,27216
2019-03-02,27216
2019-03-03,27216
2019-03-04,26377
2019-03-05,26377
2019-03-06,25536
2019-03-07,25536
2019-03-08,25536
2019-03-09,24836
2019-03-10,24836
2019-03-11,24277
2019-03-12,24277
2019-03-13,23790
2019-03-14,23790
2019-03-15,23400
2019-03-16,23400
2019-03-17,22418
2019-03-18,22418
2019-03-19,22418
2019-03-20,21957
2019-03-21,21957
2019-03-22,21957
2019-03-23,21615
2019-03-24,21615
2019-03-25,21061
2019-03-26,21061
2019-03-27,21061
2019-03-28,20690
2019-03-29,20690
2019-03-30,20807
2019-03-31,20807
2019-04-01,20807
2019-04-02,20690
2019-04-03,20690
2019-04-04,21600
2019-04-05,21600
2019-04-06,21600
2019-04-07,21987
2019-04-08,21987
2019-04-09,22423
2019-04-10,22423
2019-04-11,23524
2019-04-12,23524
2019-04-13,23611
2019-04-14,23611
2019-04-15,23732
2019-04-16,23732
2019-04-17,23435
2019-04-18,23435
2019-04-19,22263
2019-04-20,22263
2019-04-21,21149
2019-04-22,21149
2019-04-23,20292
2019-04-24,20292
2019-04-25,19329
2019-04-26,18650
2019-04-27,18650
2019-04-28,17799
2019-04-29,17799
2019-04-30,17308
2019-05-01,17308
2019-05-02,17308
2019-05-03,16696
2019-05-04,16696
2019-05-05,16111
2019-05-06,16111
2019-05-07,15970
2019-05-08,15970
2019-05-09,15970
2019-05-10,15465
2019-05-11,15465
2019-05-12,14851
2019-05-13,14851
2019-05-14,14354
2019-05-15,14354
2019-05-16,14354
2019-05-17,14135
2019-05-18,14135
2019-05-19,14115
2019-05-20,14115
2019-05-21,13659
2019-05-22,13659
2019-05-23,13659
2019-05-24,13390
2019-05-25,13390
2019-05-26,13390
2019-05-27,13308
2019-05-28,13308
2019-05-29,13030
2019-05-30,13030
2019-05-31,13030
2019-06-01,13365
2019-06-02,13365
2019-06-03,13365
2019-06-04,13113
2019-06-05,13113
2019-06-06,13113
2019-06-07,12829
2019-06-08,12829
2019-06-09,12977
2019-06-10,12977
2019-06-11,12977
2019-06-12,13484
2019-06-13,13484
2019-06-14,13484
2019-06-15,14035
2019-06-16,14035
2019-06-17,14687
2019-06-18,14687
2019-06-19,14687
2019-06-20,15422
2019-06-21,15422
2019-06-22,15422
2019-06-23,16178
2019-06-24,16178
2019-06-25,16178
2019-06-26,16870
2019-06-27,16870
2019-06-28,16870
2019-06-29,17659
2019-06-30,17659
2019-07-01,17659
2019-07-02,18287
2019-07-03,18287
2019-07-04,18287
2019-07-05,18682
2019-07-06,18682
2019-07-07,18682
2019-07-08,19567
2019-07-09,19567
2019-07-10,19567
2019-07-11,20467
2019-07-12,20467
2019-07-13,20467
2019-07-14,21399
2019-07-15,21399
2019-07-16,21399
2019-07-17,22351
2019-07-18,22351
2019-07-19,22351
2019-07-20,23171
2019-07-21,23171
2019-07-22,23171
2019-07-23,24173
2019-07-24,24173
2019-07-25,24173
2019-07-26,24173
2019-07-27,23927
2019-07-28,23927
2019-07-29,23927
2019-07-30,23310
2019-07-31,23310
2019-08-01,23310
2019-08-02,23310
2019-08-03,22363
2019-08-04,22363
2019-08-05,22363
2019-08-06,22035
2019-08-07,22035
2019-08-08,22035
2019-08-09,21353
2019-08-10,21353
2019-08-11,20886
2019-08-12,20886
2019-08-13,20886
2019-08-14,20355
2019-08-15,20355
2019-08-16,19546
2019-08-17,19546
2019-08-18,19546
2019-08-19,18895
2019-08-20,18895
2019-08-21,18895
2019-08-22,18858
2019-08-23,18858
2019-08-24,18751
2019-08-24,18751
2019-08-25,18751
2019-08-25,18751
2019-08-26,18751
2019-08-26,18751
2019-08-27,19088
2019-08-27,19088
2019-08-28,19088
2019-08-29,19308
2019-08-30,19308
2019-08-31,19308
2019-09-01,20145
2019-09-02,20145
2019-09-03,20145
2019-09-04,20900
2019-09-05,20900
2019-09-06,20900
2019-09-07,21247
2019-09-08,21247
2019-09-09,21247
2019-09-10,21692
2019-09-11,21692
2019-09-12,21692
2019-09-13,21424
2019-09-14,21424
2019-09-15,21424
2019-09-16,20957
2019-09-17,20957
2019-09-18,20957
2019-09-19,20619
2019-09-20,20619
2019-09-21,20619
2019-09-22,21536
2019-09-23,21536
2019-09-24,21536
2019-09-25,21196
2019-09-26,21196
2019-09-27,21196
2019-09-28,20867
2019-09-29,20867
2019-09-30,20867
2019-10-01,21106
2019-10-02,21106
2019-10-03,21106
2019-10-04,21106
2019-10-05,20926
2019-10-06,20926
2019-10-07,20329
2019-10-08,20329
2019-10-09,20329
2019-10-10,19928
2019-10-11,19928
2019-10-12,19928
2019-10-13,20024
2019-10-14,20024
2019-10-15,20024
2019-10-16,19965
2019-10-17,19965
2019-10-18,19965
2019-10-19,19607
2019-10-20,19607
2019-10-21,19607
2019-10-22,19607
2019-10-23,19931
2019-10-24,19931
2019-10-25,19931
2019-10-26,19268
2019-10-27,19268
2019-10-28,19268
2019-10-29,18784
2019-10-30,18784
2019-10-31,18784
2019-11-01,17993
2019-11-02,17993
2019-11-03,17540
2019-11-04,17540
2019-11-05,17540
2019-11-06,16976
2019-11-07,16976
2019-11-08,16976
2019-11-09,16541
2019-11-10,16541
2019-11-11,16541
2019-11-12,16631
2019-11-13,16631
2019-11-14,16631
2019-11-15,17061
2019-11-16,17061
2019-11-17,17061
2019-11-18,17732
2019-11-19,17732
2019-11-20,17732
2019-11-21,18590
2019-11-22,18590
2019-11-23,18590
2019-11-24,19306
2019-11-25,19306
2019-11-26,19306
2019-11-27,19977
2019-11-28,19977
2019-11-29,19977
2019-11-30,20495
2019-12-01,20495
2019-12-02,20495
2019-12-03,21260
2019-12-04,21260
2019-12-05,21260
2019-12-06,21260
2019-12-07,22273
2019-12-08,22273
2019-12-09,22273
2019-12-10,23320
2019-12-11,23320
2019-12-12,23320
2019-12-13,23923
2019-12-14,23923
2019-12-15,23923
2019-12-16,24028
2019-12-17,24028
2019-12-18,24028
2019-12-19,24028
2019-12-20,23836
2019-12-21,23836
2019-12-22,23451
2019-12-23,23451
2019-12-24,23451
2019-12-25,24025
2019-12-26,24025
2019-12-27,24025
2019-12-28,23898
2019-12-29,23898
2019-12-30,23898
2019-12-31,24368
2020-01-01,24368
2020-01-02,24368
2020-01-03,24789
2020-01-04,24789
2020-01-05,24789
2020-01-06,24677
2020-01-07,24677
2020-01-08,24677
2020-01-09,25766
2020-01-10,25766
2020-01-11,26706
2020-01-12,26706
2020-01-13,26706
2020-01-14,26706
2020-01-15,28013
2020-01-16,28013
2020-01-17,28013
2020-01-18,28929
2020-01-19,28929
2020-01-20,28929
2020-01-21,28139
2020-01-22,28139
2020-01-23,28139
2020-01-24,27228
2020-01-25,27228
2020-01-26,27228
2020-01-27,26973
2020-01-28,26973
2020-01-29,26209
2020-01-30,26209
2020-01-31,26209
2020-02-01,25888
2020-02-02,25888
2020-02-03,25888
2020-02-04,25129
2020-02-05,25129
2020-02-06,24824
2020-02-07,24824
2020-02-08,24824
2020-02-09,23971
2020-02-10,23971
2020-02-11,23023
2020-02-12,23023
2020-02-13,23023
2020-02-14,22747
2020-02-15,22747
2020-02-16,22747
2020-02-17,23045
2020-02-18,23045
2020-02-19,23045
2020-02-20,23594
2020-02-21,23594
2020-02-22,23594
2020-02-23,23303
2020-02-24,23303
2020-02-25,23303
2020-02-26,23297
2020-02-27,23297
2020-02-28,23297
2020-02-29,22741
2020-03-01,22741
2020-03-02,22741
2020-03-03,22518
2020-03-04,22518
2020-03-05,22518
2020-03-06,22346
2020-03-07,22346
2020-03-08,22346
2020-03-09,22064
2020-03-10,22064
2020-03-11,22064
2020-03-12,21954
2020-03-13,21954
2020-03-14,21954
2020-03-15,21911
2020-03-16,21911
2020-03-17,21911
2020-03-18,21921
2020-03-19,21921
2020-03-20,22381
2020-03-21,22381
2020-03-22,22907
2020-03-23,22907
2020-03-24,22800
2020-03-25,22800
2020-03-26,22469
2020-03-27,22469
2020-03-28,21894
2020-03-29,21251
2020-03-30,21251
2020-03-31,21327
2020-04-01,21327
2020-04-02,20315
2020-04-03,20315
2020-04-04,19892
2020-04-05,19892
2020-04-06,19017
2020-04-07,19017
2020-04-08,18147
2020-04-09,18147
2020-04-10,17317
2020-04-11,17317
2020-04-12,16599
2020-04-13,16599
2020-04-14,15825
2020-04-15,15825
2020-04-16,15298
2020-04-17,15298
2020-04-18,14953
2020-04-19,14953
2020-04-20,14640
2020-04-21,14640
2020-04-22,15023
2020-04-23,15023
2020-04-24,15023
2020-04-25,15389
2020-04-26,15389
2020-04-27,15808
2020-04-28,15808
2020-04-29,16281
2020-04-30,16281
2020-05-01,16281
2020-05-02,16999
2020-05-03,16999
2020-05-04,17683
2020-05-05,17683
2020-05-06,18111
2020-05-07,18111
2020-05-08,18111
2020-05-09,18248
2020-05-10,18248
2020-05-11,18248
2020-05-12,18938
2020-05-13,18938
