date_obj,Steel%20halberd price
2015-03-26,25000
2015-03-27,25000
2015-03-28,25000
2015-03-29,25000
2015-03-30,25000
2015-03-31,25000
2015-04-01,25000
2015-04-02,25000
2015-04-03,25000
2015-04-04,25000
2015-04-05,25000
2015-04-06,25000
2015-04-07,25000
2015-04-08,25000
2015-04-09,25000
2015-04-10,25000
2015-04-11,25000
2015-04-12,25000
2015-04-13,25000
2015-04-14,25000
2015-04-15,25000
2015-04-16,25000
2015-04-17,25000
2015-04-18,25000
2015-04-19,25000
2015-04-20,25000
2015-04-21,25000
2015-04-22,25000
2015-04-23,25000
2015-04-24,25000
2015-04-25,25000
2015-04-26,25000
2015-04-27,25000
2015-04-28,25000
2015-04-29,25000
2015-04-30,25000
2015-05-01,25000
2015-05-02,25000
2015-05-03,25000
2015-05-04,25000
2015-05-05,25000
2015-05-06,25000
2015-05-07,25000
2015-05-08,25000
2015-05-09,25000
2015-05-10,25000
2015-05-11,25000
2015-05-12,25000
2015-05-13,25000
2015-05-14,25000
2015-05-15,25000
2015-05-16,25000
2015-05-17,25000
2015-05-18,25000
2015-05-19,25000
2015-05-20,25000
2015-05-21,25000
2015-05-22,25000
2015-05-23,25000
2015-05-24,25000
2015-05-25,25000
2015-05-26,25000
2015-05-27,25000
2015-05-28,25000
2015-05-29,25000
2015-05-30,25000
2015-05-31,25000
2015-06-01,25000
2015-06-02,25000
2015-06-03,25000
2015-06-04,25000
2015-06-05,25000
2015-06-06,25000
2015-06-07,25000
2015-06-08,25000
2015-06-09,25000
2015-06-10,25000
2015-06-11,25000
2015-06-12,25000
2015-06-13,25000
2015-06-14,25000
2015-06-15,25000
2015-06-16,25000
2015-06-17,25000
2015-06-18,25000
2015-06-19,25000
2015-06-20,25000
2015-06-21,25000
2015-06-22,25000
2015-06-23,25000
2015-06-24,25000
2015-06-25,25000
2015-06-26,25000
2015-06-27,25000
2015-06-28,25000
2015-06-29,25000
2015-06-30,25000
2015-07-01,25000
2015-07-02,25000
2015-07-03,25000
2015-07-04,25000
2015-07-05,25000
2015-07-06,25000
2015-07-07,25000
2015-07-08,25000
2015-07-09,25000
2015-07-10,25000
2015-07-11,25000
2015-07-12,25000
2015-07-13,25000
2015-07-14,25000
2015-07-15,25000
2015-07-16,25000
2015-07-17,25000
2015-07-18,25000
2015-07-19,25000
2015-07-20,25000
2015-07-21,24122
2015-07-22,24122
2015-07-23,24122
2015-07-24,24122
2015-07-25,24122
2015-07-26,24122
2015-07-27,24122
2015-07-28,24122
2015-07-29,24122
2015-07-30,24122
2015-07-31,24122
2015-08-01,24122
2015-08-02,24122
2015-08-03,24122
2015-08-04,24122
2015-08-05,24122
2015-08-06,24122
2015-08-07,24122
2015-08-08,24122
2015-08-09,24122
2015-08-10,24122
2015-08-11,24122
2015-08-12,24122
2015-08-13,24122
2015-08-14,24122
2015-08-15,24122
2015-08-16,24122
2015-08-17,24122
2015-08-18,24122
2015-08-19,24122
2015-08-20,24122
2015-08-21,24122
2015-08-22,24122
2015-08-23,24122
2015-08-24,24122
2015-08-25,24122
2015-08-26,24122
2015-08-27,24122
2015-08-28,24122
2015-08-29,24122
2015-08-30,24122
2015-08-31,24122
2015-09-01,24122
2015-09-02,24122
2015-09-03,24122
2015-09-04,24122
2015-09-05,24122
2015-09-06,24122
2015-09-07,24122
2015-09-08,24122
2015-09-09,24122
2015-09-10,24122
2015-09-11,24122
2015-09-12,24122
2015-09-13,24122
2015-09-14,24122
2015-09-15,24122
2015-09-16,24122
2015-09-17,24122
2015-09-18,24122
2015-09-19,24122
2015-09-20,24122
2015-09-21,24122
2015-09-22,24122
2015-09-23,24122
2015-09-24,24122
2015-09-25,24122
2015-09-27,24122
2015-09-28,24122
2015-09-29,24122
2015-09-30,24122
2015-10-05,24122
2015-10-06,24122
2015-10-07,24122
2015-10-08,24122
2015-10-09,24122
2015-10-10,24122
2015-10-11,24122
2015-10-12,24122
2015-10-13,24122
2015-10-14,24122
2015-10-15,24122
2015-10-16,24122
2015-10-17,24122
2015-10-18,24122
2015-10-19,24122
2015-10-20,24122
2015-10-22,24122
2015-10-23,24122
2015-10-24,24122
2015-10-25,24122
2015-10-26,24122
2015-10-27,24122
2015-10-29,24122
2015-10-30,24122
2015-10-31,24122
2015-11-01,24122
2015-11-02,24122
2015-11-03,24122
2015-11-04,24122
2015-11-05,24122
2015-11-06,24122
2015-11-07,24122
2015-11-08,24122
2015-11-09,24122
2015-11-10,24122
2015-11-11,24122
2015-11-12,24122
2015-11-13,24122
2015-11-14,24122
2015-11-15,24122
2015-11-16,24122
2015-11-17,24122
2015-11-18,24122
2015-11-19,24122
2015-11-20,24122
2015-11-21,24122
2015-11-22,24122
2015-11-23,24122
2015-11-24,24122
2015-11-25,24122
2015-11-26,24122
2015-11-27,24122
2015-11-28,24122
2015-11-29,24122
2015-11-30,24122
2015-12-01,24122
2015-12-02,24122
2015-12-03,24122
2015-12-04,24122
2015-12-05,24122
2015-12-06,24122
2015-12-07,24122
2015-12-08,24122
2015-12-09,24122
2015-12-10,24122
2015-12-11,24122
2015-12-12,24122
2015-12-13,24122
2015-12-14,24122
2015-12-15,24122
2015-12-16,24122
2015-12-17,24122
2015-12-18,24122
2015-12-19,24122
2015-12-20,24122
2015-12-21,24122
2015-12-22,24122
2015-12-23,24122
2015-12-24,24122
2015-12-25,24122
2015-12-26,24122
2015-12-27,24122
2015-12-28,24122
2015-12-29,24122
2015-12-30,24122
2015-12-31,24122
2016-01-01,24122
2016-01-02,24122
2016-01-03,24122
2016-01-04,24122
2016-01-05,24122
2016-01-06,24122
2016-01-07,24122
2016-01-08,24122
2016-01-09,24122
2016-01-10,24122
2016-01-11,24122
2016-01-12,24122
2016-01-13,24122
2016-01-14,24122
2016-01-15,24122
2016-01-16,24122
2016-01-17,24122
2016-01-18,24122
2016-01-19,24122
2016-01-20,24122
2016-01-21,24122
2016-01-22,24122
2016-01-23,24122
2016-01-24,24122
2016-01-25,24122
2016-01-26,23291
2016-01-27,23291
2016-01-28,23291
2016-01-29,23291
2016-01-30,23291
2016-01-31,23291
2016-02-01,23291
2016-02-02,23291
2016-02-03,23291
2016-02-04,23291
2016-02-05,23291
2016-02-06,23291
2016-02-07,23291
2016-02-08,23291
2016-02-09,23291
2016-02-10,23291
2016-02-11,23291
2016-02-12,23291
2016-02-13,23291
2016-02-14,23291
2016-02-15,23291
2016-02-16,23291
2016-02-17,23291
2016-02-18,23291
2016-02-19,23291
2016-02-20,23291
2016-02-21,23291
2016-02-22,23291
2016-02-23,23291
2016-02-24,23291
2016-02-25,23291
2016-02-26,23291
2016-02-27,23291
2016-02-28,23291
2016-02-29,23291
2016-03-01,23291
2016-03-02,23291
2016-03-03,23291
2016-03-04,23291
2016-03-05,23291
2016-03-06,23291
2016-03-07,23291
2016-03-08,23291
2016-03-09,23291
2016-03-10,23291
2016-03-11,23291
2016-03-12,23291
2016-03-13,23291
2016-03-14,23291
2016-03-15,23291
2016-03-16,23291
2016-03-17,23291
2016-03-18,23291
2016-03-19,23291
2016-03-20,23291
2016-03-21,23291
2016-03-22,23291
2016-03-23,23291
2016-03-24,23291
2016-03-25,23291
2016-03-26,23291
2016-03-27,23291
2016-03-28,23291
2016-03-29,23291
2016-03-30,23291
2016-03-31,23291
2016-04-01,23291
2016-04-02,23291
2016-04-03,23291
2016-04-04,23291
2016-04-05,23291
2016-04-06,23291
2016-04-07,23291
2016-04-08,23291
2016-04-09,23291
2016-04-10,23291
2016-04-11,23291
2016-04-12,23291
2016-04-13,23291
2016-04-14,23291
2016-04-15,23291
2016-04-16,23291
2016-04-17,23291
2016-04-18,23291
2016-04-19,23291
2016-04-20,23291
2016-04-21,23291
2016-04-22,23291
2016-04-23,23291
2016-04-24,23291
2016-04-25,23291
2016-04-26,23291
2016-04-27,23291
2016-04-28,23291
2016-04-29,23291
2016-04-30,23291
2016-05-01,23291
2016-05-02,23291
2016-05-03,23291
2016-05-04,23291
2016-05-05,23291
2016-05-06,23291
2016-05-07,23291
2016-05-08,23291
2016-05-09,23291
2016-05-10,23291
2016-05-11,23291
2016-05-12,23291
2016-05-13,23291
2016-05-14,23291
2016-05-15,23291
2016-05-16,23291
2016-05-17,23291
2016-05-18,23291
2016-05-19,23291
2016-05-22,23291
2016-05-23,23291
2016-05-24,23291
2016-05-25,23291
2016-05-26,23291
2016-05-27,23291
2016-05-28,23291
2016-05-29,23291
2016-05-30,23291
2016-05-31,23291
2016-06-01,23291
2016-06-02,23291
2016-06-03,23291
2016-06-04,23291
2016-06-05,23291
2016-06-06,23291
2016-06-07,23291
2016-06-08,23291
2016-06-09,23291
2016-06-10,23291
2016-06-11,23291
2016-06-12,23291
2016-06-13,23291
2016-06-14,23291
2016-06-15,23291
2016-06-16,22197
2016-06-17,22197
2016-06-18,22197
2016-06-19,22197
2016-06-20,22197
2016-06-21,22197
2016-06-22,22197
2016-06-23,22197
2016-06-24,22197
2016-06-25,22197
2016-06-26,22197
2016-06-27,22197
2016-06-28,22197
2016-06-29,22197
2016-06-30,22197
2016-07-01,22197
2016-07-02,22197
2016-07-03,22197
2016-07-04,22197
2016-07-05,22197
2016-07-06,22197
2016-07-07,22197
2016-07-08,22197
2016-07-09,22197
2016-07-10,22197
2016-07-11,22197
2016-07-12,22197
2016-07-13,22197
2016-07-14,22197
2016-07-15,22197
2016-07-16,22197
2016-07-17,22197
2016-07-18,22197
2016-07-24,22197
2016-07-25,22197
2016-07-26,22197
2016-07-27,22197
2016-07-28,22197
2016-07-29,22197
2016-07-30,22197
2016-07-31,22197
2016-08-01,22197
2016-08-02,22197
2016-08-03,22197
2016-08-04,22197
2016-08-05,22197
2016-08-06,22197
2016-08-07,22197
2016-08-08,22197
2016-08-09,22197
2016-08-10,22197
2016-08-11,22197
2016-08-12,22197
2016-08-13,22197
2016-08-14,22197
2016-08-15,22197
2016-08-16,22197
2016-08-17,22197
2016-08-18,22197
2016-08-19,22197
2016-08-20,22197
2016-08-21,22197
2016-08-22,22197
2016-08-23,22197
2016-08-24,22197
2016-08-25,22197
2016-08-26,22197
2016-08-28,22197
2016-08-31,22197
2016-09-01,22197
2016-09-02,22197
2016-09-03,22197
2016-09-04,22197
2016-09-05,22197
2016-09-06,22197
2016-09-07,22197
2016-09-08,22197
2016-09-09,22197
2016-09-10,22197
2016-09-11,22197
2016-09-12,22197
2016-09-13,22197
2016-09-14,22197
2016-09-15,22197
2016-09-16,22197
2016-09-17,22197
2016-09-18,22197
2016-09-19,22197
2016-09-20,22197
2016-09-21,22197
2016-09-22,22197
2016-09-23,22197
2016-09-24,22197
2016-09-25,22197
2016-09-26,22197
2016-09-27,22197
2016-09-28,22197
2016-09-29,22197
2016-09-30,22197
2016-10-01,22197
2016-10-02,22197
2016-10-03,22197
2016-10-04,22197
2016-10-05,22197
2016-10-06,22197
2016-10-07,22197
2016-10-08,22197
2016-10-09,22197
2016-10-10,22197
2016-10-11,22197
2016-10-12,22197
2016-10-13,22197
2016-10-14,22197
2016-10-15,22197
2016-10-16,22197
2016-10-17,22197
2016-10-18,22197
2016-10-19,22197
2016-10-20,22197
2016-10-21,22197
2016-10-22,22197
2016-10-23,22197
2016-10-24,22197
2016-10-25,22197
2016-10-26,22197
2016-10-27,22197
2016-10-28,22197
2016-10-29,22197
2016-10-30,22197
2016-10-31,22197
