date_obj,Magic%20longbow%20(u) price
2016-07-13,1224
2016-07-14,1231
2016-07-15,1231
2016-07-16,1215
2016-07-17,1215
2016-07-18,1225
2016-07-23,1197
2016-07-24,1207
2016-07-25,1207
2016-07-26,1201
2016-07-27,1201
2016-07-28,1209
2016-07-29,1209
2016-07-30,1209
2016-07-31,1219
2016-08-01,1219
2016-08-02,1214
2016-08-03,1214
2016-08-04,1214
2016-08-05,1214
2016-08-06,1204
2016-08-07,1196
2016-08-08,1196
2016-08-09,1190
2016-08-10,1190
2016-08-11,1177
2016-08-12,1177
2016-08-13,1160
2016-08-14,1160
2016-08-15,1174
2016-08-16,1174
2016-08-17,1190
2016-08-18,1190
2016-08-19,1179
2016-08-20,1158
2016-08-21,1158
2016-08-22,1156
2016-08-23,1155
2016-08-24,1155
2016-08-25,1149
2016-08-26,1149
2016-08-28,1144
2016-08-31,1109
2016-09-01,1073
2016-09-02,1073
2016-09-03,1079
2016-09-04,1100
2016-09-05,1124
2016-09-06,1139
2016-09-07,1139
2016-09-08,1113
2016-09-09,1113
2016-09-10,1070
2016-09-11,1070
2016-09-12,1080
2016-09-13,1085
2016-09-14,1085
2016-09-15,1065
2016-09-16,1065
2016-09-17,1068
2016-09-18,1092
2016-09-19,1108
2016-09-20,1108
2016-09-21,1131
2016-09-22,1138
2016-09-23,1148
2016-09-24,1148
2016-09-25,1135
2016-09-26,1135
2016-09-27,1120
2016-09-28,1118
2016-09-29,1118
2016-09-30,1079
2016-10-01,1078
2016-10-02,1078
2016-10-03,1093
2016-10-04,1109
2016-10-05,1129
2016-10-06,1125
2016-10-07,1125
2016-10-08,1120
2016-10-09,1120
2016-10-10,1128
2016-10-11,1126
2016-10-12,1126
2016-10-13,1122
2016-10-14,1112
2016-10-15,1113
2016-10-16,1113
2016-10-17,1106
2016-10-18,1106
2016-10-19,1103
2016-10-20,1108
2016-10-21,1116
2016-10-22,1116
2016-10-23,1131
2016-10-24,1143
2016-10-25,1143
2016-10-26,1164
2016-10-27,1164
2016-10-28,1153
2016-10-29,1137
2016-10-30,1146
2016-10-31,1151
2016-11-01,1151
2016-11-02,1139
2016-11-03,1139
2016-11-04,1131
2016-11-05,1131
2016-11-06,1143
2016-11-07,1156
2016-11-08,1152
2016-11-09,1168
2016-11-10,1167
2016-11-11,1167
2016-11-12,1159
2016-11-13,1159
2016-11-14,1132
2016-12-07,1158
2016-12-08,1159
2016-12-09,1150
2016-12-10,1150
2016-12-11,1155
2016-12-12,1142
2016-12-13,1149
2016-12-14,1158
2016-12-15,1158
2016-12-16,1153
2016-12-17,1143
2016-12-18,1143
2016-12-19,1139
2016-12-20,1146
2016-12-21,1163
2016-12-22,1163
2016-12-23,1175
2016-12-24,1175
2016-12-25,1186
2016-12-26,1174
2016-12-27,1180
2016-12-28,1189
2016-12-29,1186
2016-12-30,1173
2016-12-31,1161
2017-01-01,1164
2017-01-02,1167
2017-01-03,1145
2017-01-04,1136
2017-01-05,1119
2017-01-06,1113
2017-01-07,1118
2017-01-08,1146
2017-01-09,1159
2017-01-10,1176
2017-01-11,1183
2017-01-12,1188
2017-01-13,1188
2017-01-14,1191
2017-01-15,1185
2017-01-16,1176
2017-01-17,1180
2017-01-18,1195
2017-01-19,1198
2017-01-20,1204
2017-01-21,1204
2017-01-22,1184
2017-01-27,1131
2017-01-28,1134
2017-01-29,1151
2017-01-30,1168
2017-01-31,1157
2017-02-01,1151
2017-02-02,1141
2017-02-03,1141
2017-02-04,1134
2017-02-05,1124
2017-02-06,1132
2017-02-07,1132
2017-02-08,1129
2017-02-09,1129
2017-02-10,1130
2017-02-11,1124
2017-02-12,1124
2017-02-13,1124
2017-02-14,1140
2017-02-15,1139
2017-02-16,1132
2017-02-18,1136
2017-02-19,1126
2017-02-20,1123
2017-02-21,1116
2017-02-22,1110
2017-02-23,1098
2017-02-24,1098
2017-02-25,1075
2017-02-26,1069
2017-02-27,1061
2017-02-28,1059
2017-03-01,1057
2017-03-02,1065
2017-03-03,1065
2017-03-04,1082
2017-03-05,1085
2017-03-06,1097
2017-03-07,1097
2017-03-08,1103
2017-03-09,1111
2017-03-10,1102
2017-03-11,1088
2017-03-12,1076
2017-03-13,1079
2017-03-14,1076
2017-03-15,1079
2017-03-16,1086
2017-03-17,1100
2017-03-18,1097
2017-03-19,1105
2017-03-20,1113
2017-03-21,1107
2017-03-22,1108
2017-03-23,1108
2017-03-24,1107
2017-03-25,1107
2017-03-26,1110
2017-03-27,1121
2017-03-28,1131
2017-03-29,1129
2017-03-30,1130
2017-03-31,1125
2017-04-01,1117
2017-04-02,1130
2017-04-03,1145
2017-04-04,1151
2017-04-12,1114
2017-04-13,1103
2017-04-14,1096
2017-04-15,1099
2017-04-16,1113
2017-04-17,1129
2017-04-18,1131
2017-04-19,1127
2017-04-20,1131
2017-04-21,1131
2017-04-22,1128
2017-04-23,1114
2017-04-24,1115
2017-04-25,1124
2017-04-26,1124
2017-04-27,1125
2017-04-28,1125
2017-04-29,1134
2017-04-30,1134
2017-05-01,1138
2017-05-02,1136
2017-05-03,1129
2017-05-04,1131
2017-05-05,1131
2017-05-06,1130
2017-05-07,1127
2017-05-08,1135
2017-05-09,1133
2017-05-10,1131
2017-05-11,1128
2017-05-12,1142
2017-05-13,1142
2017-05-14,1144
2017-05-15,1157
2017-05-16,1165
2017-05-17,1156
2017-05-18,1151
2017-05-19,1137
2017-05-20,1131
2017-05-21,1124
2017-05-22,1120
2017-05-23,1110
2017-05-24,1096
2017-05-25,1083
2017-05-26,1116
2017-05-27,1133
2017-05-28,1137
2017-05-29,1158
2017-05-30,1171
2017-05-31,1168
2017-06-01,1158
2017-06-02,1148
2017-06-03,1147
2017-06-06,1193
2017-06-07,1184
2017-06-08,1184
2017-06-09,1191
2017-06-10,1209
2017-06-11,1187
2017-06-12,1166
2017-06-13,1163
2017-06-14,1190
2017-06-15,1178
2017-06-16,1178
2017-06-17,1182
2017-06-18,1192
2017-06-19,1192
2017-06-20,1214
2017-06-21,1205
2017-06-22,1205
2017-06-23,1200
2017-06-24,1222
2017-06-25,1218
2017-06-26,1222
2017-06-27,1230
2017-06-28,1216
2017-06-29,1198
2017-06-30,1186
2017-07-01,1186
2017-07-02,1184
2017-07-03,1178
2017-07-04,1196
2017-07-05,1196
2017-07-06,1203
2017-07-07,1203
2017-07-08,1199
2017-07-13,1217
2017-07-14,1208
2017-07-15,1208
2017-07-16,1202
2017-07-17,1214
2017-07-18,1224
2017-07-19,1214
2017-07-20,1210
2017-07-21,1212
2017-07-22,1217
2017-07-23,1213
2017-07-24,1213
2017-07-25,1211
2017-07-26,1208
2017-07-27,1208
2017-07-28,1212
2017-07-29,1212
2017-07-30,1206
2017-07-31,1206
2017-08-01,1208
2017-08-02,1204
2017-08-03,1208
2017-08-04,1208
2017-08-05,1209
2017-08-06,1209
2017-08-09,1210
2017-08-10,1201
2017-08-11,1201
2017-08-12,1190
2017-08-13,1181
2017-08-14,1179
2017-08-15,1181
2017-08-16,1187
2017-08-17,1192
2017-08-18,1192
2017-08-19,1209
2017-08-20,1199
2017-08-21,1177
2017-08-22,1170
2017-08-23,1164
2017-08-24,1164
2017-08-25,1148
2017-08-26,1143
2017-08-27,1155
2017-08-28,1171
2017-08-29,1171
2017-08-30,1164
2017-08-31,1145
2017-09-01,1145
2017-09-02,1150
2017-09-03,1150
2017-09-04,1168
2017-09-05,1174
2017-09-06,1170
2017-09-07,1184
2017-09-08,1184
2017-09-09,1181
2017-09-10,1184
2017-09-11,1188
2017-09-12,1188
2017-09-13,1187
2017-09-14,1188
2017-09-15,1188
2017-09-16,1193
2017-09-17,1186
2017-09-19,1186
2017-09-20,1185
2017-09-21,1172
2017-09-22,1164
2017-09-23,1164
2017-09-24,1152
2017-09-25,1154
2017-09-26,1154
2017-09-27,1154
2017-09-28,1168
2017-09-29,1182
2017-09-30,1199
2017-10-01,1210
2017-10-02,1216
2017-10-03,1216
2017-10-04,1198
2017-10-05,1199
2017-10-06,1199
2017-10-07,1208
2017-10-08,1203
2017-10-09,1205
2017-10-10,1215
2017-10-11,1215
2017-10-12,1191
2017-10-13,1180
2017-10-14,1174
2017-10-15,1174
2017-10-16,1182
2017-10-17,1182
2017-10-18,1184
2017-10-19,1185
2017-10-20,1173
2017-10-21,1169
2017-10-22,1187
2017-10-23,1218
2017-10-24,1210
2017-10-25,1201
2017-10-26,1188
2017-10-27,1166
2017-10-28,1166
2017-10-29,1157
2017-10-30,1155
2017-10-31,1162
2017-11-01,1162
2017-11-02,1166
2017-11-03,1163
2017-11-04,1170
2017-11-05,1176
2017-11-06,1167
2017-11-07,1167
2017-11-08,1166
2017-11-09,1164
2017-11-10,1164
2017-11-11,1165
2017-11-12,1163
2017-11-13,1162
2017-11-14,1165
2017-11-15,1165
2017-11-16,1159
2017-11-17,1140
2017-11-18,1140
2017-11-19,1137
2017-11-20,1141
2017-11-21,1133
2017-11-22,1129
2017-11-23,1138
2017-11-24,1126
2017-11-25,1120
2017-11-26,1110
2017-11-27,1110
2017-11-28,1107
2017-11-29,1120
2017-11-30,1116
2017-12-01,1125
2017-12-02,1125
2017-12-03,1142
2017-12-04,1146
2017-12-05,1160
2017-12-06,1173
2017-12-07,1168
2017-12-08,1168
2017-12-09,1161
2017-12-10,1157
2017-12-11,1161
2017-12-12,1145
2017-12-14,1144
2017-12-15,1147
2017-12-16,1136
2017-12-17,1132
2017-12-18,1131
2017-12-19,1131
2017-12-20,1119
2017-12-21,1125
2017-12-22,1131
2017-12-23,1129
2017-12-24,1133
2017-12-25,1152
2017-12-26,1141
2017-12-27,1135
2017-12-28,1129
2017-12-29,1134
2017-12-30,1131
2017-12-31,1136
2018-01-01,1133
2018-01-02,1130
2018-01-03,1131
2018-01-04,1128
2018-01-05,1126
2018-01-06,1124
2018-01-07,1128
2018-01-08,1130
2018-01-09,1126
2018-01-10,1130
2018-01-11,1115
2018-01-12,1129
2018-01-13,1135
2018-01-14,1133
2018-01-15,1129
2018-01-16,1129
2018-01-17,1120
2018-01-18,1119
2018-01-19,1119
2018-01-20,1125
2018-01-21,1129
2018-01-22,1146
2018-01-23,1151
2018-01-25,1130
2018-01-26,1124
2018-01-27,1124
2018-01-28,1126
2018-01-29,1132
2018-01-31,1133
2018-02-01,1133
2018-02-02,1135
2018-02-03,1138
2018-02-04,1139
2018-02-05,1148
2018-02-06,1145
2018-02-07,1157
2018-02-08,1156
2018-02-09,1139
2018-02-10,1105
2018-02-11,1105
2018-02-12,1117
2018-02-13,1110
2018-02-14,1107
2018-02-15,1093
2018-02-16,1103
2018-02-17,1107
2018-02-18,1102
2018-02-19,1102
2018-02-20,1098
2018-02-21,1083
2018-02-22,1080
2018-02-23,1081
2018-02-24,1102
2018-02-25,1091
2018-02-26,1115
2018-02-27,1120
2018-02-28,1109
2018-03-01,1103
2018-03-02,1101
2018-03-03,1111
2018-03-04,1108
2018-03-05,1112
2018-03-06,1137
2018-03-07,1147
2018-03-08,1135
2018-03-09,1126
2018-03-10,1115
2018-03-11,1107
2018-03-12,1101
2018-03-13,1106
2018-03-14,1112
2018-03-15,1112
2018-03-16,1115
2018-03-17,1118
2018-03-18,1117
2018-03-19,1127
2018-03-20,1131
2018-03-21,1121
2018-03-23,1093
2018-03-24,1096
2018-03-26,1096
2018-03-27,1105
2018-03-28,1121
2018-03-29,1131
2018-03-30,1122
2018-03-31,1115
2018-04-01,1109
2018-04-02,1112
2018-04-03,1117
2018-04-04,1111
2018-04-05,1109
2018-04-06,1113
2018-04-07,1125
2018-04-08,1122
2018-04-09,1119
2018-04-10,1119
2018-04-11,1121
2018-04-12,1121
2018-04-13,1125
2018-04-14,1121
2018-04-15,1119
2018-04-16,1115
2018-04-17,1114
2018-04-18,1111
2018-04-19,1106
2018-04-20,1112
2018-04-21,1109
2018-04-22,1108
2018-04-23,1123
2018-04-24,1134
2018-04-25,1134
2018-04-26,1125
2018-04-27,1144
2018-04-28,1136
2018-04-29,1126
2018-04-30,1123
2018-05-01,1120
2018-05-04,1113
2018-05-05,1113
2018-05-06,1113
2018-05-07,1111
2018-05-08,1109
2018-05-09,1114
2018-05-10,1108
2018-05-11,1107
2018-05-12,1108
2018-05-13,1103
2018-05-14,1111
2018-05-15,1116
2018-05-16,1125
2018-05-17,1125
2018-05-18,1121
2018-05-19,1116
2018-05-20,1112
2018-05-21,1112
2018-05-22,1110
2018-05-23,1109
2018-05-24,1107
2018-05-25,1107
2018-05-26,1120
2018-05-27,1130
2018-05-28,1127
2018-05-29,1123
2018-05-30,1118
2018-05-31,1119
2018-06-01,1117
2018-06-02,1118
2018-06-03,1116
2018-06-04,1122
2018-06-05,1122
2018-06-06,1113
2018-06-07,1096
2018-06-08,1092
2018-06-09,1089
2018-06-10,1092
2018-06-11,1089
2018-06-12,1080
2018-06-13,1075
2018-06-14,1074
2018-06-15,1086
2018-06-16,1080
2018-06-17,1085
2018-06-18,1072
2018-06-19,1063
2018-06-20,1062
2018-06-21,1058
2018-06-22,1057
2018-06-23,1055
2018-06-24,1049
2018-06-25,1054
2018-06-26,1063
2018-06-27,1079
2018-06-28,1088
2018-06-29,1088
2018-06-30,1087
2018-07-01,1077
2018-07-02,1065
2018-07-03,1065
2018-07-04,1070
2018-07-05,1069
2018-07-06,1072
2018-07-07,1073
2018-07-08,1079
2018-07-09,1078
2018-07-10,1091
2018-07-11,1097
2018-07-12,1096
2018-07-13,1107
2018-07-14,1109
2018-07-15,1088
2018-07-16,1071
2018-07-17,1075
2018-07-18,1079
2018-07-19,1085
2018-07-20,1092
2018-07-21,1079
2018-07-22,1068
2018-07-23,1061
2018-07-24,1056
2018-07-25,1058
2018-07-26,1064
2018-07-27,1058
2018-07-28,1046
2018-07-29,1053
2018-07-30,1070
2018-07-31,1088
2018-08-01,1098
2018-08-02,1113
2018-08-03,1108
2018-08-04,1104
2018-08-05,1106
2018-08-06,1108
2018-08-07,1110
2018-08-08,1124
2018-08-09,1126
2018-08-10,1139
2018-08-11,1139
2018-08-12,1135
2018-08-14,1113
2018-08-16,1131
2018-08-17,1144
2018-08-18,1127
2018-08-19,1116
2018-08-20,1113
2018-08-21,1116
2018-08-22,1128
2018-08-23,1137
2018-08-24,1140
2018-08-25,1139
2018-08-26,1136
2018-08-27,1131
2018-08-28,1131
2018-08-29,1130
2018-08-30,1126
2018-08-31,1131
2018-09-01,1121
2018-09-02,1103
2018-09-03,1095
2018-09-04,1087
2018-09-05,1086
2018-09-06,1081
2018-09-07,1080
2018-09-08,1085
2018-09-09,1091
2018-09-10,1086
2018-09-11,1080
2018-09-12,1083
2018-09-13,1078
2018-09-14,1085
2018-09-15,1086
2018-09-16,1087
2018-09-17,1082
2018-09-18,1078
2018-09-19,1086
2018-09-20,1085
2018-09-21,1082
2018-09-22,1082
2018-09-23,1086
2018-09-24,1084
2018-09-25,1080
2018-09-26,1089
2018-09-27,1114
2018-09-28,1131
2018-09-29,1130
2018-09-30,1127
2018-10-02,1124
2018-10-03,1135
2018-10-04,1149
2018-10-05,1161
2018-10-06,1135
2018-10-07,1128
2018-10-08,1118
2018-10-09,1108
2018-10-10,1110
2018-10-11,1119
2018-10-12,1135
2018-10-13,1127
2018-10-14,1116
2018-10-15,1104
2018-10-16,1089
2018-10-17,1089
2018-10-18,1089
2018-10-19,1097
2018-10-20,1091
2018-10-21,1085
2018-10-22,1090
2018-10-23,1107
2018-10-24,1097
2018-10-25,1099
2018-10-26,1090
2018-10-27,1088
2018-10-28,1100
2018-10-29,1095
2018-10-30,1091
2018-10-31,1086
2018-11-01,1093
2018-11-03,1093
2018-11-04,1098
2018-11-05,1115
2018-11-06,1115
2018-11-07,1111
2018-11-08,1124
2018-11-09,1121
2018-11-10,1107
2018-11-11,1097
2018-11-12,1098
2018-11-13,1098
2018-11-14,1100
2018-11-15,1098
2018-11-16,1094
2018-11-17,1096
2018-11-18,1091
2018-11-19,1092
2018-11-20,1091
2018-11-21,1097
2018-11-22,1096
2018-11-23,1091
2018-11-24,1089
2018-11-25,1087
2018-11-26,1089
2018-11-27,1090
2018-11-28,1090
2018-11-29,1092
2018-12-01,1111
2018-12-02,1104
2018-12-03,1098
2018-12-04,1094
2018-12-05,1092
2018-12-07,1099
2018-12-09,1092
2018-12-10,1105
2018-12-11,1105
2018-12-12,1108
2018-12-13,1112
2018-12-14,1103
2018-12-15,1100
2018-12-16,1108
2018-12-17,1130
2018-12-18,1121
2018-12-19,1118
2018-12-20,1117
2018-12-21,1124
2018-12-22,1130
2018-12-23,1120
2018-12-24,1120
2018-12-25,1122
2018-12-26,1144
2018-12-27,1146
2018-12-28,1137
2018-12-29,1134
2018-12-30,1145
2018-12-31,1149
2019-01-01,1144
2019-01-02,1139
2019-01-03,1132
2019-01-04,1124
2019-01-05,1117
2019-01-06,1110
2019-01-08,1106
2019-01-10,1079
2019-01-11,1051
2019-01-12,1055
2019-01-13,1042
2019-01-14,1047
2019-01-15,1066
2019-01-16,1093
2019-01-17,1110
2019-01-18,1107
2019-01-19,1101
2019-01-20,1114
2019-01-21,1122
2019-01-22,1127
2019-01-23,1121
2019-01-24,1132
2019-01-25,1127
2019-01-26,1128
2019-01-27,1122
2019-01-28,1114
2019-01-29,1115
2019-01-30,1118
2019-01-31,1131
2019-02-01,1143
2019-02-02,1132
2019-02-03,1118
2019-02-04,1109
2019-02-05,1109
2019-02-06,1121
2019-02-07,1125
2019-02-08,1130
2019-02-09,1126
2019-02-10,1119
2019-02-11,1125
2019-02-12,1138
2019-02-13,1162
2019-02-14,1177
2019-02-15,1175
2019-02-16,1166
2019-02-17,1144
2019-02-18,1135
2019-02-19,1140
2019-02-20,1151
2019-02-21,1167
2019-02-22,1171
2019-02-23,1150
2019-02-24,1150
2019-02-25,1170
2019-02-26,1188
2019-02-27,1203
2019-02-28,1190
2019-03-01,1184
2019-03-02,1168
2019-03-03,1155
2019-03-04,1164
2019-03-05,1181
2019-03-06,1185
2019-03-07,1180
2019-03-08,1164
2019-03-09,1147
2019-03-10,1151
2019-03-11,1193
2019-03-12,1197
2019-03-13,1187
2019-03-14,1193
2019-03-15,1185
2019-03-16,1199
2019-03-17,1190
2019-03-18,1178
2019-03-19,1171
2019-03-20,1163
2019-03-21,1161
2019-03-22,1158
2019-03-23,1162
2019-03-24,1167
2019-03-25,1162
2019-03-26,1168
2019-03-27,1158
2019-03-28,1155
2019-03-29,1170
2019-03-30,1182
2019-03-31,1181
2019-04-01,1175
2019-04-02,1178
2019-04-03,1167
2019-04-04,1154
