date_obj,Mint%20cake price
2015-03-26,204
2015-03-27,204
2015-03-28,204
2015-03-29,204
2015-03-30,204
2015-03-31,204
2015-04-01,204
2015-04-02,204
2015-04-03,204
2015-04-04,204
2015-04-05,204
2015-04-06,204
2015-04-07,204
2015-04-08,204
2015-04-09,204
2015-04-10,204
2015-04-11,204
2015-04-12,204
2015-04-13,204
2015-04-14,204
2015-04-15,204
2015-04-16,204
2015-04-17,204
2015-04-18,204
2015-04-19,204
2015-04-20,204
2015-04-21,204
2015-04-22,204
2015-04-23,204
2015-04-24,204
2015-04-25,204
2015-04-26,204
2015-04-27,204
2015-04-28,211
2015-04-29,211
2015-04-30,211
2015-05-01,211
2015-05-02,211
2015-05-03,211
2015-05-04,211
2015-05-05,211
2015-05-06,211
2015-05-07,211
2015-05-08,211
2015-05-09,211
2015-05-10,211
2015-05-11,211
2015-05-12,211
2015-05-13,211
2015-05-14,211
2015-05-15,211
2015-05-16,211
2015-05-17,211
2015-05-18,211
2015-05-19,211
2015-05-20,211
2015-05-21,211
2015-05-22,211
2015-05-23,211
2015-05-24,211
2015-05-25,211
2015-05-26,211
2015-05-27,211
2015-05-28,221
2015-05-29,221
2015-05-30,221
2015-05-31,221
2015-06-01,221
2015-06-02,221
2015-06-03,221
2015-06-04,221
2015-06-05,221
2015-06-06,221
2015-06-07,221
2015-06-08,221
2015-06-09,221
2015-06-10,221
2015-06-11,221
2015-06-12,221
2015-06-13,221
2015-06-14,221
2015-06-15,221
2015-06-16,221
2015-06-17,221
2015-06-18,221
2015-06-19,221
2015-06-20,221
2015-06-21,221
2015-06-22,221
2015-06-23,221
2015-06-24,221
2015-06-25,221
2015-06-26,221
2015-06-27,221
2015-06-28,221
2015-06-29,221
2015-06-30,221
2015-07-01,221
2015-07-02,221
2015-07-03,221
2015-07-04,221
2015-07-05,221
2015-07-06,221
2015-07-07,221
2015-07-08,232
2015-07-09,232
2015-07-10,232
2015-07-11,232
2015-07-12,232
2015-07-13,232
2015-07-14,232
2015-07-15,232
2015-07-16,232
2015-07-17,232
2015-07-18,232
2015-07-19,232
2015-07-20,232
2015-07-21,232
2015-07-22,232
2015-07-23,232
2015-07-24,232
2015-07-25,232
2015-07-26,232
2015-07-27,232
2015-07-28,232
2015-07-29,232
2015-07-30,232
2015-07-31,232
2015-08-01,232
2015-08-02,232
2015-08-03,232
2015-08-04,232
2015-08-05,232
2015-08-06,232
2015-08-07,232
2015-08-08,232
2015-08-09,232
2015-08-10,232
2015-08-11,232
2015-08-12,232
2015-08-13,232
2015-08-14,232
2015-08-15,232
2015-08-16,242
2015-08-17,242
2015-08-18,242
2015-08-19,242
2015-08-20,242
2015-08-21,242
2015-08-22,242
2015-08-23,242
2015-08-24,242
2015-08-25,242
2015-08-26,242
2015-08-27,242
2015-08-28,242
2015-08-29,242
2015-08-30,242
2015-08-31,242
2015-09-01,242
2015-09-02,242
2015-09-03,242
2015-09-04,242
2015-09-05,242
2015-09-06,242
2015-09-07,242
2015-09-08,242
2015-09-09,242
2015-09-10,242
2015-09-11,242
2015-09-12,242
2015-09-13,242
2015-09-14,242
2015-09-15,242
2015-09-16,242
2015-09-17,242
2015-09-18,242
2015-09-19,242
2015-09-20,242
2015-09-21,242
2015-09-22,242
2015-09-23,242
2015-09-24,242
2015-09-25,242
2015-09-27,242
2015-09-28,254
2015-09-29,254
2015-09-30,254
2015-10-05,254
2015-10-06,254
2015-10-07,254
2015-10-08,254
2015-10-09,254
2015-10-10,254
2015-10-11,254
2015-10-12,254
2015-10-13,254
2015-10-14,254
2015-10-15,254
2015-10-16,254
2015-10-17,254
2015-10-18,254
2015-10-19,254
2015-10-20,254
2015-10-22,254
2015-10-23,254
2015-10-24,254
2015-10-25,254
2015-10-26,254
2015-10-27,254
2015-10-29,254
2015-10-30,254
2015-10-31,254
2015-11-01,254
2015-11-02,254
2015-11-03,254
2015-11-04,254
2015-11-05,254
2015-11-06,254
2015-11-07,254
2015-11-08,254
2015-11-09,264
2015-11-10,264
2015-11-11,264
2015-11-12,264
2015-11-13,264
2015-11-14,264
2015-11-15,264
2015-11-16,264
2015-11-17,264
2015-11-18,264
2015-11-19,264
2015-11-20,264
2015-11-21,264
2015-11-22,264
2015-11-23,264
2015-11-24,264
2015-11-25,264
2015-11-26,264
2015-11-27,264
2015-11-28,264
2015-11-29,264
2015-11-30,264
2015-12-01,264
2015-12-02,264
2015-12-03,264
2015-12-04,264
2015-12-05,264
2015-12-06,264
2015-12-07,264
2015-12-08,264
2015-12-09,264
2015-12-10,264
2015-12-11,264
2015-12-12,264
2015-12-13,264
2015-12-14,264
2015-12-15,264
2015-12-16,264
2015-12-17,264
2015-12-18,264
2015-12-19,264
2015-12-20,276
2015-12-21,276
2015-12-22,276
2015-12-23,276
2015-12-24,276
2015-12-25,276
2015-12-26,276
2015-12-27,276
2015-12-28,276
2015-12-29,276
2015-12-30,276
2015-12-31,276
2016-01-01,276
2016-01-02,276
2016-01-03,276
2016-01-04,276
2016-01-05,276
2016-01-06,276
2016-01-07,276
2016-01-08,276
2016-01-09,276
2016-01-10,276
2016-01-11,276
2016-01-12,287
2016-01-13,287
2016-01-14,287
2016-01-15,287
2016-01-16,287
2016-01-17,287
2016-01-18,287
2016-01-19,287
2016-01-20,287
2016-01-21,287
2016-01-22,287
2016-01-23,287
2016-01-24,287
2016-01-25,287
2016-01-26,287
2016-01-27,287
2016-01-28,287
2016-01-29,287
2016-01-30,287
2016-01-31,287
2016-02-01,287
2016-02-02,287
2016-02-03,287
2016-02-04,287
2016-02-05,287
2016-02-06,287
2016-02-07,287
2016-02-08,287
2016-02-09,287
2016-02-10,287
2016-02-11,287
2016-02-12,287
2016-02-13,300
2016-02-14,300
2016-02-15,300
2016-02-16,300
2016-02-17,300
2016-02-18,300
2016-02-19,300
2016-02-20,300
2016-02-21,300
2016-02-22,300
2016-02-23,300
2016-02-24,300
2016-02-25,300
2016-02-26,300
2016-02-27,300
2016-02-28,300
2016-02-29,300
2016-03-01,300
2016-03-02,300
2016-03-03,300
2016-03-04,300
2016-03-05,300
2016-03-06,300
2016-03-07,300
2016-03-08,300
2016-03-09,300
2016-03-10,300
2016-03-11,300
2016-03-12,300
2016-03-13,300
2016-03-14,300
2016-03-15,300
2016-03-16,300
2016-03-17,300
2016-03-18,300
2016-03-19,300
2016-03-20,300
2016-03-21,300
2016-03-22,300
2016-03-23,313
2016-03-24,313
2016-03-25,313
2016-03-26,313
2016-03-27,313
2016-03-28,313
2016-03-29,313
2016-03-30,313
2016-03-31,313
2016-04-01,313
2016-04-02,313
2016-04-03,313
2016-04-04,313
2016-04-05,313
2016-04-06,313
2016-04-07,313
2016-04-08,313
2016-04-09,313
2016-04-10,313
2016-04-11,313
2016-04-12,313
2016-04-13,313
2016-04-14,313
2016-04-15,313
2016-04-16,313
2016-04-17,313
2016-04-18,313
2016-04-19,313
2016-04-20,313
2016-04-21,313
2016-04-22,313
2016-04-23,313
2016-04-24,313
2016-04-25,313
2016-04-26,313
2016-04-27,313
2016-04-28,313
2016-04-29,313
2016-04-30,313
2016-05-01,324
2016-05-02,324
2016-05-03,324
2016-05-04,324
2016-05-05,324
2016-05-06,324
2016-05-07,324
2016-05-08,324
2016-05-09,324
2016-05-10,324
2016-05-11,324
2016-05-12,324
2016-05-13,324
2016-05-14,324
2016-05-15,324
2016-05-16,324
2016-05-17,324
2016-05-18,324
2016-05-19,324
2016-05-22,324
2016-05-23,324
2016-05-24,324
2016-05-25,324
2016-05-26,324
2016-05-27,324
2016-05-28,324
2016-05-29,335
2016-05-30,335
2016-05-31,335
2016-06-01,335
2016-06-02,335
2016-06-03,335
2016-06-04,335
2016-06-05,335
2016-06-06,335
2016-06-07,335
2016-06-08,335
2016-06-09,335
2016-06-10,335
2016-06-11,335
2016-06-12,335
2016-06-13,335
2016-06-14,335
2016-06-15,335
2016-06-16,335
2016-06-17,335
2016-06-18,335
2016-06-19,335
2016-06-20,335
2016-06-21,335
2016-06-22,335
2016-06-23,335
2016-06-24,335
2016-06-25,335
2016-06-26,335
2016-06-27,335
2016-06-28,335
2016-06-29,347
2016-06-30,347
2016-07-01,347
2016-07-02,347
2016-07-03,347
2016-07-04,347
2016-07-05,347
2016-07-06,347
2016-07-07,347
2016-07-08,347
2016-07-09,347
2016-07-10,347
2016-07-11,347
2016-07-12,347
2016-07-13,347
2016-07-14,347
2016-07-15,347
2016-07-16,347
2016-07-17,347
2016-07-18,347
2016-07-23,347
2016-07-24,347
2016-07-25,364
2016-07-26,364
2016-07-27,364
2016-07-28,364
2016-07-29,364
2016-07-30,364
2016-07-31,364
2016-08-01,364
2016-08-02,364
2016-08-03,364
2016-08-04,364
2016-08-05,364
2016-08-06,364
2016-08-07,364
2016-08-08,364
2016-08-09,364
2016-08-10,364
2016-08-11,364
2016-08-12,364
2016-08-13,364
2016-08-14,364
2016-08-15,364
2016-08-16,364
2016-08-17,364
2016-08-18,364
2016-08-19,364
2016-08-20,364
2016-08-21,364
2016-08-22,364
2016-08-23,364
2016-08-24,364
2016-08-25,364
2016-08-26,364
2016-08-28,364
2016-08-31,364
2016-09-01,364
2016-09-02,364
2016-09-03,364
2016-09-04,364
2016-09-05,364
2016-09-06,364
2016-09-07,364
2016-09-08,364
2016-09-09,378
2016-09-10,378
2016-09-11,378
2016-09-12,378
2016-09-13,378
2016-09-14,378
2016-09-15,378
2016-09-16,378
2016-09-17,378
2016-09-18,378
2016-09-19,378
2016-09-20,378
2016-09-21,378
2016-09-22,378
2016-09-23,378
2016-09-24,378
2016-09-25,378
2016-09-26,378
2016-09-27,378
2016-09-28,378
2016-09-29,378
2016-09-30,378
2016-10-01,378
2016-10-02,378
2016-10-03,378
2016-10-04,378
2016-10-05,378
2016-10-06,378
2016-10-07,378
2016-10-08,378
2016-10-09,378
2016-10-10,378
2016-10-11,378
2016-10-12,378
2016-10-13,378
2016-10-14,378
2016-10-15,378
2016-10-16,378
2016-10-17,378
2016-10-18,378
2016-10-19,378
2016-10-20,378
2016-10-21,378
2016-10-22,378
2016-10-23,378
2016-10-24,378
2016-10-25,378
2016-10-26,378
2016-10-27,378
2016-10-28,378
2016-10-29,378
2016-10-30,388
2016-10-31,388
2016-11-01,388
2016-11-02,388
2016-11-03,388
2016-11-04,388
2016-11-05,388
2016-11-06,388
2016-11-07,388
2016-11-08,388
2016-11-09,388
2016-11-10,388
2016-11-11,388
2016-11-12,388
2016-11-13,388
2016-11-14,388
2016-12-07,388
2016-12-08,399
2016-12-09,399
2016-12-10,399
2016-12-11,399
2016-12-12,399
2016-12-13,399
2016-12-14,399
2016-12-15,399
