date_obj,Snakeskin%20vambraces price
2016-02-08,127
2016-02-09,127
2016-02-10,128
2016-02-11,128
2016-02-12,128
2016-02-13,129
2016-02-14,129
2016-02-15,129
2016-02-16,129
2016-02-17,129
2016-02-18,129
2016-02-19,127
2016-02-20,127
2016-02-21,126
2016-02-22,126
2016-02-23,126
2016-02-24,126
2016-02-25,125
2016-02-26,125
2016-02-27,125
2016-02-28,132
2016-02-29,132
2016-03-01,132
2016-03-02,136
2016-03-03,136
2016-03-04,136
2016-03-05,137
2016-03-06,137
2016-03-07,137
2016-03-08,138
2016-03-09,138
2016-03-10,138
2016-03-11,135
2016-03-12,135
2016-03-13,135
2016-03-14,138
2016-03-15,138
2016-03-16,143
2016-03-17,143
2016-03-18,143
2016-03-19,150
2016-03-20,150
2016-03-21,150
2016-03-22,156
2016-03-23,156
2016-03-24,156
2016-03-25,160
2016-03-26,160
2016-03-27,160
2016-03-28,161
2016-03-29,161
2016-03-30,161
2016-03-31,163
2016-04-01,163
2016-04-02,163
2016-04-03,169
2016-04-04,169
2016-04-05,169
2016-04-06,166
2016-04-07,166
2016-04-08,166
2016-04-09,167
2016-04-10,167
2016-04-11,167
2016-04-12,162
2016-04-13,162
2016-04-14,162
2016-04-15,160
2016-04-16,160
2016-04-17,160
2016-04-18,157
2016-04-19,157
2016-04-20,157
2016-04-21,154
2016-04-22,154
2016-04-23,154
2016-04-24,152
2016-04-25,152
2016-04-26,152
2016-04-27,154
2016-04-28,154
2016-04-29,154
2016-04-30,153
2016-05-01,153
2016-05-02,153
2016-05-03,154
2016-05-04,154
2016-05-05,154
2016-05-06,149
2016-05-07,149
2016-05-08,149
2016-05-09,152
2016-05-10,152
2016-05-11,152
2016-05-12,151
2016-05-13,151
2016-05-14,144
2016-05-15,144
2016-05-16,138
2016-05-17,138
2016-05-18,134
2016-05-19,134
2016-05-22,124
2016-05-23,124
2016-05-24,121
2016-05-25,121
2016-05-26,121
2016-05-27,125
2016-05-28,125
2016-05-29,130
2016-05-30,130
2016-05-31,130
2016-06-01,126
2016-06-02,126
2016-06-03,126
2016-06-04,123
2016-06-05,123
2016-06-06,125
2016-06-07,125
2016-06-08,125
2016-06-09,126
2016-06-10,126
2016-06-11,129
2016-06-12,129
2016-06-13,129
2016-06-14,126
2016-06-15,126
2016-06-16,126
2016-06-17,128
2016-06-18,128
2016-06-19,128
2016-06-20,129
2016-06-21,129
2016-06-22,129
2016-06-23,129
2016-06-24,129
2016-06-25,126
2016-06-26,126
2016-06-27,126
2016-06-28,122
2016-06-29,122
2016-06-30,119
2016-07-01,119
2016-07-02,117
2016-07-03,117
2016-07-04,116
2016-07-05,116
2016-07-06,114
2016-07-07,114
2016-07-08,112
2016-07-09,112
2016-07-10,115
2016-07-11,115
2016-07-12,120
2016-07-13,120
2016-07-14,120
2016-07-15,120
2016-07-16,120
2016-07-17,120
2016-07-18,118
2016-07-24,118
2016-07-25,117
2016-07-26,117
2016-07-27,117
2016-07-28,118
2016-07-29,118
2016-07-30,118
2016-07-31,120
2016-08-01,120
2016-08-02,120
2016-08-03,121
2016-08-04,121
2016-08-05,121
2016-08-06,121
2016-08-07,128
2016-08-08,128
2016-08-09,128
2016-08-10,130
2016-08-11,130
2016-08-12,130
2016-08-13,130
2016-08-14,129
2016-08-15,129
2016-08-16,129
2016-08-17,124
2016-08-18,124
2016-08-19,124
2016-08-20,120
2016-08-21,120
2016-08-22,120
2016-08-23,126
2016-08-24,126
2016-08-25,126
2016-08-26,126
2016-08-28,129
2016-08-31,127
2016-09-01,127
2016-09-02,127
2016-09-03,127
2016-09-04,128
2016-09-05,128
2016-09-06,128
2016-09-07,128
2016-09-08,131
2016-09-09,131
2016-09-10,131
2016-09-11,131
2016-09-12,134
2016-09-13,134
2016-09-14,134
2016-09-15,133
2016-09-16,133
2016-09-17,133
2016-09-18,133
2016-09-19,133
2016-09-20,133
2016-09-21,133
2016-09-22,133
2016-09-23,131
2016-09-24,131
2016-09-25,131
2016-09-26,131
2016-09-27,131
2016-09-28,126
2016-09-29,126
2016-09-30,126
2016-10-01,126
2016-10-02,122
2016-10-03,122
2016-10-04,122
2016-10-05,122
2016-10-06,118
2016-10-07,118
2016-10-08,118
2016-10-09,117
2016-10-11,117
2016-10-12,117
2016-10-13,115
2016-10-14,115
2016-10-15,115
2016-10-16,115
2016-10-17,115
2016-10-18,115
2016-10-19,116
2016-10-20,116
2016-10-21,116
2016-10-22,115
2016-10-23,115
2016-10-24,115
2016-10-25,111
2016-10-26,111
2016-10-27,111
2016-10-28,112
2016-10-29,112
2016-10-30,112
2016-10-31,109
2016-11-01,109
2016-11-02,109
2016-11-03,109
2016-11-04,105
2016-11-05,105
2016-11-06,105
2016-11-07,105
2016-11-08,101
2016-11-09,101
2016-11-10,101
2016-11-11,100
2016-11-12,100
2016-11-13,100
2016-11-14,100
2016-12-08,120
2016-12-09,120
2016-12-10,120
2016-12-11,115
2016-12-12,115
2016-12-13,115
2016-12-14,114
2016-12-15,114
2016-12-16,114
2016-12-17,111
2016-12-18,111
2016-12-19,111
2016-12-20,112
2016-12-21,112
2016-12-22,112
2016-12-23,117
2016-12-24,117
2016-12-25,117
2016-12-26,118
2016-12-27,118
2016-12-28,118
2016-12-29,118
2016-12-30,118
2016-12-31,118
2017-01-01,116
2017-01-02,116
2017-01-03,118
2017-01-04,118
2017-01-05,121
2017-01-06,121
2017-01-07,118
2017-01-08,118
2017-01-09,116
2017-01-10,116
2017-01-11,118
2017-01-12,118
2017-01-13,116
2017-01-14,116
2017-01-15,114
2017-01-16,114
2017-01-17,113
2017-01-18,113
2017-01-19,113
2017-01-20,111
2017-01-21,111
2017-01-22,108
2017-01-27,100
2017-01-28,98
2017-01-29,98
2017-01-30,98
2017-01-31,98
2017-02-01,98
2017-02-02,98
2017-02-03,98
2017-02-04,97
2017-02-05,97
2017-02-06,97
2017-02-07,101
2017-02-08,101
2017-02-09,101
2017-02-10,102
2017-02-11,102
2017-02-12,102
2017-02-13,104
2017-02-14,104
2017-02-15,104
2017-02-16,104
2017-02-18,104
2017-02-19,106
2017-02-20,106
2017-02-21,106
2017-02-22,107
2017-02-23,107
2017-02-24,107
2017-02-25,105
2017-02-26,105
2017-02-27,105
2017-02-28,101
2017-03-01,101
2017-03-02,102
2017-03-03,102
2017-03-04,102
2017-03-05,101
2017-03-06,101
2017-03-07,99
2017-03-08,99
2017-03-09,99
2017-03-10,100
2017-03-11,100
2017-03-12,97
2017-03-13,97
2017-03-14,100
2017-03-15,100
2017-03-16,100
2017-03-17,101
2017-03-18,101
2017-03-19,100
2017-03-20,100
2017-03-21,97
2017-03-22,97
2017-03-23,98
2017-03-24,98
2017-03-25,98
2017-03-26,102
2017-03-27,102
2017-03-28,108
2017-03-29,108
2017-03-30,114
2017-03-31,114
2017-04-01,114
2017-04-02,116
2017-04-03,116
2017-04-04,115
2017-04-12,114
2017-04-13,114
2017-04-14,117
2017-04-15,117
2017-04-16,115
2017-04-17,115
2017-04-18,118
2017-04-19,118
2017-04-20,123
2017-04-21,123
2017-04-22,124
2017-04-23,124
2017-04-24,126
2017-04-25,126
2017-04-26,127
2017-04-27,127
2017-04-28,127
2017-04-29,127
2017-04-30,128
2017-05-01,128
2017-05-02,128
2017-05-03,128
2017-05-04,130
2017-05-05,130
2017-05-06,130
2017-05-07,132
2017-05-08,132
2017-05-09,133
2017-05-10,133
2017-05-11,133
2017-05-12,134
2017-05-13,134
2017-05-14,134
2017-05-15,128
2017-05-16,128
2017-05-17,126
2017-05-18,126
2017-05-19,126
2017-05-20,123
2017-05-21,123
2017-05-22,123
2017-05-23,123
2017-05-24,123
2017-05-25,123
2017-05-26,121
2017-05-27,121
2017-05-28,121
2017-05-29,114
2017-05-30,114
2017-05-31,114
2017-06-01,109
2017-06-02,109
2017-06-03,109
2017-06-06,115
2017-06-07,115
2017-06-08,115
2017-06-09,119
2017-06-10,119
2017-06-11,119
2017-06-12,119
2017-06-13,119
2017-06-14,123
2017-06-15,123
2017-06-16,121
2017-06-17,121
2017-06-18,121
2017-06-19,120
2017-06-20,120
2017-06-21,123
2017-06-22,123
2017-06-23,123
2017-06-24,129
2017-06-25,129
2017-06-26,131
2017-06-27,131
2017-06-28,131
2017-06-29,129
2017-06-30,129
2017-07-01,129
2017-07-02,132
2017-07-03,132
2017-07-04,127
2017-07-05,127
2017-07-06,127
2017-07-07,134
2017-07-08,134
2017-07-13,149
2017-07-14,149
2017-07-15,157
2017-07-16,157
2017-07-17,161
2017-07-18,161
2017-07-19,161
2017-07-20,161
2017-07-21,161
2017-07-22,163
2017-07-23,163
2017-07-24,163
2017-07-25,164
2017-07-26,164
2017-07-27,163
2017-07-28,163
2017-07-29,163
2017-07-30,170
2017-07-31,170
2017-08-01,170
2017-08-02,168
2017-08-03,168
2017-08-04,168
2017-08-05,165
2017-08-06,165
2017-08-09,163
2017-08-10,160
2017-08-11,160
2017-08-12,160
2017-08-13,158
2017-08-14,158
2017-08-15,159
2017-08-17,159
2017-08-18,159
2017-08-19,159
2017-08-20,162
2017-08-21,162
2017-08-22,158
2017-08-23,158
2017-08-24,158
2017-08-25,161
2017-08-26,161
2017-08-27,159
2017-08-28,159
2017-08-29,159
2017-08-30,152
2017-08-31,152
2017-09-01,152
2017-09-02,153
2017-09-03,153
2017-09-04,153
2017-09-05,155
2017-09-06,155
2017-09-07,160
2017-09-08,160
2017-09-09,154
2017-09-10,154
2017-09-11,154
2017-09-12,156
2017-09-13,156
2017-09-14,159
2017-09-15,159
2017-09-16,159
2017-09-17,161
2017-09-19,161
2017-09-20,163
2017-09-21,163
2017-09-22,158
2017-09-23,158
2017-09-24,158
2017-09-25,156
2017-09-26,156
2017-09-27,156
2017-09-28,160
2017-09-29,160
2017-09-30,160
2017-10-01,163
2017-10-02,163
2017-10-03,163
2017-10-04,156
2017-10-05,156
2017-10-06,156
2017-10-07,151
2017-10-08,151
2017-10-09,151
2017-10-10,154
2017-10-11,154
2017-10-12,154
2017-10-13,158
2017-10-14,158
2017-10-15,158
2017-10-16,159
2017-10-17,159
2017-10-18,159
2017-10-19,165
2017-10-20,165
2017-10-21,165
2017-10-22,164
2017-10-23,164
2017-10-24,164
2017-10-25,157
2017-10-26,157
2017-10-27,157
2017-10-28,157
2017-10-29,159
2017-10-30,159
2017-10-31,159
2017-11-01,154
2017-11-02,154
2017-11-03,154
2017-11-04,154
2017-11-05,154
2017-11-06,154
2017-11-07,151
2017-11-08,151
2017-11-09,151
2017-11-10,159
2017-11-11,159
2017-11-12,159
2017-11-13,164
2017-11-14,164
2017-11-15,164
2017-11-16,161
2017-11-17,161
2017-11-18,161
2017-11-19,155
2017-11-20,155
2017-11-21,155
2017-11-22,151
2017-11-23,151
2017-11-24,151
2017-11-25,151
2017-11-26,151
2017-11-27,151
2017-11-28,155
2017-11-29,155
2017-11-30,155
2017-12-01,151
2017-12-02,151
2017-12-03,151
2017-12-04,143
2017-12-05,143
2017-12-06,139
2017-12-07,139
2017-12-08,139
2017-12-09,138
2017-12-10,138
2017-12-11,133
2017-12-12,133
2017-12-13,133
2017-12-14,126
2017-12-15,126
2017-12-16,121
2017-12-17,121
2017-12-18,122
2017-12-19,122
2017-12-20,122
2017-12-21,122
2017-12-22,122
2017-12-23,122
2017-12-24,125
2017-12-25,125
2017-12-26,125
2017-12-27,127
2017-12-28,127
2017-12-29,127
2017-12-30,134
2017-12-31,134
2018-01-01,137
2018-01-02,137
2018-01-03,140
2018-01-04,140
2018-01-05,140
2018-01-06,140
2018-01-07,141
2018-01-08,141
2018-01-09,144
2018-01-10,144
2018-01-11,144
2018-01-12,144
2018-01-13,138
2018-01-14,138
2018-01-15,131
2018-01-16,131
2018-01-17,131
2018-01-18,131
2018-01-19,131
2018-01-20,135
2018-01-21,135
2018-01-22,131
2018-01-23,131
2018-01-24,133
2018-01-25,133
2018-01-26,132
2018-01-27,134
2018-01-28,139
2018-01-29,142
2018-01-30,141
2018-01-31,141
2018-02-01,146
2018-02-02,146
2018-02-04,148
2018-02-05,148
2018-02-06,148
2018-02-07,150
2018-02-08,150
2018-02-09,153
2018-02-10,153
2018-02-11,157
2018-02-12,165
2018-02-13,165
2018-02-14,174
2018-02-15,170
2018-02-16,170
2018-02-17,167
2018-02-18,172
2018-02-19,175
2018-02-20,175
2018-02-21,175
2018-02-22,175
2018-02-23,168
2018-02-24,168
2018-02-25,168
2018-02-26,168
2018-02-27,173
2018-02-28,173
2018-03-01,179
2018-03-02,179
2018-03-03,181
2018-03-04,181
2018-03-05,179
2018-03-06,174
2018-03-07,166
2018-03-08,166
2018-03-09,157
2018-03-10,157
2018-03-11,150
2018-03-12,143
2018-03-13,138
2018-03-14,138
2018-03-15,139
2018-03-16,139
2018-03-17,142
2018-03-18,142
2018-03-19,145
2018-03-20,152
2018-03-21,152
2018-03-23,156
2018-03-24,162
2018-03-26,169
2018-03-27,177
2018-03-28,177
2018-03-29,178
2018-03-30,178
2018-03-31,182
2018-04-01,182
2018-04-02,183
2018-04-03,185
2018-04-04,185
2018-04-05,190
2018-04-06,190
2018-04-08,186
2018-04-09,186
2018-04-10,192
2018-04-11,192
2018-04-12,194
2018-04-13,194
2018-04-14,187
2018-04-16,197
2018-04-17,192
2018-04-18,192
2018-04-19,191
2018-04-20,191
2018-04-21,189
2018-04-22,189
2018-04-23,191
2018-04-24,191
2018-04-25,191
2018-04-26,191
2018-04-27,199
2018-04-28,199
2018-04-29,197
2018-04-30,197
2018-05-01,199
2018-05-02,199
2018-05-03,209
2018-05-04,209
2018-05-05,211
2018-05-06,211
2018-05-07,218
2018-05-08,218
2018-05-09,227
2018-05-10,233
2018-05-11,233
2018-05-12,238
2018-05-13,238
2018-05-14,230
2018-05-15,230
2018-05-16,229
2018-05-17,229
2018-05-18,227
2018-05-19,232
2018-05-20,232
2018-05-21,229
2018-05-22,229
2018-05-23,227
2018-05-24,227
2018-05-25,239
2018-05-26,237
2018-05-27,237
2018-05-28,241
2018-05-29,241
2018-05-30,247
2018-05-31,247
2018-06-01,251
2018-06-02,251
2018-06-03,251
2018-06-04,241
2018-06-05,251
2018-06-06,264
2018-06-07,264
2018-06-08,277
2018-06-09,277
2018-06-10,276
2018-06-11,276
2018-06-12,274
2018-06-13,276
2018-06-14,286
2018-06-15,286
2018-06-16,300
2018-06-17,297
2018-06-18,297
2018-06-19,288
2018-06-20,288
2018-06-21,297
2018-06-22,297
2018-06-23,297
2018-06-24,285
2018-06-25,274
2018-06-26,274
2018-06-27,279
2018-06-28,287
2018-06-29,291
2018-06-30,291
2018-07-01,277
2018-07-02,277
2018-07-03,267
2018-07-04,267
2018-07-05,275
2018-07-06,264
2018-07-07,258
2018-07-08,261
2018-07-09,270
2018-07-10,277
2018-07-11,277
2018-07-12,277
2018-07-13,287
2018-07-14,284
2018-07-15,284
2018-07-16,277
2018-07-17,278
2018-07-18,282
2018-07-19,282
2018-07-20,283
2018-07-21,294
2018-07-22,294
2018-07-23,286
2018-07-24,286
2018-07-25,280
2018-07-26,282
2018-07-27,289
2018-07-28,303
2018-07-29,304
2018-07-30,314
2018-07-31,303
2018-08-01,303
2018-08-02,294
2018-08-03,296
2018-08-04,295
2018-08-05,284
2018-08-06,269
2018-08-07,256
2018-08-08,263
2018-08-09,272
2018-08-10,269
2018-08-11,269
2018-08-12,267
2018-08-14,271
2018-08-16,270
2018-08-17,275
2018-08-18,283
2018-08-19,293
2018-08-20,303
2018-08-21,311
2018-08-22,322
2018-08-23,325
2018-08-24,308
2018-08-25,292
2018-08-26,281
2018-08-27,282
2018-08-28,286
2018-08-29,290
2018-08-30,290
2018-08-31,296
2018-09-01,290
2018-09-02,292
2018-09-03,297
2018-09-04,297
2018-09-05,293
2018-09-06,293
2018-09-07,296
2018-09-08,302
2018-09-09,292
2018-09-10,291
2018-09-11,291
2018-09-12,280
2018-09-13,286
2018-09-14,292
2018-09-15,291
2018-09-16,283
2018-09-17,285
2018-09-18,281
2018-09-19,266
2018-09-20,258
2018-09-21,269
2018-09-22,272
2018-09-23,264
2018-09-24,255
2018-09-25,255
2018-09-26,244
2018-09-27,247
2018-09-28,248
2018-09-29,252
2018-09-30,254
2018-10-02,251
2018-10-03,257
2018-10-04,257
2018-10-05,259
2018-10-06,262
2018-10-07,258
2018-10-08,258
2018-10-09,267
2018-10-10,268
2018-10-11,258
2018-10-12,260
2018-10-13,249
2018-10-14,239
2018-10-15,229
2018-10-16,229
2018-10-17,225
2018-10-18,231
2018-10-19,232
2018-10-20,232
2018-10-21,232
2018-10-22,234
2018-10-23,234
2018-10-24,239
2018-10-25,242
2018-10-26,247
2018-10-27,242
2018-10-28,244
2018-10-29,244
2018-10-30,248
2018-10-31,236
2018-11-01,237
2018-11-03,243
2018-11-04,245
2018-11-05,248
2018-11-06,244
2018-11-07,233
2018-11-08,221
2018-11-09,209
2018-11-10,203
2018-11-11,194
2018-11-12,199
2018-11-13,199
2018-11-14,193
2018-11-15,192
2018-11-16,193
2018-11-17,198
2018-11-18,200
2018-11-19,204
2018-11-20,206
2018-11-21,207
2018-11-22,200
2018-11-23,194
2018-11-24,192
2018-11-25,185
2018-11-26,180
2018-11-27,175
2018-11-28,172
2018-11-29,174
2018-12-01,176
2018-12-02,170
2018-12-03,167
2018-12-04,167
2018-12-05,161
2018-12-07,161
2018-12-09,161
2018-12-10,163
2018-12-11,169
2018-12-12,176
2018-12-13,181
2018-12-14,185
2018-12-15,190
2018-12-16,190
2018-12-17,186
2018-12-18,189
2018-12-19,195
2018-12-20,194
2018-12-21,192
2018-12-22,195
2018-12-23,194
2018-12-24,191
2018-12-25,197
2018-12-26,196
2018-12-27,191
2018-12-28,186
2018-12-29,191
2018-12-30,184
2018-12-31,187
2019-01-01,185
2019-01-02,178
2019-01-03,172
2019-01-04,168
2019-01-05,159
2019-01-06,151
2019-01-08,143
2019-01-10,145
2019-01-11,153
2019-01-12,154
2019-01-13,152
2019-01-14,153
2019-01-15,154
2019-01-16,154
2019-01-17,157
2019-01-18,153
2019-01-19,158
2019-01-20,157
2019-01-21,156
2019-01-22,164
2019-01-23,162
2019-01-24,153
2019-01-25,145
2019-01-26,137
2019-01-27,132
2019-01-28,131
2019-01-29,130
2019-01-30,132
2019-01-31,131
2019-02-01,133
2019-02-02,132
2019-02-03,134
2019-02-04,141
2019-02-05,137
2019-02-06,135
2019-02-07,138
2019-02-08,140
2019-02-09,135
2019-02-10,132
2019-02-11,127
2019-02-12,124
2019-02-13,124
2019-02-14,120
2019-02-15,121
2019-02-16,128
2019-02-17,134
2019-02-18,133
2019-02-19,136
2019-02-20,138
2019-02-21,140
2019-02-22,140
2019-02-23,147
2019-02-24,155
2019-02-25,163
2019-02-26,170
2019-02-27,173
2019-02-28,174
2019-03-01,178
2019-03-02,180
2019-03-03,176
2019-03-04,181
2019-03-05,188
2019-03-06,183
2019-03-07,188
2019-03-08,188
2019-03-09,185
2019-03-10,176
2019-03-11,167
2019-03-12,160
2019-03-13,161
2019-03-14,156
2019-03-15,160
2019-03-16,157
2019-03-17,158
2019-03-18,162
2019-03-19,163
2019-03-20,165
2019-03-21,166
2019-03-22,163
2019-03-23,167
2019-03-24,169
2019-03-25,162
2019-03-26,158
2019-03-27,158
2019-03-28,159
2019-03-29,158
2019-03-30,158
2019-03-31,152
2019-04-01,153
2019-04-02,146
2019-04-03,143
2019-04-04,140
2019-04-05,141
2019-04-06,141
2019-04-07,149
2019-04-08,153
2019-04-09,158
2019-04-10,157
2019-04-11,150
2019-04-12,151
2019-04-13,155
2019-04-14,149
2019-04-15,154
2019-04-16,158
2019-04-17,154
2019-04-18,154
2019-04-19,154
2019-04-20,151
2019-04-21,153
2019-04-22,157
2019-04-23,160
2019-04-24,164
2019-04-25,170
2019-04-26,169
2019-04-27,178
2019-04-28,187
2019-04-29,196
2019-04-30,205
2019-05-01,205
2019-05-02,210
2019-05-03,220
2019-05-04,230
2019-05-05,232
2019-05-06,242
2019-05-07,251
2019-05-08,246
2019-05-09,238
2019-05-10,235
2019-05-11,236
2019-05-12,229
2019-05-13,227
2019-05-14,223
2019-05-15,223
2019-05-16,214
2019-05-17,206
2019-05-18,199
2019-05-19,200
2019-05-20,195
2019-05-21,194
2019-05-22,187
2019-05-23,187
2019-05-24,185
2019-05-25,192
2019-05-26,195
2019-05-27,192
2019-05-28,198
2019-05-29,205
2019-05-30,208
2019-05-31,208
2019-06-01,217
2019-06-02,213
2019-06-03,209
2019-06-04,205
2019-06-05,209
2019-06-06,206
2019-06-07,212
2019-06-08,209
2019-06-09,213
2019-06-10,213
2019-06-11,213
2019-06-12,224
2019-06-13,221
2019-06-14,219
2019-06-15,219
2019-06-16,216
2019-06-17,219
2019-06-18,219
2019-06-19,223
2019-06-20,226
2019-06-21,235
2019-06-22,243
2019-06-23,231
2019-06-24,221
2019-06-25,213
2019-06-26,203
2019-06-27,196
2019-06-28,196
2019-06-29,193
2019-06-30,194
2019-07-01,194
2019-07-02,191
2019-07-03,192
2019-07-04,192
2019-07-05,190
2019-07-06,184
2019-07-07,184
2019-07-08,180
2019-07-09,182
2019-07-10,192
2019-07-11,196
2019-07-12,193
2019-07-13,193
2019-07-14,192
2019-07-15,192
2019-07-16,196
2019-07-17,197
2019-07-18,197
2019-07-19,200
2019-07-20,204
2019-07-21,200
2019-07-22,191
2019-07-23,185
2019-07-24,185
2019-07-25,180
2019-07-26,180
2019-07-27,171
2019-07-28,166
2019-07-29,168
2019-07-30,164
2019-07-31,155
2019-08-01,155
2019-08-02,153
2019-08-03,147
2019-08-04,147
2019-08-05,147
2019-08-06,147
2019-08-07,143
2019-08-08,143
2019-08-09,139
2019-08-10,133
2019-08-11,133
2019-08-12,126
2019-08-13,120
2019-08-14,117
2019-08-15,114
2019-08-16,112
2019-08-17,112
2019-08-18,114
2019-08-19,115
2019-08-20,115
2019-08-21,120
2019-08-22,122
2019-08-23,122
2019-08-24,129
2019-08-24,129
