date_obj,Black%20wizard%20hat%20(t) price
2015-10-17,198813
2015-10-18,197332
2015-10-19,192040
2015-10-20,184266
2015-10-22,175052
2015-10-23,172212
2015-10-24,172212
2015-10-25,170369
2015-10-26,175813
2015-10-27,175813
2015-10-29,187002
2015-10-30,185271
2015-10-31,185794
2015-11-01,185794
2015-11-02,187893
2015-11-03,190596
2015-11-04,190596
2015-11-05,193526
2015-11-06,195570
2015-11-07,201425
2015-11-08,201425
2015-11-09,206701
2015-11-10,206701
2015-11-11,212970
2015-11-12,218542
2015-11-13,218542
2015-11-14,223535
2015-11-15,229030
2015-11-16,234008
2015-11-17,229750
2015-11-18,229750
2015-11-19,232274
2015-11-20,236940
2015-11-21,236940
2015-11-22,241169
2015-11-23,241169
2015-11-24,239034
2015-11-25,242159
2015-11-26,242159
2015-11-27,245891
2015-11-28,250298
2015-11-29,253610
2015-11-30,253518
2015-12-01,253518
2015-12-02,251044
2015-12-03,245386
2015-12-04,247980
2015-12-05,250572
2015-12-06,249372
2015-12-07,249372
2015-12-08,246859
2015-12-09,245036
2015-12-10,243676
2015-12-11,243545
2015-12-12,244008
2015-12-13,237386
2015-12-14,237386
2015-12-15,235598
2015-12-16,229405
2015-12-17,229405
2015-12-18,226320
2015-12-19,226320
2015-12-20,228617
2015-12-21,228601
2015-12-22,228374
2015-12-23,225485
2015-12-24,225613
2015-12-25,225613
2015-12-26,222814
2015-12-27,222396
2015-12-28,221239
2015-12-29,216506
2015-12-30,212555
2015-12-31,210340
2016-01-01,207451
2016-01-02,207451
2016-01-03,202152
2016-01-04,199306
2016-01-05,193513
2016-01-06,190834
2016-01-07,192680
2016-01-08,191743
2016-01-09,190516
2016-01-10,194090
2016-01-11,192460
2016-01-12,192387
2016-01-13,187598
2016-01-14,188871
2016-01-15,194243
2016-01-16,199201
2016-01-17,202159
2016-01-18,203903
2016-01-19,203903
2016-01-20,208255
2016-01-21,210101
2016-01-22,213794
2016-01-23,213172
2016-01-24,213172
2016-01-25,215073
2016-01-26,219787
2016-01-27,212211
2016-01-28,212211
2016-01-29,204006
2016-01-30,197943
2016-01-31,196168
2016-02-01,192757
2016-02-02,189385
2016-02-03,186259
2016-02-04,182067
2016-02-05,179319
2016-02-06,175167
2016-02-07,177398
2016-02-08,175045
2016-02-09,170789
2016-02-10,173128
2016-02-11,173237
2016-02-12,174141
2016-02-13,175890
2016-02-14,175245
2016-02-15,174956
2016-02-16,177710
2016-02-17,178031
2016-02-18,178031
2016-02-19,178342
2016-02-20,180942
2016-02-21,175546
2016-02-22,177555
2016-02-23,174947
2016-02-24,175354
2016-02-25,173270
2016-02-26,173270
2016-02-27,172028
2016-02-28,175459
2016-02-29,177360
2016-03-01,178364
2016-03-02,180853
2016-03-03,185757
2016-03-04,189404
2016-03-05,189218
2016-03-06,188610
2016-03-07,188610
2016-03-08,189913
2016-03-09,191745
2016-03-10,191691
2016-03-11,191933
2016-03-12,192815
2016-03-13,195595
2016-03-14,191570
2016-03-15,190266
2016-03-16,189424
2016-03-17,191443
2016-03-18,190520
2016-03-19,189283
2016-03-20,189461
2016-03-21,189085
2016-03-22,185272
2016-03-23,180880
2016-03-24,180120
2016-03-25,179724
2016-03-26,179896
2016-03-27,175603
2016-03-28,176496
2016-03-29,174627
2016-03-30,174627
2016-03-31,174132
2016-04-01,178298
2016-04-02,181239
2016-04-03,181101
2016-04-04,183243
2016-04-05,185788
2016-04-06,190756
2016-04-07,193697
2016-04-08,195307
2016-04-09,198022
2016-04-10,197153
2016-04-11,197153
2016-04-12,196522
2016-04-13,194923
2016-04-14,195805
2016-04-15,193473
2016-04-16,191160
2016-04-17,187432
2016-04-18,187621
2016-04-19,190937
2016-04-20,196256
2016-04-21,198382
2016-04-22,198382
2016-04-23,202809
2016-04-24,204438
2016-04-25,206712
2016-04-26,209169
2016-04-27,205655
2016-04-28,205813
2016-04-29,204603
2016-04-30,200849
2016-05-01,198563
2016-05-02,201601
2016-05-03,202163
2016-05-04,202469
2016-05-05,202816
2016-05-06,202816
2016-05-07,203965
2016-05-08,203965
2016-05-09,204539
2016-05-10,198556
2016-05-11,198556
2016-05-12,195765
2016-05-13,192066
2016-05-14,186443
2016-05-15,183728
2016-05-16,181603
2016-05-17,181578
2016-05-18,181770
2016-05-19,182343
2016-05-22,183850
2016-05-23,181105
2016-05-24,180861
2016-05-25,184503
2016-05-26,186441
2016-05-27,189900
2016-05-28,189900
2016-05-29,191303
2016-05-30,191303
2016-05-31,196517
2016-06-01,200006
2016-06-02,201289
2016-06-03,201289
2016-06-04,202688
2016-06-05,202688
2016-06-06,207053
2016-06-07,207053
2016-06-08,206439
2016-06-09,202457
2016-06-10,200957
2016-06-11,201148
2016-06-12,198679
2016-06-13,198658
2016-06-14,201487
2016-06-15,201487
2016-06-16,202876
2016-06-17,203368
2016-06-18,203368
2016-06-19,201741
2016-06-20,202606
2016-06-21,204257
2016-06-22,202722
2016-06-23,201708
2016-06-24,196975
2016-06-25,195963
2016-06-26,191104
2016-06-27,190517
2016-06-28,189787
2016-06-29,191218
2016-06-30,194150
2016-07-01,200179
2016-07-02,200179
2016-07-03,204138
2016-07-04,209076
2016-07-05,213557
2016-07-06,206499
2016-07-07,196709
2016-07-08,188334
2016-07-09,179782
2016-07-10,173281
2016-07-11,167394
2016-07-12,161759
2016-07-13,158498
2016-07-14,151949
2016-07-15,144802
2016-07-16,142868
2016-07-17,141047
2016-07-18,142608
2016-07-23,143831
2016-07-24,143387
2016-07-25,143112
2016-07-26,145378
2016-07-27,144027
2016-07-28,143035
2016-07-29,143876
2016-07-30,139277
2016-07-31,139277
2016-08-01,133077
2016-08-02,129048
2016-08-03,127033
2016-08-04,127246
2016-08-05,127246
2016-08-06,126813
2016-08-07,125361
2016-08-08,125361
2016-08-09,123605
2016-08-10,121142
2016-08-11,118468
2016-08-12,119297
2016-08-13,119184
2016-08-14,118798
2016-08-15,120997
2016-08-16,123415
2016-08-17,123493
2016-08-18,124436
2016-08-19,124203
2016-08-20,123803
2016-08-21,121117
2016-08-22,120631
2016-08-23,120339
2016-08-24,120432
2016-08-25,123391
2016-08-26,123391
2016-08-28,122602
2016-08-31,125867
2016-09-01,126206
2016-09-02,126206
2016-09-03,127304
2016-09-04,126817
2016-09-05,126040
2016-09-06,127828
2016-09-07,126725
2016-09-08,123870
2016-09-09,124146
2016-09-10,123880
2016-09-11,123880
2016-09-12,122601
2016-09-13,125116
2016-09-14,125116
2016-09-15,127840
2016-09-16,127840
2016-09-17,131963
2016-09-18,136822
2016-09-19,140889
2016-09-20,140889
2016-09-21,142315
2016-09-22,147692
2016-09-23,150091
2016-09-24,150091
2016-09-25,151274
2016-09-26,151274
2016-09-27,152958
2016-09-28,153793
2016-09-29,153793
2016-09-30,156928
2016-10-01,158269
2016-10-02,158269
2016-10-03,157235
2016-10-04,156979
2016-10-05,160655
2016-10-06,162439
2016-10-07,162439
2016-10-08,165151
2016-10-09,167482
2016-10-10,167044
2016-10-11,168555
2016-10-12,168555
2016-10-13,170514
2016-10-14,172262
2016-10-15,172123
2016-10-16,172575
2016-10-17,175117
2016-10-18,175117
2016-10-19,180821
2016-10-20,186780
2016-10-21,190004
2016-10-22,190004
2016-10-23,188225
2016-10-24,186146
2016-10-25,186146
2016-10-26,184816
2016-10-27,184816
2016-10-28,188278
2016-10-29,189365
2016-10-30,186584
2016-10-31,184423
2016-11-01,184423
2016-11-02,184254
2016-11-03,184254
2016-11-04,184288
2016-11-05,184288
2016-11-06,186570
2016-11-07,185809
2016-11-08,187073
2016-11-09,184902
2016-11-10,186416
2016-11-11,186416
2016-11-12,183355
2016-11-13,183355
2016-11-14,182335
2016-11-15,184861
2016-12-07,195384
2016-12-08,188597
2016-12-09,190992
2016-12-10,192108
2016-12-11,192587
2016-12-12,188842
2016-12-13,189334
2016-12-14,184801
2016-12-15,184801
2016-12-16,186497
2016-12-17,181193
2016-12-18,181193
2016-12-19,175192
2016-12-20,172519
2016-12-21,172760
2016-12-22,172760
2016-12-23,172611
2016-12-24,166062
2016-12-25,164865
2016-12-26,162651
2016-12-27,159786
2016-12-28,156965
2016-12-29,155510
2016-12-30,152160
2016-12-31,149573
2017-01-01,148642
2017-01-02,147983
2017-01-03,147026
2017-01-04,143895
2017-01-05,143895
2017-01-06,140006
2017-01-07,138541
2017-01-08,138551
2017-01-09,137892
2017-01-10,136294
2017-01-11,135590
2017-01-12,133399
2017-01-13,135324
2017-01-14,133579
2017-01-15,132307
2017-01-16,131637
2017-01-17,131177
2017-01-18,133239
2017-01-19,133128
2017-01-20,136247
2017-01-21,141046
2017-01-22,142513
2017-01-23,145926
2017-01-27,161076
2017-01-28,159855
2017-01-29,160422
2017-01-30,160422
2017-01-31,157894
2017-02-01,158970
2017-02-02,160035
2017-02-03,157309
2017-02-04,158440
2017-02-05,153120
2017-02-06,150848
2017-02-07,147451
2017-02-08,147411
2017-02-09,147411
2017-02-10,140995
2017-02-11,135309
2017-02-12,135309
2017-02-13,130939
2017-02-14,129174
2017-02-15,129328
2017-02-16,125075
2017-02-18,123126
2017-02-19,122656
2017-02-20,122593
2017-02-21,123700
2017-02-22,125848
2017-02-23,123564
2017-02-24,127122
2017-02-25,127908
2017-02-26,128187
2017-02-27,126497
2017-02-28,129553
2017-03-01,130877
2017-03-02,131680
2017-03-03,133198
2017-03-04,132403
2017-03-05,130161
2017-03-06,126339
2017-03-07,124552
2017-03-08,123975
2017-03-09,120440
2017-03-10,117056
2017-03-11,114261
2017-03-12,113911
2017-03-13,113803
2017-03-14,112599
2017-03-15,111226
2017-03-16,111245
2017-03-17,112556
2017-03-18,112877
2017-03-19,112675
2017-03-20,112613
2017-03-21,114890
2017-03-22,115595
2017-03-23,116045
2017-03-24,116711
2017-03-25,118950
2017-03-26,120568
2017-03-27,122333
2017-03-28,126450
2017-03-29,127299
2017-03-30,127549
2017-03-31,130199
2017-04-01,133446
2017-04-02,135625
2017-04-03,134947
2017-04-04,133897
2017-04-12,133998
2017-04-13,133538
2017-04-14,132063
2017-04-15,133395
2017-04-16,133385
2017-04-17,133527
2017-04-18,137189
2017-04-19,137703
2017-04-20,136472
2017-04-21,132661
2017-04-22,132753
2017-04-23,132382
2017-04-24,135611
2017-04-25,133065
2017-04-26,133065
2017-04-27,133163
2017-04-28,135800
2017-04-29,137142
2017-04-30,138696
2017-05-01,139406
2017-05-02,140421
2017-05-03,143569
2017-05-04,146811
2017-05-05,145240
2017-05-06,142979
2017-05-07,142783
2017-05-08,143027
2017-05-09,142351
2017-05-10,141914
2017-05-11,141914
2017-05-12,142585
2017-05-13,143846
2017-05-14,143077
2017-05-15,144304
2017-05-16,143560
2017-05-17,142918
2017-05-18,142081
2017-05-19,141445
2017-05-20,141378
2017-05-21,141378
2017-05-22,140681
2017-05-23,140681
2017-05-24,140191
2017-05-25,140069
2017-05-26,142505
2017-05-27,144450
2017-05-28,148074
2017-05-29,145943
2017-05-30,143989
2017-05-31,143635
2017-06-01,144562
2017-06-02,143134
2017-06-03,142385
2017-06-04,139903
2017-06-05,137891
2017-06-06,135740
2017-06-07,132635
2017-06-08,132635
2017-06-09,127218
2017-06-10,122769
2017-06-11,120596
2017-06-12,121272
2017-06-13,122114
2017-06-14,122805
2017-06-15,125726
2017-06-16,126421
2017-06-17,128869
2017-06-18,131673
2017-06-19,131673
2017-06-20,127930
2017-06-21,126885
2017-06-22,126885
2017-06-23,128696
2017-06-24,133271
2017-06-25,136120
2017-06-26,139247
2017-06-27,139422
2017-06-28,140619
2017-06-29,140933
2017-06-30,140547
2017-07-01,140547
2017-07-02,141976
2017-07-03,138240
2017-07-04,137822
2017-07-05,137822
2017-07-06,139353
2017-07-07,139353
2017-07-08,143418
2017-07-13,151087
2017-07-14,153353
2017-07-15,153353
2017-07-16,154886
2017-07-17,155021
2017-07-18,155956
2017-07-19,158548
2017-07-20,160958
2017-07-21,162372
2017-07-22,163968
2017-07-23,163210
2017-07-24,160031
2017-07-25,161145
2017-07-26,160692
2017-07-27,164071
2017-07-28,166297
2017-07-29,167622
2017-07-30,168123
2017-07-31,168123
2017-08-01,171959
2017-08-02,166118
2017-08-03,159211
2017-08-04,156262
2017-08-05,153465
2017-08-06,152738
2017-08-07,157765
2017-08-08,157991
2017-08-09,156702
2017-08-10,156986
2017-08-11,154824
2017-08-12,157382
2017-08-13,159432
2017-08-14,165708
2017-08-15,170132
2017-08-16,170519
2017-08-17,170502
2017-08-18,170502
2017-08-19,169101
2017-08-20,170975
2017-08-21,175043
2017-08-22,176343
2017-08-23,177558
2017-08-24,183473
2017-08-25,183473
2017-08-26,181273
2017-08-27,180503
2017-08-28,176840
2017-08-29,179583
2017-08-30,176587
2017-08-31,167929
2017-09-01,163664
2017-09-02,161318
2017-09-03,161318
2017-09-04,162275
2017-09-05,163795
2017-09-06,168473
2017-09-07,176192
2017-09-08,176192
2017-09-09,181941
2017-09-10,189134
2017-09-11,185973
2017-09-12,178291
2017-09-13,169922
2017-09-14,166677
2017-09-15,166677
2017-09-16,161214
2017-09-17,154602
2017-09-18,150677
2017-09-19,150619
2017-09-20,152937
2017-09-22,151247
2017-09-23,152591
2017-09-24,151321
2017-09-25,151758
2017-09-26,155376
2017-09-27,155376
2017-09-28,154217
2017-09-29,157963
2017-09-30,158924
2017-10-01,157423
2017-10-02,154919
2017-10-03,154919
2017-10-04,154435
2017-10-05,152016
2017-10-06,151701
2017-10-07,151626
2017-10-08,151444
2017-10-09,149812
2017-10-10,148113
2017-10-11,148113
2017-10-12,147088
2017-10-13,144155
2017-10-14,141527
2017-10-15,141527
2017-10-16,139344
2017-10-17,139344
2017-10-18,136703
2017-10-19,133167
2017-10-20,135717
2017-10-21,136119
2017-10-22,135970
2017-10-23,134176
2017-10-24,135489
2017-10-25,132552
2017-10-26,132717
2017-10-27,133256
2017-10-28,133256
2017-10-29,133901
2017-10-30,130982
2017-10-31,130729
2017-11-01,130729
2017-11-02,129914
2017-11-03,131902
2017-11-04,131755
2017-11-05,133668
2017-11-06,134688
2017-11-07,136676
2017-11-08,136419
2017-11-09,135905
2017-11-10,139467
2017-11-11,143328
2017-11-12,146108
2017-11-13,144584
2017-11-14,144584
2017-11-15,142343
2017-11-16,141153
2017-11-17,143951
2017-11-18,143951
2017-11-19,145318
2017-11-20,145266
2017-11-21,142037
2017-11-22,142037
2017-11-23,137025
2017-11-24,134133
2017-11-25,130754
2017-11-26,127309
2017-11-27,127309
2017-11-28,124200
2017-11-29,121692
2017-11-30,122776
2017-12-01,119862
2017-12-02,120256
2017-12-03,121859
2017-12-04,121776
2017-12-05,127531
2017-12-06,133908
2017-12-07,140588
2017-12-08,140588
2017-12-09,145746
2017-12-10,147005
2017-12-11,147708
2017-12-12,145358
2017-12-13,149017
2017-12-14,150151
2017-12-15,155903
2017-12-16,162022
2017-12-17,159590
2017-12-18,155090
2017-12-19,150352
2017-12-20,145290
2017-12-21,140672
2017-12-22,138974
2017-12-23,136812
2017-12-24,133582
2017-12-25,129811
2017-12-26,127535
2017-12-27,126143
2017-12-28,126791
2017-12-29,127641
2017-12-30,131633
2017-12-31,132532
2018-01-01,131667
2018-01-02,133256
2018-01-03,127997
2018-01-04,125858
2018-01-05,123450
2018-01-06,122696
2018-01-07,122344
2018-01-08,122295
2018-01-09,120802
2018-01-10,120401
2018-01-11,121005
2018-01-12,123862
2018-01-13,124700
2018-01-14,123574
2018-01-15,121950
2018-01-16,120511
2018-01-17,122052
2018-01-18,123592
2018-01-19,123592
2018-01-20,127118
2018-01-21,131961
2018-01-22,137349
2018-01-23,138504
2018-01-24,139451
2018-01-25,140064
2018-01-26,143342
2018-01-27,146049
2018-01-28,145115
2018-01-29,146346
2018-01-30,144713
2018-01-31,146665
2018-02-01,149293
2018-02-02,151613
2018-02-03,151337
2018-02-04,153319
2018-02-05,156407
2018-02-06,160519
2018-02-07,165049
2018-02-08,165049
2018-02-09,169667
2018-02-10,169667
2018-02-11,167699
2018-02-12,163379
2018-02-13,159366
2018-02-14,155432
2018-02-15,150161
2018-02-16,147338
2018-02-17,145723
2018-02-18,145870
2018-02-19,142475
2018-02-20,141457
2018-02-21,140141
2018-02-22,142192
2018-02-23,142669
2018-02-24,142669
2018-02-25,144624
2018-02-26,143728
2018-02-27,141619
2018-02-28,141619
2018-03-01,142647
2018-03-02,142244
2018-03-03,140458
2018-03-04,140458
2018-03-05,138784
2018-03-06,136326
2018-03-07,132880
2018-03-08,129685
2018-03-09,128645
2018-03-10,128607
2018-03-11,128926
2018-03-12,129145
2018-03-13,128756
2018-03-14,128856
2018-03-15,131425
2018-03-16,131559
2018-03-17,132559
2018-03-18,137892
2018-03-20,143770
2018-03-21,144199
2018-03-22,145360
2018-03-23,143797
2018-03-24,140506
2018-03-25,139240
2018-03-26,138317
2018-03-27,137516
2018-03-28,137516
2018-03-29,136480
2018-03-30,136180
2018-03-31,139539
2018-04-01,139153
2018-04-02,138737
2018-04-03,138467
2018-04-04,140381
2018-04-05,140381
2018-04-06,141000
2018-04-07,141000
2018-04-08,140303
2018-04-09,137398
2018-04-10,135486
2018-04-11,136999
2018-04-12,135455
2018-04-13,135455
2018-04-14,137037
2018-04-15,140555
2018-04-16,140555
2018-04-17,141643
2018-04-18,141643
2018-04-19,142293
2018-04-20,144540
2018-04-21,145183
2018-04-22,145183
2018-04-23,144580
2018-04-24,142821
2018-04-25,143317
2018-04-26,143317
2018-04-27,144310
2018-04-28,147001
2018-04-29,146351
2018-04-30,143731
2018-05-01,142858
2018-05-02,142858
2018-05-03,142857
2018-05-04,144537
2018-05-05,147885
2018-05-06,147885
2018-05-07,147593
2018-05-08,149899
2018-05-09,153613
2018-05-10,154504
2018-05-11,157470
2018-05-12,155440
2018-05-13,155440
2018-05-14,157790
2018-05-15,159496
2018-05-16,160021
2018-05-17,165120
2018-05-18,164941
2018-05-19,162147
2018-05-20,160343
2018-05-21,156450
2018-05-22,156450
2018-05-23,155074
2018-05-24,153505
2018-05-25,152992
2018-05-26,153801
2018-05-27,153801
2018-05-28,155851
2018-05-29,156459
2018-05-30,156507
2018-05-31,158081
2018-06-01,159236
2018-06-02,157901
2018-06-03,157866
2018-06-04,156193
2018-06-05,154378
2018-06-06,152262
2018-06-07,152262
2018-06-08,153982
2018-06-09,153982
2018-06-10,154689
2018-06-11,155092
2018-06-12,157059
2018-06-13,155518
2018-06-14,154657
2018-06-15,154657
2018-06-16,152243
2018-06-17,148519
2018-06-18,144018
2018-06-19,146046
2018-06-20,146046
2018-06-21,142490
2018-06-22,140149
2018-06-23,140149
2018-06-24,137179
2018-06-25,134724
2018-06-26,129439
2018-06-27,128631
2018-06-28,128960
2018-06-29,131136
2018-06-30,132617
2018-07-01,131976
2018-07-02,131976
2018-07-03,131687
2018-07-04,129534
2018-07-05,129534
2018-07-06,130929
2018-07-07,131861
2018-07-08,134171
2018-07-09,135823
2018-07-10,136444
2018-07-11,136782
2018-07-12,138227
2018-07-13,134312
2018-07-14,132852
2018-07-15,132835
2018-07-16,130978
2018-07-17,130947
2018-07-18,131499
2018-07-19,131843
2018-07-20,132312
2018-07-21,134696
2018-07-22,136965
2018-07-23,140801
2018-07-24,142554
2018-07-25,141343
2018-07-26,141076
2018-07-27,139793
2018-07-28,140688
2018-07-29,139668
2018-07-30,137144
2018-07-31,135086
2018-08-01,135086
2018-08-02,134389
2018-08-03,133116
2018-08-04,135278
2018-08-05,136050
2018-08-06,137528
2018-08-07,139074
2018-08-08,139608
2018-08-09,139608
2018-08-10,141256
2018-08-11,142337
2018-08-12,142985
2018-08-14,145072
2018-08-16,145526
2018-08-17,148289
2018-08-18,151002
2018-08-19,156125
2018-08-20,157416
2018-08-21,159392
2018-08-22,161573
2018-08-23,164788
2018-08-24,167142
2018-08-25,166046
2018-08-26,164934
2018-08-27,162741
2018-08-28,162450
2018-08-29,162207
2018-08-30,161074
2018-08-31,163091
2018-09-01,163016
2018-09-02,163716
2018-09-03,163200
2018-09-04,164142
2018-09-05,165488
2018-09-06,165488
2018-09-07,164131
2018-09-08,164117
2018-09-09,167052
2018-09-10,168315
2018-09-11,171229
2018-09-12,175304
2018-09-13,176491
2018-09-14,180444
2018-09-15,185297
2018-09-16,189150
2018-09-17,191205
2018-09-18,194936
2018-09-19,200249
2018-09-20,201549
2018-09-21,205516
2018-09-22,208198
2018-09-23,210460
2018-09-24,214760
2018-09-25,214760
2018-09-26,217816
2018-09-27,222237
2018-09-28,223580
2018-09-29,222624
2018-09-30,220369
2018-10-01,217011
2018-10-02,210741
2018-10-03,209397
2018-10-04,209397
2018-10-05,205633
2018-10-06,205520
2018-10-07,206926
2018-10-08,202040
2018-10-09,199161
2018-10-10,199752
2018-10-11,199097
2018-10-12,200447
2018-10-13,199403
2018-10-14,198129
2018-10-15,196222
2018-10-16,195978
2018-10-17,198612
2018-10-18,196523
2018-10-19,198194
2018-10-20,198194
2018-10-21,201808
2018-10-22,205145
2018-10-23,205145
2018-10-24,207401
2018-10-25,207659
2018-10-26,208611
2018-10-27,210755
2018-10-28,210488
2018-10-29,210488
2018-10-30,212013
2018-10-31,214294
2018-11-01,220273
2018-11-03,239845
2018-11-04,246916
2018-11-05,258434
2018-11-06,271350
2018-11-07,284918
2018-11-08,299164
2018-11-09,313760
2018-11-10,329448
2018-11-11,345772
2018-11-12,362772
2018-11-13,380911
2018-11-15,419641
2018-11-16,438787
2018-11-17,448336
2018-11-18,459116
2018-11-19,465384
2018-11-20,471219
2018-11-21,483218
2018-11-22,483771
2018-11-23,477309
2018-11-24,476841
2018-11-25,463040
2018-11-26,454209
2018-11-27,452571
2018-11-28,446257
2018-11-29,433252
2018-12-01,404975
2018-12-02,386289
2018-12-03,372436
2018-12-04,360914
2018-12-05,349595
2018-12-07,333638
2018-12-09,320951
2018-12-10,312460
2018-12-11,307302
2018-12-12,298365
2018-12-13,288746
2018-12-14,275801
2018-12-15,263816
2018-12-16,257658
2018-12-17,250874
2018-12-18,248708
2018-12-19,251755
2018-12-20,251388
2018-12-21,245698
2018-12-22,239831
2018-12-23,236977
2018-12-24,232742
2018-12-25,226567
2018-12-26,221989
2018-12-27,219542
2018-12-28,219653
2018-12-29,223211
2018-12-30,222982
2018-12-31,224064
2019-01-01,223198
2019-01-02,223548
2019-01-03,228452
2019-01-04,234047
2019-01-05,233283
2019-01-06,229651
2019-01-08,217950
2019-01-10,209604
2019-01-11,205545
2019-01-12,202461
2019-01-13,199589
2019-01-14,201569
2019-01-15,198495
2019-01-16,197305
2019-01-17,194671
2019-01-18,192601
2019-01-19,190433
2019-01-20,189660
2019-01-21,189520
2019-01-22,189207
2019-01-23,192330
2019-01-24,190620
2019-01-25,189155
2019-01-26,188245
2019-01-27,188360
2019-01-28,185422
2019-01-29,183844
2019-01-30,181110
2019-01-31,180251
2019-02-01,178912
2019-02-02,177558
2019-02-03,176773
2019-02-04,178112
2019-02-05,180043
2019-02-06,180288
2019-02-07,177955
2019-02-08,176841
2019-02-09,178588
2019-02-10,177508
2019-02-11,176570
2019-02-12,179050
2019-02-13,180642
2019-02-14,182001
2019-02-15,183036
2019-02-16,181798
2019-02-17,181961
2019-02-18,180701
2019-02-19,179559
2019-02-20,179631
2019-02-21,181724
2019-02-22,182801
2019-02-23,183415
2019-02-24,183489
2019-02-25,186088
2019-02-26,188215
2019-02-27,189193
2019-02-28,190079
2019-03-01,187605
2019-03-02,185935
2019-03-03,185827
2019-03-04,185659
2019-03-05,186144
2019-03-06,187156
2019-03-07,188318
2019-03-08,188318
2019-03-09,190094
2019-03-10,192358
2019-03-11,191438
2019-03-12,191507
2019-03-13,192679
2019-03-14,193878
2019-03-15,192632
2019-03-16,190544
2019-03-17,189682
2019-03-18,189682
2019-03-19,190274
2019-03-20,190328
2019-03-21,189699
2019-03-22,189456
