date_obj,Rune%20dart price
2019-05-21,1116
2019-05-22,1095
2019-05-23,1084
2019-05-24,1061
2019-05-25,1061
2019-05-26,1066
2019-05-27,1074
2019-05-28,1068
2019-05-29,1074
2019-05-30,1081
2019-05-31,1084
2019-06-01,1083
2019-06-02,1079
2019-06-03,1072
2019-06-04,1064
2019-06-05,1048
2019-06-06,1054
2019-06-07,1077
2019-06-08,1103
2019-06-09,1106
2019-06-10,1104
2019-06-11,1099
2019-06-12,1089
2019-06-13,1082
2019-06-14,1076
2019-06-15,1076
2019-06-16,1088
2019-06-17,1100
2019-06-18,1105
2019-06-19,1116
2019-06-20,1117
2019-06-21,1149
2019-06-22,1184
2019-06-23,1185
2019-06-24,1154
2019-06-25,1097
2019-06-26,1085
2019-06-27,1078
2019-06-28,1073
2019-06-29,1073
2019-06-30,1071
2019-07-01,1068
2019-07-02,1066
2019-07-03,1089
2019-07-04,1099
2019-07-05,1105
2019-07-06,1107
2019-07-07,1108
2019-07-08,1106
2019-07-09,1096
2019-07-10,1083
2019-07-11,1085
2019-07-12,1094
2019-07-13,1099
2019-07-14,1094
2019-07-15,1092
2019-07-16,1099
2019-07-17,1126
2019-07-18,1104
2019-07-19,1082
2019-07-20,1055
2019-07-21,1020
2019-07-22,1023
2019-07-23,1047
2019-07-24,1058
2019-07-25,1052
2019-07-26,1042
2019-07-27,1050
2019-07-28,1033
2019-07-29,1028
2019-07-30,1019
2019-07-31,1018
2019-08-01,1014
2019-08-02,1008
2019-08-03,1003
2019-08-04,989
2019-08-05,991
2019-08-06,990
2019-08-07,1008
2019-08-08,1037
2019-08-09,1050
2019-08-10,1060
2019-08-11,1048
2019-08-12,1047
2019-08-13,1038
2019-08-14,1030
2019-08-15,1019
2019-08-16,1008
2019-08-17,1014
2019-08-18,1009
2019-08-19,1007
2019-08-20,1021
2019-08-21,1031
2019-08-22,1030
2019-08-23,1027
2019-08-24,1034
2019-08-24,1034
2019-08-25,1018
2019-08-25,1018
2019-08-26,1005
2019-08-26,1005
2019-08-27,1006
2019-08-27,1006
2019-08-28,1005
2019-08-29,1013
2019-08-30,1019
2019-08-31,1016
2019-09-01,1011
2019-09-02,1011
2019-09-03,1009
2019-09-04,1006
2019-09-05,1005
2019-09-06,1004
2019-09-07,1008
2019-09-08,1018
2019-09-09,1028
2019-09-10,1023
2019-09-11,1019
2019-09-12,1015
2019-09-13,1014
2019-09-14,1028
2019-09-15,1034
2019-09-16,1031
2019-09-17,1041
2019-09-18,1061
2019-09-19,1069
2019-09-20,1072
2019-09-21,1076
2019-09-22,1059
2019-09-23,1045
2019-09-24,1045
2019-09-25,1044
2019-09-26,1034
2019-09-27,1018
2019-09-28,1000
2019-09-29,1006
2019-09-30,1003
2019-10-01,1014
2019-10-02,1018
2019-10-03,1017
2019-10-04,1011
2019-10-05,1011
2019-10-06,1008
2019-10-07,1009
2019-10-08,1005
2019-10-09,999
2019-10-10,994
2019-10-11,995
2019-10-12,1005
2019-10-13,1005
2019-10-14,1009
2019-10-15,999
2019-10-16,999
2019-10-17,1008
2019-10-18,1043
2019-10-19,1038
2019-10-20,1019
2019-10-21,1015
2019-10-22,1015
2019-10-23,1012
2019-10-24,1007
2019-10-25,1005
2019-10-26,996
2019-10-27,990
2019-10-28,986
2019-10-29,996
2019-10-30,1004
2019-10-31,1006
2019-11-01,1005
2019-11-02,1003
2019-11-03,996
2019-11-04,985
2019-11-05,988
2019-11-06,993
2019-11-07,995
2019-11-08,980
2019-11-09,979
2019-11-10,973
2019-11-11,973
2019-11-12,977
2019-11-13,977
2019-11-14,980
2019-11-15,978
2019-11-16,977
2019-11-17,970
2019-11-18,976
2019-11-19,977
2019-11-20,979
2019-11-21,971
2019-11-22,978
2019-11-23,974
2019-11-24,977
2019-11-25,979
2019-11-26,980
2019-11-27,987
2019-11-28,982
2019-11-29,988
2019-11-30,977
2019-12-01,979
2019-12-02,981
2019-12-03,980
2019-12-04,977
2019-12-05,979
2019-12-06,984
2019-12-07,988
2019-12-08,1008
2019-12-09,1009
2019-12-10,1009
2019-12-11,1053
2019-12-12,1088
2019-12-13,1056
2019-12-14,1039
2019-12-15,1017
2019-12-16,1014
2019-12-17,1010
2019-12-18,1002
2019-12-19,999
2019-12-20,992
2019-12-21,983
2019-12-22,972
2019-12-23,962
2019-12-24,934
2019-12-25,916
2019-12-26,939
2019-12-27,947
2019-12-28,942
2019-12-29,954
2019-12-30,949
2019-12-31,937
2020-01-01,943
2020-01-02,943
2020-01-03,951
2020-01-04,964
2020-01-05,985
2020-01-06,1009
2020-01-07,1007
2020-01-08,1008
2020-01-09,990
2020-01-10,989
2020-01-11,1003
2020-01-12,1020
2020-01-13,1015
2020-01-14,1029
2020-01-15,1028
2020-01-16,1014
2020-01-17,1003
2020-01-18,1005
2020-01-19,1002
2020-01-20,1005
2020-01-21,1018
2020-01-22,1050
2020-01-23,1070
2020-01-24,1069
2020-01-25,1055
2020-01-26,1049
2020-01-27,1040
2020-01-28,1030
2020-01-29,1021
2020-01-30,1015
2020-01-31,1011
2020-02-01,1010
2020-02-02,1006
2020-02-03,1006
2020-02-04,1007
2020-02-05,1009
2020-02-06,997
2020-02-07,993
2020-02-08,1008
2020-02-09,1015
2020-02-10,1035
2020-02-11,1026
2020-02-12,1031
2020-02-13,1034
2020-02-14,1035
2020-02-15,1052
2020-02-16,1076
2020-02-17,1065
2020-02-18,1050
2020-02-19,1045
2020-02-20,1040
2020-02-21,1038
2020-02-22,1036
2020-02-23,1033
2020-02-24,1041
2020-02-25,1036
2020-02-26,1034
2020-02-27,1030
2020-02-28,1029
2020-02-29,1044
2020-03-01,1049
2020-03-02,1043
2020-03-03,1057
2020-03-04,1094
2020-03-05,1097
2020-03-06,1062
2020-03-07,1038
2020-03-08,1028
2020-03-09,1017
2020-03-10,1016
2020-03-11,1012
2020-03-12,1012
2020-03-13,1014
2020-03-14,1009
2020-03-15,994
2020-03-16,995
2020-03-17,997
2020-03-18,999
2020-03-19,1008
2020-03-20,1016
2020-03-21,1021
2020-03-22,1027
2020-03-23,1022
2020-03-24,1019
2020-03-25,1005
2020-03-26,1017
2020-03-27,1038
2020-03-28,1037
2020-03-29,1055
2020-03-30,1100
2020-03-31,1089
2020-04-01,1119
2020-04-02,1097
2020-04-03,1064
2020-04-04,1051
2020-04-05,1070
2020-04-06,1118
2020-04-07,1118
2020-04-08,1073
2020-04-09,1032
2020-04-10,1018
2020-04-11,1028
2020-04-12,1060
2020-04-13,1084
2020-04-14,1077
2020-04-15,1045
2020-04-16,1013
2020-04-17,1010
2020-04-18,1022
2020-04-19,1026
2020-04-20,1020
2020-04-21,1004
2020-04-22,1011
2020-04-23,1030
2020-04-24,1027
2020-04-25,1031
2020-04-26,1062
2020-04-27,1061
2020-04-28,1067
2020-04-29,1063
2020-04-30,1050
2020-05-01,1040
2020-05-02,1039
2020-05-03,1085
2020-05-04,1094
2020-05-05,1105
2020-05-06,1056
2020-05-07,1011
2020-05-08,1014
2020-05-09,1023
2020-05-10,1027
2020-05-11,1038
2020-05-12,1045
2020-05-13,1047
