date_obj,Ballista%20limbs price
2016-09-27,52739
2016-09-28,52739
2016-09-29,52739
2016-09-30,50102
2016-10-01,50102
2016-10-02,50102
2016-10-03,50102
2016-10-04,50102
2016-10-05,47741
2016-10-06,47741
2016-10-07,47741
2016-10-08,47741
2016-10-09,47741
2016-10-10,45498
2016-10-11,45498
2016-10-12,45498
2016-10-13,45498
2016-10-14,45498
2016-10-15,43322
2016-10-16,43322
2016-10-17,43322
2016-10-18,43322
2016-10-19,43322
2016-10-20,41816
2016-10-21,41816
2016-10-22,41816
2016-10-23,41816
2016-10-24,41122
2016-10-25,41122
2016-10-26,41122
2016-10-27,41122
2016-10-28,41122
2016-10-29,39427
2016-10-30,39427
2016-10-31,39427
2016-11-01,39427
2016-11-02,37561
2016-11-03,37561
2016-11-04,37561
2016-11-05,37561
2016-11-06,37721
2016-11-07,37721
2016-11-08,37721
2016-11-09,37721
2016-11-10,37550
2016-11-11,37550
2016-11-12,37550
2016-11-13,37550
2016-11-14,36187
2016-11-15,36187
2016-12-07,32167
2016-12-08,32167
2016-12-09,32167
2016-12-10,32167
2016-12-11,32515
2016-12-12,32515
2016-12-13,32515
2016-12-14,32515
2016-12-15,32515
2016-12-16,32449
2016-12-17,32449
2016-12-18,32449
2016-12-19,32449
2016-12-20,32449
2016-12-21,32076
2016-12-22,32076
2016-12-23,32076
2016-12-24,32076
2016-12-25,32076
2016-12-26,31906
2016-12-27,31906
2016-12-28,31906
2016-12-29,31906
2016-12-30,32175
2016-12-31,32175
2017-01-01,32175
2017-01-02,32175
2017-01-03,31630
2017-01-04,31630
2017-01-05,31630
2017-01-06,31630
2017-01-07,31185
2017-01-08,31185
2017-01-09,31185
2017-01-10,31185
2017-01-11,31305
2017-01-12,31305
2017-01-13,31305
2017-01-14,31305
2017-01-15,31532
2017-01-16,31532
2017-01-17,31532
2017-01-18,31787
2017-01-19,31787
2017-01-20,31787
2017-01-21,31787
2017-01-22,31607
2017-01-23,31607
2017-01-27,31278
2017-01-28,31278
2017-01-29,31556
2017-01-30,31556
2017-01-31,31556
2017-02-01,31533
2017-02-02,31533
2017-02-03,31533
2017-02-04,32099
2017-02-05,32099
2017-02-06,32099
2017-02-07,32099
2017-02-08,32367
2017-02-09,32367
2017-02-10,32367
2017-02-11,32195
2017-02-12,32195
2017-02-13,32195
2017-02-14,32603
2017-02-15,32603
2017-02-16,32603
2017-02-18,32779
2017-02-19,32779
2017-02-20,32779
2017-02-21,31731
2017-02-22,31731
2017-02-23,31731
2017-02-24,31731
2017-02-25,30757
2017-02-26,30757
2017-02-27,30757
2017-02-28,31301
2017-03-01,31301
2017-03-02,31301
2017-03-03,31301
2017-03-04,32326
2017-03-05,32326
2017-03-06,32326
2017-03-07,33010
2017-03-08,33010
2017-03-09,33010
2017-03-10,33010
2017-03-11,32650
2017-03-12,32650
2017-03-13,32650
2017-03-14,31829
2017-03-15,31829
2017-03-16,31829
2017-03-17,31552
2017-03-18,31552
2017-03-19,31552
2017-03-20,32163
2017-03-21,32163
2017-03-22,32163
2017-03-23,32163
2017-03-24,31780
2017-03-25,31780
2017-03-26,31780
2017-03-27,31780
2017-03-28,31858
2017-03-29,31858
2017-03-30,31858
2017-03-31,32273
2017-04-01,32273
2017-04-02,32273
2017-04-03,32273
2017-04-04,32978
2017-04-05,32978
2017-04-12,32437
2017-04-13,32437
2017-04-14,32437
2017-04-15,32448
2017-04-16,32448
2017-04-17,32448
2017-04-18,31761
2017-04-19,31761
2017-04-20,31761
2017-04-21,31761
2017-04-22,32086
2017-04-23,32086
2017-04-24,32086
2017-04-25,31197
2017-04-26,31197
2017-04-27,31197
2017-04-28,31197
2017-04-29,30252
2017-04-30,30252
2017-05-01,30252
2017-05-02,30252
2017-05-03,30178
2017-05-04,30178
2017-05-05,30178
2017-05-06,30178
2017-05-07,30417
2017-05-08,30417
2017-05-09,30417
2017-05-10,30417
2017-05-11,30329
2017-05-12,30329
2017-05-13,30329
2017-05-14,30329
2017-05-15,30283
2017-05-16,30283
2017-05-17,30283
2017-05-18,30283
2017-05-19,31049
2017-05-20,31049
2017-05-21,31049
2017-05-22,31049
2017-05-23,30788
2017-05-24,30788
2017-05-25,30788
2017-05-26,29705
2017-05-27,29705
2017-05-28,29705
2017-05-29,29288
2017-05-30,29288
2017-05-31,29288
2017-06-01,29288
2017-06-02,28982
2017-06-03,28982
2017-06-04,28982
2017-06-05,28982
2017-06-06,28957
2017-06-07,28957
2017-06-08,28957
2017-06-09,28957
2017-06-10,29061
2017-06-11,29061
2017-06-12,29061
2017-06-13,29061
2017-06-14,29214
2017-06-15,29214
2017-06-16,29214
2017-06-17,29214
2017-06-18,29214
2017-06-19,29091
2017-06-20,29091
2017-06-21,29091
2017-06-22,29091
2017-06-23,29091
2017-06-24,29098
2017-06-25,29098
2017-06-26,29098
2017-06-27,29098
2017-06-28,29098
2017-06-29,29454
2017-06-30,29454
2017-07-01,29454
2017-07-02,29454
2017-07-03,29454
2017-07-04,29446
2017-07-05,29446
2017-07-06,29446
2017-07-07,29446
2017-07-08,29446
2017-07-09,29446
2017-07-13,29142
2017-07-14,29142
2017-07-15,29024
2017-07-16,29024
2017-07-17,29024
2017-07-18,29024
2017-07-19,29024
2017-07-20,29420
2017-07-21,29420
2017-07-22,29420
2017-07-23,29420
2017-07-24,29420
2017-07-25,29406
2017-07-26,29406
2017-07-27,29406
2017-07-28,29406
2017-07-29,29406
2017-07-30,29142
2017-07-31,29142
2017-08-01,29142
2017-08-02,29142
2017-08-03,29142
2017-08-04,29142
2017-08-05,29815
2017-08-06,29815
2017-08-07,29815
2017-08-08,29815
2017-08-09,29815
2017-08-10,29335
2017-08-11,29335
2017-08-12,29335
2017-08-13,29335
2017-08-14,29335
2017-08-15,29414
2017-08-16,29414
2017-08-17,29414
2017-08-18,29414
2017-08-19,29414
2017-08-20,29403
2017-08-21,29403
2017-08-22,29403
2017-08-23,29403
2017-08-24,29403
2017-08-25,29403
2017-08-26,29309
2017-08-27,29309
2017-08-28,29309
2017-08-29,29309
2017-08-30,29309
2017-08-31,29436
2017-09-01,29436
2017-09-02,29436
2017-09-03,29436
2017-09-04,29436
2017-09-05,29236
2017-09-06,29236
2017-09-07,29236
2017-09-08,29236
2017-09-09,29260
2017-09-10,29260
2017-09-11,29260
2017-09-12,29260
2017-09-13,29260
2017-09-14,29366
2017-09-15,29366
2017-09-16,29366
2017-09-17,29366
2017-09-18,29366
2017-09-19,29465
2017-09-20,29465
2017-09-22,29465
2017-09-23,29465
2017-09-24,29374
2017-09-25,29374
2017-09-26,29374
2017-09-27,29374
2017-09-28,29374
2017-09-29,29459
2017-09-30,29459
2017-10-01,29459
2017-10-02,29459
2017-10-03,29459
2017-10-04,29459
2017-10-05,29249
2017-10-06,29249
2017-10-07,29249
2017-10-08,29249
2017-10-09,29249
2017-10-10,29390
2017-10-11,29390
2017-10-12,29390
2017-10-13,29390
2017-10-14,29390
2017-10-15,29390
2017-10-16,29790
2017-10-17,29790
2017-10-18,29790
2017-10-19,29790
2017-10-20,29790
2017-10-21,29790
2017-10-22,29406
2017-10-23,29406
2017-10-24,29406
2017-10-25,29406
2017-10-26,29406
2017-10-27,29354
2017-10-28,29354
2017-10-29,29354
2017-10-30,29354
2017-10-31,29354
2017-11-01,29667
2017-11-02,29667
2017-11-03,29667
2017-11-04,29667
2017-11-05,29672
2017-11-06,29672
2017-11-07,29672
2017-11-08,29672
2017-11-09,29672
2017-11-10,29309
2017-11-11,29309
2017-11-12,29309
2017-11-13,29309
2017-11-14,29309
2017-11-15,28796
2017-11-16,28796
2017-11-17,28796
2017-11-18,28796
2017-11-19,28891
2017-11-20,28891
2017-11-21,28891
2017-11-22,28891
2017-11-23,28891
2017-11-24,29040
2017-11-25,29040
2017-11-26,29040
2017-11-27,29040
2017-11-28,28961
2017-11-29,28961
2017-11-30,28961
2017-12-01,28961
2017-12-02,28961
2017-12-03,29382
2017-12-04,29382
2017-12-05,29382
2017-12-06,29382
2017-12-07,29793
2017-12-08,29793
2017-12-09,29793
2017-12-10,29793
2017-12-11,29793
2017-12-12,29805
2017-12-13,29805
2017-12-14,29805
2017-12-15,29805
2017-12-16,29420
2017-12-17,29420
2017-12-18,29420
2017-12-19,29420
2017-12-20,29361
2017-12-21,29361
2017-12-22,29361
2017-12-23,29361
2017-12-24,29138
2017-12-25,29138
2017-12-26,29138
2017-12-27,29138
2017-12-28,29434
2017-12-29,29434
2017-12-30,29434
2017-12-31,29434
2018-01-01,29684
2018-01-02,29684
2018-01-03,29684
2018-01-04,29684
2018-01-05,29316
2018-01-06,29316
2018-01-07,29316
2018-01-08,29291
2018-01-09,29291
2018-01-10,29291
2018-01-11,29291
2018-01-12,29325
2018-01-13,29325
2018-01-14,29325
2018-01-15,29218
2018-01-16,29218
2018-01-17,29218
2018-01-18,29442
2018-01-19,29442
2018-01-20,29442
2018-01-21,29442
2018-01-22,29442
2018-01-23,29432
2018-01-24,29432
2018-01-25,29475
2018-01-26,29475
2018-01-27,29475
2018-01-28,29671
2018-01-29,29671
2018-01-30,29362
2018-01-31,29362
2018-02-01,29362
2018-02-02,29304
2018-02-03,29304
2018-02-04,29566
2018-02-05,29566
2018-02-06,29566
2018-02-07,29535
2018-02-08,29535
2018-02-09,29535
2018-02-10,29797
2018-02-11,29797
2018-02-12,29581
2018-02-13,29581
2018-02-14,29581
2018-02-15,29527
2018-02-16,29527
2018-02-17,29527
2018-02-18,29802
2018-02-19,29802
2018-02-20,28988
2018-02-21,28988
2018-02-22,28988
2018-02-23,29236
2018-02-24,29236
2018-02-25,29236
2018-02-26,29755
2018-02-27,29755
2018-02-28,29755
2018-03-01,29910
2018-03-02,29910
2018-03-03,29712
2018-03-04,29712
2018-03-05,29712
2018-03-06,30060
2018-03-07,30060
2018-03-08,30060
2018-03-09,29986
2018-03-10,29986
2018-03-11,29986
2018-03-12,29858
2018-03-13,29858
2018-03-14,29858
2018-03-15,29687
2018-03-16,29687
2018-03-17,29725
2018-03-18,29725
2018-03-20,29669
2018-03-22,29669
2018-03-23,29390
2018-03-24,29390
2018-03-25,29369
2018-03-26,29369
2018-03-27,29528
2018-03-28,29528
2018-03-29,29528
2018-03-30,29752
2018-03-31,29752
2018-04-01,29752
2018-04-02,29471
2018-04-03,29471
2018-04-04,29528
2018-04-05,29528
2018-04-06,29528
2018-04-07,29528
2018-04-08,29607
2018-04-09,29607
2018-04-10,29607
2018-04-11,29588
2018-04-12,29588
2018-04-13,29588
2018-04-14,29364
2018-04-15,29364
2018-04-16,29364
2018-04-17,29314
2018-04-18,29314
2018-04-19,29314
2018-04-20,29601
2018-04-21,29601
2018-04-22,29601
2018-04-23,29168
2018-04-24,29168
2018-04-25,29168
2018-04-26,29226
2018-04-27,29226
2018-04-28,29226
2018-04-29,29664
2018-04-30,29664
2018-05-01,29664
2018-05-02,29610
2018-05-03,29610
2018-05-04,29610
2018-05-05,29303
2018-05-06,29303
2018-05-07,29303
2018-05-08,29726
2018-05-09,29726
2018-05-10,29726
2018-05-11,30379
2018-05-12,30379
2018-05-13,30379
2018-05-14,29836
2018-05-15,29836
2018-05-16,29836
2018-05-17,29356
2018-05-18,29356
2018-05-19,29738
2018-05-20,29738
2018-05-21,29661
2018-05-22,29661
2018-05-23,29299
2018-05-24,29299
2018-05-25,29299
2018-05-26,29186
2018-05-27,29186
2018-05-28,29241
2018-05-29,29241
2018-05-30,29762
2018-05-31,29762
2018-06-01,29762
2018-06-02,29054
2018-06-04,29054
2018-06-05,29256
2018-06-06,29256
2018-06-07,29256
2018-06-08,29209
2018-06-09,29209
2018-06-10,29209
2018-06-11,29125
2018-06-12,29125
2018-06-13,29421
2018-06-14,29421
2018-06-15,29421
2018-06-16,29617
2018-06-17,29617
2018-06-18,28959
2018-06-19,28959
2018-06-20,28959
2018-06-21,28901
2018-06-22,28901
2018-06-23,28901
2018-06-24,28617
2018-06-25,28617
2018-06-26,29001
2018-06-27,29001
2018-06-28,29271
2018-06-29,29271
2018-06-30,29271
2018-07-01,28953
2018-07-02,28953
2018-07-03,28953
2018-07-04,28911
2018-07-05,28911
2018-07-06,29348
2018-07-07,29348
2018-07-08,29348
2018-07-09,29524
2018-07-10,29524
2018-07-11,29732
2018-07-12,29732
2018-07-13,29042
2018-07-14,29042
2018-07-15,29089
2018-07-16,29089
2018-07-17,29796
2018-07-18,29796
2018-07-19,29796
2018-07-20,29964
2018-07-21,29964
2018-07-22,30304
2018-07-23,29718
2018-07-24,29718
2018-07-25,29718
2018-07-26,29831
2018-07-27,29831
2018-07-28,29934
2018-07-29,29934
2018-07-30,29846
2018-07-31,29944
2018-08-01,29944
2018-08-02,29818
2018-08-03,29818
2018-08-04,30077
2018-08-05,30077
2018-08-06,29922
2018-08-07,29922
2018-08-08,29566
2018-08-09,29566
2018-08-10,29566
2018-08-11,30048
2018-08-12,30048
2018-08-14,30099
2018-08-16,30535
2018-08-17,29734
2018-08-18,29734
2018-08-19,29734
2018-08-20,29547
2018-08-21,29547
2018-08-22,29680
2018-08-23,29680
2018-08-24,29494
2018-08-25,29494
2018-08-26,30046
2018-08-27,30046
2018-08-28,30325
2018-08-29,30325
2018-08-30,30325
2018-08-31,30466
2018-09-01,30466
2018-09-02,29990
2018-09-03,29990
2018-09-04,30030
2018-09-05,30030
2018-09-06,30030
2018-09-07,29894
2018-09-08,29894
2018-09-09,29894
2018-09-10,29898
2018-09-11,29898
2018-09-12,29898
2018-09-13,30330
2018-09-14,30330
2018-09-15,30072
2018-09-16,30072
2018-09-17,30072
2018-09-18,29571
2018-09-19,29571
2018-09-20,29571
2018-09-21,29611
2018-09-22,29611
2018-09-23,29880
2018-09-24,29880
2018-09-25,29880
2018-09-26,29740
2018-09-27,29740
2018-09-28,29532
2018-09-29,29532
2018-09-30,29562
2018-10-01,29562
2018-10-02,29981
2018-10-03,29981
2018-10-04,29931
2018-10-05,29931
2018-10-06,30040
2018-10-07,30040
2018-10-08,30040
2018-10-09,29512
2018-10-10,29512
2018-10-11,29948
2018-10-12,29948
2018-10-13,29700
2018-10-14,29700
2018-10-15,29825
2018-10-16,29825
2018-10-17,29757
2018-10-18,29757
2018-10-19,29729
2018-10-20,29729
2018-10-21,29729
2018-10-22,29737
2018-10-23,29737
2018-10-24,29737
2018-10-25,30345
2018-10-26,30345
2018-10-27,30346
2018-10-28,30346
2018-10-29,30190
2018-10-30,30190
2018-10-31,29558
2018-11-01,29558
2018-11-03,29207
2018-11-04,29062
2018-11-05,29062
2018-11-06,29431
2018-11-07,29431
2018-11-08,29640
2018-11-09,29640
2018-11-10,29801
2018-11-11,29801
2018-11-12,30132
2018-11-13,30132
2018-11-14,29880
2018-11-15,29880
2018-11-16,30205
2018-11-17,30205
2018-11-18,29961
2018-11-19,29961
2018-11-20,30500
2018-11-21,30500
2018-11-22,30535
2018-11-23,30535
2018-11-24,30039
2018-11-25,29643
2018-11-26,29643
2018-11-27,29607
2018-11-28,29607
2018-11-29,30108
2018-12-01,29551
2018-12-02,29673
2018-12-03,29673
2018-12-04,29504
2018-12-05,29835
2018-12-07,29220
2018-12-09,29326
2018-12-10,29145
2018-12-11,29145
2018-12-12,29686
2018-12-13,29597
2018-12-14,29597
2018-12-15,29755
2018-12-16,29704
2018-12-17,29704
2018-12-18,29448
2018-12-19,29448
2018-12-20,29076
2018-12-21,29076
2018-12-22,29423
2018-12-23,29523
2018-12-24,29433
2018-12-25,29433
2018-12-26,29085
2018-12-27,29187
2018-12-28,29187
2018-12-29,29202
2018-12-30,29202
2018-12-31,28800
2019-01-01,28800
2019-01-02,29150
2019-01-03,29039
2019-01-04,29039
2019-01-05,29375
2019-01-06,29500
2019-01-08,29650
2019-01-10,29756
2019-01-11,29756
2019-01-12,29429
2019-01-13,29429
2019-01-14,29835
2019-01-15,29835
2019-01-16,29728
2019-01-17,29728
2019-01-18,29773
2019-01-19,29773
2019-01-20,29690
2019-01-21,29690
2019-01-22,29499
2019-01-23,29499
2019-01-24,29129
2019-01-25,29129
2019-01-26,29142
2019-01-27,29142
2019-01-28,28365
2019-01-29,28971
2019-01-30,28971
2019-01-31,28533
2019-02-01,29050
2019-02-02,29050
2019-02-03,29132
2019-02-04,29132
2019-02-05,29466
2019-02-06,29466
2019-02-07,29944
2019-02-08,29944
2019-02-09,29999
2019-02-10,29999
2019-02-11,29545
2019-02-12,29545
2019-02-13,29440
2019-02-14,29440
2019-02-15,29712
2019-02-16,29712
2019-02-17,29706
2019-02-18,29706
2019-02-19,30081
2019-02-20,30081
2019-02-21,29437
2019-02-22,29437
2019-02-23,29659
2019-02-24,29659
2019-02-25,29692
2019-02-26,29692
2019-02-27,29793
2019-02-28,29793
2019-03-01,29598
2019-03-02,29598
2019-03-03,28922
2019-03-04,28922
2019-03-05,29498
2019-03-06,29498
2019-03-07,29587
2019-03-08,29587
2019-03-09,29587
2019-03-10,29594
2019-03-11,29594
2019-03-12,29592
2019-03-13,29592
2019-03-14,29392
2019-03-15,29392
2019-03-16,29360
2019-03-17,29319
2019-03-18,29319
2019-03-19,29319
2019-03-20,29271
2019-03-21,29271
2019-03-22,28945
2019-03-23,29152
2019-03-24,29152
2019-03-25,29275
2019-03-26,29275
2019-03-27,29560
2019-03-28,29560
2019-03-29,29390
2019-03-30,29390
2019-03-31,29390
2019-04-01,28980
2019-04-02,28980
2019-04-03,29004
2019-04-04,29004
2019-04-05,29549
2019-04-06,29549
2019-04-07,29855
2019-04-08,29855
2019-04-09,29820
2019-04-10,29820
2019-04-11,29815
2019-04-12,29815
2019-04-13,29255
2019-04-14,29255
2019-04-15,28896
2019-04-16,28896
2019-04-17,29114
2019-04-18,29114
2019-04-19,29131
2019-04-20,29131
2019-04-21,29297
2019-04-22,29297
2019-04-23,29131
2019-04-24,29131
2019-04-25,29244
2019-04-26,29244
2019-04-27,28994
2019-04-28,28994
2019-04-29,29219
2019-04-30,29219
2019-05-01,29360
2019-05-02,29360
2019-05-03,29327
2019-05-04,29327
2019-05-05,29111
2019-05-06,29111
2019-05-07,29288
2019-05-08,29288
2019-05-09,29278
2019-05-10,29278
2019-05-11,29523
2019-05-12,29523
2019-05-13,29360
2019-05-14,29360
2019-05-15,29137
2019-05-16,29137
2019-05-17,29301
2019-05-18,29543
2019-05-19,29543
2019-05-20,29438
2019-05-21,29438
2019-05-22,29172
2019-05-23,29172
2019-05-24,29040
2019-05-25,29040
2019-05-26,29277
2019-05-27,29277
2019-05-28,29432
2019-05-29,29432
2019-05-30,29329
2019-05-31,29329
2019-06-01,28913
2019-06-02,28913
2019-06-03,29052
2019-06-04,29052
2019-06-05,29488
2019-06-06,29488
2019-06-07,29779
2019-06-08,29779
2019-06-09,29643
2019-06-10,29643
2019-06-11,29520
2019-06-12,29520
2019-06-13,29618
2019-06-14,29618
2019-06-15,29465
2019-06-16,29465
2019-06-17,29753
2019-06-18,29753
2019-06-19,29518
2019-06-20,29518
2019-06-21,29616
2019-06-22,29616
2019-06-23,29707
2019-06-24,29707
2019-06-25,29535
2019-06-26,29535
2019-06-27,29397
2019-06-28,29397
2019-06-29,29510
2019-06-30,29510
2019-07-01,29713
2019-07-02,29713
2019-07-03,29717
2019-07-04,29717
2019-07-05,29818
2019-07-06,29818
2019-07-07,29455
2019-07-08,29455
2019-07-09,29362
2019-07-10,29362
2019-07-11,29666
2019-07-12,29666
2019-07-13,29237
2019-07-14,29160
2019-07-15,29160
2019-07-16,29160
2019-07-17,29264
2019-07-18,29264
2019-07-19,29420
2019-07-20,29420
2019-07-21,29532
2019-07-22,29532
2019-07-23,29536
2019-07-24,29536
2019-07-25,29536
2019-07-26,29299
2019-07-27,29299
2019-07-28,29325
2019-07-29,29325
2019-07-30,29498
2019-07-31,29498
2019-08-01,29762
2019-08-02,29762
2019-08-03,29510
2019-08-04,29510
2019-08-05,29703
2019-08-06,29703
2019-08-07,29325
2019-08-08,29325
2019-08-09,29325
2019-08-10,29267
2019-08-11,29267
2019-08-12,29451
2019-08-13,29451
2019-08-14,29317
2019-08-15,29317
2019-08-16,29593
2019-08-17,29593
2019-08-18,29235
2019-08-19,29235
2019-08-20,29473
2019-08-21,29473
2019-08-22,29296
2019-08-23,29296
2019-08-24,29269
2019-08-24,29269
2019-08-25,29269
2019-08-25,29269
2019-08-26,29545
2019-08-27,29545
2019-08-27,29545
2019-08-28,29495
2019-08-29,29495
2019-08-30,29467
2019-08-31,29467
2019-09-01,28729
2019-09-02,28729
2019-09-03,28917
2019-09-04,28917
2019-09-05,29283
2019-09-06,29283
2019-09-07,29568
2019-09-08,29568
2019-09-09,29436
2019-09-10,29436
2019-09-11,29660
2019-09-12,29660
2019-09-13,29660
2019-09-14,29629
2019-09-15,29629
2019-09-16,29619
2019-09-17,29619
2019-09-18,29566
2019-09-19,29566
2019-09-20,29566
2019-09-21,29633
2019-09-22,29633
2019-09-23,29733
2019-09-24,29733
2019-09-25,29733
2019-09-26,29598
2019-09-27,29598
2019-09-28,29611
2019-09-29,29611
2019-09-30,29611
2019-10-01,29516
2019-10-02,29516
2019-10-03,29516
2019-10-04,29587
2019-10-05,29587
2019-10-06,29586
2019-10-07,29586
2019-10-08,29586
2019-10-09,29624
2019-10-10,29624
2019-10-11,29624
2019-10-12,29508
2019-10-13,29508
2019-10-14,29736
2019-10-15,29736
2019-10-16,29736
2019-10-17,29628
2019-10-18,29628
2019-10-19,29608
2019-10-20,29608
2019-10-21,29608
2019-10-22,29477
2019-10-23,29477
2019-10-24,29477
2019-10-25,29625
2019-10-26,29625
2019-10-27,29625
2019-10-28,29790
2019-10-29,29790
2019-10-30,29790
2019-10-31,29409
2019-11-01,29409
2019-11-02,29409
2019-11-03,29461
2019-11-04,29461
2019-11-05,29461
2019-11-06,29753
2019-11-07,29753
2019-11-08,29753
2019-11-09,29694
2019-11-10,29694
2019-11-11,29565
2019-11-12,29565
2019-11-13,29565
2019-11-14,29714
2019-11-15,29714
2019-11-16,29273
2019-11-17,29273
2019-11-18,29273
2019-11-19,29316
2019-11-20,29316
2019-11-21,29316
2019-11-22,29566
2019-11-23,29566
2019-11-24,29566
2019-11-25,29501
2019-11-26,29501
2019-11-27,29501
2019-11-28,29330
2019-11-29,29330
2019-11-30,29330
2019-12-01,29648
2019-12-02,29648
2019-12-03,29511
2019-12-04,29511
2019-12-05,29511
2019-12-06,29334
2019-12-07,29334
2019-12-08,29334
2019-12-09,29050
2019-12-10,29050
2019-12-11,29050
2019-12-12,29331
2019-12-13,29331
2019-12-14,29074
2019-12-15,29074
2019-12-16,29092
2019-12-17,29092
2019-12-18,29092
2019-12-19,29119
2019-12-20,29119
2019-12-21,28701
2019-12-22,28701
2019-12-23,28621
2019-12-24,28621
2019-12-25,29171
2019-12-26,29171
2019-12-27,29274
2019-12-28,29274
2019-12-29,29384
2019-12-30,29384
2019-12-31,29534
2020-01-01,29534
2020-01-02,29134
2020-01-03,29134
2020-01-04,29134
2020-01-05,29283
2020-01-06,29283
2020-01-07,29405
2020-01-08,29405
2020-01-09,29405
2020-01-10,29575
2020-01-11,29575
2020-01-12,29404
2020-01-13,29404
2020-01-14,29404
2020-01-15,29247
2020-01-16,29247
2020-01-17,29362
2020-01-18,29362
2020-01-19,29335
2020-01-20,29335
2020-01-21,29335
2020-01-22,29453
2020-01-23,29453
2020-01-24,29762
2020-01-25,29762
2020-01-26,29650
2020-01-27,29650
2020-01-28,29296
2020-01-29,29296
2020-01-30,29407
2020-01-31,29407
2020-02-01,29127
2020-02-02,29127
2020-02-03,29112
2020-02-04,29112
2020-02-05,28897
2020-02-06,28897
2020-02-07,29115
2020-02-08,29115
2020-02-09,29300
2020-02-10,29416
2020-02-11,29416
2020-02-12,29141
2020-02-13,29141
2020-02-14,29475
2020-02-15,29475
2020-02-16,29617
2020-02-17,29617
2020-02-18,29373
2020-02-19,29373
2020-02-20,29353
2020-02-21,29353
2020-02-22,29001
2020-02-23,29001
2020-02-24,29232
2020-02-25,29232
2020-02-26,29311
2020-02-27,29311
2020-02-28,29542
2020-02-29,29542
2020-03-01,29389
2020-03-02,29389
2020-03-03,29032
2020-03-04,29032
2020-03-05,29184
2020-03-06,29184
2020-03-07,29444
2020-03-08,29444
2020-03-09,29468
2020-03-10,29481
2020-03-11,29481
2020-03-12,29453
2020-03-13,29453
2020-03-14,29248
2020-03-15,29248
2020-03-16,29274
2020-03-17,29274
2020-03-18,29164
2020-03-19,29164
2020-03-20,29312
2020-03-21,29312
2020-03-22,29349
2020-03-23,29349
2020-03-24,29401
2020-03-25,29401
2020-03-26,29656
2020-03-27,29467
2020-03-28,29467
2020-03-29,29105
2020-03-30,29081
2020-03-31,29503
2020-04-01,29566
2020-04-02,29445
2020-04-03,29445
2020-04-04,29344
2020-04-05,29492
2020-04-06,29658
2020-04-07,29595
2020-04-08,29427
2020-04-09,29427
2020-04-10,29453
2020-04-11,29453
2020-04-12,29497
2020-04-13,29497
2020-04-14,29562
2020-04-15,29692
2020-04-16,29692
2020-04-17,29603
2020-04-18,29468
2020-04-19,29378
2020-04-20,29406
