date_obj,Rune%20helm%20(h2) price
2015-03-26,37563
2015-03-27,37563
2015-03-28,36082
2015-03-29,34429
2015-03-30,33419
2015-03-31,32482
2015-04-01,32482
2015-04-02,30909
2015-04-03,29363
2015-04-04,27894
2015-04-05,26618
2015-04-06,25703
2015-04-07,24922
2015-04-08,24234
2015-04-09,23641
2015-04-10,22979
2015-04-11,22223
2015-04-12,21972
2015-04-13,21666
2015-04-14,21305
2015-04-15,20926
2015-04-16,21262
2015-04-17,21129
2015-04-18,21094
2015-04-19,20844
2015-04-20,21033
2015-04-21,21189
2015-04-22,21182
2015-04-23,21291
2015-04-24,21469
2015-04-25,21514
2015-04-26,21637
2015-04-27,21740
2015-04-28,21460
2015-04-29,21460
2015-04-30,21346
2015-05-01,22179
2015-05-02,23288
2015-05-03,24453
2015-05-04,25676
2015-05-05,26960
2015-05-06,28308
2015-05-07,29724
2015-05-08,31211
2015-05-09,32738
2015-05-10,32584
2015-05-11,33484
2015-05-12,33478
2015-05-13,32678
2015-05-14,32055
2015-05-15,31751
2015-05-16,30925
2015-05-17,29915
2015-05-18,29167
2015-05-19,28194
2015-05-20,28194
2015-05-21,27424
2015-05-22,26515
2015-05-23,26104
2015-05-24,26024
2015-05-25,26129
2015-05-26,26698
2015-05-27,27270
2015-05-28,27792
2015-05-29,28594
2015-05-30,29395
2015-05-31,30371
2015-06-01,29849
2015-06-02,29849
2015-06-03,29323
2015-06-04,29323
2015-06-05,28034
2015-06-06,27022
2015-06-07,26004
2015-06-08,26004
2015-06-09,25093
2015-06-10,24094
2015-06-11,24094
2015-06-12,22889
2015-06-13,22332
2015-06-14,22633
2015-06-15,22633
2015-06-16,21759
2015-06-17,21759
2015-06-18,21307
2015-06-19,21201
2015-06-20,20714
2015-06-21,20714
2015-06-22,20540
2015-06-23,20833
2015-06-24,21124
2015-06-25,21124
2015-06-26,20495
2015-06-27,20495
2015-06-28,20184
2015-06-29,20184
2015-06-30,20385
2015-07-01,20828
2015-07-02,20828
2015-07-03,20149
2015-07-04,20864
2015-07-05,21286
2015-07-06,21286
2015-07-07,21543
2015-07-08,21828
2015-07-09,21828
2015-07-10,22225
2015-07-11,22225
2015-07-12,23089
2015-07-13,23089
2015-07-14,23218
2015-07-15,23256
2015-07-16,23128
2015-07-17,22961
2015-07-18,23306
2015-07-19,23317
2015-07-20,22908
2015-07-21,22897
2015-07-22,21976
2015-07-23,21976
2015-07-24,21081
2015-07-25,21081
2015-07-26,21306
2015-07-27,21625
2015-07-28,21720
2015-07-29,20915
2015-07-30,20915
2015-07-31,21105
2015-08-01,21105
2015-08-02,20610
2015-08-03,20610
2015-08-04,21379
2015-08-05,21396
2015-08-06,20924
2015-08-07,20924
2015-08-08,20575
2015-08-09,20632
2015-08-10,21100
2015-08-11,21443
2015-08-12,21443
2015-08-13,20898
2015-08-14,21431
2015-08-15,21431
2015-08-16,21033
2015-08-17,21033
2015-08-18,20571
2015-08-19,20571
2015-08-20,20427
2015-08-21,20924
2015-08-22,20285
2015-08-23,20285
2015-08-24,20264
2015-08-25,20264
2015-08-26,20264
2015-08-27,20408
2015-08-28,20408
2015-08-29,20430
2015-08-30,20430
2015-08-31,20757
2015-09-01,21268
2015-09-02,21268
2015-09-03,20657
2015-09-04,20583
2015-09-05,20583
2015-09-06,20650
2015-09-07,20456
2015-09-08,20236
2015-09-09,20631
2015-09-10,20842
2015-09-11,21058
2015-09-12,21058
2015-09-13,20638
2015-09-14,20638
2015-09-15,20602
2015-09-16,20602
2015-09-17,21097
2015-09-18,21097
2015-09-19,20620
2015-09-20,20620
2015-09-21,20769
2015-09-22,21132
2015-09-23,21201
2015-09-24,21201
2015-09-25,21201
2015-09-27,21366
2015-09-28,21303
2015-09-29,21303
2015-09-30,21134
2015-10-05,20931
2015-10-06,20803
2015-10-07,20803
2015-10-08,20833
2015-10-09,20852
2015-10-10,20852
2015-10-11,21209
2015-10-12,21209
2015-10-13,20363
2015-10-14,20363
2015-10-15,20910
2015-10-16,20910
2015-10-17,20716
2015-10-18,20385
2015-10-19,20240
2015-10-20,20240
2015-10-22,20159
2015-10-23,21167
2015-10-24,21167
2015-10-25,21013
2015-10-26,21585
2015-10-27,21585
2015-10-29,22565
2015-10-30,22285
2015-10-31,22285
2015-11-01,21848
2015-11-02,21848
2015-11-03,21530
2015-11-04,21530
2015-11-05,21007
2015-11-06,21007
2015-11-07,21698
2015-11-08,21698
2015-11-09,21698
2015-11-10,21139
2015-11-11,21139
2015-11-12,20625
2015-11-13,20625
2015-11-14,20878
2015-11-15,20717
2015-11-16,20717
2015-11-17,20801
2015-11-18,20801
2015-11-19,20926
2015-11-20,21026
2015-11-21,21026
2015-11-22,21127
2015-11-23,21127
2015-11-24,21607
2015-11-25,21732
2015-11-26,21732
2015-11-27,22308
2015-11-28,22308
2015-11-29,21652
2015-11-30,21711
2015-12-01,21711
2015-12-02,22124
2015-12-03,22284
2015-12-04,22284
2015-12-05,22463
2015-12-06,22463
2015-12-07,22463
2015-12-08,22793
2015-12-09,22113
2015-12-10,22113
2015-12-11,21579
2015-12-12,21579
2015-12-13,20723
2015-12-14,20723
2015-12-15,20746
2015-12-16,20774
2015-12-17,20774
2015-12-18,20715
2015-12-19,20715
2015-12-20,20718
2015-12-21,20718
2015-12-22,20632
2015-12-23,20632
2015-12-24,20900
2015-12-25,20900
2015-12-26,21096
2015-12-27,21148
2015-12-28,21148
2015-12-29,20844
2015-12-30,20962
2015-12-31,21684
2016-01-01,22393
2016-01-02,22393
2016-01-03,22246
2016-01-04,21925
2016-01-05,21655
2016-01-06,22414
2016-01-07,22414
2016-01-08,22414
2016-01-09,22414
2016-01-10,23406
2016-01-11,23406
2016-01-12,22938
2016-01-13,22938
2016-01-14,22274
2016-01-15,22274
2016-01-16,21774
2016-01-17,21774
2016-01-18,21147
2016-01-19,21147
2016-01-20,20656
2016-01-21,20656
2016-01-22,21271
2016-01-23,21370
2016-01-24,21370
2016-01-25,20816
2016-01-26,21239
2016-01-27,21442
2016-01-28,21442
2016-01-29,21049
2016-01-30,21049
2016-01-31,21644
2016-02-01,21644
2016-02-02,22565
2016-02-03,22473
2016-02-04,22473
2016-02-05,21828
2016-02-06,22455
2016-02-07,22455
2016-02-08,23100
2016-02-09,23489
2016-02-10,22768
2016-02-11,22768
2016-02-12,22481
2016-02-13,22525
2016-02-14,22525
2016-02-15,21766
2016-02-16,22238
2016-02-17,21486
2016-02-18,21486
2016-02-19,21321
2016-02-20,21599
2016-02-21,21432
