date_obj,Pink%20elegant%20skirt price
2016-01-24,4487
2016-01-25,4494
2016-01-26,4494
2016-01-27,4494
2016-01-28,4494
2016-01-29,4498
2016-01-30,4498
2016-01-31,4498
2016-02-01,4671
2016-02-02,4671
2016-02-03,4671
2016-02-04,4671
2016-02-05,4874
2016-02-06,4874
2016-02-07,4874
2016-02-08,4945
2016-02-09,4945
2016-02-10,4945
2016-02-11,4879
2016-02-12,4879
2016-02-13,4879
2016-02-14,4768
2016-02-15,4768
2016-02-16,4768
2016-02-17,4768
2016-02-18,4693
2016-02-19,4693
2016-02-20,4693
2016-02-21,4536
2016-02-22,4536
2016-02-23,4536
2016-02-24,4536
2016-02-25,4434
2016-02-26,4434
2016-02-27,4434
2016-02-28,4434
2016-02-29,4270
2016-03-01,4270
2016-03-02,4270
2016-03-03,4270
2016-03-04,4063
2016-03-05,4063
2016-03-06,4063
2016-03-07,3930
2016-03-08,3930
2016-03-09,3930
2016-03-10,3886
2016-03-11,3886
2016-03-12,3886
2016-03-13,3839
2016-03-14,3839
2016-03-15,3839
2016-03-16,3681
2016-03-17,3681
2016-03-18,3681
2016-03-19,3632
2016-03-20,3632
2016-03-21,3632
2016-03-22,3465
2016-03-23,3465
2016-03-24,3465
2016-03-25,3329
2016-03-26,3329
2016-03-27,3329
2016-03-28,3176
2016-03-29,3176
2016-03-30,3176
2016-03-31,3176
2016-04-01,3017
2016-04-02,3017
2016-04-03,3017
2016-04-04,2923
2016-04-05,2923
2016-04-06,2923
2016-04-07,2839
2016-04-08,2839
2016-04-09,2839
2016-04-10,2884
2016-04-11,2884
2016-04-12,2884
2016-04-14,2767
2016-04-15,2767
2016-04-16,2767
2016-04-17,2696
2016-04-18,2696
2016-04-19,2696
2016-04-20,2586
2016-04-21,2586
2016-04-22,2586
2016-04-23,2529
2016-04-24,2529
2016-04-25,2529
2016-04-26,2478
2016-04-27,2478
2016-04-28,2478
2016-04-29,2437
2016-04-30,2437
2016-05-01,2437
2016-05-02,2437
2016-05-03,2418
2016-05-04,2418
2016-05-05,2418
2016-05-06,2388
2016-05-07,2388
2016-05-08,2388
2016-05-09,2385
2016-05-10,2385
2016-05-11,2385
2016-05-12,2278
2016-05-13,2278
2016-05-14,2278
2016-05-15,2211
2016-05-16,2211
2016-05-17,2211
2016-05-18,2211
2016-05-19,2148
2016-05-22,2110
2016-05-23,2110
2016-05-24,2110
2016-05-25,2053
2016-05-26,2053
2016-05-27,2035
2016-05-28,2035
2016-05-29,2035
2016-05-30,2035
2016-05-31,2037
2016-06-01,2037
2016-06-02,2037
2016-06-03,2078
2016-06-04,2078
2016-06-05,2078
2016-06-06,2176
2016-06-07,2176
2016-06-08,2176
2016-06-09,2176
2016-06-10,2265
2016-06-11,2265
2016-06-12,2265
2016-06-13,2265
2016-06-14,2284
2016-06-15,2284
2016-06-16,2284
2016-06-17,2382
2016-06-18,2382
2016-06-19,2382
2016-06-20,2483
2016-06-21,2483
2016-06-22,2483
2016-06-23,2483
2016-06-24,2541
2016-06-25,2541
2016-06-26,2541
2016-06-27,2541
2016-06-28,2588
2016-06-29,2588
2016-06-30,2588
2016-07-01,2672
2016-07-02,2672
2016-07-03,2672
2016-07-04,2740
2016-07-05,2740
2016-07-06,2740
2016-07-07,2687
2016-07-08,2687
2016-07-09,2677
2016-07-10,2677
2016-07-11,2673
2016-07-12,2673
2016-07-13,2673
2016-07-14,2629
2016-07-15,2629
2016-07-16,2629
2016-07-17,2662
2016-07-18,2662
2016-07-23,2680
2016-07-24,2680
2016-07-25,2697
2016-07-26,2697
2016-07-27,2697
2016-07-28,2697
2016-07-29,2729
2016-07-30,2729
2016-07-31,2729
2016-08-01,2729
2016-08-02,2733
2016-08-03,2733
2016-08-04,2733
2016-08-05,2733
2016-08-06,2733
2016-08-07,2763
2016-08-08,2763
2016-08-09,2763
2016-08-10,2763
2016-08-11,2767
2016-08-12,2767
2016-08-13,2767
2016-08-14,2767
2016-08-15,2837
2016-08-16,2837
2016-08-17,2837
2016-08-18,2837
2016-08-19,2925
2016-08-20,2925
2016-08-21,2925
2016-08-22,2925
2016-08-23,2963
2016-08-24,2963
2016-08-25,2963
2016-08-26,2963
2016-08-28,3077
2016-08-31,3122
2016-09-01,3122
2016-09-02,3122
2016-09-03,3122
2016-09-04,3122
2016-09-05,3111
2016-09-06,3111
2016-09-07,3111
2016-09-08,3111
2016-09-09,3111
2016-09-10,3111
2016-09-11,3154
2016-09-12,3154
2016-09-13,3154
2016-09-14,3154
2016-09-15,3193
2016-09-16,3193
2016-09-17,3193
2016-09-18,3193
2016-09-19,3235
2016-09-20,3235
2016-09-21,3235
2016-09-22,3235
2016-09-23,3387
2016-09-24,3387
2016-09-25,3387
2016-09-26,3387
2016-09-27,3387
2016-09-28,3521
2016-09-29,3521
2016-09-30,3521
2016-10-01,3521
2016-10-02,3521
2016-10-03,3521
2016-10-04,3547
2016-10-05,3547
2016-10-06,3547
2016-10-07,3547
2016-10-08,3672
2016-10-09,3672
2016-10-10,3672
2016-10-11,3672
2016-10-12,3737
2016-10-13,3737
2016-10-14,3737
2016-10-15,3748
2016-10-17,3748
2016-10-18,3748
2016-10-19,3748
2016-10-20,3888
2016-10-21,3888
2016-10-22,3888
2016-10-23,3888
2016-10-24,4030
2016-10-25,4030
2016-10-26,4030
2016-10-27,4030
2016-10-28,4030
2016-10-29,4193
2016-10-30,4193
2016-10-31,4193
2016-11-01,4193
2016-11-02,4193
2016-11-03,4287
2016-11-04,4287
2016-11-05,4287
2016-11-06,4287
2016-11-07,4287
2016-11-08,4439
2016-11-09,4439
2016-11-10,4439
2016-11-11,4439
2016-11-12,4439
2016-11-13,4517
2016-11-14,4517
2016-12-07,4535
2016-12-08,4308
2016-12-09,4308
2016-12-10,4308
2016-12-11,4109
2016-12-12,4109
2016-12-13,4109
2016-12-14,3911
2016-12-15,3911
2016-12-16,3911
2016-12-17,3730
2016-12-18,3730
2016-12-19,3730
2016-12-20,3566
2016-12-21,3566
2016-12-22,3566
2016-12-23,3465
2016-12-24,3465
2016-12-25,3465
2016-12-26,3379
2016-12-27,3379
2016-12-28,3379
2016-12-29,3300
2016-12-30,3300
2016-12-31,3300
2017-01-01,3300
2017-01-02,3215
2017-01-03,3215
2017-01-04,3215
2017-01-05,3200
2017-01-06,3200
2017-01-07,3200
2017-01-08,3144
2017-01-09,3144
2017-01-10,3144
2017-01-11,3246
2017-01-12,3246
2017-01-13,3246
2017-01-14,3335
2017-01-15,3335
2017-01-16,3335
2017-01-17,3382
2017-01-18,3382
2017-01-19,3382
2017-01-20,3382
2017-01-21,3411
2017-01-22,3411
2017-01-27,3397
2017-01-28,3465
2017-01-29,3465
2017-01-30,3465
2017-01-31,3401
2017-02-01,3401
2017-02-02,3401
2017-02-03,3316
2017-02-04,3316
2017-02-05,3316
2017-02-06,3316
2017-02-07,3420
2017-02-08,3420
2017-02-09,3420
2017-02-10,3351
2017-02-11,3351
2017-02-12,3351
2017-02-13,3183
2017-02-14,3183
2017-02-15,3056
2017-02-16,3056
2017-02-18,2963
2017-02-19,2963
2017-02-20,2963
2017-02-21,2986
2017-02-22,2986
2017-02-23,2986
2017-02-24,2957
2017-02-25,2957
2017-02-26,2957
2017-02-27,2843
2017-02-28,2843
2017-03-01,2886
2017-03-02,2886
2017-03-03,2886
2017-03-04,2881
2017-03-05,2881
2017-03-06,2881
2017-03-07,2956
2017-03-08,2956
2017-03-09,2956
2017-03-10,3092
2017-03-11,3092
2017-03-12,3188
2017-03-13,3188
2017-03-14,3218
2017-03-15,3218
2017-03-16,3218
2017-03-17,3173
2017-03-18,3173
2017-03-19,3173
2017-03-20,3221
2017-03-21,3221
2017-03-22,3221
2017-03-23,3238
2017-03-24,3238
2017-03-25,3238
2017-03-26,3318
2017-03-27,3318
2017-03-28,3318
2017-03-29,3330
2017-03-30,3330
2017-03-31,3413
2017-04-01,3413
2017-04-02,3413
2017-04-03,3413
2017-04-04,3413
2017-04-12,3414
2017-04-13,3438
2017-04-14,3438
2017-04-15,3438
2017-04-16,3386
2017-04-17,3386
2017-04-18,3386
2017-04-19,3413
2017-04-20,3413
2017-04-21,3413
2017-04-22,3384
2017-04-23,3384
2017-04-24,3400
2017-04-25,3400
2017-04-26,3400
2017-04-27,3381
2017-04-28,3381
2017-04-29,3388
2017-04-30,3388
2017-05-01,3388
2017-05-02,3426
2017-05-03,3426
2017-05-04,3388
2017-05-05,3388
2017-05-06,3293
2017-05-07,3293
2017-05-08,3293
2017-05-09,3214
2017-05-10,3214
2017-05-11,3214
2017-05-12,3139
2017-05-13,3139
2017-05-14,3139
2017-05-15,3122
2017-05-16,3122
2017-05-17,3122
2017-05-18,3193
2017-05-19,3193
2017-05-20,3154
2017-05-21,3154
2017-05-22,3154
2017-05-23,3056
2017-05-24,3056
2017-05-25,3039
2017-05-26,3039
2017-05-27,3009
2017-05-28,3009
2017-05-29,3009
2017-05-30,2967
2017-05-31,2967
2017-06-01,2967
2017-06-02,2891
2017-06-03,2891
2017-06-06,2920
2017-06-07,3013
2017-06-08,3112
2017-06-09,3120
2017-06-10,3125
2017-06-11,3125
2017-06-12,3120
2017-06-13,3120
2017-06-14,3067
2017-06-15,3067
2017-06-16,3067
2017-06-17,3053
2017-06-18,3053
2017-06-19,3053
2017-06-20,2990
2017-06-21,2990
2017-06-22,2990
2017-06-23,3019
2017-06-24,3019
2017-06-25,3019
2017-06-26,2999
2017-06-27,2999
2017-06-28,2999
2017-06-29,2953
2017-06-30,2953
2017-07-01,2953
2017-07-02,2833
2017-07-03,2833
2017-07-04,2802
2017-07-05,2802
2017-07-06,2802
2017-07-07,2793
2017-07-08,2793
2017-07-13,2643
2017-07-14,2622
2017-07-15,2622
2017-07-16,2622
2017-07-17,2591
2017-07-18,2591
2017-07-19,2591
2017-07-20,2546
2017-07-21,2546
2017-07-22,2546
2017-07-23,2484
2017-07-24,2484
2017-07-25,2484
2017-07-26,2450
2017-07-27,2450
2017-07-28,2450
2017-07-29,2416
2017-07-30,2416
2017-07-31,2416
2017-08-01,2377
2017-08-02,2377
2017-08-03,2377
2017-08-04,2366
2017-08-05,2366
2017-08-06,2256
2017-08-09,2143
2017-08-10,2143
2017-08-11,2143
2017-08-12,2139
2017-08-13,2139
2017-08-14,2139
2017-08-15,2092
2017-08-17,2051
2017-08-18,2051
2017-08-19,2051
2017-08-20,2063
2017-08-22,2063
2017-08-23,2017
2017-08-24,2017
2017-08-25,2017
2017-08-26,1975
2017-08-27,1975
2017-08-28,1975
2017-08-29,1924
2017-08-30,1924
2017-08-31,1924
2017-09-01,1924
2017-09-02,1906
2017-09-03,1906
2017-09-04,1906
2017-09-05,1891
2017-09-06,1891
2017-09-07,1900
2017-09-08,1900
2017-09-09,1880
2017-09-10,1880
2017-09-11,1885
2017-09-12,1885
2017-09-13,1869
2017-09-14,1869
2017-09-15,1869
2017-09-16,1840
2017-09-17,1840
2017-09-19,1852
2017-09-20,1852
2017-09-21,1912
2017-09-22,1912
2017-09-23,1912
2017-09-24,1939
2017-09-25,1939
2017-09-26,1939
2017-09-27,1920
2017-09-28,1920
2017-09-29,1920
2017-09-30,1886
2017-10-01,1886
2017-10-02,1886
2017-10-03,1874
2017-10-04,1874
2017-10-05,1874
2017-10-06,1874
2017-10-07,1896
2017-10-08,1896
2017-10-09,1896
2017-10-10,1827
2017-10-11,1827
2017-10-12,1827
2017-10-13,1827
2017-10-14,1777
2017-10-15,1777
2017-10-16,1777
2017-10-17,1777
2017-10-18,1767
2017-10-19,1767
2017-10-20,1767
2017-10-21,1704
2017-10-22,1704
2017-10-23,1653
2017-10-24,1653
2017-10-25,1653
2017-10-26,1626
2017-10-27,1626
2017-10-28,1626
2017-10-29,1568
2017-10-30,1568
2017-10-31,1568
2017-11-01,1568
2017-11-02,1544
2017-11-03,1544
2017-11-04,1500
2017-11-05,1500
2017-11-06,1500
2017-11-07,1500
2017-11-08,1460
2017-11-09,1460
2017-11-10,1460
2017-11-11,1426
2017-11-12,1426
2017-11-13,1426
2017-11-14,1391
2017-11-15,1391
2017-11-16,1391
2017-11-17,1374
2017-11-18,1374
2017-11-19,1374
2017-11-20,1353
2017-11-21,1353
2017-11-22,1353
2017-11-23,1306
2017-11-24,1306
2017-11-25,1306
2017-11-26,1243
2017-11-27,1243
2017-11-28,1243
2017-11-29,1196
2017-11-30,1196
2017-12-01,1192
2017-12-02,1192
2017-12-03,1192
2017-12-04,1192
2017-12-05,1192
2017-12-06,1175
2017-12-07,1175
2017-12-08,1150
2017-12-09,1150
2017-12-10,1136
2017-12-11,1136
2017-12-12,1136
2017-12-14,1116
2017-12-15,1116
2017-12-16,1138
2017-12-17,1138
2017-12-18,1141
2017-12-19,1141
2017-12-20,1141
2017-12-21,1154
2017-12-22,1154
2017-12-23,1170
2017-12-24,1170
2017-12-25,1170
2017-12-26,1173
2017-12-27,1173
2017-12-28,1173
2017-12-29,1197
2017-12-30,1197
2017-12-31,1242
2018-01-01,1242
2018-01-02,1242
2018-01-03,1265
2018-01-04,1265
2018-01-05,1254
2018-01-06,1254
2018-01-07,1292
2018-01-08,1292
2018-01-09,1322
2018-01-10,1322
2018-01-11,1322
2018-01-12,1328
2018-01-13,1328
2018-01-14,1338
2018-01-15,1338
2018-01-16,1331
2018-01-17,1331
2018-01-18,1315
2018-01-19,1315
2018-01-20,1280
2018-01-21,1280
2018-01-22,1255
2018-01-23,1255
2018-01-24,1224
2018-01-25,1224
2018-01-26,1181
2018-01-27,1181
2018-01-28,1146
2018-01-29,1146
2018-01-31,1152
2018-02-01,1152
2018-02-02,1135
2018-02-03,1135
2018-02-04,1120
2018-02-05,1120
2018-02-06,1109
2018-02-07,1109
2018-02-08,1079
2018-02-09,1079
2018-02-10,1051
2018-02-11,1051
2018-02-12,1047
2018-02-13,1047
2018-02-14,1067
2018-02-15,1067
2018-02-16,1067
2018-02-17,1073
2018-02-18,1073
2018-02-19,1043
2018-02-20,1043
2018-02-21,1060
2018-02-22,1060
2018-02-23,1091
2018-02-24,1091
2018-02-25,1074
2018-02-26,1074
2018-02-27,1074
2018-03-01,1104
2018-03-02,1086
2018-03-03,1086
2018-03-04,1088
2018-03-05,1088
2018-03-06,1067
2018-03-07,1067
2018-03-08,1084
2018-03-09,1084
2018-03-10,1088
2018-03-11,1088
2018-03-12,1062
2018-03-13,1062
2018-03-14,1057
2018-03-15,1057
2018-03-16,1057
2018-03-17,1063
2018-03-18,1063
2018-03-19,1063
2018-03-20,1101
2018-03-21,1101
2018-03-23,1148
2018-03-24,1148
2018-03-26,1201
2018-03-27,1216
2018-03-28,1216
2018-03-29,1216
2018-03-30,1214
2018-03-31,1214
2018-04-01,1214
2018-04-02,1258
2018-04-03,1258
2018-04-04,1273
2018-04-05,1273
2018-04-06,1273
2018-04-08,1304
2018-04-09,1304
2018-04-10,1343
2018-04-11,1343
2018-04-12,1343
2018-04-13,1387
2018-04-14,1387
2018-04-15,1387
2018-04-16,1432
2018-04-17,1432
2018-04-18,1432
2018-04-19,1408
2018-04-20,1408
2018-04-21,1374
2018-04-22,1374
2018-04-23,1374
2018-04-24,1401
2018-04-25,1401
2018-04-26,1401
2018-04-27,1372
2018-04-28,1372
2018-04-29,1334
2018-04-30,1334
2018-05-01,1281
2018-05-02,1281
2018-05-03,1281
2018-05-04,1285
2018-05-05,1285
2018-05-06,1285
2018-05-07,1285
2018-05-08,1280
2018-05-09,1280
2018-05-10,1273
2018-05-11,1273
2018-05-12,1274
2018-05-13,1274
2018-05-14,1274
2018-05-15,1267
2018-05-16,1267
2018-05-17,1267
2018-05-18,1297
2018-05-19,1297
2018-05-20,1297
2018-05-21,1321
2018-05-22,1321
2018-05-23,1321
2018-05-24,1293
2018-05-25,1293
2018-05-26,1293
2018-05-27,1348
2018-05-28,1348
2018-05-29,1376
2018-05-30,1376
2018-05-31,1376
2018-06-01,1437
2018-06-02,1437
2018-06-03,1480
2018-06-04,1480
2018-06-05,1513
2018-06-06,1513
2018-06-07,1513
2018-06-08,1562
2018-06-09,1562
2018-06-10,1562
2018-06-11,1560
2018-06-12,1560
2018-06-13,1577
2018-06-14,1577
2018-06-15,1577
2018-06-16,1630
2018-06-17,1630
2018-06-18,1611
2018-06-19,1611
2018-06-20,1611
2018-06-21,1603
2018-06-22,1603
2018-06-23,1603
2018-06-24,1611
2018-06-25,1611
2018-06-26,1611
2018-06-27,1625
2018-06-28,1625
2018-06-29,1571
2018-06-30,1571
2018-07-01,1571
2018-07-02,1582
2018-07-03,1582
2018-07-04,1582
2018-07-05,1568
2018-07-06,1568
2018-07-07,1574
2018-07-08,1574
2018-07-09,1574
2018-07-10,1596
2018-07-11,1596
2018-07-12,1596
2018-07-13,1614
2018-07-14,1614
2018-07-15,1563
2018-07-16,1563
2018-07-17,1564
2018-07-18,1564
2018-07-19,1564
2018-07-20,1599
2018-07-21,1599
2018-07-22,1593
2018-07-23,1593
2018-07-24,1595
2018-07-25,1595
2018-07-26,1595
2018-07-27,1570
2018-07-28,1570
2018-07-29,1547
2018-07-30,1547
2018-07-31,1544
2018-08-01,1544
2018-08-02,1603
2018-08-03,1603
2018-08-04,1638
2018-08-05,1638
2018-08-06,1701
2018-08-07,1701
2018-08-08,1729
2018-08-09,1729
2018-08-10,1736
2018-08-11,1736
2018-08-12,1720
2018-08-14,1688
2018-08-16,1688
2018-08-17,1652
2018-08-18,1652
2018-08-19,1652
2018-08-20,1630
2018-08-21,1630
2018-08-22,1581
2018-08-23,1581
2018-08-24,1540
2018-08-25,1516
2018-08-26,1516
2018-08-27,1494
2018-08-28,1494
2018-08-29,1515
2018-08-30,1515
2018-08-31,1578
2018-09-01,1578
2018-09-02,1608
2018-09-03,1608
2018-09-04,1647
2018-09-05,1647
2018-09-06,1647
2018-09-07,1724
2018-09-08,1724
2018-09-09,1724
2018-09-10,1785
2018-09-11,1785
2018-09-12,1818
2018-09-13,1818
2018-09-14,1818
2018-09-15,1898
2018-09-16,1898
2018-09-17,1898
2018-09-18,1993
2018-09-19,1993
2018-09-20,1993
2018-09-21,2071
2018-09-22,2071
2018-09-23,2106
2018-09-24,2106
2018-09-25,2106
2018-09-26,2079
2018-09-27,2079
2018-09-28,2079
2018-09-29,2099
2018-09-30,2099
2018-10-02,2136
2018-10-03,2202
2018-10-04,2202
2018-10-05,2202
2018-10-06,2247
2018-10-07,2247
2018-10-08,2272
2018-10-09,2272
2018-10-10,2209
2018-10-11,2209
2018-10-12,2146
2018-10-13,2146
2018-10-14,2082
2018-10-15,2082
2018-10-16,2082
2018-10-17,1979
2018-10-18,1979
2018-10-19,1968
2018-10-20,1968
2018-10-21,1968
2018-10-22,1894
2018-10-23,1894
2018-10-24,1894
2018-10-25,1883
2018-10-26,1883
2018-10-27,1820
2018-10-28,1820
2018-10-29,1750
2018-10-30,1750
2018-10-31,1714
2018-11-01,1714
2018-11-03,1693
2018-11-04,1662
2018-11-05,1662
2018-11-06,1616
2018-11-07,1616
2018-11-08,1595
2018-11-09,1595
2018-11-10,1569
2018-11-11,1569
2018-11-12,1589
2018-11-13,1589
2018-11-15,1644
2018-11-16,1675
2018-11-17,1675
2018-11-18,1693
2018-11-19,1693
2018-11-20,1720
2018-11-21,1720
2018-11-22,1720
2018-11-23,1720
2018-11-24,1737
2018-11-25,1748
2018-11-26,1748
2018-11-27,1736
2018-11-28,1736
2018-11-29,1728
2018-12-01,1765
2018-12-02,1784
2018-12-03,1784
2018-12-04,1779
2018-12-05,1800
2018-12-07,1816
2018-12-09,1832
2018-12-10,1815
2018-12-11,1815
2018-12-12,1844
2018-12-13,1889
2018-12-14,1889
2018-12-15,1900
2018-12-16,1931
2018-12-17,1931
2018-12-18,1958
2018-12-19,1958
2018-12-20,1970
2018-12-21,1970
2018-12-22,1906
2018-12-23,1906
2018-12-24,1883
2018-12-25,1883
2018-12-26,1958
2018-12-27,2042
2018-12-28,2042
2018-12-29,2039
2018-12-30,2039
2018-12-31,2041
2019-01-01,2041
2019-01-02,2050
2019-01-03,2050
2019-01-04,2048
2019-01-05,2033
2019-01-06,2050
2019-01-08,1994
2019-01-10,2028
2019-01-11,2028
2019-01-12,2017
2019-01-13,2017
2019-01-14,2060
2019-01-15,2060
2019-01-16,2079
2019-01-17,2079
2019-01-18,2046
2019-01-19,2046
2019-01-20,1987
2019-01-21,1987
2019-01-22,1966
2019-01-23,1966
2019-01-24,1941
2019-01-25,1941
2019-01-26,1913
2019-01-27,1913
2019-01-28,1828
2019-01-29,1774
2019-01-30,1712
2019-01-31,1712
2019-02-01,1659
2019-02-02,1659
2019-02-03,1628
2019-02-04,1628
2019-02-05,1640
2019-02-06,1640
2019-02-07,1655
2019-02-08,1655
2019-02-09,1636
2019-02-10,1636
2019-02-11,1606
2019-02-12,1606
2019-02-13,1621
2019-02-14,1621
2019-02-15,1587
2019-02-16,1587
2019-02-17,1548
2019-02-18,1548
2019-02-19,1510
2019-02-20,1510
2019-02-21,1468
2019-02-22,1468
2019-02-23,1402
2019-02-24,1402
2019-02-25,1363
2019-02-26,1363
2019-02-27,1325
2019-02-28,1325
2019-03-01,1279
2019-03-02,1279
2019-03-03,1264
2019-03-04,1264
2019-03-05,1235
2019-03-06,1235
2019-03-07,1180
2019-03-08,1180
2019-03-09,1151
2019-03-10,1151
2019-03-11,1113
2019-03-12,1083
2019-03-13,1083
2019-03-14,1064
2019-03-15,1064
2019-03-16,1019
2019-03-17,999
2019-03-18,999
2019-03-19,956
2019-03-20,956
2019-03-21,993
2019-03-22,993
2019-03-23,1004
2019-03-24,1004
2019-03-25,989
2019-03-26,967
2019-03-27,967
2019-03-28,955
2019-03-29,955
2019-03-30,955
2019-03-31,955
2019-04-01,983
2019-04-02,983
2019-04-03,1001
2019-04-04,1001
2019-04-05,1026
2019-04-06,1026
2019-04-07,1072
2019-04-08,1072
2019-04-09,1113
