date_obj,Drift%20net price
2017-09-07,900
2017-09-08,900
2017-09-09,942
2017-09-10,942
2017-09-11,942
2017-09-12,942
2017-09-13,942
2017-09-14,942
2017-09-15,942
2017-09-16,942
2017-09-17,942
2017-09-18,942
2017-09-19,942
2017-09-20,942
2017-09-21,942
2017-09-22,942
2017-09-23,942
2017-09-24,942
2017-09-25,942
2017-09-26,988
2017-09-27,988
2017-09-28,988
2017-09-29,988
2017-09-30,988
2017-10-01,988
2017-10-02,988
2017-10-03,988
2017-10-04,988
2017-10-05,988
2017-10-06,988
2017-10-07,988
2017-10-08,988
2017-10-09,988
2017-10-10,988
2017-10-11,988
2017-10-12,988
2017-10-13,988
2017-10-14,988
2017-10-15,988
2017-10-16,988
2017-10-17,988
2017-10-18,988
2017-10-19,988
2017-10-20,988
2017-10-21,988
2017-10-22,988
2017-10-23,988
2017-10-24,988
2017-10-25,988
2017-10-26,1023
2017-10-27,1023
2017-10-28,1023
2017-10-29,1023
2017-10-30,1023
2017-10-31,1023
2017-11-01,1023
2017-11-02,1023
2017-11-03,1023
2017-11-04,1023
2017-11-05,1023
2017-11-06,1023
2017-11-07,1023
2017-11-08,1023
2017-11-09,1023
2017-11-10,1023
2017-11-11,1023
2017-11-12,1023
2017-11-13,1023
2017-11-14,1023
2017-11-15,1023
2017-11-16,1023
2017-11-17,1023
2017-11-18,1023
2017-11-19,1023
2017-11-20,1023
2017-11-21,1023
2017-11-22,1023
2017-11-23,1023
2017-11-24,1023
2017-11-25,1023
2017-11-26,1023
2017-11-27,1023
2017-11-28,1023
2017-11-29,1023
2017-11-30,1023
2017-12-01,1023
2017-12-02,1023
2017-12-03,1023
2017-12-04,1023
2017-12-05,1023
2017-12-06,1049
2017-12-07,1049
2017-12-08,1049
2017-12-09,1049
2017-12-10,1049
2017-12-11,1049
2017-12-12,1049
2017-12-13,1049
2017-12-14,1049
2017-12-15,1049
2017-12-16,1049
2017-12-17,1049
2017-12-18,1049
2017-12-19,1049
2017-12-20,1049
2017-12-21,1049
2017-12-22,1049
2017-12-23,1049
2017-12-24,1049
2017-12-25,1049
2017-12-26,1049
2017-12-27,1049
2017-12-28,1049
2017-12-29,1049
2017-12-30,1049
2017-12-31,1049
2018-01-01,1049
2018-01-02,1049
2018-01-03,1049
2018-01-04,1049
2018-01-05,1049
2018-01-06,1049
2018-01-07,1049
2018-01-08,1049
2018-01-09,1049
2018-01-10,1049
2018-01-11,1049
2018-01-12,1049
2018-01-13,1049
2018-01-14,1036
2018-01-15,1036
2018-01-16,1036
2018-01-17,1036
2018-01-18,1086
2018-01-19,1086
2018-01-20,1086
2018-01-21,1086
2018-01-22,1086
2018-01-23,1086
2018-01-25,1140
2018-01-26,1140
2018-01-27,1140
2018-01-28,1140
2018-01-29,1140
2018-01-30,1140
2018-01-31,1140
2018-02-01,1140
2018-02-02,1140
2018-02-03,1140
2018-02-04,1140
2018-02-05,1140
2018-02-06,1195
2018-02-07,1195
2018-02-08,1195
2018-02-09,1195
2018-02-10,1195
2018-02-11,1195
2018-02-12,1195
2018-02-13,1195
2018-02-14,1195
2018-02-15,1195
2018-02-16,1195
2018-02-17,1195
2018-02-18,1195
2018-02-19,1254
2018-02-20,1254
2018-02-21,1254
2018-02-22,1254
2018-02-23,1254
2018-02-24,1254
2018-02-25,1254
2018-02-26,1254
2018-02-27,1254
2018-02-28,1254
2018-03-01,1254
2018-03-02,1313
2018-03-03,1313
2018-03-04,1313
2018-03-05,1313
2018-03-06,1313
2018-03-07,1313
2018-03-09,1313
2018-03-10,1313
2018-03-11,1313
2018-03-12,1313
2018-03-13,1313
2018-03-14,1313
2018-03-15,1313
2018-03-16,1313
2018-03-17,1313
2018-03-18,1313
2018-03-20,1376
2018-03-21,1376
2018-03-23,1376
2018-03-24,1376
2018-03-25,1376
2018-03-26,1376
2018-03-27,1376
2018-03-28,1376
2018-03-29,1376
2018-03-30,1376
2018-03-31,1376
2018-04-01,1376
2018-04-02,1376
2018-04-03,1376
2018-04-04,1376
2018-04-05,1376
2018-04-06,1376
2018-04-07,1376
2018-04-08,1444
2018-04-09,1444
2018-04-10,1444
2018-04-11,1444
2018-04-12,1444
2018-04-13,1444
2018-04-14,1444
2018-04-15,1444
2018-04-16,1444
2018-04-17,1444
2018-04-18,1444
2018-04-19,1444
2018-04-20,1444
2018-04-21,1444
2018-04-22,1444
2018-04-23,1444
2018-04-24,1444
2018-04-25,1444
2018-04-26,1444
2018-04-27,1444
2018-04-28,1444
2018-04-29,1444
2018-04-30,1516
2018-05-01,1516
2018-05-03,1516
2018-05-04,1516
2018-05-05,1516
2018-05-07,1516
2018-05-08,1516
2018-05-09,1516
2018-05-10,1516
2018-05-11,1516
2018-05-12,1516
2018-05-13,1516
2018-05-14,1516
2018-05-15,1516
2018-05-16,1516
2018-05-17,1516
2018-05-18,1516
2018-05-19,1516
2018-05-20,1516
2018-05-21,1574
2018-05-22,1574
2018-05-23,1574
2018-05-24,1574
2018-05-25,1574
2018-05-26,1574
2018-05-27,1574
2018-05-28,1574
2018-05-29,1574
2018-05-30,1574
2018-05-31,1574
2018-06-01,1574
2018-06-02,1574
2018-06-03,1574
2018-06-04,1574
2018-06-05,1574
2018-06-06,1574
2018-06-07,1574
2018-06-08,1648
2018-06-09,1648
2018-06-10,1648
2018-06-11,1648
2018-06-12,1648
2018-06-13,1648
2018-06-14,1648
2018-06-15,1648
2018-06-16,1648
2018-06-17,1648
2018-06-18,1648
2018-06-19,1648
2018-06-20,1648
2018-06-21,1648
2018-06-22,1648
2018-06-23,1648
2018-06-24,1648
2018-06-25,1648
2018-06-26,1648
2018-06-27,1724
2018-06-28,1724
2018-06-29,1724
2018-06-30,1724
2018-07-01,1724
2018-07-02,1724
2018-07-03,1724
2018-07-04,1724
2018-07-05,1724
2018-07-06,1724
2018-07-07,1724
2018-07-08,1724
2018-07-09,1724
2018-07-10,1724
2018-07-11,1724
2018-07-12,1724
2018-07-13,1724
2018-07-14,1724
2018-07-15,1724
2018-07-16,1724
2018-07-17,1724
2018-07-18,1724
2018-07-19,1724
2018-07-20,1724
2018-07-21,1724
2018-07-22,1724
2018-07-23,1724
2018-07-24,1724
2018-07-25,1724
2018-07-26,1724
2018-07-27,1724
2018-07-28,1782
2018-07-29,1782
2018-07-30,1782
2018-07-31,1782
2018-08-01,1782
2018-08-02,1782
2018-08-03,1782
2018-08-04,1782
2018-08-05,1782
2018-08-06,1782
2018-08-07,1782
2018-08-08,1782
2018-08-09,1782
2018-08-10,1782
2018-08-11,1782
2018-08-12,1862
2018-08-14,1862
2018-08-16,1862
2018-08-17,1862
2018-08-18,1862
2018-08-19,1862
2018-08-20,1862
2018-08-21,1862
2018-08-22,1862
2018-08-23,1862
2018-08-24,1862
2018-08-25,1862
2018-08-26,1862
2018-08-27,1862
2018-08-28,1913
2018-08-29,1913
2018-08-30,1913
2018-08-31,1913
2018-09-01,1913
2018-09-02,1913
2018-09-03,1913
2018-09-04,1913
2018-09-05,1913
2018-09-06,1913
2018-09-07,1913
2018-09-08,1913
2018-09-09,1913
2018-09-10,1913
2018-09-11,1913
2018-09-12,1913
2018-09-13,1913
2018-09-14,1967
2018-09-15,1967
2018-09-16,1967
2018-09-17,1967
2018-09-18,1967
2018-09-19,1967
2018-09-20,1967
2018-09-21,1967
2018-09-22,1967
2018-09-23,1967
2018-09-24,1967
2018-09-25,1967
2018-09-26,1967
2018-09-27,1967
2018-09-28,1967
2018-09-29,1967
2018-09-30,1967
2018-10-02,1967
2018-10-03,2060
2018-10-04,2060
2018-10-05,2060
2018-10-06,2060
2018-10-07,2060
2018-10-08,2060
2018-10-09,2060
2018-10-10,2060
2018-10-11,2060
2018-10-12,2060
2018-10-13,2060
2018-10-14,2060
2018-10-15,2060
2018-10-16,2060
2018-10-17,2060
2018-10-18,2060
2018-10-19,2060
2018-10-20,2060
2018-10-21,2060
2018-10-22,2060
2018-10-23,2119
2018-10-24,2119
2018-10-25,2119
2018-10-26,2119
2018-10-27,2119
2018-10-28,2119
2018-10-29,2119
2018-10-30,2119
2018-10-31,2119
2018-11-01,2119
2018-11-03,2119
2018-11-04,2119
2018-11-05,2119
2018-11-06,2119
2018-11-07,2119
2018-11-08,2119
2018-11-09,2119
2018-11-10,2016
2018-11-11,2016
2018-11-12,2016
2018-11-13,2016
2018-11-14,2016
2018-11-15,2016
2018-11-16,2016
2018-11-17,2016
2018-11-18,2016
2018-11-19,2016
2018-11-20,2016
2018-11-21,2016
2018-11-22,2016
2018-11-23,2016
2018-11-24,1975
2018-11-25,1975
2018-11-26,1975
2018-11-27,1975
2018-11-28,1975
2018-11-29,1975
2018-12-01,1975
2018-12-02,1975
2018-12-03,1975
2018-12-04,1975
2018-12-05,1975
2018-12-07,1975
2018-12-09,2013
2018-12-10,2013
2018-12-11,2013
2018-12-12,2013
2018-12-13,2013
2018-12-14,2013
2018-12-15,2013
2018-12-16,2013
2018-12-17,2013
2018-12-18,2013
2018-12-19,2013
2018-12-20,2013
2018-12-21,2013
2018-12-22,2013
2018-12-23,2006
2018-12-24,2006
2018-12-25,2006
2018-12-26,2006
2018-12-27,2006
2018-12-28,2006
2018-12-29,2006
2018-12-30,2006
2018-12-31,2006
2019-01-01,2006
2019-01-02,2006
2019-01-03,2006
2019-01-04,2006
2019-01-05,1988
2019-01-06,1988
2019-01-08,1988
2019-01-10,1988
2019-01-11,1988
2019-01-12,1988
2019-01-13,1988
2019-01-14,1988
2019-01-15,1988
2019-01-16,1988
2019-01-17,2028
2019-01-18,2028
2019-01-19,2028
2019-01-20,2028
2019-01-21,2028
2019-01-22,2028
2019-01-23,2028
2019-01-24,2028
2019-01-25,2028
2019-01-26,2028
2019-01-27,2028
2019-01-28,2028
2019-01-29,2081
2019-01-30,2081
2019-01-31,2081
2019-02-01,2081
2019-02-02,2081
2019-02-03,2081
2019-02-04,2081
2019-02-05,2081
2019-02-06,2081
2019-02-07,2081
2019-02-08,2081
2019-02-09,2081
2019-02-10,2149
2019-02-11,2149
2019-02-12,2149
2019-02-13,2149
2019-02-14,2149
2019-02-15,2149
2019-02-16,2149
2019-02-17,2149
2019-02-18,2149
2019-02-19,2149
2019-02-20,2149
2019-02-21,2149
2019-02-22,2218
2019-02-23,2218
2019-02-24,2218
2019-02-25,2218
2019-02-26,2218
2019-02-27,2218
2019-02-28,2218
2019-03-01,2218
2019-03-02,2218
2019-03-03,2218
2019-03-04,2218
2019-03-05,2218
2019-03-06,2218
2019-03-07,2218
2019-03-08,2218
2019-03-09,2218
2019-03-10,2218
2019-03-11,2243
2019-03-12,2243
2019-03-13,2243
2019-03-14,2243
2019-03-15,2243
2019-03-16,2243
2019-03-17,2243
2019-03-18,2243
