date_obj,Turquoise%20hat price
2015-03-04,4000
2015-03-05,4000
2015-03-06,4000
2015-03-07,4000
2015-03-08,4000
2015-03-09,4000
2015-03-10,3839
2015-03-11,3839
2015-03-12,3839
2015-03-13,3839
2015-03-14,3839
2015-03-15,3839
2015-03-16,3839
2015-03-17,3839
2015-03-18,3839
2015-03-19,3839
2015-03-20,3839
2015-03-21,3839
2015-03-22,3839
2015-03-23,3839
2015-03-24,3839
2015-03-25,3658
2015-03-26,3658
2015-03-27,3658
2015-03-28,3658
2015-03-29,3658
2015-03-30,3658
2015-03-31,3658
2015-04-01,3658
2015-04-02,3658
2015-04-03,3658
2015-04-04,3658
2015-04-05,3658
2015-04-06,3495
2015-04-07,3495
2015-04-08,3495
2015-04-09,3495
2015-04-10,3495
2015-04-11,3495
2015-04-12,3495
2015-04-13,3495
2015-04-14,3495
2015-04-15,3495
2015-04-16,3495
2015-04-17,3495
2015-04-18,3322
2015-04-19,3322
2015-04-20,3322
2015-04-21,3322
2015-04-22,3322
2015-04-23,3322
2015-04-24,3322
2015-04-25,3322
2015-04-26,3322
2015-04-27,3322
2015-04-28,3322
2015-04-29,3322
2015-04-30,3160
2015-05-01,3160
2015-05-02,3160
2015-05-03,3160
2015-05-04,3160
2015-05-05,3160
2015-05-06,3160
2015-05-07,3160
2015-05-08,3160
2015-05-09,3160
2015-05-10,3160
2015-05-11,3160
2015-05-12,3160
2015-05-13,3037
2015-05-14,3037
2015-05-15,3037
2015-05-16,3037
2015-05-17,3037
2015-05-18,3037
2015-05-19,3037
2015-05-20,3037
2015-05-21,3037
2015-05-22,3037
2015-05-23,3037
2015-05-24,3037
2015-05-25,3037
2015-05-26,3037
2015-05-27,2890
2015-05-28,2890
2015-05-29,2890
2015-05-30,2890
2015-05-31,2890
2015-06-01,2890
2015-06-02,2890
2015-06-03,2890
2015-06-04,2890
2015-06-05,2766
2015-06-06,2766
2015-06-07,2766
2015-06-08,2766
2015-06-09,2766
2015-06-10,2766
2015-06-11,2766
2015-06-12,2766
2015-06-13,2766
2015-06-14,2766
2015-06-15,2766
2015-06-16,2656
2015-06-17,2656
2015-06-18,2656
2015-06-19,2656
2015-06-20,2656
2015-06-21,2656
2015-06-22,2656
2015-06-23,2656
2015-06-24,2656
2015-06-25,2656
2015-06-26,2569
2015-06-27,2569
2015-06-28,2569
2015-06-29,2569
2015-06-30,2569
2015-07-01,2569
2015-07-02,2569
2015-07-03,2569
2015-07-04,2569
2015-07-05,2470
2015-07-06,2470
2015-07-07,2470
2015-07-08,2470
2015-07-09,2470
2015-07-10,2470
2015-07-11,2470
2015-07-12,2470
2015-07-13,2470
2015-07-14,2470
2015-07-15,2470
2015-07-16,2470
2015-07-17,2360
2015-07-18,2360
2015-07-19,2360
2015-07-20,2360
2015-07-21,2360
2015-07-22,2360
2015-07-23,2360
2015-07-24,2360
2015-07-25,2360
2015-07-26,2360
2015-07-27,2285
2015-07-28,2285
2015-07-29,2285
2015-07-30,2285
2015-07-31,2285
2015-08-01,2285
2015-08-02,2285
2015-08-03,2285
2015-08-04,2242
2015-08-05,2242
2015-08-06,2242
2015-08-07,2242
2015-08-08,2242
2015-08-09,2242
2015-08-10,2242
2015-08-11,2242
2015-08-12,2213
2015-08-13,2213
2015-08-14,2213
2015-08-15,2213
2015-08-16,2213
2015-08-17,2213
2015-08-18,2213
2015-08-19,2213
2015-08-20,2213
2015-08-21,2156
2015-08-22,2156
2015-08-23,2156
2015-08-24,2156
2015-08-25,2156
2015-08-26,2156
2015-08-27,2156
2015-08-28,2156
2015-08-29,2156
2015-08-30,2092
2015-08-31,2092
2015-09-01,254
2015-09-02,2092
2015-09-07,2092
2015-09-08,2058
2015-09-10,2058
2015-09-14,2058
2015-09-16,2058
2015-09-22,1987
2015-09-23,1987
2015-09-24,1987
2015-09-25,1987
2015-09-27,1987
2015-09-28,1921
2015-09-29,1921
2015-09-30,1921
2015-10-05,1921
2015-10-06,1921
2015-10-07,1921
2015-10-08,1829
2015-10-09,1829
2015-10-10,1829
2015-10-11,1829
2015-10-12,1829
2015-10-13,1829
2015-10-14,1829
2015-10-15,1829
2015-10-16,1829
2015-10-17,1829
2015-10-18,1738
2015-10-19,1738
2015-10-20,1738
2015-10-22,1738
2015-10-23,1738
2015-10-24,1738
2015-10-25,1738
2015-10-26,1738
2015-10-27,1738
2015-10-29,1652
2015-10-30,1652
2015-10-31,1652
2015-11-01,1652
2015-11-02,1652
2015-11-03,1652
2015-11-04,1652
2015-11-05,1652
2015-11-06,1652
2015-11-07,1652
2015-11-08,1571
2015-11-09,1571
2015-11-10,1571
2015-11-11,1571
2015-11-12,1571
2015-11-13,1571
2015-11-14,1571
2015-11-15,1571
2015-11-16,1571
2015-11-17,1571
2015-11-18,1571
2015-11-19,1517
2015-11-20,1517
2015-11-21,1517
2015-11-22,1517
2015-11-23,1517
2015-11-24,1517
2015-11-25,1517
2015-11-26,1517
2015-11-27,1517
2015-11-28,1517
2015-11-29,1451
2015-11-30,1451
2015-12-01,1451
2015-12-02,1451
2015-12-03,1451
2015-12-04,1451
2015-12-05,1451
2015-12-06,1451
2015-12-07,1451
2015-12-08,1451
2015-12-09,1424
2015-12-10,1424
2015-12-11,1424
2015-12-13,1424
2015-12-14,1424
2015-12-15,1424
2015-12-16,1424
2015-12-17,1424
2015-12-18,1424
2015-12-19,1424
2015-12-20,1383
2015-12-21,1383
2015-12-22,1383
2015-12-23,1383
2015-12-24,1383
2015-12-25,1383
2015-12-26,1383
2015-12-27,1383
2015-12-28,1383
2015-12-29,1383
2015-12-30,1318
2015-12-31,1318
2016-01-01,1318
2016-01-02,1318
2016-01-03,1318
2016-01-04,1318
2016-01-05,1318
2016-01-07,1318
2016-01-08,1295
2016-01-09,1295
2016-01-10,1295
2016-01-11,1295
2016-01-12,1295
2016-01-13,1295
2016-01-14,1295
2016-01-15,1295
2016-01-16,1295
2016-01-17,1295
2016-01-18,1289
2016-01-19,1289
2016-01-20,1289
2016-01-21,1289
2016-01-22,1289
2016-01-23,1289
2016-01-24,1289
2016-01-25,1289
2016-01-26,1289
2016-01-27,1289
2016-01-28,1289
2016-01-29,1251
2016-01-30,1251
2016-01-31,1251
2016-02-01,1251
2016-02-02,1251
2016-02-03,1251
2016-02-04,1251
2016-02-05,1251
2016-02-06,1251
2016-02-07,1251
2016-02-08,1251
2016-02-09,1219
2016-02-10,1219
2016-02-11,1219
2016-02-12,1219
2016-02-13,1219
2016-02-14,1219
2016-02-15,1219
2016-02-16,1219
2016-02-17,1219
2016-02-18,1219
2016-02-19,1171
2016-02-20,1171
2016-02-21,1171
2016-02-22,1171
2016-02-23,1171
2016-02-24,1171
2016-02-25,1171
2016-02-26,1171
2016-02-27,1116
2016-02-28,1116
2016-02-29,1116
2016-03-01,1116
2016-03-02,1116
2016-03-03,1116
2016-03-04,1116
2016-03-05,1116
2016-03-06,1076
2016-03-07,1076
2016-03-08,1076
2016-03-09,1076
2016-03-10,1076
2016-03-11,1076
2016-03-12,1076
2016-03-13,1076
2016-03-14,1076
2016-03-15,1076
2016-03-16,1064
2016-03-17,1064
2016-03-18,1064
2016-03-19,1064
2016-03-20,1064
2016-03-21,1064
2016-03-22,1064
2016-03-23,1064
2016-03-24,1064
2016-03-25,1027
2016-03-26,1027
2016-03-27,1027
2016-03-28,1027
2016-03-29,1027
2016-03-30,1027
2016-03-31,1027
2016-04-01,1027
2016-04-02,1027
2016-04-03,1027
2016-04-04,1007
2016-04-05,1007
2016-04-06,1007
2016-04-07,1007
2016-04-08,1007
2016-04-09,1007
2016-04-10,1007
2016-04-11,1007
2016-04-12,1007
2016-04-13,1007
2016-04-14,982
2016-04-15,982
2016-04-16,982
2016-04-17,982
2016-04-18,982
2016-04-19,982
2016-04-20,982
2016-04-21,982
2016-04-22,982
2016-04-23,982
2016-04-24,973
2016-04-25,973
2016-04-26,973
2016-04-27,973
2016-04-28,973
2016-04-29,973
2016-04-30,973
2016-05-01,973
2016-05-02,973
2016-05-03,973
2016-05-04,973
2016-05-05,973
2016-05-06,973
2016-05-07,973
2016-05-08,973
2016-05-09,973
2016-05-10,973
2016-05-11,973
2016-05-12,973
2016-05-13,973
2016-05-14,938
2016-05-15,938
2016-05-16,938
2016-05-17,938
2016-05-18,938
2016-05-19,938
2016-05-22,938
2016-05-23,938
2016-05-24,911
2016-05-25,911
2016-05-26,911
2016-05-27,911
2016-05-28,911
2016-05-29,911
2016-05-30,911
2016-05-31,911
2016-06-01,911
2016-06-02,898
2016-06-03,898
2016-06-04,898
2016-06-05,898
2016-06-06,898
2016-06-07,898
2016-06-08,898
2016-06-09,898
2016-06-10,898
2016-06-11,898
2016-06-12,857
2016-06-13,857
2016-06-14,857
2016-06-15,857
2016-06-16,857
2016-06-17,857
2016-06-18,857
2016-06-19,857
2016-06-20,857
2016-06-21,857
2016-06-22,815
2016-06-23,815
2016-06-24,815
2016-06-25,815
2016-06-26,815
2016-06-27,815
2016-06-28,815
2016-06-29,815
2016-06-30,815
2016-07-01,814
2016-07-02,814
2016-07-03,814
2016-07-04,814
2016-07-05,814
2016-07-06,814
2016-07-07,814
2016-07-08,814
2016-07-09,814
2016-07-10,817
2016-07-11,817
2016-07-12,817
2016-07-13,817
2016-07-14,817
2016-07-15,817
2016-07-16,817
2016-07-17,817
2016-07-18,817
2016-07-24,805
2016-07-25,805
2016-07-26,805
2016-07-27,805
2016-07-28,805
2016-07-29,805
2016-07-30,805
2016-07-31,805
2016-08-01,805
2016-08-02,779
2016-08-03,779
2016-08-04,779
2016-08-05,779
2016-08-06,779
2016-08-07,779
2016-08-08,779
2016-08-09,779
2016-08-10,779
2016-08-11,779
2016-08-12,779
2016-08-13,779
2016-08-14,779
2016-08-15,747
2016-08-16,747
2016-08-17,747
2016-08-18,747
2016-08-19,747
2016-08-20,747
2016-08-21,747
2016-08-22,747
2016-08-23,747
2016-08-24,747
2016-08-25,747
2016-08-26,747
2016-08-28,728
2016-08-31,728
2016-09-01,728
2016-09-02,728
2016-09-03,728
2016-09-04,728
2016-09-05,728
2016-09-06,728
2016-09-07,728
2016-09-08,728
2016-09-09,728
2016-09-10,712
2016-09-11,712
2016-09-12,712
2016-09-13,712
2016-09-14,712
2016-09-15,712
2016-09-16,712
2016-09-17,712
2016-09-18,712
2016-09-19,712
2016-09-20,712
2016-09-21,712
2016-09-22,712
2016-09-23,690
2016-09-24,690
2016-09-25,690
2016-09-26,690
2016-09-27,690
2016-09-28,690
2016-09-29,690
2016-09-30,690
2016-10-01,690
2016-10-02,690
2016-10-03,690
2016-10-04,690
2016-10-05,690
2016-10-06,690
2016-10-07,690
2016-10-08,672
2016-10-09,672
2016-10-10,672
2016-10-11,672
2016-10-12,672
2016-10-13,672
2016-10-14,672
2016-10-15,672
2016-10-16,672
2016-10-17,672
2016-10-18,672
2016-10-19,672
2016-10-20,672
2016-10-21,672
2016-10-22,672
2016-10-23,642
2016-10-24,642
2016-10-25,642
2016-10-26,642
2016-10-27,642
2016-10-28,642
2016-10-29,642
2016-10-30,642
2016-10-31,642
2016-11-01,642
2016-11-02,642
2016-11-03,642
2016-11-04,636
2016-11-05,636
2016-11-06,636
2016-11-07,636
2016-11-08,636
2016-11-09,636
2016-11-10,636
2016-11-11,636
2016-11-12,636
2016-11-13,636
2016-11-14,636
2016-12-08,644
2016-12-09,644
2016-12-10,644
2016-12-11,644
2016-12-12,644
2016-12-13,644
2016-12-14,644
2016-12-15,650
2016-12-16,650
2016-12-17,650
2016-12-18,650
2016-12-19,650
2016-12-20,650
2016-12-21,650
2016-12-22,650
2016-12-23,650
2016-12-24,650
2016-12-25,650
2016-12-26,650
2016-12-27,634
2016-12-28,634
2016-12-29,634
2016-12-30,634
2016-12-31,634
2017-01-01,634
2017-01-02,634
2017-01-03,634
2017-01-04,634
2017-01-05,634
2017-01-06,640
2017-01-07,640
