date_obj,Rune%20shield%20(h4) price
2015-03-26,36319
2015-03-27,36319
2015-03-28,35015
2015-03-29,33886
2015-03-30,34313
2015-03-31,34583
2015-04-01,34583
2015-04-02,33551
2015-04-03,32700
2015-04-04,32577
2015-04-05,32205
2015-04-06,33036
2015-04-07,33154
2015-04-08,34504
2015-04-09,35387
2015-04-10,35267
2015-04-11,34703
2015-04-12,34269
2015-04-13,34990
2015-04-14,35798
2015-04-15,35645
2015-04-16,36077
2015-04-17,35164
2015-04-18,35611
2015-04-19,35555
2015-04-20,35555
2015-04-21,34757
2015-04-22,34757
2015-04-23,33953
2015-04-24,33953
2015-04-25,33544
2015-04-26,33544
2015-04-27,33919
2015-04-28,33639
2015-04-29,33639
2015-04-30,34029
2015-05-01,34364
2015-05-02,33837
2015-05-03,33837
2015-05-04,34303
2015-05-05,34303
2015-05-06,33318
2015-05-07,32631
2015-05-08,32773
2015-05-09,32449
2015-05-10,32221
2015-05-11,32221
2015-05-12,32226
2015-05-13,33294
2015-05-14,32479
2015-05-15,32479
2015-05-16,32188
2015-05-17,32560
2015-05-18,32328
2015-05-19,32141
2015-05-20,32141
2015-05-21,32087
2015-05-22,31961
2015-05-23,32147
2015-05-24,32319
2015-05-25,31342
2015-05-26,32524
2015-05-27,32524
2015-05-28,32257
2015-05-29,32257
2015-05-30,32297
2015-05-31,32297
2015-06-01,32149
2015-06-02,32149
2015-06-03,32061
2015-06-04,32061
2015-06-05,31792
2015-06-06,32511
2015-06-07,32511
2015-06-08,32602
2015-06-09,32982
2015-06-10,32982
2015-06-11,33422
2015-06-12,33422
2015-06-13,32797
2015-06-14,32797
2015-06-15,32879
2015-06-16,32879
2015-06-17,32071
2015-06-18,32432
2015-06-19,32432
2015-06-20,32303
2015-06-21,32303
2015-06-22,31771
2015-06-23,31771
2015-06-24,31806
2015-06-25,31806
2015-06-26,32348
2015-06-27,32348
2015-06-28,31379
2015-06-29,31379
2015-06-30,31556
2015-07-01,31809
2015-07-02,31809
2015-07-03,32295
2015-07-04,32295
2015-07-05,32782
2015-07-06,32782
2015-07-07,32626
2015-07-08,32626
2015-07-09,33384
2015-07-10,34203
2015-07-11,34203
2015-07-12,35274
2015-07-13,35274
2015-07-14,34381
2015-07-15,34381
2015-07-16,33382
2015-07-17,32279
2015-07-18,32279
2015-07-19,32464
2015-07-20,32464
2015-07-21,32149
2015-07-22,32843
2015-07-23,32843
2015-07-24,33778
2015-07-25,33778
2015-07-26,33931
2015-07-27,33931
2015-07-28,32650
2015-07-29,32650
2015-07-30,31724
2015-07-31,31724
2015-08-01,32022
2015-08-02,31770
2015-08-03,31770
2015-08-04,31365
2015-08-05,31318
2015-08-06,31318
2015-08-07,31627
2015-08-08,31627
2015-08-09,31244
2015-08-10,31244
2015-08-11,31407
2015-08-12,31407
2015-08-13,32312
2015-08-14,32544
2015-08-15,32544
2015-08-16,33015
2015-08-17,33212
2015-08-18,33212
2015-08-19,31757
2015-08-20,31757
2015-08-21,32472
2015-08-22,32472
2015-08-23,32982
2015-08-24,32819
2015-08-25,32819
2015-08-26,32819
2015-08-27,32931
2015-08-28,32931
2015-08-29,33354
2015-08-30,33354
2015-08-31,33511
2015-09-01,33511
2015-09-02,34768
2015-09-03,34768
2015-09-04,33701
2015-09-05,33701
2015-09-06,35008
2015-09-07,35873
2015-09-08,35873
2015-09-09,35412
2015-09-10,35412
2015-09-11,34538
2015-09-12,34538
2015-09-13,33365
2015-09-14,33365
2015-09-15,32991
2015-09-16,32991
2015-09-17,32460
2015-09-18,32460
2015-09-19,32118
2015-09-20,32118
2015-09-21,32534
2015-09-22,32534
2015-09-23,32804
2015-09-24,32804
2015-09-25,33190
2015-09-27,34161
2015-09-28,34161
2015-09-29,33881
2015-09-30,33881
2015-10-05,31899
2015-10-06,31899
2015-10-07,32401
2015-10-08,32401
2015-10-09,32180
2015-10-10,32180
2015-10-11,32536
2015-10-12,32536
2015-10-13,33192
2015-10-14,33192
2015-10-15,33170
2015-10-16,33170
2015-10-17,33170
2015-10-18,32703
2015-10-19,32703
2015-10-20,33601
2015-10-22,35085
2015-10-23,35085
2015-10-24,34875
2015-10-25,34875
2015-10-26,34087
2015-10-27,34087
2015-10-29,34543
2015-10-30,34543
2015-10-31,33318
2015-11-01,33318
2015-11-02,33474
2015-11-03,33474
2015-11-04,34700
2015-11-05,34700
2015-11-06,34718
2015-11-07,34718
2015-11-08,33824
2015-11-09,33824
2015-11-10,34520
2015-11-11,34520
2015-11-12,33511
2015-11-13,33511
2015-11-14,33511
2015-11-15,32567
2015-11-16,32567
2015-11-17,32332
2015-11-18,32332
2015-11-19,33160
2015-11-20,33160
2015-11-21,33968
2015-11-22,35176
2015-11-23,35176
2015-11-24,35802
2015-11-25,35410
2015-11-26,35410
2015-11-27,35317
2015-11-28,35317
2015-11-29,34617
2015-11-30,34617
2015-12-01,34231
2015-12-02,34231
2015-12-03,35209
2015-12-04,35209
2015-12-05,35093
2015-12-06,34173
2015-12-07,34173
2015-12-08,33736
2015-12-09,33736
2015-12-10,33101
2015-12-11,33101
2015-12-12,32352
2015-12-13,32352
2015-12-14,32336
2015-12-15,32822
2015-12-16,32822
2015-12-17,32969
2015-12-18,32969
2015-12-19,32758
2015-12-20,32206
2015-12-21,32206
2015-12-22,31096
2015-12-23,31096
2015-12-24,31287
2015-12-25,31287
2015-12-26,32377
2015-12-27,32739
2015-12-28,32739
2015-12-29,32702
2015-12-30,32702
2015-12-31,32046
2016-01-01,32046
2016-01-02,32585
2016-01-03,32585
2016-01-04,32245
2016-01-05,32245
2016-01-06,32702
2016-01-07,32702
2016-01-08,32687
2016-01-09,32687
2016-01-10,32008
2016-01-11,32350
2016-01-12,32294
2016-01-13,32294
2016-01-14,32460
2016-01-15,32460
2016-01-16,32394
2016-01-17,32394
2016-01-18,31417
2016-01-19,31417
2016-01-20,32121
2016-01-21,32121
2016-01-22,32470
2016-01-23,32470
2016-01-24,31734
2016-01-25,31558
2016-01-26,31558
2016-01-27,32638
2016-01-28,32638
2016-01-29,31447
2016-01-30,31447
2016-01-31,31545
2016-02-01,31545
2016-02-02,32607
2016-02-03,32607
2016-02-04,32440
2016-02-05,32440
2016-02-06,31605
2016-02-07,31605
2016-02-08,31724
2016-02-09,31724
2016-02-10,32305
2016-02-11,32305
2016-02-12,32434
2016-02-13,32554
2016-02-14,32554
2016-02-15,32480
2016-02-16,32480
2016-02-17,32409
2016-02-18,32409
2016-02-19,32900
2016-02-20,33864
2016-02-21,33726
2016-02-22,33726
2016-02-23,33004
2016-02-24,33004
2016-02-25,32544
2016-02-26,32544
2016-02-27,32617
2016-02-28,32617
2016-02-29,32221
2016-03-01,32833
2016-03-02,32833
2016-03-03,32803
2016-03-04,32803
2016-03-05,33010
2016-03-06,33010
2016-03-07,32941
2016-03-08,32941
2016-03-09,32951
2016-03-10,32951
2016-03-11,32907
2016-03-12,33061
2016-03-13,33061
2016-03-14,32251
2016-03-15,32251
2016-03-16,32710
2016-03-17,32710
2016-03-18,32243
2016-03-19,32243
2016-03-20,32599
2016-03-21,32599
2016-03-22,32628
2016-03-23,31935
2016-03-24,31935
2016-03-25,31972
2016-03-26,31972
2016-03-27,31315
2016-03-28,31369
2016-03-29,31369
2016-03-30,31817
2016-03-31,31817
2016-04-01,32016
2016-04-02,32016
2016-04-03,32515
2016-04-04,32515
2016-04-05,32867
2016-04-06,32867
2016-04-07,33718
2016-04-08,33718
2016-04-09,33445
2016-04-10,32860
2016-04-11,32860
2016-04-12,33428
2016-04-13,33428
2016-04-14,33717
2016-04-15,33717
2016-04-16,33394
2016-04-17,33394
2016-04-18,33167
2016-04-19,33167
2016-04-20,32439
2016-04-21,32439
2016-04-22,31802
2016-04-23,31704
2016-04-24,32344
2016-04-25,32556
2016-04-26,32556
2016-04-27,32413
2016-04-28,32714
2016-04-29,32714
2016-04-30,32193
2016-05-01,32193
2016-05-02,32178
2016-05-03,32241
2016-05-04,32241
2016-05-05,32031
2016-05-06,32031
2016-05-07,32296
2016-05-08,32296
2016-05-09,32559
2016-05-10,32373
2016-05-11,32373
2016-05-12,31859
2016-05-13,32793
2016-05-14,32793
2016-05-15,32795
2016-05-16,32795
2016-05-17,33147
2016-05-18,33147
2016-05-19,32998
2016-05-22,32881
2016-05-23,32881
2016-05-24,31856
2016-05-25,31856
2016-05-26,31752
2016-05-27,32309
2016-05-28,32309
2016-05-29,33393
2016-05-30,33393
2016-05-31,33114
2016-06-01,33485
2016-06-02,33485
2016-06-03,32857
2016-06-04,32857
2016-06-05,33115
2016-06-06,33187
2016-06-07,33187
2016-06-08,33038
2016-06-09,33198
2016-06-10,32287
2016-06-11,32287
2016-06-12,31576
2016-06-13,31576
2016-06-14,32343
2016-06-15,32343
2016-06-16,32454
2016-06-17,32802
2016-06-18,32802
2016-06-19,33404
2016-06-20,33797
2016-06-21,34232
2016-06-22,34253
2016-06-23,33548
2016-06-24,33548
2016-06-25,33013
2016-06-26,33013
2016-06-27,33176
2016-06-28,33633
2016-06-29,33633
2016-06-30,33057
2016-07-01,32228
2016-07-02,32228
2016-07-03,31947
2016-07-04,32093
2016-07-05,32093
2016-07-06,33166
2016-07-07,34816
2016-07-08,36557
2016-07-09,38385
2016-07-10,40305
2016-07-11,42321
2016-07-12,44438
2016-07-13,46660
2016-07-14,48993
2016-07-15,51443
2016-07-16,54016
2016-07-17,56717
2016-07-18,59553
2016-07-23,76009
2016-07-24,79810
2016-07-25,83801
2016-07-26,87961
2016-07-27,91915
2016-07-28,95397
2016-07-29,98943
2016-07-30,100629
2016-07-31,103363
2016-08-01,107308
2016-08-02,112518
2016-08-03,118144
2016-08-04,124052
2016-08-05,130255
2016-08-06,136738
2016-08-07,143575
2016-08-08,150754
2016-08-09,156155
2016-08-10,152828
2016-08-11,148403
2016-08-12,145535
2016-08-13,142676
2016-08-14,138042
2016-08-15,132775
2016-08-16,127646
2016-08-17,125655
2016-08-18,125655
2016-08-19,120513
2016-08-20,115920
2016-08-21,111335
