date_obj,Mystic%20lava%20staff price
2019-04-09,26392
2019-04-10,26554
2019-04-11,26311
2019-04-12,26519
2019-04-13,26489
2019-04-14,26356
2019-04-15,26191
2019-04-16,26200
2019-04-17,26394
2019-04-18,26438
2019-04-19,26537
2019-04-20,26430
2019-04-21,26060
2019-04-22,26170
2019-04-23,26332
2019-04-24,26415
2019-04-25,26558
2019-04-26,26543
2019-04-27,26370
2019-04-28,26240
2019-04-29,26285
2019-04-30,26277
2019-05-01,26235
2019-05-02,26404
2019-05-03,26367
2019-05-04,26329
2019-05-05,26430
2019-05-06,26342
2019-05-07,26166
2019-05-08,26312
2019-05-09,26199
2019-05-10,26415
2019-05-11,26462
2019-05-12,26233
2019-05-13,26416
2019-05-14,26261
2019-05-15,26457
2019-05-16,26462
2019-05-17,26551
2019-05-18,26455
2019-05-19,26310
2019-05-20,26425
2019-05-21,26313
2019-05-22,26346
2019-05-23,26432
2019-05-24,26309
2019-05-25,26417
2019-05-26,26345
2019-05-27,26198
2019-05-28,26363
2019-05-29,26253
2019-05-30,26297
2019-05-31,26437
2019-06-01,26218
2019-06-02,26147
2019-06-03,26373
2019-06-04,26431
2019-06-05,26532
2019-06-06,26400
2019-06-07,26445
2019-06-08,26049
2019-06-09,26306
2019-06-10,26417
2019-06-11,26407
2019-06-12,26442
2019-06-13,26385
2019-06-14,26445
2019-06-15,26343
2019-06-16,26519
2019-06-17,26060
2019-06-18,26281
2019-06-19,26563
2019-06-20,26604
2019-06-21,26402
2019-06-22,26399
2019-06-23,26445
2019-06-24,26101
2019-06-25,26029
2019-06-26,26257
2019-06-27,26422
2019-06-28,26452
2019-06-29,26359
2019-06-30,26483
2019-07-01,26448
2019-07-02,26160
2019-07-03,26302
2019-07-04,26324
2019-07-05,26416
2019-07-06,26483
2019-07-07,26300
2019-07-08,26297
2019-07-09,26560
2019-07-10,26336
2019-07-11,26341
2019-07-12,26393
2019-07-13,26435
2019-07-14,26351
2019-07-15,26203
2019-07-16,26334
2019-07-17,26497
2019-07-18,26505
2019-07-19,26451
2019-07-20,26555
2019-07-21,26460
2019-07-22,26536
2019-07-23,26435
2019-07-24,26257
2019-07-25,26538
2019-07-26,26491
2019-07-27,26116
2019-07-28,26194
2019-07-29,26412
2019-07-30,26331
2019-07-31,26248
2019-08-01,26248
2019-08-02,26399
2019-08-03,26068
2019-08-04,26332
2019-08-05,26398
2019-08-06,26353
2019-08-07,26155
2019-08-08,26257
2019-08-09,26479
2019-08-10,26307
2019-08-11,25815
2019-08-12,26006
2019-08-13,26154
2019-08-14,26230
2019-08-15,26385
2019-08-16,26403
2019-08-17,26468
2019-08-18,26188
2019-08-19,26304
2019-08-20,26280
2019-08-21,26333
2019-08-22,26279
2019-08-23,26128
2019-08-24,26324
2019-08-24,26324
2019-08-25,26340
2019-08-25,26340
2019-08-26,26297
2019-08-26,26297
2019-08-27,26401
2019-08-27,26401
2019-08-28,26352
2019-08-29,26110
2019-08-30,26318
2019-08-31,26375
2019-09-01,26269
2019-09-02,26255
2019-09-03,26290
2019-09-04,26557
2019-09-05,26340
2019-09-06,26246
2019-09-07,26330
2019-09-08,26404
2019-09-09,26303
2019-09-10,26332
2019-09-11,26234
2019-09-12,26348
2019-09-13,26461
2019-09-14,26329
2019-09-15,26181
2019-09-16,26176
2019-09-17,26354
2019-09-18,26337
2019-09-19,26379
2019-09-20,26507
2019-09-21,26248
2019-09-22,26329
2019-09-23,26151
2019-09-24,26222
2019-09-25,26284
2019-09-26,26319
2019-09-27,26373
2019-09-28,26109
2019-09-29,25744
2019-09-30,26270
2019-10-01,26189
2019-10-02,26356
2019-10-03,26137
2019-10-04,26079
2019-10-05,26209
2019-10-06,26244
2019-10-07,26317
2019-10-08,26332
2019-10-09,26314
2019-10-10,26350
2019-10-11,25967
2019-10-12,26195
2019-10-13,26079
2019-10-14,26283
2019-10-15,26203
2019-10-16,26231
2019-10-17,26015
2019-10-18,26012
2019-10-19,25952
2019-10-20,26000
2019-10-21,26099
2019-10-22,26174
2019-10-23,26306
2019-10-24,26334
2019-10-25,26195
2019-10-26,25979
2019-10-27,26155
2019-10-28,26254
2019-10-29,26398
2019-10-30,26463
2019-10-31,26339
2019-11-01,26294
2019-11-02,26331
2019-11-03,26117
2019-11-04,26121
2019-11-05,25912
2019-11-06,26185
2019-11-07,26245
2019-11-08,26295
2019-11-09,26348
2019-11-10,26281
2019-11-11,26531
2019-11-12,26469
2019-11-13,25951
2019-11-14,26149
2019-11-15,26257
2019-11-16,26219
2019-11-17,26406
2019-11-18,26295
2019-11-19,26287
2019-11-20,26355
2019-11-21,26596
2019-11-22,26313
2019-11-23,26007
2019-11-24,26167
2019-11-25,26374
2019-11-26,26377
2019-11-27,26377
2019-11-28,26041
2019-11-29,25801
2019-11-30,26044
2019-12-01,26198
2019-12-02,26213
2019-12-03,26225
2019-12-04,26079
2019-12-05,26079
2019-12-06,26258
2019-12-07,25876
2019-12-08,25901
2019-12-09,26080
2019-12-10,26077
2019-12-11,26104
2019-12-12,26120
2019-12-13,26192
2019-12-14,25944
2019-12-15,26097
2019-12-16,26104
2019-12-17,26175
2019-12-18,26138
2019-12-19,25920
2019-12-20,26017
2019-12-21,26202
2019-12-22,26186
2019-12-23,26209
2019-12-24,25800
2019-12-25,26053
2019-12-26,26131
2019-12-27,26142
2019-12-28,26099
2019-12-29,26082
2019-12-30,26186
2019-12-31,26160
2020-01-01,26114
2020-01-02,26222
2020-01-03,26266
2020-01-04,26081
2020-01-05,26262
2020-01-06,26217
2020-01-07,26257
2020-01-08,26236
2020-01-09,26207
2020-01-10,25824
2020-01-11,25977
2020-01-12,25959
2020-01-13,26090
2020-01-14,26078
2020-01-15,26200
2020-01-16,26217
2020-01-17,26219
2020-01-18,26219
2020-01-19,26180
2020-01-20,26139
2020-01-21,26192
2020-01-22,26218
2020-01-23,26312
2020-01-24,26126
2020-01-25,26080
2020-01-26,26088
2020-01-27,26219
2020-01-28,26209
2020-01-29,26082
2020-01-30,26274
2020-01-31,26272
2020-02-01,26118
2020-02-02,26045
2020-02-03,25996
2020-02-04,26162
2020-02-05,26059
2020-02-06,25970
2020-02-07,26089
2020-02-08,25765
2020-02-09,25723
2020-02-10,25956
2020-02-11,26003
2020-02-12,26104
2020-02-13,26123
2020-02-14,26074
2020-02-15,26222
2020-02-16,26069
2020-02-17,26088
2020-02-18,26173
2020-02-19,26176
2020-02-20,26234
2020-02-21,26188
2020-02-22,26151
2020-02-23,25982
2020-02-24,26139
2020-02-25,26140
2020-02-26,26259
2020-02-27,26188
2020-02-28,26031
2020-02-29,25500
2020-03-01,25959
2020-03-02,26059
2020-03-03,26197
2020-03-04,26182
2020-03-05,26174
2020-03-06,26005
2020-03-07,26077
2020-03-08,26203
2020-03-09,26158
2020-03-10,26280
2020-03-11,26245
2020-03-12,26304
2020-03-13,26188
2020-03-14,26027
2020-03-15,26058
2020-03-16,26171
2020-03-17,26045
2020-03-18,25802
2020-03-19,26070
2020-03-20,26069
2020-03-21,26089
2020-03-22,26209
2020-03-23,26099
2020-03-24,26201
2020-03-25,26269
2020-03-26,26186
2020-03-27,26204
2020-03-28,26043
2020-03-29,26188
2020-03-30,26231
2020-03-31,26211
2020-04-01,26115
2020-04-02,26211
2020-04-03,26222
2020-04-04,26155
2020-04-05,26006
2020-04-06,26146
2020-04-07,26190
2020-04-08,26272
2020-04-09,26290
2020-04-10,26225
2020-04-11,26224
2020-04-12,26152
2020-04-13,26160
2020-04-14,26211
2020-04-15,26209
2020-04-16,26160
2020-04-17,26184
2020-04-18,26182
2020-04-19,26261
2020-04-20,26315
2020-04-21,26321
2020-04-22,26279
2020-04-23,26260
2020-04-24,26065
2020-04-25,26218
2020-04-26,26113
2020-04-27,26156
2020-04-28,26165
2020-04-29,26012
2020-04-30,26167
2020-05-01,26188
2020-05-02,26178
2020-05-03,26117
2020-05-04,26161
2020-05-05,26128
2020-05-06,26222
2020-05-07,26173
2020-05-08,26255
2020-05-09,26086
2020-05-10,26149
2020-05-11,26229
2020-05-12,26221
2020-05-13,26318
