date_obj,Chef's%20delight(m) price
2019-03-21,41429
2019-03-22,41278
2019-03-23,41821
2019-03-24,41821
2019-03-25,41278
2019-03-26,41278
2019-03-27,40459
2019-03-28,40459
2019-03-29,40992
2019-03-30,40992
2019-03-31,42002
2019-04-01,42002
2019-04-02,42207
2019-04-03,42207
2019-04-04,42237
2019-04-05,42237
2019-04-06,40922
2019-04-07,40922
2019-04-08,40391
2019-04-09,40391
2019-04-10,40006
2019-04-11,40006
2019-04-12,41216
2019-04-13,41216
2019-04-14,43126
2019-04-15,43126
2019-04-16,43126
2019-04-17,44242
2019-04-18,44242
2019-04-19,44242
2019-04-20,43903
2019-04-21,43903
2019-04-22,44307
2019-04-23,44307
2019-04-24,45306
2019-04-25,45306
2019-04-26,46589
2019-04-27,46589
2019-04-28,46589
2019-04-29,47783
2019-04-30,47783
2019-05-01,48653
2019-05-02,48653
2019-05-03,48970
2019-05-04,48970
2019-05-05,49349
2019-05-06,49349
2019-05-07,49077
2019-05-08,49077
2019-05-09,49077
2019-05-10,50438
2019-05-11,50438
2019-05-12,52491
2019-05-13,52491
2019-05-14,54075
2019-05-15,54075
2019-05-16,54075
2019-05-17,56219
2019-05-18,56219
2019-05-19,57788
2019-05-20,57788
2019-05-21,57788
2019-05-22,57352
2019-05-23,57352
2019-05-24,54811
2019-05-25,54811
2019-05-26,52162
2019-05-27,52162
2019-05-28,50129
2019-05-29,50129
2019-05-30,49171
2019-05-31,49171
2019-06-01,49171
2019-06-02,48076
2019-06-03,48076
2019-06-04,47221
2019-06-05,47221
2019-06-06,45839
2019-06-07,45839
2019-06-08,44312
2019-06-09,44312
2019-06-10,43511
2019-06-11,43511
2019-06-12,42820
2019-06-13,42820
2019-06-14,41507
2019-06-15,41507
2019-06-16,41507
2019-06-17,39741
2019-06-18,39741
2019-06-19,39741
2019-06-20,39092
2019-06-21,39092
2019-06-22,39092
2019-06-23,38437
2019-06-24,38437
2019-06-25,38757
2019-06-26,38757
2019-06-27,40340
2019-06-28,40340
2019-06-29,40340
2019-06-30,42087
2019-07-01,42087
2019-07-02,42087
2019-07-03,43236
2019-07-04,43236
2019-07-05,43236
2019-07-06,44007
2019-07-07,44007
2019-07-08,44968
2019-07-09,44968
2019-07-10,44778
2019-07-11,44778
2019-07-12,44778
2019-07-13,43377
2019-07-14,43377
2019-07-15,42375
2019-07-16,42375
2019-07-17,41010
2019-07-18,41010
2019-07-19,41010
2019-07-20,39355
2019-07-21,39355
2019-07-22,39169
2019-07-23,39169
2019-07-24,39056
2019-07-25,39056
2019-07-26,39056
2019-07-27,37962
2019-07-28,37962
2019-07-29,37002
2019-07-30,37002
2019-07-31,36948
2019-08-01,36948
2019-08-02,36948
2019-08-03,36983
2019-08-04,36983
2019-08-05,37452
2019-08-06,37452
2019-08-07,38179
2019-08-08,38179
2019-08-09,38179
2019-08-10,39342
2019-08-11,39342
2019-08-12,40792
2019-08-13,40792
2019-08-14,40792
2019-08-15,41515
2019-08-16,41515
2019-08-17,42077
2019-08-18,42077
2019-08-19,42670
2019-08-20,42670
2019-08-21,42670
2019-08-22,43376
2019-08-23,43376
2019-08-24,41665
2019-08-24,41665
2019-08-25,41665
2019-08-25,41665
2019-08-26,41665
2019-08-27,41134
2019-08-27,41134
2019-08-28,41134
2019-08-29,41134
2019-08-30,41130
2019-08-31,41130
2019-09-01,41269
2019-09-02,41269
2019-09-03,41269
2019-09-04,41252
2019-09-05,41252
2019-09-06,41252
2019-09-07,41455
2019-09-08,41455
2019-09-09,42758
2019-09-10,42758
2019-09-11,42758
2019-09-12,43217
2019-09-13,43217
2019-09-14,43217
2019-09-15,43964
2019-09-16,43964
2019-09-17,43964
2019-09-18,44175
2019-09-19,44175
2019-09-20,44175
2019-09-21,43292
2019-09-22,43292
2019-09-23,43292
2019-09-24,43605
2019-09-25,43605
2019-09-26,44496
2019-09-27,44496
2019-09-28,44496
2019-09-29,45487
2019-09-30,45487
2019-10-01,45487
2019-10-02,47660
2019-10-03,47660
2019-10-04,47660
2019-10-05,49255
2019-10-06,49255
2019-10-07,49947
2019-10-08,49947
2019-10-09,49947
2019-10-10,49686
2019-10-11,49686
2019-10-12,49686
2019-10-13,47330
2019-10-14,47330
2019-10-15,47330
2019-10-16,45876
2019-10-17,45876
2019-10-18,45876
2019-10-19,46509
2019-10-20,46509
2019-10-21,46509
2019-10-22,45044
2019-10-23,45044
2019-10-24,45044
2019-10-25,45779
2019-10-26,45779
2019-10-27,45215
2019-10-28,45215
2019-10-29,45215
2019-10-30,45356
2019-10-31,45356
2019-11-01,45356
2019-11-02,45254
2019-11-03,45254
2019-11-04,45254
2019-11-05,45246
2019-11-06,45246
2019-11-07,45246
2019-11-08,45591
2019-11-09,45591
2019-11-10,45591
2019-11-11,44590
2019-11-12,44590
2019-11-13,44590
2019-11-14,44590
2019-11-15,45330
2019-11-16,45330
2019-11-17,45330
2019-11-18,47408
2019-11-19,47408
2019-11-20,47408
2019-11-21,47408
2019-11-22,49556
2019-11-23,49556
2019-11-24,49556
2019-11-25,50995
2019-11-26,50995
2019-11-27,50995
2019-11-28,52774
2019-11-29,52774
2019-11-30,52774
2019-12-01,52774
2019-12-02,52956
2019-12-03,52956
2019-12-04,52956
2019-12-05,53938
2019-12-06,53938
2019-12-07,53938
2019-12-08,52329
2019-12-09,52329
2019-12-10,52329
2019-12-11,52329
2019-12-12,52280
2019-12-13,52280
2019-12-14,52280
2019-12-15,52769
2019-12-16,52769
2019-12-17,52769
2019-12-18,53034
2019-12-19,53034
2019-12-20,53034
2019-12-21,54040
2019-12-22,54040
2019-12-23,54040
2019-12-24,55223
2019-12-25,55223
2019-12-26,55223
2019-12-27,54348
2019-12-28,54348
2019-12-29,54348
2019-12-30,55170
2019-12-31,55170
2020-01-01,55170
2020-01-02,56530
2020-01-03,56530
2020-01-04,56530
2020-01-05,57330
2020-01-06,57330
2020-01-07,57330
2020-01-08,58134
2020-01-09,58134
2020-01-10,58134
2020-01-11,58707
2020-01-12,58707
2020-01-13,60200
2020-01-14,60200
2020-01-15,61891
2020-01-16,61891
2020-01-17,61891
2020-01-18,63917
2020-01-19,63917
2020-01-20,64443
2020-01-21,64443
2020-01-22,64443
2020-01-23,64479
2020-01-24,64479
2020-01-25,64479
2020-01-26,62972
2020-01-27,62972
2020-01-28,62972
2020-01-29,60238
2020-01-30,60238
2020-01-31,60238
2020-02-01,58178
2020-02-02,58178
2020-02-03,56451
2020-02-04,56451
2020-02-05,53648
2020-02-06,53648
2020-02-07,53648
2020-02-08,53015
2020-02-09,53015
2020-02-10,51798
2020-02-11,51798
2020-02-12,49248
2020-02-13,49248
2020-02-14,47514
2020-02-15,47514
2020-02-16,45921
2020-02-17,45921
2020-02-18,43750
2020-02-19,43750
2020-02-20,41675
2020-02-21,41675
2020-02-22,39591
2020-02-23,39591
2020-02-24,37612
2020-02-25,37612
2020-02-26,36179
2020-02-27,36179
2020-02-28,36140
2020-02-29,36140
2020-03-01,37287
2020-03-02,37287
2020-03-03,38270
2020-03-04,38270
2020-03-05,38270
2020-03-06,39060
2020-03-07,39060
2020-03-08,39882
2020-03-09,39882
2020-03-10,40545
2020-03-11,40545
2020-03-12,42072
2020-03-13,42072
2020-03-14,43658
2020-03-15,43658
2020-03-16,45592
2020-03-17,45592
2020-03-18,47525
2020-03-19,47525
2020-03-20,49617
2020-03-21,49617
2020-03-22,50494
2020-03-23,50494
2020-03-24,51653
2020-03-25,51653
2020-03-26,52835
2020-03-27,52835
2020-03-28,54369
2020-03-29,56295
2020-03-30,57691
2020-03-31,57691
2020-04-01,58365
2020-04-02,58365
2020-04-03,57667
2020-04-04,57569
2020-04-05,57569
2020-04-06,58028
2020-04-07,58028
2020-04-08,57983
2020-04-09,57983
2020-04-10,56945
2020-04-11,56472
2020-04-12,57481
2020-04-13,57481
2020-04-14,57038
2020-04-15,56054
2020-04-16,56054
2020-04-17,54616
2020-04-18,54976
2020-04-19,53868
2020-04-20,53868
2020-04-21,52038
2020-04-22,49696
2020-04-23,49696
2020-04-24,48203
2020-04-25,48203
2020-04-26,46701
2020-04-27,45289
2020-04-28,44766
2020-04-29,44766
2020-04-30,44945
2020-05-01,44945
2020-05-02,46199
2020-05-03,47394
2020-05-04,47394
2020-05-05,48342
2020-05-06,47774
2020-05-07,47774
2020-05-08,48436
2020-05-09,49058
2020-05-10,50384
2020-05-11,50384
2020-05-12,51282
2020-05-13,51736
