date_obj,Rune%20platebody%20(h4) price
2019-12-24,42325
2019-12-25,42325
2019-12-26,42325
2019-12-27,41922
2019-12-28,41922
2019-12-29,41922
2019-12-30,41922
2019-12-31,41136
2020-01-01,41136
2020-01-02,41136
2020-01-03,41136
2020-01-04,41136
2020-01-05,40710
2020-01-06,40710
2020-01-07,40710
2020-01-08,40729
2020-01-09,40729
2020-01-10,40729
2020-01-11,40059
2020-01-12,40059
2020-01-13,40059
2020-01-14,40059
2020-01-15,40334
2020-01-16,40334
2020-01-17,40334
2020-01-18,40334
2020-01-19,40811
2020-01-20,40811
2020-01-21,40811
2020-01-22,40811
2020-01-23,40712
2020-01-24,40712
2020-01-25,40712
2020-01-26,40712
2020-01-27,40404
2020-01-28,40404
2020-01-29,40404
2020-01-30,40404
2020-01-31,40206
2020-02-01,40206
2020-02-02,40206
2020-02-03,40206
2020-02-04,40124
2020-02-05,40124
2020-02-06,40124
2020-02-07,40124
2020-02-08,39893
2020-02-09,39893
2020-02-10,39893
2020-02-11,39893
2020-02-12,40792
2020-02-13,40792
2020-02-14,40792
2020-02-15,40792
2020-02-16,40792
2020-02-17,40236
2020-02-18,40236
2020-02-19,40236
2020-02-20,40236
2020-02-21,39792
2020-02-22,39792
2020-02-23,39792
2020-02-24,39519
2020-02-25,39519
2020-02-26,39519
2020-02-27,39519
2020-02-28,39783
2020-02-29,39783
2020-03-01,39783
2020-03-02,39783
2020-03-03,39452
2020-03-04,39452
2020-03-05,39452
2020-03-06,39452
2020-03-07,39452
2020-03-08,39654
2020-03-09,39654
2020-03-10,39654
2020-03-11,40169
2020-03-12,40169
2020-03-13,40169
2020-03-14,40169
2020-03-15,39883
2020-03-16,39883
2020-03-17,39883
2020-03-18,39883
2020-03-19,40107
2020-03-20,40107
2020-03-21,40107
2020-03-22,39846
2020-03-23,39846
2020-03-24,39846
2020-03-25,40242
2020-03-26,40242
2020-03-27,40529
2020-03-28,40529
2020-03-29,40529
2020-03-30,39241
2020-03-31,39241
2020-04-01,39241
2020-04-02,38929
2020-04-03,38929
2020-04-04,39639
2020-04-05,39639
2020-04-06,39639
2020-04-07,40139
2020-04-08,40139
2020-04-09,39338
2020-04-10,39338
2020-04-11,38706
2020-04-12,38706
2020-04-13,38706
2020-04-14,39613
2020-04-15,39613
2020-04-16,39613
2020-04-17,39662
2020-04-18,39662
2020-04-19,39518
2020-04-20,39518
2020-04-21,39518
2020-04-22,39094
2020-04-23,39094
2020-04-24,39094
2020-04-25,39094
2020-04-26,38629
2020-04-27,38629
2020-04-28,38735
2020-04-29,38735
2020-04-30,38735
2020-05-01,38761
2020-05-02,38761
2020-05-03,38786
2020-05-04,38786
2020-05-05,38786
2020-05-06,38939
2020-05-07,38939
2020-05-08,38939
2020-05-09,38992
2020-05-10,38992
2020-05-11,38992
2020-05-12,39260
2020-05-13,39260
