date_obj,Adamant%20platebody price
2019-03-16,9625
2019-03-17,9617
2019-03-18,9604
2019-03-19,9595
2019-03-20,9598
2019-03-21,9599
2019-03-22,9611
2019-03-23,9596
2019-03-24,9517
2019-03-25,9594
2019-03-26,9574
2019-03-27,9551
2019-03-28,9582
2019-03-29,9581
2019-03-30,9593
2019-03-31,9551
2019-04-01,9587
2019-04-02,9565
2019-04-03,9575
2019-04-04,9541
2019-04-05,9529
2019-04-06,9570
2019-04-07,9582
2019-04-08,9594
2019-04-09,9601
2019-04-10,9608
2019-04-11,9617
2019-04-12,9634
2019-04-13,9644
2019-04-14,9626
2019-04-15,9521
2019-04-16,9596
2019-04-17,9596
2019-04-18,9595
2019-04-19,9587
2019-04-20,9559
2019-04-21,9489
2019-04-22,9522
2019-04-23,9517
2019-04-24,9554
2019-04-25,9513
2019-04-26,9559
2019-04-27,9581
2019-04-28,9551
2019-04-29,9594
2019-04-30,9595
2019-05-01,9569
2019-05-02,9601
2019-05-03,9585
2019-05-04,9579
2019-05-05,9592
2019-05-06,9549
2019-05-07,9590
2019-05-08,9607
2019-05-09,9603
2019-05-10,9614
2019-05-11,9547
2019-05-12,9556
2019-05-13,9576
2019-05-14,9597
2019-05-15,9579
2019-05-16,9568
2019-05-17,9563
2019-05-18,9567
2019-05-19,9573
2019-05-20,9521
2019-05-21,9562
2019-05-22,9565
2019-05-23,9586
2019-05-24,9571
2019-05-25,9585
2019-05-26,9573
2019-05-27,9570
2019-05-28,9536
2019-05-29,9528
2019-05-30,9504
2019-05-31,9494
2019-06-01,9526
2019-06-02,9567
2019-06-03,9576
2019-06-04,9559
2019-06-05,9556
2019-06-06,9578
2019-06-07,9589
2019-06-08,9584
2019-06-09,9587
2019-06-10,9575
2019-06-11,9591
2019-06-12,9603
2019-06-13,9608
2019-06-14,9554
2019-06-15,9551
2019-06-16,9555
2019-06-17,9549
2019-06-18,9549
2019-06-19,9511
2019-06-20,9551
2019-06-21,9574
2019-06-22,9574
2019-06-23,9587
2019-06-24,9539
2019-06-25,9572
2019-06-26,9578
2019-06-27,9572
2019-06-28,9521
2019-06-29,9557
2019-06-30,9562
2019-07-01,9545
2019-07-02,9548
2019-07-03,9552
2019-07-04,9565
2019-07-05,9550
2019-07-06,9531
2019-07-07,9431
2019-07-08,9548
2019-07-09,9581
2019-07-10,9572
2019-07-11,9594
2019-07-12,9590
2019-07-13,9549
2019-07-14,9563
2019-07-15,9585
2019-07-16,9583
2019-07-17,9563
2019-07-18,9577
2019-07-19,9552
2019-07-20,9478
2019-07-21,9493
2019-07-22,9542
2019-07-23,9550
2019-07-24,9549
2019-07-25,9567
2019-07-26,9536
2019-07-27,9516
2019-07-28,9542
2019-07-29,9539
2019-07-30,9514
2019-07-31,9544
2019-08-01,9548
2019-08-02,9496
2019-08-03,9465
2019-08-04,9475
2019-08-05,9456
2019-08-06,9461
2019-08-07,9494
2019-08-08,9403
2019-08-09,9237
2019-08-10,9343
2019-08-11,9320
2019-08-12,9379
2019-08-13,9389
2019-08-14,9404
2019-08-15,9440
2019-08-16,9461
2019-08-17,9452
2019-08-18,9468
2019-08-19,9457
2019-08-20,9469
2019-08-21,9469
2019-08-22,9475
2019-08-23,9489
2019-08-23,9489
2019-08-24,9474
2019-08-24,9474
2019-08-25,9470
2019-08-25,9470
2019-08-26,9479
2019-08-27,9484
2019-08-27,9484
2019-08-28,9488
2019-08-29,9509
2019-08-30,9447
2019-08-31,9454
2019-09-01,9496
2019-09-02,9441
2019-09-03,9494
2019-09-04,9484
2019-09-05,9503
2019-09-06,9492
2019-09-07,9485
2019-09-08,9509
2019-09-09,9519
2019-09-10,9518
2019-09-11,9522
2019-09-12,9493
2019-09-13,9526
2019-09-14,9530
2019-09-15,9514
2019-09-16,9536
2019-09-17,9523
2019-09-18,9536
2019-09-19,9500
2019-09-20,9499
2019-09-21,9466
2019-09-22,9474
2019-09-23,9466
2019-09-24,9488
2019-09-25,9516
2019-09-26,9514
2019-09-27,9519
2019-09-28,9502
2019-09-29,9399
2019-09-30,9448
2019-10-01,9454
2019-10-02,9494
2019-10-03,9492
2019-10-04,9468
2019-10-05,9439
2019-10-06,9387
2019-10-07,9397
2019-10-08,9410
2019-10-09,9446
2019-10-10,9396
2019-10-11,9451
2019-10-12,9449
2019-10-13,9389
2019-10-14,9427
2019-10-15,9454
2019-10-16,9446
2019-10-17,9455
2019-10-18,9472
2019-10-19,9466
2019-10-20,9323
2019-10-21,9437
2019-10-22,9452
2019-10-23,9454
2019-10-24,9451
2019-10-25,9475
2019-10-26,9470
2019-10-27,9450
2019-10-28,9422
2019-10-29,9428
2019-10-30,9464
2019-10-31,9460
2019-11-01,9483
2019-11-02,9447
2019-11-03,9462
2019-11-04,9430
2019-11-05,9352
2019-11-06,9457
2019-11-07,9459
2019-11-08,9459
2019-11-09,9425
2019-11-10,9405
2019-11-11,9417
2019-11-12,9416
2019-11-13,9371
2019-11-14,9418
2019-11-15,9430
2019-11-16,9450
2019-11-17,9448
2019-11-18,9476
2019-11-19,9477
2019-11-20,9469
2019-11-21,9487
2019-11-22,9476
2019-11-23,9412
2019-11-24,9403
2019-11-25,9458
2019-11-26,9461
2019-11-27,9464
2019-11-28,9477
2019-11-29,9446
2019-11-30,9415
2019-12-01,9404
2019-12-02,9395
2019-12-03,9414
2019-12-04,9411
2019-12-05,9453
2019-12-06,9438
2019-12-07,9425
2019-12-08,9391
2019-12-09,9371
2019-12-10,9382
2019-12-11,9384
2019-12-12,9424
2019-12-13,9449
2019-12-14,9438
2019-12-15,9427
2019-12-16,9392
2019-12-17,9439
2019-12-18,9449
2019-12-19,9463
2019-12-20,9456
2019-12-21,9448
2019-12-22,9442
2019-12-23,9392
2019-12-24,9437
2019-12-25,9399
2019-12-26,9380
2019-12-27,9377
2019-12-28,9383
2019-12-29,9408
2019-12-30,9423
2019-12-31,9453
2020-01-01,9433
2020-01-02,9422
2020-01-03,9464
2020-01-04,9405
2020-01-05,9380
2020-01-06,9426
2020-01-07,9455
2020-01-08,9440
2020-01-09,9456
2020-01-10,9461
2020-01-11,9455
2020-01-12,9466
2020-01-13,9461
2020-01-14,9463
2020-01-15,9474
2020-01-16,9474
2020-01-17,9457
2020-01-18,9466
2020-01-19,9464
2020-01-20,9438
2020-01-21,9467
2020-01-22,9457
2020-01-23,9456
2020-01-24,9443
2020-01-25,9347
2020-01-26,9354
2020-01-27,9401
2020-01-28,9417
2020-01-29,9440
2020-01-30,9414
2020-01-31,9388
2020-02-01,9415
2020-02-02,9422
2020-02-03,9405
2020-02-04,9409
2020-02-05,9417
2020-02-06,9440
2020-02-07,9442
2020-02-08,9427
2020-02-09,9429
2020-02-10,9428
2020-02-11,9421
2020-02-12,9399
2020-02-13,9403
2020-02-14,9411
2020-02-15,9373
2020-02-16,9362
2020-02-17,9375
2020-02-18,9406
2020-02-19,9415
2020-02-20,9442
2020-02-21,9401
2020-02-22,9409
2020-02-23,9379
2020-02-24,9405
2020-02-25,9428
2020-02-26,9431
2020-02-27,9432
2020-02-28,9441
2020-02-29,9410
2020-03-01,9417
2020-03-02,9420
2020-03-03,9460
2020-03-04,9449
2020-03-05,9465
2020-03-06,9480
2020-03-07,9472
2020-03-08,9477
2020-03-09,9478
2020-03-10,9486
2020-03-11,9487
2020-03-12,9477
2020-03-13,9487
2020-03-14,9488
2020-03-15,9483
2020-03-16,9500
2020-03-17,9474
2020-03-18,9421
2020-03-19,9462
2020-03-20,9460
2020-03-21,9390
2020-03-22,9429
2020-03-23,9432
2020-03-24,9430
2020-03-25,9451
2020-03-26,9411
2020-03-27,9437
2020-03-28,9458
2020-03-29,9468
2020-03-30,9487
2020-03-31,9481
2020-04-01,9488
2020-04-02,9494
2020-04-03,9492
2020-04-04,9487
2020-04-05,9469
2020-04-06,9474
2020-04-07,9488
2020-04-08,9481
2020-04-09,9465
2020-04-10,9457
2020-04-11,9436
2020-04-12,9399
2020-04-13,9423
2020-04-14,9445
2020-04-15,9453
2020-04-16,9441
2020-04-17,9393
2020-04-18,9447
2020-04-19,9446
2020-04-20,9472
2020-04-21,9475
2020-04-22,9486
2020-04-23,9486
2020-04-24,9493
2020-04-25,9503
2020-04-26,9504
2020-04-27,9513
2020-04-28,9513
2020-04-29,9515
2020-04-30,9512
2020-05-01,9510
2020-05-02,9488
2020-05-03,9468
2020-05-04,9495
2020-05-05,9491
2020-05-06,9510
2020-05-07,9508
2020-05-08,9501
2020-05-09,9503
2020-05-10,9466
2020-05-11,9473
2020-05-12,9471
2020-05-13,9504
