date_obj,Black%20d'hide%20chaps%20(t) price
2015-11-02,195237
2015-11-03,195237
2015-11-04,197390
2015-11-05,197817
2015-11-06,197817
2015-11-07,200447
2015-11-08,200447
2015-11-09,199959
2015-11-10,199959
2015-11-11,200632
2015-11-12,200632
2015-11-13,206184
2015-11-14,206184
2015-11-15,210857
2015-11-16,210857
2015-11-17,213542
2015-11-18,213542
2015-11-19,214677
2015-11-20,214677
2015-11-21,214922
2015-11-22,216919
2015-11-23,216919
2015-11-24,218685
2015-11-25,222960
2015-11-26,222960
2015-11-27,228831
2015-11-28,228831
2015-11-29,231891
2015-11-30,235785
2015-12-01,235785
2015-12-02,247196
2015-12-03,247196
2015-12-04,256778
2015-12-05,256778
2015-12-06,266524
2015-12-07,266524
2015-12-08,262424
2015-12-09,260990
2015-12-10,260990
2015-12-11,260720
2015-12-12,260720
2015-12-13,256236
2015-12-14,256236
2015-12-15,251354
2015-12-16,251354
2015-12-17,246042
2015-12-18,239059
2015-12-19,239059
2015-12-20,237135
2015-12-21,237135
2015-12-22,235868
2015-12-23,235868
2015-12-24,234375
2015-12-25,234375
2015-12-26,234508
2015-12-27,235120
2015-12-28,235120
2015-12-29,234882
2015-12-30,234866
2015-12-31,234866
2016-01-01,234851
2016-01-02,234851
2016-01-03,230877
2016-01-04,228342
2016-01-05,228342
2016-01-06,226703
2016-01-07,226703
2016-01-08,224177
2016-01-09,224177
2016-01-10,222921
2016-01-11,222921
2016-01-12,222030
2016-01-13,222030
2016-01-14,221700
2016-01-15,221700
2016-01-16,222185
2016-01-17,222185
2016-01-18,221811
2016-01-19,221811
2016-01-20,219859
2016-01-21,219859
2016-01-22,215873
2016-01-23,215873
2016-01-24,207428
2016-01-25,200508
2016-01-26,200508
2016-01-27,197766
2016-01-28,197766
2016-01-29,197127
2016-01-30,197127
2016-01-31,195559
2016-02-01,198122
2016-02-02,198122
2016-02-03,199446
2016-02-04,199446
2016-02-05,193599
2016-02-06,197495
2016-02-07,197495
2016-02-08,206115
2016-02-09,206115
2016-02-10,206314
2016-02-11,206314
2016-02-12,206086
2016-02-13,200322
2016-02-14,200322
2016-02-15,198078
2016-02-16,198078
2016-02-17,198604
2016-02-18,198604
2016-02-19,199727
2016-02-20,199727
2016-02-21,198196
2016-02-22,198196
2016-02-23,195875
2016-02-24,195875
2016-02-25,193661
2016-02-26,193661
2016-02-27,188545
2016-02-28,188545
2016-02-29,186261
2016-03-01,184901
2016-03-02,184901
2016-03-03,186843
2016-03-04,186843
2016-03-05,187378
2016-03-06,187320
2016-03-07,187320
2016-03-08,185661
2016-03-09,187548
2016-03-10,186414
2016-03-11,186414
2016-03-12,187472
2016-03-13,187472
2016-03-14,188766
2016-03-15,190248
2016-03-16,184720
2016-03-17,184720
2016-03-18,181521
2016-03-19,181521
2016-03-20,176754
2016-03-21,176754
2016-03-22,171741
2016-03-23,175711
2016-03-24,175711
2016-03-25,180004
2016-03-26,182381
2016-03-27,182381
2016-03-28,182308
2016-03-29,181952
2016-03-30,181952
2016-03-31,182937
2016-04-01,182937
2016-04-02,182395
2016-04-03,182395
2016-04-04,180395
2016-04-05,180395
2016-04-06,178047
2016-04-07,178047
2016-04-08,173807
2016-04-09,174734
2016-04-10,173234
2016-04-11,173234
2016-04-12,166538
2016-04-13,158962
2016-04-14,158962
2016-04-15,155341
2016-04-16,155003
2016-04-17,153152
2016-04-18,151822
2016-04-19,151822
2016-04-20,148634
2016-04-21,154726
2016-04-22,154726
2016-04-23,161472
2016-04-24,168920
2016-04-25,171889
2016-04-26,171889
2016-04-27,175353
2016-04-28,175353
2016-04-29,173646
2016-04-30,177513
2016-05-01,177513
2016-05-02,184917
2016-05-03,187948
2016-05-04,187948
2016-05-05,189229
2016-05-06,189229
2016-05-07,187724
2016-05-08,187724
2016-05-09,185164
2016-05-10,176318
2016-05-11,176318
2016-05-12,169085
2016-05-13,167267
2016-05-14,165530
2016-05-15,166490
2016-05-16,166490
2016-05-17,173645
2016-05-18,173269
2016-05-19,173269
2016-05-22,173207
2016-05-23,169098
2016-05-24,168159
2016-05-25,165420
2016-05-26,157725
2016-05-27,152339
2016-05-28,152339
2016-05-29,148640
2016-05-30,148640
2016-05-31,146474
2016-06-01,143517
2016-06-02,145652
2016-06-03,145652
2016-06-04,147921
2016-06-05,147921
2016-06-06,155312
2016-06-07,155312
2016-06-08,162509
2016-06-09,167609
2016-06-10,171257
2016-06-11,174386
2016-06-12,174628
2016-06-13,174628
2016-06-14,173522
2016-06-15,173522
2016-06-16,173724
2016-06-17,174370
2016-06-18,174370
2016-06-19,169506
2016-06-20,169506
2016-06-21,162788
2016-06-22,154648
2016-06-23,149660
2016-06-24,149660
2016-06-25,147845
2016-06-26,147845
2016-06-27,148216
2016-06-28,147170
2016-06-29,147170
2016-06-30,147118
2016-07-01,149000
2016-07-02,149000
2016-07-03,151221
2016-07-04,151917
2016-07-05,151917
2016-07-06,151455
2016-07-07,151455
2016-07-08,152752
2016-07-09,156763
2016-07-10,161837
2016-07-11,166116
2016-07-12,166116
2016-07-13,166493
2016-07-14,167518
2016-07-15,166386
2016-07-16,166916
2016-07-17,166916
2016-07-18,166491
2016-07-23,160003
2016-07-24,158443
2016-07-25,158443
2016-07-26,158459
2016-07-27,158623
2016-07-28,158623
2016-07-29,157890
2016-07-30,160260
2016-07-31,160260
2016-08-01,163184
2016-08-02,162746
2016-08-03,163296
2016-08-04,163296
2016-08-05,165635
2016-08-06,169395
2016-08-07,173361
2016-08-08,173361
2016-08-09,181819
2016-08-10,181819
2016-08-11,183420
2016-08-12,183420
2016-08-13,183831
2016-08-14,183831
2016-08-15,189468
2016-08-16,189434
2016-08-17,189434
2016-08-18,181151
2016-08-19,181151
2016-08-20,172093
2016-08-21,172093
2016-08-22,165942
2016-08-23,159397
2016-08-24,159397
2016-08-25,162292
2016-08-26,162292
2016-08-28,164835
2016-08-31,156166
2016-09-01,154232
2016-09-02,154232
2016-09-03,155658
2016-09-04,161081
2016-09-05,167248
2016-09-06,167248
2016-09-07,171885
2016-09-08,171885
2016-09-09,172311
2016-09-10,172311
2016-09-11,172708
2016-09-12,172708
2016-09-13,176931
2016-09-14,176931
2016-09-15,180386
2016-09-16,180386
2016-09-17,180237
2016-09-18,180237
2016-09-19,177392
2016-09-20,177392
2016-09-21,177633
2016-09-22,175770
2016-09-23,178744
2016-09-24,178744
2016-09-25,176953
2016-09-26,176953
2016-09-27,176293
2016-09-28,175885
2016-09-29,175885
2016-09-30,172431
2016-10-01,172431
2016-10-02,165544
2016-10-03,165544
2016-10-04,158036
2016-10-05,158036
2016-10-06,154433
2016-10-07,154433
2016-10-08,151337
2016-10-09,151337
2016-10-10,148286
2016-10-11,148716
2016-10-12,148716
2016-10-13,151811
2016-10-14,159091
2016-10-15,159091
2016-10-16,164568
2016-10-17,168037
2016-10-18,168037
2016-10-19,172464
2016-10-20,172464
2016-10-21,178724
2016-10-22,178724
2016-10-23,184412
2016-10-24,184412
2016-10-25,184768
2016-10-26,182987
2016-10-27,182987
2016-10-28,180312
2016-10-29,180312
2016-10-30,176442
2016-10-31,181488
2016-11-01,181488
2016-11-02,186170
2016-11-03,186170
2016-11-04,190371
2016-11-05,190371
2016-11-06,189750
2016-11-07,189750
2016-11-08,188973
2016-11-09,188973
2016-11-10,189400
2016-11-11,189400
2016-11-12,188895
2016-11-13,188895
2016-11-14,188210
2016-11-15,188210
2016-12-07,171091
2016-12-08,167584
2016-12-09,167584
2016-12-10,170935
2016-12-11,176019
2016-12-12,176019
2016-12-13,174398
2016-12-14,174949
2016-12-15,174949
2016-12-16,175234
2016-12-17,177668
2016-12-18,177668
2016-12-19,182818
2016-12-20,185707
2016-12-21,185210
2016-12-22,185210
2016-12-23,187900
2016-12-24,187900
2016-12-25,184840
2016-12-26,184840
2016-12-27,184444
2016-12-28,184444
2016-12-29,181917
2016-12-30,181917
2016-12-31,181051
2017-01-01,181051
2017-01-02,180559
2017-01-03,180559
2017-01-04,179033
2017-01-05,179033
2017-01-06,176750
2017-01-07,176258
2017-01-08,180348
2017-01-09,184039
2017-01-10,184039
2017-01-11,185438
2017-01-12,187636
2017-01-13,187636
2017-01-14,189926
2017-01-15,192300
2017-01-16,193549
2017-01-17,193992
2017-01-18,194084
2017-01-19,194084
2017-01-20,192612
2017-01-21,192839
2017-01-22,192839
2017-01-23,190877
2017-01-27,196974
2017-01-28,197147
2017-01-29,197743
2017-01-30,197743
2017-01-31,196701
2017-02-01,198737
2017-02-02,198737
2017-02-03,198848
2017-02-04,201554
2017-02-05,201554
2017-02-06,199374
2017-02-07,199374
2017-02-08,199525
2017-02-09,199525
2017-02-10,199816
2017-02-11,200963
2017-02-12,200963
2017-02-13,197778
2017-02-14,197090
2017-02-15,197090
2017-02-16,197067
2017-02-18,198448
2017-02-19,197362
2017-02-20,197362
2017-02-21,196693
2017-02-22,196693
2017-02-23,194496
2017-02-24,194496
2017-02-25,192057
2017-02-26,188755
2017-02-27,185342
2017-02-28,185123
2017-03-01,183717
2017-03-02,181728
2017-03-03,181728
2017-03-04,182916
2017-03-05,181287
2017-03-06,183567
2017-03-07,183380
2017-03-08,183380
2017-03-09,182748
2017-03-10,180942
2017-03-11,180139
2017-03-12,180205
2017-03-13,177981
2017-03-14,175013
2017-03-15,172869
2017-03-16,169584
2017-03-17,169584
2017-03-18,166553
2017-03-19,166099
2017-03-20,165175
2017-03-21,163969
2017-03-22,164261
2017-03-23,162207
2017-03-24,161944
2017-03-25,161944
2017-03-26,161723
2017-03-27,163801
2017-03-28,162588
2017-03-29,164412
2017-03-30,163553
2017-03-31,163641
2017-04-01,164328
2017-04-02,164328
2017-04-03,164986
2017-04-04,163384
2017-04-12,172489
2017-04-13,172729
2017-04-14,173230
2017-04-15,174133
2017-04-16,173625
2017-04-17,173745
2017-04-18,173745
2017-04-19,175697
2017-04-20,175697
2017-04-21,178158
2017-04-22,178158
2017-04-23,179348
2017-04-24,181954
2017-04-25,184805
2017-04-26,184805
2017-04-27,180977
2017-04-28,180657
2017-04-29,182934
2017-04-30,184477
2017-05-01,184477
2017-05-02,184076
2017-05-03,184076
2017-05-04,185044
2017-05-05,190535
2017-05-06,190535
2017-05-07,191048
2017-05-08,191048
2017-05-09,192006
2017-05-10,192006
2017-05-11,184279
2017-05-12,184685
2017-05-13,183533
2017-05-14,183533
2017-05-15,184567
2017-05-16,183308
2017-05-17,183308
2017-05-18,182349
2017-05-19,182349
2017-05-20,181784
2017-05-21,181784
2017-05-22,176944
2017-05-23,176944
2017-05-24,176458
2017-05-25,176458
2017-05-26,177240
2017-05-27,177605
2017-05-28,177605
2017-05-29,176205
2017-05-30,174662
2017-05-31,176910
2017-06-01,175578
2017-06-02,173842
2017-06-03,173842
2017-06-04,171715
2017-06-05,171715
2017-06-06,174058
2017-06-07,174285
2017-06-08,174285
2017-06-09,174977
2017-06-10,174429
2017-06-11,172196
2017-06-12,172196
2017-06-13,171884
2017-06-14,170782
2017-06-15,170782
2017-06-16,170678
2017-06-17,170678
2017-06-18,165541
2017-06-19,165541
2017-06-20,163013
2017-06-21,162586
2017-06-22,162586
2017-06-23,160838
2017-06-24,161191
2017-06-25,161191
2017-06-26,162008
2017-06-27,163487
2017-06-28,163487
2017-06-29,162958
2017-06-30,162958
2017-07-01,163969
2017-07-02,163969
2017-07-03,166808
2017-07-04,171479
2017-07-05,171479
2017-07-06,177653
2017-07-07,177653
2017-07-08,178857
2017-07-13,187646
2017-07-14,187102
2017-07-15,187102
2017-07-16,179135
2017-07-17,179723
2017-07-18,179723
2017-07-19,178972
2017-07-20,182022
2017-07-21,182022
2017-07-22,184616
2017-07-23,184455
2017-07-24,184455
2017-07-25,186362
2017-07-26,186297
2017-07-27,188378
2017-07-28,188378
2017-07-29,188907
2017-07-30,186851
2017-07-31,186851
2017-08-01,186521
2017-08-02,185663
2017-08-03,185391
2017-08-04,185391
2017-08-05,184198
2017-08-06,184198
2017-08-07,183292
2017-08-08,178938
2017-08-09,178341
2017-08-10,180093
2017-08-11,182646
2017-08-12,182003
2017-08-13,182003
2017-08-14,181864
2017-08-15,180740
2017-08-16,178094
2017-08-17,178026
2017-08-18,178026
2017-08-19,179542
2017-08-20,180502
2017-08-21,180857
2017-08-22,178740
2017-08-23,179114
2017-08-24,179114
2017-08-25,179917
2017-08-26,180322
2017-08-27,181648
2017-08-28,181648
2017-08-29,182648
2017-08-30,183719
2017-08-31,183719
2017-09-01,185451
2017-09-02,184404
2017-09-03,184404
2017-09-04,185283
2017-09-05,185911
2017-09-06,182253
2017-09-07,180386
2017-09-08,180386
2017-09-09,180924
2017-09-10,179548
2017-09-11,179548
2017-09-12,179376
2017-09-13,179438
2017-09-14,176964
2017-09-15,176964
2017-09-16,174583
2017-09-17,173939
2017-09-18,172153
2017-09-19,172153
2017-09-20,171196
2017-09-22,172650
2017-09-23,172650
2017-09-24,174152
2017-09-25,175291
2017-09-26,177981
2017-09-27,177981
2017-09-28,182266
2017-09-29,181337
2017-09-30,182527
2017-10-01,184613
2017-10-02,185255
2017-10-03,185255
2017-10-04,182801
2017-10-05,181994
2017-10-06,179084
2017-10-07,178222
2017-10-08,175201
2017-10-09,171526
2017-10-10,169709
2017-10-11,169709
2017-10-12,168927
2017-10-13,164957
2017-10-14,157402
2017-10-15,157402
2017-10-16,155121
2017-10-17,155121
2017-10-18,151698
2017-10-19,151813
2017-10-20,151813
2017-10-21,152066
2017-10-22,152842
2017-10-23,153054
2017-10-24,153054
2017-10-25,153619
2017-10-26,152702
2017-10-27,150754
2017-10-28,150754
2017-10-29,147117
2017-10-30,146457
2017-10-31,147338
2017-11-01,147338
2017-11-02,146577
2017-11-03,146577
2017-11-04,148304
2017-11-05,148304
2017-11-06,152311
2017-11-07,152311
2017-11-08,154686
2017-11-09,155482
2017-11-10,155482
2017-11-11,153861
2017-11-12,151423
2017-11-13,148478
2017-11-14,148478
2017-11-15,145896
2017-11-16,144735
2017-11-17,143381
2017-11-18,143381
2017-11-19,142308
2017-11-20,141158
2017-11-21,141885
2017-11-22,141885
2017-11-23,142106
2017-11-24,138209
2017-11-25,134555
2017-11-26,132371
2017-11-27,132371
2017-11-28,129307
2017-11-29,129317
2017-11-30,129491
2017-12-01,132794
2017-12-02,132794
2017-12-03,137229
2017-12-04,137229
2017-12-05,138039
2017-12-06,138616
2017-12-07,138634
2017-12-08,138634
2017-12-09,139003
2017-12-10,135889
2017-12-11,137841
2017-12-12,136527
2017-12-13,136527
2017-12-14,137604
2017-12-15,139701
2017-12-16,139701
2017-12-17,145291
2017-12-18,144879
2017-12-19,144879
2017-12-20,144247
2017-12-21,144289
2017-12-22,144355
2017-12-23,139813
2017-12-24,135542
2017-12-25,135542
2017-12-26,135827
2017-12-27,136547
2017-12-28,136547
2017-12-29,137221
2017-12-30,138715
2017-12-31,138715
2018-01-01,136676
2018-01-02,135665
2018-01-03,140131
2018-01-04,140131
2018-01-05,137000
2018-01-06,135481
2018-01-07,136205
2018-01-08,134486
2018-01-09,131928
2018-01-10,131928
2018-01-11,127906
2018-01-12,125888
2018-01-13,124851
2018-01-14,123716
2018-01-15,122638
2018-01-16,124700
2018-01-17,123972
2018-01-18,123483
2018-01-19,123483
2018-01-20,123436
2018-01-21,123121
2018-01-22,122479
2018-01-23,122906
2018-01-24,122997
2018-01-25,122997
2018-01-26,124952
2018-01-27,125767
2018-01-28,126967
2018-01-29,127896
2018-01-30,129740
2018-01-31,132015
2018-02-01,135767
2018-02-02,139895
2018-02-03,143143
2018-02-04,145134
2018-02-05,145134
2018-02-06,149947
2018-02-07,153576
2018-02-08,153576
2018-02-09,156562
2018-02-10,156562
2018-02-11,157292
2018-02-12,156428
2018-02-13,156569
2018-02-14,155646
2018-02-15,153198
2018-02-16,149958
2018-02-17,143735
2018-02-18,140473
2018-02-19,135837
2018-02-20,135837
2018-02-21,129350
2018-02-22,126581
2018-02-23,126481
2018-02-24,126481
2018-02-25,131403
2018-02-26,135062
2018-02-27,134331
2018-02-28,134331
2018-03-01,138362
2018-03-02,136528
2018-03-03,137025
2018-03-04,137025
2018-03-05,138087
2018-03-06,139146
2018-03-07,133065
2018-03-08,127219
2018-03-09,128320
2018-03-10,128387
2018-03-11,127001
2018-03-12,127686
2018-03-13,127296
2018-03-14,129189
2018-03-15,129189
2018-03-16,129036
2018-03-17,130436
2018-03-18,130413
2018-03-20,129273
2018-03-21,129273
2018-03-22,130174
2018-03-23,130174
2018-03-24,129176
2018-03-25,126376
2018-03-26,127119
2018-03-27,127051
2018-03-28,127051
2018-03-29,126885
2018-03-30,126885
2018-03-31,129406
2018-04-01,130160
2018-04-02,130911
2018-04-03,132541
2018-04-04,132753
2018-04-05,132753
2018-04-06,132842
2018-04-07,132842
2018-04-08,133925
2018-04-09,134728
2018-04-10,134728
2018-04-11,135634
2018-04-12,133047
2018-04-13,133047
2018-04-14,131449
2018-04-15,131305
2018-04-16,131305
2018-04-17,127838
2018-04-18,127838
2018-04-19,124748
2018-04-20,125834
2018-04-21,125623
2018-04-22,125623
2018-04-23,125026
2018-04-24,124397
2018-04-25,123326
2018-04-26,123326
2018-04-27,122433
2018-04-28,122430
2018-04-29,122318
2018-04-30,123106
2018-05-01,124437
2018-05-02,124437
2018-05-03,126282
2018-05-04,126282
2018-05-05,126288
2018-05-06,126288
2018-05-07,126455
2018-05-08,126455
2018-05-09,127226
2018-05-10,125453
2018-05-11,125453
2018-05-12,126060
2018-05-13,126060
2018-05-14,124354
2018-05-15,124354
2018-05-16,122570
2018-05-17,122570
2018-05-18,121122
2018-05-19,120708
2018-05-20,121483
2018-05-21,120105
2018-05-22,120105
2018-05-23,117829
2018-05-24,117844
2018-05-25,117844
2018-05-26,115050
2018-05-27,115050
2018-05-28,114237
2018-05-29,110601
2018-05-30,110013
2018-05-31,108957
2018-06-01,108976
2018-06-02,112004
2018-06-03,112004
2018-06-04,116428
2018-06-05,118469
2018-06-06,118280
2018-06-07,118280
2018-06-08,119666
2018-06-09,119666
2018-06-10,117708
2018-06-11,114449
2018-06-12,110785
2018-06-13,107271
2018-06-14,102127
2018-06-15,97506
2018-06-16,94199
2018-06-17,90382
2018-06-18,90386
2018-06-19,90259
2018-06-20,90259
2018-06-21,90374
2018-06-22,90292
2018-06-23,90292
2018-06-24,90500
2018-06-25,91631
2018-06-26,91631
2018-06-27,91583
2018-06-28,91118
2018-06-29,92585
2018-06-30,92585
2018-07-01,94962
2018-07-02,94962
2018-07-03,97540
2018-07-04,97540
2018-07-05,96440
2018-07-06,95794
2018-07-07,96935
2018-07-08,96935
2018-07-09,96393
2018-07-10,96612
2018-07-11,99984
2018-07-12,99124
2018-07-13,99932
2018-07-14,100845
2018-07-15,100845
2018-07-16,100788
2018-07-17,100250
2018-07-18,101784
2018-07-19,101784
2018-07-20,102414
2018-07-21,101013
2018-07-22,102120
2018-07-23,104212
2018-07-24,104689
2018-07-25,104689
2018-07-26,104119
2018-07-27,104148
2018-07-28,105471
2018-07-29,106411
2018-07-30,110669
2018-07-31,113280
2018-08-01,113280
2018-08-02,111586
2018-08-03,109666
2018-08-04,109446
2018-08-05,106582
2018-08-06,106935
2018-08-07,108729
2018-08-08,110739
2018-08-09,110739
2018-08-10,109757
2018-08-11,109905
2018-08-12,111649
2018-08-14,112597
2018-08-16,113242
2018-08-17,114109
2018-08-18,114109
2018-08-19,115349
2018-08-20,115699
2018-08-21,115699
2018-08-22,115498
2018-08-23,116866
2018-08-24,117080
2018-08-25,117048
2018-08-26,117048
2018-08-27,116744
2018-08-28,117620
2018-08-29,121022
2018-08-30,122045
2018-08-31,122060
2018-09-01,122848
2018-09-02,123160
2018-09-03,124137
2018-09-04,125902
2018-09-05,126944
2018-09-06,126944
2018-09-07,127886
2018-09-08,130479
2018-09-09,130479
2018-09-10,131684
2018-09-11,131684
2018-09-12,134656
2018-09-13,131763
2018-09-14,131480
2018-09-15,130268
2018-09-16,130268
2018-09-17,131045
2018-09-18,130778
2018-09-19,133029
2018-09-20,132220
2018-09-21,132220
2018-09-22,132705
2018-09-23,130532
2018-09-24,129051
2018-09-25,129051
2018-09-26,131159
2018-09-27,136903
2018-09-28,138128
2018-09-29,138128
2018-09-30,135563
2018-10-01,136294
2018-10-02,141031
2018-10-03,147196
2018-10-04,147196
2018-10-05,151095
2018-10-06,149446
2018-10-07,149446
2018-10-08,148293
2018-10-09,148194
2018-10-10,148053
2018-10-11,146671
2018-10-12,146671
2018-10-13,145909
2018-10-14,142256
2018-10-15,142081
2018-10-16,137422
2018-10-17,135578
2018-10-18,134763
2018-10-19,132955
2018-10-20,132955
2018-10-21,129774
2018-10-22,129009
2018-10-23,129009
2018-10-24,129284
2018-10-25,128100
2018-10-26,126915
2018-10-27,126249
2018-10-28,129923
2018-10-29,129923
2018-10-30,132634
2018-10-31,135077
2018-11-01,137237
2018-11-03,141509
2018-11-04,145624
2018-11-05,148445
2018-11-06,148010
2018-11-07,150159
2018-11-08,149516
2018-11-09,151174
2018-11-10,153153
2018-11-11,153943
2018-11-12,154563
2018-11-13,155967
2018-11-15,163817
2018-11-16,171946
2018-11-17,179928
2018-11-18,187005
2018-11-19,191554
2018-11-20,194657
2018-11-21,200645
2018-11-22,204485
2018-11-23,206104
2018-11-24,206236
2018-11-25,199073
2018-11-26,196062
2018-11-27,193854
2018-11-28,197545
2018-11-29,196449
2018-12-01,197668
2018-12-02,194880
2018-12-03,192764
2018-12-04,188198
2018-12-05,188069
2018-12-07,181872
2018-12-09,185840
2018-12-10,181765
2018-12-11,175623
2018-12-12,171215
2018-12-13,173863
2018-12-14,173611
2018-12-15,172351
2018-12-16,168880
2018-12-17,162739
2018-12-18,157784
2018-12-19,152214
2018-12-20,146376
2018-12-21,147708
2018-12-22,148741
2018-12-23,151379
2018-12-24,154350
2018-12-25,155861
2018-12-26,159844
2018-12-27,161070
2018-12-28,166846
2018-12-29,170637
2018-12-30,174812
2018-12-31,174652
2019-01-01,172320
2019-01-02,170956
2019-01-03,170708
2019-01-04,175509
2019-01-05,176709
2019-01-06,175846
2019-01-08,178287
2019-01-10,169491
2019-01-11,163409
2019-01-12,155739
2019-01-13,148246
2019-01-14,140833
2019-01-15,134683
2019-01-16,128363
2019-01-17,124702
2019-01-18,121934
2019-01-19,119986
2019-01-20,119351
2019-01-21,117414
2019-01-22,119411
2019-01-23,124349
2019-01-24,127546
2019-01-25,128406
2019-01-26,128726
2019-01-27,127799
2019-01-28,129290
2019-01-29,132274
2019-01-30,133239
2019-01-31,136489
2019-02-01,134298
2019-02-02,129916
2019-02-03,131136
2019-02-04,135178
2019-02-05,138481
2019-02-06,140197
2019-02-07,141274
2019-02-08,144865
2019-02-09,145625
2019-02-10,145424
2019-02-11,145821
2019-02-12,144983
2019-02-13,142900
2019-02-14,142900
2019-02-15,139816
2019-02-16,140046
2019-02-17,141942
2019-02-18,138547
2019-02-19,137464
2019-02-20,135633
2019-02-21,135601
2019-02-22,136951
2019-02-23,139087
2019-02-24,143218
2019-02-25,146407
2019-02-26,147963
2019-02-27,149607
2019-02-28,150503
2019-03-01,151847
2019-03-02,153881
2019-03-03,152862
2019-03-04,152386
2019-03-05,151326
2019-03-06,149850
2019-03-07,146697
2019-03-08,146697
2019-03-09,142393
2019-03-10,137482
2019-03-11,134261
2019-03-12,133735
2019-03-13,133608
2019-03-14,133383
2019-03-15,132878
2019-03-16,132274
2019-03-17,132245
2019-03-18,134142
2019-03-19,134700
2019-03-20,137740
2019-03-21,139903
