date_obj,Topaz%20amulet price
2017-05-20,1308
2017-05-21,1308
2017-05-22,1308
2017-05-23,1308
2017-05-24,1308
2017-05-25,1308
2017-05-26,1308
2017-05-27,1308
2017-05-28,1308
2017-05-29,1308
2017-05-30,1308
2017-05-31,1308
2017-06-01,1308
2017-06-02,1300
2017-06-03,1300
2017-06-06,1300
2017-06-07,1300
2017-06-08,1300
2017-06-09,1300
2017-06-10,1300
2017-06-11,1300
2017-06-12,1300
2017-06-13,1300
2017-06-14,1300
2017-06-15,1300
2017-06-16,1300
2017-06-17,1300
2017-06-18,1300
2017-06-19,1300
2017-06-20,1311
2017-06-21,1311
2017-06-22,1311
2017-06-23,1311
2017-06-24,1311
2017-06-25,1311
2017-06-26,1311
2017-06-27,1311
2017-06-28,1311
2017-06-29,1311
2017-06-30,1311
2017-07-01,1311
2017-07-02,1311
2017-07-03,1311
2017-07-04,1311
2017-07-05,1311
2017-07-06,1311
2017-07-07,1311
2017-07-08,1311
2017-07-13,1334
2017-07-14,1334
2017-07-15,1334
2017-07-16,1334
2017-07-17,1334
2017-07-18,1334
2017-07-19,1334
2017-07-20,1334
2017-07-21,1334
2017-07-22,1334
2017-07-23,1334
2017-07-24,1334
2017-07-25,1334
2017-07-26,1334
2017-07-27,1334
2017-07-28,1397
2017-07-29,1397
2017-07-30,1397
2017-07-31,1397
2017-08-01,1397
2017-08-02,1397
2017-08-03,1397
2017-08-04,1397
2017-08-05,1397
2017-08-06,1397
2017-08-09,1397
2017-08-10,1463
2017-08-11,1463
2017-08-12,1463
2017-08-13,1463
2017-08-14,1463
2017-08-15,1463
2017-08-16,1463
2017-08-17,1463
2017-08-18,1463
2017-08-19,1463
2017-08-20,1463
2017-08-21,1463
2017-08-22,1463
2017-08-23,1463
2017-08-24,1463
2017-08-25,1463
2017-08-26,1463
2017-08-27,1535
2017-08-28,1535
2017-08-29,1535
2017-08-30,1535
2017-08-31,1535
2017-09-01,1535
2017-09-02,1535
2017-09-03,1535
2017-09-04,1535
2017-09-05,1535
2017-09-06,1535
2017-09-07,1535
2017-09-08,1535
2017-09-09,1535
2017-09-10,1535
2017-09-11,1607
2017-09-12,1607
2017-09-13,1607
2017-09-14,1607
2017-09-15,1607
2017-09-16,1607
2017-09-17,1607
2017-09-19,1607
2017-09-20,1607
2017-09-21,1607
2017-09-22,1607
2017-09-23,1607
2017-09-24,1607
2017-09-25,1607
2017-09-26,1607
2017-09-27,1607
2017-09-28,1683
2017-09-29,1683
2017-09-30,1683
2017-10-01,1683
2017-10-02,1683
2017-10-03,1683
2017-10-04,1683
2017-10-05,1683
2017-10-06,1683
2017-10-07,1683
2017-10-08,1683
2017-10-09,1683
2017-10-10,1683
2017-10-11,1683
2017-10-12,1683
2017-10-13,1683
2017-10-14,1683
2017-10-15,1683
2017-10-16,1762
2017-10-17,1762
2017-10-18,1762
2017-10-19,1762
2017-10-20,1762
2017-10-21,1762
2017-10-22,1762
2017-10-23,1762
2017-10-24,1762
2017-10-25,1762
2017-10-26,1762
2017-10-27,1762
2017-10-28,1762
2017-10-29,1762
2017-10-30,1762
2017-10-31,1762
2017-11-01,1762
2017-11-02,1762
2017-11-03,1762
2017-11-04,1843
2017-11-05,1843
2017-11-06,1843
2017-11-07,1843
2017-11-08,1843
2017-11-09,1843
2017-11-10,1843
2017-11-11,1843
2017-11-12,1843
2017-11-13,1843
2017-11-14,1843
2017-11-15,1843
2017-11-16,1843
2017-11-17,1843
2017-11-18,1843
2017-11-19,1843
2017-11-20,1843
2017-11-21,1843
2017-11-22,1843
2017-11-23,1843
2017-11-24,1932
2017-11-25,1932
2017-11-26,1932
2017-11-27,1932
2017-11-28,1932
2017-11-29,1932
2017-11-30,1932
2017-12-01,1932
2017-12-02,1932
2017-12-03,2024
2017-12-04,2024
2017-12-05,2024
2017-12-06,2024
2017-12-07,2024
2017-12-08,2024
2017-12-09,2024
2017-12-10,2024
2017-12-11,2024
2017-12-12,2024
2017-12-13,2024
2017-12-14,2024
2017-12-15,2024
2017-12-16,2024
2017-12-17,2111
2017-12-18,2111
2017-12-19,2111
2017-12-20,2111
2017-12-21,2111
2017-12-22,2111
2017-12-23,2111
2017-12-24,2111
2017-12-25,2111
2017-12-26,2111
2017-12-27,2111
2017-12-28,2111
2017-12-29,2111
2017-12-30,2111
2017-12-31,2111
2018-01-01,2111
2018-01-02,2111
2018-01-03,2204
2018-01-04,2204
2018-01-05,2204
2018-01-06,2204
2018-01-07,2204
2018-01-08,2204
2018-01-09,2204
2018-01-10,2204
2018-01-11,2204
2018-01-12,2204
2018-01-13,2204
2018-01-14,2204
2018-01-15,2204
2018-01-16,2204
2018-01-17,2204
2018-01-18,2204
2018-01-19,2204
2018-01-20,2204
2018-01-21,2302
2018-01-22,2302
2018-01-23,2302
2018-01-24,2302
2018-01-25,2302
2018-01-26,2302
2018-01-27,2302
2018-01-28,2302
2018-01-29,2302
2018-01-30,2302
2018-02-01,2402
2018-02-02,2402
2018-02-03,2402
2018-02-04,2402
2018-02-05,2402
2018-02-06,2402
2018-02-07,2402
2018-02-08,2402
2018-02-09,2402
2018-02-10,2402
2018-02-11,2514
2018-02-12,2514
2018-02-13,2514
2018-02-14,2514
2018-02-15,2514
2018-02-16,2514
2018-02-17,2632
2018-02-18,2632
2018-02-19,2632
2018-02-20,2760
2018-02-21,2760
2018-02-22,2760
2018-02-23,2760
2018-02-24,2760
2018-02-25,2760
2018-02-26,2760
2018-02-27,2760
2018-02-28,2760
2018-03-01,2882
2018-03-02,2882
2018-03-03,2882
2018-03-04,2882
2018-03-05,2882
2018-03-06,2882
2018-03-07,2882
2018-03-08,2882
2018-03-09,2882
2018-03-10,2882
2018-03-11,3021
2018-03-12,3021
2018-03-13,3021
2018-03-14,3021
2018-03-15,3021
2018-03-16,3021
2018-03-17,3021
2018-03-18,3021
2018-03-19,3021
2018-03-20,3021
2018-03-21,3021
2018-03-23,3021
2018-03-24,3163
2018-03-26,3163
2018-03-27,3163
2018-03-28,3163
2018-03-29,3163
2018-03-30,3163
2018-03-31,3163
2018-04-01,3163
2018-04-02,3163
2018-04-03,3163
2018-04-04,3305
2018-04-05,3305
2018-04-06,3305
2018-04-08,3305
2018-04-09,3305
2018-04-10,3305
2018-04-11,3305
2018-04-12,3305
2018-04-13,3305
2018-04-14,3305
2018-04-16,3305
2018-04-17,3305
2018-04-18,3305
2018-04-19,3305
2018-04-20,3466
2018-04-21,3466
2018-04-22,3466
2018-04-23,3466
2018-04-24,3466
2018-04-25,3466
2018-04-26,3466
2018-04-27,3466
2018-04-28,3466
2018-04-29,3466
2018-04-30,3466
2018-05-01,3466
2018-05-02,3466
2018-05-03,3466
2018-05-04,3466
2018-05-05,3627
2018-05-06,3627
2018-05-08,3627
2018-05-09,3627
2018-05-10,3627
2018-05-11,3627
2018-05-12,3627
2018-05-13,3627
2018-05-14,3627
2018-05-15,3627
2018-05-16,3627
2018-05-17,3799
2018-05-18,3799
2018-05-19,3799
2018-05-20,3799
2018-05-21,3799
2018-05-22,3799
2018-05-23,3799
2018-05-24,3799
2018-05-25,3978
2018-05-26,3978
2018-05-27,3978
2018-05-28,3978
2018-05-29,3978
2018-05-30,3978
2018-05-31,3978
2018-06-01,3978
2018-06-02,3978
2018-06-03,4149
2018-06-04,4149
2018-06-05,4149
2018-06-06,4149
2018-06-07,4149
2018-06-08,4149
2018-06-09,4149
2018-06-10,4149
2018-06-11,4149
2018-06-12,4149
2018-06-13,4326
2018-06-14,4326
2018-06-15,4326
2018-06-16,4326
2018-06-17,4326
2018-06-18,4326
2018-06-19,4326
2018-06-20,4326
2018-06-21,4326
2018-06-22,4326
2018-06-23,4326
2018-06-24,4525
2018-06-25,4525
2018-06-26,4525
2018-06-27,4525
2018-06-28,4525
2018-06-29,4525
2018-06-30,4525
2018-07-01,4525
2018-07-02,4525
2018-07-03,4525
2018-07-04,4525
2018-07-05,4525
2018-07-06,4737
2018-07-07,4737
2018-07-08,4737
2018-07-09,4737
2018-07-10,4737
2018-07-11,4737
2018-07-12,4737
2018-07-13,4737
2018-07-14,4737
2018-07-15,4737
2018-07-16,4737
2018-07-17,4737
2018-07-18,4737
2018-07-19,4737
2018-07-20,4737
2018-07-21,4961
2018-07-22,4961
2018-07-23,4961
2018-07-24,4961
2018-07-25,4961
2018-07-26,4961
2018-07-27,4961
2018-07-28,4961
2018-07-29,5189
2018-07-30,5189
2018-07-31,5189
2018-08-01,5189
2018-08-02,5189
2018-08-03,5189
2018-08-04,5189
2018-08-05,5189
2018-08-06,5434
2018-08-07,5434
2018-08-08,5434
2018-08-09,5434
2018-08-10,5434
2018-08-11,5434
2018-08-12,5434
2018-08-14,5682
2018-08-16,5682
2018-08-17,5682
2018-08-18,5682
2018-08-19,5682
2018-08-20,5682
2018-08-21,5682
2018-08-22,5682
2018-08-23,5933
2018-08-24,5933
2018-08-25,5933
2018-08-26,5933
2018-08-27,5933
2018-08-28,5933
2018-08-29,5933
2018-08-30,5933
2018-08-31,5933
2018-09-01,5933
2018-09-02,5948
2018-09-03,5948
2018-09-04,5948
2018-09-05,5948
2018-09-06,5948
2018-09-07,5948
2018-09-08,5948
2018-09-09,5948
2018-09-10,5948
2018-09-11,5948
2018-09-12,5991
2018-09-13,5991
2018-09-14,5991
2018-09-15,5991
2018-09-16,5991
2018-09-17,5991
2018-09-18,5991
2018-09-19,5991
2018-09-20,5991
2018-09-21,5991
2018-09-22,5991
2018-09-23,5991
2018-09-24,5841
2018-09-25,5841
2018-09-26,5841
2018-09-27,5841
2018-09-28,5841
2018-09-29,5841
2018-09-30,5841
2018-10-02,5841
2018-10-03,5841
2018-10-04,5841
2018-10-05,5841
2018-10-06,5746
2018-10-07,5746
2018-10-08,5746
2018-10-09,5746
2018-10-10,5746
2018-10-11,5746
2018-10-12,5746
2018-10-13,5746
2018-10-14,5746
2018-10-15,5746
2018-10-16,5746
2018-10-17,5746
2018-10-18,5746
2018-10-19,5487
2018-10-20,5487
2018-10-21,5487
2018-10-22,5487
2018-10-23,5487
2018-10-24,5487
2018-10-25,5487
2018-10-26,5487
2018-10-27,5487
2018-10-28,5487
2018-10-29,5487
2018-10-30,5487
2018-10-31,5487
2018-11-01,5272
2018-11-03,5272
2018-11-04,5272
2018-11-05,5272
2018-11-06,5272
2018-11-07,5272
2018-11-08,5272
2018-11-09,5272
2018-11-10,5353
2018-11-11,5353
2018-11-12,5353
2018-11-13,5353
2018-11-14,5353
2018-11-15,5353
2018-11-16,5353
2018-11-17,5353
2018-11-18,5217
2018-11-19,5217
2018-11-20,5217
2018-11-21,5217
2018-11-22,5217
2018-11-23,5217
2018-11-24,5217
2018-11-25,5130
2018-11-26,5130
2018-11-27,5130
2018-11-28,5130
2018-11-29,5130
2018-12-01,5130
2018-12-02,5218
2018-12-03,5218
2018-12-04,5218
2018-12-05,5218
2018-12-07,5218
2018-12-09,5272
2018-12-10,5272
2018-12-11,5272
2018-12-12,5272
2018-12-13,5272
2018-12-14,5272
2018-12-15,5363
2018-12-16,5363
2018-12-17,5363
2018-12-18,5363
2018-12-19,5363
2018-12-20,5363
2018-12-21,5363
2018-12-22,5375
2018-12-23,5375
2018-12-24,5375
2018-12-25,5375
2018-12-26,5375
2018-12-27,5375
2018-12-28,5386
2018-12-29,5386
2018-12-30,5386
2018-12-31,5386
2019-01-01,5386
2019-01-02,5411
2019-01-03,5411
2019-01-04,5411
2019-01-05,5411
2019-01-06,5411
2019-01-08,5402
2019-01-10,5402
2019-01-11,5402
2019-01-12,5402
2019-01-13,5402
2019-01-14,5472
2019-01-15,5472
2019-01-16,5472
2019-01-17,5472
2019-01-18,5472
2019-01-19,5472
2019-01-20,5472
2019-01-21,5303
2019-01-22,5303
2019-01-23,5303
2019-01-24,5303
2019-01-25,5303
2019-01-26,5303
2019-01-27,5303
2019-01-28,5179
2019-01-29,5179
2019-01-30,5179
2019-01-31,5179
2019-02-01,5179
2019-02-02,5179
2019-02-03,5179
2019-02-04,4984
2019-02-05,4984
2019-02-06,4984
2019-02-07,4984
2019-02-08,4984
2019-02-09,4984
2019-02-10,4984
2019-02-11,4888
2019-02-12,4888
2019-02-13,4888
2019-02-14,4888
2019-02-15,4888
2019-02-16,4888
2019-02-17,4888
2019-02-18,4888
2019-02-19,4888
2019-02-20,4657
2019-02-21,4657
2019-02-22,4657
2019-02-23,4657
2019-02-24,4657
2019-02-25,4657
2019-02-26,4657
2019-02-27,4657
2019-02-28,4657
2019-03-01,4657
2019-03-02,4657
2019-03-03,4657
2019-03-04,4657
2019-03-05,4657
2019-03-06,4657
2019-03-07,4431
2019-03-08,4431
2019-03-09,4431
2019-03-10,4431
2019-03-11,4431
2019-03-12,4431
2019-03-13,4431
2019-03-14,4431
2019-03-15,4431
2019-03-16,4431
2019-03-17,4218
2019-03-18,4218
2019-03-19,4218
2019-03-20,4218
2019-03-21,4218
2019-03-22,4218
2019-03-23,4218
2019-03-24,4218
2019-03-25,4218
2019-03-26,4218
2019-03-27,4100
2019-03-28,4100
2019-03-29,4100
2019-03-30,4100
2019-03-31,4100
2019-04-01,4100
2019-04-02,4100
2019-04-03,4100
2019-04-04,4100
2019-04-05,4100
2019-04-06,4100
2019-04-07,4100
2019-04-08,3938
2019-04-09,3938
2019-04-10,3938
2019-04-11,3938
2019-04-12,3938
2019-04-13,3938
2019-04-14,3938
2019-04-15,3938
2019-04-16,3938
2019-04-17,3938
2019-04-18,3938
2019-04-19,3902
2019-04-20,3902
2019-04-21,3902
2019-04-22,3902
2019-04-23,3902
2019-04-24,3902
2019-04-25,3902
2019-04-26,3902
2019-04-27,3902
2019-04-28,3922
2019-04-29,3922
2019-04-30,3922
2019-05-01,3922
2019-05-02,3922
2019-05-03,3922
2019-05-04,3922
2019-05-05,3922
2019-05-06,3922
2019-05-07,3922
2019-05-08,3922
2019-05-09,3930
2019-05-10,3930
2019-05-11,3930
2019-05-12,3930
2019-05-13,3930
2019-05-14,3930
2019-05-15,3930
2019-05-16,3930
2019-05-17,3930
2019-05-18,3930
2019-05-19,3943
2019-05-20,3943
2019-05-21,3943
2019-05-22,3943
2019-05-23,3943
2019-05-24,3943
2019-05-25,3943
2019-05-26,3943
2019-05-27,3943
2019-05-28,3943
2019-05-29,3953
2019-05-30,3953
2019-05-31,3953
2019-06-01,3953
2019-06-02,3953
2019-06-03,3953
2019-06-04,3953
2019-06-05,3953
2019-06-06,4046
2019-06-07,4046
2019-06-08,4046
2019-06-09,4046
2019-06-10,4046
2019-06-11,4046
2019-06-12,4046
2019-06-13,4046
2019-06-14,4197
2019-06-15,4197
2019-06-16,4197
2019-06-17,4197
2019-06-18,4197
2019-06-19,4197
2019-06-20,4197
2019-06-21,4197
2019-06-22,4197
2019-06-23,4329
2019-06-24,4329
2019-06-25,4329
2019-06-26,4329
2019-06-27,4329
2019-06-28,4329
2019-06-29,4329
2019-06-30,4329
2019-07-01,4329
2019-07-02,4352
2019-07-03,4352
2019-07-04,4352
2019-07-05,4352
2019-07-06,4352
2019-07-07,4352
2019-07-08,4352
2019-07-09,4518
2019-07-10,4518
2019-07-11,4518
2019-07-12,4518
2019-07-13,4518
2019-07-14,4518
2019-07-15,4518
2019-07-16,4518
2019-07-17,4518
2019-07-18,4518
2019-07-19,4595
2019-07-20,4595
2019-07-21,4595
2019-07-22,4595
2019-07-23,4595
2019-07-24,4595
2019-07-25,4595
2019-07-26,4595
2019-07-27,4595
2019-07-28,4595
2019-07-29,4595
2019-07-30,4595
2019-07-31,4537
2019-08-01,4537
2019-08-02,4537
2019-08-03,4537
2019-08-04,4537
2019-08-05,4537
2019-08-06,4537
2019-08-07,4537
2019-08-08,4537
2019-08-09,4537
2019-08-10,4537
2019-08-11,4537
2019-08-12,4526
2019-08-13,4526
2019-08-14,4526
2019-08-15,4526
2019-08-16,4526
2019-08-17,4526
2019-08-18,4526
2019-08-19,4526
2019-08-20,4526
2019-08-21,4526
2019-08-22,4526
2019-08-23,4550
2019-08-24,4550
2019-08-24,4550
2019-08-25,4550
2019-08-25,4550
2019-08-26,4550
2019-08-26,4550
2019-08-27,4550
2019-08-27,4550
2019-08-28,4550
2019-08-29,4550
2019-08-30,4550
2019-08-31,4550
2019-09-01,4703
2019-09-02,4703
2019-09-03,4703
2019-09-04,4703
2019-09-05,4703
2019-09-06,4703
2019-09-07,4703
2019-09-08,4703
2019-09-09,4703
2019-09-10,4703
2019-09-11,4703
2019-09-12,4871
2019-09-13,4871
2019-09-14,4871
2019-09-15,4871
2019-09-16,4871
2019-09-17,4871
2019-09-18,4871
2019-09-19,4871
2019-09-20,4871
2019-09-21,5076
2019-09-22,5076
2019-09-23,5076
2019-09-24,5076
2019-09-25,5076
2019-09-26,5076
2019-09-27,5076
2019-09-28,5076
2019-09-29,5297
2019-09-30,5297
2019-10-01,5297
2019-10-02,5297
2019-10-03,5297
2019-10-04,5297
2019-10-05,5297
2019-10-06,5297
2019-10-07,5297
2019-10-08,5511
2019-10-09,5511
2019-10-10,5511
2019-10-11,5511
2019-10-12,5511
2019-10-13,5511
2019-10-14,5511
2019-10-15,5511
2019-10-16,5511
2019-10-17,5511
2019-10-18,5738
2019-10-19,5738
2019-10-20,5738
2019-10-21,5738
2019-10-22,5738
2019-10-23,5738
2019-10-24,5738
2019-10-25,5738
2019-10-26,5738
2019-10-27,5738
2019-10-28,5738
2019-10-29,5738
2019-10-30,5921
2019-10-31,5921
2019-11-01,5921
2019-11-02,5921
2019-11-03,5921
2019-11-04,5921
2019-11-05,5921
2019-11-06,5921
2019-11-07,5921
2019-11-08,5921
2019-11-09,5921
2019-11-10,5921
2019-11-11,6037
2019-11-12,6037
2019-11-13,6037
2019-11-14,6037
2019-11-15,6037
2019-11-16,6037
2019-11-17,6037
2019-11-18,6037
2019-11-19,6037
2019-11-20,6037
2019-11-21,6037
2019-11-22,6037
2019-11-23,6037
2019-11-24,6037
2019-11-25,6037
2019-11-26,6037
2019-11-27,5889
2019-11-28,5889
2019-11-29,5889
2019-11-30,5889
2019-12-01,5889
2019-12-02,5889
2019-12-03,5889
2019-12-04,5889
2019-12-05,5889
2019-12-06,5889
2019-12-07,5889
2019-12-08,5889
2019-12-09,5889
2019-12-10,5889
2019-12-11,5889
2019-12-12,5604
2019-12-13,5604
2019-12-14,5604
2019-12-15,5604
2019-12-16,5604
2019-12-17,5604
2019-12-18,5604
2019-12-19,5604
2019-12-20,5604
2019-12-21,5604
2019-12-22,5604
2019-12-23,5604
2019-12-24,5604
2019-12-25,5604
2019-12-26,5545
2019-12-27,5545
2019-12-28,5545
2019-12-29,5545
2019-12-30,5545
2019-12-31,5545
2020-01-01,5545
2020-01-02,5545
2020-01-03,5545
2020-01-04,5545
2020-01-05,5545
2020-01-06,5545
2020-01-07,5545
2020-01-08,5545
2020-01-09,5576
2020-01-10,5576
2020-01-11,5576
2020-01-12,5576
2020-01-13,5576
2020-01-14,5576
2020-01-15,5576
2020-01-16,5576
2020-01-17,5576
2020-01-18,5576
2020-01-19,5576
2020-01-20,5576
2020-01-21,5576
2020-01-22,5576
2020-01-23,5532
2020-01-24,5532
2020-01-25,5532
2020-01-26,5532
2020-01-27,5532
2020-01-28,5532
2020-01-29,5532
2020-01-30,5532
2020-01-31,5769
2020-02-01,5769
2020-02-02,5769
2020-02-03,5769
2020-02-04,5769
2020-02-05,5769
2020-02-06,5769
2020-02-07,5769
2020-02-08,5769
2020-02-09,5769
2020-02-10,5769
2020-02-11,5769
2020-02-12,5661
2020-02-13,5661
2020-02-14,5661
2020-02-15,5661
2020-02-16,5661
2020-02-17,5661
2020-02-18,5661
2020-02-19,5661
2020-02-20,5661
2020-02-21,5661
2020-02-22,5661
2020-02-23,5716
2020-02-24,5716
2020-02-25,5716
2020-02-26,5716
2020-02-27,5716
2020-02-28,5716
2020-02-29,5716
2020-03-01,5716
2020-03-02,5716
2020-03-03,5924
2020-03-04,5924
2020-03-05,5924
2020-03-06,5924
2020-03-07,5924
2020-03-08,5924
2020-03-09,5924
2020-03-10,5924
2020-03-11,5924
2020-03-12,5924
2020-03-13,6046
2020-03-14,6046
2020-03-15,6046
2020-03-16,6046
2020-03-17,6046
2020-03-18,6046
2020-03-19,6046
2020-03-20,6046
2020-03-21,6046
2020-03-22,6075
2020-03-23,6075
2020-03-24,6075
2020-03-25,6075
2020-03-26,6075
2020-03-27,6075
2020-03-28,6075
2020-03-29,6278
2020-03-30,6278
2020-03-31,6278
2020-04-01,6278
2020-04-02,6278
2020-04-03,6278
2020-04-04,6278
2020-04-05,6278
2020-04-06,6102
2020-04-07,6102
2020-04-08,6102
2020-04-09,6102
2020-04-10,6102
2020-04-11,6102
2020-04-12,6102
2020-04-13,6102
2020-04-14,5817
2020-04-15,5817
2020-04-16,5817
2020-04-17,5817
2020-04-18,5817
2020-04-19,5817
2020-04-20,5817
2020-04-21,5817
2020-04-22,5669
2020-04-23,5669
2020-04-24,5669
2020-04-25,5669
2020-04-26,5669
2020-04-27,5669
2020-04-28,5669
2020-04-29,5669
2020-04-30,5669
2020-05-01,5458
2020-05-02,5458
2020-05-03,5458
2020-05-04,5458
2020-05-05,5458
2020-05-06,5458
2020-05-07,5458
2020-05-08,5458
2020-05-09,5336
2020-05-10,5336
2020-05-11,5336
2020-05-12,5336
2020-05-13,5336
