date_obj,Tyras%20helm price
2015-03-26,4569
2015-03-27,4569
2015-03-28,4569
2015-03-29,4569
2015-03-30,4569
2015-03-31,4569
2015-04-01,4569
2015-04-02,4569
2015-04-03,4569
2015-04-04,4569
2015-04-05,4365
2015-04-06,4365
2015-04-07,4365
2015-04-08,4365
2015-04-09,4365
2015-04-10,4365
2015-04-11,4365
2015-04-12,4365
2015-04-13,4365
2015-04-14,4365
2015-04-15,4365
2015-04-16,4365
2015-04-17,4365
2015-04-18,4159
2015-04-19,4159
2015-04-20,4159
2015-04-21,4159
2015-04-22,4159
2015-04-23,4159
2015-04-24,4159
2015-04-25,4159
2015-04-26,4159
2015-04-27,4159
2015-04-28,4159
2015-04-29,4159
2015-04-30,4159
2015-05-01,4159
2015-05-02,3958
2015-05-03,3958
2015-05-04,3958
2015-05-05,3958
2015-05-06,3958
2015-05-07,3958
2015-05-08,3958
2015-05-09,3958
2015-05-10,3958
2015-05-11,3958
2015-05-12,3958
2015-05-13,3958
2015-05-14,3958
2015-05-15,3958
2015-05-16,3958
2015-05-17,3765
2015-05-18,3765
2015-05-19,3765
2015-05-20,3765
2015-05-21,3765
2015-05-22,3765
2015-05-23,3765
2015-05-24,3765
2015-05-25,3765
2015-05-26,3765
2015-05-27,3765
2015-05-28,3582
2015-05-29,3582
2015-05-30,3582
2015-05-31,3582
2015-06-01,3582
2015-06-02,3582
2015-06-03,3582
2015-06-04,3582
2015-06-05,3582
2015-06-06,3582
2015-06-07,3582
2015-06-08,3415
2015-06-09,3415
2015-06-10,3415
2015-06-11,3415
2015-06-12,3415
2015-06-13,3415
2015-06-14,3415
2015-06-15,3415
2015-06-16,3415
2015-06-17,3415
2015-06-18,3415
2015-06-19,3415
2015-06-20,3251
2015-06-21,3251
2015-06-22,3251
2015-06-23,3251
2015-06-24,3251
2015-06-25,3251
2015-06-26,3251
2015-06-27,3251
2015-06-28,3251
2015-06-29,3251
2015-06-30,3251
2015-07-01,3251
2015-07-02,3251
2015-07-03,3093
2015-07-04,3093
2015-07-05,3093
2015-07-06,3093
2015-07-07,3093
2015-07-08,3093
2015-07-09,3093
2015-07-10,3093
2015-07-11,3093
2015-07-12,3093
2015-07-13,3093
2015-07-14,3093
2015-07-15,3093
2015-07-16,2948
2015-07-17,2948
2015-07-18,2948
2015-07-19,2948
2015-07-20,2948
2015-07-21,2948
2015-07-22,2948
2015-07-23,2948
2015-07-24,2948
2015-07-25,2948
2015-07-26,2948
2015-07-27,2948
2015-07-28,2804
2015-07-29,2804
2015-07-30,2804
2015-07-31,2804
2015-08-01,2804
2015-08-02,2804
2015-08-03,2804
2015-08-04,2804
2015-08-05,2804
2015-08-06,2804
2015-08-07,2804
2015-08-08,2668
2015-08-09,2668
2015-08-10,2668
2015-08-11,2668
2015-08-12,2668
2015-08-13,2668
2015-08-14,2668
2015-08-15,2668
2015-08-16,2668
2015-08-17,2668
2015-08-18,2668
2015-08-19,2668
2015-08-20,2668
2015-08-21,2668
2015-08-22,2668
2015-08-23,2668
2015-08-24,2668
2015-08-25,2540
2015-08-26,2540
2015-08-27,2540
2015-08-28,2540
2015-08-29,2540
2015-08-30,2540
2015-08-31,2540
2015-09-01,2540
2015-09-02,2540
2015-09-03,2540
2015-09-04,2540
2015-09-05,2540
2015-09-06,2540
2015-09-07,2540
2015-09-08,2540
2015-09-09,2540
2015-09-10,2540
2015-09-11,2540
2015-09-12,2540
2015-09-13,2540
2015-09-14,2540
2015-09-15,2419
2015-09-16,2419
2015-09-17,2419
2015-09-18,2419
2015-09-19,2419
2015-09-20,2419
2015-09-21,2419
2015-09-22,2419
2015-09-23,2419
2015-09-24,2419
2015-09-25,2419
2015-09-27,2419
2015-09-28,2419
2015-09-29,2419
2015-09-30,2419
2015-10-05,2323
2015-10-06,2323
2015-10-07,2323
2015-10-08,2323
2015-10-09,2323
2015-10-10,2323
2015-10-11,2323
2015-10-12,2323
2015-10-13,2323
2015-10-14,2323
2015-10-15,2323
2015-10-16,2323
2015-10-17,2323
2015-10-18,2323
2015-10-19,2323
2015-10-20,2323
2015-10-22,2323
2015-10-23,2323
2015-10-24,2323
2015-10-25,2323
2015-10-26,2323
2015-10-27,2250
2015-10-29,2250
2015-10-30,2250
2015-10-31,2250
2015-11-01,2250
2015-11-02,2250
2015-11-03,2250
2015-11-04,2250
2015-11-05,2250
2015-11-06,2250
2015-11-07,2250
2015-11-08,2250
2015-11-09,2250
2015-11-10,2250
2015-11-11,2250
2015-11-12,2250
2015-11-13,2250
2015-11-14,2250
2015-11-15,2250
2015-11-16,2250
2015-11-17,2250
2015-11-18,2250
2015-11-19,2250
2015-11-20,2250
2015-11-21,2250
2015-11-22,2250
2015-11-23,2250
2015-11-24,2250
2015-11-25,2161
2015-11-26,2161
2015-11-27,2161
2015-11-28,2161
2015-11-29,2161
2015-11-30,2161
2015-12-01,2161
2015-12-02,2161
2015-12-03,2161
2015-12-04,2161
2015-12-05,2161
2015-12-06,2161
2015-12-07,2161
2015-12-08,2161
2015-12-09,2161
2015-12-10,2161
2015-12-11,2161
2015-12-13,2161
2015-12-14,2161
2015-12-15,2161
2015-12-16,2161
2015-12-17,2161
2015-12-18,2161
2015-12-19,2161
2015-12-20,2056
2015-12-21,2056
2015-12-22,2056
2015-12-23,2056
2015-12-24,2056
2015-12-25,2056
2015-12-26,2056
2015-12-27,2056
2015-12-28,2056
2015-12-29,2056
2015-12-30,2056
2015-12-31,2056
2016-01-01,2056
2016-01-02,2056
2016-01-03,2056
2016-01-04,2056
2016-01-05,2056
2016-01-07,2056
2016-01-08,2056
2016-01-09,2056
2016-01-10,1955
2016-01-12,1955
2016-01-13,1955
2016-01-14,1955
2016-01-15,1955
2016-01-16,1955
2016-01-17,1955
2016-01-18,1955
2016-01-19,1955
2016-01-20,1955
2016-01-21,1955
2016-01-22,1955
2016-01-23,1955
2016-01-24,1955
2016-01-25,1955
2016-01-26,1955
2016-01-27,1896
2016-01-28,1896
2016-01-29,1896
2016-01-30,1896
2016-01-31,1896
2016-02-01,1896
2016-02-02,1896
2016-02-03,1896
2016-02-04,1896
2016-02-05,1896
2016-02-06,1896
2016-02-07,1896
2016-02-08,1896
2016-02-09,1896
2016-02-10,1896
2016-02-11,1896
2016-02-12,1896
2016-02-13,1896
2016-02-14,1896
2016-02-15,1896
2016-02-16,1834
2016-02-17,1834
2016-02-18,1834
2016-02-19,1834
2016-02-20,1834
2016-02-21,1834
2016-02-22,1834
2016-02-23,1834
2016-02-24,1834
2016-02-25,1834
2016-02-26,1834
2016-02-27,1834
2016-02-28,1834
2016-02-29,1834
2016-03-01,1834
2016-03-02,1834
2016-03-03,1834
2016-03-04,1834
2016-03-05,1834
2016-03-06,1769
2016-03-07,1769
2016-03-08,1769
2016-03-09,1769
2016-03-10,1769
2016-03-11,1769
2016-03-12,1769
2016-03-13,1769
2016-03-14,1769
2016-03-15,1769
2016-03-16,1769
2016-03-17,1769
2016-03-18,1769
2016-03-19,1769
2016-03-20,1769
2016-03-21,1769
2016-03-22,1769
2016-03-23,1769
2016-03-24,1769
2016-03-25,1769
2016-03-26,1727
2016-03-27,1727
2016-03-28,1727
2016-03-29,1727
2016-03-30,1727
2016-03-31,1727
2016-04-01,1727
2016-04-02,1727
2016-04-03,1727
2016-04-04,1727
2016-04-05,1727
2016-04-06,1727
2016-04-07,1727
2016-04-08,1727
2016-04-09,1727
2016-04-10,1727
2016-04-11,1727
2016-04-12,1727
2016-04-13,1727
2016-04-14,1727
2016-04-15,1671
2016-04-16,1671
2016-04-17,1671
2016-04-18,1671
2016-04-19,1671
2016-04-20,1671
2016-04-21,1671
2016-04-22,1671
2016-04-23,1671
2016-04-24,1671
2016-04-25,1671
2016-04-26,1671
2016-04-27,1671
2016-04-28,1671
2016-04-29,1671
2016-04-30,1671
2016-05-01,1671
2016-05-02,1671
2016-05-03,1615
2016-05-04,1615
2016-05-05,1615
2016-05-06,1615
2016-05-07,1615
2016-05-08,1615
2016-05-09,1615
2016-05-10,1615
2016-05-11,1615
2016-05-12,1615
2016-05-13,1615
2016-05-14,1615
2016-05-15,1615
2016-05-16,1615
2016-05-17,1615
2016-05-18,1615
2016-05-19,1615
2016-05-22,1535
2016-05-23,1535
2016-05-24,1535
2016-05-25,1535
2016-05-26,1535
2016-05-27,1535
2016-05-28,1535
2016-05-29,1535
2016-05-30,1535
2016-05-31,1535
2016-06-01,1535
2016-06-02,1535
2016-06-03,1535
2016-06-04,1535
2016-06-05,1535
2016-06-06,1535
2016-06-07,1535
2016-06-08,1535
2016-06-09,1460
2016-06-10,1460
2016-06-11,1460
2016-06-12,1460
2016-06-13,1460
2016-06-14,1460
2016-06-15,1460
2016-06-16,1460
2016-06-17,1460
2016-06-18,1460
2016-06-19,1460
2016-06-20,1460
2016-06-21,1460
2016-06-22,1460
2016-06-23,1460
2016-06-24,1460
2016-06-25,1460
2016-06-26,1460
2016-06-27,1388
2016-06-28,1388
2016-06-29,1388
2016-06-30,1388
2016-07-01,1388
2016-07-02,1388
2016-07-03,1388
2016-07-04,1388
2016-07-05,1388
2016-07-06,1388
2016-07-07,1388
2016-07-08,1388
2016-07-09,1388
2016-07-10,1388
2016-07-11,1388
2016-07-12,1325
2016-07-13,1325
2016-07-14,1325
2016-07-15,1325
2016-07-16,1325
2016-07-17,1325
2016-07-18,1325
2016-07-24,1325
2016-07-25,1325
2016-07-26,1325
2016-07-27,1325
2016-07-28,1325
2016-07-29,1325
2016-07-30,1325
2016-07-31,1325
2016-08-01,1317
2016-08-02,1317
2016-08-03,1317
2016-08-04,1317
2016-08-05,1317
2016-08-06,1317
2016-08-07,1317
2016-08-08,1317
2016-08-09,1317
2016-08-10,1317
2016-08-11,1317
2016-08-12,1317
2016-08-13,1317
2016-08-14,1317
2016-08-15,1317
2016-08-16,1317
2016-08-17,1317
2016-08-18,1317
2016-08-19,1317
2016-08-20,1294
2016-08-21,1294
2016-08-22,1294
2016-08-23,1294
2016-08-24,1294
2016-08-25,1294
2016-08-26,1294
2016-08-28,1294
2016-08-31,1294
2016-09-01,1294
2016-09-02,1294
2016-09-03,1294
2016-09-04,1294
2016-09-05,1294
2016-09-06,1243
2016-09-07,1243
2016-09-08,1243
2016-09-09,1243
2016-09-10,1243
2016-09-11,1243
2016-09-12,1243
2016-09-13,1243
2016-09-14,1243
2016-09-15,1243
2016-09-16,1243
2016-09-17,1243
2016-09-18,1243
2016-09-19,1243
2016-09-20,1243
2016-09-21,1243
2016-09-22,1243
2016-09-23,1243
2016-09-24,1243
2016-09-25,1243
2016-09-26,1224
2016-09-27,1224
2016-09-28,1224
2016-09-29,1224
2016-09-30,1224
2016-10-01,1224
2016-10-02,1224
2016-10-03,1224
2016-10-04,1224
2016-10-05,1224
2016-10-06,1224
2016-10-07,1224
2016-10-08,1224
2016-10-09,1224
2016-10-10,1224
2016-10-11,1224
2016-10-12,1224
2016-10-13,1224
2016-10-14,1224
2016-10-15,1224
2016-10-16,1169
2016-10-17,1169
2016-10-18,1169
2016-10-19,1169
2016-10-20,1169
2016-10-21,1169
2016-10-22,1169
2016-10-23,1169
2016-10-24,1169
2016-10-25,1169
2016-10-26,1169
2016-10-27,1169
2016-10-28,1169
2016-10-29,1169
2016-10-30,1169
2016-10-31,1169
2016-11-01,1169
2016-11-02,1169
2016-11-03,1169
2016-11-04,1169
2016-11-05,1169
2016-11-06,1112
2016-11-07,1112
2016-11-08,1112
2016-11-09,1112
2016-11-10,1112
2016-11-11,1112
2016-11-12,1112
2016-11-13,1112
2016-11-14,1112
2016-12-08,1124
2016-12-09,1124
2016-12-10,1124
2016-12-11,1124
2016-12-12,1124
2016-12-13,1124
2016-12-14,1124
2016-12-15,1124
2016-12-16,1142
2016-12-17,1142
2016-12-18,1142
2016-12-19,1142
2016-12-20,1142
2016-12-21,1142
2016-12-22,1142
2016-12-23,1142
2016-12-24,1142
2016-12-25,1142
2016-12-26,1142
2016-12-27,1142
2016-12-28,1142
2016-12-29,1142
2016-12-30,1142
2016-12-31,1142
2017-01-01,1142
2017-01-02,1142
2017-01-03,1142
2017-01-04,1142
2017-01-05,1142
2017-01-06,1142
2017-01-07,1154
2017-01-08,1154
2017-01-09,1154
2017-01-10,1154
2017-01-11,1154
2017-01-12,1154
2017-01-13,1154
2017-01-14,1154
2017-01-15,1154
2017-01-16,1154
2017-01-17,1154
2017-01-18,1154
2017-01-19,1154
2017-01-20,1154
2017-01-21,1154
2017-01-22,1154
2017-01-27,1161
2017-01-28,1161
2017-01-29,1161
2017-01-30,1161
2017-01-31,1161
2017-02-01,1161
2017-02-02,1161
2017-02-03,1161
2017-02-04,1161
2017-02-05,1161
2017-02-06,1161
2017-02-07,1161
2017-02-08,1161
2017-02-09,1161
2017-02-10,1161
2017-02-11,1161
2017-02-12,1161
2017-02-13,1161
2017-02-14,1161
2017-02-15,1161
2017-02-16,1161
2017-02-18,1161
2017-02-19,1161
2017-02-20,1161
2017-02-21,1161
2017-02-22,1161
2017-02-23,1161
2017-02-24,1161
2017-02-25,1161
2017-02-26,1161
2017-02-27,1161
2017-02-28,1161
2017-03-01,1161
2017-03-02,1161
2017-03-03,1146
2017-03-04,1146
2017-03-05,1146
2017-03-06,1146
2017-03-07,1146
2017-03-08,1146
2017-03-09,1146
2017-03-10,1146
2017-03-11,1146
2017-03-12,1146
2017-03-13,1146
2017-03-14,1146
2017-03-15,1146
2017-03-16,1146
2017-03-17,1146
2017-03-18,1146
2017-03-19,1179
2017-03-20,1179
2017-03-21,1179
2017-03-22,1179
2017-03-23,1179
2017-03-24,1179
2017-03-25,1179
2017-03-26,1179
2017-03-27,1179
2017-03-28,1179
2017-03-29,1179
2017-03-30,1179
2017-03-31,1179
2017-04-01,1179
2017-04-02,1179
2017-04-03,1179
2017-04-04,1179
2017-04-12,1178
2017-04-13,1178
2017-04-14,1178
2017-04-15,1178
2017-04-16,1178
2017-04-17,1178
2017-04-18,1178
2017-04-19,1178
2017-04-20,1178
2017-04-21,1178
2017-04-22,1225
2017-04-23,1225
2017-04-24,1225
2017-04-25,1225
2017-04-26,1225
2017-04-27,1225
2017-04-28,1225
2017-04-29,1225
2017-04-30,1225
2017-05-01,1225
2017-05-02,1225
2017-05-03,1225
2017-05-04,1225
2017-05-05,1225
2017-05-06,1225
2017-05-07,1225
2017-05-08,1225
2017-05-09,1285
2017-05-10,1285
2017-05-11,1285
2017-05-12,1285
2017-05-13,1285
2017-05-14,1285
2017-05-15,1285
2017-05-16,1285
2017-05-17,1285
2017-05-18,1285
2017-05-19,1285
2017-05-20,1285
2017-05-21,1285
2017-05-22,1285
2017-05-23,1285
2017-05-24,1285
2017-05-25,1285
2017-05-26,1285
2017-05-27,1285
2017-05-28,1285
2017-05-29,1285
2017-05-30,1338
2017-05-31,1338
2017-06-01,1338
2017-06-02,1338
2017-06-03,1338
2017-06-06,1338
2017-06-07,1338
2017-06-08,1338
2017-06-09,1338
2017-06-10,1338
2017-06-11,1338
2017-06-12,1338
2017-06-13,1338
2017-06-14,1338
2017-06-15,1313
2017-06-16,1313
2017-06-17,1313
2017-06-18,1313
2017-06-19,1313
2017-06-20,1313
2017-06-21,1313
2017-06-22,1313
2017-06-23,1313
2017-06-24,1313
2017-06-25,1313
2017-06-26,1313
2017-06-27,1313
2017-06-28,1313
2017-06-29,1313
2017-06-30,1334
2017-07-01,1334
2017-07-02,1334
2017-07-03,1334
2017-07-04,1334
2017-07-05,1334
2017-07-06,1334
2017-07-07,1334
2017-07-08,1334
2017-07-13,1334
2017-07-14,1334
2017-07-15,1334
2017-07-16,1334
2017-07-17,1313
2017-07-18,1313
2017-07-19,1313
2017-07-20,1313
2017-07-21,1313
2017-07-22,1313
2017-07-23,1313
2017-07-24,1313
2017-07-25,1313
2017-07-26,1313
2017-07-27,1313
2017-07-28,1313
2017-07-29,1313
2017-07-30,1313
2017-07-31,1313
2017-08-01,1313
2017-08-02,1333
2017-08-03,1333
2017-08-04,1333
2017-08-05,1333
2017-08-06,1333
2017-08-09,1333
2017-08-10,1333
2017-08-11,1333
2017-08-12,1333
2017-08-13,1333
2017-08-14,1333
2017-08-15,1333
2017-08-16,1333
2017-08-17,1333
2017-08-18,1333
2017-08-19,1318
2017-08-20,1318
2017-08-21,1318
2017-08-22,1318
2017-08-23,1318
2017-08-24,1318
2017-08-25,1318
2017-08-26,1318
2017-08-27,1318
2017-08-28,1318
2017-08-29,1318
2017-08-30,1318
2017-08-31,1318
2017-09-01,1318
2017-09-02,1318
2017-09-03,1318
2017-09-04,1318
2017-09-05,1320
2017-09-06,1320
