date_obj,Spectral%20spirit%20shield price
2015-07-24,28694024
2015-07-25,28950016
2015-07-26,29515598
2015-07-27,30302315
2015-07-28,30539384
2015-07-29,31087947
2015-07-30,30591935
2015-07-31,30374861
2015-08-01,29989128
2015-08-02,30233351
2015-08-03,30615820
2015-08-04,32093201
2015-08-05,33442930
2015-08-06,34405556
2015-08-07,36009430
2015-08-08,36002231
2015-08-09,34244001
2015-08-10,34639912
2015-08-11,33912655
2015-08-12,33478163
2015-08-13,33942564
2015-08-14,34223967
2015-08-15,33749356
2015-08-16,33512653
2015-08-17,33371557
2015-08-18,34503970
2015-08-19,36229169
2015-08-20,38010378
2015-08-21,39910897
2015-08-22,40484906
2015-08-23,40872006
2015-08-24,42864980
2015-08-25,44827548
2015-08-26,47068926
2015-08-27,45093506
2015-08-28,46819447
2015-08-29,49159655
2015-08-30,51617638
2015-08-31,52623441
2015-09-01,50159903
2015-09-02,48663818
2015-09-03,47084976
2015-09-04,48698557
2015-09-05,48698721
2015-09-06,49102654
2015-09-07,50391889
2015-09-08,52365765
2015-09-09,53404318
2015-09-10,54645432
2015-09-11,56816093
2015-09-12,56751773
2015-09-13,57815718
2015-09-14,56538094
2015-09-15,54683795
2015-09-16,54485433
2015-09-17,53904556
2015-09-18,54903654
2015-09-19,55778084
2015-09-20,56449490
2015-09-21,58330536
2015-09-22,58061554
2015-09-23,57274510
2015-09-24,56752664
2015-09-25,56962339
2015-09-27,58619116
2015-09-28,59092063
2015-09-29,59720043
2015-09-30,58435189
2015-10-05,56629690
2015-10-06,56768527
2015-10-07,56839505
2015-10-08,56592765
2015-10-09,55921042
2015-10-10,55921042
2015-10-11,54679507
2015-10-12,53973624
2015-10-13,53771948
2015-10-14,53425792
2015-10-15,53722108
2015-10-16,54371728
2015-10-17,54371728
2015-10-18,55587964
2015-10-19,54744896
2015-10-20,54650091
2015-10-22,54341440
2015-10-23,54188431
2015-10-24,54055948
2015-10-25,54093771
2015-10-26,53742133
2015-10-27,52557941
2015-10-29,49215426
2015-10-30,48463152
2015-10-31,49323507
2015-11-01,49127202
2015-11-02,47969699
2015-11-03,46535140
2015-11-04,46034641
2015-11-05,44912458
2015-11-06,45085085
2015-11-07,45485401
2015-11-08,45062516
2015-11-09,46204219
2015-11-10,47160923
2015-11-11,45421566
2015-11-12,43407410
2015-11-13,41768407
2015-11-14,43044190
2015-11-15,43806560
2015-11-16,44101212
2015-11-17,44937979
2015-11-18,45500695
2015-11-19,46404224
2015-11-20,48142747
2015-11-21,48142747
2015-11-22,49318767
2015-11-23,48818099
2015-11-24,48251630
2015-11-25,46697071
2015-11-26,46697071
2015-11-27,46505230
2015-11-28,46180543
2015-11-29,46012191
2015-11-30,46422475
2015-12-01,46357691
2015-12-02,45876504
2015-12-03,45787487
2015-12-04,45683526
2015-12-05,45676017
2015-12-06,45821410
2015-12-07,46698050
2015-12-08,47615438
2015-12-09,48513287
2015-12-10,49053022
2015-12-11,49458643
2015-12-12,49858735
2015-12-13,50100542
2015-12-14,50100542
2015-12-15,49713416
2015-12-16,49747721
2015-12-17,50261441
2015-12-18,50784883
2015-12-19,52411127
2015-12-20,51898209
2015-12-21,50974120
2015-12-22,50771936
2015-12-23,50446849
2015-12-24,51096557
2015-12-25,51360630
2015-12-26,52368328
2015-12-27,52561169
2015-12-28,53107514
2015-12-29,54065260
2015-12-30,54021305
2015-12-31,55293407
2016-01-01,54641817
2016-01-02,54747786
2016-01-03,55751800
2016-01-04,56128997
2016-01-05,56713341
2016-01-06,57049217
2016-01-07,57499284
2016-01-08,57455924
2016-01-09,57648764
2016-01-10,58061132
2016-01-11,58316005
2016-01-12,58599556
2016-01-13,58770023
2016-01-14,57334454
2016-01-15,56407659
2016-01-16,55945245
2016-01-17,55940039
2016-01-18,55994695
2016-01-19,55813186
2016-01-20,56057623
2016-01-21,55190851
2016-01-22,54338664
2016-01-23,54128846
2016-01-24,54057220
2016-01-25,54298988
2016-01-26,54458328
2016-01-27,55168041
2016-01-28,55338801
2016-01-29,56364584
2016-01-30,55254770
2016-01-31,55396467
2016-02-01,55363350
2016-02-02,55183281
2016-02-03,55273189
2016-02-04,55356257
2016-02-05,55448817
2016-02-06,56568987
2016-02-07,56612184
2016-02-08,56585611
2016-02-09,56695932
2016-02-10,56424950
2016-02-11,56075498
2016-02-12,55022922
2016-02-13,54967420
2016-02-14,54899559
2016-02-15,54661237
2016-02-16,54523968
2016-02-17,54516787
2016-02-18,54523229
2016-02-19,54423021
2016-02-20,54435641
2016-02-21,54437615
2016-02-22,53796604
2016-02-23,52535016
2016-02-24,51620608
2016-02-25,53890152
2016-02-26,53710000
2016-02-27,53302179
2016-02-28,52486098
2016-02-29,52380394
2016-03-01,52940202
2016-03-02,52905280
2016-03-03,53416900
2016-03-04,53989492
2016-03-05,54553161
2016-03-06,54294145
2016-03-07,54057735
2016-03-08,53525736
2016-03-09,52987558
2016-03-10,52801552
2016-03-11,53364599
2016-03-12,53150082
2016-03-13,53196808
2016-03-14,53646965
2016-03-15,53887751
2016-03-16,53575863
2016-03-17,53214724
2016-03-18,52882210
2016-03-19,52793628
2016-03-20,52811255
2016-03-21,52836026
2016-03-22,52807620
2016-03-23,52607555
2016-03-24,52287386
2016-03-25,52283496
2016-03-26,52364573
2016-03-27,52168428
2016-03-28,52123535
2016-03-29,51773155
2016-03-30,51423533
2016-03-31,50152362
2016-04-01,49413391
2016-04-02,49528248
2016-04-03,50268570
2016-04-04,51448420
2016-04-05,51522746
2016-04-06,51337786
2016-04-07,51113663
2016-04-08,50726418
2016-04-09,50177175
2016-04-10,50397829
2016-04-11,50690939
2016-04-12,50640241
2016-04-13,50586033
2016-04-14,50269873
2016-04-15,50161373
2016-04-16,50415977
2016-04-17,50338087
2016-04-18,50546032
2016-04-19,50701253
2016-04-20,51102058
2016-04-21,51323219
2016-04-22,51631476
2016-04-23,51618275
2016-04-24,51768083
2016-04-25,51676807
2016-04-26,52239391
2016-04-27,52590686
2016-04-28,53669603
2016-04-29,53895870
2016-04-30,55276230
2016-05-01,55518279
2016-05-02,56339931
2016-05-03,56927540
2016-05-04,57235533
2016-05-05,57334699
2016-05-06,56977654
2016-05-07,54827576
2016-05-08,52643629
2016-05-09,52630638
2016-05-10,53516493
2016-05-11,54712037
2016-05-12,54859648
2016-05-13,54878558
2016-05-14,55226369
2016-05-15,55771662
2016-05-16,55738714
2016-05-17,55715223
2016-05-18,56289182
2016-05-19,56410364
2016-05-22,56301646
2016-05-23,56005216
2016-05-24,56849213
2016-05-25,58210059
2016-05-26,58900388
2016-05-27,58587506
2016-05-28,58359513
2016-05-29,58224943
2016-05-30,57904534
2016-05-31,57762890
2016-06-01,57683904
2016-06-02,57624731
2016-06-03,57798456
2016-06-04,58708727
2016-06-05,58918803
2016-06-06,59061889
2016-06-07,59390981
2016-06-08,59261802
2016-06-09,59377080
2016-06-10,59424500
2016-06-11,59423588
2016-06-12,58826583
2016-06-13,58637001
2016-06-14,58325145
2016-06-15,58307333
2016-06-16,58215365
2016-06-17,57926175
2016-06-18,57733877
2016-06-19,57099820
2016-06-20,55739822
2016-06-21,55961915
2016-06-22,56500165
2016-06-23,55894433
2016-06-24,55632693
2016-06-25,56202862
2016-06-26,56461580
2016-06-27,57950517
2016-06-28,58044696
2016-06-29,57734723
2016-06-30,57662986
2016-07-01,57609024
2016-07-02,57741597
2016-07-03,57639813
2016-07-04,57539762
2016-07-05,57428237
2016-07-06,57364431
2016-07-07,57046673
2016-07-08,57066631
2016-07-09,56975605
2016-07-10,56935760
2016-07-11,56823721
2016-07-12,56187647
2016-07-13,55864360
2016-07-14,55307302
2016-07-15,55061667
2016-07-16,54749483
2016-07-17,54108551
2016-07-18,53981198
2016-07-24,55708305
2016-07-25,55324996
2016-07-26,55209229
2016-07-27,55387028
2016-07-28,55383372
2016-07-29,55230996
2016-07-30,55240148
2016-07-31,55091601
2016-08-01,55025368
2016-08-02,55240843
2016-08-03,55924055
2016-08-04,56542320
2016-08-05,56378161
2016-08-06,56014627
2016-08-07,56052431
2016-08-08,56680828
2016-08-09,57086229
2016-08-10,57138256
2016-08-11,56338077
2016-08-12,55731214
2016-08-13,55949532
2016-08-14,55805971
2016-08-15,55606333
2016-08-16,56208670
2016-08-17,56330568
2016-08-18,56462020
2016-08-19,56395841
2016-08-20,56834688
2016-08-21,56899590
2016-08-22,56665069
2016-08-23,56439150
2016-08-24,55480375
2016-08-25,53747151
2016-08-26,52909394
2016-08-28,53289313
2016-08-31,52153985
2016-09-01,51823076
2016-09-02,51697596
2016-09-03,51301276
2016-09-04,50945229
2016-09-05,49875007
2016-09-06,49268931
2016-09-07,50855073
2016-09-08,52657784
2016-09-09,52311173
2016-09-10,51828450
2016-09-11,51762503
2016-09-12,51243192
2016-09-13,51047869
2016-09-14,51095001
2016-09-15,52349318
2016-09-16,53098105
2016-09-17,53486809
2016-09-18,53769629
2016-09-19,53531150
2016-09-20,53391131
2016-09-21,53631054
2016-09-22,54655066
2016-09-23,54420186
2016-09-24,53990529
2016-09-25,53598100
2016-09-26,53239623
2016-09-27,53291785
2016-09-28,53380122
2016-09-29,53281680
2016-09-30,52649026
2016-10-01,50805614
2016-10-02,50728817
2016-10-03,50649299
2016-10-04,50827776
2016-10-05,50917315
2016-10-06,51058563
2016-10-07,50854898
2016-10-08,50729011
2016-10-09,50581689
2016-10-11,50040308
2016-10-12,49954961
2016-10-13,50182207
2016-10-14,50415825
2016-10-15,50316812
2016-10-16,50111944
2016-10-17,49755871
2016-10-18,49482326
2016-10-19,49603424
2016-10-20,49732188
2016-10-21,49715371
2016-10-22,49793877
2016-10-23,49775986
2016-10-24,49715420
2016-10-25,49780423
2016-10-26,49750303
2016-10-27,49621423
2016-10-28,49625945
2016-10-29,49516173
2016-10-30,49128898
2016-10-31,48784897
2016-11-01,48543209
2016-11-02,48506073
2016-11-03,49066972
2016-11-04,48711990
2016-11-05,48467105
2016-11-06,48400748
2016-11-07,48000617
2016-11-08,45985390
2016-11-09,46251582
2016-11-10,44678102
2016-11-11,45127223
2016-11-12,45997452
2016-11-13,46574741
2016-11-14,46213312
2016-12-08,44529813
2016-12-09,44594816
2016-12-10,44780728
2016-12-11,44507699
2016-12-12,44518353
2016-12-13,44468845
2016-12-14,44500315
2016-12-15,44486089
2016-12-16,44809142
2016-12-17,45365685
2016-12-18,45713308
2016-12-19,47304655
2016-12-20,48020591
2016-12-21,49303066
2016-12-22,49407304
2016-12-23,49487110
2016-12-24,50279022
2016-12-25,50886674
2016-12-26,50843874
2016-12-27,51165617
2016-12-28,50637759
2016-12-29,49510832
2016-12-30,48431439
2016-12-31,48386723
2017-01-01,49465843
2017-01-02,48836125
2017-01-03,48915182
2017-01-04,47541907
2017-01-05,45500804
2017-01-06,44437956
2017-01-07,44545472
2017-01-08,43831786
2017-01-09,43365369
2017-01-10,42835848
2017-01-11,43465083
2017-01-12,43797153
2017-01-13,44206416
2017-01-14,44290588
2017-01-15,44559646
2017-01-16,44572462
2017-01-17,44652906
2017-01-18,44236422
2017-01-19,44242175
2017-01-20,43945357
2017-01-21,43823000
2017-01-22,43761640
2017-01-27,41269190
2017-01-28,41163650
2017-01-29,42585827
2017-01-30,42635820
2017-01-31,42873761
2017-02-01,42728092
2017-02-02,44536499
2017-02-03,44873138
2017-02-04,46956147
2017-02-05,49298747
2017-02-06,51174848
2017-02-07,53658484
2017-02-08,54942002
2017-02-09,52194901
2017-02-10,49672167
2017-02-11,48536129
2017-02-12,47816147
2017-02-13,46984657
2017-02-14,47620394
2017-02-15,49208822
2017-02-16,49547808
2017-02-18,47892543
2017-02-19,46901174
2017-02-20,45617823
2017-02-21,44449602
2017-02-22,44593738
2017-02-23,43082217
2017-02-24,43057356
2017-02-25,43181001
2017-02-26,42766563
2017-02-27,42429239
2017-02-28,42719171
2017-03-01,43011690
2017-03-02,43375295
2017-03-03,44269074
2017-03-04,44495742
2017-03-05,44643575
2017-03-06,44623221
2017-03-07,44215836
2017-03-08,42829372
2017-03-09,41696315
2017-03-10,39840187
2017-03-11,39532246
2017-03-12,39865290
2017-03-13,39830360
2017-03-14,39421364
2017-03-15,39350760
2017-03-16,38667589
2017-03-17,37207059
2017-03-18,36992603
2017-03-19,36175918
2017-03-20,35993625
2017-03-21,36657902
2017-03-22,38435823
2017-03-23,40269329
2017-03-24,40253485
2017-03-25,41297965
2017-03-26,42093899
2017-03-27,40852643
2017-03-28,39185951
2017-03-29,38636275
2017-03-30,38724402
2017-03-31,39355603
2017-04-01,39591328
2017-04-02,39373877
2017-04-03,38884991
2017-04-04,38616155
2017-04-12,40269793
2017-04-13,40062973
2017-04-14,40176790
2017-04-15,40892833
2017-04-16,40665415
2017-04-17,40262141
2017-04-18,40126948
2017-04-19,39821296
2017-04-20,39900767
2017-04-21,40294647
2017-04-22,40721223
2017-04-23,40626766
2017-04-24,40907079
2017-04-25,40500968
2017-04-26,40204905
2017-04-27,39845098
2017-04-28,40160831
2017-04-29,40943008
2017-04-30,41674751
2017-05-01,42689746
2017-05-02,42777461
2017-05-03,42473744
2017-05-04,41255167
2017-05-05,40813601
2017-05-06,41000028
2017-05-07,41550158
2017-05-08,41644001
2017-05-09,42088954
2017-05-10,42976725
2017-05-11,42617737
2017-05-12,41629345
2017-05-13,41540524
2017-05-14,42029825
2017-05-15,42411879
2017-05-16,42912807
2017-05-17,44053882
2017-05-18,45478390
2017-05-19,45411711
2017-05-20,46333484
2017-05-21,46225871
2017-05-22,46106932
2017-05-23,44683144
2017-05-24,43493589
2017-05-25,42249485
2017-05-26,41668955
2017-05-27,42202267
2017-05-28,43925583
2017-05-29,45088266
2017-05-30,46337041
2017-05-31,46789180
2017-06-01,44854760
2017-06-02,42947587
2017-06-03,42770610
2017-06-06,42667595
2017-06-07,42731566
2017-06-08,42533056
2017-06-09,42376270
2017-06-10,41287367
2017-06-11,39330685
2017-06-12,37634481
2017-06-13,39412144
2017-06-14,40366382
2017-06-15,41095098
2017-06-16,41002448
2017-06-17,40872611
2017-06-18,40553739
2017-06-19,40416121
2017-06-20,40882272
2017-06-21,40937387
2017-06-22,40608787
2017-06-23,40570268
2017-06-24,40373339
2017-06-25,40317000
2017-06-26,39853302
2017-06-27,40236351
2017-06-28,41139123
2017-06-29,41484972
2017-06-30,41777011
2017-07-01,41918734
2017-07-02,42968818
2017-07-03,42200386
2017-07-04,42291754
2017-07-05,42087625
2017-07-06,41628575
2017-07-07,41370020
2017-07-08,41560223
2017-07-13,41885585
2017-07-14,41895864
2017-07-15,41787742
2017-07-16,41724129
2017-07-17,41608630
2017-07-18,41512387
2017-07-19,41238129
2017-07-20,41162205
2017-07-21,41677299
2017-07-22,41919836
2017-07-23,42097246
2017-07-24,42270158
2017-07-25,42928409
2017-07-26,43220974
2017-07-27,43350673
2017-07-28,43199804
2017-07-29,43353276
2017-07-30,43256951
2017-07-31,43188716
2017-08-01,43207884
2017-08-02,43443508
2017-08-03,43930994
2017-08-04,44944950
2017-08-05,44956649
2017-08-06,45676190
2017-08-09,45116942
2017-08-10,44829599
2017-08-11,44610302
2017-08-12,44448553
2017-08-13,44393199
2017-08-14,44519308
2017-08-15,45892807
2017-08-17,45867971
2017-08-18,45899538
2017-08-19,46386230
2017-08-20,46901437
2017-08-21,46321699
2017-08-22,45872060
2017-08-23,45879737
2017-08-24,45605024
2017-08-25,45575554
2017-08-26,45602464
2017-08-27,45525434
2017-08-28,45253300
2017-08-29,45172827
2017-08-30,45244951
2017-08-31,45498709
2017-09-01,46361595
2017-09-02,46930469
2017-09-03,46593515
2017-09-04,46261083
2017-09-05,46171376
2017-09-06,45851676
2017-09-07,45413284
2017-09-08,44891894
2017-09-09,44884806
2017-09-10,44595016
2017-09-11,44801705
2017-09-12,45385466
2017-09-13,45503042
2017-09-14,45761853
2017-09-15,45823756
2017-09-16,46131569
2017-09-17,46731869
2017-09-19,46473987
2017-09-20,46028003
2017-09-21,45444887
2017-09-22,45335840
2017-09-23,45345382
2017-09-24,45345680
2017-09-25,45415041
2017-09-26,45361442
2017-09-27,45312856
2017-09-28,45389990
2017-09-29,45427739
2017-09-30,45734628
2017-10-01,46196899
2017-10-02,45942900
2017-10-03,45860330
2017-10-04,45861383
2017-10-05,45806675
2017-10-06,45834240
2017-10-07,46276239
2017-10-08,46125754
2017-10-09,46093420
2017-10-10,45909729
2017-10-11,45807844
2017-10-12,45523263
2017-10-13,45817030
2017-10-14,45908352
2017-10-15,47160282
2017-10-16,46817120
2017-10-17,46609087
2017-10-18,46895820
2017-10-19,47042055
2017-10-20,47028925
2017-10-21,48057327
2017-10-22,47817523
2017-10-23,48048515
2017-10-24,47802614
2017-10-25,47253652
2017-10-26,46997637
2017-10-27,47105658
2017-10-28,47492189
2017-10-29,48064223
2017-10-30,48189097
2017-10-31,48543406
2017-11-01,48447365
2017-11-02,48544096
2017-11-03,49341150
2017-11-04,49518594
2017-11-05,49438521
2017-11-06,49457936
2017-11-07,49356764
2017-11-08,49016458
2017-11-09,48404413
2017-11-10,48143663
2017-11-11,47975025
2017-11-12,47617352
2017-11-13,46963967
2017-11-14,47653042
2017-11-15,47402878
2017-11-16,47304696
2017-11-17,47619011
2017-11-18,47804692
2017-11-19,48022410
2017-11-20,48103872
2017-11-21,49121548
2017-11-22,48260494
2017-11-23,47905387
2017-11-24,47480922
2017-11-25,47194705
2017-11-26,46736662
2017-11-27,46382742
2017-11-28,45986365
2017-11-29,45526560
2017-11-30,45937580
2017-12-01,46324128
2017-12-02,46565015
2017-12-03,46516362
2017-12-04,46485366
2017-12-05,46736335
2017-12-06,46611865
2017-12-07,46269310
2017-12-08,45833881
2017-12-09,45808352
2017-12-10,45964413
2017-12-11,46259992
2017-12-12,46302947
2017-12-13,45873880
2017-12-14,45965666
2017-12-15,46088871
2017-12-16,45926237
2017-12-17,45836924
2017-12-18,45793035
2017-12-19,45829819
2017-12-20,46051659
2017-12-21,46211916
2017-12-22,46173437
2017-12-23,47433544
2017-12-24,47428751
2017-12-25,47483113
2017-12-26,47278063
2017-12-27,47045434
2017-12-28,46909051
2017-12-29,47882322
2017-12-30,47260759
2017-12-31,47313107
2018-01-01,47593180
2018-01-02,47550980
2018-01-03,47381404
2018-01-04,45883034
2018-01-05,44981839
2018-01-06,45520177
2018-01-07,45939756
2018-01-08,45215194
2018-01-09,44279231
2018-01-10,43683650
2018-01-11,43621996
2018-01-12,44618948
2018-01-13,44911974
2018-01-14,45077169
2018-01-15,44765701
2018-01-16,45000917
2018-01-17,44994341
2018-01-18,44825336
2018-01-19,44780557
2018-01-20,44659237
2018-01-21,44662318
2018-01-22,44619619
2018-01-23,44755316
2018-01-24,44902726
2018-01-25,44985660
2018-01-26,45019785
2018-01-27,45920440
2018-01-28,45870733
2018-01-29,45645029
2018-01-30,45882844
2018-02-01,46238858
2018-02-02,46392880
2018-02-04,47032715
2018-02-05,47241080
2018-02-06,47548427
2018-02-07,47410174
2018-02-08,47467869
2018-02-09,47479953
2018-02-10,47256118
2018-02-11,46853064
2018-02-12,45772227
2018-02-13,44928027
2018-02-14,44713849
2018-02-15,44971157
2018-02-16,45220845
2018-02-17,45581223
2018-02-18,45840122
2018-02-19,45983474
2018-02-20,45763500
2018-02-21,46035656
2018-02-22,46787487
2018-02-23,46929849
2018-02-24,47281376
2018-02-25,48581206
2018-02-26,48157730
2018-02-27,48551565
2018-02-28,49618024
2018-03-01,49362765
2018-03-02,48801271
2018-03-03,48746474
2018-03-04,48674041
2018-03-05,48503511
2018-03-06,49142207
2018-03-07,49235996
2018-03-08,49481290
2018-03-09,50688643
2018-03-10,50288672
2018-03-11,50586184
2018-03-12,50685623
2018-03-13,50831747
2018-03-14,51335284
2018-03-15,51660256
2018-03-16,51513582
2018-03-17,51543333
2018-03-18,51458275
2018-03-19,51440934
2018-03-20,51561978
2018-03-21,51636076
2018-03-23,51904740
2018-03-24,52327347
2018-03-26,55166207
2018-03-27,56185468
2018-03-28,56122805
2018-03-29,55242384
2018-03-30,52931286
2018-03-31,51828955
2018-04-01,52589159
2018-04-02,53052293
2018-04-03,54723761
2018-04-04,54739578
2018-04-05,54776554
2018-04-06,54928608
2018-04-08,54764626
2018-04-09,54612431
2018-04-10,54963511
2018-04-11,55269267
2018-04-12,55546414
2018-04-13,56244487
2018-04-14,57921896
2018-04-16,58860690
2018-04-17,60829584
2018-04-18,62866281
2018-04-19,62802312
2018-04-20,62025322
2018-04-21,60607289
2018-04-22,60147677
2018-04-23,57774104
2018-04-24,58461831
2018-04-25,58881578
2018-04-26,59705305
2018-04-27,60020336
2018-04-28,60174224
2018-04-29,60095656
2018-04-30,60477112
2018-05-01,61441174
2018-05-02,61989289
2018-05-03,62956444
2018-05-04,63428897
2018-05-05,64935435
2018-05-06,65427843
2018-05-07,66868160
2018-05-08,69755810
2018-05-09,67253598
2018-05-10,63927085
2018-05-11,61520411
2018-05-12,63738048
2018-05-13,62892481
2018-05-14,63157314
2018-05-15,63277443
2018-05-16,63511388
2018-05-17,63258395
2018-05-18,65028469
2018-05-19,65645901
2018-05-20,65533351
2018-05-21,65662394
2018-05-22,65637938
2018-05-23,66706379
2018-05-24,67747190
2018-05-25,68764059
2018-05-26,68553693
2018-05-27,68113836
2018-05-28,67406327
2018-05-29,66108279
2018-05-30,66211061
2018-05-31,66062668
2018-06-01,63557013
2018-06-02,62961496
2018-06-03,62401894
2018-06-04,62690272
2018-06-05,63403946
2018-06-06,62827972
2018-06-07,59686573
2018-06-08,56702244
2018-06-09,53867131
2018-06-10,51755725
2018-06-11,49195014
2018-06-12,47416669
2018-06-13,46797754
2018-06-14,48893247
2018-06-15,50584955
2018-06-16,51500039
2018-06-17,53807553
2018-06-18,53524979
2018-06-19,52744247
2018-06-20,52803553
2018-06-21,52537815
2018-06-22,53266081
2018-06-23,53255003
2018-06-24,52841764
2018-06-25,53032500
2018-06-26,53433895
2018-06-27,53715957
2018-06-28,52799139
2018-06-29,52259351
2018-06-30,52007701
2018-07-01,52072271
2018-07-02,51920549
2018-07-03,51756297
2018-07-04,51488995
2018-07-05,51459026
2018-07-06,50470333
2018-07-07,50623500
2018-07-08,50401363
2018-07-09,50606408
2018-07-10,50688970
2018-07-11,50754160
2018-07-12,50557987
2018-07-13,50692494
2018-07-14,50494959
2018-07-15,50762063
2018-07-16,50857188
2018-07-17,51550466
2018-07-18,51261418
2018-07-19,51533569
2018-07-20,51668853
2018-07-21,51738224
2018-07-22,52106582
2018-07-23,52641846
2018-07-24,53038399
2018-07-25,53629172
2018-07-26,53382227
2018-07-27,52132078
2018-07-28,52467945
2018-07-29,52136905
2018-07-30,52562500
2018-07-31,52487565
2018-08-01,52508957
2018-08-02,52705221
2018-08-03,53319534
2018-08-04,53625597
2018-08-05,53411823
2018-08-06,52793197
2018-08-07,52457599
2018-08-08,51761197
2018-08-09,51746592
2018-08-10,51516053
2018-08-11,50798881
2018-08-12,51110706
2018-08-14,50517032
2018-08-16,48997479
2018-08-17,49707122
2018-08-18,51710009
2018-08-19,52286294
2018-08-20,52848808
2018-08-21,52839693
2018-08-22,52530539
2018-08-23,52284548
2018-08-24,52001292
2018-08-25,52406593
2018-08-26,52264602
2018-08-27,53084449
2018-08-28,52966150
2018-08-29,52563827
2018-08-30,52230231
2018-08-31,52203487
2018-09-01,52176704
2018-09-02,52177449
2018-09-03,52281816
2018-09-04,52030937
2018-09-05,51913569
2018-09-06,51793826
2018-09-07,51654337
2018-09-08,51338216
2018-09-09,50683009
2018-09-10,50349724
2018-09-11,50271918
2018-09-12,50638487
2018-09-13,50294344
2018-09-14,50190995
2018-09-15,50665235
2018-09-16,51163504
2018-09-17,51560249
2018-09-18,51358883
2018-09-19,51119860
2018-09-20,51225272
2018-09-21,52588746
2018-09-22,53045130
2018-09-23,52976577
2018-09-24,52835522
2018-09-25,52788095
2018-09-26,53093495
2018-09-27,52306390
2018-09-28,52298777
2018-09-29,51877639
2018-09-30,51847605
2018-10-02,52188612
2018-10-03,52786506
2018-10-04,52893243
2018-10-05,53215055
2018-10-06,53028677
2018-10-07,53179144
2018-10-08,53368963
2018-10-09,53160104
2018-10-10,53171077
2018-10-11,53633779
2018-10-12,53889346
2018-10-13,53660039
2018-10-14,53942303
2018-10-15,54004256
2018-10-16,54331372
2018-10-17,54309492
2018-10-18,53933681
2018-10-19,54005608
2018-10-20,53701055
2018-10-21,53777562
2018-10-22,53954982
2018-10-23,54407562
2018-10-24,54792208
2018-10-25,55814187
2018-10-26,56362467
2018-10-27,56345495
2018-10-28,56213368
2018-10-29,55802463
2018-10-30,55664399
2018-10-31,55607111
2018-11-01,55698442
2018-11-03,57561805
2018-11-04,58674169
2018-11-05,57949937
2018-11-06,57946184
2018-11-07,57145525
2018-11-08,56442292
2018-11-09,55638887
2018-11-10,55679788
2018-11-11,55772426
2018-11-12,55338917
2018-11-13,55010294
2018-11-14,54788588
2018-11-15,54389158
2018-11-16,54996630
2018-11-17,55447616
2018-11-18,55634584
2018-11-19,55951530
2018-11-20,55293474
2018-11-21,55177597
2018-11-22,54389363
2018-11-23,52317470
2018-11-24,51941156
2018-11-25,52983287
2018-11-26,52321625
