date_obj,Fancy%20tiara price
2017-06-13,40155
2017-06-14,40155
2017-06-15,40155
2017-06-16,38147
2017-06-17,38147
2017-06-18,38147
2017-06-19,38147
2017-06-20,38147
2017-06-21,36323
2017-06-22,36323
2017-06-23,36323
2017-06-24,36323
2017-06-25,36323
2017-06-26,35017
2017-06-27,35017
2017-06-28,35017
2017-06-29,35017
2017-06-30,35017
2017-07-01,35017
2017-07-02,34579
2017-07-03,34579
2017-07-04,34579
2017-07-05,34579
2017-07-06,32883
2017-07-07,32883
2017-07-08,32883
2017-07-13,31408
2017-07-14,29925
2017-07-15,29925
2017-07-16,29925
2017-07-17,29925
2017-07-18,28532
2017-07-19,28532
2017-07-20,28532
2017-07-21,28532
2017-07-22,27180
2017-07-23,27180
2017-07-24,27180
2017-07-25,27180
2017-07-26,25873
2017-07-27,25873
2017-07-28,25873
2017-07-29,24778
2017-07-30,24778
2017-07-31,24778
2017-08-01,24778
2017-08-02,24000
2017-08-03,24000
2017-08-04,24000
2017-08-05,24000
2017-08-06,22834
2017-08-09,22834
2017-08-10,22834
2017-08-11,21744
2017-08-12,21744
2017-08-13,21744
2017-08-14,21744
2017-08-15,20781
2017-08-16,20781
2017-08-17,20781
2017-08-18,20781
2017-08-19,19795
2017-08-20,19795
2017-08-21,19795
2017-08-22,18856
2017-08-23,18856
2017-08-24,18856
2017-08-25,18856
2017-08-26,17959
2017-08-27,17959
2017-08-28,17959
2017-08-29,17959
2017-08-30,17155
2017-08-31,17155
2017-09-01,17155
2017-09-02,16349
2017-09-03,16349
2017-09-04,16349
2017-09-05,16349
2017-09-06,15650
2017-09-07,15650
2017-09-08,15650
2017-09-09,15650
2017-09-10,15527
2017-09-11,15527
2017-09-12,15527
2017-09-13,15527
2017-09-14,15527
2017-09-15,15527
2017-09-16,14882
2017-09-17,14882
2017-09-18,14882
2017-09-19,14882
2017-09-20,14712
2017-09-21,14712
2017-09-22,14712
2017-09-23,14712
2017-09-24,14712
2017-09-25,14730
2017-09-26,14730
2017-09-27,14730
2017-09-28,14730
2017-09-29,14730
2017-09-30,14730
2017-10-01,15186
2017-10-02,15186
2017-10-03,15186
2017-10-04,15186
2017-10-05,15186
2017-10-06,15563
2017-10-07,15563
2017-10-08,15563
2017-10-09,15563
2017-10-10,16270
2017-10-11,16270
2017-10-12,16270
2017-10-13,16270
2017-10-14,16270
2017-10-15,16270
2017-10-16,16346
2017-10-17,16346
2017-10-18,16346
2017-10-19,16346
2017-10-20,16346
2017-10-21,16346
2017-10-22,16390
2017-10-23,16390
2017-10-24,16390
2017-10-25,16390
2017-10-26,16390
2017-10-27,16107
2017-10-28,16107
2017-10-29,16107
2017-10-30,16107
2017-10-31,16107
2017-11-01,16107
2017-11-02,16700
2017-11-03,16700
2017-11-04,16700
2017-11-05,16700
2017-11-06,16700
2017-11-07,16700
2017-11-08,17060
2017-11-09,17060
2017-11-10,17060
2017-11-11,17060
2017-11-12,17060
2017-11-13,16997
2017-11-14,16997
2017-11-15,16997
2017-11-16,16997
2017-11-17,16997
2017-11-18,16997
2017-11-19,16296
2017-11-20,16296
2017-11-21,16296
2017-11-22,16296
2017-11-23,16296
2017-11-24,16342
2017-11-25,16342
2017-11-26,16342
2017-11-27,16342
2017-11-28,16342
2017-11-29,16342
2017-11-30,16228
2017-12-01,16228
2017-12-02,16228
2017-12-03,16228
2017-12-04,16228
2017-12-05,15884
2017-12-06,15884
2017-12-07,15884
2017-12-08,15884
2017-12-09,15884
2017-12-10,15511
2017-12-12,15511
2017-12-13,15511
2017-12-14,15511
2017-12-15,15672
2017-12-16,15672
2017-12-17,15672
2017-12-18,15672
2017-12-19,15672
2017-12-20,15963
2017-12-21,15963
2017-12-22,15963
2017-12-23,15963
2017-12-24,15963
2017-12-25,15963
2017-12-26,16488
2017-12-27,16488
2017-12-28,16488
2017-12-29,16488
2017-12-30,16488
2017-12-31,17264
2018-01-01,17264
2018-01-02,17264
2018-01-03,17264
2018-01-04,17264
2018-01-05,18041
2018-01-06,18041
2018-01-07,18041
2018-01-08,18041
2018-01-09,18041
2018-01-10,18882
2018-01-11,18882
2018-01-12,18882
2018-01-13,18882
2018-01-14,18882
2018-01-15,19749
2018-01-16,19749
2018-01-17,19749
2018-01-18,19749
2018-01-19,20633
2018-01-20,20633
2018-01-21,20633
2018-01-22,20633
2018-01-23,20468
2018-01-25,20468
2018-01-26,20468
2018-01-27,21130
2018-01-28,21130
2018-01-29,21130
2018-01-30,21130
2018-01-31,21130
2018-02-01,22105
2018-02-02,22105
2018-02-03,22105
2018-02-04,22105
2018-02-05,22896
2018-02-06,22896
2018-02-07,22896
2018-02-08,22896
2018-02-09,22896
2018-02-10,23400
2018-02-11,23400
2018-02-12,23400
2018-02-13,23400
2018-02-14,23677
2018-02-15,23677
2018-02-16,23677
2018-02-17,23677
2018-02-18,23677
2018-02-19,23841
2018-02-20,23841
2018-02-21,23841
2018-02-22,23841
2018-02-23,23841
2018-02-24,24079
2018-02-25,24079
2018-02-26,24079
2018-02-27,24079
2018-02-28,24079
2018-03-01,24081
2018-03-02,24081
2018-03-03,24081
2018-03-04,24081
2018-03-05,24081
2018-03-06,23760
2018-03-07,23760
2018-03-08,23760
2018-03-09,23760
2018-03-10,23760
2018-03-11,23946
2018-03-12,23946
2018-03-13,23946
2018-03-14,23946
2018-03-15,23946
2018-03-16,23946
2018-03-17,24821
2018-03-18,24821
2018-03-20,24821
2018-03-21,24821
2018-03-23,25337
2018-03-24,25337
2018-03-25,25337
2018-03-26,25337
2018-03-27,24342
2018-03-28,24342
2018-03-29,24342
2018-03-30,24342
2018-03-31,23148
2018-04-01,23148
2018-04-02,23148
2018-04-03,23148
2018-04-04,22080
2018-04-05,22080
2018-04-06,22080
2018-04-07,22080
2018-04-08,21122
2018-04-09,21122
2018-04-10,21122
2018-04-11,21122
2018-04-12,20102
2018-04-13,20102
2018-04-14,20102
2018-04-15,20102
2018-04-16,20102
2018-04-17,19096
2018-04-18,19096
2018-04-19,19096
2018-04-20,19096
2018-04-21,19096
2018-04-22,18239
2018-04-23,18239
2018-04-24,18239
2018-04-25,18239
2018-04-26,17398
2018-04-27,17398
2018-04-28,17398
2018-04-29,17398
2018-04-30,16604
2018-05-01,16604
2018-05-03,16604
2018-05-04,16604
2018-05-05,16046
2018-05-06,16046
2018-05-07,16046
2018-05-08,16046
2018-05-09,16046
2018-05-10,15503
2018-05-11,15503
2018-05-12,15503
2018-05-13,15503
2018-05-14,15503
2018-05-15,14892
2018-05-16,14892
2018-05-17,14892
2018-05-18,14892
2018-05-19,14952
2018-05-20,14952
2018-05-21,14952
2018-05-22,14952
2018-05-23,14952
2018-05-24,14553
2018-05-25,14553
2018-05-26,14553
2018-05-27,14553
2018-05-28,14553
2018-05-29,13936
2018-05-30,13936
2018-05-31,13936
2018-06-01,13936
2018-06-02,13239
2018-06-03,13239
2018-06-04,13239
2018-06-05,13239
2018-06-06,12658
2018-06-07,12658
2018-06-08,12658
2018-06-09,12658
2018-06-10,12658
2018-06-11,12321
2018-06-12,12321
2018-06-13,12321
2018-06-14,12321
2018-06-15,12321
2018-06-16,11889
2018-06-17,11889
2018-06-18,11889
2018-06-19,11889
2018-06-20,11889
2018-06-21,11608
2018-06-22,11608
2018-06-23,11608
2018-06-24,11608
2018-06-25,11646
2018-06-26,11646
2018-06-27,11646
2018-06-28,11646
2018-06-29,11646
2018-06-30,11616
2018-07-01,11616
2018-07-02,11616
2018-07-03,11616
2018-07-04,11397
2018-07-05,11397
2018-07-06,11397
2018-07-07,11397
2018-07-08,11397
2018-07-09,11258
2018-07-10,11258
2018-07-11,11258
2018-07-12,11258
2018-07-13,11258
2018-07-14,11258
2018-07-15,11258
2018-07-16,11157
2018-07-17,11157
2018-07-18,11157
2018-07-19,11157
2018-07-20,11575
2018-07-21,11575
2018-07-22,11575
2018-07-23,11832
2018-07-24,11832
2018-07-25,11832
2018-07-26,11832
2018-07-27,11965
2018-07-28,11965
2018-07-29,11965
2018-07-30,11965
2018-07-31,12226
2018-08-01,12226
2018-08-02,12226
2018-08-03,12226
2018-08-04,12578
2018-08-05,12578
2018-08-06,12578
2018-08-07,12578
2018-08-08,12708
2018-08-09,12708
2018-08-10,12708
2018-08-11,12708
2018-08-12,12822
2018-08-14,12822
2018-08-16,12822
2018-08-17,12726
2018-08-18,12726
2018-08-19,12726
2018-08-20,12726
2018-08-21,12726
2018-08-22,12836
2018-08-23,12836
2018-08-24,12836
2018-08-25,12836
2018-08-26,12864
2018-08-27,12864
2018-08-28,12864
2018-08-29,12864
2018-08-30,13081
2018-08-31,13081
2018-09-01,13081
2018-09-02,13118
2018-09-03,13118
2018-09-04,13118
2018-09-05,13443
2018-09-06,13443
2018-09-07,13443
2018-09-08,13443
2018-09-09,13337
2018-09-10,13337
2018-09-11,13337
2018-09-12,13337
2018-09-13,13337
2018-09-14,13126
2018-09-15,13126
2018-09-16,13126
2018-09-17,13126
2018-09-18,13140
2018-09-19,13140
2018-09-20,13140
2018-09-21,13140
2018-09-22,12853
2018-09-23,12853
2018-09-24,12853
2018-09-25,12853
2018-09-26,12630
2018-09-27,12630
2018-09-28,12630
2018-09-29,12630
2018-09-30,12391
2018-10-01,12391
2018-10-02,12391
2018-10-03,12391
2018-10-04,12065
2018-10-05,12065
2018-10-06,12065
2018-10-07,11649
2018-10-08,11649
2018-10-09,11649
2018-10-10,11649
2018-10-11,11860
2018-10-12,11860
2018-10-13,11860
2018-10-14,11860
2018-10-15,11860
2018-10-16,12287
2018-10-17,12287
2018-10-18,12287
2018-10-19,12567
2018-10-20,12567
2018-10-21,12567
2018-10-22,12567
2018-10-23,12567
2018-10-24,12134
2018-10-25,12134
2018-10-26,12134
2018-10-27,12134
2018-10-28,11849
2018-10-29,11849
2018-10-30,11849
2018-10-31,11849
2018-11-01,12135
2018-11-03,12135
2018-11-04,12595
2018-11-05,12595
2018-11-06,12945
2018-11-07,12945
2018-11-08,12945
2018-11-09,12945
2018-11-10,13500
2018-11-11,13500
2018-11-12,14037
2018-11-13,14037
2018-11-14,14037
2018-11-15,14395
2018-11-16,14395
2018-11-17,14395
2018-11-18,14578
2018-11-19,14578
2018-11-20,14578
2018-11-21,14621
2018-11-22,14621
2018-11-23,14621
2018-11-24,14181
2018-11-25,14181
2018-11-26,14181
2018-11-27,14412
2018-11-28,14412
2018-11-29,14610
2018-12-01,14610
2018-12-02,14839
2018-12-03,14839
2018-12-04,14839
2018-12-05,14808
2018-12-07,14808
2018-12-09,14365
2018-12-10,14365
2018-12-11,14002
2018-12-12,14002
2018-12-13,13613
2018-12-14,13613
2018-12-15,13613
2018-12-16,13125
2018-12-17,13125
2018-12-18,13125
2018-12-19,12875
2018-12-20,12875
2018-12-21,12875
2018-12-22,12600
2018-12-23,12600
2018-12-24,12180
2018-12-25,12180
2018-12-26,12180
2018-12-27,11865
2018-12-28,11865
2018-12-29,11392
2018-12-30,11392
2018-12-31,11392
2019-01-01,11454
2019-01-02,11454
2019-01-03,11454
2019-01-04,11602
2019-01-05,11602
2019-01-06,11357
2019-01-08,11357
2019-01-10,10986
2019-01-11,10735
2019-01-12,10735
2019-01-13,10675
2019-01-14,10675
2019-01-15,10675
2019-01-16,10442
2019-01-17,10442
2019-01-18,10442
2019-01-19,10343
2019-01-20,10343
2019-01-21,10343
2019-01-22,10207
2019-01-23,10207
2019-01-24,10207
2019-01-25,9910
2019-01-26,9910
2019-01-27,9910
2019-01-29,9715
2019-01-30,9715
2019-01-31,9761
2019-02-01,9761
2019-02-02,9761
2019-02-03,9868
2019-02-04,9868
2019-02-05,9868
2019-02-06,10156
2019-02-07,10156
2019-02-08,10218
2019-02-09,10218
2019-02-10,10218
2019-02-11,10375
2019-02-12,10375
2019-02-13,10375
2019-02-14,10049
2019-02-15,10049
2019-02-16,9824
2019-02-17,9824
2019-02-18,9824
2019-02-19,9989
2019-02-20,9989
2019-02-21,10094
2019-02-22,10094
2019-02-23,10094
2019-02-24,10517
2019-02-25,10517
2019-02-26,10517
2019-02-27,10767
2019-02-28,10767
2019-03-01,10767
2019-03-02,11250
2019-03-03,11250
2019-03-04,11250
2019-03-05,11675
2019-03-06,11675
2019-03-07,11675
2019-03-08,11675
2019-03-09,12234
2019-03-10,12234
2019-03-11,12234
2019-03-12,12846
2019-03-13,12846
2019-03-14,12846
2019-03-15,13450
2019-03-16,13450
2019-03-17,14115
2019-03-18,14115
2019-03-19,14115
2019-03-20,14799
2019-03-21,14799
2019-03-22,14799
2019-03-23,15477
2019-03-24,15477
2019-03-25,15477
2019-03-26,16127
2019-03-27,16127
2019-03-28,16127
2019-03-29,16809
2019-03-30,16809
2019-03-31,16809
2019-04-01,16685
2019-04-02,16685
2019-04-03,16685
2019-04-04,16685
2019-04-05,16575
2019-04-06,16575
2019-04-07,16575
2019-04-08,16019
2019-04-09,16019
2019-04-10,16019
2019-04-11,15383
2019-04-12,15383
2019-04-13,14621
2019-04-14,14621
2019-04-15,14621
2019-04-16,13889
2019-04-17,13889
2019-04-18,13287
2019-04-19,13287
2019-04-20,13287
2019-04-21,13287
2019-04-22,12636
2019-04-23,12636
2019-04-24,12124
2019-04-25,12124
2019-04-26,12124
2019-04-27,11585
2019-04-28,11585
2019-04-29,11585
2019-04-30,11066
2019-05-01,11066
2019-05-02,11066
2019-05-03,11082
2019-05-04,11082
2019-05-05,11082
2019-05-06,11353
2019-05-07,11353
2019-05-08,11353
2019-05-09,11862
2019-05-10,11862
2019-05-11,11862
2019-05-12,11951
2019-05-13,11951
2019-05-14,11951
2019-05-15,11521
2019-05-16,11521
2019-05-17,11521
2019-05-18,11466
2019-05-19,11466
2019-05-20,11466
2019-05-21,11466
2019-05-22,11718
2019-05-23,11718
2019-05-24,11718
2019-05-25,11718
2019-05-26,12257
2019-05-27,12257
2019-05-28,12257
2019-05-29,12831
2019-05-30,12831
2019-05-31,12831
2019-06-01,12831
2019-06-02,13395
2019-06-03,13395
2019-06-04,13395
2019-06-05,14034
2019-06-06,14034
2019-06-07,14034
2019-06-08,14698
2019-06-09,14698
2019-06-10,14698
2019-06-11,15404
2019-06-12,15404
2019-06-13,15404
2019-06-14,16128
2019-06-15,16128
2019-06-16,16128
2019-06-17,16874
2019-06-18,16874
2019-06-19,16874
2019-06-20,16874
2019-06-21,17615
2019-06-22,17615
2019-06-23,17615
2019-06-24,17615
2019-06-25,18101
2019-06-26,18101
2019-06-27,18101
2019-06-28,18600
2019-06-29,18600
2019-06-30,18740
2019-07-01,18740
2019-07-02,18740
2019-07-03,18740
2019-07-04,19170
2019-07-05,19170
2019-07-06,19170
2019-07-07,19170
2019-07-08,18376
2019-07-09,18376
2019-07-10,17675
2019-07-11,17675
2019-07-12,17675
2019-07-13,17675
2019-07-14,17026
2019-07-15,17026
2019-07-16,17026
2019-07-17,17026
2019-07-18,16387
2019-07-19,16387
2019-07-20,16387
2019-07-21,15758
2019-07-22,15758
2019-07-23,15758
2019-07-24,15754
2019-07-25,15754
2019-07-26,15754
2019-07-27,15754
2019-07-28,16063
2019-07-29,16063
2019-07-30,16063
2019-07-31,16802
2019-08-01,16802
2019-08-02,16802
2019-08-03,17596
2019-08-04,17596
2019-08-05,17596
2019-08-06,17596
2019-08-07,18198
2019-08-08,18198
2019-08-09,18198
2019-08-10,18198
2019-08-11,18874
2019-08-12,18874
2019-08-13,18874
2019-08-14,18952
2019-08-15,18952
2019-08-16,18952
2019-08-17,18989
2019-08-18,18989
2019-08-19,18989
2019-08-20,18873
2019-08-21,18873
2019-08-22,18873
2019-08-23,18873
2019-08-24,18871
2019-08-24,18871
2019-08-25,18871
2019-08-25,18871
2019-08-26,18871
2019-08-27,18871
2019-08-27,18871
2019-08-28,19146
2019-08-29,19146
2019-08-30,19146
2019-08-31,19146
2019-09-01,19162
2019-09-02,19162
2019-09-03,19162
2019-09-04,19162
2019-09-05,19326
2019-09-06,19326
2019-09-07,19326
2019-09-08,19326
2019-09-09,19706
2019-09-10,19706
2019-09-11,19706
2019-09-12,19706
2019-09-13,19780
2019-09-14,19780
2019-09-15,19780
2019-09-16,19780
2019-09-17,20390
2019-09-18,20390
2019-09-19,20390
2019-09-20,20390
2019-09-21,20390
2019-09-22,21296
2019-09-23,21296
2019-09-24,21296
2019-09-25,22084
2019-09-26,22084
2019-09-27,22084
2019-09-28,22084
2019-09-29,22497
2019-09-30,22497
2019-10-01,22497
2019-10-02,22497
2019-10-03,22902
2019-10-04,22902
2019-10-05,22902
2019-10-06,22902
2019-10-07,22562
2019-10-08,22562
2019-10-09,22562
2019-10-10,22562
2019-10-11,22319
2019-10-12,22319
2019-10-13,22319
2019-10-14,21333
2019-10-15,21333
2019-10-16,21333
2019-10-17,21333
2019-10-18,20445
2019-10-19,20445
2019-10-20,20445
2019-10-21,19543
2019-10-22,19543
2019-10-23,19543
2019-10-24,19543
2019-10-25,18660
2019-10-26,18660
2019-10-27,18660
2019-10-28,17814
2019-10-29,17814
2019-10-30,17814
2019-10-31,17814
2019-11-01,17015
2019-11-02,17015
2019-11-03,17015
2019-11-04,16251
2019-11-05,16251
2019-11-06,16251
2019-11-07,15573
2019-11-08,15573
2019-11-09,15573
2019-11-10,14841
2019-11-11,14841
2019-11-12,14841
2019-11-13,14841
2019-11-14,14448
2019-11-15,14448
2019-11-16,14448
2019-11-17,14448
2019-11-18,13807
2019-11-19,13807
2019-11-20,13807
2019-11-21,13807
2019-11-22,13567
2019-11-23,13567
2019-11-24,13567
2019-11-25,13567
2019-11-26,13901
2019-11-27,13901
2019-11-28,13901
2019-11-29,13901
2019-11-30,13901
2019-12-01,13568
2019-12-02,13568
2019-12-03,13568
2019-12-04,12912
2019-12-05,12912
2019-12-06,12912
2019-12-07,12324
2019-12-08,12324
2019-12-09,12324
2019-12-10,12324
2019-12-11,11828
2019-12-12,11828
2019-12-13,11828
2019-12-14,11828
2019-12-15,11585
2019-12-16,11585
2019-12-17,11585
2019-12-18,11585
2019-12-19,11585
2019-12-20,11270
2019-12-21,11270
2019-12-22,11270
2019-12-23,11270
2019-12-24,10989
2019-12-25,10989
2019-12-26,10989
2019-12-27,10771
2019-12-28,10771
2019-12-29,10771
2019-12-30,10771
2019-12-31,10322
2020-01-01,10322
2020-01-02,10322
2020-01-03,9980
2020-01-04,9980
2020-01-05,9980
2020-01-06,9980
2020-01-07,9481
2020-01-08,9481
2020-01-09,9481
2020-01-10,9481
2020-01-11,9037
2020-01-12,9037
2020-01-13,9037
2020-01-14,9037
2020-01-15,8816
2020-01-16,8816
2020-01-17,8816
2020-01-18,8816
2020-01-19,9073
2020-01-20,9073
2020-01-21,9073
2020-01-22,9073
2020-01-23,9300
2020-01-24,9300
2020-01-25,9300
2020-01-26,9466
2020-01-27,9466
2020-01-28,9466
2020-01-29,9466
2020-01-30,9385
2020-01-31,9385
2020-02-01,9385
2020-02-02,9252
2020-02-03,9252
2020-02-04,9252
2020-02-05,9029
2020-02-06,9029
2020-02-07,9029
2020-02-08,9029
2020-02-09,8904
2020-02-10,8904
2020-02-11,8904
2020-02-12,8993
2020-02-13,8993
2020-02-14,8993
2020-02-15,9247
2020-02-16,9247
2020-02-17,9247
2020-02-18,9325
2020-02-19,9325
2020-02-20,9325
2020-02-21,9325
2020-02-22,9250
2020-02-23,9250
2020-02-24,9250
2020-02-25,9133
2020-02-26,9133
2020-02-27,9133
2020-02-28,9262
2020-02-29,9262
2020-03-01,9262
2020-03-02,9262
2020-03-03,9716
2020-03-04,9716
2020-03-05,9716
2020-03-06,9716
2020-03-07,10008
2020-03-08,10008
2020-03-09,10008
2020-03-10,10170
2020-03-11,10170
2020-03-12,10170
2020-03-13,10170
2020-03-14,10140
2020-03-15,10140
2020-03-16,10140
2020-03-17,10140
2020-03-18,10373
2020-03-19,10373
2020-03-20,10373
2020-03-21,10695
2020-03-22,10695
2020-03-23,10695
2020-03-24,11230
2020-03-25,11230
2020-03-26,11760
2020-03-27,11760
2020-03-28,11760
2020-03-29,12348
2020-03-30,12348
2020-03-31,12569
2020-04-01,12569
2020-04-02,12807
2020-04-03,12807
2020-04-04,12807
2020-04-05,13407
2020-04-06,13407
2020-04-07,13546
2020-04-08,13546
2020-04-09,13324
2020-04-10,13324
2020-04-11,12680
2020-04-12,12680
2020-04-13,12088
2020-04-14,12088
2020-04-15,11800
2020-04-16,11800
2020-04-17,11800
2020-04-18,11760
2020-04-19,11760
2020-04-20,11286
2020-04-21,11286
2020-04-22,10989
2020-04-23,10989
2020-04-24,10886
2020-04-25,10886
2020-04-26,10837
2020-04-27,10837
2020-04-28,10851
2020-04-29,10851
2020-04-30,10851
2020-05-01,10793
2020-05-02,10793
2020-05-03,10837
2020-05-04,10837
2020-05-05,10837
2020-05-06,10912
2020-05-07,10912
2020-05-08,10912
2020-05-09,10798
2020-05-10,10798
2020-05-11,10691
2020-05-12,10691
2020-05-13,10691
