date_obj,Willow%20sapling price
2015-08-20,11670
2015-08-21,11670
2015-08-22,11784
2015-08-23,11784
2015-08-24,11964
2015-08-25,11964
2015-08-26,11964
2015-08-27,11587
2015-08-28,11587
2015-08-29,11627
2015-08-30,11627
2015-08-31,11336
2015-09-01,11336
2015-09-02,11336
2015-09-03,10844
2015-09-04,10844
2015-09-05,10379
2015-09-06,10379
2015-09-07,9908
2015-09-08,9908
2015-09-09,10237
2015-09-10,10237
2015-09-11,10447
2015-09-12,10447
2015-09-13,9996
2015-09-14,9996
2015-09-15,10039
2015-09-16,10039
2015-09-17,10236
2015-09-18,10236
2015-09-19,10236
2015-09-20,10182
2015-09-21,10182
2015-09-22,10267
2015-09-23,10267
2015-09-24,10218
2015-09-25,10218
2015-09-27,10178
2015-09-28,10496
2015-09-29,10496
2015-09-30,10769
2015-10-05,11444
2015-10-06,11444
2015-10-07,11336
2015-10-08,11336
2015-10-09,11291
2015-10-10,11291
2015-10-11,11117
2015-10-12,11117
2015-10-13,11253
2015-10-14,11253
2015-10-15,11714
2015-10-16,11714
2015-10-17,11714
2015-10-18,11844
2015-10-19,11844
2015-10-20,11565
2015-10-22,11445
2015-10-23,11445
2015-10-24,11516
2015-10-25,11516
2015-10-26,11152
2015-10-27,11152
2015-10-29,10741
2015-10-30,10741
2015-10-31,10696
2015-11-01,10696
2015-11-02,10696
2015-11-03,10267
2015-11-05,10267
2015-11-06,10391
2015-11-07,10391
2015-11-08,10391
2015-11-09,10400
2015-11-10,10400
2015-11-11,10400
2015-11-12,9925
2015-11-13,9925
2015-11-14,9925
2015-11-15,9462
2015-11-16,9462
2015-11-17,9462
2015-11-18,9655
2015-11-19,9655
2015-11-20,9992
2015-11-21,9992
2015-11-22,9884
2015-11-23,9884
2015-11-24,9884
2015-11-25,9771
2015-11-26,9771
2015-11-27,9771
2015-11-28,10053
2015-11-29,10053
2015-11-30,10094
2015-12-01,10094
2015-12-02,10289
2015-12-03,10289
2015-12-04,10657
2015-12-05,10657
2015-12-06,10854
2015-12-07,10854
2015-12-08,11295
2015-12-09,11837
2015-12-10,11837
2015-12-11,12406
2015-12-13,12389
2015-12-14,12389
2015-12-15,11932
2015-12-16,11932
2015-12-17,11990
2015-12-18,11990
2015-12-19,12414
2015-12-20,12460
2015-12-21,12460
2015-12-22,12651
2015-12-23,12651
2015-12-24,12200
2015-12-25,12200
2015-12-26,11793
2015-12-27,11317
2015-12-28,11317
2015-12-29,10929
2015-12-30,11284
2015-12-31,11284
2016-01-01,11724
2016-01-02,11724
2016-01-03,11851
2016-01-04,11359
2016-01-05,11359
2016-01-06,11336
2016-01-07,11336
2016-01-08,11662
2016-01-09,11662
2016-01-10,11889
2016-01-11,11889
2016-01-12,12229
2016-01-13,12229
2016-01-14,12113
2016-01-15,12113
2016-01-16,12707
2016-01-17,13273
2016-01-18,13852
2016-01-19,13852
2016-01-20,13830
2016-01-21,13830
2016-01-22,13301
2016-01-23,13301
2016-01-24,12675
2016-01-25,12075
2016-01-26,12075
2016-01-27,11725
2016-01-28,11725
2016-01-29,11179
2016-01-30,11179
2016-01-31,10726
2016-02-01,10679
2016-02-02,10679
2016-02-03,10578
2016-02-04,10578
2016-02-05,10452
2016-02-06,10295
2016-02-07,10295
2016-02-08,10335
2016-02-09,10335
2016-02-10,10426
2016-02-11,10426
2016-02-12,10637
2016-02-13,10449
2016-02-14,10449
2016-02-15,10284
2016-02-16,10284
2016-02-17,10008
2016-02-18,10008
2016-02-19,10183
2016-02-20,10183
2016-02-21,9873
2016-02-22,9873
2016-02-23,9390
2016-02-24,9390
2016-02-25,9723
2016-02-26,9723
2016-02-27,10016
2016-02-28,10016
2016-02-29,9842
2016-03-01,9705
2016-03-02,9705
2016-03-03,9978
2016-03-04,9978
2016-03-05,10212
2016-03-06,10136
2016-03-07,10136
2016-03-08,10267
2016-03-09,10765
2016-03-10,11232
2016-03-11,11232
2016-03-12,11439
2016-03-13,11439
2016-03-14,10883
2016-03-15,10619
2016-03-16,10705
2016-03-17,10705
2016-03-18,10843
2016-03-19,10843
2016-03-20,10909
2016-03-21,10909
2016-03-22,10821
2016-03-23,10946
2016-03-24,10946
2016-03-25,10841
2016-03-26,11190
2016-03-27,11190
2016-03-28,11044
2016-03-29,11044
2016-03-30,10734
2016-03-31,10734
2016-04-01,10641
2016-04-02,10641
2016-04-03,10702
2016-04-04,10505
2016-04-05,10505
2016-04-06,10509
2016-04-07,10509
2016-04-08,10547
2016-04-09,10215
2016-04-10,10078
2016-04-11,10078
2016-04-12,9896
2016-04-13,9896
2016-04-14,10109
2016-04-15,9973
2016-04-16,9973
2016-04-17,9750
2016-04-18,9758
2016-04-19,9758
2016-04-20,9902
2016-04-21,9902
2016-04-22,9812
2016-04-23,10116
2016-04-24,10116
2016-04-25,10189
2016-04-26,10189
2016-04-27,10031
2016-04-28,10031
2016-04-29,9967
2016-04-30,10133
2016-05-01,10133
2016-05-02,10184
2016-05-03,10040
2016-05-04,10040
2016-05-05,10151
2016-05-06,10151
2016-05-07,10138
2016-05-08,10138
2016-05-09,9875
2016-05-10,9775
2016-05-11,9775
2016-05-12,9739
2016-05-13,9280
2016-05-14,9280
2016-05-15,8966
2016-05-16,8966
2016-05-17,8927
2016-05-18,8563
2016-05-19,8563
2016-05-22,8648
2016-05-23,8593
2016-05-24,8972
2016-05-25,8972
2016-05-26,8945
2016-05-27,8849
2016-05-28,8849
2016-05-29,9090
2016-05-30,9090
2016-05-31,9296
2016-06-01,9342
2016-06-02,9092
2016-06-03,9092
2016-06-04,9090
2016-06-05,9090
2016-06-06,9401
2016-06-07,9401
2016-06-08,9700
2016-06-09,9792
2016-06-10,10128
2016-06-11,10461
2016-06-12,10855
2016-06-13,10855
2016-06-14,11187
2016-06-15,11187
2016-06-16,11713
2016-06-17,12269
2016-06-18,12269
2016-06-19,12585
2016-06-20,12665
2016-06-21,12477
2016-06-22,12407
2016-06-23,12278
2016-06-24,12278
2016-06-25,11997
2016-06-26,11997
2016-06-27,11506
2016-06-28,11248
2016-06-29,11263
2016-06-30,11384
2016-07-01,11106
2016-07-02,11106
2016-07-03,10743
2016-07-04,10344
2016-07-05,10344
2016-07-06,10090
2016-07-07,10090
2016-07-08,10037
2016-07-09,9939
2016-07-10,10436
2016-07-11,10920
2016-07-12,11172
2016-07-13,11674
2016-07-14,12250
2016-07-15,12714
2016-07-16,13348
2016-07-17,13950
2016-07-18,14442
2016-07-24,11838
2016-07-25,11247
2016-07-26,11247
2016-07-27,10942
2016-07-28,10844
2016-07-29,10814
2016-07-30,11193
2016-07-31,11193
2016-08-01,11022
2016-08-02,10998
2016-08-03,11322
2016-08-04,11322
2016-08-05,11202
2016-08-06,11207
2016-08-07,10975
2016-08-08,10975
2016-08-09,10742
2016-08-10,10336
2016-08-11,10336
2016-08-12,10078
2016-08-13,10078
2016-08-14,9749
2016-08-15,9577
2016-08-16,9426
2016-08-17,9426
2016-08-18,9298
2016-08-19,8893
2016-08-20,8743
2016-08-21,8743
2016-08-22,8868
2016-08-23,9053
2016-08-24,9053
2016-08-25,9205
2016-08-26,9205
2016-08-28,9275
2016-08-31,9692
2016-09-01,9779
2016-09-02,9779
2016-09-03,9876
2016-09-04,10197
2016-09-05,10033
2016-09-06,10284
2016-09-07,10284
2016-09-08,10173
2016-09-09,10173
2016-09-10,9664
2016-09-11,9664
2016-09-12,9189
2016-09-13,8811
2016-09-14,8811
2016-09-15,8370
2016-09-16,8370
2016-09-17,7958
2016-09-18,7958
2016-09-19,7560
2016-09-20,7560
2016-09-21,7182
2016-09-22,6827
2016-09-23,6827
2016-09-24,6827
2016-09-25,6485
2016-09-26,6485
2016-09-27,6160
2016-09-28,6160
2016-09-29,5852
2016-09-30,5632
2016-10-01,5632
2016-10-02,5358
2016-10-03,5358
2016-10-04,5113
2016-10-05,5113
2016-10-06,4966
2016-10-07,4966
2016-10-08,4864
2016-10-09,4864
2016-10-10,4633
2016-10-11,4633
2016-10-12,4408
2016-10-13,4408
2016-10-14,4189
2016-10-15,4189
2016-10-16,3979
2016-10-17,3784
2016-10-18,3784
2016-10-19,3594
2016-10-20,3594
2016-10-21,3503
2016-10-22,3503
2016-10-23,3589
2016-10-24,3740
2016-10-25,3740
2016-10-26,3897
2016-10-27,3897
2016-10-28,4019
2016-10-29,3938
2016-10-30,3938
2016-10-31,3898
2016-11-01,3898
2016-11-02,3942
2016-11-03,3942
2016-11-04,3958
2016-11-05,3958
2016-11-06,3923
2016-11-07,3923
2016-11-08,3945
2016-11-09,3945
2016-11-10,3985
2016-11-11,3985
2016-11-12,4092
2016-11-13,4092
2016-11-14,4268
2016-12-08,7939
2016-12-09,8127
2016-12-10,8127
2016-12-11,8124
2016-12-12,8124
2016-12-13,8033
2016-12-14,7748
2016-12-15,7748
2016-12-16,7528
2016-12-17,7284
2016-12-18,7284
2016-12-19,7050
2016-12-20,7185
2016-12-21,7341
2016-12-22,7341
2016-12-23,7179
2016-12-24,7179
2016-12-25,7154
2016-12-26,7154
2016-12-27,7037
2016-12-28,7084
2016-12-29,7256
2016-12-30,7440
2016-12-31,7561
2017-01-01,7383
2017-01-02,7694
2017-01-03,7700
2017-01-04,7724
2017-01-05,7724
2017-01-06,7574
2017-01-07,7783
2017-01-08,7592
2017-01-09,7806
2017-01-10,8148
2017-01-11,8542
2017-01-12,8931
2017-01-13,8931
2017-01-14,9228
2017-01-15,9563
2017-01-16,9291
2017-01-17,8987
2017-01-18,9339
2017-01-19,9339
2017-01-20,9573
2017-01-21,9746
2017-01-22,9602
2017-01-27,10638
2017-01-28,11026
2017-01-29,10728
2017-01-30,10728
2017-01-31,10207
2017-02-01,9731
2017-02-02,9824
2017-02-03,10129
2017-02-04,9744
2017-02-05,9762
2017-02-06,9974
2017-02-07,10376
2017-02-08,10445
2017-02-09,10445
2017-02-10,10070
2017-02-11,9623
2017-02-12,9623
2017-02-13,9530
2017-02-14,9438
2017-02-15,9438
2017-02-16,9370
2017-02-18,9741
2017-02-19,9781
2017-02-20,9862
2017-02-21,10028
2017-02-22,10028
2017-02-23,9891
2017-02-24,9891
2017-02-25,9533
2017-02-26,9149
2017-02-27,9206
2017-02-28,9333
2017-03-01,9325
2017-03-02,9703
2017-03-03,9703
2017-03-04,9635
2017-03-05,9502
2017-03-06,9654
2017-03-07,9757
2017-03-08,9757
2017-03-09,9910
2017-03-10,10150
2017-03-11,10022
2017-03-12,9866
2017-03-13,10011
2017-03-14,9882
2017-03-15,9616
2017-03-16,9851
2017-03-17,9903
2017-03-18,9892
2017-03-19,9852
2017-03-20,9950
2017-03-21,9790
2017-03-22,10180
2017-03-23,10443
2017-03-24,10424
2017-03-25,10424
2017-03-26,10039
2017-03-27,10264
2017-03-28,10472
2017-03-29,10514
2017-03-30,10978
2017-03-31,10940
2017-04-01,10409
2017-04-02,10409
2017-04-03,9910
2017-04-04,9825
2017-04-12,9096
2017-04-13,9038
2017-04-14,9017
2017-04-15,8983
2017-04-16,8992
2017-04-17,8985
2017-04-18,8857
2017-04-19,8796
2017-04-20,8974
2017-04-21,8997
2017-04-22,8997
2017-04-23,9308
2017-04-24,8974
2017-04-25,8924
2017-04-26,8924
2017-04-27,8910
2017-04-28,8900
2017-04-29,8874
2017-04-30,8966
2017-05-01,8966
2017-05-02,8983
2017-05-03,9003
2017-05-04,9027
2017-05-05,9009
2017-05-06,9016
2017-05-07,9044
2017-05-08,8994
2017-05-09,9031
2017-05-10,9008
2017-05-11,9048
2017-05-12,9004
2017-05-13,9004
2017-05-14,9047
2017-05-15,9033
2017-05-16,8993
2017-05-17,8971
2017-05-18,8894
2017-05-19,8894
2017-05-20,8902
2017-05-21,8902
2017-05-22,8938
2017-05-23,8897
2017-05-24,8912
2017-05-25,8920
2017-05-26,8893
2017-05-27,9244
2017-05-28,9163
2017-05-29,9086
2017-05-30,9049
2017-05-31,9038
2017-06-01,8944
2017-06-02,8851
2017-06-03,8851
2017-06-06,7870
2017-06-07,7665
2017-06-08,7665
2017-06-09,7499
2017-06-10,7252
2017-06-11,6914
2017-06-12,6733
2017-06-13,6648
2017-06-14,6881
2017-06-15,7156
2017-06-16,7313
2017-06-17,7472
2017-06-18,7596
2017-06-19,7596
2017-06-20,7872
2017-06-21,8219
2017-06-22,8559
2017-06-23,8800
2017-06-24,8678
2017-06-25,8863
2017-06-26,8976
2017-06-27,9060
2017-06-28,9305
2017-06-29,9500
2017-06-30,9775
2017-07-01,9775
2017-07-02,9742
2017-07-03,9718
2017-07-04,9712
2017-07-05,9712
2017-07-06,9748
2017-07-07,9748
2017-07-08,9899
2017-07-13,10005
2017-07-14,9988
2017-07-15,9988
2017-07-16,9982
2017-07-17,10012
2017-07-18,9927
2017-07-19,10015
2017-07-20,10034
2017-07-21,10060
2017-07-22,9971
2017-07-23,10076
2017-07-24,10099
2017-07-25,10167
2017-07-26,10179
2017-07-27,10372
2017-07-28,10540
2017-07-29,10540
2017-07-30,10434
2017-07-31,10434
2017-08-01,10426
2017-08-02,10369
2017-08-03,10457
2017-08-04,10450
2017-08-05,10386
2017-08-06,10322
2017-08-09,10407
2017-08-10,10445
2017-08-11,10439
2017-08-12,10367
2017-08-13,10256
2017-08-14,10276
2017-08-15,10350
2017-08-16,10330
2017-08-17,10318
2017-08-18,10318
2017-08-19,10304
2017-08-20,10373
2017-08-21,10199
2017-08-22,10116
2017-08-23,10058
2017-08-24,10118
2017-08-25,10049
2017-08-26,10052
2017-08-27,9912
2017-08-28,9935
2017-08-29,9935
2017-08-30,9949
2017-08-31,9960
2017-09-01,9960
2017-09-02,9888
2017-09-03,9888
2017-09-04,9809
2017-09-05,9860
2017-09-06,9848
2017-09-07,9833
2017-09-08,9833
2017-09-09,9824
2017-09-10,9804
2017-09-11,9800
2017-09-12,9800
2017-09-13,9750
2017-09-14,9670
2017-09-15,9670
2017-09-16,9512
2017-09-17,9267
2017-09-18,9027
2017-09-19,8981
2017-09-20,8629
2017-09-21,8472
2017-09-22,8407
2017-09-23,8407
2017-09-24,8264
2017-09-25,8404
2017-09-26,8426
2017-09-27,8426
2017-09-28,8336
2017-09-29,8288
2017-09-30,8234
2017-10-01,8204
2017-10-02,8252
2017-10-03,8106
2017-10-04,8106
2017-10-05,8186
2017-10-06,8245
2017-10-07,8229
2017-10-08,8316
2017-10-09,8617
2017-10-10,8938
2017-10-11,8938
2017-10-12,8892
2017-10-13,9327
2017-10-14,9292
2017-10-15,9292
2017-10-16,9550
2017-10-17,9550
2017-10-18,9905
2017-10-19,9914
2017-10-20,9924
2017-10-21,9836
2017-10-22,9753
2017-10-23,9752
2017-10-24,9707
2017-10-25,9776
2017-10-26,10137
2017-10-27,10209
2017-10-28,10209
2017-10-29,9897
2017-10-30,9850
2017-10-31,9838
2017-11-01,9838
2017-11-02,10170
2017-11-03,10104
2017-11-04,10318
2017-11-05,10500
2017-11-06,10571
2017-11-07,10899
2017-11-08,10889
2017-11-09,10791
2017-11-10,10751
2017-11-11,10618
2017-11-12,10624
2017-11-13,10354
2017-11-14,10120
2017-11-15,10050
2017-11-16,9853
2017-11-17,9770
2017-11-18,9770
2017-11-19,9527
2017-11-20,9150
2017-11-21,9023
2017-11-22,8835
2017-11-23,8648
2017-11-24,8488
2017-11-25,8478
2017-11-26,8388
2017-11-27,8388
2017-11-28,8302
2017-11-29,8266
2017-11-30,8123
2017-12-01,8120
2017-12-02,8120
2017-12-03,8177
2017-12-04,8162
2017-12-05,8189
2017-12-06,8260
2017-12-07,8075
2017-12-08,8075
2017-12-09,8067
2017-12-10,8178
2017-12-11,8455
2017-12-12,8777
2017-12-13,8809
2017-12-14,9010
2017-12-15,8901
2017-12-16,8901
2017-12-17,8947
2017-12-18,8663
2017-12-19,8637
2017-12-20,8567
2017-12-21,8418
2017-12-22,8597
2017-12-23,8580
2017-12-24,8517
2017-12-25,8540
2017-12-26,8504
2017-12-27,8566
2017-12-28,8471
2017-12-29,8444
2017-12-30,8554
2017-12-31,8356
2018-01-01,8578
2018-01-02,8435
2018-01-03,8625
2018-01-04,8795
2018-01-05,8628
2018-01-06,8572
2018-01-07,8639
2018-01-08,8638
2018-01-09,8539
2018-01-10,8506
2018-01-11,8399
2018-01-12,8329
2018-01-13,8388
2018-01-14,8377
2018-01-15,8377
2018-01-16,8468
2018-01-17,8587
2018-01-18,8846
2018-01-19,8846
2018-01-20,9276
2018-01-21,9656
2018-01-22,10047
2018-01-23,10187
2018-01-24,10558
2018-01-25,10913
2018-01-26,11258
2018-01-27,11068
2018-01-28,10828
2018-01-29,10543
2018-01-30,10296
2018-02-01,10230
2018-02-02,9990
2018-02-03,9841
2018-02-04,9778
2018-02-05,9712
2018-02-06,9857
2018-02-07,10337
2018-02-08,10721
2018-02-09,10695
2018-02-10,10502
2018-02-11,10202
2018-02-12,10134
2018-02-13,10352
2018-02-14,10773
2018-02-15,11098
2018-02-16,11138
2018-02-17,11613
2018-02-18,11743
2018-02-19,11585
2018-02-20,11182
2018-02-21,10771
2018-02-22,10792
2018-02-23,10854
2018-02-24,10769
2018-02-25,10540
2018-02-26,10617
2018-02-27,11033
2018-02-28,11522
2018-03-01,11983
2018-03-02,11904
2018-03-03,11755
2018-03-04,11834
2018-03-05,11754
2018-03-06,11821
2018-03-07,11830
2018-03-08,12028
2018-03-09,12448
2018-03-10,12356
2018-03-11,12285
2018-03-12,12111
2018-03-13,11881
2018-03-14,11719
2018-03-15,11602
2018-03-16,11427
2018-03-17,11113
2018-03-18,10668
2018-03-20,10612
2018-03-21,10357
2018-03-23,9857
2018-03-24,9508
2018-03-26,8937
2018-03-27,9136
2018-03-28,9130
2018-03-29,9467
2018-03-30,9829
2018-03-31,9759
2018-04-01,9609
2018-04-02,9760
2018-04-03,9863
2018-04-04,10106
2018-04-05,10077
2018-04-06,10065
2018-04-08,9741
2018-04-09,9520
2018-04-10,9428
2018-04-11,9588
2018-04-12,9696
2018-04-13,9938
2018-04-14,9639
2018-04-16,9031
2018-04-17,9143
2018-04-18,9011
2018-04-19,8999
2018-04-20,8937
2018-04-21,9008
2018-04-22,8985
2018-04-23,8873
2018-04-24,8783
2018-04-25,8944
2018-04-26,9034
2018-04-27,8974
2018-04-28,9127
2018-04-29,9235
2018-04-30,9152
2018-05-02,8972
2018-05-03,9099
2018-05-04,8914
2018-05-05,8898
2018-05-06,9130
2018-05-07,9141
2018-05-08,9065
2018-05-09,8894
2018-05-10,8928
2018-05-11,8802
2018-05-12,8630
2018-05-13,8226
2018-05-14,7857
2018-05-15,7681
2018-05-16,7516
2018-05-17,7699
2018-05-18,7714
2018-05-19,7683
2018-05-20,7816
2018-05-21,7913
2018-05-22,7779
2018-05-23,7736
2018-05-24,8105
2018-05-25,8195
2018-05-26,8474
2018-05-27,8599
2018-05-28,8431
2018-05-29,8218
2018-05-30,8015
2018-05-31,8201
2018-06-01,8154
2018-06-02,7931
2018-06-03,7659
2018-06-04,7621
2018-06-05,7516
2018-06-06,7499
2018-06-07,7512
2018-06-08,7457
2018-06-09,7270
2018-06-10,7175
2018-06-11,7093
2018-06-12,6896
2018-06-13,6740
2018-06-14,6538
2018-06-15,6295
2018-06-16,6063
2018-06-17,5923
2018-06-18,5730
2018-06-19,5538
2018-06-20,5468
2018-06-21,5506
2018-06-22,5720
2018-06-23,5657
2018-06-24,5796
2018-06-25,5826
2018-06-26,5751
2018-06-27,5775
2018-06-28,5720
2018-06-29,5764
2018-06-30,5927
2018-07-01,5951
2018-07-02,5798
2018-07-03,5695
2018-07-04,5629
2018-07-05,5555
2018-07-06,5583
2018-07-07,5467
2018-07-08,5315
2018-07-09,5229
2018-07-10,5115
2018-07-11,5104
2018-07-12,5063
2018-07-13,5042
2018-07-14,4815
2018-07-15,4691
2018-07-16,4523
2018-07-17,4447
2018-07-18,4405
2018-07-19,4404
2018-07-20,4477
2018-07-21,4469
2018-07-22,4421
2018-07-23,4386
2018-07-24,4349
2018-07-25,4305
2018-07-26,4216
2018-07-27,4244
2018-07-28,4123
2018-07-29,4042
2018-07-30,3975
2018-07-31,4056
2018-08-01,4203
2018-08-02,4284
2018-08-03,4249
2018-08-04,4322
2018-08-05,4311
2018-08-06,4225
2018-08-07,4172
2018-08-08,4185
2018-08-09,4050
2018-08-10,4178
2018-08-11,4206
2018-08-12,4180
2018-08-14,4064
2018-08-16,4021
2018-08-17,4061
2018-08-18,4072
2018-08-19,4129
2018-08-20,4199
2018-08-21,4094
2018-08-22,4150
2018-08-23,4137
2018-08-24,4054
2018-08-25,3984
2018-08-26,4005
2018-08-27,3967
2018-08-28,3871
2018-08-29,3873
2018-08-30,3833
2018-08-31,3811
2018-09-01,3788
2018-09-02,3773
2018-09-03,3866
2018-09-04,3847
2018-09-05,3805
2018-09-06,3880
2018-09-07,3844
2018-09-08,3842
2018-09-09,3871
2018-09-10,3969
2018-09-11,3949
2018-09-12,4050
2018-09-13,4139
2018-09-14,4269
2018-09-15,4414
2018-09-16,4519
2018-09-17,4582
2018-09-18,4643
2018-09-19,4724
2018-09-20,4882
2018-09-21,4767
2018-09-22,4528
2018-09-23,4342
2018-09-24,4309
2018-09-25,4356
2018-09-26,4266
2018-09-27,4194
2018-09-28,4189
2018-09-29,4121
2018-09-30,4140
2018-10-02,4281
2018-10-03,4212
2018-10-04,4131
2018-10-05,4125
2018-10-06,4238
2018-10-07,4401
2018-10-08,4436
2018-10-09,4510
2018-10-10,4469
2018-10-11,4394
2018-10-12,4427
2018-10-13,4427
2018-10-14,4386
2018-10-15,4415
2018-10-16,4471
2018-10-17,4448
2018-10-18,4507
2018-10-19,4528
2018-10-20,4432
2018-10-21,4527
2018-10-22,4525
2018-10-23,4487
2018-10-24,4499
2018-10-25,4500
2018-10-26,4523
2018-10-27,4473
2018-10-28,4424
2018-10-29,4380
2018-10-30,4368
2018-10-31,4333
2018-11-01,4359
2018-11-03,4375
2018-11-04,4336
2018-11-05,4338
2018-11-06,4365
2018-11-07,4344
2018-11-08,4293
2018-11-09,4319
2018-11-10,4289
2018-11-11,4273
2018-11-12,4300
2018-11-13,4260
2018-11-14,4276
2018-11-15,4326
2018-11-16,4407
2018-11-17,4470
2018-11-18,4553
2018-11-19,4535
2018-11-20,4513
2018-11-21,4497
2018-11-22,4477
2018-11-23,4412
2018-11-24,4444
2018-11-25,4626
2018-11-26,4841
2018-11-27,4909
2018-11-28,5078
2018-11-29,5329
2018-12-01,5867
2018-12-02,6145
2018-12-03,6405
2018-12-04,6579
2018-12-05,6788
2018-12-09,6753
2018-12-10,6540
2018-12-11,6512
2018-12-12,6603
2018-12-13,6652
2018-12-14,6827
2018-12-15,6947
2018-12-16,7198
2018-12-17,7287
2018-12-18,7434
2018-12-19,7694
2018-12-20,7992
2018-12-21,8158
2018-12-22,8239
2018-12-23,8006
2018-12-24,7780
2018-12-25,7515
2018-12-26,7382
2018-12-27,7284
2018-12-28,7207
2018-12-29,7174
2018-12-30,7137
2018-12-31,7225
2019-01-01,7323
2019-01-02,7655
2019-01-03,8031
2019-01-04,8430
2019-01-05,8759
2019-01-06,9026
2019-01-08,9297
2019-01-10,8793
2019-01-11,8353
2019-01-12,7935
2019-01-13,7538
2019-01-14,7161
2019-01-15,6802
2019-01-16,6461
2019-01-17,6137
2019-01-18,5833
2019-01-19,5563
2019-01-20,5294
2019-01-21,5101
2019-01-22,4930
2019-01-23,4765
2019-01-24,4621
2019-01-25,4503
2019-01-26,4373
2019-01-27,4262
2019-01-28,4078
2019-01-29,4169
2019-01-30,4346
2019-01-31,4562
2019-02-01,4776
2019-02-02,4922
2019-02-03,5006
2019-02-04,4898
2019-02-05,4771
2019-02-06,4769
2019-02-07,4740
2019-02-08,4730
2019-02-09,4638
2019-02-10,4621
2019-02-11,4593
2019-02-12,4626
2019-02-13,4641
2019-02-14,4729
2019-02-15,4709
2019-02-16,4678
2019-02-17,4638
2019-02-18,4544
2019-02-19,4529
2019-02-20,4532
2019-02-21,4560
2019-02-22,4572
2019-02-23,4630
2019-02-24,4740
2019-02-25,4755
2019-02-26,4767
2019-02-27,4784
2019-02-28,4931
2019-03-01,4975
2019-03-02,4949
2019-03-03,4850
2019-03-04,4838
2019-03-05,4861
2019-03-06,4898
2019-03-07,5006
2019-03-08,4929
2019-03-09,4875
2019-03-10,4899
2019-03-11,5056
2019-03-12,5022
2019-03-13,4928
2019-03-14,4896
2019-03-15,4884
2019-03-16,4917
2019-03-17,4990
2019-03-18,4954
2019-03-19,4965
2019-03-20,4917
2019-03-21,4810
2019-03-22,4660
2019-03-23,4598
2019-03-24,4466
2019-03-25,4337
2019-03-26,4290
2019-03-27,4244
2019-03-28,4268
2019-03-29,4319
2019-03-30,4262
2019-03-31,4311
2019-04-01,4280
2019-04-02,4371
2019-04-03,4417
2019-04-04,4472
2019-04-05,4458
2019-04-06,4407
2019-04-07,4448
2019-04-08,4527
2019-04-09,4634
